 Timabil 	 Flodatafla (m)	Vindur (m/s)	Hvida (m/s)	Vindatt (deg)	
23:20 28.12.2019 	 1,96 	 9 	 12 	 69 	  
23:10 28.12.2019 	 2,1 	 9 	 10 	 73 	  
23:00 28.12.2019 	 2,23 	 9 	 11 	 73 	  
22:50 28.12.2019 	 2,36 	 9 	 11 	 74 	  
22:40 28.12.2019 	 2,49 	 9 	 11 	 81 	  
22:30 28.12.2019 	 2,61 	 7 	 10 	 85 	  
22:20 28.12.2019 	 2,74 	 7 	 9 	 77 	  
22:10 28.12.2019 	 2,85 	 7 	 9 	 83 	  
22:00 28.12.2019 	 2,96 	 8 	 10 	 81 	  
21:50 28.12.2019 	 3,07 	 8 	 9 	 81 	  
21:40 28.12.2019 	 3,17 	 8 	 10 	 82 	  
21:30 28.12.2019 	 3,26 	 9 	 10 	 72 	  
21:20 28.12.2019 	 3,34 	 9 	 11 	 66 	  
21:10 28.12.2019 	 3,42 	 8 	 10 	 77 	  
21:00 28.12.2019 	 3,49 	 8 	 10 	 79 	  
20:50 28.12.2019 	 3,54 	 7 	 9 	 72 	  
20:40 28.12.2019 	 3,59 	 7 	 8 	 74 	  
20:30 28.12.2019 	 3,63 	 6 	 8 	 78 	  
20:20 28.12.2019 	 3,66 	 5 	 6 	 85 	  
20:10 28.12.2019 	 3,68 	 5 	 7 	 89 	  
20:00 28.12.2019 	 3,68 	 6 	 8 	 87 	  
19:50 28.12.2019 	 3,68 	 6 	 7 	 78 	  
19:40 28.12.2019 	 3,67 	 5 	 7 	 77 	  
19:30 28.12.2019 	 3,65 	 6 	 7 	 75 	  
19:20 28.12.2019 	 3,61 	 5 	 7 	 62 	  
19:10 28.12.2019 	 3,57 	 4 	 6 	 72 	  
19:00 28.12.2019 	 3,51 	 4 	 5 	 86 	  
18:50 28.12.2019 	 3,45 	 5 	 6 	 85 	  
18:40 28.12.2019 	 3,37 	 4 	 6 	 86 	  
18:30 28.12.2019 	 3,29 	 3 	 4 	 75 	  
18:20 28.12.2019 	 3,2 	 2 	 3 	 87 	  
18:10 28.12.2019 	 3,1 	 2 	 3 	 88 	  
18:00 28.12.2019 	 2,99 	 2 	 3 	 107 	  
17:50 28.12.2019 	 2,88 	 2 	 3 	 104 	  
17:40 28.12.2019 	 2,76 	 3 	 4 	 113 	  
17:30 28.12.2019 	 2,63 	 4 	 5 	 88 	  
17:20 28.12.2019 	 2,5 	 3 	 4 	 75 	  
17:10 28.12.2019 	 2,37 	 3 	 3 	 73 	  
17:00 28.12.2019 	 2,23 	 3 	 3 	 77 	  
16:50 28.12.2019 	 2,1 	 2 	 3 	 79 	  
16:40 28.12.2019 	 1,96 	 2 	 2 	 65 	  
16:30 28.12.2019 	 1,83 	 2 	 3 	 61 	  
16:20 28.12.2019 	 1,69 	 2 	 3 	 73 	  
16:10 28.12.2019 	 1,56 	 2 	 3 	 77 	  
16:00 28.12.2019 	 1,44 	 2 	 3 	 67 	  
15:50 28.12.2019 	 1,32 	 2 	 3 	 51 	  
15:40 28.12.2019 	 1,2 	 2 	 3 	 33 	  
15:30 28.12.2019 	 1,09 	 2 	 3 	 16 	  
15:20 28.12.2019 	 0,99 	 2 	 3 	 33 	  
15:10 28.12.2019 	 0,9 	 2 	 3 	 33 	  
15:00 28.12.2019 	 0,82 	 2 	 3 	 22 	  
14:50 28.12.2019 	 0,75 	 2 	 3 	 12 	  
14:40 28.12.2019 	 0,69 	 2 	 3 	 15 	  
14:30 28.12.2019 	 0,64 	 2 	 2 	 17 	  
14:20 28.12.2019 	 0,61 	 2 	 3 	 14 	  
14:10 28.12.2019 	 0,58 	 2 	 3 	 9 	  
14:00 28.12.2019 	 0,57 	 3 	 3 	 3 	  
13:50 28.12.2019 	 0,57 	 2 	 3 	 28 	  
13:40 28.12.2019 	 0,59 	 3 	 4 	 56 	  
13:30 28.12.2019 	 0,62 	 3 	 3 	 69 	  
13:20 28.12.2019 	 0,66 	 2 	 4 	 66 	  
13:10 28.12.2019 	 0,72 	 2 	 4 	 113 	  
13:00 28.12.2019 	 0,79 	 3 	 4 	 106 	  
12:50 28.12.2019 	 0,87 	 4 	 6 	 72 	  
12:40 28.12.2019 	 0,96 	 3 	 5 	 59 	  
12:30 28.12.2019 	 1,06 	 3 	 4 	 52 	  
12:20 28.12.2019 	 1,17 	 2 	 4 	 38 	  
12:10 28.12.2019 	 1,29 	 1 	 2 	 119 	  
12:00 28.12.2019 	 1,42 	 1 	 2 	 116 	  
11:50 28.12.2019 	 1,55 	 1 	 2 	 125 	  
11:40 28.12.2019 	 1,69 	 1 	 2 	 155 	  
11:30 28.12.2019 	 1,83 	 2 	 3 	 138 	  
11:20 28.12.2019 	 1,98 	 3 	 5 	 121 	  
11:10 28.12.2019 	 2,13 	 4 	 6 	 100 	  
11:00 28.12.2019 	 2,28 	 4 	 6 	 97 	  
10:50 28.12.2019 	 2,43 	 5 	 7 	 93 	  
10:40 28.12.2019 	 2,58 	 6 	 9 	 85 	  
10:30 28.12.2019 	 2,72 	 7 	 10 	 81 	  
10:20 28.12.2019 	 2,86 	 9 	 10 	 77 	  
10:10 28.12.2019 	 3 	 8 	 10 	 72 	  
10:00 28.12.2019 	 3,14 	 8 	 10 	 70 	  
09:50 28.12.2019 	 3,26 	 9 	 11 	 69 	  
09:40 28.12.2019 	 3,38 	 9 	 11 	 69 	  
09:30 28.12.2019 	 3,5 	 8 	 10 	 73 	  
09:20 28.12.2019 	 3,6 	 9 	 12 	 74 	  
09:10 28.12.2019 	 3,7 	 9 	 11 	 67 	  
09:00 28.12.2019 	 3,79 	 9 	 12 	 66 	  
08:50 28.12.2019 	 3,86 	 9 	 11 	 69 	  
08:40 28.12.2019 	 3,93 	 9 	 10 	 68 	  
08:30 28.12.2019 	 3,99 	 8 	 11 	 67 	  
08:20 28.12.2019 	 4,04 	 8 	 10 	 68 	  
08:10 28.12.2019 	 4,08 	 7 	 9 	 80 	  
08:00 28.12.2019 	 4,1 	 7 	 10 	 86 	  
07:50 28.12.2019 	 4,12 	 8 	 10 	 78 	  
07:40 28.12.2019 	 4,12 	 8 	 10 	 71 	  
07:30 28.12.2019 	 4,12 	 6 	 8 	 76 	  
07:20 28.12.2019 	 4,1 	 5 	 6 	 101 	  
07:10 28.12.2019 	 4,07 	 5 	 6 	 116 	  
07:00 28.12.2019 	 4,03 	 6 	 8 	 117 	  
06:50 28.12.2019 	 3,98 	 5 	 7 	 84 	  
06:40 28.12.2019 	 3,91 	 4 	 5 	 72 	  
06:30 28.12.2019 	 3,84 	 5 	 5 	 62 	  
06:20 28.12.2019 	 3,76 	 5 	 5 	 66 	  
06:10 28.12.2019 	 3,67 	 4 	 5 	 73 	  
06:00 28.12.2019 	 3,56 	 4 	 5 	 83 	  
05:50 28.12.2019 	 3,45 	 5 	 6 	 77 	  
05:40 28.12.2019 	 3,34 	 5 	 6 	 78 	  
05:30 28.12.2019 	 3,21 	 5 	 6 	 86 	  
05:20 28.12.2019 	 3,08 	 5 	 7 	 85 	  
05:10 28.12.2019 	 2,94 	 6 	 6 	 79 	  
05:00 28.12.2019 	 2,8 	 5 	 5 	 80 	  
04:50 28.12.2019 	 2,66 	 4 	 4 	 96 	  
04:40 28.12.2019 	 2,51 	 3 	 4 	 127 	  
04:30 28.12.2019 	 2,36 	 4 	 6 	 136 	  
04:20 28.12.2019 	 2,21 	 6 	 7 	 137 	  
04:10 28.12.2019 	 2,06 	 5 	 7 	 137 	  
04:00 28.12.2019 	 1,91 	 4 	 5 	 122 	  
03:50 28.12.2019 	 1,77 	 4 	 5 	 116 	  
03:40 28.12.2019 	 1,63 	 4 	 5 	 134 	  
03:30 28.12.2019 	 1,49 	 5 	 7 	 147 	  
03:20 28.12.2019 	 1,36 	 5 	 6 	 141 	  
03:10 28.12.2019 	 1,24 	 4 	 6 	 135 	  
03:00 28.12.2019 	 1,12 	 4 	 5 	 132 	  
02:50 28.12.2019 	 1,01 	 4 	 5 	 136 	  
02:40 28.12.2019 	 0,91 	 4 	 5 	 139 	  
02:30 28.12.2019 	 0,83 	 4 	 5 	 140 	  
02:20 28.12.2019 	 0,75 	 4 	 5 	 141 	  
02:10 28.12.2019 	 0,68 	 4 	 5 	 152 	  
02:00 28.12.2019 	 0,63 	 4 	 7 	 155 	  
01:50 28.12.2019 	 0,59 	 4 	 5 	 146 	  
01:40 28.12.2019 	 0,56 	 4 	 5 	 145 	  
01:30 28.12.2019 	 0,54 	 4 	 6 	 149 	  
01:20 28.12.2019 	 0,54 	 4 	 5 	 139 	  
01:10 28.12.2019 	 0,55 	 4 	 4 	 130 	  
01:00 28.12.2019 	 0,58 	 4 	 5 	 130 	  
00:50 28.12.2019 	 0,62 	 3 	 4 	 127 	  
00:40 28.12.2019 	 0,67 	 3 	 4 	 123 	  
00:30 28.12.2019 	 0,73 	 3 	 4 	 121 	  
00:20 28.12.2019 	 0,8 	 3 	 4 	 126 	  
00:10 28.12.2019 	 0,89 	 3 	 4 	 131 	  
00:00 28.12.2019 	 0,98 	 3 	 3 	 143 	  
23:50 27.12.2019 	 1,08 	 3 	 4 	 166 	  
23:40 27.12.2019 	 1,2 	 3 	 4 	 165 	  
23:30 27.12.2019 	 1,31 	 4 	 5 	 167 	  
23:20 27.12.2019 	 1,44 	 4 	 6 	 164 	  
23:10 27.12.2019 	 1,57 	 4 	 6 	 167 	  
23:00 27.12.2019 	 1,7 	 4 	 6 	 174 	  
22:50 27.12.2019 	 1,84 	 4 	 6 	 177 	  
22:40 27.12.2019 	 1,98 	 4 	 6 	 176 	  
22:30 27.12.2019 	 2,11 	 4 	 6 	 177 	  
22:20 27.12.2019 	 2,25 	 5 	 6 	 172 	  
22:10 27.12.2019 	 2,39 	 4 	 5 	 172 	  
22:00 27.12.2019 	 2,52 	 4 	 5 	 172 	  
21:50 27.12.2019 	 2,65 	 4 	 5 	 181 	  
21:40 27.12.2019 	 2,78 	 4 	 5 	 184 	  
21:30 27.12.2019 	 2,9 	 4 	 6 	 183 	  
21:20 27.12.2019 	 3,01 	 4 	 6 	 189 	  
21:10 27.12.2019 	 3,12 	 4 	 6 	 176 	  
21:00 27.12.2019 	 3,23 	 3 	 5 	 178 	  
20:50 27.12.2019 	 3,32 	 4 	 6 	 176 	  
20:40 27.12.2019 	 3,41 	 4 	 5 	 172 	  
20:30 27.12.2019 	 3,49 	 3 	 5 	 179 	  
20:20 27.12.2019 	 3,55 	 4 	 6 	 189 	  
20:10 27.12.2019 	 3,61 	 4 	 6 	 182 	  
20:00 27.12.2019 	 3,66 	 4 	 6 	 184 	  
19:50 27.12.2019 	 3,7 	 4 	 6 	 191 	  
19:40 27.12.2019 	 3,73 	 4 	 6 	 193 	  
19:30 27.12.2019 	 3,75 	 4 	 7 	 194 	  
19:20 27.12.2019 	 3,76 	 4 	 6 	 192 	  
19:10 27.12.2019 	 3,75 	 4 	 7 	 191 	  
19:00 27.12.2019 	 3,74 	 5 	 8 	 198 	  
18:50 27.12.2019 	 3,71 	 5 	 8 	 200 	  
18:40 27.12.2019 	 3,67 	 5 	 7 	 198 	  
18:30 27.12.2019 	 3,63 	 5 	 8 	 201 	  
18:20 27.12.2019 	 3,57 	 5 	 8 	 203 	  
18:10 27.12.2019 	 3,5 	 5 	 8 	 200 	  
18:00 27.12.2019 	 3,42 	 5 	 8 	 200 	  
17:50 27.12.2019 	 3,33 	 5 	 8 	 203 	  
17:40 27.12.2019 	 3,24 	 5 	 8 	 207 	  
17:30 27.12.2019 	 3,13 	 5 	 9 	 207 	  
17:20 27.12.2019 	 3,02 	 5 	 8 	 207 	  
17:10 27.12.2019 	 2,9 	 5 	 7 	 210 	  
17:00 27.12.2019 	 2,77 	 5 	 7 	 212 	  
16:50 27.12.2019 	 2,64 	 4 	 6 	 212 	  
16:40 27.12.2019 	 2,5 	 4 	 6 	 214 	  
16:30 27.12.2019 	 2,36 	 4 	 6 	 204 	  
16:20 27.12.2019 	 2,22 	 4 	 6 	 204 	  
16:10 27.12.2019 	 2,08 	 4 	 5 	 197 	  
16:00 27.12.2019 	 1,94 	 4 	 6 	 199 	  
15:50 27.12.2019 	 1,8 	 4 	 6 	 203 	  
15:40 27.12.2019 	 1,66 	 4 	 6 	 204 	  
15:30 27.12.2019 	 1,52 	 4 	 6 	 208 	  
15:20 27.12.2019 	 1,39 	 4 	 6 	 214 	  
15:10 27.12.2019 	 1,26 	 4 	 6 	 222 	  
15:00 27.12.2019 	 1,14 	 4 	 5 	 235 	  
14:50 27.12.2019 	 1,03 	 4 	 6 	 231 	  
14:40 27.12.2019 	 0,93 	 4 	 5 	 223 	  
14:30 27.12.2019 	 0,83 	 4 	 6 	 230 	  
14:20 27.12.2019 	 0,75 	 5 	 7 	 245 	  
14:10 27.12.2019 	 0,68 	 4 	 6 	 245 	  
14:00 27.12.2019 	 0,61 	 5 	 7 	 245 	  
13:50 27.12.2019 	 0,57 	 6 	 9 	 251 	  
13:40 27.12.2019 	 0,53 	 4 	 7 	 234 	  
13:30 27.12.2019 	 0,51 	 4 	 7 	 215 	  
13:20 27.12.2019 	 0,5 	 3 	 5 	 205 	  
13:10 27.12.2019 	 0,5 	 2 	 4 	 210 	  
13:00 27.12.2019 	 0,52 	 1 	 2 	 227 	  
12:50 27.12.2019 	 0,55 	 2 	 2 	 263 	  
12:40 27.12.2019 	 0,6 	 2 	 4 	 251 	  
12:30 27.12.2019 	 0,66 	 3 	 5 	 255 	  
12:20 27.12.2019 	 0,73 	 3 	 3 	 239 	  
12:10 27.12.2019 	 0,82 	 3 	 4 	 242 	  
12:00 27.12.2019 	 0,91 	 2 	 3 	 270 	  
11:50 27.12.2019 	 1,02 	 2 	 2 	 347 	  
11:40 27.12.2019 	 1,14 	 2 	 2 	 125 	  
11:30 27.12.2019 	 1,26 	 2 	 2 	 135 	  
11:20 27.12.2019 	 1,39 	 2 	 3 	 137 	  
11:10 27.12.2019 	 1,53 	 2 	 3 	 138 	  
11:00 27.12.2019 	 1,68 	 3 	 4 	 126 	  
10:50 27.12.2019 	 1,83 	 3 	 4 	 120 	  
10:40 27.12.2019 	 1,98 	 3 	 4 	 120 	  
10:30 27.12.2019 	 2,13 	 4 	 4 	 123 	  
10:20 27.12.2019 	 2,28 	 3 	 4 	 109 	  
10:10 27.12.2019 	 2,44 	 4 	 4 	 108 	  
10:00 27.12.2019 	 2,59 	 4 	 5 	 106 	  
09:50 27.12.2019 	 2,74 	 5 	 6 	 98 	  
09:40 27.12.2019 	 2,89 	 5 	 7 	 88 	  
09:30 27.12.2019 	 3,03 	 6 	 8 	 87 	  
09:20 27.12.2019 	 3,16 	 6 	 8 	 85 	  
09:10 27.12.2019 	 3,29 	 6 	 7 	 87 	  
09:00 27.12.2019 	 3,42 	 6 	 8 	 80 	  
08:50 27.12.2019 	 3,53 	 6 	 8 	 83 	  
08:40 27.12.2019 	 3,64 	 8 	 10 	 73 	  
08:30 27.12.2019 	 3,74 	 8 	 10 	 83 	  
08:20 27.12.2019 	 3,83 	 9 	 11 	 85 	  
08:10 27.12.2019 	 3,91 	 10 	 12 	 82 	  
08:00 27.12.2019 	 3,98 	 8 	 11 	 83 	  
07:50 27.12.2019 	 4,04 	 8 	 11 	 81 	  
07:40 27.12.2019 	 4,09 	 10 	 12 	 76 	  
07:30 27.12.2019 	 4,13 	 10 	 12 	 78 	  
07:20 27.12.2019 	 4,15 	 10 	 13 	 84 	  
07:10 27.12.2019 	 4,17 	 10 	 13 	 84 	  
07:00 27.12.2019 	 4,17 	 8 	 13 	 97 	  
06:50 27.12.2019 	 4,16 	 9 	 13 	 104 	  
06:40 27.12.2019 	 4,14 	 8 	 11 	 113 	  
06:30 27.12.2019 	 4,11 	 5 	 10 	 107 	  
06:20 27.12.2019 	 4,07 	 6 	 13 	 103 	  
06:10 27.12.2019 	 4,01 	 10 	 14 	 112 	  
06:00 27.12.2019 	 3,95 	 9 	 12 	 112 	  
05:50 27.12.2019 	 3,87 	 9 	 12 	 113 	  
05:40 27.12.2019 	 3,78 	 9 	 12 	 111 	  
05:30 27.12.2019 	 3,69 	 9 	 13 	 113 	  
05:20 27.12.2019 	 3,58 	 8 	 11 	 108 	  
05:10 27.12.2019 	 3,47 	 9 	 11 	 112 	  
05:00 27.12.2019 	 3,35 	 8 	 12 	 114 	  
04:50 27.12.2019 	 3,22 	 9 	 13 	 119 	  
04:40 27.12.2019 	 3,08 	 7 	 10 	 116 	  
04:30 27.12.2019 	 2,94 	 7 	 11 	 115 	  
04:20 27.12.2019 	 2,79 	 8 	 11 	 117 	  
04:10 27.12.2019 	 2,65 	 9 	 13 	 123 	  
04:00 27.12.2019 	 2,49 	 7 	 11 	 124 	  
03:50 27.12.2019 	 2,34 	 6 	 11 	 124 	  
03:40 27.12.2019 	 2,19 	 6 	 8 	 121 	  
03:30 27.12.2019 	 2,03 	 7 	 9 	 116 	  
03:20 27.12.2019 	 1,88 	 7 	 10 	 114 	  
03:10 27.12.2019 	 1,73 	 6 	 8 	 116 	  
03:00 27.12.2019 	 1,59 	 7 	 9 	 126 	  
02:50 27.12.2019 	 1,45 	 7 	 9 	 117 	  
02:40 27.12.2019 	 1,32 	 7 	 10 	 115 	  
02:30 27.12.2019 	 1,19 	 6 	 7 	 104 	  
02:20 27.12.2019 	 1,07 	 6 	 7 	 86 	  
02:10 27.12.2019 	 0,96 	 6 	 8 	 85 	  
02:00 27.12.2019 	 0,86 	 7 	 9 	 86 	  
01:50 27.12.2019 	 0,78 	 9 	 12 	 80 	  
01:40 27.12.2019 	 0,7 	 11 	 13 	 75 	  
01:30 27.12.2019 	 0,63 	 10 	 13 	 76 	  
01:20 27.12.2019 	 0,58 	 11 	 12 	 78 	  
01:10 27.12.2019 	 0,54 	 10 	 13 	 83 	  
01:00 27.12.2019 	 0,51 	 10 	 14 	 87 	  
00:50 27.12.2019 	 0,5 	 10 	 14 	 87 	  
00:40 27.12.2019 	 0,5 	 11 	 14 	 85 	  
00:30 27.12.2019 	 0,52 	 12 	 15 	 83 	  
00:20 27.12.2019 	 0,54 	 12 	 16 	 83 	  
00:10 27.12.2019 	 0,59 	 12 	 17 	 85 	  
00:00 27.12.2019 	 0,64 	 13 	 18 	 88 	  
23:50 26.12.2019 	 0,7 	 13 	 18 	 88 	  
23:40 26.12.2019 	 0,78 	 13 	 17 	 84 	  
23:30 26.12.2019 	 0,87 	 12 	 16 	 83 	  
23:20 26.12.2019 	 0,97 	 12 	 16 	 82 	  
23:10 26.12.2019 	 1,07 	 12 	 15 	 75 	  
23:00 26.12.2019 	 1,19 	 12 	 15 	 70 	  
22:50 26.12.2019 	 1,31 	 12 	 15 	 70 	  
22:40 26.12.2019 	 1,43 	 14 	 16 	 75 	  
22:30 26.12.2019 	 1,57 	 14 	 17 	 76 	  
22:20 26.12.2019 	 1,7 	 14 	 17 	 79 	  
22:10 26.12.2019 	 1,84 	 14 	 17 	 81 	  
22:00 26.12.2019 	 1,98 	 14 	 18 	 82 	  
21:50 26.12.2019 	 2,12 	 14 	 18 	 83 	  
21:40 26.12.2019 	 2,26 	 13 	 18 	 85 	  
21:30 26.12.2019 	 2,4 	 12 	 16 	 86 	  
21:20 26.12.2019 	 2,53 	 12 	 17 	 87 	  
21:10 26.12.2019 	 2,67 	 13 	 17 	 86 	  
21:00 26.12.2019 	 2,79 	 12 	 17 	 88 	  
20:50 26.12.2019 	 2,92 	 13 	 18 	 86 	  
20:40 26.12.2019 	 3,03 	 12 	 18 	 87 	  
20:30 26.12.2019 	 3,14 	 11 	 16 	 86 	  
20:20 26.12.2019 	 3,25 	 12 	 17 	 88 	  
20:10 26.12.2019 	 3,34 	 13 	 17 	 89 	  
20:00 26.12.2019 	 3,43 	 13 	 17 	 87 	  
19:50 26.12.2019 	 3,51 	 13 	 17 	 86 	  
19:40 26.12.2019 	 3,58 	 15 	 19 	 82 	  
19:30 26.12.2019 	 3,64 	 15 	 19 	 81 	  
19:20 26.12.2019 	 3,69 	 15 	 19 	 79 	  
19:10 26.12.2019 	 3,73 	 16 	 20 	 80 	  
19:00 26.12.2019 	 3,76 	 14 	 18 	 83 	  
18:50 26.12.2019 	 3,78 	 14 	 18 	 80 	  
18:40 26.12.2019 	 3,78 	 13 	 18 	 83 	  
18:30 26.12.2019 	 3,78 	 13 	 18 	 80 	  
18:20 26.12.2019 	 3,76 	 13 	 17 	 81 	  
18:10 26.12.2019 	 3,74 	 13 	 17 	 79 	  
18:00 26.12.2019 	 3,7 	 13 	 18 	 77 	  
17:50 26.12.2019 	 3,65 	 14 	 17 	 77 	  
17:40 26.12.2019 	 3,59 	 14 	 18 	 76 	  
17:30 26.12.2019 	 3,52 	 12 	 17 	 74 	  
17:20 26.12.2019 	 3,44 	 12 	 15 	 75 	  
17:10 26.12.2019 	 3,35 	 13 	 16 	 75 	  
17:00 26.12.2019 	 3,25 	 12 	 16 	 73 	  
16:50 26.12.2019 	 3,15 	 12 	 15 	 71 	  
16:40 26.12.2019 	 3,03 	 11 	 15 	 74 	  
16:30 26.12.2019 	 2,91 	 11 	 13 	 73 	  
16:20 26.12.2019 	 2,78 	 12 	 16 	 68 	  
16:10 26.12.2019 	 2,65 	 12 	 15 	 68 	  
16:00 26.12.2019 	 2,51 	 12 	 14 	 70 	  
15:50 26.12.2019 	 2,37 	 12 	 15 	 70 	  
15:40 26.12.2019 	 2,23 	 11 	 14 	 72 	  
15:30 26.12.2019 	 2,08 	 10 	 13 	 71 	  
15:20 26.12.2019 	 1,94 	 11 	 15 	 67 	  
15:10 26.12.2019 	 1,79 	 12 	 15 	 73 	  
15:00 26.12.2019 	 1,65 	 11 	 15 	 73 	  
14:50 26.12.2019 	 1,51 	 11 	 15 	 73 	  
14:40 26.12.2019 	 1,38 	 9 	 12 	 69 	  
14:30 26.12.2019 	 1,25 	 7 	 9 	 75 	  
14:20 26.12.2019 	 1,13 	 6 	 8 	 69 	  
14:10 26.12.2019 	 1,02 	 7 	 9 	 69 	  
14:00 26.12.2019 	 0,91 	 7 	 10 	 69 	  
13:50 26.12.2019 	 0,82 	 7 	 10 	 69 	  
13:40 26.12.2019 	 0,73 	 6 	 9 	 76 	  
13:30 26.12.2019 	 0,66 	 8 	 10 	 77 	  
13:20 26.12.2019 	 0,6 	 8 	 11 	 76 	  
13:10 26.12.2019 	 0,55 	 8 	 10 	 78 	  
13:00 26.12.2019 	 0,51 	 7 	 9 	 76 	  
12:50 26.12.2019 	 0,49 	 8 	 11 	 75 	  
12:40 26.12.2019 	 0,48 	 7 	 8 	 75 	  
12:30 26.12.2019 	 0,49 	 7 	 9 	 67 	  
12:20 26.12.2019 	 0,51 	 7 	 9 	 61 	  
12:10 26.12.2019 	 0,54 	 7 	 9 	 73 	  
12:00 26.12.2019 	 0,58 	 8 	 10 	 71 	  
11:50 26.12.2019 	 0,64 	 9 	 10 	 68 	  
11:40 26.12.2019 	 0,72 	 8 	 11 	 74 	  
11:30 26.12.2019 	 0,8 	 6 	 8 	 83 	  
11:20 26.12.2019 	 0,9 	 6 	 7 	 85 	  
11:10 26.12.2019 	 1 	 5 	 6 	 65 	  
11:00 26.12.2019 	 1,12 	 5 	 6 	 63 	  
10:50 26.12.2019 	 1,24 	 6 	 8 	 66 	  
10:40 26.12.2019 	 1,37 	 4 	 6 	 65 	  
10:30 26.12.2019 	 1,51 	 6 	 8 	 82 	  
10:20 26.12.2019 	 1,66 	 5 	 7 	 72 	  
10:10 26.12.2019 	 1,8 	 5 	 6 	 68 	  
10:00 26.12.2019 	 1,95 	 5 	 7 	 87 	  
09:50 26.12.2019 	 2,11 	 6 	 7 	 88 	  
09:40 26.12.2019 	 2,26 	 5 	 7 	 83 	  
09:30 26.12.2019 	 2,41 	 3 	 5 	 93 	  
09:20 26.12.2019 	 2,57 	 3 	 3 	 83 	  
09:10 26.12.2019 	 2,71 	 3 	 4 	 73 	  
09:00 26.12.2019 	 2,86 	 3 	 5 	 67 	  
08:50 26.12.2019 	 3 	 4 	 5 	 54 	  
08:40 26.12.2019 	 3,14 	 3 	 4 	 53 	  
08:30 26.12.2019 	 3,27 	 4 	 5 	 50 	  
08:20 26.12.2019 	 3,39 	 4 	 6 	 60 	  
08:10 26.12.2019 	 3,51 	 3 	 5 	 58 	  
08:00 26.12.2019 	 3,62 	 3 	 4 	 48 	  
07:50 26.12.2019 	 3,72 	 3 	 4 	 5 	  
07:40 26.12.2019 	 3,81 	 3 	 4 	 39 	  
07:30 26.12.2019 	 3,89 	 4 	 5 	 98 	  
07:20 26.12.2019 	 3,96 	 4 	 5 	 113 	  
07:10 26.12.2019 	 4,02 	 4 	 5 	 89 	  
07:00 26.12.2019 	 4,07 	 4 	 5 	 84 	  
06:50 26.12.2019 	 4,1 	 5 	 6 	 76 	  
06:40 26.12.2019 	 4,13 	 6 	 7 	 81 	  
06:30 26.12.2019 	 4,14 	 6 	 8 	 85 	  
06:20 26.12.2019 	 4,15 	 5 	 8 	 89 	  
06:10 26.12.2019 	 4,14 	 5 	 7 	 90 	  
06:00 26.12.2019 	 4,12 	 5 	 7 	 81 	  
05:50 26.12.2019 	 4,09 	 6 	 8 	 82 	  
05:40 26.12.2019 	 4,05 	 5 	 6 	 87 	  
05:30 26.12.2019 	 3,99 	 3 	 5 	 61 	  
05:20 26.12.2019 	 3,93 	 3 	 4 	 48 	  
05:10 26.12.2019 	 3,85 	 4 	 6 	 71 	  
05:00 26.12.2019 	 3,77 	 4 	 5 	 91 	  
04:50 26.12.2019 	 3,67 	 3 	 5 	 105 	  
04:40 26.12.2019 	 3,57 	 2 	 2 	 128 	  
04:30 26.12.2019 	 3,45 	 2 	 2 	 106 	  
04:20 26.12.2019 	 3,33 	 1 	 2 	 48 	  
04:10 26.12.2019 	 3,2 	 1 	 2 	 42 	  
04:00 26.12.2019 	 3,07 	 3 	 3 	 63 	  
03:50 26.12.2019 	 2,93 	 2 	 3 	 74 	  
03:40 26.12.2019 	 2,78 	 1 	 2 	 89 	  
03:30 26.12.2019 	 2,63 	 1 	 2 	 68 	  
03:20 26.12.2019 	 2,48 	 1 	 2 	 133 	  
03:10 26.12.2019 	 2,33 	 1 	 2 	 134 	  
03:00 26.12.2019 	 2,18 	 1 	 2 	 125 	  
02:50 26.12.2019 	 2,03 	 1 	 2 	 24 	  
02:40 26.12.2019 	 1,88 	 2 	 3 	 33 	  
02:30 26.12.2019 	 1,73 	 3 	 4 	 37 	  
02:20 26.12.2019 	 1,58 	 2 	 3 	 66 	  
02:10 26.12.2019 	 1,45 	 2 	 3 	 92 	  
02:00 26.12.2019 	 1,31 	 2 	 3 	 103 	  
01:50 26.12.2019 	 1,19 	 2 	 3 	 58 	  
01:40 26.12.2019 	 1,07 	 1 	 3 	 42 	  
01:30 26.12.2019 	 0,96 	 1 	 2 	 69 	  
01:20 26.12.2019 	 0,87 	 1 	 2 	 90 	  
01:10 26.12.2019 	 0,78 	 2 	 3 	 100 	  
01:00 26.12.2019 	 0,7 	 2 	 3 	 102 	  
00:50 26.12.2019 	 0,64 	 2 	 3 	 117 	  
00:40 26.12.2019 	 0,59 	 2 	 3 	 121 	  
00:30 26.12.2019 	 0,55 	 2 	 3 	 119 	  
00:20 26.12.2019 	 0,53 	 3 	 4 	 106 	  
00:10 26.12.2019 	 0,51 	 4 	 5 	 82 	  
00:00 26.12.2019 	 0,51 	 3 	 4 	 77 	  
23:50 25.12.2019 	 0,53 	 3 	 4 	 82 	  
23:40 25.12.2019 	 0,56 	 3 	 4 	 83 	  
23:30 25.12.2019 	 0,6 	 3 	 4 	 87 	  
23:20 25.12.2019 	 0,65 	 3 	 5 	 90 	  
23:10 25.12.2019 	 0,71 	 4 	 6 	 81 	  
23:00 25.12.2019 	 0,79 	 5 	 6 	 80 	  
22:50 25.12.2019 	 0,87 	 5 	 6 	 76 	  
