 Timabil 	 Flodatafla (m)	Sjavarhaed (m)	Vindur (m/s)	Hvida (m/s)	Vindatt (deg)	Loftthrystingur (hpa)	Lofthiti (degC)	Sjavarhiti (degC)	
04:20 17.12.2019 	 0,87 	 0,9 	 11 	 15 	 27 	 1008 	 0,9 	 2,3 	  
04:10 17.12.2019 	 0,83 	 0,85 	 11 	 15 	 28 	 1008 	 1 	 2,3 	  
04:00 17.12.2019 	 0,79 	 0,85 	 10 	 15 	 22 	 1008 	 0,6 	 2,3 	  
03:50 17.12.2019 	 0,77 	 0,84 	 9 	 14 	 20 	 1008 	 1 	 2,3 	  
03:40 17.12.2019 	 0,76 	 0,79 	 10 	 16 	 30 	 1008 	 1,1 	 2,3 	  
03:30 17.12.2019 	 0,77 	 0,8 	 11 	 15 	 37 	 1008 	 1,2 	 2,3 	  
03:20 17.12.2019 	 0,78 	 0,82 	 11 	 16 	 33 	 1008 	 1,1 	 2,3 	  
03:10 17.12.2019 	 0,8 	 0,8 	 12 	 17 	 40 	 1008 	 1,3 	 2,3 	  
03:00 17.12.2019 	 0,84 	 0,83 	 9 	 15 	 40 	 1008 	 1,2 	 2,3 	  
02:50 17.12.2019 	 0,88 	 0,84 	 7 	 12 	 35 	 1008 	 1,3 	 2,3 	  
02:40 17.12.2019 	 0,94 	 0,92 	 4 	 9 	 77 	 1008 	 0,9 	 2,3 	  
02:30 17.12.2019 	 1 	 0,99 	 5 	 9 	 47 	 1008 	 1,4 	 2,3 	  
02:20 17.12.2019 	 1,08 	 1,06 	 6 	 9 	 39 	 1008 	 1,3 	 2,4 	  
02:10 17.12.2019 	 1,16 	 1,1 	 5 	 12 	 62 	 1008 	 1 	 2,3 	  
02:00 17.12.2019 	 1,25 	 1,2 	 3 	 7 	 107 	 1008 	 0,8 	 2,3 	  
01:50 17.12.2019 	 1,34 	 1,28 	 2 	 8 	 40 	 1008 	 1 	 2,3 	  
01:40 17.12.2019 	 1,45 	 1,4 	 4 	 8 	 85 	 1008 	 1 	 2,3 	  
01:30 17.12.2019 	 1,55 	 1,52 	 2 	 6 	 37 	 1008 	 0,5 	 2,2 	  
01:20 17.12.2019 	 1,66 	 1,69 	 2 	 5 	 24 	 1008 	 1,2 	 2,3 	  
01:10 17.12.2019 	 1,78 	 1,77 	 2 	 5 	 304 	 1008 	 0,7 	 2,3 	  
01:00 17.12.2019 	 1,89 	 1,9 	 2 	 5 	 69 	 1008 	 1,3 	 2,3 	  
00:50 17.12.2019 	 2,01 	 2,02 	 3 	 6 	 71 	 1008 	 1,4 	 2,2 	  
00:40 17.12.2019 	 2,13 	 2,11 	 4 	 8 	 51 	 1008 	 1,6 	 2,2 	  
00:30 17.12.2019 	 2,25 	 2,29 	 5 	 10 	 47 	 1008 	 1,6 	 2,2 	  
00:20 17.12.2019 	 2,36 	 2,39 	 3 	 7 	 54 	 1008 	 1,6 	 2,2 	  
00:10 17.12.2019 	 2,48 	 2,51 	 5 	 7 	 45 	 1008 	 1,4 	 2,2 	  
00:00 17.12.2019 	 2,59 	 2,6 	 8 	 11 	 37 	 1008 	 1,5 	 2,2 	  
23:50 16.12.2019 	 2,7 	 2,66 	 10 	 14 	 37 	 1008 	 1,3 	 2,2 	  
23:40 16.12.2019 	 2,8 	 2,8 	 10 	 13 	 36 	 1008 	 1,3 	 2,2 	  
23:30 16.12.2019 	 2,9 	 2,94 	 8 	 12 	 29 	 1008 	 1,3 	 2,2 	  
23:20 16.12.2019 	 3 	 3,03 	 7 	 10 	 21 	 1008 	 1,2 	 2,3 	  
23:10 16.12.2019 	 3,09 	 3,07 	 8 	 13 	 22 	 1008 	 1 	 2,3 	  
23:00 16.12.2019 	 3,17 	 3,15 	 9 	 13 	 24 	 1008 	 0,8 	 2,3 	  
22:50 16.12.2019 	 3,24 	 3,24 	 8 	 11 	 21 	 1008 	 0,8 	 2,3 	  
22:40 16.12.2019 	 3,31 	 3,3 	 8 	 12 	 31 	 1008 	 0,9 	 2,4 	  
22:30 16.12.2019 	 3,37 	 3,34 	 6 	 9 	 41 	 1008 	 1 	 2,4 	  
22:20 16.12.2019 	 3,42 	 3,39 	 6 	 9 	 41 	 1008 	 0,5 	 2,4 	  
22:10 16.12.2019 	 3,46 	 3,45 	 6 	 8 	 31 	 1008 	 0,6 	 2,4 	  
22:00 16.12.2019 	 3,49 	 3,46 	 5 	 7 	 51 	 1008 	 0,6 	 2,4 	  
21:50 16.12.2019 	 3,51 	 3,5 	 5 	 8 	 56 	 1008 	 0,3 	 2,4 	  
21:40 16.12.2019 	 3,53 	 3,48 	 5 	 9 	 106 	 1008 	 -0 	 2,4 	  
21:30 16.12.2019 	 3,53 	 3,47 	 3 	 6 	 99 	 1008 	 -0,6 	 2,3 	  
21:20 16.12.2019 	 3,53 	 3,45 	 3 	 5 	 96 	 1008 	 -0,2 	 2,4 	  
21:10 16.12.2019 	 3,51 	 3,47 	 4 	 6 	 95 	 1008 	 -0 	 2,3 	  
21:00 16.12.2019 	 3,49 	 3,42 	 3 	 5 	 92 	 1008 	 -0,1 	 2,3 	  
20:50 16.12.2019 	 3,46 	 3,36 	 5 	 8 	 88 	 1008 	 -0,2 	 2,3 	  
20:40 16.12.2019 	 3,41 	 3,36 	 5 	 7 	 80 	 1008 	 -0 	 2,3 	  
20:30 16.12.2019 	 3,36 	 3,32 	 5 	 8 	 59 	 1008 	 0,4 	 2,3 	  
20:20 16.12.2019 	 3,3 	 3,27 	 6 	 10 	 46 	 1008 	 0,6 	 2,3 	  
20:10 16.12.2019 	 3,24 	 3,17 	 8 	 11 	 53 	 1008 	 0,8 	 2,4 	  
20:00 16.12.2019 	 3,16 	 3,11 	 7 	 10 	 53 	 1008 	 0,6 	 2,3 	  
19:50 16.12.2019 	 3,08 	 3,09 	 9 	 12 	 59 	 1008 	 0,9 	 2,3 	  
19:40 16.12.2019 	 2,99 	 3 	 8 	 13 	 67 	 1007 	 1 	 2,4 	  
19:30 16.12.2019 	 2,89 	 2,86 	 6 	 10 	 85 	 1007 	 0,7 	 2,3 	  
19:20 16.12.2019 	 2,79 	 2,78 	 4 	 10 	 79 	 1007 	 1,3 	 2,3 	  
19:10 16.12.2019 	 2,68 	 2,68 	 3 	 6 	 84 	 1007 	 0,6 	 2,3 	  
19:00 16.12.2019 	 2,57 	 2,55 	 5 	 11 	 49 	 1007 	 1,1 	 2,3 	  
18:50 16.12.2019 	 2,45 	 2,41 	 9 	 15 	 34 	 1007 	 1,3 	 2,3 	  
18:40 16.12.2019 	 2,34 	 2,27 	 11 	 17 	 23 	 1007 	 0,8 	 2,5 	  
18:30 16.12.2019 	 2,21 	 2,2 	 9 	 14 	 33 	 1007 	 1,3 	 2,5 	  
18:20 16.12.2019 	 2,09 	 2,1 	 5 	 11 	 42 	 1007 	 1,5 	 2,5 	  
18:10 16.12.2019 	 1,97 	 1,89 	 1 	 3 	 151 	 1007 	 0,5 	 2,5 	  
18:00 16.12.2019 	 1,84 	 1,78 	 2 	 4 	 84 	 1006 	 0,8 	 2,5 	  
17:50 16.12.2019 	 1,72 	 1,62 	 2 	 6 	 30 	 1006 	 1,5 	 2,4 	  
17:40 16.12.2019 	 1,6 	 1,51 	 2 	 5 	 48 	 1006 	 1 	 2,4 	  
17:30 16.12.2019 	 1,49 	 1,44 	 1 	 4 	 125 	 1006 	 0,5 	 2,5 	  
17:20 16.12.2019 	 1,37 	 1,35 	 2 	 6 	 92 	 1006 	 0,9 	 2,5 	  
17:10 16.12.2019 	 1,27 	 1,22 	 3 	 6 	 95 	 1006 	 1,2 	 2,5 	  
17:00 16.12.2019 	 1,17 	 1,16 	 2 	 3 	 106 	 1006 	 1,2 	 2,5 	  
16:50 16.12.2019 	 1,07 	 1,05 	 2 	 4 	 104 	 1006 	 1,1 	 2,5 	  
16:40 16.12.2019 	 0,99 	 0,96 	 2 	 4 	 109 	 1006 	 1,1 	 2,5 	  
16:30 16.12.2019 	 0,91 	 0,87 	 1 	 2 	 351 	 1006 	 1 	 2,5 	  
16:20 16.12.2019 	 0,84 	 0,86 	 1 	 4 	 94 	 1006 	 1,3 	 2,5 	  
16:10 16.12.2019 	 0,78 	 0,82 	 2 	 5 	 119 	 1006 	 1,2 	 2,4 	  
16:00 16.12.2019 	 0,73 	 0,82 	 3 	 6 	 148 	 1005 	 1,5 	 2,4 	  
15:50 16.12.2019 	 0,7 	 0,73 	 3 	 4 	 187 	 1005 	 1,6 	 2,4 	  
15:40 16.12.2019 	 0,67 	 0,73 	 1 	 4 	 264 	 1005 	 1,7 	 2,4 	  
15:30 16.12.2019 	 0,66 	 0,67 	 2 	 4 	 44 	 1005 	 1,9 	 2,4 	  
15:20 16.12.2019 	 0,66 	 0,7 	 2 	 5 	 30 	 1005 	 1,9 	 2,4 	  
15:10 16.12.2019 	 0,67 	 0,73 	 2 	 4 	 234 	 1005 	 1,6 	 2,4 	  
15:00 16.12.2019 	 0,69 	 0,79 	 2 	 4 	 193 	 1005 	 1,7 	 2,4 	  
14:50 16.12.2019 	 0,73 	 0,8 	 2 	 4 	 142 	 1005 	 2 	 2,3 	  
14:40 16.12.2019 	 0,77 	 0,84 	 1 	 2 	 273 	 1005 	 1,6 	 2,3 	  
14:30 16.12.2019 	 0,83 	 0,87 	 1 	 3 	 28 	 1005 	 1,9 	 2,3 	  
14:20 16.12.2019 	 0,9 	 0,96 	 2 	 4 	 86 	 1005 	 2,4 	 2,3 	  
14:10 16.12.2019 	 0,98 	 0,97 	 4 	 7 	 72 	 1005 	 2,3 	 2,4 	  
14:00 16.12.2019 	 1,07 	 1,06 	 7 	 11 	 21 	 1005 	 2,6 	 2,4 	  
13:50 16.12.2019 	 1,16 	 1,18 	 7 	 10 	 4 	 1005 	 2,2 	 2,4 	  
13:40 16.12.2019 	 1,27 	 1,26 	 3 	 7 	 350 	 1005 	 2,3 	 2,4 	  
13:30 16.12.2019 	 1,38 	 1,33 	 3 	 5 	 23 	 1005 	 2,7 	 2,4 	  
13:20 16.12.2019 	 1,5 	 1,5 	 6 	 9 	 42 	 1005 	 3 	 2,3 	  
13:10 16.12.2019 	 1,63 	 1,62 	 7 	 12 	 31 	 1005 	 2,6 	 2,4 	  
13:00 16.12.2019 	 1,76 	 1,78 	 4 	 8 	 2 	 1005 	 2,8 	 2,4 	  
12:50 16.12.2019 	 1,89 	 1,85 	 2 	 4 	 333 	 1004 	 3,3 	 2,3 	  
12:40 16.12.2019 	 2,03 	 2,01 	 2 	 5 	 356 	 1004 	 3,4 	 2,3 	  
12:30 16.12.2019 	 2,16 	 2,15 	 3 	 7 	 48 	 1004 	 4,2 	 2,3 	  
12:20 16.12.2019 	 2,3 	 2,34 	 5 	 7 	 44 	 1005 	 3,8 	 2,3 	  
12:10 16.12.2019 	 2,44 	 2,46 	 6 	 11 	 40 	 1004 	 4,1 	 2,3 	  
12:00 16.12.2019 	 2,58 	 2,62 	 8 	 12 	 40 	 1004 	 3,8 	 2,3 	  
11:50 16.12.2019 	 2,71 	 2,7 	 8 	 13 	 32 	 1004 	 3,1 	 2,3 	  
11:40 16.12.2019 	 2,85 	 2,81 	 10 	 14 	 11 	 1004 	 3 	 2,4 	  
11:30 16.12.2019 	 2,98 	 2,95 	 8 	 12 	 359 	 1004 	 3 	 2,4 	  
11:20 16.12.2019 	 3,1 	 3,18 	 7 	 11 	 0 	 1004 	 2,9 	 2,5 	  
11:10 16.12.2019 	 3,22 	 3,25 	 5 	 10 	 352 	 1004 	 3,1 	 2,5 	  
11:00 16.12.2019 	 3,33 	 3,39 	 4 	 7 	 353 	 1004 	 3,3 	 2,5 	  
10:50 16.12.2019 	 3,44 	 3,44 	 3 	 5 	 350 	 1003 	 3,5 	 2,4 	  
10:40 16.12.2019 	 3,54 	 3,51 	 5 	 9 	 43 	 1003 	 4,5 	 2,4 	  
10:30 16.12.2019 	 3,63 	 3,6 	 6 	 9 	 52 	 1003 	 4,6 	 2,5 	  
10:20 16.12.2019 	 3,71 	 3,66 	 6 	 9 	 52 	 1003 	 4,3 	 2,4 	  
10:10 16.12.2019 	 3,79 	 3,76 	 5 	 6 	 20 	 1003 	 3,9 	 2,4 	  
10:00 16.12.2019 	 3,85 	 3,88 	 5 	 7 	 17 	 1003 	 4,3 	 2,5 	  
09:50 16.12.2019 	 3,91 	 3,86 	 6 	 9 	 13 	 1003 	 3,9 	 2,5 	  
09:40 16.12.2019 	 3,95 	 3,94 	 5 	 8 	 12 	 1003 	 3,8 	 2,5 	  
09:30 16.12.2019 	 3,99 	 3,91 	 5 	 9 	 7 	 1003 	 3,7 	 2,5 	  
09:20 16.12.2019 	 4,01 	 3,91 	 3 	 6 	 29 	 1002 	 4,2 	 2,5 	  
09:10 16.12.2019 	 4,02 	 3,93 	 4 	 7 	 17 	 1002 	 3,9 	 2,5 	  
09:00 16.12.2019 	 4,02 	 3,97 	 7 	 9 	 10 	 1002 	 3 	 2,5 	  
08:50 16.12.2019 	 4,01 	 3,98 	 6 	 9 	 12 	 1002 	 3,5 	 2,5 	  
08:40 16.12.2019 	 3,99 	 4 	 3 	 6 	 346 	 1002 	 3,3 	 2,6 	  
08:30 16.12.2019 	 3,96 	 3,97 	 2 	 4 	 356 	 1002 	 3,1 	 2,5 	  
08:20 16.12.2019 	 3,92 	 3,88 	 1 	 2 	 12 	 1001 	 1,5 	 2,5 	  
08:10 16.12.2019 	 3,87 	 3,86 	 1 	 2 	 93 	 1002 	 0,8 	 2,5 	  
08:00 16.12.2019 	 3,81 	 3,83 	 0 	 2 	 52 	 1001 	 0,1 	 2,5 	  
07:50 16.12.2019 	 3,74 	 3,76 	 0 	 1 	 54 	 1001 	 -0,6 	 2,6 	  
07:40 16.12.2019 	 3,66 	 3,66 	 0 	 1 	 85 	 1001 	 -0,7 	 2,6 	  
07:30 16.12.2019 	 3,57 	 3,61 	 1 	 1 	 215 	 1001 	 -1,1 	 2,6 	  
07:20 16.12.2019 	 3,47 	 3,53 	 2 	 3 	 255 	 1000 	 -1,5 	 2,5 	  
07:10 16.12.2019 	 3,36 	 3,46 	 2 	 4 	 205 	 1001 	 -1,8 	 2,5 	  
07:00 16.12.2019 	 3,25 	 3,3 	 1 	 3 	 280 	 1001 	 -1,5 	 2,5 	  
06:50 16.12.2019 	 3,13 	 3,17 	 2 	 3 	 175 	 1000 	 -1,7 	 2,5 	  
06:40 16.12.2019 	 3 	 3,07 	 2 	 3 	 159 	 1000 	 -1,4 	 2,5 	  
06:30 16.12.2019 	 2,87 	 2,95 	 2 	 3 	 184 	 1000 	 -1,7 	 2,6 	  
06:20 16.12.2019 	 2,73 	 2,82 	 1 	 3 	 205 	 999 	 -2,2 	 2,5 	  
06:10 16.12.2019 	 2,59 	 2,68 	 0 	 1 	 104 	 1000 	 -1,8 	 2,5 	  
06:00 16.12.2019 	 2,45 	 2,48 	 0 	 0 	 142 	 999 	 -1,8 	 2,5 	  
05:50 16.12.2019 	 2,31 	 2,36 	 0 	 1 	 126 	 999 	 -1,6 	 2,5 	  
05:40 16.12.2019 	 2,16 	 2,18 	 1 	 1 	 355 	 999 	 -2,2 	 2,6 	  
05:30 16.12.2019 	 2,02 	 2,04 	 1 	 1 	 9 	 999 	 -2 	 2,5 	  
05:20 16.12.2019 	 1,88 	 1,93 	 0 	 1 	 51 	 998 	 -1,9 	 2,6 	  
05:10 16.12.2019 	 1,74 	 1,76 	 0 	 1 	 125 	 999 	 -1,9 	 2,6 	  
05:00 16.12.2019 	 1,6 	 1,61 	 0 	 1 	 207 	 999 	 -2,1 	 2,6 	  
04:50 16.12.2019 	 1,47 	 1,49 	 1 	 1 	 327 	 999 	 -2 	 2,6 	  
04:40 16.12.2019 	 1,35 	 1,37 	 0 	 1 	 356 	 999 	 -1,5 	 2,6 	  
04:30 16.12.2019 	 1,23 	 1,26 	 0 	 2 	 74 	 999 	 -1,1 	 2,6 	  
04:20 16.12.2019 	 1,12 	 1,19 	 1 	 3 	 130 	 998 	 -1,1 	 2,6 	  
04:10 16.12.2019 	 1,02 	 1,08 	 1 	 2 	 123 	 998 	 -1 	 2,6 	  
04:00 16.12.2019 	 0,93 	 1,03 	 0 	 1 	 122 	 998 	 -1,3 	 2,6 	  
03:50 16.12.2019 	 0,85 	 0,94 	 1 	 2 	 167 	 998 	 -1,4 	 2,6 	  
03:40 16.12.2019 	 0,78 	 0,86 	 1 	 2 	 104 	 998 	 -1,4 	 2,6 	  
03:30 16.12.2019 	 0,72 	 0,83 	 1 	 2 	 123 	 998 	 -1,3 	 2,6 	  
03:20 16.12.2019 	 0,67 	 0,74 	 1 	 2 	 134 	 998 	 -1,5 	 2,5 	  
03:10 16.12.2019 	 0,64 	 0,76 	 0 	 1 	 154 	 998 	 -1,5 	 2,5 	  
03:00 16.12.2019 	 0,62 	 0,73 	 1 	 2 	 175 	 998 	 -1,8 	 2,5 	  
02:50 16.12.2019 	 0,61 	 0,72 	 1 	 2 	 179 	 998 	 -1,6 	 2,5 	  
02:40 16.12.2019 	 0,61 	 0,72 	 2 	 3 	 187 	 997 	 -1,5 	 2,4 	  
02:30 16.12.2019 	 0,63 	 0,74 	 2 	 2 	 174 	 998 	 -1,6 	 2,4 	  
02:20 16.12.2019 	 0,66 	 0,73 	 2 	 3 	 177 	 997 	 -1,7 	 2,4 	  
02:10 16.12.2019 	 0,7 	 0,75 	 3 	 3 	 183 	 997 	 -1,5 	 2,4 	  
02:00 16.12.2019 	 0,75 	 0,81 	 3 	 4 	 197 	 997 	 -1,6 	 2,4 	  
01:50 16.12.2019 	 0,82 	 0,82 	 3 	 4 	 189 	 997 	 -1,3 	 2,4 	  
01:40 16.12.2019 	 0,89 	 0,93 	 2 	 3 	 212 	 997 	 -0,9 	 2,4 	  
01:30 16.12.2019 	 0,97 	 1,03 	 1 	 2 	 234 	 997 	 -1 	 2,4 	  
01:20 16.12.2019 	 1,07 	 1,12 	 1 	 2 	 233 	 997 	 -0,8 	 2,4 	  
01:10 16.12.2019 	 1,17 	 1,2 	 1 	 1 	 232 	 997 	 -1,1 	 2,4 	  
01:00 16.12.2019 	 1,27 	 1,32 	 0 	 1 	 268 	 997 	 -0,9 	 2,4 	  
00:50 16.12.2019 	 1,39 	 1,44 	 1 	 1 	 198 	 997 	 -0,3 	 2,4 	  
00:40 16.12.2019 	 1,51 	 1,55 	 1 	 1 	 152 	 997 	 -0,3 	 2,4 	  
00:30 16.12.2019 	 1,63 	 1,68 	 1 	 2 	 88 	 997 	 -0,2 	 2,4 	  
00:20 16.12.2019 	 1,76 	 1,81 	 1 	 2 	 119 	 996 	 -0,3 	 2,4 	  
00:10 16.12.2019 	 1,88 	 1,99 	 1 	 2 	 84 	 996 	 0,1 	 2,4 	  
00:00 16.12.2019 	 2,01 	 2,1 	 1 	 2 	 109 	 996 	 0,1 	 2,4 	  
23:50 15.12.2019 	 2,14 	 2,26 	 1 	 2 	 149 	 996 	 0,1 	 2,4 	  
23:40 15.12.2019 	 2,27 	 2,42 	 2 	 3 	 151 	 996 	 0 	 2,4 	  
23:30 15.12.2019 	 2,4 	 2,57 	 2 	 3 	 178 	 996 	 0,3 	 2,4 	  
23:20 15.12.2019 	 2,53 	 2,66 	 1 	 3 	 108 	 996 	 0,7 	 2,5 	  
23:10 15.12.2019 	 2,65 	 2,81 	 2 	 5 	 1 	 996 	 1,7 	 2,4 	  
23:00 15.12.2019 	 2,77 	 2,92 	 3 	 5 	 348 	 996 	 1,8 	 2,4 	  
22:50 15.12.2019 	 2,88 	 3,02 	 5 	 7 	 347 	 996 	 1,7 	 2,4 	  
22:40 15.12.2019 	 2,99 	 3,08 	 5 	 8 	 353 	 996 	 1,9 	 2,4 	  
22:30 15.12.2019 	 3,09 	 3,2 	 6 	 10 	 343 	 995 	 1,5 	 2,4 	  
22:20 15.12.2019 	 3,19 	 3,33 	 6 	 9 	 346 	 996 	 1,6 	 2,5 	  
22:10 15.12.2019 	 3,27 	 3,39 	 3 	 7 	 357 	 996 	 1,4 	 2,4 	  
22:00 15.12.2019 	 3,35 	 3,51 	 2 	 4 	 354 	 996 	 2 	 2,4 	  
21:50 15.12.2019 	 3,42 	 3,51 	 2 	 4 	 346 	 996 	 1,6 	 2,4 	  
21:40 15.12.2019 	 3,49 	 3,62 	 2 	 4 	 194 	 996 	 0,6 	 2,4 	  
21:30 15.12.2019 	 3,54 	 3,66 	 2 	 5 	 347 	 994 	 1,1 	 2,4 	  
21:20 15.12.2019 	 3,58 	 3,7 	 1 	 4 	 206 	 996 	 0,3 	 2,3 	  
21:10 15.12.2019 	 3,62 	 3,78 	 2 	 5 	 120 	 996 	 1 	 2,4 	  
21:00 15.12.2019 	 3,64 	 3,72 	 5 	 7 	 2 	 995 	 1,6 	 2,3 	  
20:50 15.12.2019 	 3,66 	 3,73 	 5 	 7 	 26 	 995 	 1,7 	 2,3 	  
20:40 15.12.2019 	 3,66 	 3,69 	 5 	 9 	 5 	 996 	 1,8 	 2,3 	  
20:30 15.12.2019 	 3,66 	 3,66 	 8 	 12 	 9 	 995 	 1,6 	 2,3 	  
20:20 15.12.2019 	 3,64 	 3,68 	 7 	 12 	 355 	 995 	 1,4 	 2,3 	  
20:10 15.12.2019 	 3,61 	 3,62 	 7 	 10 	 347 	 995 	 1,3 	 2,3 	  
20:00 15.12.2019 	 3,58 	 3,62 	 7 	 10 	 352 	 995 	 1,2 	 2,3 	  
19:50 15.12.2019 	 3,53 	 3,64 	 7 	 10 	 3 	 996 	 1,4 	 2,3 	  
19:40 15.12.2019 	 3,47 	 3,53 	 8 	 11 	 12 	 996 	 1,6 	 2,3 	  
19:30 15.12.2019 	 3,41 	 3,49 	 8 	 11 	 11 	 995 	 1,8 	 2,3 	  
19:20 15.12.2019 	 3,33 	 3,35 	 9 	 12 	 15 	 995 	 1,5 	 2,3 	  
19:10 15.12.2019 	 3,25 	 3,31 	 9 	 13 	 13 	 995 	 1,4 	 2,4 	  
19:00 15.12.2019 	 3,16 	 3,24 	 7 	 9 	 11 	 995 	 1,7 	 2,4 	  
18:50 15.12.2019 	 3,06 	 3,17 	 7 	 10 	 19 	 995 	 1,6 	 2,4 	  
18:40 15.12.2019 	 2,95 	 3,09 	 8 	 11 	 14 	 995 	 1,6 	 2,4 	  
18:30 15.12.2019 	 2,84 	 2,93 	 9 	 14 	 13 	 995 	 1,5 	 2,3 	  
18:20 15.12.2019 	 2,72 	 2,86 	 8 	 13 	 13 	 995 	 1,7 	 2,3 	  
18:10 15.12.2019 	 2,6 	 2,74 	 7 	 10 	 15 	 995 	 1,6 	 2,3 	  
18:00 15.12.2019 	 2,47 	 2,57 	 6 	 8 	 11 	 995 	 1,6 	 2,3 	  
17:50 15.12.2019 	 2,34 	 2,4 	 7 	 12 	 18 	 995 	 1,6 	 2,2 	  
17:40 15.12.2019 	 2,2 	 2,23 	 9 	 11 	 34 	 995 	 1,8 	 2,3 	  
17:30 15.12.2019 	 2,07 	 2,18 	 9 	 14 	 31 	 995 	 1,8 	 2,4 	  
17:20 15.12.2019 	 1,93 	 2,07 	 10 	 15 	 35 	 995 	 1,8 	 2,4 	  
17:10 15.12.2019 	 1,8 	 1,88 	 10 	 13 	 36 	 995 	 1,8 	 2,4 	  
17:00 15.12.2019 	 1,67 	 1,71 	 8 	 12 	 36 	 994 	 1,6 	 2,4 	  
16:50 15.12.2019 	 1,54 	 1,58 	 8 	 11 	 34 	 994 	 1,5 	 2,4 	  
16:40 15.12.2019 	 1,41 	 1,36 	 8 	 12 	 37 	 995 	 1,7 	 2,3 	  
16:30 15.12.2019 	 1,29 	 1,3 	 8 	 12 	 43 	 994 	 1 	 2,3 	  
16:20 15.12.2019 	 1,18 	 1,19 	 8 	 11 	 29 	 994 	 1,5 	 2,3 	  
16:10 15.12.2019 	 1,07 	 1,16 	 8 	 12 	 25 	 994 	 1,2 	 2,3 	  
16:00 15.12.2019 	 0,97 	 1,13 	 7 	 10 	 23 	 995 	 1,2 	 2,3 	  
15:50 15.12.2019 	 0,88 	 0,99 	 7 	 10 	 8 	 995 	 1,3 	 2,3 	  
15:40 15.12.2019 	 0,8 	 0,9 	 9 	 12 	 8 	 994 	 1,1 	 2,4 	  
15:30 15.12.2019 	 0,73 	 0,86 	 9 	 15 	 3 	 994 	 1 	 2,4 	  
15:20 15.12.2019 	 0,67 	 0,81 	 7 	 10 	 3 	 994 	 0,6 	 2,4 	  
15:10 15.12.2019 	 0,62 	 0,8 	 8 	 12 	 7 	 994 	 1,2 	 2,3 	  
15:00 15.12.2019 	 0,59 	 0,78 	 6 	 9 	 354 	 994 	 0,6 	 2,3 	  
14:50 15.12.2019 	 0,56 	 0,79 	 6 	 8 	 356 	 994 	 0,4 	 2,3 	  
14:40 15.12.2019 	 0,56 	 0,78 	 6 	 8 	 353 	 994 	 0,5 	 2,3 	  
14:30 15.12.2019 	 0,56 	 0,78 	 8 	 10 	 359 	 994 	 0,5 	 2,4 	  
14:20 15.12.2019 	 0,57 	 0,76 	 8 	 11 	 358 	 994 	 1 	 2,3 	  
14:10 15.12.2019 	 0,6 	 0,77 	 7 	 10 	 353 	 994 	 1 	 2,3 	  
14:00 15.12.2019 	 0,65 	 0,84 	 6 	 10 	 4 	 994 	 1,2 	 2,3 	  
13:50 15.12.2019 	 0,7 	 0,88 	 6 	 8 	 3 	 993 	 1,3 	 2,3 	  
13:40 15.12.2019 	 0,77 	 0,96 	 6 	 10 	 2 	 994 	 1,1 	 2,3 	  
13:30 15.12.2019 	 0,85 	 1,01 	 7 	 10 	 357 	 993 	 1 	 2,3 	  
13:20 15.12.2019 	 0,94 	 1,09 	 8 	 10 	 352 	 993 	 0,8 	 2,3 	  
13:10 15.12.2019 	 1,03 	 1,18 	 8 	 11 	 355 	 993 	 0,6 	 2,4 	  
13:00 15.12.2019 	 1,14 	 1,26 	 7 	 12 	 4 	 993 	 0,8 	 2,4 	  
12:50 15.12.2019 	 1,26 	 1,34 	 7 	 11 	 17 	 994 	 0,9 	 2,4 	  
12:40 15.12.2019 	 1,38 	 1,49 	 4 	 9 	 29 	 993 	 0,8 	 2,4 	  
12:30 15.12.2019 	 1,51 	 1,61 	 4 	 8 	 31 	 993 	 1 	 2,4 	  
12:20 15.12.2019 	 1,65 	 1,76 	 4 	 8 	 30 	 993 	 1,1 	 2,4 	  
12:10 15.12.2019 	 1,79 	 1,89 	 3 	 8 	 52 	 993 	 0,7 	 2,4 	  
12:00 15.12.2019 	 1,94 	 2,01 	 3 	 6 	 36 	 993 	 0,8 	 2,4 	  
11:50 15.12.2019 	 2,08 	 2,16 	 3 	 7 	 41 	 993 	 0,6 	 2,5 	  
11:40 15.12.2019 	 2,23 	 2,33 	 4 	 6 	 37 	 994 	 0,9 	 2,5 	  
11:30 15.12.2019 	 2,38 	 2,5 	 5 	 8 	 1 	 992 	 0,8 	 2,5 	  
11:20 15.12.2019 	 2,52 	 2,64 	 3 	 6 	 358 	 993 	 0,9 	 2,5 	  
11:10 15.12.2019 	 2,67 	 2,76 	 4 	 6 	 345 	 993 	 0,4 	 2,5 	  
11:00 15.12.2019 	 2,81 	 2,9 	 4 	 7 	 343 	 993 	 0,4 	 2,5 	  
10:50 15.12.2019 	 2,95 	 3,02 	 4 	 6 	 353 	 993 	 0,5 	 2,5 	  
10:40 15.12.2019 	 3,08 	 3,21 	 4 	 6 	 350 	 992 	 0,4 	 2,5 	  
10:30 15.12.2019 	 3,21 	 3,33 	 4 	 6 	 347 	 991 	 0,4 	 2,5 	  
10:20 15.12.2019 	 3,34 	 3,47 	 4 	 7 	 341 	 992 	 0,3 	 2,5 	  
10:10 15.12.2019 	 3,45 	 3,57 	 5 	 8 	 338 	 992 	 0,2 	 2,5 	  
10:00 15.12.2019 	 3,56 	 3,68 	 5 	 8 	 343 	 992 	 0,2 	 2,5 	  
