 Timabil 	 Flodatafla (m)	Sjavarhaed (m)	Vindur (m/s)	Hvida (m/s)	Vindatt (deg)	Loftthrystingur (hpa)	Lofthiti (degC)	Sjavarhiti (degC)	
00:00 01.01.2020 	 2,75 	 3,01 	 4 	 8 	 203 	 984 	 5,8 	 3,2 	  
23:50 31.12.2019 	 2,83 	 3,05 	 5 	 9 	 202 	 985 	 5,9 	 3,2 	  
23:40 31.12.2019 	 2,91 	 3,12 	 5 	 8 	 200 	 984 	 5,9 	 3,2 	  
23:30 31.12.2019 	 2,97 	 3,2 	 5 	 9 	 195 	 983 	 6 	 3,1 	  
23:20 31.12.2019 	 3,03 	 3,25 	 6 	 10 	 198 	 985 	 6 	 3,2 	  
23:10 31.12.2019 	 3,09 	 3,26 	 5 	 9 	 198 	 985 	 5,7 	 3,2 	  
23:00 31.12.2019 	 3,14 	 3,29 	 5 	 10 	 190 	 985 	 5,7 	 3,1 	  
22:50 31.12.2019 	 3,18 	 3,36 	 5 	 10 	 194 	 985 	 5,6 	 3,1 	  
22:40 31.12.2019 	 3,22 	 3,36 	 5 	 10 	 193 	 986 	 5,4 	 3,1 	  
22:30 31.12.2019 	 3,24 	 3,41 	 6 	 12 	 191 	 986 	 5,6 	 3,1 	  
22:20 31.12.2019 	 3,26 	 3,37 	 5 	 9 	 193 	 986 	 6,2 	 3,1 	  
22:10 31.12.2019 	 3,28 	 3,42 	 5 	 8 	 192 	 986 	 6,1 	 3,1 	  
22:00 31.12.2019 	 3,28 	 3,43 	 4 	 8 	 192 	 987 	 5,9 	 3,1 	  
21:50 31.12.2019 	 3,28 	 3,39 	 5 	 10 	 193 	 987 	 6,1 	 3,1 	  
21:40 31.12.2019 	 3,26 	 3,37 	 4 	 9 	 195 	 987 	 6,1 	 3,1 	  
21:30 31.12.2019 	 3,24 	 3,31 	 5 	 9 	 196 	 988 	 6 	 3,1 	  
21:20 31.12.2019 	 3,22 	 3,32 	 4 	 9 	 200 	 988 	 5,7 	 3,1 	  
21:10 31.12.2019 	 3,18 	 3,29 	 5 	 11 	 207 	 988 	 5,5 	 3,1 	  
21:00 31.12.2019 	 3,14 	 3,27 	 6 	 10 	 202 	 988 	 5,5 	 3,1 	  
20:50 31.12.2019 	 3,09 	 3,25 	 7 	 12 	 198 	 989 	 5,6 	 3,1 	  
20:40 31.12.2019 	 3,04 	 3,2 	 6 	 12 	 200 	 989 	 5,7 	 3,1 	  
20:30 31.12.2019 	 2,97 	 3,15 	 5 	 10 	 191 	 989 	 5,6 	 3,1 	  
20:20 31.12.2019 	 2,91 	 3,06 	 5 	 9 	 188 	 989 	 5,5 	 3,1 	  
20:10 31.12.2019 	 2,83 	 2,95 	 4 	 8 	 189 	 989 	 6,1 	 3,1 	  
20:00 31.12.2019 	 2,76 	 2,94 	 4 	 9 	 186 	 989 	 5,9 	 3,1 	  
19:50 31.12.2019 	 2,67 	 2,86 	 5 	 9 	 193 	 989 	 5,8 	 3,1 	  
19:40 31.12.2019 	 2,59 	 2,81 	 5 	 10 	 194 	 990 	 5,6 	 3,1 	  
19:30 31.12.2019 	 2,5 	 2,67 	 5 	 9 	 192 	 990 	 5,4 	 3,1 	  
19:20 31.12.2019 	 2,41 	 2,55 	 5 	 9 	 195 	 990 	 5,4 	 3,1 	  
19:10 31.12.2019 	 2,31 	 2,39 	 5 	 9 	 197 	 990 	 5,2 	 3,1 	  
19:00 31.12.2019 	 2,22 	 2,31 	 5 	 9 	 189 	 990 	 5 	 3,1 	  
18:50 31.12.2019 	 2,12 	 2,2 	 4 	 8 	 187 	 990 	 4,7 	 3,1 	  
18:40 31.12.2019 	 2,02 	 2,12 	 4 	 7 	 186 	 990 	 4,5 	 3,1 	  
18:30 31.12.2019 	 1,93 	 1,99 	 3 	 6 	 182 	 991 	 4,4 	 3,1 	  
18:20 31.12.2019 	 1,83 	 1,9 	 3 	 6 	 178 	 990 	 4 	 3,1 	  
18:10 31.12.2019 	 1,74 	 1,76 	 3 	 5 	 182 	 991 	 3,9 	 3,1 	  
18:00 31.12.2019 	 1,65 	 1,64 	 3 	 5 	 183 	 991 	 3,8 	 3,1 	  
17:50 31.12.2019 	 1,56 	 1,59 	 3 	 6 	 186 	 991 	 3,8 	 3,1 	  
17:40 31.12.2019 	 1,48 	 1,53 	 2 	 6 	 185 	 991 	 3,6 	 3,1 	  
17:30 31.12.2019 	 1,4 	 1,45 	 3 	 5 	 187 	 991 	 3,4 	 3,1 	  
17:20 31.12.2019 	 1,32 	 1,37 	 2 	 4 	 187 	 991 	 3,2 	 3,1 	  
17:10 31.12.2019 	 1,26 	 1,28 	 2 	 4 	 188 	 991 	 3,1 	 3,1 	  
17:00 31.12.2019 	 1,19 	 1,22 	 2 	 4 	 185 	 991 	 2,8 	 3,1 	  
16:50 31.12.2019 	 1,14 	 1,15 	 3 	 5 	 192 	 991 	 2,6 	 3,1 	  
16:40 31.12.2019 	 1,1 	 1,13 	 4 	 6 	 201 	 991 	 2,7 	 3,1 	  
16:30 31.12.2019 	 1,06 	 1,13 	 3 	 5 	 206 	 992 	 2,4 	 3,1 	  
16:20 31.12.2019 	 1,03 	 1,13 	 3 	 5 	 202 	 991 	 2,8 	 3,2 	  
16:10 31.12.2019 	 1,01 	 1,09 	 2 	 5 	 215 	 991 	 2 	 3,2 	  
16:00 31.12.2019 	 1 	 1,14 	 2 	 5 	 215 	 991 	 2,1 	 3,1 	  
15:50 31.12.2019 	 1 	 1,09 	 3 	 6 	 221 	 991 	 2,1 	 3,1 	  
15:40 31.12.2019 	 1,01 	 1,11 	 3 	 5 	 227 	 991 	 1,8 	 3,1 	  
15:30 31.12.2019 	 1,03 	 1,13 	 3 	 6 	 227 	 991 	 1,7 	 3,1 	  
15:20 31.12.2019 	 1,06 	 1,16 	 3 	 7 	 227 	 991 	 1,7 	 3,1 	  
15:10 31.12.2019 	 1,09 	 1,2 	 3 	 7 	 226 	 991 	 1,5 	 3,1 	  
15:00 31.12.2019 	 1,14 	 1,2 	 3 	 6 	 228 	 991 	 1,5 	 3,1 	  
14:50 31.12.2019 	 1,2 	 1,37 	 2 	 5 	 217 	 991 	 1,4 	 3 	  
14:40 31.12.2019 	 1,26 	 1,35 	 2 	 4 	 219 	 991 	 1,3 	 3 	  
14:30 31.12.2019 	 1,33 	 1,44 	 2 	 5 	 211 	 991 	 1,2 	 3 	  
14:20 31.12.2019 	 1,41 	 1,58 	 2 	 4 	 214 	 991 	 1,3 	 3 	  
14:10 31.12.2019 	 1,5 	 1,65 	 2 	 3 	 227 	 991 	 1,5 	 3 	  
14:00 31.12.2019 	 1,59 	 1,67 	 2 	 4 	 229 	 991 	 2,1 	 3 	  
13:50 31.12.2019 	 1,69 	 1,83 	 2 	 4 	 239 	 991 	 3,1 	 3 	  
13:40 31.12.2019 	 1,79 	 1,92 	 2 	 3 	 239 	 991 	 3,1 	 3 	  
13:30 31.12.2019 	 1,89 	 2,06 	 2 	 3 	 222 	 991 	 3 	 3 	  
13:20 31.12.2019 	 2 	 2,16 	 2 	 3 	 205 	 990 	 2,7 	 3 	  
13:10 31.12.2019 	 2,11 	 2,26 	 2 	 3 	 191 	 991 	 2,6 	 3 	  
13:00 31.12.2019 	 2,22 	 2,32 	 2 	 3 	 203 	 991 	 2,4 	 3 	  
12:50 31.12.2019 	 2,33 	 2,42 	 1 	 3 	 203 	 990 	 2,2 	 3 	  
12:40 31.12.2019 	 2,44 	 2,53 	 2 	 3 	 239 	 990 	 2,1 	 3,1 	  
12:30 31.12.2019 	 2,56 	 2,73 	 2 	 4 	 245 	 991 	 1,8 	 3 	  
12:20 31.12.2019 	 2,66 	 2,84 	 2 	 3 	 244 	 991 	 5,8 	 3 	  
12:10 31.12.2019 	 2,77 	 2,94 	 2 	 3 	 231 	 991 	 5,8 	 3 	  
12:00 31.12.2019 	 2,87 	 3,05 	 1 	 3 	 221 	 991 	 5,9 	 3 	  
11:50 31.12.2019 	 2,97 	 3,14 	 2 	 4 	 231 	 991 	 5,8 	 3,1 	  
11:40 31.12.2019 	 3,07 	 3,22 	 2 	 3 	 231 	 991 	 6,1 	 3 	  
11:30 31.12.2019 	 3,16 	 3,29 	 1 	 3 	 230 	 992 	 6,3 	 3 	  
11:20 31.12.2019 	 3,24 	 3,4 	 1 	 4 	 179 	 991 	 6,2 	 3 	  
11:10 31.12.2019 	 3,32 	 3,46 	 2 	 4 	 198 	 992 	 6,4 	 3 	  
11:00 31.12.2019 	 3,39 	 3,51 	 2 	 5 	 206 	 992 	 6,5 	 3 	  
10:50 31.12.2019 	 3,45 	 3,58 	 2 	 6 	 218 	 992 	 6,3 	 3 	  
10:40 31.12.2019 	 3,51 	 3,63 	 2 	 5 	 231 	 992 	 6,4 	 3 	  
10:30 31.12.2019 	 3,55 	 3,7 	 2 	 4 	 218 	 993 	 6,2 	 3 	  
10:20 31.12.2019 	 3,59 	 3,66 	 2 	 5 	 185 	 992 	 6,2 	 3 	  
10:10 31.12.2019 	 3,63 	 3,7 	 3 	 7 	 184 	 993 	 6,1 	 3,1 	  
10:00 31.12.2019 	 3,65 	 3,72 	 4 	 7 	 194 	 993 	 6,3 	 3 	  
09:50 31.12.2019 	 3,66 	 3,76 	 4 	 7 	 194 	 994 	 6,7 	 3 	  
09:40 31.12.2019 	 3,67 	 3,72 	 4 	 8 	 192 	 994 	 6,7 	 3 	  
09:30 31.12.2019 	 3,66 	 3,79 	 4 	 8 	 184 	 994 	 6,6 	 3 	  
09:20 31.12.2019 	 3,65 	 3,72 	 2 	 6 	 173 	 994 	 6,4 	 3,1 	  
09:10 31.12.2019 	 3,63 	 3,68 	 2 	 6 	 145 	 995 	 6,2 	 3 	  
09:00 31.12.2019 	 3,6 	 3,66 	 2 	 3 	 153 	 995 	 6 	 3 	  
08:50 31.12.2019 	 3,57 	 3,62 	 2 	 5 	 166 	 996 	 5,9 	 3 	  
08:40 31.12.2019 	 3,52 	 3,66 	 3 	 7 	 167 	 996 	 5,9 	 3,1 	  
08:30 31.12.2019 	 3,47 	 3,59 	 4 	 7 	 159 	 997 	 6 	 3 	  
08:20 31.12.2019 	 3,41 	 3,56 	 3 	 8 	 161 	 996 	 5,9 	 3 	  
08:10 31.12.2019 	 3,34 	 3,48 	 3 	 6 	 171 	 997 	 5,6 	 3 	  
08:00 31.12.2019 	 3,27 	 3,34 	 3 	 8 	 183 	 998 	 5,5 	 3 	  
07:50 31.12.2019 	 3,19 	 3,31 	 2 	 5 	 175 	 998 	 5,3 	 3 	  
07:40 31.12.2019 	 3,1 	 3,23 	 4 	 8 	 187 	 998 	 5,3 	 3,1 	  
07:30 31.12.2019 	 3,01 	 3,15 	 5 	 10 	 190 	 998 	 5,4 	 3,1 	  
07:20 31.12.2019 	 2,91 	 3,02 	 6 	 13 	 185 	 999 	 5,5 	 3 	  
07:10 31.12.2019 	 2,81 	 2,87 	 6 	 12 	 183 	 999 	 5,4 	 3,1 	  
07:00 31.12.2019 	 2,71 	 2,76 	 6 	 11 	 188 	 999 	 5,4 	 3 	  
06:50 31.12.2019 	 2,6 	 2,6 	 7 	 12 	 184 	 999 	 5,3 	 3,1 	  
06:40 31.12.2019 	 2,5 	 2,48 	 6 	 12 	 187 	 1000 	 5,2 	 3,1 	  
06:30 31.12.2019 	 2,38 	 2,37 	 5 	 11 	 186 	 1000 	 5,4 	 3,1 	  
06:20 31.12.2019 	 2,27 	 2,27 	 7 	 14 	 188 	 1001 	 5,4 	 3 	  
06:10 31.12.2019 	 2,16 	 2,14 	 6 	 12 	 185 	 1001 	 5,5 	 3 	  
06:00 31.12.2019 	 2,05 	 2,03 	 6 	 13 	 184 	 1001 	 5,7 	 3 	  
05:50 31.12.2019 	 1,94 	 1,91 	 5 	 9 	 182 	 1001 	 5,7 	 3 	  
05:40 31.12.2019 	 1,83 	 1,78 	 4 	 11 	 177 	 1001 	 5,6 	 3 	  
05:30 31.12.2019 	 1,73 	 1,71 	 4 	 9 	 171 	 1002 	 5,6 	 3 	  
05:20 31.12.2019 	 1,63 	 1,6 	 5 	 9 	 162 	 1002 	 5,6 	 3 	  
05:10 31.12.2019 	 1,53 	 1,55 	 4 	 7 	 153 	 1003 	 5,2 	 3 	  
05:00 31.12.2019 	 1,44 	 1,42 	 4 	 8 	 144 	 1003 	 4,9 	 3 	  
04:50 31.12.2019 	 1,35 	 1,34 	 5 	 8 	 152 	 1003 	 4,7 	 3 	  
04:40 31.12.2019 	 1,27 	 1,24 	 4 	 9 	 157 	 1004 	 4,7 	 3 	  
04:30 31.12.2019 	 1,2 	 1,14 	 5 	 9 	 160 	 1004 	 4,6 	 3 	  
04:20 31.12.2019 	 1,14 	 1,05 	 5 	 9 	 157 	 1005 	 4,4 	 3 	  
04:10 31.12.2019 	 1,08 	 0,97 	 4 	 8 	 157 	 1005 	 4,4 	 3 	  
04:00 31.12.2019 	 1,04 	 0,95 	 4 	 7 	 159 	 1005 	 4,5 	 3 	  
03:50 31.12.2019 	 1 	 0,89 	 4 	 8 	 158 	 1006 	 4,4 	 3 	  
03:40 31.12.2019 	 0,97 	 0,87 	 4 	 7 	 146 	 1006 	 4,3 	 3,1 	  
03:30 31.12.2019 	 0,95 	 0,86 	 4 	 7 	 137 	 1006 	 4,2 	 3 	  
03:20 31.12.2019 	 0,94 	 0,84 	 3 	 6 	 136 	 1007 	 4 	 3 	  
03:10 31.12.2019 	 0,95 	 0,8 	 3 	 6 	 139 	 1007 	 3,9 	 3,1 	  
03:00 31.12.2019 	 0,96 	 0,81 	 3 	 6 	 138 	 1008 	 3,7 	 3 	  
02:50 31.12.2019 	 0,98 	 0,85 	 3 	 6 	 138 	 1008 	 3,8 	 3 	  
02:40 31.12.2019 	 1,01 	 0,9 	 3 	 5 	 141 	 1008 	 3,6 	 3 	  
02:30 31.12.2019 	 1,05 	 0,96 	 4 	 6 	 148 	 1009 	 3,5 	 3,1 	  
02:20 31.12.2019 	 1,11 	 0,96 	 4 	 6 	 154 	 1009 	 3,4 	 3 	  
02:10 31.12.2019 	 1,16 	 1,03 	 4 	 6 	 157 	 1009 	 3,5 	 3 	  
02:00 31.12.2019 	 1,23 	 1,09 	 3 	 5 	 156 	 1010 	 3,5 	 3,1 	  
01:50 31.12.2019 	 1,31 	 1,14 	 3 	 4 	 164 	 1010 	 3,4 	 3,1 	  
01:40 31.12.2019 	 1,39 	 1,2 	 2 	 4 	 165 	 1010 	 3,5 	 3 	  
01:30 31.12.2019 	 1,48 	 1,31 	 3 	 4 	 158 	 1010 	 3,6 	 3 	  
01:20 31.12.2019 	 1,57 	 1,49 	 3 	 6 	 157 	 1010 	 3,6 	 3 	  
01:10 31.12.2019 	 1,67 	 1,59 	 2 	 3 	 156 	 1010 	 3,5 	 3 	  
01:00 31.12.2019 	 1,77 	 1,73 	 2 	 4 	 169 	 1011 	 3,2 	 3 	  
00:50 31.12.2019 	 1,87 	 1,79 	 3 	 5 	 195 	 1011 	 3,4 	 3 	  
00:40 31.12.2019 	 1,98 	 1,84 	 3 	 7 	 198 	 1011 	 3,6 	 3 	  
00:30 31.12.2019 	 2,09 	 1,97 	 3 	 6 	 194 	 1011 	 3,5 	 3 	  
00:20 31.12.2019 	 2,2 	 2,16 	 3 	 5 	 166 	 1011 	 3,5 	 3 	  
00:10 31.12.2019 	 2,31 	 2,29 	 3 	 5 	 164 	 1011 	 3,7 	 3 	  
00:00 31.12.2019 	 2,41 	 2,41 	 3 	 5 	 156 	 1011 	 4,1 	 3 	  
23:50 30.12.2019 	 2,52 	 2,44 	 2 	 4 	 157 	 1011 	 4,3 	 3 	  
23:40 30.12.2019 	 2,62 	 2,53 	 3 	 4 	 158 	 1012 	 4,2 	 3 	  
23:30 30.12.2019 	 2,72 	 2,65 	 3 	 5 	 155 	 1012 	 4,2 	 3 	  
23:20 30.12.2019 	 2,82 	 2,72 	 2 	 4 	 163 	 1012 	 3,9 	 3 	  
23:10 30.12.2019 	 2,91 	 2,83 	 2 	 4 	 164 	 1012 	 4 	 3 	  
23:00 30.12.2019 	 2,99 	 2,95 	 2 	 4 	 178 	 1013 	 3,5 	 3 	  
22:50 30.12.2019 	 3,07 	 3,01 	 2 	 4 	 179 	 1013 	 3,8 	 3 	  
22:40 30.12.2019 	 3,14 	 3,06 	 2 	 4 	 178 	 1013 	 3,6 	 3 	  
22:30 30.12.2019 	 3,21 	 3,07 	 2 	 4 	 174 	 1013 	 3,7 	 3 	  
22:20 30.12.2019 	 3,26 	 3,15 	 2 	 4 	 171 	 1013 	 3,6 	 3 	  
22:10 30.12.2019 	 3,31 	 3,21 	 1 	 4 	 175 	 1013 	 3,5 	 3 	  
22:00 30.12.2019 	 3,36 	 3,2 	 2 	 4 	 161 	 1013 	 3,7 	 3 	  
21:50 30.12.2019 	 3,39 	 3,22 	 2 	 4 	 161 	 1012 	 3,6 	 3 	  
21:40 30.12.2019 	 3,41 	 3,31 	 3 	 7 	 184 	 1013 	 3,5 	 3 	  
21:30 30.12.2019 	 3,43 	 3,3 	 3 	 6 	 174 	 1013 	 3,3 	 3 	  
21:20 30.12.2019 	 3,44 	 3,3 	 3 	 6 	 185 	 1013 	 3,8 	 3 	  
21:10 30.12.2019 	 3,43 	 3,32 	 2 	 5 	 186 	 1013 	 3,7 	 3 	  
21:00 30.12.2019 	 3,42 	 3,31 	 2 	 5 	 184 	 1013 	 3,6 	 3 	  
20:50 30.12.2019 	 3,4 	 3,32 	 2 	 4 	 186 	 1013 	 3,5 	 3 	  
20:40 30.12.2019 	 3,37 	 3,29 	 3 	 5 	 187 	 1013 	 3,4 	 3 	  
20:30 30.12.2019 	 3,34 	 3,26 	 3 	 5 	 190 	 1013 	 3,5 	 3 	  
20:20 30.12.2019 	 3,29 	 3,22 	 3 	 6 	 193 	 1013 	 3,5 	 3 	  
20:10 30.12.2019 	 3,24 	 3,2 	 3 	 6 	 202 	 1013 	 3,8 	 3 	  
20:00 30.12.2019 	 3,18 	 3,13 	 4 	 6 	 192 	 1013 	 3,6 	 3 	  
19:50 30.12.2019 	 3,11 	 3,07 	 4 	 6 	 196 	 1013 	 3,8 	 3 	  
19:40 30.12.2019 	 3,03 	 2,99 	 3 	 7 	 194 	 1012 	 3,8 	 3 	  
19:30 30.12.2019 	 2,95 	 2,9 	 3 	 5 	 199 	 1012 	 3,4 	 3 	  
19:20 30.12.2019 	 2,86 	 2,84 	 3 	 7 	 210 	 1012 	 3,5 	 3 	  
19:10 30.12.2019 	 2,77 	 2,75 	 4 	 10 	 233 	 1012 	 3,7 	 3 	  
19:00 30.12.2019 	 2,67 	 2,69 	 3 	 10 	 236 	 1012 	 3,3 	 3 	  
18:50 30.12.2019 	 2,57 	 2,53 	 2 	 4 	 168 	 1012 	 2,9 	 3 	  
18:40 30.12.2019 	 2,46 	 2,4 	 2 	 4 	 161 	 1013 	 2,7 	 3 	  
18:30 30.12.2019 	 2,36 	 2,27 	 1 	 3 	 117 	 1012 	 2,2 	 3 	  
18:20 30.12.2019 	 2,24 	 2,14 	 3 	 5 	 115 	 1012 	 2 	 3 	  
18:10 30.12.2019 	 2,13 	 1,99 	 4 	 6 	 108 	 1012 	 1,9 	 3 	  
18:00 30.12.2019 	 2,02 	 1,91 	 3 	 5 	 105 	 1012 	 1,8 	 3 	  
17:50 30.12.2019 	 1,91 	 1,79 	 3 	 5 	 101 	 1012 	 2,3 	 3 	  
17:40 30.12.2019 	 1,8 	 1,64 	 4 	 6 	 91 	 1012 	 2,4 	 3 	  
17:30 30.12.2019 	 1,69 	 1,54 	 4 	 6 	 92 	 1012 	 2,2 	 3 	  
17:20 30.12.2019 	 1,58 	 1,42 	 4 	 5 	 96 	 1012 	 2,4 	 3 	  
17:10 30.12.2019 	 1,48 	 1,33 	 4 	 6 	 92 	 1012 	 2,4 	 3 	  
17:00 30.12.2019 	 1,38 	 1,25 	 3 	 5 	 94 	 1012 	 2,5 	 3 	  
16:50 30.12.2019 	 1,29 	 1,17 	 2 	 4 	 104 	 1012 	 2,4 	 3 	  
16:40 30.12.2019 	 1,21 	 1,1 	 2 	 4 	 136 	 1012 	 3 	 3 	  
16:30 30.12.2019 	 1,13 	 1,04 	 2 	 4 	 150 	 1011 	 3,4 	 3 	  
16:20 30.12.2019 	 1,06 	 0,94 	 3 	 4 	 155 	 1012 	 3,6 	 3 	  
16:10 30.12.2019 	 1 	 0,9 	 3 	 5 	 144 	 1011 	 3,5 	 3 	  
16:00 30.12.2019 	 0,95 	 0,87 	 2 	 4 	 130 	 1012 	 3,3 	 3 	  
15:50 30.12.2019 	 0,9 	 0,84 	 2 	 4 	 125 	 1012 	 3,4 	 3 	  
15:40 30.12.2019 	 0,87 	 0,82 	 2 	 3 	 124 	 1012 	 3,3 	 3 	  
15:30 30.12.2019 	 0,85 	 0,82 	 3 	 4 	 127 	 1011 	 3,1 	 3 	  
15:20 30.12.2019 	 0,84 	 0,83 	 2 	 4 	 120 	 1011 	 3,1 	 3 	  
15:10 30.12.2019 	 0,83 	 0,82 	 2 	 4 	 120 	 1011 	 3 	 3 	  
15:00 30.12.2019 	 0,85 	 0,81 	 3 	 4 	 91 	 1011 	 2,9 	 3 	  
14:50 30.12.2019 	 0,87 	 0,85 	 3 	 4 	 93 	 1011 	 2,8 	 3 	  
14:40 30.12.2019 	 0,9 	 0,86 	 3 	 4 	 95 	 1011 	 3 	 3 	  
14:30 30.12.2019 	 0,94 	 0,89 	 1 	 3 	 121 	 1012 	 3,3 	 3 	  
14:20 30.12.2019 	 1 	 0,95 	 1 	 2 	 111 	 1012 	 3,4 	 3 	  
14:10 30.12.2019 	 1,06 	 1 	 2 	 3 	 148 	 1012 	 3,4 	 3 	  
14:00 30.12.2019 	 1,13 	 1,04 	 1 	 3 	 167 	 1012 	 3,3 	 3 	  
13:50 30.12.2019 	 1,21 	 1,16 	 1 	 3 	 164 	 1012 	 3,3 	 3 	  
13:40 30.12.2019 	 1,3 	 1,24 	 1 	 3 	 159 	 1012 	 3,2 	 3 	  
13:30 30.12.2019 	 1,4 	 1,33 	 1 	 3 	 169 	 1012 	 3,1 	 2,9 	  
13:20 30.12.2019 	 1,51 	 1,45 	 2 	 3 	 155 	 1012 	 3,1 	 3 	  
13:10 30.12.2019 	 1,62 	 1,58 	 2 	 3 	 172 	 1012 	 3 	 3 	  
13:00 30.12.2019 	 1,73 	 1,69 	 2 	 5 	 177 	 1012 	 2,8 	 2,9 	  
12:50 30.12.2019 	 1,85 	 1,79 	 2 	 3 	 182 	 1012 	 2,8 	 2,9 	  
12:40 30.12.2019 	 1,98 	 1,95 	 2 	 4 	 186 	 1012 	 2,7 	 2,9 	  
12:30 30.12.2019 	 2,1 	 2,06 	 2 	 4 	 190 	 1011 	 2,9 	 3 	  
12:20 30.12.2019 	 2,23 	 2,21 	 2 	 4 	 197 	 1011 	 3,1 	 3 	  
12:10 30.12.2019 	 2,36 	 2,32 	 2 	 3 	 220 	 1011 	 3,1 	 3 	  
12:00 30.12.2019 	 2,49 	 2,44 	 1 	 3 	 214 	 1011 	 3,1 	 3 	  
11:50 30.12.2019 	 2,61 	 2,61 	 2 	 4 	 214 	 1011 	 2,9 	 3 	  
11:40 30.12.2019 	 2,74 	 2,72 	 2 	 3 	 235 	 1010 	 2,7 	 2,9 	  
11:30 30.12.2019 	 2,86 	 2,87 	 1 	 3 	 213 	 1010 	 2,9 	 2,9 	  
11:20 30.12.2019 	 2,97 	 2,99 	 1 	 2 	 234 	 1010 	 2,9 	 2,9 	  
11:10 30.12.2019 	 3,08 	 3,13 	 1 	 2 	 264 	 1010 	 2,6 	 2,9 	  
11:00 30.12.2019 	 3,19 	 3,21 	 2 	 2 	 248 	 1010 	 2,8 	 2,9 	  
10:50 30.12.2019 	 3,29 	 3,29 	 2 	 4 	 237 	 1010 	 3 	 2,9 	  
10:40 30.12.2019 	 3,38 	 3,38 	 2 	 4 	 264 	 1010 	 2,6 	 3 	  
10:30 30.12.2019 	 3,47 	 3,45 	 1 	 2 	 277 	 1010 	 2,7 	 2,9 	  
10:20 30.12.2019 	 3,55 	 3,55 	 1 	 3 	 261 	 1010 	 2,6 	 2,9 	  
10:10 30.12.2019 	 3,62 	 3,56 	 2 	 4 	 243 	 1009 	 2,6 	 2,9 	  
10:00 30.12.2019 	 3,68 	 3,66 	 2 	 4 	 262 	 1010 	 2,7 	 2,9 	  
09:50 30.12.2019 	 3,73 	 3,72 	 2 	 3 	 268 	 1009 	 2,4 	 2,9 	  
09:40 30.12.2019 	 3,78 	 3,73 	 2 	 4 	 263 	 1009 	 2,4 	 2,9 	  
09:30 30.12.2019 	 3,81 	 3,74 	 2 	 5 	 264 	 1009 	 2,1 	 3 	  
09:20 30.12.2019 	 3,84 	 3,77 	 1 	 3 	 221 	 1009 	 1,9 	 3 	  
09:10 30.12.2019 	 3,85 	 3,84 	 1 	 2 	 226 	 1009 	 1,6 	 3 	  
09:00 30.12.2019 	 3,86 	 3,83 	 1 	 2 	 221 	 1009 	 1,3 	 3 	  
08:50 30.12.2019 	 3,86 	 3,8 	 1 	 2 	 179 	 1008 	 1,4 	 2,9 	  
08:40 30.12.2019 	 3,84 	 3,8 	 1 	 2 	 184 	 1008 	 1,1 	 3 	  
08:30 30.12.2019 	 3,82 	 3,83 	 2 	 3 	 189 	 1008 	 1,2 	 2,9 	  
08:20 30.12.2019 	 3,79 	 3,78 	 2 	 2 	 194 	 1008 	 1,4 	 2,9 	  
08:10 30.12.2019 	 3,75 	 3,77 	 1 	 2 	 183 	 1007 	 1,6 	 2,9 	  
08:00 30.12.2019 	 3,69 	 3,71 	 2 	 3 	 180 	 1007 	 1,6 	 3 	  
07:50 30.12.2019 	 3,63 	 3,68 	 2 	 2 	 172 	 1007 	 1,6 	 3 	  
07:40 30.12.2019 	 3,57 	 3,64 	 1 	 2 	 173 	 1007 	 1,3 	 3 	  
07:30 30.12.2019 	 3,49 	 3,57 	 1 	 3 	 130 	 1007 	 1,6 	 3 	  
07:20 30.12.2019 	 3,41 	 3,47 	 1 	 2 	 55 	 1007 	 1,8 	 3 	  
07:10 30.12.2019 	 3,31 	 3,4 	 2 	 3 	 40 	 1006 	 1,8 	 3 	  
07:00 30.12.2019 	 3,22 	 3,26 	 1 	 2 	 342 	 1006 	 1,7 	 3 	  
06:50 30.12.2019 	 3,11 	 3,18 	 1 	 3 	 351 	 1006 	 1,4 	 3 	  
06:40 30.12.2019 	 3 	 3,01 	 1 	 1 	 334 	 1006 	 1,5 	 3 	  
06:30 30.12.2019 	 2,89 	 2,92 	 1 	 2 	 320 	 1006 	 1 	 3 	  
06:20 30.12.2019 	 2,77 	 2,76 	 1 	 3 	 300 	 1006 	 1,1 	 3 	  
06:10 30.12.2019 	 2,65 	 2,65 	 2 	 3 	 276 	 1005 	 1 	 3 	  
06:00 30.12.2019 	 2,52 	 2,49 	 2 	 3 	 266 	 1005 	 1 	 3 	  
05:50 30.12.2019 	 2,39 	 2,35 	 1 	 2 	 262 	 1005 	 1 	 3 	  
05:40 30.12.2019 	 2,27 	 2,23 	 2 	 3 	 277 	 1005 	 1 	 3 	  
05:30 30.12.2019 	 2,14 	 2,08 	 2 	 4 	 285 	 1005 	 1,1 	 2,9 	  
05:20 30.12.2019 	 2,01 	 1,99 	 2 	 4 	 278 	 1004 	 0,9 	 2,9 	  
05:10 30.12.2019 	 1,89 	 1,85 	 1 	 3 	 259 	 1004 	 1 	 2,9 	  
05:00 30.12.2019 	 1,76 	 1,74 	 2 	 4 	 271 	 1004 	 1,1 	 2,8 	  
04:50 30.12.2019 	 1,64 	 1,61 	 2 	 4 	 298 	 1003 	 1 	 2,8 	  
04:40 30.12.2019 	 1,53 	 1,48 	 2 	 4 	 303 	 1003 	 1,2 	 2,8 	  
