 Timabil 	 Flodatafla (m)	Vindur (m/s)	Hvida (m/s)	Vindatt (deg)	Lofthiti (degC)	
04:30 08.12.2019 	 3,23 	 2 	 3 	 157 	 -4,9 	  
04:20 08.12.2019 	 3,25 	 2 	 3 	 154 	 -5,7 	  
04:10 08.12.2019 	 3,27 	 3 	 4 	 162 	 -5,7 	  
04:00 08.12.2019 	 3,28 	 3 	 5 	 153 	 -5,5 	  
03:50 08.12.2019 	 3,28 	 3 	 4 	 158 	 -5 	  
03:40 08.12.2019 	 3,27 	 2 	 3 	 165 	 -5,2 	  
03:30 08.12.2019 	 3,26 	 2 	 3 	 166 	 -5,2 	  
03:20 08.12.2019 	 3,24 	 3 	 5 	 148 	 -4,9 	  
03:10 08.12.2019 	 3,21 	 3 	 5 	 140 	 -4,5 	  
03:00 08.12.2019 	 3,18 	 3 	 4 	 150 	 -4,3 	  
02:50 08.12.2019 	 3,14 	 3 	 6 	 166 	 -4,3 	  
02:40 08.12.2019 	 3,09 	 5 	 6 	 179 	 -3,7 	  
02:30 08.12.2019 	 3,03 	 3 	 5 	 196 	 -4,1 	  
02:20 08.12.2019 	 2,97 	 3 	 4 	 229 	 -3,2 	  
02:10 08.12.2019 	 2,91 	 3 	 4 	 269 	 -3,2 	  
02:00 08.12.2019 	 2,84 	 3 	 5 	 289 	 -3 	  
01:50 08.12.2019 	 2,76 	 3 	 5 	 168 	 -3,5 	  
01:40 08.12.2019 	 2,68 	 5 	 7 	 128 	 -3,5 	  
01:30 08.12.2019 	 2,6 	 5 	 7 	 131 	 -3,3 	  
01:20 08.12.2019 	 2,51 	 4 	 5 	 164 	 -3,5 	  
01:10 08.12.2019 	 2,42 	 3 	 4 	 182 	 -3,5 	  
01:00 08.12.2019 	 2,33 	 4 	 5 	 148 	 -3,8 	  
00:50 08.12.2019 	 2,24 	 3 	 5 	 146 	 -3,9 	  
00:40 08.12.2019 	 2,15 	 3 	 4 	 152 	 -3,8 	  
00:30 08.12.2019 	 2,06 	 3 	 4 	 158 	 -3,4 	  
00:20 08.12.2019 	 1,97 	 2 	 3 	 138 	 -3,2 	  
00:10 08.12.2019 	 1,89 	 3 	 6 	 27 	 -1,3 	  
00:00 08.12.2019 	 1,8 	 4 	 7 	 14 	 -1,7 	  
23:50 07.12.2019 	 1,72 	 2 	 5 	 46 	 -1,7 	  
23:40 07.12.2019 	 1,64 	 3 	 6 	 60 	 -1,8 	  
23:30 07.12.2019 	 1,57 	 3 	 5 	 71 	 -1,8 	  
23:20 07.12.2019 	 1,5 	 4 	 7 	 52 	 -1,5 	  
23:10 07.12.2019 	 1,44 	 6 	 9 	 24 	 -1,1 	  
23:00 07.12.2019 	 1,39 	 8 	 10 	 11 	 -1,1 	  
22:50 07.12.2019 	 1,33 	 8 	 10 	 5 	 -1,3 	  
22:40 07.12.2019 	 1,29 	 11 	 13 	 3 	 -1,8 	  
22:30 07.12.2019 	 1,25 	 11 	 13 	 360 	 -1,7 	  
22:20 07.12.2019 	 1,22 	 9 	 13 	 3 	 -1,6 	  
22:10 07.12.2019 	 1,2 	 10 	 13 	 359 	 -1,7 	  
22:00 07.12.2019 	 1,18 	 9 	 12 	 354 	 -1,3 	  
21:50 07.12.2019 	 1,17 	 9 	 12 	 343 	 -1,7 	  
21:40 07.12.2019 	 1,17 	 8 	 11 	 347 	 -1 	  
21:30 07.12.2019 	 1,18 	 8 	 12 	 340 	 -1,1 	  
21:20 07.12.2019 	 1,19 	 4 	 8 	 1 	 -0,8 	  
21:10 07.12.2019 	 1,21 	 4 	 6 	 10 	 -0,6 	  
21:00 07.12.2019 	 1,24 	 3 	 6 	 52 	 -0,5 	  
20:50 07.12.2019 	 1,27 	 3 	 5 	 64 	 -0,5 	  
20:40 07.12.2019 	 1,31 	 4 	 6 	 65 	 -0,5 	  
20:30 07.12.2019 	 1,36 	 3 	 5 	 71 	 -0,6 	  
20:20 07.12.2019 	 1,41 	 3 	 5 	 76 	 -0,5 	  
20:10 07.12.2019 	 1,47 	 2 	 4 	 103 	 -0,8 	  
20:00 07.12.2019 	 1,54 	 5 	 7 	 66 	 -0,4 	  
19:50 07.12.2019 	 1,6 	 6 	 8 	 52 	 0,1 	  
19:40 07.12.2019 	 1,68 	 8 	 10 	 45 	 0,3 	  
19:30 07.12.2019 	 1,75 	 8 	 11 	 47 	 0,4 	  
19:20 07.12.2019 	 1,83 	 8 	 10 	 48 	 0,5 	  
19:10 07.12.2019 	 1,91 	 8 	 11 	 47 	 0,6 	  
19:00 07.12.2019 	 1,99 	 7 	 10 	 48 	 0,6 	  
18:50 07.12.2019 	 2,07 	 7 	 10 	 46 	 0,7 	  
18:40 07.12.2019 	 2,16 	 5 	 8 	 74 	 0,3 	  
18:30 07.12.2019 	 2,24 	 6 	 8 	 70 	 0,4 	  
18:20 07.12.2019 	 2,32 	 5 	 7 	 64 	 0,4 	  
18:10 07.12.2019 	 2,4 	 5 	 7 	 66 	 0,5 	  
18:00 07.12.2019 	 2,48 	 5 	 7 	 70 	 0,5 	  
17:50 07.12.2019 	 2,56 	 5 	 6 	 80 	 0,5 	  
17:40 07.12.2019 	 2,63 	 4 	 5 	 71 	 0,7 	  
17:30 07.12.2019 	 2,7 	 4 	 6 	 69 	 0,8 	  
17:20 07.12.2019 	 2,77 	 4 	 6 	 68 	 0,9 	  
17:10 07.12.2019 	 2,83 	 4 	 6 	 62 	 0,9 	  
17:00 07.12.2019 	 2,88 	 5 	 7 	 69 	 0,8 	  
16:50 07.12.2019 	 2,94 	 6 	 8 	 68 	 1 	  
16:40 07.12.2019 	 2,99 	 6 	 8 	 58 	 1,5 	  
16:30 07.12.2019 	 3,03 	 5 	 8 	 60 	 1,2 	  
16:20 07.12.2019 	 3,06 	 6 	 9 	 62 	 1,1 	  
16:10 07.12.2019 	 3,1 	 6 	 10 	 62 	 1,1 	  
16:00 07.12.2019 	 3,12 	 7 	 11 	 60 	 1,2 	  
15:50 07.12.2019 	 3,14 	 8 	 11 	 54 	 1,6 	  
15:40 07.12.2019 	 3,15 	 9 	 12 	 54 	 1,7 	  
15:30 07.12.2019 	 3,16 	 8 	 10 	 55 	 1,3 	  
15:20 07.12.2019 	 3,16 	 7 	 12 	 65 	 0,8 	  
15:10 07.12.2019 	 3,15 	 7 	 10 	 69 	 0,5 	  
15:00 07.12.2019 	 3,14 	 8 	 12 	 60 	 0,7 	  
14:50 07.12.2019 	 3,12 	 11 	 14 	 65 	 0,9 	  
14:40 07.12.2019 	 3,09 	 12 	 17 	 63 	 1 	  
14:30 07.12.2019 	 3,06 	 12 	 17 	 63 	 1,3 	  
14:20 07.12.2019 	 3,02 	 10 	 14 	 63 	 0,9 	  
14:10 07.12.2019 	 2,98 	 11 	 16 	 66 	 0,9 	  
14:00 07.12.2019 	 2,93 	 12 	 16 	 65 	 0,7 	  
13:50 07.12.2019 	 2,88 	 13 	 19 	 64 	 0,8 	  
13:40 07.12.2019 	 2,82 	 11 	 18 	 60 	 0,8 	  
13:30 07.12.2019 	 2,75 	 11 	 14 	 55 	 0,9 	  
13:20 07.12.2019 	 2,69 	 12 	 17 	 57 	 1,2 	  
13:10 07.12.2019 	 2,62 	 11 	 15 	 60 	 1,1 	  
13:00 07.12.2019 	 2,55 	 11 	 15 	 58 	 1 	  
12:50 07.12.2019 	 2,47 	 11 	 16 	 56 	 0,9 	  
12:40 07.12.2019 	 2,4 	 12 	 19 	 59 	 0,9 	  
12:30 07.12.2019 	 2,32 	 12 	 19 	 59 	 0,7 	  
12:20 07.12.2019 	 2,25 	 11 	 17 	 60 	 0,6 	  
12:10 07.12.2019 	 2,17 	 12 	 18 	 60 	 0,7 	  
12:00 07.12.2019 	 2,1 	 12 	 20 	 63 	 0,7 	  
11:50 07.12.2019 	 2,03 	 10 	 15 	 74 	 0,5 	  
11:40 07.12.2019 	 1,96 	 10 	 15 	 67 	 0,6 	  
11:30 07.12.2019 	 1,89 	 8 	 12 	 63 	 0,6 	  
11:20 07.12.2019 	 1,82 	 8 	 12 	 60 	 0,6 	  
11:10 07.12.2019 	 1,76 	 9 	 14 	 63 	 0,6 	  
11:00 07.12.2019 	 1,71 	 7 	 12 	 57 	 0,3 	  
10:50 07.12.2019 	 1,65 	 8 	 11 	 52 	 0,4 	  
10:40 07.12.2019 	 1,61 	 9 	 11 	 52 	 0,2 	  
10:30 07.12.2019 	 1,56 	 8 	 12 	 53 	 0 	  
10:20 07.12.2019 	 1,53 	 10 	 13 	 53 	 0,3 	  
10:10 07.12.2019 	 1,49 	 10 	 14 	 56 	 0,4 	  
10:00 07.12.2019 	 1,47 	 9 	 13 	 59 	 0,1 	  
09:50 07.12.2019 	 1,45 	 9 	 13 	 60 	 0,2 	  
09:40 07.12.2019 	 1,43 	 10 	 13 	 54 	 0 	  
09:30 07.12.2019 	 1,42 	 10 	 13 	 50 	 0 	  
09:20 07.12.2019 	 1,42 	 10 	 13 	 54 	 -0,1 	  
09:10 07.12.2019 	 1,42 	 9 	 12 	 57 	 -0,1 	  
09:00 07.12.2019 	 1,43 	 8 	 12 	 62 	 -0,3 	  
08:50 07.12.2019 	 1,45 	 8 	 13 	 69 	 -0 	  
08:40 07.12.2019 	 1,47 	 8 	 12 	 77 	 -0,2 	  
08:30 07.12.2019 	 1,49 	 8 	 12 	 74 	 -0,3 	  
08:20 07.12.2019 	 1,53 	 10 	 14 	 71 	 -0,5 	  
08:10 07.12.2019 	 1,56 	 10 	 14 	 72 	 -0,5 	  
08:00 07.12.2019 	 1,61 	 10 	 13 	 74 	 -0,6 	  
07:50 07.12.2019 	 1,65 	 11 	 15 	 65 	 -0,4 	  
07:40 07.12.2019 	 1,7 	 11 	 15 	 63 	 -0,6 	  
07:30 07.12.2019 	 1,76 	 11 	 16 	 64 	 -0,6 	  
07:20 07.12.2019 	 1,82 	 10 	 14 	 66 	 -0,9 	  
07:10 07.12.2019 	 1,88 	 9 	 13 	 67 	 -1,1 	  
07:00 07.12.2019 	 1,94 	 8 	 12 	 75 	 -1,3 	  
06:50 07.12.2019 	 2,01 	 9 	 12 	 76 	 -1,3 	  
06:40 07.12.2019 	 2,08 	 7 	 10 	 78 	 -1,4 	  
06:30 07.12.2019 	 2,14 	 8 	 12 	 78 	 -1,5 	  
06:20 07.12.2019 	 2,21 	 9 	 13 	 83 	 -1,3 	  
06:10 07.12.2019 	 2,28 	 7 	 12 	 67 	 -1,4 	  
06:00 07.12.2019 	 2,35 	 7 	 11 	 71 	 -1,1 	  
05:50 07.12.2019 	 2,42 	 7 	 11 	 68 	 -0,9 	  
05:40 07.12.2019 	 2,48 	 5 	 8 	 70 	 -1,4 	  
05:30 07.12.2019 	 2,55 	 3 	 6 	 70 	 -2,4 	  
05:20 07.12.2019 	 2,61 	 6 	 8 	 55 	 -2,7 	  
05:10 07.12.2019 	 2,67 	 7 	 10 	 63 	 -2,5 	  
05:00 07.12.2019 	 2,73 	 8 	 13 	 62 	 -2,2 	  
04:50 07.12.2019 	 2,78 	 8 	 11 	 64 	 -2,1 	  
04:40 07.12.2019 	 2,83 	 6 	 9 	 76 	 -2,4 	  
04:30 07.12.2019 	 2,87 	 7 	 11 	 73 	 -2,6 	  
04:20 07.12.2019 	 2,92 	 9 	 12 	 68 	 -2,4 	  
04:10 07.12.2019 	 2,95 	 9 	 12 	 66 	 -2,1 	  
04:00 07.12.2019 	 2,98 	 9 	 13 	 64 	 -2,1 	  
03:50 07.12.2019 	 3,01 	 8 	 12 	 62 	 -1,7 	  
03:40 07.12.2019 	 3,03 	 8 	 11 	 63 	 -2 	  
03:30 07.12.2019 	 3,05 	 8 	 10 	 62 	 -2,1 	  
03:20 07.12.2019 	 3,06 	 6 	 8 	 55 	 -1,6 	  
03:10 07.12.2019 	 3,07 	 7 	 11 	 58 	 -1,5 	  
03:00 07.12.2019 	 3,06 	 7 	 11 	 53 	 -1,7 	  
02:50 07.12.2019 	 3,06 	 7 	 9 	 50 	 -1,9 	  
02:40 07.12.2019 	 3,04 	 8 	 11 	 59 	 -1,9 	  
02:30 07.12.2019 	 3,03 	 7 	 10 	 75 	 -1,8 	  
02:20 07.12.2019 	 3 	 5 	 9 	 77 	 -1,8 	  
02:10 07.12.2019 	 2,97 	 5 	 7 	 61 	 -2,5 	  
02:00 07.12.2019 	 2,93 	 5 	 7 	 55 	 -2,4 	  
01:50 07.12.2019 	 2,89 	 5 	 7 	 63 	 -2,6 	  
01:40 07.12.2019 	 2,85 	 5 	 8 	 63 	 -2,5 	  
01:30 07.12.2019 	 2,79 	 6 	 8 	 60 	 -2,5 	  
01:20 07.12.2019 	 2,74 	 6 	 8 	 62 	 -2,5 	  
01:10 07.12.2019 	 2,68 	 6 	 9 	 66 	 -3,1 	  
01:00 07.12.2019 	 2,61 	 6 	 9 	 63 	 -3,4 	  
00:50 07.12.2019 	 2,55 	 6 	 8 	 57 	 -3,5 	  
00:40 07.12.2019 	 2,48 	 5 	 7 	 58 	 -3,5 	  
00:30 07.12.2019 	 2,41 	 5 	 7 	 65 	 -3,7 	  
00:20 07.12.2019 	 2,33 	 4 	 5 	 67 	 -3,5 	  
00:10 07.12.2019 	 2,26 	 5 	 7 	 58 	 -3,5 	  
00:00 07.12.2019 	 2,19 	 4 	 6 	 55 	 -2,8 	  
23:50 06.12.2019 	 2,11 	 3 	 5 	 63 	 -2,7 	  
23:40 06.12.2019 	 2,04 	 3 	 4 	 71 	 -3 	  
23:30 06.12.2019 	 1,97 	 2 	 3 	 110 	 -4 	  
23:20 06.12.2019 	 1,9 	 3 	 4 	 116 	 -3,7 	  
23:10 06.12.2019 	 1,83 	 4 	 5 	 116 	 -3,8 	  
23:00 06.12.2019 	 1,77 	 4 	 6 	 140 	 -3,5 	  
22:50 06.12.2019 	 1,7 	 3 	 5 	 144 	 -3,3 	  
22:40 06.12.2019 	 1,65 	 3 	 5 	 120 	 -3,3 	  
22:30 06.12.2019 	 1,59 	 3 	 4 	 118 	 -2,9 	  
22:20 06.12.2019 	 1,54 	 2 	 3 	 114 	 -3,3 	  
22:10 06.12.2019 	 1,5 	 2 	 4 	 79 	 -2,7 	  
22:00 06.12.2019 	 1,46 	 3 	 5 	 83 	 -2,5 	  
21:50 06.12.2019 	 1,42 	 2 	 4 	 93 	 -2,9 	  
21:40 06.12.2019 	 1,39 	 4 	 6 	 86 	 -2,7 	  
21:30 06.12.2019 	 1,37 	 4 	 7 	 82 	 -2,9 	  
21:20 06.12.2019 	 1,35 	 2 	 6 	 90 	 -3,7 	  
21:10 06.12.2019 	 1,34 	 2 	 3 	 123 	 -4,9 	  
21:00 06.12.2019 	 1,34 	 2 	 3 	 110 	 -5,1 	  
20:50 06.12.2019 	 1,34 	 2 	 3 	 116 	 -5,5 	  
20:40 06.12.2019 	 1,34 	 3 	 3 	 112 	 -5 	  
20:30 06.12.2019 	 1,35 	 3 	 4 	 124 	 -6,1 	  
20:20 06.12.2019 	 1,37 	 2 	 3 	 122 	 -6,8 	  
20:10 06.12.2019 	 1,4 	 2 	 3 	 133 	 -6,5 	  
20:00 06.12.2019 	 1,43 	 3 	 3 	 147 	 -6,7 	  
19:50 06.12.2019 	 1,46 	 3 	 3 	 142 	 -6,6 	  
19:40 06.12.2019 	 1,5 	 3 	 3 	 146 	 -6,5 	  
19:30 06.12.2019 	 1,55 	 3 	 3 	 149 	 -6,7 	  
19:20 06.12.2019 	 1,59 	 2 	 3 	 148 	 -6,7 	  
19:10 06.12.2019 	 1,65 	 3 	 3 	 143 	 -6,5 	  
19:00 06.12.2019 	 1,7 	 4 	 4 	 147 	 -6,4 	  
18:50 06.12.2019 	 1,76 	 3 	 4 	 145 	 -6,3 	  
18:40 06.12.2019 	 1,83 	 3 	 4 	 142 	 -6,3 	  
18:30 06.12.2019 	 1,89 	 3 	 4 	 149 	 -6,1 	  
18:20 06.12.2019 	 1,96 	 3 	 4 	 152 	 -6,4 	  
18:10 06.12.2019 	 2,03 	 3 	 4 	 151 	 -6,5 	  
18:00 06.12.2019 	 2,1 	 3 	 4 	 149 	 -6,1 	  
17:50 06.12.2019 	 2,17 	 3 	 3 	 143 	 -5,6 	  
17:40 06.12.2019 	 2,24 	 3 	 3 	 144 	 -5,5 	  
17:30 06.12.2019 	 2,3 	 3 	 4 	 154 	 -5,4 	  
17:20 06.12.2019 	 2,37 	 3 	 3 	 143 	 -5,2 	  
17:10 06.12.2019 	 2,44 	 3 	 4 	 137 	 -5 	  
17:00 06.12.2019 	 2,51 	 3 	 3 	 132 	 -5 	  
16:50 06.12.2019 	 2,57 	 3 	 3 	 135 	 -4,7 	  
16:40 06.12.2019 	 2,63 	 3 	 5 	 136 	 -4,7 	  
16:30 06.12.2019 	 2,69 	 3 	 4 	 147 	 -4,8 	  
16:20 06.12.2019 	 2,74 	 3 	 4 	 150 	 -4,6 	  
16:10 06.12.2019 	 2,79 	 3 	 3 	 146 	 -4,6 	  
16:00 06.12.2019 	 2,84 	 3 	 3 	 152 	 -4,6 	  
15:50 06.12.2019 	 2,88 	 3 	 3 	 143 	 -4,7 	  
15:40 06.12.2019 	 2,92 	 3 	 4 	 152 	 -4,4 	  
15:30 06.12.2019 	 2,95 	 3 	 4 	 141 	 -4,1 	  
15:20 06.12.2019 	 2,98 	 2 	 3 	 159 	 -4 	  
15:10 06.12.2019 	 3 	 3 	 4 	 164 	 -3,5 	  
15:00 06.12.2019 	 3,02 	 3 	 3 	 163 	 -3,3 	  
14:50 06.12.2019 	 3,03 	 3 	 3 	 167 	 -3,2 	  
14:40 06.12.2019 	 3,04 	 2 	 4 	 170 	 -3 	  
14:30 06.12.2019 	 3,04 	 3 	 4 	 175 	 -2,9 	  
14:20 06.12.2019 	 3,04 	 3 	 3 	 186 	 -2,9 	  
14:10 06.12.2019 	 3,03 	 3 	 4 	 183 	 -2,5 	  
14:00 06.12.2019 	 3,02 	 3 	 4 	 179 	 -2,4 	  
13:50 06.12.2019 	 3 	 3 	 3 	 169 	 -2,4 	  
13:40 06.12.2019 	 2,97 	 3 	 4 	 163 	 -2,4 	  
13:30 06.12.2019 	 2,94 	 3 	 4 	 159 	 -2,8 	  
13:20 06.12.2019 	 2,91 	 4 	 5 	 160 	 -3,3 	  
13:10 06.12.2019 	 2,87 	 4 	 5 	 147 	 -3,7 	  
13:00 06.12.2019 	 2,82 	 3 	 4 	 173 	 -3,7 	  
12:50 06.12.2019 	 2,78 	 2 	 3 	 174 	 -3,3 	  
12:40 06.12.2019 	 2,73 	 2 	 3 	 173 	 -3 	  
12:30 06.12.2019 	 2,67 	 2 	 3 	 172 	 -2,7 	  
12:20 06.12.2019 	 2,62 	 2 	 3 	 166 	 -2,2 	  
12:10 06.12.2019 	 2,56 	 3 	 3 	 151 	 -4,1 	  
12:00 06.12.2019 	 2,5 	 3 	 3 	 150 	 -4,2 	  
11:50 06.12.2019 	 2,44 	 3 	 4 	 142 	 -4 	  
11:40 06.12.2019 	 2,38 	 2 	 3 	 168 	 -4 	  
11:30 06.12.2019 	 2,31 	 2 	 3 	 164 	 -4 	  
11:20 06.12.2019 	 2,25 	 3 	 4 	 167 	 -4,1 	  
11:10 06.12.2019 	 2,19 	 3 	 4 	 155 	 -3,8 	  
11:00 06.12.2019 	 2,13 	 3 	 4 	 166 	 -4,1 	  
10:50 06.12.2019 	 2,07 	 3 	 4 	 163 	 -4,2 	  
10:40 06.12.2019 	 2,01 	 4 	 5 	 166 	 -4,1 	  
10:30 06.12.2019 	 1,96 	 2 	 4 	 159 	 -4,5 	  
10:20 06.12.2019 	 1,91 	 2 	 3 	 152 	 -4,2 	  
10:10 06.12.2019 	 1,86 	 2 	 4 	 139 	 -4,5 	  
10:00 06.12.2019 	 1,81 	 2 	 4 	 123 	 -4,5 	  
09:50 06.12.2019 	 1,77 	 1 	 4 	 98 	 -4,3 	  
09:40 06.12.2019 	 1,73 	 1 	 3 	 153 	 -3,7 	  
09:30 06.12.2019 	 1,7 	 1 	 3 	 131 	 -4,1 	  
09:20 06.12.2019 	 1,67 	 3 	 4 	 132 	 -3,8 	  
09:10 06.12.2019 	 1,64 	 2 	 3 	 129 	 -3,4 	  
09:00 06.12.2019 	 1,62 	 2 	 8 	 45 	 -2,4 	  
08:50 06.12.2019 	 1,6 	 6 	 10 	 343 	 1 	  
08:40 06.12.2019 	 1,59 	 7 	 11 	 351 	 0,9 	  
08:30 06.12.2019 	 1,58 	 8 	 10 	 343 	 1 	  
08:20 06.12.2019 	 1,58 	 8 	 10 	 344 	 1 	  
08:10 06.12.2019 	 1,58 	 8 	 11 	 342 	 1 	  
08:00 06.12.2019 	 1,59 	 4 	 9 	 348 	 0,7 	  
07:50 06.12.2019 	 1,6 	 1 	 3 	 157 	 -3,5 	  
07:40 06.12.2019 	 1,62 	 1 	 3 	 114 	 -3,7 	  
07:30 06.12.2019 	 1,64 	 2 	 5 	 117 	 -3,5 	  
07:20 06.12.2019 	 1,66 	 3 	 6 	 57 	 -1,9 	  
07:10 06.12.2019 	 1,69 	 5 	 9 	 6 	 0 	  
07:00 06.12.2019 	 1,72 	 3 	 7 	 19 	 -0,8 	  
06:50 06.12.2019 	 1,76 	 7 	 10 	 358 	 0,6 	  
06:40 06.12.2019 	 1,8 	 2 	 9 	 33 	 -1,9 	  
06:30 06.12.2019 	 1,84 	 3 	 4 	 119 	 -3,5 	  
06:20 06.12.2019 	 1,88 	 2 	 4 	 118 	 -2,9 	  
06:10 06.12.2019 	 1,93 	 4 	 9 	 28 	 -1 	  
06:00 06.12.2019 	 1,98 	 6 	 9 	 355 	 0,8 	  
05:50 06.12.2019 	 2,03 	 8 	 11 	 345 	 1 	  
05:40 06.12.2019 	 2,09 	 8 	 10 	 338 	 1 	  
05:30 06.12.2019 	 2,14 	 8 	 9 	 343 	 0,8 	  
05:20 06.12.2019 	 2,19 	 6 	 9 	 336 	 1 	  
05:10 06.12.2019 	 2,25 	 4 	 7 	 344 	 0,8 	  
05:00 06.12.2019 	 2,3 	 2 	 6 	 240 	 -0,1 	  
04:50 06.12.2019 	 2,36 	 2 	 3 	 230 	 -1,3 	  
04:40 06.12.2019 	 2,41 	 3 	 5 	 194 	 -1,5 	  
04:30 06.12.2019 	 2,46 	 3 	 3 	 179 	 -1,9 	  
04:20 06.12.2019 	 2,52 	 2 	 3 	 181 	 -2,2 	  
04:10 06.12.2019 	 2,56 	 3 	 4 	 131 	 -2 	  
04:00 06.12.2019 	 2,61 	 4 	 4 	 141 	 -2,1 	  
03:50 06.12.2019 	 2,66 	 3 	 4 	 143 	 -2,1 	  
03:40 06.12.2019 	 2,7 	 3 	 4 	 129 	 -2,3 	  
03:30 06.12.2019 	 2,74 	 1 	 2 	 313 	 -2 	  
03:20 06.12.2019 	 2,77 	 2 	 3 	 182 	 -2,1 	  
03:10 06.12.2019 	 2,8 	 2 	 3 	 206 	 -2,1 	  
03:00 06.12.2019 	 2,83 	 3 	 4 	 195 	 -2,1 	  
02:50 06.12.2019 	 2,85 	 2 	 3 	 177 	 -2,8 	  
02:40 06.12.2019 	 2,87 	 3 	 4 	 176 	 -2,6 	  
02:30 06.12.2019 	 2,88 	 4 	 5 	 194 	 -2 	  
02:20 06.12.2019 	 2,89 	 4 	 4 	 182 	 -2,5 	  
02:10 06.12.2019 	 2,89 	 3 	 4 	 157 	 -4,1 	  
02:00 06.12.2019 	 2,89 	 3 	 4 	 171 	 -4,1 	  
01:50 06.12.2019 	 2,88 	 3 	 4 	 179 	 -3,8 	  
01:40 06.12.2019 	 2,87 	 4 	 4 	 201 	 -2,5 	  
01:30 06.12.2019 	 2,86 	 3 	 4 	 169 	 -4,1 	  
01:20 06.12.2019 	 2,84 	 3 	 4 	 192 	 -3,5 	  
01:10 06.12.2019 	 2,81 	 3 	 3 	 194 	 -3,3 	  
01:00 06.12.2019 	 2,78 	 3 	 4 	 188 	 -3,1 	  
00:50 06.12.2019 	 2,74 	 3 	 4 	 172 	 -3,7 	  
00:40 06.12.2019 	 2,71 	 3 	 4 	 162 	 -4,1 	  
00:30 06.12.2019 	 2,66 	 2 	 3 	 169 	 -4,3 	  
00:20 06.12.2019 	 2,62 	 3 	 4 	 156 	 -4,7 	  
00:10 06.12.2019 	 2,57 	 3 	 4 	 168 	 -4,6 	  
00:00 06.12.2019 	 2,52 	 3 	 4 	 168 	 -4,9 	  
23:50 05.12.2019 	 2,46 	 3 	 4 	 166 	 -4,5 	  
23:40 05.12.2019 	 2,4 	 2 	 3 	 183 	 -4,6 	  
23:30 05.12.2019 	 2,35 	 3 	 3 	 161 	 -4,8 	  
23:20 05.12.2019 	 2,29 	 3 	 3 	 166 	 -4,8 	  
23:10 05.12.2019 	 2,23 	 3 	 4 	 168 	 -4,7 	  
23:00 05.12.2019 	 2,17 	 3 	 4 	 168 	 -4,8 	  
22:50 05.12.2019 	 2,1 	 2 	 3 	 179 	 -4,8 	  
22:40 05.12.2019 	 2,04 	 2 	 3 	 172 	 -5,2 	  
22:30 05.12.2019 	 1,99 	 3 	 4 	 155 	 -5,4 	  
22:20 05.12.2019 	 1,93 	 3 	 3 	 157 	 -5,7 	  
22:10 05.12.2019 	 1,87 	 4 	 4 	 145 	 -5,7 	  
22:00 05.12.2019 	 1,82 	 4 	 5 	 138 	 -5,9 	  
21:50 05.12.2019 	 1,77 	 3 	 4 	 144 	 -6,2 	  
21:40 05.12.2019 	 1,72 	 4 	 4 	 137 	 -6 	  
21:30 05.12.2019 	 1,68 	 4 	 4 	 144 	 -6 	  
21:20 05.12.2019 	 1,63 	 2 	 4 	 173 	 -5,8 	  
21:10 05.12.2019 	 1,6 	 3 	 4 	 165 	 -6,3 	  
21:00 05.12.2019 	 1,56 	 3 	 4 	 159 	 -6,4 	  
20:50 05.12.2019 	 1,54 	 3 	 4 	 149 	 -6,4 	  
20:40 05.12.2019 	 1,51 	 3 	 4 	 158 	 -6,4 	  
20:30 05.12.2019 	 1,49 	 3 	 4 	 152 	 -6,4 	  
20:20 05.12.2019 	 1,48 	 3 	 4 	 146 	 -6,4 	  
20:10 05.12.2019 	 1,47 	 3 	 3 	 145 	 -6,5 	  
20:00 05.12.2019 	 1,46 	 2 	 3 	 144 	 -6,4 	  
19:50 05.12.2019 	 1,46 	 2 	 3 	 143 	 -6,5 	  
19:40 05.12.2019 	 1,47 	 2 	 3 	 144 	 -6,4 	  
19:30 05.12.2019 	 1,48 	 2 	 3 	 138 	 -6,3 	  
19:20 05.12.2019 	 1,49 	 2 	 3 	 138 	 -6,2 	  
19:10 05.12.2019 	 1,51 	 2 	 3 	 123 	 -5,8 	  
19:00 05.12.2019 	 1,53 	 2 	 3 	 117 	 -5,9 	  
18:50 05.12.2019 	 1,56 	 3 	 4 	 125 	 -5,9 	  
18:40 05.12.2019 	 1,59 	 3 	 4 	 120 	 -6 	  
18:30 05.12.2019 	 1,63 	 3 	 3 	 148 	 -6,2 	  
18:20 05.12.2019 	 1,67 	 2 	 3 	 134 	 -5,8 	  
18:10 05.12.2019 	 1,71 	 2 	 3 	 112 	 -5,7 	  
18:00 05.12.2019 	 1,76 	 2 	 4 	 109 	 -5,5 	  
17:50 05.12.2019 	 1,81 	 2 	 3 	 129 	 -6,3 	  
17:40 05.12.2019 	 1,87 	 2 	 3 	 117 	 -6,2 	  
17:30 05.12.2019 	 1,92 	 1 	 2 	 167 	 -6,3 	  
17:20 05.12.2019 	 1,98 	 1 	 2 	 197 	 -6,2 	  
17:10 05.12.2019 	 2,04 	 2 	 3 	 169 	 -6,3 	  
17:00 05.12.2019 	 2,1 	 2 	 3 	 131 	 -6,2 	  
16:50 05.12.2019 	 2,16 	 2 	 3 	 127 	 -6,3 	  
16:40 05.12.2019 	 2,22 	 2 	 3 	 129 	 -6,1 	  
16:30 05.12.2019 	 2,29 	 3 	 3 	 150 	 -6,3 	  
