 Timabil 	 Flodatafla (m)	Sjavarhaed (m)	Vindur (m/s)	Hvida (m/s)	Vindatt (deg)	Loftthrystingur (hpa)	Lofthiti (degC)	Sjavarhiti (degC)	Selta (PSU)	
12:50 07.12.2019 	 2,57 	 3,02 	 6 	 9 	 91 	 988 	 1,5 	 4 	 29,35 	  
12:40 07.12.2019 	 2,5 	 2,97 	 7 	 10 	 91 	 988 	 1,5 	 4 	 29,37 	  
12:30 07.12.2019 	 2,42 	 2,91 	 8 	 11 	 94 	 988 	 1,4 	 4 	 28,29 	  
12:20 07.12.2019 	 2,35 	 2,85 	 8 	 11 	 87 	 988 	 1,6 	 4 	 27,5 	  
12:10 07.12.2019 	 2,27 	 2,78 	 9 	 11 	 89 	 989 	 1,4 	 4,1 	 27,62 	  
12:00 07.12.2019 	 2,2 	 2,72 	 9 	 11 	 91 	 989 	 1,5 	 4,1 	 27,67 	  
11:50 07.12.2019 	 2,13 	 2,63 	 8 	 11 	 91 	 989 	 1,3 	 4,4 	 27,35 	  
11:40 07.12.2019 	 2,06 	 2,52 	 9 	 12 	 90 	 989 	 1,3 	 4,2 	 27,54 	  
11:30 07.12.2019 	 1,99 	 2,43 	 10 	 13 	 88 	 989 	 1,4 	 4,1 	 27,54 	  
11:20 07.12.2019 	 1,92 	 2,35 	 10 	 12 	 90 	 989 	 1,6 	 4,1 	 27,62 	  
11:10 07.12.2019 	 1,86 	 2,26 	 8 	 13 	 96 	 990 	 1,6 	 4,1 	 27,65 	  
11:00 07.12.2019 	 1,81 	 2,17 	 7 	 11 	 74 	 990 	 1,2 	 4,1 	 27,6 	  
10:50 07.12.2019 	 1,75 	 2,09 	 7 	 10 	 68 	 990 	 -0,1 	 4,2 	 27,61 	  
10:40 07.12.2019 	 1,71 	 2,02 	 6 	 9 	 71 	 990 	 0,3 	 4,2 	 28,01 	  
10:30 07.12.2019 	 1,66 	 1,96 	 7 	 10 	 67 	 990 	 -0,1 	 4,2 	 27,74 	  
10:20 07.12.2019 	 1,63 	 1,92 	 7 	 10 	 62 	 991 	 0,3 	 4,4 	 27,69 	  
10:10 07.12.2019 	 1,59 	 1,89 	 9 	 12 	 69 	 991 	 0,3 	 4,3 	 27,48 	  
10:00 07.12.2019 	 1,57 	 1,86 	 10 	 13 	 82 	 991 	 0,3 	 4,1 	 28,6 	  
09:50 07.12.2019 	 1,55 	 1,84 	 9 	 12 	 87 	 991 	 0,8 	 4,1 	 28,31 	  
09:40 07.12.2019 	 1,53 	 1,84 	 9 	 12 	 92 	 991 	 0,7 	 3,9 	 27,65 	  
09:30 07.12.2019 	 1,52 	 1,83 	 9 	 11 	 88 	 992 	 0,8 	 3,9 	 27,52 	  
09:20 07.12.2019 	 1,52 	 1,82 	 8 	 11 	 87 	 992 	 0,6 	 3,9 	 27,39 	  
09:10 07.12.2019 	 1,52 	 1,8 	 8 	 10 	 80 	 992 	 0,6 	 3,9 	 27,24 	  
09:00 07.12.2019 	 1,53 	 1,81 	 7 	 10 	 82 	 992 	 0,3 	 3,8 	 27,14 	  
08:50 07.12.2019 	 1,55 	 1,82 	 8 	 10 	 91 	 992 	 1 	 3,8 	 27,21 	  
08:40 07.12.2019 	 1,57 	 1,83 	 8 	 10 	 101 	 993 	 1 	 4 	 27,14 	  
08:30 07.12.2019 	 1,59 	 1,88 	 8 	 9 	 101 	 993 	 0,8 	 4,2 	 27,29 	  
08:20 07.12.2019 	 1,63 	 1,92 	 8 	 10 	 98 	 993 	 0,8 	 4,5 	 27,66 	  
08:10 07.12.2019 	 1,66 	 1,96 	 8 	 10 	 99 	 993 	 0,7 	 4,6 	 27,73 	  
08:00 07.12.2019 	 1,71 	 2,01 	 7 	 9 	 95 	 993 	 0,9 	 4,6 	 27,8 	  
07:50 07.12.2019 	 1,75 	 2,08 	 8 	 10 	 97 	 993 	 0,8 	 4,5 	 27,81 	  
07:40 07.12.2019 	 1,8 	 2,18 	 8 	 9 	 100 	 993 	 0,9 	 4,5 	 27,81 	  
07:30 07.12.2019 	 1,86 	 2,24 	 6 	 8 	 98 	 993 	 0,7 	 4,5 	 27,79 	  
07:20 07.12.2019 	 1,92 	 2,31 	 5 	 7 	 101 	 994 	 0,5 	 4,4 	 27,65 	  
07:10 07.12.2019 	 1,98 	 2,36 	 5 	 7 	 110 	 994 	 0,6 	 4,3 	 27,7 	  
07:00 07.12.2019 	 2,04 	 2,42 	 4 	 5 	 86 	 994 	 0,1 	 4,3 	 27,6 	  
06:50 07.12.2019 	 2,11 	 2,47 	 4 	 6 	 92 	 994 	 -0,1 	 4,3 	 27,6 	  
06:40 07.12.2019 	 2,18 	 2,51 	 5 	 7 	 98 	 994 	 -0,1 	 4,2 	 27,55 	  
06:30 07.12.2019 	 2,24 	 2,56 	 5 	 7 	 106 	 994 	 -0 	 4,2 	 27,46 	  
06:20 07.12.2019 	 2,31 	 2,59 	 5 	 7 	 90 	 994 	 0 	 4,2 	 27,41 	  
06:10 07.12.2019 	 2,38 	 2,64 	 4 	 6 	 101 	 994 	 -1,2 	 4,1 	 27,36 	  
06:00 07.12.2019 	 2,45 	 2,69 	 5 	 7 	 99 	 994 	 -0,6 	 3,9 	 27,2 	  
05:50 07.12.2019 	 2,52 	 2,76 	 6 	 9 	 100 	 994 	 -0 	 3,9 	 27,19 	  
05:40 07.12.2019 	 2,58 	 2,87 	 7 	 9 	 102 	 994 	 0,1 	 3,8 	 27,2 	  
05:30 07.12.2019 	 2,65 	 2,93 	 7 	 10 	 93 	 995 	 -0,1 	 3,8 	 27,19 	  
05:20 07.12.2019 	 2,71 	 3 	 7 	 9 	 82 	 995 	 -0,2 	 3,8 	 27,23 	  
05:10 07.12.2019 	 2,77 	 3,12 	 7 	 9 	 80 	 995 	 -0,3 	 3,8 	 27,25 	  
05:00 07.12.2019 	 2,83 	 3,22 	 7 	 9 	 91 	 995 	 -0,1 	 3,8 	 27,15 	  
04:50 07.12.2019 	 2,88 	 3,3 	 7 	 9 	 96 	 995 	 -0,2 	 3,7 	 27,08 	  
04:40 07.12.2019 	 2,93 	 3,38 	 7 	 9 	 92 	 995 	 -0,4 	 3,7 	 27,05 	  
04:30 07.12.2019 	 2,97 	 3,47 	 8 	 10 	 83 	 995 	 -0,4 	 3,8 	 27,09 	  
04:20 07.12.2019 	 3,02 	 3,48 	 7 	 10 	 81 	 995 	 -0,3 	 3,8 	 27,06 	  
04:10 07.12.2019 	 3,05 	 3,51 	 6 	 8 	 90 	 995 	 -0,4 	 3,7 	 27,05 	  
04:00 07.12.2019 	 3,08 	 3,54 	 6 	 7 	 91 	 995 	 -0,5 	 3,7 	 27,06 	  
03:50 07.12.2019 	 3,11 	 3,53 	 6 	 7 	 92 	 996 	 -0,3 	 3,8 	 27,02 	  
03:40 07.12.2019 	 3,13 	 3,53 	 5 	 7 	 95 	 996 	 -0,7 	 4 	 27,15 	  
03:30 07.12.2019 	 3,15 	 3,49 	 6 	 7 	 99 	 996 	 -0,5 	 4,2 	 27,31 	  
03:20 07.12.2019 	 3,16 	 3,5 	 6 	 7 	 85 	 996 	 -0,7 	 4,2 	 27,37 	  
03:10 07.12.2019 	 3,17 	 3,46 	 6 	 7 	 78 	 996 	 -1 	 4,2 	 27,31 	  
03:00 07.12.2019 	 3,16 	 3,46 	 6 	 7 	 72 	 996 	 -1,1 	 4,2 	 27,32 	  
02:50 07.12.2019 	 3,16 	 3,42 	 6 	 7 	 79 	 997 	 -1,1 	 4,2 	 27,39 	  
02:40 07.12.2019 	 3,14 	 3,41 	 6 	 7 	 78 	 997 	 -1,1 	 4,2 	 27,38 	  
02:30 07.12.2019 	 3,13 	 3,4 	 5 	 7 	 83 	 997 	 -0,9 	 4,2 	 27,39 	  
02:20 07.12.2019 	 3,1 	 3,37 	 5 	 6 	 82 	 997 	 -0,8 	 4,2 	 27,39 	  
02:10 07.12.2019 	 3,07 	 3,35 	 5 	 6 	 87 	 997 	 -0,8 	 4,2 	 27,38 	  
02:00 07.12.2019 	 3,03 	 3,33 	 4 	 6 	 69 	 997 	 -1,3 	 4,2 	 27,43 	  
01:50 07.12.2019 	 2,99 	 3,31 	 5 	 6 	 53 	 997 	 -2,4 	 4,2 	 27,38 	  
01:40 07.12.2019 	 2,95 	 3,27 	 5 	 8 	 66 	 997 	 -2,6 	 4,2 	 27,4 	  
01:30 07.12.2019 	 2,89 	 3,26 	 4 	 6 	 51 	 997 	 -2,7 	 4,2 	 27,41 	  
01:20 07.12.2019 	 2,84 	 3,21 	 4 	 5 	 50 	 998 	 -2,5 	 4,2 	 27,41 	  
01:10 07.12.2019 	 2,78 	 3,17 	 4 	 5 	 53 	 998 	 -3,3 	 4,2 	 27,3 	  
01:00 07.12.2019 	 2,71 	 3,11 	 3 	 5 	 43 	 998 	 -3,3 	 4,2 	 27,32 	  
00:50 07.12.2019 	 2,65 	 3,05 	 2 	 3 	 57 	 998 	 -2,8 	 4,2 	 27,3 	  
00:40 07.12.2019 	 2,58 	 2,94 	 3 	 4 	 88 	 998 	 -2,3 	 4,1 	 27,28 	  
00:30 07.12.2019 	 2,51 	 2,87 	 3 	 4 	 89 	 998 	 -1,9 	 4,1 	 27,34 	  
00:20 07.12.2019 	 2,43 	 2,75 	 4 	 5 	 89 	 997 	 -1,6 	 4,1 	 27,21 	  
00:10 07.12.2019 	 2,36 	 2,65 	 5 	 6 	 93 	 997 	 -1,9 	 4,1 	 27,32 	  
00:00 07.12.2019 	 2,29 	 2,54 	 4 	 5 	 99 	 997 	 -2,1 	 4,1 	 27,22 	  
23:50 06.12.2019 	 2,21 	 2,47 	 4 	 5 	 101 	 998 	 -2,3 	 4,1 	 27,24 	  
23:40 06.12.2019 	 2,14 	 2,38 	 4 	 5 	 106 	 997 	 -2,4 	 4,1 	 27,08 	  
23:30 06.12.2019 	 2,07 	 2,31 	 5 	 5 	 98 	 998 	 -2,2 	 4 	 27,17 	  
23:20 06.12.2019 	 2 	 2,27 	 4 	 6 	 88 	 998 	 -1,9 	 4 	 27,04 	  
23:10 06.12.2019 	 1,93 	 2,24 	 4 	 5 	 87 	 998 	 -1,9 	 3,9 	 27,01 	  
23:00 06.12.2019 	 1,87 	 2,18 	 4 	 5 	 82 	 998 	 -1,9 	 3,9 	 26,95 	  
22:50 06.12.2019 	 1,8 	 2,16 	 5 	 5 	 88 	 998 	 -1,8 	 3,8 	 26,88 	  
22:40 06.12.2019 	 1,75 	 2,14 	 4 	 5 	 92 	 998 	 -2,2 	 3,8 	 26,91 	  
22:30 06.12.2019 	 1,69 	 2,09 	 4 	 5 	 92 	 998 	 -2,3 	 3,7 	 26,9 	  
22:20 06.12.2019 	 1,64 	 2,01 	 4 	 5 	 99 	 998 	 -2,3 	 3,7 	 26,9 	  
22:10 06.12.2019 	 1,6 	 1,96 	 5 	 6 	 103 	 998 	 -2,2 	 3,5 	 26,75 	  
22:00 06.12.2019 	 1,56 	 1,89 	 4 	 5 	 106 	 998 	 -2,7 	 3,6 	 26,83 	  
21:50 06.12.2019 	 1,52 	 1,79 	 5 	 6 	 100 	 998 	 -2,7 	 3,8 	 26,84 	  
21:40 06.12.2019 	 1,49 	 1,76 	 4 	 5 	 106 	 998 	 -2,9 	 3,9 	 26,88 	  
21:30 06.12.2019 	 1,47 	 1,7 	 5 	 5 	 95 	 998 	 -1,8 	 4,1 	 27,34 	  
21:20 06.12.2019 	 1,45 	 1,62 	 5 	 7 	 100 	 998 	 -2,5 	 4,1 	 27,1 	  
21:10 06.12.2019 	 1,44 	 1,6 	 6 	 7 	 102 	 998 	 -2,8 	 3,9 	 27,12 	  
21:00 06.12.2019 	 1,44 	 1,58 	 6 	 6 	 108 	 998 	 -2,6 	 3,8 	 26,75 	  
20:50 06.12.2019 	 1,44 	 1,58 	 4 	 5 	 108 	 998 	 -2,3 	 4,1 	 26,71 	  
20:40 06.12.2019 	 1,44 	 1,58 	 4 	 5 	 106 	 998 	 -1,9 	 4,7 	 27,71 	  
20:30 06.12.2019 	 1,45 	 1,65 	 5 	 6 	 102 	 998 	 -2,1 	 4,7 	 27,39 	  
20:20 06.12.2019 	 1,47 	 1,68 	 4 	 5 	 93 	 998 	 -2,8 	 4,6 	 27,23 	  
20:10 06.12.2019 	 1,5 	 1,71 	 4 	 5 	 92 	 998 	 -2 	 4,4 	 26,97 	  
20:00 06.12.2019 	 1,53 	 1,81 	 4 	 5 	 96 	 998 	 -2,1 	 4,6 	 27,18 	  
19:50 06.12.2019 	 1,56 	 1,87 	 4 	 6 	 85 	 998 	 -1,6 	 4,6 	 26,86 	  
19:40 06.12.2019 	 1,6 	 1,93 	 4 	 7 	 83 	 998 	 -0,9 	 4,8 	 27,79 	  
19:30 06.12.2019 	 1,65 	 2 	 5 	 7 	 88 	 998 	 -1,8 	 4,7 	 27,77 	  
19:20 06.12.2019 	 1,69 	 2,07 	 5 	 8 	 77 	 998 	 -0,7 	 4,7 	 27,72 	  
19:10 06.12.2019 	 1,75 	 2,13 	 7 	 10 	 77 	 998 	 -0,5 	 4,7 	 27,57 	  
19:00 06.12.2019 	 1,8 	 2,17 	 6 	 9 	 75 	 998 	 -0,4 	 4,8 	 27,85 	  
18:50 06.12.2019 	 1,86 	 2,21 	 7 	 10 	 74 	 998 	 -0,5 	 4,8 	 27,84 	  
18:40 06.12.2019 	 1,93 	 2,24 	 8 	 10 	 72 	 998 	 -0,5 	 4,7 	 29,59 	  
18:30 06.12.2019 	 1,99 	 2,28 	 8 	 10 	 69 	 998 	 -0,4 	 4,7 	 29,6 	  
18:20 06.12.2019 	 2,06 	 2,3 	 8 	 10 	 65 	 998 	 -0,5 	 4,7 	 29,55 	  
18:10 06.12.2019 	 2,13 	 2,34 	 8 	 11 	 60 	 998 	 -0,7 	 4,6 	 29,51 	  
18:00 06.12.2019 	 2,2 	 2,39 	 6 	 9 	 76 	 998 	 -0,6 	 4,6 	 29,49 	  
17:50 06.12.2019 	 2,27 	 2,47 	 5 	 7 	 81 	 997 	 -0,5 	 4,6 	 29,49 	  
17:40 06.12.2019 	 2,34 	 2,51 	 4 	 7 	 83 	 997 	 -0,8 	 4,6 	 29,48 	  
17:30 06.12.2019 	 2,4 	 2,62 	 4 	 6 	 89 	 997 	 -0,7 	 4,6 	 29,48 	  
17:20 06.12.2019 	 2,47 	 2,72 	 4 	 6 	 88 	 997 	 -0,8 	 4,5 	 29,44 	  
17:10 06.12.2019 	 2,54 	 2,8 	 4 	 7 	 90 	 997 	 -1,1 	 4,5 	 29,4 	  
17:00 06.12.2019 	 2,61 	 2,91 	 8 	 11 	 70 	 997 	 -0,2 	 4,5 	 29,38 	  
16:50 06.12.2019 	 2,67 	 2,99 	 8 	 10 	 72 	 997 	 -0,8 	 4,5 	 29,32 	  
16:40 06.12.2019 	 2,73 	 3,09 	 5 	 8 	 96 	 997 	 -0,6 	 4,5 	 29,32 	  
16:30 06.12.2019 	 2,79 	 3,15 	 4 	 6 	 96 	 997 	 -1 	 4,5 	 29,32 	  
16:20 06.12.2019 	 2,84 	 3,24 	 6 	 10 	 87 	 997 	 -0,5 	 4,4 	 29,3 	  
16:10 06.12.2019 	 2,89 	 3,27 	 5 	 7 	 100 	 997 	 -0,7 	 4,4 	 29,29 	  
16:00 06.12.2019 	 2,94 	 3,33 	 9 	 12 	 95 	 997 	 -0,1 	 4,4 	 29,23 	  
15:50 06.12.2019 	 2,98 	 3,38 	 8 	 11 	 99 	 997 	 -0,4 	 4,3 	 28,17 	  
15:40 06.12.2019 	 3,02 	 3,42 	 7 	 9 	 107 	 997 	 -0,3 	 4,3 	 27,26 	  
15:30 06.12.2019 	 3,05 	 3,44 	 7 	 9 	 111 	 997 	 -0,2 	 4 	 27,22 	  
15:20 06.12.2019 	 3,08 	 3,46 	 7 	 9 	 111 	 997 	 -0 	 3,7 	 26,55 	  
15:10 06.12.2019 	 3,1 	 3,49 	 6 	 8 	 111 	 996 	 -0,1 	 3,7 	 26,58 	  
15:00 06.12.2019 	 3,12 	 3,5 	 6 	 12 	 115 	 996 	 -0,2 	 3,7 	 26,62 	  
14:50 06.12.2019 	 3,13 	 3,51 	 6 	 9 	 111 	 996 	 0 	 3,7 	 26,61 	  
14:40 06.12.2019 	 3,14 	 3,5 	 7 	 10 	 109 	 996 	 -0 	 3,7 	 26,58 	  
14:30 06.12.2019 	 3,14 	 3,49 	 6 	 12 	 110 	 996 	 0 	 3,7 	 26,6 	  
14:20 06.12.2019 	 3,14 	 3,48 	 7 	 10 	 106 	 996 	 -0,1 	 3,7 	 26,55 	  
14:10 06.12.2019 	 3,13 	 3,48 	 7 	 13 	 101 	 996 	 -0,1 	 3,7 	 26,57 	  
14:00 06.12.2019 	 3,12 	 3,46 	 8 	 15 	 110 	 996 	 0,2 	 3,6 	 26,51 	  
13:50 06.12.2019 	 3,1 	 3,46 	 6 	 15 	 116 	 996 	 0,1 	 3,5 	 26,44 	  
13:40 06.12.2019 	 3,07 	 3,45 	 7 	 12 	 129 	 996 	 0 	 3,5 	 26,41 	  
13:30 06.12.2019 	 3,04 	 3,42 	 8 	 11 	 113 	 996 	 0,3 	 3,5 	 26,5 	  
13:20 06.12.2019 	 3,01 	 3,41 	 8 	 12 	 84 	 996 	 0,2 	 3,5 	 26,53 	  
13:10 06.12.2019 	 2,97 	 3,37 	 10 	 13 	 72 	 996 	 -0,1 	 3,5 	 26,54 	  
13:00 06.12.2019 	 2,92 	 3,32 	 9 	 13 	 72 	 996 	 0 	 3,5 	 26,53 	  
12:50 06.12.2019 	 2,88 	 3,26 	 8 	 11 	 68 	 996 	 -0,5 	 3,4 	 26,45 	  
12:40 06.12.2019 	 2,83 	 3,21 	 9 	 12 	 67 	 995 	 -0,5 	 3,5 	 26,36 	  
12:30 06.12.2019 	 2,77 	 3,13 	 7 	 11 	 69 	 995 	 -0,3 	 3,7 	 26,59 	  
12:20 06.12.2019 	 2,72 	 3,07 	 4 	 7 	 62 	 996 	 -0,5 	 4,2 	 26,74 	  
12:10 06.12.2019 	 2,66 	 3 	 4 	 8 	 58 	 996 	 -0,5 	 4,4 	 27,35 	  
12:00 06.12.2019 	 2,6 	 2,93 	 4 	 7 	 71 	 996 	 -0,4 	 4,7 	 27,48 	  
11:50 06.12.2019 	 2,54 	 2,87 	 4 	 7 	 66 	 996 	 -0,6 	 4,7 	 27,72 	  
11:40 06.12.2019 	 2,48 	 2,81 	 7 	 9 	 82 	 995 	 0,1 	 4,8 	 27,62 	  
11:30 06.12.2019 	 2,41 	 2,75 	 7 	 10 	 85 	 995 	 0,3 	 4,8 	 27,82 	  
11:20 06.12.2019 	 2,35 	 2,68 	 7 	 10 	 82 	 995 	 0,2 	 4,8 	 27,82 	  
11:10 06.12.2019 	 2,29 	 2,63 	 6 	 11 	 75 	 995 	 0,1 	 4,8 	 27,8 	  
11:00 06.12.2019 	 2,23 	 2,57 	 5 	 8 	 75 	 995 	 -0 	 4,8 	 27,73 	  
10:50 06.12.2019 	 2,17 	 2,48 	 6 	 8 	 74 	 995 	 -0,1 	 4,8 	 28,81 	  
10:40 06.12.2019 	 2,11 	 2,43 	 6 	 9 	 71 	 995 	 0 	 4,8 	 28,23 	  
10:30 06.12.2019 	 2,06 	 2,35 	 5 	 9 	 74 	 994 	 0,1 	 4,8 	 27,89 	  
10:20 06.12.2019 	 2,01 	 2,28 	 4 	 9 	 82 	 994 	 0,3 	 4,8 	 27,82 	  
10:10 06.12.2019 	 1,96 	 2,21 	 4 	 8 	 70 	 994 	 0,4 	 4,8 	 27,56 	  
10:00 06.12.2019 	 1,91 	 2,17 	 4 	 8 	 70 	 994 	 0,8 	 4,8 	 27,48 	  
09:50 06.12.2019 	 1,87 	 2,13 	 1 	 2 	 105 	 994 	 0,3 	 4,8 	 27,45 	  
09:40 06.12.2019 	 1,83 	 2,1 	 1 	 3 	 72 	 994 	 0,6 	 4,7 	 27,18 	  
09:30 06.12.2019 	 1,8 	 2,05 	 3 	 5 	 70 	 994 	 0,6 	 4,8 	 27,24 	  
09:20 06.12.2019 	 1,77 	 2,04 	 2 	 4 	 57 	 994 	 0,3 	 4,8 	 27,1 	  
09:10 06.12.2019 	 1,74 	 2,01 	 3 	 6 	 67 	 994 	 0,6 	 4,8 	 27,22 	  
09:00 06.12.2019 	 1,72 	 1,99 	 4 	 6 	 167 	 994 	 0,7 	 4,8 	 27,46 	  
08:50 06.12.2019 	 1,7 	 1,97 	 3 	 5 	 94 	 994 	 0,5 	 4,7 	 27,21 	  
08:40 06.12.2019 	 1,69 	 1,97 	 3 	 5 	 85 	 994 	 0,5 	 4,7 	 27,07 	  
08:30 06.12.2019 	 1,68 	 1,95 	 3 	 4 	 84 	 994 	 0,5 	 4,7 	 27,19 	  
08:20 06.12.2019 	 1,68 	 1,91 	 1 	 3 	 66 	 993 	 -0,4 	 4,5 	 27,1 	  
08:10 06.12.2019 	 1,68 	 1,9 	 2 	 4 	 88 	 993 	 -0,6 	 4,5 	 26,99 	  
08:00 06.12.2019 	 1,69 	 1,9 	 1 	 3 	 172 	 993 	 -0,5 	 4,4 	 27,02 	  
07:50 06.12.2019 	 1,7 	 1,91 	 1 	 2 	 203 	 993 	 -0,3 	 4,5 	 27,22 	  
07:40 06.12.2019 	 1,72 	 1,9 	 2 	 4 	 102 	 993 	 -0,4 	 4,5 	 27,15 	  
07:30 06.12.2019 	 1,74 	 1,93 	 3 	 5 	 77 	 993 	 0,1 	 4,5 	 27,05 	  
07:20 06.12.2019 	 1,76 	 1,97 	 4 	 6 	 82 	 993 	 0,3 	 4,4 	 27,11 	  
07:10 06.12.2019 	 1,79 	 2,02 	 4 	 6 	 85 	 993 	 0,2 	 4,3 	 27,1 	  
07:00 06.12.2019 	 1,82 	 2,07 	 5 	 8 	 91 	 993 	 0,5 	 4,2 	 26,98 	  
06:50 06.12.2019 	 1,86 	 2,13 	 5 	 7 	 91 	 992 	 0,6 	 4,1 	 26,9 	  
06:40 06.12.2019 	 1,9 	 2,23 	 6 	 7 	 88 	 992 	 0,6 	 4,1 	 26,87 	  
06:30 06.12.2019 	 1,94 	 2,28 	 3 	 4 	 77 	 992 	 0,1 	 4,1 	 26,98 	  
06:20 06.12.2019 	 1,98 	 2,35 	 3 	 4 	 74 	 992 	 0,1 	 4,1 	 27,01 	  
06:10 06.12.2019 	 2,03 	 2,42 	 3 	 4 	 85 	 992 	 0,1 	 4,2 	 27,19 	  
06:00 06.12.2019 	 2,08 	 2,49 	 3 	 4 	 92 	 992 	 0 	 4,2 	 27,16 	  
05:50 06.12.2019 	 2,13 	 2,53 	 1 	 2 	 141 	 992 	 0,2 	 4,2 	 27,12 	  
05:40 06.12.2019 	 2,19 	 2,56 	 2 	 3 	 216 	 992 	 -0 	 4,1 	 27,16 	  
05:30 06.12.2019 	 2,24 	 2,59 	 4 	 6 	 75 	 992 	 0,3 	 4 	 27,1 	  
05:20 06.12.2019 	 2,29 	 2,62 	 2 	 5 	 87 	 991 	 0,2 	 4,1 	 27,06 	  
05:10 06.12.2019 	 2,35 	 2,67 	 3 	 7 	 77 	 991 	 0,2 	 4 	 27,11 	  
05:00 06.12.2019 	 2,4 	 2,69 	 5 	 8 	 88 	 991 	 0,5 	 3,8 	 26,5 	  
04:50 06.12.2019 	 2,46 	 2,73 	 6 	 7 	 93 	 991 	 0,3 	 3,8 	 26,76 	  
04:40 06.12.2019 	 2,51 	 2,79 	 6 	 8 	 93 	 991 	 0,3 	 3,8 	 26,85 	  
04:30 06.12.2019 	 2,56 	 2,87 	 7 	 11 	 89 	 991 	 0,3 	 3,8 	 28,51 	  
04:20 06.12.2019 	 2,62 	 2,94 	 7 	 9 	 93 	 990 	 0,2 	 3,8 	 28,56 	  
04:10 06.12.2019 	 2,66 	 3,02 	 8 	 10 	 92 	 990 	 0,3 	 3,7 	 28,49 	  
04:00 06.12.2019 	 2,71 	 3,1 	 8 	 11 	 92 	 990 	 0,3 	 3,5 	 28,21 	  
03:50 06.12.2019 	 2,76 	 3,16 	 8 	 10 	 90 	 990 	 0 	 3,4 	 28,15 	  
03:40 06.12.2019 	 2,8 	 3,2 	 8 	 11 	 92 	 990 	 0 	 3,4 	 28,15 	  
03:30 06.12.2019 	 2,84 	 3,25 	 7 	 10 	 91 	 990 	 0,1 	 3,4 	 28,11 	  
03:20 06.12.2019 	 2,87 	 3,28 	 8 	 10 	 95 	 990 	 0,1 	 3,3 	 28,14 	  
03:10 06.12.2019 	 2,9 	 3,3 	 8 	 12 	 93 	 990 	 0,2 	 3,2 	 28,04 	  
03:00 06.12.2019 	 2,93 	 3,31 	 8 	 11 	 94 	 990 	 0,2 	 3,2 	 28,03 	  
02:50 06.12.2019 	 2,95 	 3,3 	 7 	 10 	 98 	 989 	 0,3 	 3,2 	 28,05 	  
02:40 06.12.2019 	 2,97 	 3,3 	 7 	 9 	 99 	 989 	 0,2 	 3,2 	 28,03 	  
02:30 06.12.2019 	 2,98 	 3,32 	 8 	 9 	 99 	 989 	 0,2 	 3,3 	 28,09 	  
02:20 06.12.2019 	 2,99 	 3,33 	 7 	 10 	 94 	 989 	 0,3 	 3,3 	 28,08 	  
02:10 06.12.2019 	 2,99 	 3,32 	 8 	 10 	 92 	 989 	 0,3 	 3,4 	 28,1 	  
02:00 06.12.2019 	 2,99 	 3,36 	 8 	 10 	 94 	 989 	 0,2 	 3,3 	 28 	  
01:50 06.12.2019 	 2,98 	 3,36 	 8 	 11 	 93 	 989 	 0,4 	 3,1 	 27,81 	  
01:40 06.12.2019 	 2,97 	 3,37 	 7 	 10 	 95 	 989 	 0,2 	 3 	 27,91 	  
01:30 06.12.2019 	 2,96 	 3,36 	 8 	 11 	 94 	 989 	 0,4 	 3,1 	 28,02 	  
01:20 06.12.2019 	 2,94 	 3,36 	 8 	 11 	 90 	 989 	 0,4 	 3,1 	 27,84 	  
01:10 06.12.2019 	 2,91 	 3,33 	 8 	 10 	 96 	 988 	 0,5 	 3,2 	 27,9 	  
01:00 06.12.2019 	 2,88 	 3,28 	 8 	 12 	 89 	 988 	 0,5 	 3,2 	 28,19 	  
00:50 06.12.2019 	 2,84 	 3,26 	 9 	 12 	 90 	 988 	 0,5 	 3,1 	 27,97 	  
00:40 06.12.2019 	 2,81 	 3,18 	 9 	 12 	 93 	 988 	 0,6 	 3,2 	 28,01 	  
00:30 06.12.2019 	 2,76 	 3,16 	 7 	 10 	 97 	 988 	 0,5 	 3,2 	 28,1 	  
00:20 06.12.2019 	 2,72 	 3,09 	 8 	 11 	 102 	 988 	 0,5 	 3,2 	 28,05 	  
00:10 06.12.2019 	 2,67 	 3,01 	 7 	 9 	 96 	 988 	 0,6 	 3,2 	 27,65 	  
00:00 06.12.2019 	 2,62 	 2,95 	 6 	 9 	 90 	 988 	 0,4 	 3,4 	 26,99 	  
23:50 05.12.2019 	 2,56 	 2,91 	 7 	 11 	 88 	 987 	 0,8 	 3,4 	 26,49 	  
23:40 05.12.2019 	 2,5 	 2,85 	 7 	 9 	 103 	 987 	 0,4 	 3,4 	 26,38 	  
23:30 05.12.2019 	 2,45 	 2,76 	 5 	 7 	 98 	 987 	 0,6 	 3,4 	 26,39 	  
23:20 05.12.2019 	 2,39 	 2,75 	 6 	 8 	 95 	 987 	 0,5 	 3,4 	 26,23 	  
23:10 05.12.2019 	 2,33 	 2,69 	 6 	 9 	 91 	 987 	 0,4 	 4,5 	 27,18 	  
23:00 05.12.2019 	 2,27 	 2,62 	 6 	 8 	 88 	 987 	 0,6 	 4,6 	 27,5 	  
22:50 05.12.2019 	 2,2 	 2,58 	 6 	 8 	 89 	 987 	 0,5 	 4,6 	 27,4 	  
22:40 05.12.2019 	 2,14 	 2,55 	 7 	 9 	 81 	 987 	 0,5 	 4,7 	 27,45 	  
