Time [yyyy/MM/dd HH:mm:ss],Mjoeyrarhofn: water level (waterlevel) at Mjoeyrarhofn_ FlowFM [m]
2019/12/01 00:00:00,0
2019/12/01 00:05:00,-6.4429E-39
2019/12/01 00:10:00,-3.2516E-30
2019/12/01 00:15:00,-4.4878E-24
2019/12/01 00:20:00,-3.9595E-19
2019/12/01 00:25:00,-5.0333E-15
2019/12/01 00:30:00,-1.3499E-11
2019/12/01 00:35:00,-9.435E-09
2019/12/01 00:40:00,-1.9453E-06
2019/12/01 00:45:00,-0.00012714
2019/12/01 00:50:00,-0.0027559
2019/12/01 00:55:00,-0.021043
2019/12/01 01:00:00,-0.0671
2019/12/01 01:05:00,-0.12391
2019/12/01 01:10:00,-0.18256
2019/12/01 01:15:00,-0.26869
2019/12/01 01:20:00,-0.36478
2019/12/01 01:25:00,-0.41747
2019/12/01 01:30:00,-0.44167
2019/12/01 01:35:00,-0.48307
2019/12/01 01:40:00,-0.50527
2019/12/01 01:45:00,-0.47504
2019/12/01 01:50:00,-0.43139
2019/12/01 01:55:00,-0.38821
2019/12/01 02:00:00,-0.30543
2019/12/01 02:05:00,-0.18466
2019/12/01 02:10:00,-0.0593
2019/12/01 02:15:00,0.060335
2019/12/01 02:20:00,0.17289
2019/12/01 02:25:00,0.2658
2019/12/01 02:30:00,0.34565
2019/12/01 02:35:00,0.42451
2019/12/01 02:40:00,0.48271
2019/12/01 02:45:00,0.51543
2019/12/01 02:50:00,0.55988
2019/12/01 02:55:00,0.61503
2019/12/01 03:00:00,0.63307
2019/12/01 03:05:00,0.61156
2019/12/01 03:10:00,0.59716
2019/12/01 03:15:00,0.60255
2019/12/01 03:20:00,0.59445
2019/12/01 03:25:00,0.56671
2019/12/01 03:30:00,0.54756
2019/12/01 03:35:00,0.53488
2019/12/01 03:40:00,0.48255
2019/12/01 03:45:00,0.36362
2019/12/01 03:50:00,0.21107
2019/12/01 03:55:00,0.076577
2019/12/01 04:00:00,-0.039201
2019/12/01 04:05:00,-0.1773
2019/12/01 04:10:00,-0.32955
2019/12/01 04:15:00,-0.41701
2019/12/01 04:20:00,-0.39215
2019/12/01 04:25:00,-0.29509
2019/12/01 04:30:00,-0.16321
2019/12/01 04:35:00,0.043744
2019/12/01 04:40:00,0.37889
2019/12/01 04:45:00,0.80823
2019/12/01 04:50:00,1.2162
2019/12/01 04:55:00,1.5289
2019/12/01 05:00:00,1.7424
2019/12/01 05:05:00,1.8717
2019/12/01 05:10:00,1.8776
2019/12/01 05:15:00,1.7182
2019/12/01 05:20:00,1.4507
2019/12/01 05:25:00,1.1381
2019/12/01 05:30:00,0.81737
2019/12/01 05:35:00,0.5253
2019/12/01 05:40:00,0.30311
2019/12/01 05:45:00,0.16862
2019/12/01 05:50:00,0.09781
2019/12/01 05:55:00,0.058171
2019/12/01 06:00:00,0.028076
2019/12/01 06:05:00,0.01164
2019/12/01 06:10:00,0.02244
2019/12/01 06:15:00,0.053935
2019/12/01 06:20:00,0.087022
2019/12/01 06:25:00,0.13298
2019/12/01 06:30:00,0.22261
2019/12/01 06:35:00,0.3468
2019/12/01 06:40:00,0.46115
2019/12/01 06:45:00,0.54615
2019/12/01 06:50:00,0.61711
2019/12/01 06:55:00,0.68917
2019/12/01 07:00:00,0.75953
2019/12/01 07:05:00,0.82131
2019/12/01 07:10:00,0.86788
2019/12/01 07:15:00,0.88956
2019/12/01 07:20:00,0.88058
2019/12/01 07:25:00,0.84873
2019/12/01 07:30:00,0.81257
2019/12/01 07:35:00,0.78119
2019/12/01 07:40:00,0.74336
2019/12/01 07:45:00,0.68677
2019/12/01 07:50:00,0.61748
2019/12/01 07:55:00,0.5446
2019/12/01 08:00:00,0.45887
2019/12/01 08:05:00,0.34279
2019/12/01 08:10:00,0.19673
2019/12/01 08:15:00,0.043654
2019/12/01 08:20:00,-0.094848
2019/12/01 08:25:00,-0.21644
2019/12/01 08:30:00,-0.32121
2019/12/01 08:35:00,-0.397
2019/12/01 08:40:00,-0.4355
2019/12/01 08:45:00,-0.44362
2019/12/01 08:50:00,-0.42824
2019/12/01 08:55:00,-0.38718
2019/12/01 09:00:00,-0.31813
2019/12/01 09:05:00,-0.22041
2019/12/01 09:10:00,-0.092999
2019/12/01 09:15:00,0.060316
2019/12/01 09:20:00,0.22966
2019/12/01 09:25:00,0.39794
2019/12/01 09:30:00,0.53981
2019/12/01 09:35:00,0.62782
2019/12/01 09:40:00,0.64266
2019/12/01 09:45:00,0.58009
2019/12/01 09:50:00,0.44985
2019/12/01 09:55:00,0.2737
2019/12/01 10:00:00,0.073884
2019/12/01 10:05:00,-0.13212
2019/12/01 10:10:00,-0.32292
2019/12/01 10:15:00,-0.47703
2019/12/01 10:20:00,-0.58491
2019/12/01 10:25:00,-0.64953
2019/12/01 10:30:00,-0.67455
2019/12/01 10:35:00,-0.6594
2019/12/01 10:40:00,-0.60482
2019/12/01 10:45:00,-0.5212
2019/12/01 10:50:00,-0.42823
2019/12/01 10:55:00,-0.34619
2019/12/01 11:00:00,-0.29074
2019/12/01 11:05:00,-0.2743
2019/12/01 11:10:00,-0.30153
2019/12/01 11:15:00,-0.36316
2019/12/01 11:20:00,-0.44467
2019/12/01 11:25:00,-0.52884
2019/12/01 11:30:00,-0.59732
2019/12/01 11:35:00,-0.63904
2019/12/01 11:40:00,-0.64885
2019/12/01 11:45:00,-0.625
2019/12/01 11:50:00,-0.5718
2019/12/01 11:55:00,-0.4971
2019/12/01 12:00:00,-0.40422
2019/12/01 12:05:00,-0.29326
2019/12/01 12:10:00,-0.16907
2019/12/01 12:15:00,-0.041602
2019/12/01 12:20:00,0.079523
2019/12/01 12:25:00,0.18149
2019/12/01 12:30:00,0.24693
2019/12/01 12:35:00,0.26204
2019/12/01 12:40:00,0.21914
2019/12/01 12:45:00,0.11694
2019/12/01 12:50:00,-0.036509
2019/12/01 12:55:00,-0.2243
2019/12/01 13:00:00,-0.42512
2019/12/01 13:05:00,-0.61537
2019/12/01 13:10:00,-0.77522
2019/12/01 13:15:00,-0.89371
2019/12/01 13:20:00,-0.96543
2019/12/01 13:25:00,-0.98541
2019/12/01 13:30:00,-0.95152
2019/12/01 13:35:00,-0.86873
2019/12/01 13:40:00,-0.74654
2019/12/01 13:45:00,-0.59402
2019/12/01 13:50:00,-0.4218
2019/12/01 13:55:00,-0.24046
2019/12/01 14:00:00,-0.05819
2019/12/01 14:05:00,0.10745
2019/12/01 14:10:00,0.23675
2019/12/01 14:15:00,0.3334
2019/12/01 14:20:00,0.40737
2019/12/01 14:25:00,0.45424
2019/12/01 14:30:00,0.47406
2019/12/01 14:35:00,0.468
2019/12/01 14:40:00,0.44289
2019/12/01 14:45:00,0.39513
2019/12/01 14:50:00,0.32878
2019/12/01 14:55:00,0.25354
2019/12/01 15:00:00,0.1719
2019/12/01 15:05:00,0.092796
2019/12/01 15:10:00,0.028033
2019/12/01 15:15:00,-0.013436
2019/12/01 15:20:00,-0.035641
2019/12/01 15:25:00,-0.047635
2019/12/01 15:30:00,-0.057826
2019/12/01 15:35:00,-0.078676
2019/12/01 15:40:00,-0.11478
2019/12/01 15:45:00,-0.16088
2019/12/01 15:50:00,-0.20607
2019/12/01 15:55:00,-0.23867
2019/12/01 16:00:00,-0.24488
2019/12/01 16:05:00,-0.21212
2019/12/01 16:10:00,-0.13652
2019/12/01 16:15:00,-0.020665
2019/12/01 16:20:00,0.12903
2019/12/01 16:25:00,0.30132
2019/12/01 16:30:00,0.4815
2019/12/01 16:35:00,0.65946
2019/12/01 16:40:00,0.82807
2019/12/01 16:45:00,0.97439
2019/12/01 16:50:00,1.0807
2019/12/01 16:55:00,1.1365
2019/12/01 17:00:00,1.1358
2019/12/01 17:05:00,1.0718
2019/12/01 17:10:00,0.94895
2019/12/01 17:15:00,0.78671
2019/12/01 17:20:00,0.60159
2019/12/01 17:25:00,0.40553
2019/12/01 17:30:00,0.2206
2019/12/01 17:35:00,0.069465
2019/12/01 17:40:00,-0.042124
2019/12/01 17:45:00,-0.11648
2019/12/01 17:50:00,-0.15318
2019/12/01 17:55:00,-0.15242
2019/12/01 18:00:00,-0.12163
2019/12/01 18:05:00,-0.06948
2019/12/01 18:10:00,-0.0015593
2019/12/01 18:15:00,0.076674
2019/12/01 18:20:00,0.15893
2019/12/01 18:25:00,0.24128
2019/12/01 18:30:00,0.32224
2019/12/01 18:35:00,0.40075
2019/12/01 18:40:00,0.47685
2019/12/01 18:45:00,0.55147
2019/12/01 18:50:00,0.62462
2019/12/01 18:55:00,0.69401
2019/12/01 19:00:00,0.75393
2019/12/01 19:05:00,0.79551
2019/12/01 19:10:00,0.80808
2019/12/01 19:15:00,0.78198
2019/12/01 19:20:00,0.7113
2019/12/01 19:25:00,0.59748
2019/12/01 19:30:00,0.45139
2019/12/01 19:35:00,0.2895
2019/12/01 19:40:00,0.12869
2019/12/01 19:45:00,-0.014583
2019/12/01 19:50:00,-0.12517
2019/12/01 19:55:00,-0.19386
2019/12/01 20:00:00,-0.22141
2019/12/01 20:05:00,-0.21523
2019/12/01 20:10:00,-0.18434
2019/12/01 20:15:00,-0.13985
2019/12/01 20:20:00,-0.095644
2019/12/01 20:25:00,-0.062765
2019/12/01 20:30:00,-0.04573
2019/12/01 20:35:00,-0.047161
2019/12/01 20:40:00,-0.070335
2019/12/01 20:45:00,-0.11313
2019/12/01 20:50:00,-0.1662
2019/12/01 20:55:00,-0.21812
2019/12/01 21:00:00,-0.2579
2019/12/01 21:05:00,-0.2757
2019/12/01 21:10:00,-0.26529
2019/12/01 21:15:00,-0.22558
2019/12/01 21:20:00,-0.16039
2019/12/01 21:25:00,-0.079093
2019/12/01 21:30:00,0.0030432
2019/12/01 21:35:00,0.069152
2019/12/01 21:40:00,0.10859
2019/12/01 21:45:00,0.11838
2019/12/01 21:50:00,0.097506
2019/12/01 21:55:00,0.046369
2019/12/01 22:00:00,-0.029492
2019/12/01 22:05:00,-0.12143
2019/12/01 22:10:00,-0.22362
2019/12/01 22:15:00,-0.33209
2019/12/01 22:20:00,-0.44269
2019/12/01 22:25:00,-0.55134
2019/12/01 22:30:00,-0.6541
2019/12/01 22:35:00,-0.74581
2019/12/01 22:40:00,-0.82189
2019/12/01 22:45:00,-0.87933
2019/12/01 22:50:00,-0.91483
2019/12/01 22:55:00,-0.92533
2019/12/01 23:00:00,-0.91108
2019/12/01 23:05:00,-0.87486
2019/12/01 23:10:00,-0.81846
2019/12/01 23:15:00,-0.74271
2019/12/01 23:20:00,-0.65189
2019/12/01 23:25:00,-0.5547
2019/12/01 23:30:00,-0.4588
2019/12/01 23:35:00,-0.36846
2019/12/01 23:40:00,-0.28975
2019/12/01 23:45:00,-0.23157
2019/12/01 23:50:00,-0.19998
2019/12/01 23:55:00,-0.19109
2019/12/02 00:00:00,-0.20011
2019/12/02 00:05:00,-0.22465
2019/12/02 00:10:00,-0.25974
2019/12/02 00:15:00,-0.30135
2019/12/02 00:20:00,-0.34578
2019/12/02 00:25:00,-0.38961
2019/12/02 00:30:00,-0.43247
2019/12/02 00:35:00,-0.47612
2019/12/02 00:40:00,-0.52141
2019/12/02 00:45:00,-0.56771
2019/12/02 00:50:00,-0.61491
2019/12/02 00:55:00,-0.66334
2019/12/02 01:00:00,-0.71214
2019/12/02 01:05:00,-0.75985
2019/12/02 01:10:00,-0.80523
2019/12/02 01:15:00,-0.84589
2019/12/02 01:20:00,-0.87621
2019/12/02 01:25:00,-0.88753
2019/12/02 01:30:00,-0.87134
2019/12/02 01:35:00,-0.82205
2019/12/02 01:40:00,-0.737
2019/12/02 01:45:00,-0.61633
2019/12/02 01:50:00,-0.46498
2019/12/02 01:55:00,-0.2914
2019/12/02 02:00:00,-0.10491
2019/12/02 02:05:00,0.078437
2019/12/02 02:10:00,0.23522
2019/12/02 02:15:00,0.36053
2019/12/02 02:20:00,0.45251
2019/12/02 02:25:00,0.5003
2019/12/02 02:30:00,0.49468
2019/12/02 02:35:00,0.43653
2019/12/02 02:40:00,0.3384
2019/12/02 02:45:00,0.20469
2019/12/02 02:50:00,0.049152
2019/12/02 02:55:00,-0.11697
2019/12/02 03:00:00,-0.28112
2019/12/02 03:05:00,-0.42563
2019/12/02 03:10:00,-0.53494
2019/12/02 03:15:00,-0.60046
2019/12/02 03:20:00,-0.62126
2019/12/02 03:25:00,-0.59425
2019/12/02 03:30:00,-0.5199
2019/12/02 03:35:00,-0.40709
2019/12/02 03:40:00,-0.26603
2019/12/02 03:45:00,-0.10447
2019/12/02 03:50:00,0.06735
2019/12/02 03:55:00,0.23475
2019/12/02 04:00:00,0.38721
2019/12/02 04:05:00,0.51921
2019/12/02 04:10:00,0.62447
2019/12/02 04:15:00,0.69551
2019/12/02 04:20:00,0.72883
2019/12/02 04:25:00,0.72917
2019/12/02 04:30:00,0.70404
2019/12/02 04:35:00,0.66288
2019/12/02 04:40:00,0.61249
2019/12/02 04:45:00,0.56004
2019/12/02 04:50:00,0.51535
2019/12/02 04:55:00,0.48498
2019/12/02 05:00:00,0.4682
2019/12/02 05:05:00,0.46141
2019/12/02 05:10:00,0.46228
2019/12/02 05:15:00,0.46658
2019/12/02 05:20:00,0.466
2019/12/02 05:25:00,0.45454
2019/12/02 05:30:00,0.43097
2019/12/02 05:35:00,0.3942
2019/12/02 05:40:00,0.34519
2019/12/02 05:45:00,0.29158
2019/12/02 05:50:00,0.24289
2019/12/02 05:55:00,0.20684
2019/12/02 06:00:00,0.19054
2019/12/02 06:05:00,0.20198
2019/12/02 06:10:00,0.24573
2019/12/02 06:15:00,0.31848
2019/12/02 06:20:00,0.41254
2019/12/02 06:25:00,0.52103
2019/12/02 06:30:00,0.63604
2019/12/02 06:35:00,0.74644
2019/12/02 06:40:00,0.84182
2019/12/02 06:45:00,0.91574
2019/12/02 06:50:00,0.96277
2019/12/02 06:55:00,0.97823
2019/12/02 07:00:00,0.96249
2019/12/02 07:05:00,0.91993
2019/12/02 07:10:00,0.85335
2019/12/02 07:15:00,0.76515
2019/12/02 07:20:00,0.66336
2019/12/02 07:25:00,0.56027
2019/12/02 07:30:00,0.46497
2019/12/02 07:35:00,0.38179
2019/12/02 07:40:00,0.31466
2019/12/02 07:45:00,0.2678
2019/12/02 07:50:00,0.24193
2019/12/02 07:55:00,0.23282
2019/12/02 08:00:00,0.23446
2019/12/02 08:05:00,0.2425
2019/12/02 08:10:00,0.25352
2019/12/02 08:15:00,0.26342
2019/12/02 08:20:00,0.26936
2019/12/02 08:25:00,0.27119
2019/12/02 08:30:00,0.26864
2019/12/02 08:35:00,0.26043
2019/12/02 08:40:00,0.24786
2019/12/02 08:45:00,0.23521
2019/12/02 08:50:00,0.22587
2019/12/02 08:55:00,0.22121
2019/12/02 09:00:00,0.22282
2019/12/02 09:05:00,0.23304
2019/12/02 09:10:00,0.25274
2019/12/02 09:15:00,0.28031
2019/12/02 09:20:00,0.31314
2019/12/02 09:25:00,0.34841
2019/12/02 09:30:00,0.38177
2019/12/02 09:35:00,0.40725
2019/12/02 09:40:00,0.41986
2019/12/02 09:45:00,0.41579
2019/12/02 09:50:00,0.39037
2019/12/02 09:55:00,0.33942
2019/12/02 10:00:00,0.26257
2019/12/02 10:05:00,0.16244
2019/12/02 10:10:00,0.043265
2019/12/02 10:15:00,-0.087928
2019/12/02 10:20:00,-0.2214
2019/12/02 10:25:00,-0.34739
2019/12/02 10:30:00,-0.45669
2019/12/02 10:35:00,-0.54048
2019/12/02 10:40:00,-0.5927
2019/12/02 10:45:00,-0.61144
2019/12/02 10:50:00,-0.59743
2019/12/02 10:55:00,-0.55383
2019/12/02 11:00:00,-0.48629
2019/12/02 11:05:00,-0.40185
2019/12/02 11:10:00,-0.30668
2019/12/02 11:15:00,-0.20602
2019/12/02 11:20:00,-0.10673
2019/12/02 11:25:00,-0.015123
2019/12/02 11:30:00,0.06424
2019/12/02 11:35:00,0.1276
2019/12/02 11:40:00,0.17203
2019/12/02 11:45:00,0.19408
2019/12/02 11:50:00,0.19077
2019/12/02 11:55:00,0.16142
2019/12/02 12:00:00,0.1076
2019/12/02 12:05:00,0.031918
2019/12/02 12:10:00,-0.062507
2019/12/02 12:15:00,-0.17158
2019/12/02 12:20:00,-0.28927
2019/12/02 12:25:00,-0.40911
2019/12/02 12:30:00,-0.5233
2019/12/02 12:35:00,-0.62405
2019/12/02 12:40:00,-0.7048
2019/12/02 12:45:00,-0.76083
2019/12/02 12:50:00,-0.78917
2019/12/02 12:55:00,-0.78897
2019/12/02 13:00:00,-0.76113
2019/12/02 13:05:00,-0.70761
2019/12/02 13:10:00,-0.63256
2019/12/02 13:15:00,-0.54279
2019/12/02 13:20:00,-0.44429
2019/12/02 13:25:00,-0.33995
2019/12/02 13:30:00,-0.23367
2019/12/02 13:35:00,-0.13391
2019/12/02 13:40:00,-0.048504
2019/12/02 13:45:00,0.022763
2019/12/02 13:50:00,0.079001
2019/12/02 13:55:00,0.11639
2019/12/02 14:00:00,0.13281
2019/12/02 14:05:00,0.13076
2019/12/02 14:10:00,0.11464
2019/12/02 14:15:00,0.087174
2019/12/02 14:20:00,0.050599
2019/12/02 14:25:00,0.007367
2019/12/02 14:30:00,-0.040295
2019/12/02 14:35:00,-0.091091
2019/12/02 14:40:00,-0.14434
2019/12/02 14:45:00,-0.19934
2019/12/02 14:50:00,-0.25408
2019/12/02 14:55:00,-0.30637
2019/12/02 15:00:00,-0.355
2019/12/02 15:05:00,-0.39681
2019/12/02 15:10:00,-0.42503
2019/12/02 15:15:00,-0.4332
2019/12/02 15:20:00,-0.41844
2019/12/02 15:25:00,-0.37896
2019/12/02 15:30:00,-0.31333
2019/12/02 15:35:00,-0.22281
2019/12/02 15:40:00,-0.11232
2019/12/02 15:45:00,0.010204
2019/12/02 15:50:00,0.13592
2019/12/02 15:55:00,0.25589
2019/12/02 16:00:00,0.36213
2019/12/02 16:05:00,0.44788
2019/12/02 16:10:00,0.50808
2019/12/02 16:15:00,0.54065
2019/12/02 16:20:00,0.54559
2019/12/02 16:25:00,0.52491
2019/12/02 16:30:00,0.48539
2019/12/02 16:35:00,0.43377
2019/12/02 16:40:00,0.37319
2019/12/02 16:45:00,0.30721
2019/12/02 16:50:00,0.24364
2019/12/02 16:55:00,0.18756
2019/12/02 17:00:00,0.13956
2019/12/02 17:05:00,0.10212
2019/12/02 17:10:00,0.078696
2019/12/02 17:15:00,0.069531
2019/12/02 17:20:00,0.073427
2019/12/02 17:25:00,0.090374
2019/12/02 17:30:00,0.11937
2019/12/02 17:35:00,0.15623
2019/12/02 17:40:00,0.19691
2019/12/02 17:45:00,0.23928
2019/12/02 17:50:00,0.28088
2019/12/02 17:55:00,0.31855
2019/12/02 18:00:00,0.35051
2019/12/02 18:05:00,0.37613
2019/12/02 18:10:00,0.3944
2019/12/02 18:15:00,0.40571
2019/12/02 18:20:00,0.41244
2019/12/02 18:25:00,0.41645
2019/12/02 18:30:00,0.41907
2019/12/02 18:35:00,0.42296
2019/12/02 18:40:00,0.43104
2019/12/02 18:45:00,0.44426
2019/12/02 18:50:00,0.46234
2019/12/02 18:55:00,0.48492
2019/12/02 19:00:00,0.5103
2019/12/02 19:05:00,0.53463
2019/12/02 19:10:00,0.55315
2019/12/02 19:15:00,0.56142
2019/12/02 19:20:00,0.55452
2019/12/02 19:25:00,0.52783
2019/12/02 19:30:00,0.47932
2019/12/02 19:35:00,0.40972
2019/12/02 19:40:00,0.32147
2019/12/02 19:45:00,0.22007
2019/12/02 19:50:00,0.11431
2019/12/02 19:55:00,0.013865
2019/12/02 20:00:00,-0.072095
2019/12/02 20:05:00,-0.13508
2019/12/02 20:10:00,-0.16911
2019/12/02 20:15:00,-0.17137
2019/12/02 20:20:00,-0.14178
2019/12/02 20:25:00,-0.084139
2019/12/02 20:30:00,-0.0062551
2019/12/02 20:35:00,0.082882
2019/12/02 20:40:00,0.17455
2019/12/02 20:45:00,0.25998
2019/12/02 20:50:00,0.33091
2019/12/02 20:55:00,0.38146
2019/12/02 21:00:00,0.40858
2019/12/02 21:05:00,0.41172
2019/12/02 21:10:00,0.39251
2019/12/02 21:15:00,0.35396
2019/12/02 21:20:00,0.30059
2019/12/02 21:25:00,0.2375
2019/12/02 21:30:00,0.16896
2019/12/02 21:35:00,0.098569
2019/12/02 21:40:00,0.029112
2019/12/02 21:45:00,-0.037788
2019/12/02 21:50:00,-0.10159
2019/12/02 21:55:00,-0.16237
2019/12/02 22:00:00,-0.22105
2019/12/02 22:05:00,-0.27871
2019/12/02 22:10:00,-0.33522
2019/12/02 22:15:00,-0.38949
2019/12/02 22:20:00,-0.44027
2019/12/02 22:25:00,-0.48562
2019/12/02 22:30:00,-0.52234
2019/12/02 22:35:00,-0.547
2019/12/02 22:40:00,-0.55691
2019/12/02 22:45:00,-0.54936
2019/12/02 22:50:00,-0.52192
2019/12/02 22:55:00,-0.47446
2019/12/02 23:00:00,-0.41009
2019/12/02 23:05:00,-0.33273
2019/12/02 23:10:00,-0.24652
2019/12/02 23:15:00,-0.15855
2019/12/02 23:20:00,-0.077541
2019/12/02 23:25:00,-0.010299
2019/12/02 23:30:00,0.03765
2019/12/02 23:35:00,0.0607
2019/12/02 23:40:00,0.054194
2019/12/02 23:45:00,0.016865
2019/12/02 23:50:00,-0.048881
2019/12/02 23:55:00,-0.14001
2019/12/03 00:00:00,-0.25213
2019/12/03 00:05:00,-0.37793
2019/12/03 00:10:00,-0.50791
2019/12/03 00:15:00,-0.63343
2019/12/03 00:20:00,-0.74765
2019/12/03 00:25:00,-0.84363
2019/12/03 00:30:00,-0.91391
2019/12/03 00:35:00,-0.95306
2019/12/03 00:40:00,-0.95954
2019/12/03 00:45:00,-0.93377
2019/12/03 00:50:00,-0.87724
2019/12/03 00:55:00,-0.79389
2019/12/03 01:00:00,-0.68983
2019/12/03 01:05:00,-0.57355
2019/12/03 01:10:00,-0.45456
2019/12/03 01:15:00,-0.34031
2019/12/03 01:20:00,-0.23725
2019/12/03 01:25:00,-0.15509
2019/12/03 01:30:00,-0.10238
2019/12/03 01:35:00,-0.074329
2019/12/03 01:40:00,-0.067898
2019/12/03 01:45:00,-0.084881
2019/12/03 01:50:00,-0.12292
2019/12/03 01:55:00,-0.17401
2019/12/03 02:00:00,-0.22835
2019/12/03 02:05:00,-0.2817
2019/12/03 02:10:00,-0.33209
2019/12/03 02:15:00,-0.37621
2019/12/03 02:20:00,-0.41071
2019/12/03 02:25:00,-0.43465
2019/12/03 02:30:00,-0.45005
2019/12/03 02:35:00,-0.45936
2019/12/03 02:40:00,-0.46325
2019/12/03 02:45:00,-0.4611
2019/12/03 02:50:00,-0.45348
2019/12/03 02:55:00,-0.44203
2019/12/03 03:00:00,-0.4266
2019/12/03 03:05:00,-0.40483
2019/12/03 03:10:00,-0.37496
2019/12/03 03:15:00,-0.3377
2019/12/03 03:20:00,-0.29419
2019/12/03 03:25:00,-0.24412
2019/12/03 03:30:00,-0.18735
2019/12/03 03:35:00,-0.12585
2019/12/03 03:40:00,-0.062851
2019/12/03 03:45:00,-0.00087591
2019/12/03 03:50:00,0.058379
2019/12/03 03:55:00,0.11266
2019/12/03 04:00:00,0.15936
2019/12/03 04:05:00,0.19723
2019/12/03 04:10:00,0.22609
2019/12/03 04:15:00,0.24541
2019/12/03 04:20:00,0.25457
2019/12/03 04:25:00,0.2543
2019/12/03 04:30:00,0.24614
2019/12/03 04:35:00,0.23118
2019/12/03 04:40:00,0.21002
2019/12/03 04:45:00,0.18462
2019/12/03 04:50:00,0.15824
2019/12/03 04:55:00,0.13301
2019/12/03 05:00:00,0.10947
2019/12/03 05:05:00,0.089016
2019/12/03 05:10:00,0.074757
2019/12/03 05:15:00,0.06902
2019/12/03 05:20:00,0.072089
2019/12/03 05:25:00,0.083815
2019/12/03 05:30:00,0.10492
2019/12/03 05:35:00,0.13556
2019/12/03 05:40:00,0.17368
2019/12/03 05:45:00,0.21634
2019/12/03 05:50:00,0.26201
2019/12/03 05:55:00,0.30973
2019/12/03 06:00:00,0.35717
2019/12/03 06:05:00,0.40203
2019/12/03 06:10:00,0.44402
2019/12/03 06:15:00,0.4834
2019/12/03 06:20:00,0.51942
2019/12/03 06:25:00,0.55121
2019/12/03 06:30:00,0.57859
2019/12/03 06:35:00,0.60137
2019/12/03 06:40:00,0.61907
2019/12/03 06:45:00,0.63105
2019/12/03 06:50:00,0.63638
2019/12/03 06:55:00,0.63403
2019/12/03 07:00:00,0.6237
2019/12/03 07:05:00,0.60555
2019/12/03 07:10:00,0.57948
2019/12/03 07:15:00,0.54578
2019/12/03 07:20:00,0.50551
2019/12/03 07:25:00,0.45963
2019/12/03 07:30:00,0.40928
2019/12/03 07:35:00,0.35707
2019/12/03 07:40:00,0.30645
2019/12/03 07:45:00,0.26004
2019/12/03 07:50:00,0.22013
2019/12/03 07:55:00,0.18998
2019/12/03 08:00:00,0.17285
2019/12/03 08:05:00,0.17053
2019/12/03 08:10:00,0.18382
2019/12/03 08:15:00,0.21312
2019/12/03 08:20:00,0.25757
2019/12/03 08:25:00,0.31483
2019/12/03 08:30:00,0.38201
2019/12/03 08:35:00,0.4553
2019/12/03 08:40:00,0.52929
2019/12/03 08:45:00,0.5982
2019/12/03 08:50:00,0.65704
2019/12/03 08:55:00,0.70088
2019/12/03 09:00:00,0.72508
2019/12/03 09:05:00,0.72657
2019/12/03 09:10:00,0.70403
2019/12/03 09:15:00,0.65762
2019/12/03 09:20:00,0.58891
2019/12/03 09:25:00,0.50115
2019/12/03 09:30:00,0.39933
2019/12/03 09:35:00,0.28929
2019/12/03 09:40:00,0.17673
2019/12/03 09:45:00,0.067866
2019/12/03 09:50:00,-0.030297
2019/12/03 09:55:00,-0.11184
2019/12/03 10:00:00,-0.17306
2019/12/03 10:05:00,-0.21154
2019/12/03 10:10:00,-0.22557
2019/12/03 10:15:00,-0.21513
2019/12/03 10:20:00,-0.18252
2019/12/03 10:25:00,-0.1318
2019/12/03 10:30:00,-0.067708
2019/12/03 10:35:00,0.0046222
2019/12/03 10:40:00,0.079546
2019/12/03 10:45:00,0.15151
2019/12/03 10:50:00,0.21515
2019/12/03 10:55:00,0.26578
2019/12/03 11:00:00,0.30028
2019/12/03 11:05:00,0.31684
2019/12/03 11:10:00,0.31421
2019/12/03 11:15:00,0.29228
2019/12/03 11:20:00,0.2528
2019/12/03 11:25:00,0.19893
2019/12/03 11:30:00,0.13431
2019/12/03 11:35:00,0.062956
2019/12/03 11:40:00,-0.011121
2019/12/03 11:45:00,-0.084463
2019/12/03 11:50:00,-0.15455
2019/12/03 11:55:00,-0.21933
2019/12/03 12:00:00,-0.27695
2019/12/03 12:05:00,-0.32608
2019/12/03 12:10:00,-0.36601
2019/12/03 12:15:00,-0.39671
2019/12/03 12:20:00,-0.41871
2019/12/03 12:25:00,-0.43219
2019/12/03 12:30:00,-0.43647
2019/12/03 12:35:00,-0.43117
2019/12/03 12:40:00,-0.4171
2019/12/03 12:45:00,-0.39489
2019/12/03 12:50:00,-0.36375
2019/12/03 12:55:00,-0.32294
2019/12/03 13:00:00,-0.2741
2019/12/03 13:05:00,-0.22061
2019/12/03 13:10:00,-0.16551
2019/12/03 13:15:00,-0.11138
2019/12/03 13:20:00,-0.061604
2019/12/03 13:25:00,-0.020497
2019/12/03 13:30:00,0.0080141
2019/12/03 13:35:00,0.021158
2019/12/03 13:40:00,0.017153
2019/12/03 13:45:00,-0.0043536
2019/12/03 13:50:00,-0.042001
2019/12/03 13:55:00,-0.093137
2019/12/03 14:00:00,-0.15446
2019/12/03 14:05:00,-0.22178
2019/12/03 14:10:00,-0.28943
2019/12/03 14:15:00,-0.35157
2019/12/03 14:20:00,-0.40377
2019/12/03 14:25:00,-0.44259
2019/12/03 14:30:00,-0.46496
2019/12/03 14:35:00,-0.46932
2019/12/03 14:40:00,-0.45593
