Time [yyyy/MM/dd HH:mm:ss],Grindavik_inni: water level (waterlevel) at Grindavik_inni_ FlowFM [m]
2020/01/20 19:25:00,-0.81804
2020/01/20 19:30:00,-0.84267
2020/01/20 19:35:00,-0.86612
2020/01/20 19:40:00,-0.88841
2020/01/20 19:45:00,-0.90917
2020/01/20 19:50:00,-0.92844
2020/01/20 19:55:00,-0.94628
2020/01/20 20:00:00,-0.96263
2020/01/20 20:05:00,-0.97733
2020/01/20 20:10:00,-0.99057
2020/01/20 20:15:00,-1.0023
2020/01/20 20:20:00,-1.0125
2020/01/20 20:25:00,-1.021
2020/01/20 20:30:00,-1.028
2020/01/20 20:35:00,-1.0333
2020/01/20 20:40:00,-1.037
2020/01/20 20:45:00,-1.0391
2020/01/20 20:50:00,-1.0395
2020/01/20 20:55:00,-1.0383
2020/01/20 21:00:00,-1.0354
2020/01/20 21:05:00,-1.0307
2020/01/20 21:10:00,-1.021
2020/01/20 21:15:00,-1.0127
2020/01/20 21:20:00,-1.0037
2020/01/20 21:25:00,-0.99084
2020/01/20 21:30:00,-0.97684
2020/01/20 21:35:00,-0.96238
2020/01/20 21:40:00,-0.94649
2020/01/20 21:45:00,-0.92711
2020/01/20 21:50:00,-0.90734
2020/01/20 21:55:00,-0.88641
2020/01/20 22:00:00,-0.86426
2020/01/20 22:05:00,-0.83933
2020/01/20 22:10:00,-0.81783
2020/01/20 22:15:00,-0.79166
2020/01/20 22:20:00,-0.76316
2020/01/20 22:25:00,-0.73543
2020/01/20 22:30:00,-0.70612
2020/01/20 22:35:00,-0.67512
2020/01/20 22:40:00,-0.64301
2020/01/20 22:45:00,-0.6108
2020/01/20 22:50:00,-0.57644
2020/01/20 22:55:00,-0.54191
2020/01/20 23:00:00,-0.50603
2020/01/20 23:05:00,-0.47
2020/01/20 23:10:00,-0.42915
2020/01/20 23:15:00,-0.3918
2020/01/20 23:20:00,-0.35327
2020/01/20 23:25:00,-0.312
2020/01/20 23:30:00,-0.2719
2020/01/20 23:35:00,-0.23143
2020/01/20 23:40:00,-0.19033
2020/01/20 23:45:00,-0.14832
2020/01/20 23:50:00,-0.10732
2020/01/20 23:55:00,-0.066545
2020/01/21 00:00:00,-0.02414
2020/01/21 00:05:00,0.01776
2020/01/21 00:10:00,0.054615
2020/01/21 00:15:00,0.097668
2020/01/21 00:20:00,0.1397
2020/01/21 00:25:00,0.17931
2020/01/21 00:30:00,0.21701
2020/01/21 00:35:00,0.25811
2020/01/21 00:40:00,0.29779
2020/01/21 00:45:00,0.3356
2020/01/21 00:50:00,0.37259
2020/01/21 00:55:00,0.41054
2020/01/21 01:00:00,0.44669
2020/01/21 01:05:00,0.4829
2020/01/21 01:10:00,0.52076
2020/01/21 01:15:00,0.55397
2020/01/21 01:20:00,0.58659
2020/01/21 01:25:00,0.61972
2020/01/21 01:30:00,0.65281
2020/01/21 01:35:00,0.68186
2020/01/21 01:40:00,0.71017
2020/01/21 01:45:00,0.7389
2020/01/21 01:50:00,0.76659
2020/01/21 01:55:00,0.78997
2020/01/21 02:00:00,0.81405
2020/01/21 02:05:00,0.83691
2020/01/21 02:10:00,0.85535
2020/01/21 02:15:00,0.8735
2020/01/21 02:20:00,0.89166
2020/01/21 02:25:00,0.90735
2020/01/21 02:30:00,0.9201
2020/01/21 02:35:00,0.93206
2020/01/21 02:40:00,0.94402
2020/01/21 02:45:00,0.95301
2020/01/21 02:50:00,0.95964
2020/01/21 02:55:00,0.96578
2020/01/21 03:00:00,0.97005
2020/01/21 03:05:00,0.9726
2020/01/21 03:10:00,0.9751
2020/01/21 03:15:00,0.97394
2020/01/21 03:20:00,0.97201
2020/01/21 03:25:00,0.96826
2020/01/21 03:30:00,0.96279
2020/01/21 03:35:00,0.95592
2020/01/21 03:40:00,0.9466
2020/01/21 03:45:00,0.93615
2020/01/21 03:50:00,0.92426
2020/01/21 03:55:00,0.91002
2020/01/21 04:00:00,0.89497
2020/01/21 04:05:00,0.8775
2020/01/21 04:10:00,0.85945
2020/01/21 04:15:00,0.83902
2020/01/21 04:20:00,0.81768
2020/01/21 04:25:00,0.79468
2020/01/21 04:30:00,0.77023
2020/01/21 04:35:00,0.74457
2020/01/21 04:40:00,0.71737
2020/01/21 04:45:00,0.6892
2020/01/21 04:50:00,0.65949
2020/01/21 04:55:00,0.62872
2020/01/21 05:00:00,0.59694
2020/01/21 05:05:00,0.5639
2020/01/21 05:10:00,0.53009
2020/01/21 05:15:00,0.49502
2020/01/21 05:20:00,0.45937
2020/01/21 05:25:00,0.42265
2020/01/21 05:30:00,0.38525
2020/01/21 05:35:00,0.34711
2020/01/21 05:40:00,0.30818
2020/01/21 05:45:00,0.2688
2020/01/21 05:50:00,0.22889
2020/01/21 05:55:00,0.18874
2020/01/21 06:00:00,0.14795
2020/01/21 06:05:00,0.10672
2020/01/21 06:10:00,0.065571
2020/01/21 06:15:00,0.024146
2020/01/21 06:20:00,-0.017398
2020/01/21 06:25:00,-0.058919
2020/01/21 06:30:00,-0.10011
2020/01/21 06:35:00,-0.14139
2020/01/21 06:40:00,-0.18265
2020/01/21 06:45:00,-0.22325
2020/01/21 06:50:00,-0.26369
2020/01/21 06:55:00,-0.30393
2020/01/21 07:00:00,-0.34349
2020/01/21 07:05:00,-0.38242
2020/01/21 07:10:00,-0.42087
2020/01/21 07:15:00,-0.45876
2020/01/21 07:20:00,-0.49575
2020/01/21 07:25:00,-0.53175
2020/01/21 07:30:00,-0.56727
2020/01/21 07:35:00,-0.60178
2020/01/21 07:40:00,-0.6351
2020/01/21 07:45:00,-0.6675
2020/01/21 07:50:00,-0.69898
2020/01/21 07:55:00,-0.72917
2020/01/21 08:00:00,-0.75799
2020/01/21 08:05:00,-0.78577
2020/01/21 08:10:00,-0.81234
2020/01/21 08:15:00,-0.83733
2020/01/21 08:20:00,-0.86091
2020/01/21 08:25:00,-0.88322
2020/01/21 08:30:00,-0.90406
2020/01/21 08:35:00,-0.92328
2020/01/21 08:40:00,-0.941
2020/01/21 08:45:00,-0.95728
2020/01/21 08:50:00,-0.97189
2020/01/21 08:55:00,-0.9848
2020/01/21 09:00:00,-0.99618
2020/01/21 09:05:00,-1.0059
2020/01/21 09:10:00,-1.0139
2020/01/21 09:15:00,-1.0202
2020/01/21 09:20:00,-1.0249
2020/01/21 09:25:00,-1.0279
2020/01/21 09:30:00,-1.0291
2020/01/21 09:35:00,-1.0287
2020/01/21 09:40:00,-1.0266
2020/01/21 09:45:00,-1.0227
2020/01/21 09:50:00,-1.0171
2020/01/21 09:55:00,-1.0099
2020/01/21 10:00:00,-1.0011
2020/01/21 10:05:00,-0.99062
2020/01/21 10:10:00,-0.97845
2020/01/21 10:15:00,-0.96469
2020/01/21 10:20:00,-0.94945
2020/01/21 10:25:00,-0.93255
2020/01/21 10:30:00,-0.91422
2020/01/21 10:35:00,-0.89425
2020/01/21 10:40:00,-0.87295
2020/01/21 10:45:00,-0.8504
2020/01/21 10:50:00,-0.82639
2020/01/21 10:55:00,-0.80103
2020/01/21 11:00:00,-0.77445
2020/01/21 11:05:00,-0.7464
2020/01/21 11:10:00,-0.72039
2020/01/21 11:15:00,-0.69006
2020/01/21 11:20:00,-0.65941
2020/01/21 11:25:00,-0.62908
2020/01/21 11:30:00,-0.5967
2020/01/21 11:35:00,-0.56286
2020/01/21 11:40:00,-0.52901
2020/01/21 11:45:00,-0.49472
2020/01/21 11:50:00,-0.45827
2020/01/21 11:55:00,-0.42277
2020/01/21 12:00:00,-0.38552
2020/01/21 12:05:00,-0.3486
2020/01/21 12:10:00,-0.30374
2020/01/21 12:15:00,-0.26648
2020/01/21 12:20:00,-0.22832
2020/01/21 12:25:00,-0.18558
2020/01/21 12:30:00,-0.14426
2020/01/21 12:35:00,-0.10652
2020/01/21 12:40:00,-0.065722
2020/01/21 12:45:00,-0.024539
2020/01/21 12:50:00,0.015999
2020/01/21 12:55:00,0.053339
2020/01/21 13:00:00,0.094253
2020/01/21 13:05:00,0.13613
2020/01/21 13:10:00,0.17025
2020/01/21 13:15:00,0.20828
2020/01/21 13:20:00,0.24637
2020/01/21 13:25:00,0.28425
2020/01/21 13:30:00,0.31805
2020/01/21 13:35:00,0.3529
2020/01/21 13:40:00,0.38832
2020/01/21 13:45:00,0.42137
2020/01/21 13:50:00,0.45261
2020/01/21 13:55:00,0.48524
2020/01/21 14:00:00,0.51554
2020/01/21 14:05:00,0.54409
2020/01/21 14:10:00,0.57415
2020/01/21 14:15:00,0.60228
2020/01/21 14:20:00,0.62774
2020/01/21 14:25:00,0.65237
2020/01/21 14:30:00,0.67638
2020/01/21 14:35:00,0.69882
2020/01/21 14:40:00,0.71918
2020/01/21 14:45:00,0.73782
2020/01/21 14:50:00,0.75644
2020/01/21 14:55:00,0.77193
2020/01/21 15:00:00,0.78672
2020/01/21 15:05:00,0.79914
2020/01/21 15:10:00,0.80777
2020/01/21 15:15:00,0.81731
2020/01/21 15:20:00,0.82499
2020/01/21 15:25:00,0.83026
2020/01/21 15:30:00,0.83305
2020/01/21 15:35:00,0.83553
2020/01/21 15:40:00,0.83633
2020/01/21 15:45:00,0.83444
2020/01/21 15:50:00,0.83073
2020/01/21 15:55:00,0.82652
2020/01/21 16:00:00,0.81985
2020/01/21 16:05:00,0.81148
2020/01/21 16:10:00,0.80097
2020/01/21 16:15:00,0.78999
2020/01/21 16:20:00,0.77647
2020/01/21 16:25:00,0.76132
2020/01/21 16:30:00,0.74477
2020/01/21 16:35:00,0.72682
2020/01/21 16:40:00,0.70718
2020/01/21 16:45:00,0.68568
2020/01/21 16:50:00,0.66308
2020/01/21 16:55:00,0.6391
2020/01/21 17:00:00,0.61346
2020/01/21 17:05:00,0.58658
2020/01/21 17:10:00,0.56134
2020/01/21 17:15:00,0.53222
2020/01/21 17:20:00,0.50139
2020/01/21 17:25:00,0.47069
2020/01/21 17:30:00,0.43932
2020/01/21 17:35:00,0.40615
2020/01/21 17:40:00,0.3711
2020/01/21 17:45:00,0.3361
2020/01/21 17:50:00,0.30113
2020/01/21 17:55:00,0.26341
2020/01/21 18:00:00,0.22606
2020/01/21 18:05:00,0.18784
2020/01/21 18:10:00,0.1465
2020/01/21 18:15:00,0.10667
2020/01/21 18:20:00,0.06625
2020/01/21 18:25:00,0.025587
2020/01/21 18:30:00,-0.016902
2020/01/21 18:35:00,-0.057958
2020/01/21 18:40:00,-0.099114
2020/01/21 18:45:00,-0.14124
2020/01/21 18:50:00,-0.18366
2020/01/21 18:55:00,-0.22469
2020/01/21 19:00:00,-0.26623
2020/01/21 19:05:00,-0.3083
2020/01/21 19:10:00,-0.34926
2020/01/21 19:15:00,-0.38991
2020/01/21 19:20:00,-0.4302
2020/01/21 19:25:00,-0.47063
2020/01/21 19:30:00,-0.50959
2020/01/21 19:35:00,-0.54801
2020/01/21 19:40:00,-0.58633
2020/01/21 19:45:00,-0.62358
2020/01/21 19:50:00,-0.65963
2020/01/21 19:55:00,-0.69513
2020/01/21 20:00:00,-0.72978
2020/01/21 20:05:00,-0.76308
2020/01/21 20:10:00,-0.79186
2020/01/21 20:15:00,-0.8229
2020/01/21 20:20:00,-0.85301
2020/01/21 20:25:00,-0.87952
2020/01/21 20:30:00,-0.90524
2020/01/21 20:35:00,-0.93126
2020/01/21 20:40:00,-0.9555
2020/01/21 20:45:00,-0.97654
2020/01/21 20:50:00,-0.99717
2020/01/21 20:55:00,-1.0168
2020/01/21 21:00:00,-1.0346
2020/01/21 21:05:00,-1.0492
2020/01/21 21:10:00,-1.0674
2020/01/21 21:15:00,-1.0804
2020/01/21 21:20:00,-1.0901
2020/01/21 21:25:00,-1.1002
2020/01/21 21:30:00,-1.1086
2020/01/21 21:35:00,-1.1144
2020/01/21 21:40:00,-1.1173
2020/01/21 21:45:00,-1.121
2020/01/21 21:50:00,-1.1219
2020/01/21 21:55:00,-1.12
2020/01/21 22:00:00,-1.1159
2020/01/21 22:05:00,-1.1123
2020/01/21 22:10:00,-1.0982
2020/01/21 22:15:00,-1.0883
2020/01/21 22:20:00,-1.0789
2020/01/21 22:25:00,-1.0636
2020/01/21 22:30:00,-1.0472
2020/01/21 22:35:00,-1.0302
2020/01/21 22:40:00,-1.0129
2020/01/21 22:45:00,-0.98949
2020/01/21 22:50:00,-0.96644
2020/01/21 22:55:00,-0.94265
2020/01/21 23:00:00,-0.91778
2020/01/21 23:05:00,-0.88801
2020/01/21 23:10:00,-0.86272
2020/01/21 23:15:00,-0.83277
2020/01/21 23:20:00,-0.80064
2020/01/21 23:25:00,-0.76791
2020/01/21 23:30:00,-0.73382
2020/01/21 23:35:00,-0.69866
2020/01/21 23:40:00,-0.65959
2020/01/21 23:45:00,-0.62357
2020/01/21 23:50:00,-0.58441
2020/01/21 23:55:00,-0.54405
2020/01/22 00:00:00,-0.502
2020/01/22 00:05:00,-0.46127
2020/01/22 00:10:00,-0.41812
2020/01/22 00:15:00,-0.37407
2020/01/22 00:20:00,-0.32946
2020/01/22 00:25:00,-0.28476
2020/01/22 00:30:00,-0.23952
2020/01/22 00:35:00,-0.19186
2020/01/22 00:40:00,-0.14595
2020/01/22 00:45:00,-0.099224
2020/01/22 00:50:00,-0.052492
2020/01/22 00:55:00,-0.0044563
2020/01/22 01:00:00,0.042403
2020/01/22 01:05:00,0.089075
2020/01/22 01:10:00,0.13859
2020/01/22 01:15:00,0.18675
2020/01/22 01:20:00,0.23257
2020/01/22 01:25:00,0.27991
2020/01/22 01:30:00,0.32744
2020/01/22 01:35:00,0.37441
2020/01/22 01:40:00,0.41918
2020/01/22 01:45:00,0.46377
2020/01/22 01:50:00,0.5098
2020/01/22 01:55:00,0.55508
2020/01/22 02:00:00,0.59558
2020/01/22 02:05:00,0.63697
2020/01/22 02:10:00,0.684
2020/01/22 02:15:00,0.72378
2020/01/22 02:20:00,0.76159
2020/01/22 02:25:00,0.8006
2020/01/22 02:30:00,0.84011
2020/01/22 02:35:00,0.8763
2020/01/22 02:40:00,0.90817
2020/01/22 02:45:00,0.94273
2020/01/22 02:50:00,0.97603
2020/01/22 02:55:00,1.006
2020/01/22 03:00:00,1.0352
2020/01/22 03:05:00,1.0639
2020/01/22 03:10:00,1.0856
2020/01/22 03:15:00,1.1071
2020/01/22 03:20:00,1.1272
2020/01/22 03:25:00,1.1481
2020/01/22 03:30:00,1.1658
2020/01/22 03:35:00,1.179
2020/01/22 03:40:00,1.1927
2020/01/22 03:45:00,1.2059
2020/01/22 03:50:00,1.2153
2020/01/22 03:55:00,1.2226
2020/01/22 04:00:00,1.228
2020/01/22 04:05:00,1.2336
2020/01/22 04:10:00,1.2408
2020/01/22 04:15:00,1.2416
2020/01/22 04:20:00,1.2394
2020/01/22 04:25:00,1.2384
2020/01/22 04:30:00,1.2352
2020/01/22 04:35:00,1.23
2020/01/22 04:40:00,1.2204
2020/01/22 04:45:00,1.2105
2020/01/22 04:50:00,1.2004
2020/01/22 04:55:00,1.1869
2020/01/22 05:00:00,1.1708
2020/01/22 05:05:00,1.1531
2020/01/22 05:10:00,1.1358
2020/01/22 05:15:00,1.1148
2020/01/22 05:20:00,1.0922
2020/01/22 05:25:00,1.0678
2020/01/22 05:30:00,1.043
2020/01/22 05:35:00,1.016
2020/01/22 05:40:00,0.98669
2020/01/22 05:45:00,0.95681
2020/01/22 05:50:00,0.92512
2020/01/22 05:55:00,0.89248
2020/01/22 06:00:00,0.85789
2020/01/22 06:05:00,0.82255
2020/01/22 06:10:00,0.78632
2020/01/22 06:15:00,0.74823
2020/01/22 06:20:00,0.70966
2020/01/22 06:25:00,0.6698
2020/01/22 06:30:00,0.6295
2020/01/22 06:35:00,0.58785
2020/01/22 06:40:00,0.54565
2020/01/22 06:45:00,0.50306
2020/01/22 06:50:00,0.4595
2020/01/22 06:55:00,0.41562
2020/01/22 07:00:00,0.37105
2020/01/22 07:05:00,0.32634
2020/01/22 07:10:00,0.27811
2020/01/22 07:15:00,0.23261
2020/01/22 07:20:00,0.18727
2020/01/22 07:25:00,0.14077
2020/01/22 07:30:00,0.093463
2020/01/22 07:35:00,0.047386
2020/01/22 07:40:00,0.0022528
2020/01/22 07:45:00,-0.0438
2020/01/22 07:50:00,-0.089878
2020/01/22 07:55:00,-0.13348
2020/01/22 08:00:00,-0.17803
2020/01/22 08:05:00,-0.22187
2020/01/22 08:10:00,-0.26463
2020/01/22 08:15:00,-0.30687
2020/01/22 08:20:00,-0.34781
2020/01/22 08:25:00,-0.38886
2020/01/22 08:30:00,-0.42786
2020/01/22 08:35:00,-0.46617
2020/01/22 08:40:00,-0.5038
2020/01/22 08:45:00,-0.5398
2020/01/22 08:50:00,-0.5748
2020/01/22 08:55:00,-0.60859
2020/01/22 09:00:00,-0.64091
2020/01/22 09:05:00,-0.67207
2020/01/22 09:10:00,-0.70144
2020/01/22 09:15:00,-0.7295
2020/01/22 09:20:00,-0.75598
2020/01/22 09:25:00,-0.78065
2020/01/22 09:30:00,-0.80395
2020/01/22 09:35:00,-0.82538
2020/01/22 09:40:00,-0.84506
2020/01/22 09:45:00,-0.86296
2020/01/22 09:50:00,-0.87898
2020/01/22 09:55:00,-0.89334
2020/01/22 10:00:00,-0.9058
2020/01/22 10:05:00,-0.91649
2020/01/22 10:10:00,-0.92879
2020/01/22 10:15:00,-0.93601
2020/01/22 10:20:00,-0.94062
2020/01/22 10:25:00,-0.9454
2020/01/22 10:30:00,-0.94788
2020/01/22 10:35:00,-0.94708
2020/01/22 10:40:00,-0.94414
2020/01/22 10:45:00,-0.9413
2020/01/22 10:50:00,-0.93548
2020/01/22 10:55:00,-0.92732
2020/01/22 11:00:00,-0.91714
2020/01/22 11:05:00,-0.90694
2020/01/22 11:10:00,-0.89655
2020/01/22 11:15:00,-0.88141
2020/01/22 11:20:00,-0.86448
2020/01/22 11:25:00,-0.84796
2020/01/22 11:30:00,-0.82903
2020/01/22 11:35:00,-0.80667
2020/01/22 11:40:00,-0.78381
2020/01/22 11:45:00,-0.76022
2020/01/22 11:50:00,-0.73384
2020/01/22 11:55:00,-0.70591
2020/01/22 12:00:00,-0.67722
2020/01/22 12:05:00,-0.64805
2020/01/22 12:10:00,-0.61542
2020/01/22 12:15:00,-0.58235
2020/01/22 12:20:00,-0.54894
2020/01/22 12:25:00,-0.51404
2020/01/22 12:30:00,-0.47687
2020/01/22 12:35:00,-0.43971
2020/01/22 12:40:00,-0.40238
2020/01/22 12:45:00,-0.36273
2020/01/22 12:50:00,-0.32229
2020/01/22 12:55:00,-0.28257
2020/01/22 13:00:00,-0.24154
2020/01/22 13:05:00,-0.19872
2020/01/22 13:10:00,-0.15331
2020/01/22 13:15:00,-0.11182
2020/01/22 13:20:00,-0.069284
2020/01/22 13:25:00,-0.023862
2020/01/22 13:30:00,0.02045
2020/01/22 13:35:00,0.062462
2020/01/22 13:40:00,0.10799
2020/01/22 13:45:00,0.15385
2020/01/22 13:50:00,0.19707
2020/01/22 13:55:00,0.23918
2020/01/22 14:00:00,0.28362
2020/01/22 14:05:00,0.32759
2020/01/22 14:10:00,0.36944
2020/01/22 14:15:00,0.41075
2020/01/22 14:20:00,0.45167
2020/01/22 14:25:00,0.49372
2020/01/22 14:30:00,0.53389
2020/01/22 14:35:00,0.57116
2020/01/22 14:40:00,0.60829
2020/01/22 14:45:00,0.64684
2020/01/22 14:50:00,0.6831
2020/01/22 14:55:00,0.71589
2020/01/22 15:00:00,0.74954
2020/01/22 15:05:00,0.78296
2020/01/22 15:10:00,0.81598
2020/01/22 15:15:00,0.84471
2020/01/22 15:20:00,0.87315
2020/01/22 15:25:00,0.90072
2020/01/22 15:30:00,0.92672
2020/01/22 15:35:00,0.95043
2020/01/22 15:40:00,0.97195
2020/01/22 15:45:00,0.99397
2020/01/22 15:50:00,1.0136
2020/01/22 15:55:00,1.0309
2020/01/22 16:00:00,1.0467
2020/01/22 16:05:00,1.0591
2020/01/22 16:10:00,1.0682
2020/01/22 16:15:00,1.078
2020/01/22 16:20:00,1.0862
2020/01/22 16:25:00,1.0912
2020/01/22 16:30:00,1.094
2020/01/22 16:35:00,1.095
2020/01/22 16:40:00,1.0956
2020/01/22 16:45:00,1.0933
2020/01/22 16:50:00,1.088
2020/01/22 16:55:00,1.082
2020/01/22 17:00:00,1.0741
2020/01/22 17:05:00,1.0646
2020/01/22 17:10:00,1.0547
2020/01/22 17:15:00,1.0413
2020/01/22 17:20:00,1.0264
2020/01/22 17:25:00,1.0096
2020/01/22 17:30:00,0.99147
2020/01/22 17:35:00,0.97171
2020/01/22 17:40:00,0.94922
2020/01/22 17:45:00,0.92558
2020/01/22 17:50:00,0.90087
2020/01/22 17:55:00,0.87372
2020/01/22 18:00:00,0.84562
2020/01/22 18:05:00,0.81543
2020/01/22 18:10:00,0.78166
2020/01/22 18:15:00,0.74872
2020/01/22 18:20:00,0.71473
2020/01/22 18:25:00,0.67844
2020/01/22 18:30:00,0.64054
2020/01/22 18:35:00,0.60234
2020/01/22 18:40:00,0.56375
2020/01/22 18:45:00,0.52313
2020/01/22 18:50:00,0.48102
2020/01/22 18:55:00,0.43959
2020/01/22 19:00:00,0.39669
2020/01/22 19:05:00,0.353
2020/01/22 19:10:00,0.30814
2020/01/22 19:15:00,0.26361
2020/01/22 19:20:00,0.21855
2020/01/22 19:25:00,0.17275
2020/01/22 19:30:00,0.12669
2020/01/22 19:35:00,0.080299
2020/01/22 19:40:00,0.034325
2020/01/22 19:45:00,-0.012225
2020/01/22 19:50:00,-0.058598
2020/01/22 19:55:00,-0.10426
2020/01/22 20:00:00,-0.15026
2020/01/22 20:05:00,-0.19589
2020/01/22 20:10:00,-0.24097
2020/01/22 20:15:00,-0.28566
2020/01/22 20:20:00,-0.32984
2020/01/22 20:25:00,-0.37351
2020/01/22 20:30:00,-0.41611
2020/01/22 20:35:00,-0.45823
2020/01/22 20:40:00,-0.49948
2020/01/22 20:45:00,-0.53947
2020/01/22 20:50:00,-0.57874
2020/01/22 20:55:00,-0.61689
2020/01/22 21:00:00,-0.65378
2020/01/22 21:05:00,-0.68945
2020/01/22 21:10:00,-0.7206
2020/01/22 21:15:00,-0.75344
2020/01/22 21:20:00,-0.78512
2020/01/22 21:25:00,-0.81341
2020/01/22 21:30:00,-0.84041
2020/01/22 21:35:00,-0.86719
2020/01/22 21:40:00,-0.89221
2020/01/22 21:45:00,-0.91403
2020/01/22 21:50:00,-0.93505
2020/01/22 21:55:00,-0.95458
2020/01/22 22:00:00,-0.97238
2020/01/22 22:05:00,-0.98677
2020/01/22 22:10:00,-1.0045
2020/01/22 22:15:00,-1.0166
2020/01/22 22:20:00,-1.0257
2020/01/22 22:25:00,-1.0346
2020/01/22 22:30:00,-1.0416
2020/01/22 22:35:00,-1.0455
2020/01/22 22:40:00,-1.0463
2020/01/22 22:45:00,-1.0477
2020/01/22 22:50:00,-1.0462
2020/01/22 22:55:00,-1.0418
2020/01/22 23:00:00,-1.035
2020/01/22 23:05:00,-1.0283
2020/01/22 23:10:00,-1.0177
2020/01/22 23:15:00,-1.0054
2020/01/22 23:20:00,-0.991
2020/01/22 23:25:00,-0.97541
2020/01/22 23:30:00,-0.9572
2020/01/22 23:35:00,-0.93626
2020/01/22 23:40:00,-0.9149
2020/01/22 23:45:00,-0.89078
2020/01/22 23:50:00,-0.86478
2020/01/22 23:55:00,-0.83705
2020/01/23 00:00:00,-0.80826
2020/01/23 00:05:00,-0.77691
2020/01/23 00:10:00,-0.74051
2020/01/23 00:15:00,-0.70545
2020/01/23 00:20:00,-0.66951
2020/01/23 00:25:00,-0.63009
2020/01/23 00:30:00,-0.58999
2020/01/23 00:35:00,-0.54918
2020/01/23 00:40:00,-0.50701
2020/01/23 00:45:00,-0.46247
2020/01/23 00:50:00,-0.41792
2020/01/23 00:55:00,-0.37201
2020/01/23 01:00:00,-0.3251
2020/01/23 01:05:00,-0.27613
2020/01/23 01:10:00,-0.22813
2020/01/23 01:15:00,-0.17768
2020/01/23 01:20:00,-0.12709
2020/01/23 01:25:00,-0.076672
2020/01/23 01:30:00,-0.025698
2020/01/23 01:35:00,0.026678
2020/01/23 01:40:00,0.078011
2020/01/23 01:45:00,0.13168
2020/01/23 01:50:00,0.18556
2020/01/23 01:55:00,0.23834
2020/01/23 02:00:00,0.29055
2020/01/23 02:05:00,0.34425
2020/01/23 02:10:00,0.39827
2020/01/23 02:15:00,0.45012
2020/01/23 02:20:00,0.50123
2020/01/23 02:25:00,0.55558
2020/01/23 02:30:00,0.60699
2020/01/23 02:35:00,0.65499
2020/01/23 02:40:00,0.70632
2020/01/23 02:45:00,0.75694
2020/01/23 02:50:00,0.8047
2020/01/23 02:55:00,0.85035
2020/01/23 03:00:00,0.89812
2020/01/23 03:05:00,0.94209
2020/01/23 03:10:00,0.98268
2020/01/23 03:15:00,1.0261
2020/01/23 03:20:00,1.0691
2020/01/23 03:25:00,1.1091
2020/01/23 03:30:00,1.1473
2020/01/23 03:35:00,1.1816
2020/01/23 03:40:00,1.2163
2020/01/23 03:45:00,1.2504
2020/01/23 03:50:00,1.2826
2020/01/23 03:55:00,1.3111
2020/01/23 04:00:00,1.3386
2020/01/23 04:05:00,1.3655
2020/01/23 04:10:00,1.3899
2020/01/23 04:15:00,1.4114
2020/01/23 04:20:00,1.4312
2020/01/23 04:25:00,1.45
2020/01/23 04:30:00,1.4662
2020/01/23 04:35:00,1.4797
2020/01/23 04:40:00,1.4915
2020/01/23 04:45:00,1.5016
2020/01/23 04:50:00,1.5094
2020/01/23 04:55:00,1.5144
2020/01/23 05:00:00,1.5178
2020/01/23 05:05:00,1.519
2020/01/23 05:10:00,1.5181
2020/01/23 05:15:00,1.5145
2020/01/23 05:20:00,1.5091
2020/01/23 05:25:00,1.5017
2020/01/23 05:30:00,1.492
2020/01/23 05:35:00,1.48
2020/01/23 05:40:00,1.466
2020/01/23 05:45:00,1.4501
2020/01/23 05:50:00,1.4319
2020/01/23 05:55:00,1.4117
2020/01/23 06:00:00,1.3896
2020/01/23 06:05:00,1.3656
2020/01/23 06:10:00,1.3396
2020/01/23 06:15:00,1.3116
2020/01/23 06:20:00,1.282
2020/01/23 06:25:00,1.2505
2020/01/23 06:30:00,1.2173
2020/01/23 06:35:00,1.1824
2020/01/23 06:40:00,1.1459
2020/01/23 06:45:00,1.1079
2020/01/23 06:50:00,1.0683
2020/01/23 06:55:00,1.0274
2020/01/23 07:00:00,0.98502
2020/01/23 07:05:00,0.94122
2020/01/23 07:10:00,0.8932
2020/01/23 07:15:00,0.84746
2020/01/23 07:20:00,0.80045
2020/01/23 07:25:00,0.75155
2020/01/23 07:30:00,0.70109
2020/01/23 07:35:00,0.6514
2020/01/23 07:40:00,0.60076
2020/01/23 07:45:00,0.54919
2020/01/23 07:50:00,0.49597
2020/01/23 07:55:00,0.44451
2020/01/23 08:00:00,0.39147
2020/01/23 08:05:00,0.3381
2020/01/23 08:10:00,0.28985
2020/01/23 08:15:00,0.23725
2020/01/23 08:20:00,0.18424
2020/01/23 08:25:00,0.13264
2020/01/23 08:30:00,0.082384
2020/01/23 08:35:00,0.030889
2020/01/23 08:40:00,-0.021211
2020/01/23 08:45:00,-0.070903
2020/01/23 08:50:00,-0.11909
2020/01/23 08:55:00,-0.16963
2020/01/23 09:00:00,-0.2178
2020/01/23 09:05:00,-0.26455
2020/01/23 09:10:00,-0.31464
2020/01/23 09:15:00,-0.36007
2020/01/23 09:20:00,-0.40481
2020/01/23 09:25:00,-0.44897
2020/01/23 09:30:00,-0.49312
2020/01/23 09:35:00,-0.53431
2020/01/23 09:40:00,-0.57398
2020/01/23 09:45:00,-0.61388
2020/01/23 09:50:00,-0.65159
2020/01/23 09:55:00,-0.68698
2020/01/23 10:00:00,-0.72123
2020/01/23 10:05:00,-0.75453
2020/01/23 10:10:00,-0.78511
2020/01/23 10:15:00,-0.81406
