Time [yyyy/MM/dd HH:mm:ss],Grindavik_inni: water level (waterlevel) at Grindavik_inni_ FlowFM [m]
2020/01/01 00:00:00,0.27769
2020/01/01 00:05:00,0.27773
2020/01/01 00:10:00,0.30209
2020/01/01 00:15:00,0.32456
2020/01/01 00:20:00,0.29076
2020/01/01 00:25:00,0.28126
2020/01/01 00:30:00,0.27997
2020/01/01 00:35:00,0.26214
2020/01/01 00:40:00,0.22301
2020/01/01 00:45:00,0.18519
2020/01/01 00:50:00,0.16077
2020/01/01 00:55:00,0.11485
2020/01/01 01:00:00,0.054427
2020/01/01 01:05:00,0.0034541
2020/01/01 01:10:00,-0.014818
2020/01/01 01:15:00,-0.010327
2020/01/01 01:20:00,-0.096854
2020/01/01 01:25:00,-0.11243
2020/01/01 01:30:00,-0.12801
2020/01/01 01:35:00,-0.16272
2020/01/01 01:40:00,-0.20742
2020/01/01 01:45:00,-0.22847
2020/01/01 01:50:00,-0.24559
2020/01/01 01:55:00,-0.27792
2020/01/01 02:00:00,-0.32179
2020/01/01 02:05:00,-0.3207
2020/01/01 02:10:00,-0.35756
2020/01/01 02:15:00,-0.38584
2020/01/01 02:20:00,-0.40382
2020/01/01 02:25:00,-0.42392
2020/01/01 02:30:00,-0.44073
2020/01/01 02:35:00,-0.47192
2020/01/01 02:40:00,-0.47955
2020/01/01 02:45:00,-0.49351
2020/01/01 02:50:00,-0.51648
2020/01/01 02:55:00,-0.52762
2020/01/01 03:00:00,-0.53503
2020/01/01 03:05:00,-0.54913
2020/01/01 03:10:00,-0.55782
2020/01/01 03:15:00,-0.56717
2020/01/01 03:20:00,-0.56804
2020/01/01 03:25:00,-0.57498
2020/01/01 03:30:00,-0.58207
2020/01/01 03:35:00,-0.57684
2020/01/01 03:40:00,-0.57925
2020/01/01 03:45:00,-0.57898
2020/01/01 03:50:00,-0.57439
2020/01/01 03:55:00,-0.56964
2020/01/01 04:00:00,-0.56199
2020/01/01 04:05:00,-0.5568
2020/01/01 04:10:00,-0.54993
2020/01/01 04:15:00,-0.53647
2020/01/01 04:20:00,-0.52682
2020/01/01 04:25:00,-0.51447
2020/01/01 04:30:00,-0.49929
2020/01/01 04:35:00,-0.4838
2020/01/01 04:40:00,-0.46534
2020/01/01 04:45:00,-0.44912
2020/01/01 04:50:00,-0.4273
2020/01/01 04:55:00,-0.40542
2020/01/01 05:00:00,-0.38443
2020/01/01 05:05:00,-0.36012
2020/01/01 05:10:00,-0.33134
2020/01/01 05:15:00,-0.30566
2020/01/01 05:20:00,-0.27882
2020/01/01 05:25:00,-0.2494
2020/01/01 05:30:00,-0.21696
2020/01/01 05:35:00,-0.18791
2020/01/01 05:40:00,-0.15686
2020/01/01 05:45:00,-0.12244
2020/01/01 05:50:00,-0.0897
2020/01/01 05:55:00,-0.055999
2020/01/01 06:00:00,-0.0216
2020/01/01 06:05:00,0.015089
2020/01/01 06:10:00,0.04944
2020/01/01 06:15:00,0.086046
2020/01/01 06:20:00,0.12464
2020/01/01 06:25:00,0.16118
2020/01/01 06:30:00,0.19754
2020/01/01 06:35:00,0.23603
2020/01/01 06:40:00,0.27436
2020/01/01 06:45:00,0.3123
2020/01/01 06:50:00,0.3493
2020/01/01 06:55:00,0.38817
2020/01/01 07:00:00,0.42553
2020/01/01 07:05:00,0.46308
2020/01/01 07:10:00,0.50153
2020/01/01 07:15:00,0.53908
2020/01/01 07:20:00,0.57419
2020/01/01 07:25:00,0.61003
2020/01/01 07:30:00,0.64772
2020/01/01 07:35:00,0.68367
2020/01/01 07:40:00,0.71582
2020/01/01 07:45:00,0.75081
2020/01/01 07:50:00,0.78515
2020/01/01 07:55:00,0.8167
2020/01/01 08:00:00,0.84744
2020/01/01 08:05:00,0.8791
2020/01/01 08:10:00,0.91173
2020/01/01 08:15:00,0.93814
2020/01/01 08:20:00,0.96773
2020/01/01 08:25:00,0.99759
2020/01/01 08:30:00,1.0226
2020/01/01 08:35:00,1.0483
2020/01/01 08:40:00,1.0715
2020/01/01 08:45:00,1.0972
2020/01/01 08:50:00,1.1206
2020/01/01 08:55:00,1.1362
2020/01/01 09:00:00,1.1528
2020/01/01 09:05:00,1.1732
2020/01/01 09:10:00,1.1887
2020/01/01 09:15:00,1.1997
2020/01/01 09:20:00,1.2112
2020/01/01 09:25:00,1.2235
2020/01/01 09:30:00,1.2344
2020/01/01 09:35:00,1.2394
2020/01/01 09:40:00,1.2451
2020/01/01 09:45:00,1.2514
2020/01/01 09:50:00,1.2549
2020/01/01 09:55:00,1.2553
2020/01/01 10:00:00,1.2543
2020/01/01 10:05:00,1.2544
2020/01/01 10:10:00,1.2542
2020/01/01 10:15:00,1.2494
2020/01/01 10:20:00,1.2426
2020/01/01 10:25:00,1.2367
2020/01/01 10:30:00,1.2291
2020/01/01 10:35:00,1.2192
2020/01/01 10:40:00,1.2069
2020/01/01 10:45:00,1.1942
2020/01/01 10:50:00,1.1813
2020/01/01 10:55:00,1.1654
2020/01/01 11:00:00,1.1479
2020/01/01 11:05:00,1.1296
2020/01/01 11:10:00,1.111
2020/01/01 11:15:00,1.09
2020/01/01 11:20:00,1.0677
2020/01/01 11:25:00,1.0446
2020/01/01 11:30:00,1.0207
2020/01/01 11:35:00,0.99544
2020/01/01 11:40:00,0.96861
2020/01/01 11:45:00,0.94136
2020/01/01 11:50:00,0.91309
2020/01/01 11:55:00,0.88387
2020/01/01 12:00:00,0.85374
2020/01/01 12:05:00,0.82294
2020/01/01 12:10:00,0.79171
2020/01/01 12:15:00,0.75923
2020/01/01 12:20:00,0.72649
2020/01/01 12:25:00,0.69317
2020/01/01 12:30:00,0.65945
2020/01/01 12:35:00,0.62504
2020/01/01 12:40:00,0.59033
2020/01/01 12:45:00,0.55558
2020/01/01 12:50:00,0.52036
2020/01/01 12:55:00,0.48495
2020/01/01 13:00:00,0.44942
2020/01/01 13:05:00,0.41399
2020/01/01 13:10:00,0.38144
2020/01/01 13:15:00,0.34589
2020/01/01 13:20:00,0.31069
2020/01/01 13:25:00,0.27633
2020/01/01 13:30:00,0.24314
2020/01/01 13:35:00,0.20932
2020/01/01 13:40:00,0.17504
2020/01/01 13:45:00,0.14222
2020/01/01 13:50:00,0.11056
2020/01/01 13:55:00,0.077768
2020/01/01 14:00:00,0.04657
2020/01/01 14:05:00,0.015524
2020/01/01 14:10:00,-0.017324
2020/01/01 14:15:00,-0.046328
2020/01/01 14:20:00,-0.075385
2020/01/01 14:25:00,-0.10359
2020/01/01 14:30:00,-0.13209
2020/01/01 14:35:00,-0.15741
2020/01/01 14:40:00,-0.18298
2020/01/01 14:45:00,-0.20782
2020/01/01 14:50:00,-0.23136
2020/01/01 14:55:00,-0.25273
2020/01/01 15:00:00,-0.27383
2020/01/01 15:05:00,-0.29428
2020/01/01 15:10:00,-0.30899
2020/01/01 15:15:00,-0.32638
2020/01/01 15:20:00,-0.3427
2020/01/01 15:25:00,-0.35584
2020/01/01 15:30:00,-0.36744
2020/01/01 15:35:00,-0.37946
2020/01/01 15:40:00,-0.38992
2020/01/01 15:45:00,-0.39744
2020/01/01 15:50:00,-0.40449
2020/01/01 15:55:00,-0.41091
2020/01/01 16:00:00,-0.41549
2020/01/01 16:05:00,-0.41712
2020/01/01 16:10:00,-0.42287
2020/01/01 16:15:00,-0.42297
2020/01/01 16:20:00,-0.42089
2020/01/01 16:25:00,-0.42001
2020/01/01 16:30:00,-0.41744
2020/01/01 16:35:00,-0.41221
2020/01/01 16:40:00,-0.40484
2020/01/01 16:45:00,-0.39873
2020/01/01 16:50:00,-0.3898
2020/01/01 16:55:00,-0.37897
2020/01/01 17:00:00,-0.3668
2020/01/01 17:05:00,-0.35557
2020/01/01 17:10:00,-0.3437
2020/01/01 17:15:00,-0.32828
2020/01/01 17:20:00,-0.31138
2020/01/01 17:25:00,-0.29628
2020/01/01 17:30:00,-0.2783
2020/01/01 17:35:00,-0.25797
2020/01/01 17:40:00,-0.23811
2020/01/01 17:45:00,-0.21743
2020/01/01 17:50:00,-0.195
2020/01/01 17:55:00,-0.17154
2020/01/01 18:00:00,-0.14754
2020/01/01 18:05:00,-0.12364
2020/01/01 18:10:00,-0.093893
2020/01/01 18:15:00,-0.068233
2020/01/01 18:20:00,-0.040963
2020/01/01 18:25:00,-0.012134
2020/01/01 18:30:00,0.017545
2020/01/01 18:35:00,0.045891
2020/01/01 18:40:00,0.076427
2020/01/01 18:45:00,0.10809
2020/01/01 18:50:00,0.13863
2020/01/01 18:55:00,0.16849
2020/01/01 19:00:00,0.20119
2020/01/01 19:05:00,0.23322
2020/01/01 19:10:00,0.26443
2020/01/01 19:15:00,0.29617
2020/01/01 19:20:00,0.32816
2020/01/01 19:25:00,0.36075
2020/01/01 19:30:00,0.39147
2020/01/01 19:35:00,0.42311
2020/01/01 19:40:00,0.45489
2020/01/01 19:45:00,0.4867
2020/01/01 19:50:00,0.51698
2020/01/01 19:55:00,0.54628
2020/01/01 20:00:00,0.5771
2020/01/01 20:05:00,0.60687
2020/01/01 20:10:00,0.63542
2020/01/01 20:15:00,0.66343
2020/01/01 20:20:00,0.69116
2020/01/01 20:25:00,0.71874
2020/01/01 20:30:00,0.74454
2020/01/01 20:35:00,0.76991
2020/01/01 20:40:00,0.79426
2020/01/01 20:45:00,0.81851
2020/01/01 20:50:00,0.84105
2020/01/01 20:55:00,0.86281
2020/01/01 21:00:00,0.88375
2020/01/01 21:05:00,0.9035
2020/01/01 21:10:00,0.91919
2020/01/01 21:15:00,0.93668
2020/01/01 21:20:00,0.95287
2020/01/01 21:25:00,0.9678
2020/01/01 21:30:00,0.98076
2020/01/01 21:35:00,0.99309
2020/01/01 21:40:00,1.0051
2020/01/01 21:45:00,1.0147
2020/01/01 21:50:00,1.0222
2020/01/01 21:55:00,1.0296
2020/01/01 22:00:00,1.0359
2020/01/01 22:05:00,1.0413
2020/01/01 22:10:00,1.0466
2020/01/01 22:15:00,1.0491
2020/01/01 22:20:00,1.0506
2020/01/01 22:25:00,1.0509
2020/01/01 22:30:00,1.0502
2020/01/01 22:35:00,1.0485
2020/01/01 22:40:00,1.0443
2020/01/01 22:45:00,1.0395
2020/01/01 22:50:00,1.0339
2020/01/01 22:55:00,1.0265
2020/01/01 23:00:00,1.0181
2020/01/01 23:05:00,1.0079
2020/01/01 23:10:00,0.99455
2020/01/01 23:15:00,0.9822
2020/01/01 23:20:00,0.96848
2020/01/01 23:25:00,0.95329
2020/01/01 23:30:00,0.93667
2020/01/01 23:35:00,0.91904
2020/01/01 23:40:00,0.9014
2020/01/01 23:45:00,0.88192
2020/01/01 23:50:00,0.86112
2020/01/01 23:55:00,0.8405
2020/01/02 00:00:00,0.81826
2020/01/02 00:05:00,0.79584
2020/01/02 00:10:00,0.77462
2020/01/02 00:15:00,0.75072
2020/01/02 00:20:00,0.72573
2020/01/02 00:25:00,0.70112
2020/01/02 00:30:00,0.67643
2020/01/02 00:35:00,0.65016
2020/01/02 00:40:00,0.62293
2020/01/02 00:45:00,0.59626
2020/01/02 00:50:00,0.56974
2020/01/02 00:55:00,0.54134
2020/01/02 01:00:00,0.51341
2020/01/02 01:05:00,0.48525
2020/01/02 01:10:00,0.45439
2020/01/02 01:15:00,0.42532
2020/01/02 01:20:00,0.39657
2020/01/02 01:25:00,0.36739
2020/01/02 01:30:00,0.3371
2020/01/02 01:35:00,0.30782
2020/01/02 01:40:00,0.27933
2020/01/02 01:45:00,0.25049
2020/01/02 01:50:00,0.22099
2020/01/02 01:55:00,0.19327
2020/01/02 02:00:00,0.16523
2020/01/02 02:05:00,0.13776
2020/01/02 02:10:00,0.11025
2020/01/02 02:15:00,0.083908
2020/01/02 02:20:00,0.058261
2020/01/02 02:25:00,0.032515
2020/01/02 02:30:00,0.0078388
2020/01/02 02:35:00,-0.015994
2020/01/02 02:40:00,-0.039087
2020/01/02 02:45:00,-0.06162
2020/01/02 02:50:00,-0.083267
2020/01/02 02:55:00,-0.10367
2020/01/02 03:00:00,-0.12348
2020/01/02 03:05:00,-0.14241
2020/01/02 03:10:00,-0.15998
2020/01/02 03:15:00,-0.17679
2020/01/02 03:20:00,-0.19238
2020/01/02 03:25:00,-0.20716
2020/01/02 03:30:00,-0.22045
2020/01/02 03:35:00,-0.23275
2020/01/02 03:40:00,-0.24402
2020/01/02 03:45:00,-0.25388
2020/01/02 03:50:00,-0.26259
2020/01/02 03:55:00,-0.27011
2020/01/02 04:00:00,-0.27637
2020/01/02 04:05:00,-0.28131
2020/01/02 04:10:00,-0.27834
2020/01/02 04:15:00,-0.28092
2020/01/02 04:20:00,-0.28293
2020/01/02 04:25:00,-0.27856
2020/01/02 04:30:00,-0.27452
2020/01/02 04:35:00,-0.27172
2020/01/02 04:40:00,-0.26647
2020/01/02 04:45:00,-0.25763
2020/01/02 04:50:00,-0.24937
2020/01/02 04:55:00,-0.24129
2020/01/02 05:00:00,-0.23053
2020/01/02 05:05:00,-0.21618
2020/01/02 05:10:00,-0.2119
2020/01/02 05:15:00,-0.19678
2020/01/02 05:20:00,-0.1807
2020/01/02 05:25:00,-0.16658
2020/01/02 05:30:00,-0.15306
2020/01/02 05:35:00,-0.1336
2020/01/02 05:40:00,-0.11458
2020/01/02 05:45:00,-0.096738
2020/01/02 05:50:00,-0.07742
2020/01/02 05:55:00,-0.053481
2020/01/02 06:00:00,-0.031951
2020/01/02 06:05:00,-0.010184
2020/01/02 06:10:00,0.014708
2020/01/02 06:15:00,0.039573
2020/01/02 06:20:00,0.066073
2020/01/02 06:25:00,0.091509
2020/01/02 06:30:00,0.11956
2020/01/02 06:35:00,0.1466
2020/01/02 06:40:00,0.17531
2020/01/02 06:45:00,0.20441
2020/01/02 06:50:00,0.23353
2020/01/02 06:55:00,0.26347
2020/01/02 07:00:00,0.29404
2020/01/02 07:05:00,0.32434
2020/01/02 07:10:00,0.3525
2020/01/02 07:15:00,0.38303
2020/01/02 07:20:00,0.41465
2020/01/02 07:25:00,0.44482
2020/01/02 07:30:00,0.47554
2020/01/02 07:35:00,0.5062
2020/01/02 07:40:00,0.53679
2020/01/02 07:45:00,0.56756
2020/01/02 07:50:00,0.59713
2020/01/02 07:55:00,0.6285
2020/01/02 08:00:00,0.65797
2020/01/02 08:05:00,0.68757
2020/01/02 08:10:00,0.71673
2020/01/02 08:15:00,0.74611
2020/01/02 08:20:00,0.77471
2020/01/02 08:25:00,0.80148
2020/01/02 08:30:00,0.82977
2020/01/02 08:35:00,0.85632
2020/01/02 08:40:00,0.88234
2020/01/02 08:45:00,0.90699
2020/01/02 08:50:00,0.93224
2020/01/02 08:55:00,0.95588
2020/01/02 09:00:00,0.97849
2020/01/02 09:05:00,1.0012
2020/01/02 09:10:00,1.0173
2020/01/02 09:15:00,1.0383
2020/01/02 09:20:00,1.0558
2020/01/02 09:25:00,1.0719
2020/01/02 09:30:00,1.0866
2020/01/02 09:35:00,1.101
2020/01/02 09:40:00,1.1161
2020/01/02 09:45:00,1.1276
2020/01/02 09:50:00,1.1378
2020/01/02 09:55:00,1.1482
2020/01/02 10:00:00,1.1574
2020/01/02 10:05:00,1.1652
2020/01/02 10:10:00,1.1702
2020/01/02 10:15:00,1.176
2020/01/02 10:20:00,1.1796
2020/01/02 10:25:00,1.1825
2020/01/02 10:30:00,1.1829
2020/01/02 10:35:00,1.183
2020/01/02 10:40:00,1.182
2020/01/02 10:45:00,1.179
2020/01/02 10:50:00,1.1751
2020/01/02 10:55:00,1.1695
2020/01/02 11:00:00,1.1634
2020/01/02 11:05:00,1.1554
2020/01/02 11:10:00,1.1462
2020/01/02 11:15:00,1.1359
2020/01/02 11:20:00,1.1243
2020/01/02 11:25:00,1.1118
2020/01/02 11:30:00,1.0973
2020/01/02 11:35:00,1.0824
2020/01/02 11:40:00,1.0658
2020/01/02 11:45:00,1.0486
2020/01/02 11:50:00,1.0298
2020/01/02 11:55:00,1.0101
2020/01/02 12:00:00,0.98954
2020/01/02 12:05:00,0.96763
2020/01/02 12:10:00,0.94799
2020/01/02 12:15:00,0.92405
2020/01/02 12:20:00,0.9
2020/01/02 12:25:00,0.87542
2020/01/02 12:30:00,0.85043
2020/01/02 12:35:00,0.82448
2020/01/02 12:40:00,0.79647
2020/01/02 12:45:00,0.7693
2020/01/02 12:50:00,0.74133
2020/01/02 12:55:00,0.7118
2020/01/02 13:00:00,0.68246
2020/01/02 13:05:00,0.65201
2020/01/02 13:10:00,0.62229
2020/01/02 13:15:00,0.59054
2020/01/02 13:20:00,0.55942
2020/01/02 13:25:00,0.52784
2020/01/02 13:30:00,0.49589
2020/01/02 13:35:00,0.46374
2020/01/02 13:40:00,0.4311
2020/01/02 13:45:00,0.39904
2020/01/02 13:50:00,0.36634
2020/01/02 13:55:00,0.33367
2020/01/02 14:00:00,0.30115
2020/01/02 14:05:00,0.26869
2020/01/02 14:10:00,0.23967
2020/01/02 14:15:00,0.20739
2020/01/02 14:20:00,0.17591
2020/01/02 14:25:00,0.14525
2020/01/02 14:30:00,0.11571
2020/01/02 14:35:00,0.085608
2020/01/02 14:40:00,0.05524
2020/01/02 14:45:00,0.026739
2020/01/02 14:50:00,-0.0010813
2020/01/02 14:55:00,-0.029771
2020/01/02 15:00:00,-0.05667
2020/01/02 15:05:00,-0.083334
2020/01/02 15:10:00,-0.109
2020/01/02 15:15:00,-0.13427
2020/01/02 15:20:00,-0.15892
2020/01/02 15:25:00,-0.18162
2020/01/02 15:30:00,-0.20486
2020/01/02 15:35:00,-0.22655
2020/01/02 15:40:00,-0.2473
2020/01/02 15:45:00,-0.26714
2020/01/02 15:50:00,-0.28609
2020/01/02 15:55:00,-0.30408
2020/01/02 16:00:00,-0.32077
2020/01/02 16:05:00,-0.33641
2020/01/02 16:10:00,-0.35472
2020/01/02 16:15:00,-0.36788
2020/01/02 16:20:00,-0.37985
2020/01/02 16:25:00,-0.39327
2020/01/02 16:30:00,-0.40453
2020/01/02 16:35:00,-0.41355
2020/01/02 16:40:00,-0.42138
2020/01/02 16:45:00,-0.42998
2020/01/02 16:50:00,-0.43574
2020/01/02 16:55:00,-0.44003
2020/01/02 17:00:00,-0.44358
2020/01/02 17:05:00,-0.44725
2020/01/02 17:10:00,-0.44412
2020/01/02 17:15:00,-0.44414
2020/01/02 17:20:00,-0.44392
2020/01/02 17:25:00,-0.43947
2020/01/02 17:30:00,-0.43432
2020/01/02 17:35:00,-0.42927
2020/01/02 17:40:00,-0.424
2020/01/02 17:45:00,-0.41461
2020/01/02 17:50:00,-0.40581
2020/01/02 17:55:00,-0.39654
2020/01/02 18:00:00,-0.38615
2020/01/02 18:05:00,-0.37244
2020/01/02 18:10:00,-0.36031
2020/01/02 18:15:00,-0.34651
2020/01/02 18:20:00,-0.33136
2020/01/02 18:25:00,-0.31495
2020/01/02 18:30:00,-0.29852
2020/01/02 18:35:00,-0.2814
2020/01/02 18:40:00,-0.26219
2020/01/02 18:45:00,-0.243
2020/01/02 18:50:00,-0.22329
2020/01/02 18:55:00,-0.20253
2020/01/02 19:00:00,-0.18108
2020/01/02 19:05:00,-0.15895
2020/01/02 19:10:00,-0.13329
2020/01/02 19:15:00,-0.11072
2020/01/02 19:20:00,-0.086788
2020/01/02 19:25:00,-0.061386
2020/01/02 19:30:00,-0.035186
2020/01/02 19:35:00,-0.010971
2020/01/02 19:40:00,0.014903
2020/01/02 19:45:00,0.041344
2020/01/02 19:50:00,0.06829
2020/01/02 19:55:00,0.094682
2020/01/02 20:00:00,0.12092
2020/01/02 20:05:00,0.14739
2020/01/02 20:10:00,0.17451
2020/01/02 20:15:00,0.20144
2020/01/02 20:20:00,0.22721
2020/01/02 20:25:00,0.25405
2020/01/02 20:30:00,0.28047
2020/01/02 20:35:00,0.30671
2020/01/02 20:40:00,0.33172
2020/01/02 20:45:00,0.35745
2020/01/02 20:50:00,0.38284
2020/01/02 20:55:00,0.40722
2020/01/02 21:00:00,0.43121
2020/01/02 21:05:00,0.45569
2020/01/02 21:10:00,0.47878
2020/01/02 21:15:00,0.50075
2020/01/02 21:20:00,0.52266
2020/01/02 21:25:00,0.54468
2020/01/02 21:30:00,0.56504
2020/01/02 21:35:00,0.58451
2020/01/02 21:40:00,0.60386
2020/01/02 21:45:00,0.62252
2020/01/02 21:50:00,0.63983
2020/01/02 21:55:00,0.65615
2020/01/02 22:00:00,0.67205
2020/01/02 22:05:00,0.6871
2020/01/02 22:10:00,0.6946
2020/01/02 22:15:00,0.70723
2020/01/02 22:20:00,0.71939
2020/01/02 22:25:00,0.72812
2020/01/02 22:30:00,0.73437
2020/01/02 22:35:00,0.74213
2020/01/02 22:40:00,0.75035
2020/01/02 22:45:00,0.75439
2020/01/02 22:50:00,0.75666
2020/01/02 22:55:00,0.76143
2020/01/02 23:00:00,0.76315
2020/01/02 23:05:00,0.76399
2020/01/02 23:10:00,0.76507
2020/01/02 23:15:00,0.76545
2020/01/02 23:20:00,0.76278
2020/01/02 23:25:00,0.75961
2020/01/02 23:30:00,0.75664
2020/01/02 23:35:00,0.75178
2020/01/02 23:40:00,0.74525
2020/01/02 23:45:00,0.73764
2020/01/02 23:50:00,0.73074
2020/01/02 23:55:00,0.7211
2020/01/03 00:00:00,0.71083
2020/01/03 00:05:00,0.69951
2020/01/03 00:10:00,0.68801
2020/01/03 00:15:00,0.67484
2020/01/03 00:20:00,0.66037
2020/01/03 00:25:00,0.64587
2020/01/03 00:30:00,0.63023
2020/01/03 00:35:00,0.61362
2020/01/03 00:40:00,0.596
2020/01/03 00:45:00,0.57792
2020/01/03 00:50:00,0.55933
2020/01/03 00:55:00,0.53937
2020/01/03 01:00:00,0.51918
2020/01/03 01:05:00,0.49822
2020/01/03 01:10:00,0.47686
2020/01/03 01:15:00,0.45462
2020/01/03 01:20:00,0.43191
2020/01/03 01:25:00,0.40903
2020/01/03 01:30:00,0.3854
2020/01/03 01:35:00,0.36146
2020/01/03 01:40:00,0.33708
2020/01/03 01:45:00,0.31256
2020/01/03 01:50:00,0.28768
2020/01/03 01:55:00,0.26246
2020/01/03 02:00:00,0.23735
2020/01/03 02:05:00,0.21195
2020/01/03 02:10:00,0.18648
2020/01/03 02:15:00,0.16089
2020/01/03 02:20:00,0.13537
2020/01/03 02:25:00,0.11
2020/01/03 02:30:00,0.084564
2020/01/03 02:35:00,0.059428
2020/01/03 02:40:00,0.034385
2020/01/03 02:45:00,0.0096138
2020/01/03 02:50:00,-0.014815
2020/01/03 02:55:00,-0.039003
2020/01/03 03:00:00,-0.062755
2020/01/03 03:05:00,-0.086208
2020/01/03 03:10:00,-0.10914
2020/01/03 03:15:00,-0.13156
2020/01/03 03:20:00,-0.15352
2020/01/03 03:25:00,-0.17481
2020/01/03 03:30:00,-0.19561
2020/01/03 03:35:00,-0.21576
2020/01/03 03:40:00,-0.23523
2020/01/03 03:45:00,-0.25399
2020/01/03 03:50:00,-0.27196
2020/01/03 03:55:00,-0.28925
2020/01/03 04:00:00,-0.30566
2020/01/03 04:05:00,-0.32125
2020/01/03 04:10:00,-0.3393
2020/01/03 04:15:00,-0.35307
2020/01/03 04:20:00,-0.3655
2020/01/03 04:25:00,-0.37955
2020/01/03 04:30:00,-0.3918
2020/01/03 04:35:00,-0.40186
2020/01/03 04:40:00,-0.41124
2020/01/03 04:45:00,-0.42106
2020/01/03 04:50:00,-0.42856
2020/01/03 04:55:00,-0.43476
2020/01/03 05:00:00,-0.4402
2020/01/03 05:05:00,-0.44597
2020/01/03 05:10:00,-0.44513
2020/01/03 05:15:00,-0.44754
2020/01/03 05:20:00,-0.44983
2020/01/03 05:25:00,-0.44792
2020/01/03 05:30:00,-0.44556
2020/01/03 05:35:00,-0.44331
2020/01/03 05:40:00,-0.44081
2020/01/03 05:45:00,-0.43445
2020/01/03 05:50:00,-0.42863
2020/01/03 05:55:00,-0.4224
2020/01/03 06:00:00,-0.41507
2020/01/03 06:05:00,-0.40449
2020/01/03 06:10:00,-0.39893
2020/01/03 06:15:00,-0.38831
2020/01/03 06:20:00,-0.37568
2020/01/03 06:25:00,-0.36462
2020/01/03 06:30:00,-0.35257
2020/01/03 06:35:00,-0.33869
2020/01/03 06:40:00,-0.32275
2020/01/03 06:45:00,-0.30856
2020/01/03 06:50:00,-0.29254
2020/01/03 06:55:00,-0.27491
2020/01/03 07:00:00,-0.25665
2020/01/03 07:05:00,-0.23946
2020/01/03 07:10:00,-0.21601
2020/01/03 07:15:00,-0.19664
2020/01/03 07:20:00,-0.17626
2020/01/03 07:25:00,-0.15401
2020/01/03 07:30:00,-0.13057
2020/01/03 07:35:00,-0.10879
2020/01/03 07:40:00,-0.085837
2020/01/03 07:45:00,-0.061175
2020/01/03 07:50:00,-0.036832
2020/01/03 07:55:00,-0.013494
2020/01/03 08:00:00,0.011091
2020/01/03 08:05:00,0.036379
2020/01/03 08:10:00,0.058237
2020/01/03 08:15:00,0.084236
2020/01/03 08:20:00,0.10841
2020/01/03 08:25:00,0.13264
2020/01/03 08:30:00,0.15604
2020/01/03 08:35:00,0.18168
2020/01/03 08:40:00,0.20576
2020/01/03 08:45:00,0.22954
2020/01/03 08:50:00,0.25322
2020/01/03 08:55:00,0.27797
2020/01/03 09:00:00,0.30103
2020/01/03 09:05:00,0.32387
2020/01/03 09:10:00,0.34676
2020/01/03 09:15:00,0.36975
2020/01/03 09:20:00,0.39145
2020/01/03 09:25:00,0.41252
2020/01/03 09:30:00,0.43419
2020/01/03 09:35:00,0.45509
2020/01/03 09:40:00,0.47432
2020/01/03 09:45:00,0.49309
2020/01/03 09:50:00,0.51235
2020/01/03 09:55:00,0.53046
2020/01/03 10:00:00,0.54694
2020/01/03 10:05:00,0.56328
2020/01/03 10:10:00,0.58238
2020/01/03 10:15:00,0.59718
2020/01/03 10:20:00,0.61067
2020/01/03 10:25:00,0.62479
2020/01/03 10:30:00,0.63901
2020/01/03 10:35:00,0.65042
2020/01/03 10:40:00,0.66043
2020/01/03 10:45:00,0.6709
2020/01/03 10:50:00,0.68116
2020/01/03 10:55:00,0.68805
2020/01/03 11:00:00,0.69494
2020/01/03 11:05:00,0.70108
2020/01/03 11:10:00,0.70683
2020/01/03 11:15:00,0.70972
2020/01/03 11:20:00,0.71233
2020/01/03 11:25:00,0.71462
2020/01/03 11:30:00,0.71522
2020/01/03 11:35:00,0.71441
2020/01/03 11:40:00,0.71256
2020/01/03 11:45:00,0.7105
2020/01/03 11:50:00,0.70665
2020/01/03 11:55:00,0.70141
2020/01/03 12:00:00,0.69569
2020/01/03 12:05:00,0.68881
2020/01/03 12:10:00,0.6778
2020/01/03 12:15:00,0.6682
2020/01/03 12:20:00,0.65842
2020/01/03 12:25:00,0.64622
2020/01/03 12:30:00,0.6323
2020/01/03 12:35:00,0.61856
2020/01/03 12:40:00,0.60464
2020/01/03 12:45:00,0.58861
2020/01/03 12:50:00,0.57074
2020/01/03 12:55:00,0.554
2020/01/03 13:00:00,0.53565
2020/01/03 13:05:00,0.51637
2020/01/03 13:10:00,0.49853
2020/01/03 13:15:00,0.47838
2020/01/03 13:20:00,0.45705
2020/01/03 13:25:00,0.43532
2020/01/03 13:30:00,0.41396
2020/01/03 13:35:00,0.39119
2020/01/03 13:40:00,0.36723
2020/01/03 13:45:00,0.34312
2020/01/03 13:50:00,0.31956
2020/01/03 13:55:00,0.29401
2020/01/03 14:00:00,0.2686
2020/01/03 14:05:00,0.24273
2020/01/03 14:10:00,0.21706
2020/01/03 14:15:00,0.19043
2020/01/03 14:20:00,0.16335
2020/01/03 14:25:00,0.13658
2020/01/03 14:30:00,0.10954
2020/01/03 14:35:00,0.082148
2020/01/03 14:40:00,0.054642
2020/01/03 14:45:00,0.027278
2020/01/03 14:50:00,-2.5432E-05
2020/01/03 14:55:00,-0.027619
2020/01/03 15:00:00,-0.054863
2020/01/03 15:05:00,-0.082017
2020/01/03 15:10:00,-0.10916
