16:20 19.03.2020 ;2.29;2.63;2.65;12;15;93;1031;-0.6;  
16:10 19.03.2020 ;2.30;2.65;2.67;11;27;95;1031;-0.7;  
16:00 19.03.2020 ;2.32;2.65;2.67;10;13;95;1031;-0.8;  
15:50 19.03.2020 ;2.33;2.66;2.68;11;14;92;1031;-0.6;  
15:40 19.03.2020 ;2.34;2.65;2.67;11;14;91;1032;-0.6;  
15:30 19.03.2020 ;2.34;2.70;2.72;11;15;87;1032;-0.6;  
15:20 19.03.2020 ;2.34;2.63;2.65;11;14;90;1032;-0.8;  
15:10 19.03.2020 ;2.34;2.66;2.68;10;29;91;1032;-0.8;  
15:00 19.03.2020 ;2.33;2.65;2.67;11;14;91;1032;-0.7;  
14:50 19.03.2020 ;2.31;2.60;2.62;11;14;93;1032;-0.8;  
14:40 19.03.2020 ;2.30;2.61;2.62;10;14;92;1032;-0.7;  
14:30 19.03.2020 ;2.28;2.59;2.61;10;14;94;1032;-0.7;  
14:20 19.03.2020 ;2.26;2.55;2.57;11;14;92;1032;-0.6;  
14:10 19.03.2020 ;2.22;2.50;2.52;11;31;97;1032;-0.7;  
14:00 19.03.2020 ;2.19;2.45;2.47;11;14;91;1032;-0.8;  
13:50 19.03.2020 ;2.16;2.48;2.50;11;14;89;1032;-0.8;  
13:40 19.03.2020 ;2.12;2.38;2.40;10;14;93;1032;-0.8;  
13:30 19.03.2020 ;2.08;2.36;2.37;10;13;94;1032;-0.9;  
13:20 19.03.2020 ;2.03;2.31;2.33;10;13;94;1032;-0.6;  
13:10 19.03.2020 ;1.98;2.25;2.27;9;34;95;1032;-0.4;  
13:00 19.03.2020 ;1.94;2.20;2.22;9;12;97;1033;-0.6;  
12:50 19.03.2020 ;1.89;2.14;2.15;10;12;94;1033;-0.6;  
12:40 19.03.2020 ;1.83;2.09;2.11;10;12;94;1033;-0.8;  
12:30 19.03.2020 ;1.78;2.05;2.06;9;12;90;1032;-0.6;  
12:20 19.03.2020 ;1.73;1.95;1.97;10;12;91;1033;-0.7;  
12:10 19.03.2020 ;1.67;1.95;1.97;9;21;93;1033;-0.6;  
12:00 19.03.2020 ;1.62;1.86;1.88;9;12;92;1033;-0.7;  
11:50 19.03.2020 ;1.56;1.83;1.85;9;30;93;1033;-0.5;  
11:40 19.03.2020 ;1.51;1.77;1.78;9;11;93;1033;-0.4;  
11:30 19.03.2020 ;1.46;1.73;1.74;9;12;90;1033;-0.2;  
11:20 19.03.2020 ;1.41;1.68;1.69;8;10;87;1033;-0.4;  
11:10 19.03.2020 ;1.36;1.65;1.66;8;10;80;1033;-0.6;  
11:00 19.03.2020 ;1.32;1.61;1.63;7;10;77;1033;-0.8;  
10:50 19.03.2020 ;1.28;1.58;1.59;7;9;76;1033;-0.8;  
10:40 19.03.2020 ;1.24;1.52;1.53;7;10;74;1032;-1.0;  
10:30 19.03.2020 ;1.21;1.51;1.52;8;10;82;1032;-1.0;  
10:20 19.03.2020 ;1.18;1.47;1.48;7;9;85;1032;-1.0;  
10:10 19.03.2020 ;1.15;1.42;1.43;7;9;83;1032;-1.1;  
10:00 19.03.2020 ;1.13;1.41;1.42;7;9;83;1032;-1.2;  
09:50 19.03.2020 ;1.11;1.43;1.44;7;9;81;1032;-1.2;  
09:40 19.03.2020 ;1.10;1.37;1.38;7;8;82;1032;-1.1;  
09:30 19.03.2020 ;1.10;1.42;1.43;7;9;80;1032;-0.9;  
09:20 19.03.2020 ;1.09;1.38;1.39;6;8;73;1032;-0.9;  
09:10 19.03.2020 ;1.10;1.43;1.44;5;6;74;1032;-0.9;  
09:00 19.03.2020 ;1.10;1.39;1.40;5;6;78;1032;-0.8;  
08:50 19.03.2020 ;1.11;1.42;1.43;4;6;76;1032;-0.7;  
08:40 19.03.2020 ;1.13;1.43;1.45;4;5;76;1032;-0.8;  
08:30 19.03.2020 ;1.15;1.43;1.44;4;5;80;1032;-1.0;  
08:20 19.03.2020 ;1.18;1.49;1.50;4;4;80;1032;-1.2;  
08:10 19.03.2020 ;1.21;1.55;1.56;3;4;92;1031;-2.2;  
08:00 19.03.2020 ;1.24;1.51;1.53;2;3;94;1031;-2.2;  
07:50 19.03.2020 ;1.28;1.60;1.62;1;3;63;1031;-3.1;  
07:40 19.03.2020 ;1.32;1.64;1.65;1;2;33;1031;-3.6;  
07:30 19.03.2020 ;1.36;1.66;1.67;1;1;28;1031;-3.8;  
07:20 19.03.2020 ;1.41;1.73;1.74;1;1;42;1031;-3.4;  
07:10 19.03.2020 ;1.46;1.77;1.78;1;2;45;1031;-3.4;  
07:00 19.03.2020 ;1.51;1.83;1.84;1;1;35;1031;-3.9;  
06:50 19.03.2020 ;1.57;1.88;1.90;1;2;46;1031;-4.2;  
06:40 19.03.2020 ;1.62;1.91;1.93;1;1;10;1031;-4.5;  
06:30 19.03.2020 ;1.68;2.02;2.04;1;1;356;1031;-4.7;  
06:20 19.03.2020 ;1.74;2.04;2.06;1;2;303;1031;-4.6;  
06:10 19.03.2020 ;1.80;2.13;2.15;0;1;271;1030;-4.3;  
06:00 19.03.2020 ;1.86;2.13;2.15;0;1;16;1030;-4.0;  
05:50 19.03.2020 ;1.91;2.23;2.25;1;1;37;1030;-3.7;  
05:40 19.03.2020 ;1.97;2.31;2.33;1;2;98;1030;-3.7;  
05:30 19.03.2020 ;2.02;2.32;2.34;1;2;38;1030;-4.2;  
05:20 19.03.2020 ;2.08;2.37;2.39;2;3;8;1030;-4.2;  
05:10 19.03.2020 ;2.13;2.48;2.49;2;3;7;1030;-4.3;  
05:00 19.03.2020 ;2.18;2.46;2.48;2;3;3;1030;-4.0;  
04:50 19.03.2020 ;2.22;2.53;2.54;3;4;4;1030;-4.3;  
04:40 19.03.2020 ;2.27;2.62;2.63;3;4;14;1030;-4.1;  
04:30 19.03.2020 ;2.31;2.62;2.64;3;4;15;1029;-4.1;  
04:20 19.03.2020 ;2.34;2.64;2.65;3;4;12;1029;-4.5;  
04:10 19.03.2020 ;2.38;2.70;2.72;3;4;12;1029;-4.8;  
04:00 19.03.2020 ;2.41;2.70;2.72;3;4;13;1029;-4.4;  
03:50 19.03.2020 ;2.44;2.72;2.74;3;4;12;1029;-4.3;  
03:40 19.03.2020 ;2.46;2.78;2.80;3;4;10;1029;-4.7;  
03:30 19.03.2020 ;2.48;2.75;2.77;2;3;15;1029;-4.2;  
03:20 19.03.2020 ;2.49;2.79;2.81;2;3;10;1029;-4.0;  
03:10 19.03.2020 ;2.50;2.80;2.82;2;3;356;1029;-3.7;  
03:00 19.03.2020 ;2.51;2.82;2.84;2;3;343;1029;-3.6;  
02:50 19.03.2020 ;2.51;2.79;2.81;2;2;345;1029;-3.6;  
02:40 19.03.2020 ;2.51;2.81;2.83;1;2;353;1029;-3.7;  
02:30 19.03.2020 ;2.50;2.76;2.78;1;2;332;1029;-3.5;  
02:20 19.03.2020 ;2.50;2.80;2.81;1;2;349;1029;-3.3;  
02:10 19.03.2020 ;2.48;2.80;2.82;2;3;335;1029;-2.9;  
02:00 19.03.2020 ;2.46;2.74;2.76;2;3;333;1028;-3.1;  
01:50 19.03.2020 ;2.44;2.72;2.73;2;4;327;1028;-3.1;  
01:40 19.03.2020 ;2.42;2.73;2.75;2;4;327;1028;-2.6;  
01:30 19.03.2020 ;2.38;2.65;2.67;3;5;325;1028;-2.4;  
01:20 19.03.2020 ;2.35;2.61;2.63;3;5;332;1028;-2.0;  
01:10 19.03.2020 ;2.31;2.59;2.61;3;6;332;1027;-2.0;  
01:00 19.03.2020 ;2.28;2.50;2.52;4;6;335;1027;-1.7;  
00:50 19.03.2020 ;2.23;2.50;2.52;4;5;329;1027;-2.0;  
00:40 19.03.2020 ;2.19;2.45;2.47;3;6;328;1027;-2.3;  
00:30 19.03.2020 ;2.14;2.40;2.42;4;6;328;1027;-2.1;  
00:20 19.03.2020 ;2.10;2.37;2.38;3;6;325;1027;-2.3;  
00:10 19.03.2020 ;2.05;2.30;2.31;3;5;322;1027;-2.5;  
00:00 19.03.2020 ;2.00;2.25;2.27;4;7;328;1027;-2.1;  
23:50 18.03.2020 ;1.94;2.18;2.19;4;7;334;1026;-1.7;  
23:40 18.03.2020 ;1.90;2.15;2.17;5;7;333;1026;-1.4;  
23:30 18.03.2020 ;1.84;2.10;2.11;4;7;327;1026;-2.2;  
23:20 18.03.2020 ;1.79;2.03;2.05;4;7;328;1026;-1.9;  
23:10 18.03.2020 ;1.74;1.97;1.99;5;9;334;1026;-1.3;  
23:00 18.03.2020 ;1.69;1.93;1.95;4;7;328;1026;-1.7;  
22:50 18.03.2020 ;1.64;1.89;1.90;5;7;337;1025;-1.1;  
22:40 18.03.2020 ;1.59;1.83;1.85;5;9;338;1025;-1.1;  
22:30 18.03.2020 ;1.54;1.79;1.81;4;7;331;1025;-1.5;  
22:20 18.03.2020 ;1.50;1.77;1.78;4;6;327;1025;-1.5;  
22:10 18.03.2020 ;1.46;1.72;1.73;5;7;334;1025;-1.0;  
22:00 18.03.2020 ;1.42;1.67;1.68;5;8;330;1025;-1.0;  
21:50 18.03.2020 ;1.39;1.69;1.70;6;9;333;1024;-0.9;  
21:40 18.03.2020 ;1.36;1.61;1.62;6;10;336;1024;-1.0;  
21:30 18.03.2020 ;1.33;1.58;1.59;6;9;337;1024;-1.0;  
21:20 18.03.2020 ;1.30;1.61;1.62;5;8;340;1024;-0.9;  
21:10 18.03.2020 ;1.28;1.52;1.53;6;9;344;1024;-1.0;  
21:00 18.03.2020 ;1.26;1.54;1.55;6;10;337;1023;-0.9;  
20:50 18.03.2020 ;1.25;1.51;1.52;6;10;338;1023;-1.1;  
20:40 18.03.2020 ;1.24;1.52;1.53;6;10;339;1023;-1.0;  
20:30 18.03.2020 ;1.23;1.48;1.49;6;10;337;1023;-1.0;  
20:20 18.03.2020 ;1.23;1.52;1.54;7;10;338;1023;-1.0;  
20:10 18.03.2020 ;1.23;1.48;1.49;7;10;340;1022;-0.9;  
20:00 18.03.2020 ;1.23;1.49;1.50;7;11;345;1022;-0.9;  
19:50 18.03.2020 ;1.24;1.55;1.56;7;12;337;1022;-0.8;  
19:40 18.03.2020 ;1.26;1.50;1.51;7;11;341;1022;-0.7;  
19:30 18.03.2020 ;1.27;1.57;1.58;7;11;340;1022;-0.7;  
19:20 18.03.2020 ;1.29;1.57;1.58;6;10;343;1021;-0.7;  
19:10 18.03.2020 ;1.31;1.57;1.58;7;11;346;1021;-0.7;  
19:00 18.03.2020 ;1.34;1.63;1.65;7;11;345;1021;-1.0;  
18:50 18.03.2020 ;1.37;1.64;1.65;7;12;340;1021;-0.7;  
18:40 18.03.2020 ;1.39;1.67;1.68;7;11;343;1020;-0.5;  
18:30 18.03.2020 ;1.43;1.74;1.76;7;10;338;1020;-0.3;  
18:20 18.03.2020 ;1.46;1.77;1.78;7;10;337;1020;-0.3;  
18:10 18.03.2020 ;1.50;1.81;1.83;6;10;336;1020;-0.3;  
18:00 18.03.2020 ;1.54;1.86;1.88;7;11;336;1019;-0.2;  
17:50 18.03.2020 ;1.58;1.86;1.88;7;10;336;1019;0.0;  
17:40 18.03.2020 ;1.62;1.94;1.95;7;11;340;1019;0.0;  
17:30 18.03.2020 ;1.66;1.95;1.96;7;11;341;1019;0.2;  
17:20 18.03.2020 ;1.70;2.03;2.05;7;12;339;1019;-0.1;  
17:10 18.03.2020 ;1.74;2.10;2.12;8;11;336;1018;0.2;  
17:00 18.03.2020 ;1.78;2.09;2.10;8;13;337;1018;0.0;  
16:50 18.03.2020 ;1.82;2.20;2.21;8;13;333;1018;0.4;  
16:40 18.03.2020 ;1.86;2.21;2.23;8;14;337;1018;0.3;  
16:30 18.03.2020 ;1.90;2.23;2.25;8;14;337;1017;0.5;  
16:20 18.03.2020 ;1.94;2.34;2.36;9;14;333;1017;0.4;  
16:10 18.03.2020 ;1.97;2.34;2.35;9;14;339;1017;0.7;  
16:00 18.03.2020 ;2.01;2.38;2.40;9;14;338;1017;0.5;  
15:50 18.03.2020 ;2.04;2.42;2.44;9;13;338;1017;0.6;  
15:40 18.03.2020 ;2.07;2.44;2.46;9;13;338;1016;0.6;  
15:30 18.03.2020 ;2.10;2.52;2.54;9;15;334;1016;0.6;  
15:20 18.03.2020 ;2.12;2.50;2.52;9;15;335;1016;0.4;  
15:10 18.03.2020 ;2.14;2.54;2.56;10;16;337;1016;0.4;  
15:00 18.03.2020 ;2.17;2.59;2.61;10;15;336;1015;0.3;  
14:50 18.03.2020 ;2.18;2.58;2.59;10;15;334;1015;0.2;  
14:40 18.03.2020 ;2.20;2.61;2.63;10;15;332;1015;0.1;  
14:30 18.03.2020 ;2.21;2.65;2.67;10;16;333;1015;0.0;  
14:20 18.03.2020 ;2.22;2.60;2.62;9;14;333;1015;-0.1;  
14:10 18.03.2020 ;2.22;2.66;2.68;9;17;339;1014;-0.2;  
14:00 18.03.2020 ;2.22;2.63;2.64;10;15;338;1014;-0.3;  
13:50 18.03.2020 ;2.22;2.61;2.63;9;15;336;1014;-0.4;  
13:40 18.03.2020 ;2.22;2.67;2.69;9;14;333;1014;-0.4;  
13:30 18.03.2020 ;2.21;2.62;2.64;9;15;336;1014;-0.5;  
13:20 18.03.2020 ;2.20;2.61;2.62;10;15;334;1013;-0.6;  
13:10 18.03.2020 ;2.18;2.63;2.65;10;15;335;1013;-0.8;  
13:00 18.03.2020 ;2.16;2.56;2.58;10;16;335;1013;-0.8;  
12:50 18.03.2020 ;2.14;2.55;2.57;9;15;337;1013;-0.7;  
12:40 18.03.2020 ;2.12;2.56;2.58;10;16;333;1013;-0.9;  
12:30 18.03.2020 ;2.09;2.49;2.51;9;15;334;1013;-0.7;  
12:20 18.03.2020 ;2.06;2.46;2.47;10;17;332;1012;-0.8;  
12:10 18.03.2020 ;2.02;2.46;2.47;9;14;336;1012;-0.8;  
12:00 18.03.2020 ;1.99;2.38;2.40;9;14;337;1012;-0.8;  
11:50 18.03.2020 ;1.95;2.39;2.41;9;15;335;1011;-0.8;  
11:40 18.03.2020 ;1.91;2.32;2.34;9;14;332;1011;-0.8;  
11:30 18.03.2020 ;1.87;2.30;2.32;9;13;339;1011;-0.6;  
11:20 18.03.2020 ;1.83;2.22;2.24;9;15;336;1011;-0.8;  
11:10 18.03.2020 ;1.78;2.24;2.26;9;15;338;1011;-0.8;  
11:00 18.03.2020 ;1.74;2.17;2.19;9;14;338;1010;-0.9;  
10:50 18.03.2020 ;1.70;2.11;2.13;9;14;337;1010;-0.9;  
10:40 18.03.2020 ;1.66;2.07;2.09;9;14;337;1010;-0.9;  
10:30 18.03.2020 ;1.61;2.05;2.06;8;15;336;1010;-0.9;  
10:20 18.03.2020 ;1.57;1.99;2.01;9;13;339;1010;-0.9;  
10:10 18.03.2020 ;1.52;1.98;1.99;9;13;335;1010;-0.9;  
10:00 18.03.2020 ;1.48;1.91;1.92;8;13;338;1009;-0.9;  
09:50 18.03.2020 ;1.44;1.91;1.92;8;14;336;1009;-1.0;  
09:40 18.03.2020 ;1.41;1.87;1.88;9;13;340;1009;-0.8;  
09:30 18.03.2020 ;1.37;1.81;1.82;9;15;333;1009;-0.9;  
09:20 18.03.2020 ;1.34;1.82;1.83;9;15;336;1008;-0.9;  
09:10 18.03.2020 ;1.31;1.77;1.78;8;12;336;1008;-0.9;  
09:00 18.03.2020 ;1.28;1.77;1.79;8;13;339;1008;-0.9;  
08:50 18.03.2020 ;1.26;1.76;1.77;9;14;338;1008;-0.8;  
08:40 18.03.2020 ;1.24;1.70;1.71;9;13;336;1008;-0.8;  
08:30 18.03.2020 ;1.22;1.69;1.70;9;14;339;1007;-0.8;  
08:20 18.03.2020 ;1.21;1.71;1.72;7;13;339;1007;-0.7;  
08:10 18.03.2020 ;1.20;1.64;1.65;8;13;337;1007;-0.6;  
08:00 18.03.2020 ;1.20;1.70;1.71;8;12;337;1007;-0.6;  
07:50 18.03.2020 ;1.20;1.70;1.72;8;13;335;1007;-0.5;  
07:40 18.03.2020 ;1.20;1.67;1.69;8;12;332;1006;-0.5;  
07:30 18.03.2020 ;1.21;1.73;1.75;8;12;333;1006;-0.4;  
07:20 18.03.2020 ;1.22;1.72;1.73;8;12;335;1006;-0.5;  
07:10 18.03.2020 ;1.23;1.73;1.75;8;14;333;1005;-0.4;  
07:00 18.03.2020 ;1.25;1.77;1.78;8;13;334;1005;-0.4;  
06:50 18.03.2020 ;1.27;1.75;1.77;8;12;334;1005;-0.4;  
06:40 18.03.2020 ;1.30;1.86;1.88;8;12;335;1005;-0.4;  
06:30 18.03.2020 ;1.33;1.80;1.82;8;13;336;1005;-0.3;  
06:20 18.03.2020 ;1.36;1.90;1.92;9;14;335;1004;-0.3;  
06:10 18.03.2020 ;1.39;1.92;1.94;8;14;334;1004;-0.3;  
06:00 18.03.2020 ;1.43;1.94;1.96;8;14;336;1004;-0.3;  
05:50 18.03.2020 ;1.47;2.00;2.02;8;13;338;1004;-0.3;  
05:40 18.03.2020 ;1.51;2.05;2.06;8;14;335;1003;-0.3;  
05:30 18.03.2020 ;1.56;2.08;2.10;8;13;335;1003;-0.3;  
05:20 18.03.2020 ;1.60;2.18;2.20;9;13;341;1003;-0.2;  
05:10 18.03.2020 ;1.65;2.18;2.20;8;14;339;1003;-0.3;  
05:00 18.03.2020 ;1.70;2.25;2.26;8;12;338;1003;-0.3;  
04:50 18.03.2020 ;1.75;2.30;2.32;8;13;337;1003;-0.3;  
04:40 18.03.2020 ;1.80;2.34;2.36;9;14;340;1003;-0.3;  
04:30 18.03.2020 ;1.85;2.42;2.44;9;14;339;1003;-0.2;  
04:20 18.03.2020 ;1.90;2.43;2.44;8;13;344;1002;-0.3;  
04:10 18.03.2020 ;1.94;2.49;2.50;8;14;342;1002;-0.3;  
04:00 18.03.2020 ;1.99;2.59;2.61;8;14;335;1002;-0.3;  
03:50 18.03.2020 ;2.04;2.62;2.64;8;11;338;1002;-0.3;  
03:40 18.03.2020 ;2.09;2.64;2.66;7;12;336;1002;-0.3;  
03:30 18.03.2020 ;2.13;2.72;2.74;7;10;335;1001;-0.3;  
03:20 18.03.2020 ;2.17;2.74;2.76;6;10;338;1001;-0.2;  
03:10 18.03.2020 ;2.21;2.80;2.82;7;12;334;1001;-0.3;  
03:00 18.03.2020 ;2.25;2.84;2.86;7;11;342;1001;-0.2;  
02:50 18.03.2020 ;2.28;2.84;2.86;7;10;350;1001;-0.1;  
02:40 18.03.2020 ;2.31;2.92;2.94;7;12;347;1001;-0.2;  
02:30 18.03.2020 ;2.34;2.91;2.93;7;11;347;1001;-0.4;  
02:20 18.03.2020 ;2.37;2.95;2.96;7;11;341;1000;-0.3;  
02:10 18.03.2020 ;2.39;3.03;3.05;7;10;346;1000;0.0;  
02:00 18.03.2020 ;2.41;3.00;3.02;7;12;352;1000;0.0;  
01:50 18.03.2020 ;2.42;2.95;2.97;6;9;353;1000;-0.1;  
01:40 18.03.2020 ;2.44;3.08;3.10;6;9;353;1000;0.0;  
01:30 18.03.2020 ;2.45;3.07;3.09;6;10;0;999;-0.1;  
01:20 18.03.2020 ;2.45;3.06;3.08;6;10;357;999;-0.1;  
01:10 18.03.2020 ;2.46;3.07;3.09;6;10;352;999;-0.1;  
01:00 18.03.2020 ;2.45;3.01;3.03;6;9;344;999;0.0;  
00:50 18.03.2020 ;2.44;3.05;3.07;6;9;352;998;-0.1;  
00:40 18.03.2020 ;2.43;3.07;3.09;5;9;355;998;-0.1;  
00:30 18.03.2020 ;2.42;3.00;3.02;7;10;359;998;-0.1;  
00:20 18.03.2020 ;2.40;3.00;3.02;8;12;1;998;0.0;  
00:10 18.03.2020 ;2.38;3.00;3.02;8;11;1;998;0.2;  
00:00 18.03.2020 ;2.35;2.88;2.90;8;11;1;997;0.0;  
23:50 17.03.2020 ;2.33;2.96;2.98;8;12;360;997;0.1;  
23:40 17.03.2020 ;2.30;2.92;2.94;9;13;1;997;0.2;  
23:30 17.03.2020 ;2.26;2.85;2.87;8;11;360;996;0.2;  
23:20 17.03.2020 ;2.22;2.85;2.87;7;11;2;996;0.2;  
23:10 17.03.2020 ;2.18;2.79;2.81;8;13;1;996;0.2;  
23:00 17.03.2020 ;2.14;2.73;2.75;7;10;0;996;0.2;  
22:50 17.03.2020 ;2.10;2.63;2.65;8;13;356;996;0.3;  
22:40 17.03.2020 ;2.06;2.66;2.68;8;12;354;996;0.4;  
22:30 17.03.2020 ;2.01;2.54;2.56;8;13;353;995;0.4;  
22:20 17.03.2020 ;1.96;2.52;2.54;8;13;353;995;0.4;  
22:10 17.03.2020 ;1.91;2.56;2.57;8;12;353;995;0.3;  
22:00 17.03.2020 ;1.86;2.46;2.48;8;12;348;995;0.4;  
21:50 17.03.2020 ;1.82;2.38;2.39;8;13;342;994;0.4;  
21:40 17.03.2020 ;1.77;2.34;2.36;8;12;342;994;0.4;  
21:30 17.03.2020 ;1.72;2.37;2.39;8;13;341;994;0.4;  
21:20 17.03.2020 ;1.67;2.18;2.19;7;12;341;994;0.3;  
21:10 17.03.2020 ;1.62;2.27;2.29;8;14;337;994;0.3;  
21:00 17.03.2020 ;1.58;2.19;2.21;8;11;337;994;0.1;  
20:50 17.03.2020 ;1.54;2.10;2.12;8;11;333;993;0.1;  
20:40 17.03.2020 ;1.50;2.15;2.17;8;11;334;993;0.1;  
20:30 17.03.2020 ;1.46;2.06;2.08;8;11;332;993;0.1;  
20:20 17.03.2020 ;1.42;2.02;2.04;8;11;330;993;0.0;  
20:10 17.03.2020 ;1.38;1.98;1.99;7;12;333;993;-0.1;  
20:00 17.03.2020 ;1.35;2.03;2.04;6;10;335;993;-0.2;  
19:50 17.03.2020 ;1.32;1.93;1.94;6;11;341;993;-0.1;  
19:40 17.03.2020 ;1.30;1.92;1.93;7;10;341;993;0.0;  
19:30 17.03.2020 ;1.27;1.91;1.93;6;10;340;993;0.0;  
19:20 17.03.2020 ;1.26;1.89;1.91;6;10;342;993;-0.1;  
19:10 17.03.2020 ;1.24;1.83;1.84;6;11;339;992;-0.1;  
19:00 17.03.2020 ;1.22;1.85;1.87;6;10;338;992;0.0;  
18:50 17.03.2020 ;1.22;1.88;1.90;6;9;340;992;0.1;  
18:40 17.03.2020 ;1.21;1.84;1.86;6;11;332;992;0.0;  
18:30 17.03.2020 ;1.21;1.89;1.91;7;11;337;992;0.0;  
18:20 17.03.2020 ;1.21;1.84;1.85;6;9;340;991;0.1;  
18:10 17.03.2020 ;1.22;1.84;1.86;6;10;342;991;0.2;  
18:00 17.03.2020 ;1.22;1.91;1.92;6;10;344;991;0.5;  
17:50 17.03.2020 ;1.24;1.88;1.90;6;9;344;991;0.7;  
17:40 17.03.2020 ;1.26;1.95;1.97;6;9;340;991;0.9;  
17:30 17.03.2020 ;1.27;1.98;1.99;5;8;339;990;1.1;  
17:20 17.03.2020 ;1.30;1.92;1.93;6;10;337;990;0.9;  
17:10 17.03.2020 ;1.32;2.05;2.06;6;9;336;990;0.9;  
17:00 17.03.2020 ;1.35;2.04;2.05;6;9;341;990;0.7;  
16:50 17.03.2020 ;1.38;2.07;2.09;6;9;349;990;1.2;  
16:40 17.03.2020 ;1.42;2.09;2.10;6;10;355;990;0.9;  
16:30 17.03.2020 ;1.46;2.12;2.14;6;10;354;990;1.2;  
16:20 17.03.2020 ;1.50;2.20;2.21;6;10;354;989;1.1;  
16:10 17.03.2020 ;1.54;2.24;2.25;7;12;352;989;0.8;  
16:00 17.03.2020 ;1.58;2.28;2.30;6;10;353;989;1.3;  
15:50 17.03.2020 ;1.62;2.37;2.38;7;11;355;989;1.1;  
15:40 17.03.2020 ;1.66;2.36;2.38;8;11;359;989;1.2;  
15:30 17.03.2020 ;1.71;2.45;2.47;7;12;357;989;1.2;  
15:20 17.03.2020 ;1.76;2.53;2.55;8;12;3;988;1.2;  
15:10 17.03.2020 ;1.80;2.52;2.54;9;13;0;988;1.1;  
15:00 17.03.2020 ;1.85;2.58;2.60;9;14;359;988;1.0;  
14:50 17.03.2020 ;1.89;2.63;2.65;8;12;2;988;1.0;  
14:40 17.03.2020 ;1.94;2.80;2.81;8;11;359;988;1.2;  
14:30 17.03.2020 ;1.98;2.77;2.79;7;11;5;988;1.1;  
14:20 17.03.2020 ;2.02;2.77;2.79;8;11;358;987;1.1;  
14:10 17.03.2020 ;2.06;2.82;2.84;8;11;0;987;0.9;  
14:00 17.03.2020 ;2.09;2.84;2.86;7;11;2;987;0.9;  
13:50 17.03.2020 ;2.13;2.96;2.98;7;10;1;987;0.8;  
13:40 17.03.2020 ;2.15;2.98;3.00;8;11;4;987;1.0;  
13:30 17.03.2020 ;2.18;2.98;3.00;8;11;0;986;1.0;  
13:20 17.03.2020 ;2.21;3.09;3.11;8;11;358;986;1.3;  
13:10 17.03.2020 ;2.23;2.96;2.98;8;12;2;986;1.4;  
13:00 17.03.2020 ;2.25;2.99;3.01;9;12;3;986;1.1;  
12:50 17.03.2020 ;2.26;3.21;3.23;9;12;4;985;1.0;  
12:40 17.03.2020 ;2.28;3.02;3.04;9;13;7;985;0.8;  
12:30 17.03.2020 ;2.29;3.11;3.13;8;11;5;985;0.8;  
12:20 17.03.2020 ;2.29;3.12;3.14;8;12;6;985;0.9;  
12:10 17.03.2020 ;2.29;3.02;3.04;9;13;8;985;0.6;  
12:00 17.03.2020 ;2.29;3.18;3.20;9;13;10;985;0.4;  
11:50 17.03.2020 ;2.28;3.11;3.13;9;14;10;984;0.2;  
11:40 17.03.2020 ;2.26;3.05;3.07;9;12;11;984;0.3;  
11:30 17.03.2020 ;2.25;3.03;3.05;10;13;9;984;0.3;  
11:20 17.03.2020 ;2.23;3.00;3.02;9;14;8;983;0.5;  
11:10 17.03.2020 ;2.21;3.02;3.04;9;12;6;983;0.3;  
11:00 17.03.2020 ;2.18;2.97;2.99;9;12;7;983;0.4;  
10:50 17.03.2020 ;2.14;2.88;2.90;10;13;7;983;0.1;  
10:40 17.03.2020 ;2.11;2.89;2.91;9;12;8;983;-0.2;  
10:30 17.03.2020 ;2.07;2.92;2.94;9;12;8;983;-0.3;  
10:20 17.03.2020 ;2.03;2.82;2.84;8;13;11;982;-0.4;  
10:10 17.03.2020 ;1.99;2.79;2.81;9;13;12;982;-0.5;  
10:00 17.03.2020 ;1.94;2.83;2.85;10;14;11;982;-0.7;  
09:50 17.03.2020 ;1.90;2.64;2.66;9;13;9;982;-0.7;  
09:40 17.03.2020 ;1.86;2.67;2.69;10;14;8;981;-0.8;  
09:30 17.03.2020 ;1.80;2.70;2.72;10;15;9;981;-0.8;  
09:20 17.03.2020 ;1.75;2.46;2.48;9;13;10;981;-0.7;  
09:10 17.03.2020 ;1.70;2.43;2.45;10;13;8;981;-0.7;  
09:00 17.03.2020 ;1.66;2.43;2.45;9;13;11;981;-0.8;  
08:50 17.03.2020 ;1.60;2.48;2.49;9;13;12;980;-0.7;  
08:40 17.03.2020 ;1.55;2.38;2.40;9;13;13;980;-0.7;  
08:30 17.03.2020 ;1.50;2.31;2.33;10;15;9;980;-0.6;  
08:20 17.03.2020 ;1.46;2.21;2.23;11;15;10;980;-0.6;  
08:10 17.03.2020 ;1.42;2.39;2.41;10;15;11;980;-0.5;  
08:00 17.03.2020 ;1.37;2.13;2.15;10;14;11;979;-0.5;  
07:50 17.03.2020 ;1.33;2.29;2.31;8;12;12;979;-0.5;  
07:40 17.03.2020 ;1.30;2.09;2.10;9;14;13;979;-0.4;  
07:30 17.03.2020 ;1.26;2.11;2.12;10;13;12;979;-0.4;  
07:20 17.03.2020 ;1.22;2.22;2.24;10;15;10;978;-0.3;  
07:10 17.03.2020 ;1.20;2.00;2.02;11;17;7;978;-0.2;  
07:00 17.03.2020 ;1.18;2.07;2.08;11;16;8;978;-0.2;  
06:50 17.03.2020 ;1.15;2.17;2.19;10;15;9;978;-0.2;  
