 Timabil 	 Flodatafla (m)	Sjavarhaed (m)	Vindur (m/s)	Hvida (m/s)	Vindatt (deg)	Loftthrystingur (hpa)	Lofthiti (degC)	
00:00 01.02.2019 	 0,68 	 0,54 	 4 	 5 	 14 	 1016 	 -6,3 	  
23:50 31.01.2019 	 0,7 	 0,6 	 4 	 6 	 14 	 1016 	 -6,4 	  
23:40 31.01.2019 	 0,73 	 0,62 	 4 	 6 	 14 	 1017 	 -6,5 	  
23:30 31.01.2019 	 0,76 	 0,63 	 5 	 6 	 13 	 1017 	 -6,4 	  
23:20 31.01.2019 	 0,79 	 0,66 	 4 	 7 	 18 	 1016 	 -6,2 	  
23:10 31.01.2019 	 0,82 	 0,69 	 5 	 8 	 14 	 1016 	 -6,3 	  
23:00 31.01.2019 	 0,85 	 0,7 	 6 	 8 	 12 	 1016 	 -6 	  
22:50 31.01.2019 	 0,88 	 0,71 	 7 	 10 	 10 	 1016 	 -6,3 	  
22:40 31.01.2019 	 0,91 	 0,74 	 7 	 10 	 359 	 1016 	 -5,9 	  
22:30 31.01.2019 	 0,94 	 0,76 	 7 	 11 	 357 	 1016 	 -6 	  
22:20 31.01.2019 	 0,97 	 0,8 	 7 	 10 	 5 	 1016 	 -5,7 	  
22:10 31.01.2019 	 1 	 0,81 	 6 	 10 	 2 	 1016 	 -5,7 	  
22:00 31.01.2019 	 1,02 	 0,83 	 7 	 11 	 5 	 1016 	 -5,7 	  
21:50 31.01.2019 	 1,05 	 0,83 	 7 	 10 	 4 	 1016 	 -5,5 	  
21:40 31.01.2019 	 1,07 	 0,84 	 7 	 11 	 1 	 1016 	 -5,6 	  
21:30 31.01.2019 	 1,1 	 0,85 	 7 	 11 	 2 	 1016 	 -5,7 	  
21:20 31.01.2019 	 1,12 	 0,86 	 8 	 11 	 354 	 1016 	 -5,3 	  
21:10 31.01.2019 	 1,14 	 0,91 	 8 	 12 	 360 	 1016 	 -5,4 	  
21:00 31.01.2019 	 1,15 	 0,92 	 7 	 9 	 2 	 1016 	 -5,4 	  
20:50 31.01.2019 	 1,17 	 0,94 	 7 	 9 	 358 	 1016 	 -5,4 	  
20:40 31.01.2019 	 1,18 	 0,96 	 8 	 12 	 356 	 1016 	 -5,2 	  
20:30 31.01.2019 	 1,19 	 0,97 	 8 	 10 	 1 	 1016 	 -5,3 	  
20:20 31.01.2019 	 1,2 	 0,99 	 7 	 11 	 360 	 1016 	 -5,2 	  
20:10 31.01.2019 	 1,21 	 1 	 7 	 10 	 360 	 1016 	 -5,1 	  
20:00 31.01.2019 	 1,22 	 1,03 	 7 	 11 	 359 	 1016 	 -5,2 	  
19:50 31.01.2019 	 1,22 	 1,01 	 7 	 10 	 3 	 1016 	 -5,2 	  
19:40 31.01.2019 	 1,22 	 1,03 	 7 	 11 	 5 	 1016 	 -5,2 	  
19:30 31.01.2019 	 1,22 	 1 	 7 	 10 	 5 	 1015 	 -5,2 	  
19:20 31.01.2019 	 1,22 	 1 	 8 	 11 	 4 	 1015 	 -5,1 	  
19:10 31.01.2019 	 1,21 	 0,99 	 8 	 11 	 3 	 1015 	 -4,9 	  
19:00 31.01.2019 	 1,2 	 0,99 	 8 	 11 	 6 	 1015 	 -5 	  
18:50 31.01.2019 	 1,19 	 0,97 	 8 	 11 	 2 	 1015 	 -5 	  
18:40 31.01.2019 	 1,18 	 0,94 	 8 	 10 	 2 	 1015 	 -5 	  
18:30 31.01.2019 	 1,16 	 0,91 	 8 	 11 	 360 	 1015 	 -5 	  
18:20 31.01.2019 	 1,15 	 0,92 	 8 	 11 	 359 	 1015 	 -4,7 	  
18:10 31.01.2019 	 1,13 	 0,89 	 8 	 11 	 357 	 1015 	 -4,9 	  
18:00 31.01.2019 	 1,11 	 0,86 	 8 	 12 	 354 	 1015 	 -4,9 	  
17:50 31.01.2019 	 1,08 	 0,83 	 9 	 13 	 355 	 1014 	 -4,9 	  
17:40 31.01.2019 	 1,06 	 0,8 	 8 	 12 	 359 	 1014 	 -4,9 	  
17:30 31.01.2019 	 1,03 	 0,77 	 9 	 12 	 2 	 1014 	 -4,8 	  
17:20 31.01.2019 	 1 	 0,75 	 8 	 12 	 359 	 1014 	 -4,9 	  
17:10 31.01.2019 	 0,98 	 0,73 	 9 	 13 	 5 	 1014 	 -4,8 	  
17:00 31.01.2019 	 0,95 	 0,71 	 9 	 12 	 7 	 1013 	 -5,2 	  
16:50 31.01.2019 	 0,92 	 0,68 	 10 	 13 	 8 	 1013 	 -5,1 	  
16:40 31.01.2019 	 0,89 	 0,67 	 9 	 14 	 5 	 1013 	 -4,9 	  
16:30 31.01.2019 	 0,86 	 0,65 	 9 	 13 	 4 	 1013 	 -4,9 	  
16:20 31.01.2019 	 0,83 	 0,63 	 9 	 13 	 2 	 1013 	 -4,9 	  
16:10 31.01.2019 	 0,8 	 0,6 	 9 	 13 	 3 	 1013 	 -4,9 	  
16:00 31.01.2019 	 0,77 	 0,59 	 9 	 13 	 1 	 1013 	 -4,8 	  
15:50 31.01.2019 	 0,74 	 0,56 	 8 	 13 	 359 	 1013 	 -4,7 	  
15:40 31.01.2019 	 0,71 	 0,55 	 9 	 12 	 0 	 1013 	 -4,7 	  
15:30 31.01.2019 	 0,69 	 0,53 	 9 	 13 	 2 	 1013 	 -4,7 	  
15:20 31.01.2019 	 0,66 	 0,51 	 10 	 14 	 3 	 1013 	 -4,6 	  
15:10 31.01.2019 	 0,64 	 0,47 	 10 	 15 	 360 	 1013 	 -4,5 	  
15:00 31.01.2019 	 0,62 	 0,45 	 10 	 16 	 1 	 1012 	 -4,4 	  
14:50 31.01.2019 	 0,6 	 0,41 	 11 	 16 	 3 	 1012 	 -4,2 	  
14:40 31.01.2019 	 0,58 	 0,39 	 10 	 15 	 3 	 1012 	 -4,2 	  
14:30 31.01.2019 	 0,57 	 0,38 	 11 	 15 	 7 	 1012 	 -4,1 	  
14:20 31.01.2019 	 0,56 	 0,37 	 10 	 15 	 7 	 1012 	 -4,1 	  
14:10 31.01.2019 	 0,55 	 0,34 	 11 	 15 	 8 	 1012 	 -4 	  
14:00 31.01.2019 	 0,54 	 0,32 	 9 	 14 	 7 	 1012 	 -3,8 	  
13:50 31.01.2019 	 0,54 	 0,27 	 10 	 15 	 11 	 1012 	 -3,6 	  
13:40 31.01.2019 	 0,54 	 0,27 	 10 	 15 	 10 	 1012 	 -3,5 	  
13:30 31.01.2019 	 0,54 	 0,25 	 10 	 15 	 10 	 1012 	 -3,5 	  
13:20 31.01.2019 	 0,54 	 0,26 	 11 	 16 	 17 	 1011 	 -3,4 	  
13:10 31.01.2019 	 0,55 	 0,27 	 11 	 15 	 27 	 1011 	 -3,3 	  
13:00 31.01.2019 	 0,56 	 0,29 	 10 	 15 	 22 	 1011 	 -3,2 	  
12:50 31.01.2019 	 0,57 	 0,3 	 11 	 16 	 22 	 1011 	 -3,3 	  
12:40 31.01.2019 	 0,58 	 0,32 	 11 	 15 	 21 	 1011 	 -3,2 	  
12:30 31.01.2019 	 0,6 	 0,34 	 11 	 15 	 20 	 1011 	 -3,2 	  
12:20 31.01.2019 	 0,62 	 0,36 	 9 	 14 	 12 	 1011 	 -3 	  
12:10 31.01.2019 	 0,64 	 0,38 	 9 	 14 	 3 	 1011 	 -3 	  
12:00 31.01.2019 	 0,66 	 0,39 	 9 	 13 	 5 	 1011 	 -3,2 	  
11:50 31.01.2019 	 0,69 	 0,45 	 9 	 13 	 359 	 1011 	 -3,2 	  
11:40 31.01.2019 	 0,72 	 0,49 	 9 	 13 	 1 	 1011 	 -3,2 	  
11:30 31.01.2019 	 0,74 	 0,52 	 9 	 13 	 2 	 1011 	 -3,3 	  
11:20 31.01.2019 	 0,78 	 0,55 	 9 	 14 	 2 	 1011 	 -3,5 	  
11:10 31.01.2019 	 0,8 	 0,58 	 9 	 12 	 6 	 1011 	 -3,5 	  
11:00 31.01.2019 	 0,84 	 0,61 	 9 	 13 	 9 	 1011 	 -3,5 	  
10:50 31.01.2019 	 0,87 	 0,66 	 8 	 10 	 12 	 1011 	 -3,3 	  
10:40 31.01.2019 	 0,9 	 0,69 	 8 	 12 	 7 	 1011 	 -3,5 	  
10:30 31.01.2019 	 0,93 	 0,72 	 8 	 12 	 11 	 1011 	 -3,4 	  
10:20 31.01.2019 	 0,96 	 0,76 	 8 	 13 	 17 	 1010 	 -3,2 	  
10:10 31.01.2019 	 0,99 	 0,8 	 8 	 11 	 14 	 1010 	 -3,2 	  
10:00 31.01.2019 	 1,02 	 0,83 	 9 	 12 	 17 	 1010 	 -3,4 	  
09:50 31.01.2019 	 1,05 	 0,84 	 10 	 15 	 17 	 1010 	 -3,7 	  
09:40 31.01.2019 	 1,08 	 0,88 	 10 	 13 	 17 	 1010 	 -3,5 	  
09:30 31.01.2019 	 1,11 	 0,9 	 10 	 15 	 16 	 1010 	 -3,2 	  
09:20 31.01.2019 	 1,13 	 0,93 	 10 	 13 	 10 	 1010 	 -3,5 	  
09:10 31.01.2019 	 1,16 	 0,95 	 9 	 14 	 8 	 1010 	 -3,5 	  
09:00 31.01.2019 	 1,18 	 0,98 	 8 	 12 	 8 	 1010 	 -3,4 	  
08:50 31.01.2019 	 1,2 	 1,02 	 9 	 12 	 10 	 1010 	 -3,5 	  
08:40 31.01.2019 	 1,22 	 1,05 	 9 	 13 	 11 	 1010 	 -3,6 	  
08:30 31.01.2019 	 1,24 	 1,08 	 10 	 14 	 17 	 1009 	 -3,6 	  
08:20 31.01.2019 	 1,26 	 1,11 	 11 	 15 	 14 	 1009 	 -3,5 	  
08:10 31.01.2019 	 1,27 	 1,14 	 10 	 15 	 13 	 1009 	 -3,4 	  
08:00 31.01.2019 	 1,28 	 1,15 	 9 	 13 	 11 	 1009 	 -3,5 	  
07:50 31.01.2019 	 1,29 	 1,19 	 9 	 14 	 13 	 1009 	 -3,5 	  
07:40 31.01.2019 	 1,3 	 1,2 	 8 	 12 	 9 	 1009 	 -3,3 	  
07:30 31.01.2019 	 1,3 	 1,18 	 8 	 12 	 16 	 1009 	 -3,5 	  
07:20 31.01.2019 	 1,3 	 1,2 	 7 	 12 	 10 	 1009 	 -3,3 	  
07:10 31.01.2019 	 1,3 	 1,2 	 8 	 11 	 11 	 1009 	 -3,3 	  
07:00 31.01.2019 	 1,3 	 1,17 	 9 	 12 	 17 	 1009 	 -3,1 	  
06:50 31.01.2019 	 1,29 	 1,16 	 8 	 14 	 28 	 1009 	 -3,4 	  
06:40 31.01.2019 	 1,28 	 1,17 	 8 	 12 	 12 	 1009 	 -3,4 	  
06:30 31.01.2019 	 1,28 	 1,13 	 7 	 11 	 6 	 1009 	 -3,5 	  
06:20 31.01.2019 	 1,26 	 1,12 	 7 	 12 	 23 	 1009 	 -3,4 	  
06:10 31.01.2019 	 1,25 	 1,09 	 9 	 13 	 20 	 1008 	 -3,4 	  
06:00 31.01.2019 	 1,23 	 1,08 	 7 	 10 	 14 	 1008 	 -3,1 	  
05:50 31.01.2019 	 1,21 	 1,04 	 8 	 11 	 21 	 1008 	 -3 	  
05:40 31.01.2019 	 1,19 	 1,01 	 7 	 10 	 21 	 1008 	 -3,3 	  
05:30 31.01.2019 	 1,17 	 0,97 	 8 	 12 	 22 	 1009 	 -3,4 	  
05:20 31.01.2019 	 1,14 	 0,97 	 8 	 11 	 23 	 1008 	 -3,4 	  
05:10 31.01.2019 	 1,12 	 0,94 	 6 	 12 	 12 	 1008 	 -3,4 	  
05:00 31.01.2019 	 1,09 	 0,93 	 7 	 10 	 16 	 1008 	 -3,5 	  
04:50 31.01.2019 	 1,06 	 0,9 	 7 	 10 	 15 	 1008 	 -3,6 	  
04:40 31.01.2019 	 1,04 	 0,87 	 7 	 10 	 19 	 1008 	 -3,8 	  
04:30 31.01.2019 	 1 	 0,84 	 8 	 10 	 20 	 1008 	 -3,6 	  
04:20 31.01.2019 	 0,98 	 0,81 	 8 	 12 	 20 	 1008 	 -3,5 	  
04:10 31.01.2019 	 0,94 	 0,8 	 6 	 10 	 8 	 1008 	 -3,4 	  
04:00 31.01.2019 	 0,91 	 0,75 	 6 	 9 	 359 	 1008 	 -3,8 	  
03:50 31.01.2019 	 0,88 	 0,73 	 6 	 10 	 5 	 1008 	 -3,7 	  
03:40 31.01.2019 	 0,85 	 0,68 	 6 	 9 	 4 	 1008 	 -3,4 	  
03:30 31.01.2019 	 0,82 	 0,66 	 6 	 8 	 353 	 1008 	 -3,4 	  
03:20 31.01.2019 	 0,79 	 0,63 	 5 	 8 	 358 	 1008 	 -3,7 	  
03:10 31.01.2019 	 0,76 	 0,61 	 7 	 9 	 1 	 1008 	 -3,9 	  
03:00 31.01.2019 	 0,74 	 0,6 	 7 	 10 	 6 	 1008 	 -3,6 	  
02:50 31.01.2019 	 0,71 	 0,55 	 7 	 10 	 11 	 1008 	 -3,5 	  
02:40 31.01.2019 	 0,68 	 0,51 	 7 	 10 	 19 	 1008 	 -3,8 	  
02:30 31.01.2019 	 0,66 	 0,48 	 7 	 9 	 19 	 1008 	 -3,3 	  
02:20 31.01.2019 	 0,64 	 0,45 	 8 	 11 	 15 	 1008 	 -3,2 	  
02:10 31.01.2019 	 0,62 	 0,44 	 8 	 11 	 13 	 1008 	 -3,5 	  
02:00 31.01.2019 	 0,6 	 0,41 	 7 	 12 	 18 	 1008 	 -3,6 	  
01:50 31.01.2019 	 0,59 	 0,39 	 7 	 10 	 16 	 1008 	 -3,6 	  
01:40 31.01.2019 	 0,58 	 0,39 	 8 	 12 	 16 	 1008 	 -3,6 	  
01:30 31.01.2019 	 0,56 	 0,37 	 7 	 11 	 22 	 1008 	 -3,5 	  
01:20 31.01.2019 	 0,56 	 0,35 	 9 	 12 	 30 	 1008 	 -3,4 	  
01:10 31.01.2019 	 0,55 	 0,33 	 9 	 13 	 29 	 1008 	 -3,8 	  
01:00 31.01.2019 	 0,55 	 0,33 	 9 	 14 	 26 	 1008 	 -3,8 	  
00:50 31.01.2019 	 0,54 	 0,35 	 10 	 15 	 24 	 1008 	 -3,5 	  
00:40 31.01.2019 	 0,55 	 0,36 	 9 	 14 	 26 	 1008 	 -3,3 	  
00:30 31.01.2019 	 0,55 	 0,36 	 9 	 13 	 25 	 1007 	 -3,6 	  
00:20 31.01.2019 	 0,56 	 0,38 	 11 	 15 	 30 	 1007 	 -4 	  
00:10 31.01.2019 	 0,56 	 0,41 	 10 	 15 	 27 	 1007 	 -3,6 	  
00:00 31.01.2019 	 0,58 	 0,43 	 9 	 13 	 34 	 1007 	 -3,6 	  
23:50 30.01.2019 	 0,59 	 0,45 	 8 	 12 	 29 	 1007 	 -3,7 	  
23:40 30.01.2019 	 0,6 	 0,46 	 9 	 14 	 30 	 1007 	 -3,6 	  
23:30 30.01.2019 	 0,62 	 0,49 	 5 	 11 	 32 	 1007 	 -3,2 	  
23:20 30.01.2019 	 0,64 	 0,52 	 4 	 8 	 40 	 1007 	 -3,5 	  
23:10 30.01.2019 	 0,66 	 0,54 	 8 	 13 	 22 	 1007 	 -3,1 	  
23:00 30.01.2019 	 0,68 	 0,56 	 9 	 12 	 20 	 1007 	 -2,8 	  
22:50 30.01.2019 	 0,7 	 0,56 	 8 	 12 	 19 	 1007 	 -2,8 	  
22:40 30.01.2019 	 0,72 	 0,6 	 6 	 12 	 28 	 1007 	 -2,7 	  
22:30 30.01.2019 	 0,75 	 0,63 	 6 	 10 	 34 	 1007 	 -2,7 	  
22:20 30.01.2019 	 0,78 	 0,64 	 7 	 10 	 19 	 1007 	 -3 	  
22:10 30.01.2019 	 0,8 	 0,66 	 8 	 12 	 16 	 1007 	 -2,7 	  
22:00 30.01.2019 	 0,83 	 0,68 	 7 	 10 	 32 	 1007 	 -2,3 	  
21:50 30.01.2019 	 0,86 	 0,68 	 7 	 11 	 33 	 1006 	 -2,4 	  
21:40 30.01.2019 	 0,88 	 0,7 	 7 	 10 	 27 	 1007 	 -2,5 	  
21:30 30.01.2019 	 0,91 	 0,74 	 8 	 13 	 35 	 1006 	 -2,5 	  
21:20 30.01.2019 	 0,93 	 0,74 	 7 	 10 	 36 	 1007 	 -2,5 	  
21:10 30.01.2019 	 0,96 	 0,79 	 6 	 10 	 27 	 1007 	 -2,8 	  
21:00 30.01.2019 	 0,98 	 0,8 	 9 	 12 	 40 	 1006 	 -2,8 	  
20:50 30.01.2019 	 1,01 	 0,82 	 9 	 12 	 43 	 1006 	 -2,7 	  
20:40 30.01.2019 	 1,03 	 0,82 	 8 	 12 	 38 	 1006 	 -2,7 	  
20:30 30.01.2019 	 1,06 	 0,88 	 8 	 13 	 43 	 1006 	 -2,3 	  
20:20 30.01.2019 	 1,08 	 0,87 	 8 	 12 	 43 	 1006 	 -2,4 	  
20:10 30.01.2019 	 1,1 	 0,92 	 8 	 13 	 50 	 1006 	 -2,2 	  
20:00 30.01.2019 	 1,12 	 0,91 	 8 	 11 	 45 	 1006 	 -2,3 	  
19:50 30.01.2019 	 1,13 	 0,95 	 8 	 12 	 53 	 1006 	 -2,3 	  
19:40 30.01.2019 	 1,15 	 0,97 	 9 	 14 	 57 	 1006 	 -2,6 	  
19:30 30.01.2019 	 1,16 	 0,97 	 6 	 12 	 50 	 1006 	 -2,6 	  
19:20 30.01.2019 	 1,17 	 0,99 	 4 	 7 	 54 	 1006 	 -3,3 	  
19:10 30.01.2019 	 1,18 	 1 	 4 	 8 	 39 	 1006 	 -3,1 	  
19:00 30.01.2019 	 1,19 	 1 	 3 	 5 	 47 	 1006 	 -3,5 	  
18:50 30.01.2019 	 1,2 	 1 	 3 	 5 	 62 	 1006 	 -3,7 	  
18:40 30.01.2019 	 1,2 	 1,02 	 2 	 4 	 63 	 1006 	 -3,9 	  
18:30 30.01.2019 	 1,2 	 1 	 5 	 7 	 43 	 1006 	 -3,7 	  
18:20 30.01.2019 	 1,2 	 1 	 5 	 8 	 33 	 1006 	 -3,3 	  
18:10 30.01.2019 	 1,2 	 1,02 	 4 	 7 	 22 	 1006 	 -3,9 	  
18:00 30.01.2019 	 1,2 	 0,99 	 6 	 8 	 2 	 1006 	 -3,9 	  
17:50 30.01.2019 	 1,19 	 0,97 	 6 	 9 	 2 	 1006 	 -4 	  
17:40 30.01.2019 	 1,18 	 0,93 	 4 	 8 	 360 	 1006 	 -3,9 	  
17:30 30.01.2019 	 1,17 	 0,91 	 3 	 5 	 5 	 1006 	 -4,3 	  
17:20 30.01.2019 	 1,15 	 0,91 	 3 	 6 	 1 	 1006 	 -4,2 	  
17:10 30.01.2019 	 1,14 	 0,92 	 3 	 4 	 3 	 1006 	 -5,4 	  
17:00 30.01.2019 	 1,12 	 0,88 	 3 	 4 	 13 	 1006 	 -5,6 	  
16:50 30.01.2019 	 1,1 	 0,86 	 3 	 5 	 8 	 1006 	 -4,9 	  
16:40 30.01.2019 	 1,08 	 0,86 	 4 	 6 	 355 	 1007 	 -4,3 	  
16:30 30.01.2019 	 1,06 	 0,82 	 4 	 6 	 358 	 1007 	 -4,3 	  
16:20 30.01.2019 	 1,03 	 0,79 	 4 	 6 	 6 	 1007 	 -4,7 	  
16:10 30.01.2019 	 1,01 	 0,77 	 4 	 6 	 12 	 1007 	 -4,7 	  
16:00 30.01.2019 	 0,98 	 0,76 	 4 	 5 	 11 	 1007 	 -4,9 	  
15:50 30.01.2019 	 0,96 	 0,73 	 4 	 5 	 8 	 1007 	 -5 	  
15:40 30.01.2019 	 0,93 	 0,72 	 4 	 6 	 6 	 1007 	 -5,2 	  
15:30 30.01.2019 	 0,9 	 0,7 	 5 	 7 	 2 	 1007 	 -4,7 	  
15:20 30.01.2019 	 0,87 	 0,68 	 4 	 6 	 15 	 1007 	 -4,4 	  
15:10 30.01.2019 	 0,84 	 0,65 	 5 	 8 	 37 	 1007 	 -3,6 	  
15:00 30.01.2019 	 0,82 	 0,64 	 6 	 9 	 32 	 1007 	 -3,7 	  
14:50 30.01.2019 	 0,79 	 0,6 	 7 	 9 	 22 	 1007 	 -3,7 	  
14:40 30.01.2019 	 0,76 	 0,59 	 7 	 9 	 21 	 1007 	 -4 	  
14:30 30.01.2019 	 0,74 	 0,55 	 7 	 9 	 18 	 1007 	 -4,1 	  
14:20 30.01.2019 	 0,71 	 0,53 	 6 	 10 	 17 	 1007 	 -4,2 	  
14:10 30.01.2019 	 0,69 	 0,5 	 7 	 10 	 13 	 1007 	 -4,1 	  
14:00 30.01.2019 	 0,67 	 0,49 	 6 	 9 	 13 	 1007 	 -4,1 	  
13:50 30.01.2019 	 0,65 	 0,47 	 7 	 10 	 18 	 1007 	 -4 	  
13:40 30.01.2019 	 0,63 	 0,43 	 7 	 10 	 22 	 1007 	 -3,9 	  
13:30 30.01.2019 	 0,62 	 0,4 	 7 	 9 	 28 	 1007 	 -3,8 	  
13:20 30.01.2019 	 0,6 	 0,39 	 7 	 10 	 30 	 1007 	 -4 	  
13:10 30.01.2019 	 0,59 	 0,37 	 7 	 11 	 27 	 1007 	 -4,1 	  
13:00 30.01.2019 	 0,58 	 0,36 	 7 	 10 	 26 	 1007 	 -4,1 	  
12:50 30.01.2019 	 0,57 	 0,34 	 8 	 11 	 24 	 1007 	 -4,2 	  
12:40 30.01.2019 	 0,57 	 0,34 	 8 	 11 	 23 	 1007 	 -4 	  
12:30 30.01.2019 	 0,56 	 0,32 	 8 	 11 	 21 	 1007 	 -4 	  
12:20 30.01.2019 	 0,56 	 0,31 	 8 	 11 	 21 	 1007 	 -3,9 	  
12:10 30.01.2019 	 0,57 	 0,33 	 8 	 11 	 30 	 1007 	 -4 	  
12:00 30.01.2019 	 0,57 	 0,32 	 7 	 10 	 29 	 1007 	 -3,9 	  
11:50 30.01.2019 	 0,58 	 0,34 	 7 	 10 	 29 	 1007 	 -4,2 	  
11:40 30.01.2019 	 0,59 	 0,34 	 5 	 8 	 13 	 1007 	 -4,3 	  
11:30 30.01.2019 	 0,6 	 0,36 	 6 	 8 	 20 	 1007 	 -4,1 	  
11:20 30.01.2019 	 0,62 	 0,37 	 6 	 9 	 23 	 1007 	 -4 	  
11:10 30.01.2019 	 0,63 	 0,39 	 6 	 10 	 14 	 1007 	 -3,8 	  
11:00 30.01.2019 	 0,65 	 0,41 	 7 	 9 	 18 	 1007 	 -4,1 	  
10:50 30.01.2019 	 0,67 	 0,44 	 7 	 9 	 27 	 1007 	 -4,4 	  
10:40 30.01.2019 	 0,69 	 0,47 	 6 	 8 	 32 	 1007 	 -4,6 	  
10:30 30.01.2019 	 0,71 	 0,5 	 7 	 10 	 23 	 1007 	 -4,3 	  
10:20 30.01.2019 	 0,74 	 0,53 	 6 	 8 	 18 	 1007 	 -4,2 	  
10:10 30.01.2019 	 0,76 	 0,56 	 7 	 9 	 20 	 1007 	 -4 	  
10:00 30.01.2019 	 0,79 	 0,6 	 7 	 10 	 25 	 1007 	 -3,8 	  
09:50 30.01.2019 	 0,82 	 0,64 	 7 	 10 	 24 	 1007 	 -3,8 	  
09:40 30.01.2019 	 0,85 	 0,66 	 7 	 10 	 27 	 1007 	 -3,7 	  
09:30 30.01.2019 	 0,88 	 0,7 	 7 	 11 	 28 	 1007 	 -3,8 	  
09:20 30.01.2019 	 0,9 	 0,74 	 7 	 11 	 26 	 1007 	 -3,8 	  
09:10 30.01.2019 	 0,93 	 0,76 	 7 	 11 	 20 	 1007 	 -3,8 	  
09:00 30.01.2019 	 0,96 	 0,79 	 7 	 9 	 19 	 1007 	 -3,9 	  
08:50 30.01.2019 	 0,99 	 0,81 	 7 	 10 	 24 	 1007 	 -3,9 	  
08:40 30.01.2019 	 1,02 	 0,84 	 8 	 12 	 29 	 1007 	 -4 	  
08:30 30.01.2019 	 1,04 	 0,87 	 8 	 10 	 31 	 1007 	 -4,2 	  
08:20 30.01.2019 	 1,07 	 0,9 	 7 	 11 	 27 	 1007 	 -4,3 	  
08:10 30.01.2019 	 1,1 	 0,93 	 6 	 10 	 23 	 1007 	 -4,5 	  
08:00 30.01.2019 	 1,12 	 0,97 	 6 	 9 	 23 	 1007 	 -4,5 	  
07:50 30.01.2019 	 1,14 	 1,01 	 6 	 9 	 25 	 1007 	 -4,5 	  
07:40 30.01.2019 	 1,16 	 1,03 	 4 	 7 	 26 	 1007 	 -4,8 	  
07:30 30.01.2019 	 1,18 	 1,05 	 7 	 11 	 29 	 1007 	 -4,7 	  
07:20 30.01.2019 	 1,2 	 1,06 	 6 	 9 	 31 	 1007 	 -4,4 	  
07:10 30.01.2019 	 1,22 	 1,09 	 6 	 8 	 32 	 1007 	 -4,7 	  
07:00 30.01.2019 	 1,23 	 1,1 	 6 	 8 	 43 	 1007 	 -4,6 	  
06:50 30.01.2019 	 1,24 	 1,14 	 7 	 9 	 39 	 1007 	 -4,9 	  
06:40 30.01.2019 	 1,26 	 1,15 	 7 	 10 	 25 	 1007 	 -4,9 	  
06:30 30.01.2019 	 1,26 	 1,16 	 6 	 8 	 12 	 1007 	 -4,8 	  
06:20 30.01.2019 	 1,27 	 1,16 	 7 	 9 	 7 	 1007 	 -4,9 	  
06:10 30.01.2019 	 1,27 	 1,17 	 6 	 8 	 8 	 1007 	 -4,9 	  
06:00 30.01.2019 	 1,27 	 1,16 	 6 	 8 	 13 	 1007 	 -4,5 	  
05:50 30.01.2019 	 1,27 	 1,16 	 6 	 9 	 14 	 1007 	 -4 	  
05:40 30.01.2019 	 1,27 	 1,15 	 6 	 9 	 10 	 1007 	 -4,1 	  
05:30 30.01.2019 	 1,26 	 1,15 	 7 	 9 	 15 	 1007 	 -3,9 	  
05:20 30.01.2019 	 1,25 	 1,11 	 7 	 10 	 14 	 1007 	 -3,9 	  
05:10 30.01.2019 	 1,24 	 1,09 	 7 	 10 	 12 	 1007 	 -4,1 	  
05:00 30.01.2019 	 1,23 	 1,07 	 7 	 10 	 11 	 1007 	 -4,2 	  
04:50 30.01.2019 	 1,22 	 1,03 	 8 	 10 	 16 	 1007 	 -4,2 	  
04:40 30.01.2019 	 1,2 	 1 	 8 	 10 	 19 	 1007 	 -4 	  
04:30 30.01.2019 	 1,18 	 0,98 	 7 	 10 	 11 	 1007 	 -3,8 	  
04:20 30.01.2019 	 1,16 	 0,95 	 7 	 10 	 10 	 1007 	 -3,9 	  
04:10 30.01.2019 	 1,14 	 0,92 	 7 	 9 	 14 	 1007 	 -3,9 	  
04:00 30.01.2019 	 1,11 	 0,89 	 8 	 12 	 18 	 1007 	 -3,9 	  
03:50 30.01.2019 	 1,09 	 0,88 	 7 	 10 	 16 	 1007 	 -3,8 	  
03:40 30.01.2019 	 1,06 	 0,83 	 8 	 10 	 15 	 1007 	 -3,6 	  
03:30 30.01.2019 	 1,03 	 0,81 	 8 	 10 	 15 	 1007 	 -3,7 	  
03:20 30.01.2019 	 1 	 0,79 	 8 	 11 	 12 	 1007 	 -3,6 	  
03:10 30.01.2019 	 0,98 	 0,77 	 8 	 11 	 11 	 1007 	 -3,6 	  
03:00 30.01.2019 	 0,94 	 0,75 	 7 	 11 	 7 	 1006 	 -3,7 	  
02:50 30.01.2019 	 0,92 	 0,72 	 8 	 11 	 11 	 1006 	 -3,6 	  
02:40 30.01.2019 	 0,88 	 0,69 	 9 	 12 	 16 	 1006 	 -3,5 	  
02:30 30.01.2019 	 0,86 	 0,66 	 10 	 14 	 18 	 1006 	 -3,4 	  
02:20 30.01.2019 	 0,82 	 0,65 	 10 	 12 	 19 	 1006 	 -3,3 	  
02:10 30.01.2019 	 0,8 	 0,63 	 9 	 13 	 16 	 1006 	 -3,3 	  
02:00 30.01.2019 	 0,77 	 0,61 	 8 	 11 	 18 	 1006 	 -3,1 	  
01:50 30.01.2019 	 0,74 	 0,58 	 8 	 12 	 16 	 1006 	 -3,2 	  
01:40 30.01.2019 	 0,72 	 0,56 	 9 	 12 	 10 	 1006 	 -3,4 	  
