 Timabil 	 Flodatafla (m)	Sjavarhaed (m)	Vindur (m/s)	Hvida (m/s)	Vindatt (deg)	Loftthrystingur (hpa)	Lofthiti (degC)	
22:00 24.01.2019 	 2,46 	 2,15 	 6 	 8 	 102 	 992 	 3,5 	  
21:50 24.01.2019 	 2,54 	 2,27 	 6 	 8 	 101 	 992 	 3,5 	  
21:40 24.01.2019 	 2,6 	 2,35 	 7 	 9 	 100 	 992 	 3,5 	  
21:30 24.01.2019 	 2,67 	 2,36 	 7 	 9 	 97 	 991 	 3,4 	  
21:20 24.01.2019 	 2,72 	 2,4 	 7 	 9 	 98 	 991 	 3,4 	  
21:10 24.01.2019 	 2,76 	 2,45 	 7 	 9 	 106 	 991 	 3,5 	  
21:00 24.01.2019 	 2,79 	 2,45 	 7 	 9 	 107 	 991 	 3,3 	  
20:50 24.01.2019 	 2,82 	 2,5 	 7 	 9 	 110 	 991 	 3,2 	  
20:40 24.01.2019 	 2,84 	 2,55 	 7 	 9 	 115 	 991 	 3,3 	  
20:30 24.01.2019 	 2,84 	 2,57 	 7 	 9 	 105 	 991 	 3,4 	  
20:20 24.01.2019 	 2,84 	 2,6 	 7 	 9 	 111 	 991 	 3,2 	  
20:10 24.01.2019 	 2,83 	 2,6 	 7 	 9 	 111 	 991 	 3,2 	  
20:00 24.01.2019 	 2,81 	 2,48 	 7 	 9 	 110 	 991 	 3,2 	  
19:50 24.01.2019 	 2,79 	 2,48 	 7 	 9 	 104 	 991 	 3,1 	  
19:40 24.01.2019 	 2,74 	 2,49 	 7 	 9 	 102 	 991 	 3 	  
19:30 24.01.2019 	 2,7 	 2,42 	 7 	 9 	 106 	 991 	 2,9 	  
19:20 24.01.2019 	 2,65 	 2,4 	 7 	 9 	 107 	 991 	 2,9 	  
19:10 24.01.2019 	 2,58 	 2,32 	 7 	 9 	 110 	 991 	 2,8 	  
19:00 24.01.2019 	 2,51 	 2,24 	 7 	 10 	 115 	 992 	 2,8 	  
18:50 24.01.2019 	 2,44 	 2,2 	 7 	 10 	 111 	 992 	 2,8 	  
18:40 24.01.2019 	 2,35 	 2,11 	 7 	 10 	 121 	 992 	 2,7 	  
18:30 24.01.2019 	 2,26 	 2,01 	 6 	 9 	 136 	 992 	 2,8 	  
18:20 24.01.2019 	 2,17 	 1,93 	 6 	 9 	 152 	 992 	 2,7 	  
18:10 24.01.2019 	 2,07 	 1,82 	 7 	 9 	 137 	 992 	 2,7 	  
18:00 24.01.2019 	 1,96 	 1,7 	 8 	 11 	 128 	 992 	 2,7 	  
17:50 24.01.2019 	 1,86 	 1,61 	 8 	 12 	 129 	 992 	 2,4 	  
17:40 24.01.2019 	 1,74 	 1,54 	 9 	 12 	 114 	 992 	 3,1 	  
17:30 24.01.2019 	 1,62 	 1,4 	 9 	 11 	 105 	 992 	 3,2 	  
17:20 24.01.2019 	 1,51 	 1,3 	 9 	 11 	 103 	 992 	 3,4 	  
17:10 24.01.2019 	 1,39 	 1,16 	 9 	 11 	 107 	 992 	 3,4 	  
17:00 24.01.2019 	 1,28 	 1,1 	 9 	 12 	 104 	 992 	 3,4 	  
16:50 24.01.2019 	 1,16 	 0,96 	 10 	 13 	 109 	 992 	 3,3 	  
16:40 24.01.2019 	 1,05 	 0,85 	 10 	 13 	 116 	 992 	 3,2 	  
16:30 24.01.2019 	 0,94 	 0,71 	 10 	 14 	 119 	 992 	 3,3 	  
16:20 24.01.2019 	 0,83 	 0,66 	 9 	 13 	 127 	 992 	 3,4 	  
16:10 24.01.2019 	 0,73 	 0,57 	 9 	 13 	 136 	 992 	 3,5 	  
16:00 24.01.2019 	 0,63 	 0,45 	 10 	 14 	 140 	 992 	 3,5 	  
15:50 24.01.2019 	 0,54 	 0,35 	 12 	 15 	 157 	 992 	 3,6 	  
15:40 24.01.2019 	 0,46 	 0,35 	 12 	 17 	 150 	 992 	 4 	  
15:30 24.01.2019 	 0,38 	 0,31 	 11 	 16 	 144 	 992 	 3,9 	  
15:20 24.01.2019 	 0,31 	 0,2 	 12 	 18 	 138 	 992 	 3,7 	  
15:10 24.01.2019 	 0,25 	 0,18 	 11 	 17 	 131 	 992 	 3,9 	  
15:00 24.01.2019 	 0,2 	 0,13 	 11 	 15 	 117 	 992 	 3,9 	  
14:50 24.01.2019 	 0,16 	 0,09 	 10 	 16 	 125 	 992 	 4 	  
14:40 24.01.2019 	 0,13 	 0,1 	 13 	 16 	 114 	 992 	 4,3 	  
14:30 24.01.2019 	 0,11 	 0,04 	 13 	 17 	 108 	 992 	 4,5 	  
14:20 24.01.2019 	 0,1 	 0,06 	 13 	 17 	 107 	 991 	 4,5 	  
14:10 24.01.2019 	 0,1 	 0,07 	 13 	 17 	 104 	 991 	 4,4 	  
14:00 24.01.2019 	 0,11 	 0,07 	 13 	 17 	 106 	 991 	 4,5 	  
13:50 24.01.2019 	 0,14 	 0,08 	 14 	 18 	 103 	 991 	 4,4 	  
13:40 24.01.2019 	 0,18 	 0,09 	 14 	 18 	 99 	 991 	 4,4 	  
13:30 24.01.2019 	 0,22 	 0,15 	 14 	 18 	 101 	 991 	 4,3 	  
13:20 24.01.2019 	 0,27 	 0,21 	 14 	 18 	 101 	 992 	 4,2 	  
13:10 24.01.2019 	 0,34 	 0,22 	 13 	 17 	 99 	 992 	 4,2 	  
13:00 24.01.2019 	 0,41 	 0,33 	 13 	 18 	 98 	 992 	 4,2 	  
12:50 24.01.2019 	 0,5 	 0,41 	 13 	 17 	 97 	 993 	 4,2 	  
12:40 24.01.2019 	 0,6 	 0,46 	 13 	 17 	 98 	 993 	 4 	  
12:30 24.01.2019 	 0,69 	 0,56 	 13 	 18 	 97 	 993 	 4 	  
12:20 24.01.2019 	 0,8 	 0,66 	 14 	 18 	 100 	 993 	 3,9 	  
12:10 24.01.2019 	 0,91 	 0,84 	 13 	 17 	 100 	 993 	 3,8 	  
12:00 24.01.2019 	 1,03 	 0,84 	 13 	 17 	 99 	 993 	 3,7 	  
11:50 24.01.2019 	 1,15 	 1,01 	 14 	 18 	 100 	 993 	 3,7 	  
11:40 24.01.2019 	 1,27 	 1,1 	 14 	 19 	 99 	 993 	 3,6 	  
11:30 24.01.2019 	 1,4 	 1,26 	 15 	 18 	 100 	 993 	 3,5 	  
11:20 24.01.2019 	 1,53 	 1,36 	 14 	 18 	 100 	 993 	 3,5 	  
11:10 24.01.2019 	 1,66 	 1,46 	 14 	 18 	 100 	 993 	 3,4 	  
11:00 24.01.2019 	 1,79 	 1,57 	 14 	 18 	 98 	 994 	 3,2 	  
10:50 24.01.2019 	 1,91 	 1,74 	 14 	 17 	 101 	 994 	 3,2 	  
10:40 24.01.2019 	 2,04 	 1,85 	 14 	 18 	 100 	 994 	 3 	  
10:30 24.01.2019 	 2,16 	 1,96 	 14 	 17 	 98 	 994 	 2,8 	  
10:20 24.01.2019 	 2,27 	 2,02 	 14 	 18 	 98 	 994 	 2,7 	  
10:10 24.01.2019 	 2,38 	 2,19 	 13 	 17 	 99 	 994 	 2,7 	  
10:00 24.01.2019 	 2,49 	 2,27 	 13 	 17 	 97 	 994 	 2,7 	  
09:50 24.01.2019 	 2,59 	 2,38 	 12 	 16 	 96 	 995 	 2,7 	  
09:40 24.01.2019 	 2,68 	 2,48 	 12 	 15 	 94 	 995 	 2,6 	  
09:30 24.01.2019 	 2,77 	 2,49 	 12 	 14 	 96 	 996 	 2,5 	  
09:20 24.01.2019 	 2,85 	 2,59 	 11 	 15 	 94 	 996 	 2,4 	  
09:10 24.01.2019 	 2,92 	 2,65 	 11 	 14 	 95 	 996 	 2,2 	  
09:00 24.01.2019 	 2,98 	 2,67 	 12 	 14 	 91 	 996 	 2,1 	  
08:50 24.01.2019 	 3,03 	 2,75 	 11 	 14 	 92 	 996 	 1,9 	  
08:40 24.01.2019 	 3,07 	 2,78 	 12 	 14 	 93 	 996 	 1,8 	  
08:30 24.01.2019 	 3,11 	 2,87 	 11 	 14 	 93 	 996 	 1,8 	  
08:20 24.01.2019 	 3,14 	 2,85 	 11 	 13 	 93 	 996 	 1,6 	  
08:10 24.01.2019 	 3,15 	 2,83 	 10 	 13 	 94 	 997 	 1,6 	  
08:00 24.01.2019 	 3,15 	 2,87 	 10 	 13 	 92 	 997 	 1,6 	  
07:50 24.01.2019 	 3,15 	 2,87 	 10 	 12 	 94 	 997 	 1,6 	  
07:40 24.01.2019 	 3,14 	 2,79 	 9 	 12 	 95 	 997 	 1,6 	  
07:30 24.01.2019 	 3,11 	 2,75 	 9 	 12 	 98 	 997 	 1,6 	  
07:20 24.01.2019 	 3,07 	 2,84 	 9 	 11 	 97 	 997 	 1,6 	  
07:10 24.01.2019 	 3,03 	 2,84 	 8 	 11 	 96 	 997 	 1,6 	  
07:00 24.01.2019 	 2,98 	 2,63 	 9 	 11 	 96 	 997 	 1,6 	  
06:50 24.01.2019 	 2,91 	 2,52 	 9 	 12 	 93 	 997 	 1,7 	  
06:40 24.01.2019 	 2,84 	 2,53 	 10 	 11 	 96 	 997 	 1,8 	  
06:30 24.01.2019 	 2,76 	 2,41 	 10 	 12 	 97 	 998 	 2 	  
06:20 24.01.2019 	 2,67 	 2,41 	 10 	 13 	 95 	 998 	 2,1 	  
06:10 24.01.2019 	 2,58 	 2,28 	 8 	 12 	 87 	 997 	 2 	  
06:00 24.01.2019 	 2,48 	 2,15 	 8 	 11 	 94 	 998 	 1,8 	  
05:50 24.01.2019 	 2,37 	 2,06 	 9 	 11 	 98 	 998 	 1,9 	  
05:40 24.01.2019 	 2,25 	 1,89 	 8 	 10 	 98 	 998 	 1,8 	  
05:30 24.01.2019 	 2,14 	 1,76 	 8 	 11 	 100 	 998 	 1,6 	  
05:20 24.01.2019 	 2,01 	 1,63 	 8 	 10 	 107 	 998 	 1,9 	  
05:10 24.01.2019 	 1,89 	 1,55 	 8 	 11 	 106 	 998 	 2,1 	  
05:00 24.01.2019 	 1,76 	 1,45 	 9 	 11 	 98 	 998 	 2,4 	  
04:50 24.01.2019 	 1,63 	 1,28 	 8 	 11 	 88 	 998 	 2,5 	  
04:40 24.01.2019 	 1,5 	 1,14 	 6 	 9 	 78 	 998 	 2,2 	  
04:30 24.01.2019 	 1,37 	 1,05 	 6 	 9 	 82 	 998 	 2,4 	  
04:20 24.01.2019 	 1,25 	 1,02 	 7 	 10 	 93 	 998 	 2,4 	  
04:10 24.01.2019 	 1,12 	 0,8 	 8 	 10 	 96 	 999 	 2,5 	  
04:00 24.01.2019 	 1 	 0,84 	 7 	 9 	 106 	 999 	 2,4 	  
03:50 24.01.2019 	 0,88 	 0,73 	 7 	 9 	 104 	 999 	 2,4 	  
03:40 24.01.2019 	 0,77 	 0,52 	 8 	 10 	 101 	 999 	 2,3 	  
03:30 24.01.2019 	 0,66 	 0,35 	 8 	 10 	 103 	 999 	 2,3 	  
03:20 24.01.2019 	 0,56 	 0,31 	 7 	 10 	 107 	 999 	 2,3 	  
03:10 24.01.2019 	 0,47 	 0,24 	 7 	 10 	 115 	 1000 	 2,2 	  
03:00 24.01.2019 	 0,39 	 0,27 	 7 	 10 	 116 	 1000 	 2,2 	  
02:50 24.01.2019 	 0,31 	 0,06 	 7 	 10 	 114 	 1000 	 2,1 	  
02:40 24.01.2019 	 0,25 	 0,09 	 7 	 10 	 117 	 999 	 2,1 	  
02:30 24.01.2019 	 0,19 	 0 	 7 	 9 	 115 	 999 	 2,1 	  
02:20 24.01.2019 	 0,15 	 -0,12 	 7 	 10 	 126 	 999 	 2,1 	  
02:10 24.01.2019 	 0,11 	 -0,09 	 6 	 7 	 150 	 1000 	 2,1 	  
02:00 24.01.2019 	 0,09 	 -0,06 	 6 	 7 	 154 	 1000 	 1,9 	  
01:50 24.01.2019 	 0,08 	 -0,21 	 6 	 7 	 154 	 1000 	 1,7 	  
01:40 24.01.2019 	 0,08 	 -0,11 	 5 	 7 	 154 	 1000 	 1,6 	  
01:30 24.01.2019 	 0,09 	 -0,25 	 4 	 5 	 160 	 1000 	 1,1 	  
01:20 24.01.2019 	 0,12 	 -0,12 	 4 	 4 	 168 	 1001 	 0,8 	  
01:10 24.01.2019 	 0,15 	 -0,18 	 3 	 4 	 164 	 1001 	 0,4 	  
01:00 24.01.2019 	 0,2 	 -0,12 	 2 	 3 	 168 	 1001 	 -0,3 	  
00:50 24.01.2019 	 0,25 	 -0,01 	 1 	 2 	 173 	 1001 	 -1,3 	  
00:40 24.01.2019 	 0,32 	 0,01 	 0 	 1 	 182 	 1001 	 -2,6 	  
00:30 24.01.2019 	 0,39 	 0,06 	 0 	 1 	 264 	 1001 	 -3,8 	  
00:20 24.01.2019 	 0,48 	 0,11 	 2 	 2 	 302 	 1001 	 -5 	  
00:10 24.01.2019 	 0,57 	 0,26 	 2 	 3 	 317 	 1001 	 -5,6 	  
00:00 24.01.2019 	 0,67 	 0,35 	 2 	 3 	 316 	 1001 	 -4,8 	  
23:50 23.01.2019 	 0,78 	 0,51 	 1 	 3 	 332 	 1001 	 -4 	  
23:40 23.01.2019 	 0,88 	 0,63 	 1 	 2 	 12 	 1001 	 -5 	  
23:30 23.01.2019 	 1 	 0,61 	 1 	 2 	 13 	 1001 	 -6,2 	  
23:20 23.01.2019 	 1,12 	 0,75 	 2 	 3 	 356 	 1001 	 -6,5 	  
23:10 23.01.2019 	 1,24 	 0,8 	 2 	 3 	 327 	 1001 	 -7,2 	  
23:00 23.01.2019 	 1,36 	 0,94 	 3 	 3 	 337 	 1001 	 -7,5 	  
22:50 23.01.2019 	 1,48 	 1,1 	 3 	 3 	 346 	 1001 	 -7,6 	  
22:40 23.01.2019 	 1,6 	 1,23 	 3 	 4 	 346 	 1001 	 -7,4 	  
22:30 23.01.2019 	 1,72 	 1,3 	 4 	 4 	 341 	 1001 	 -7,6 	  
22:20 23.01.2019 	 1,84 	 1,44 	 4 	 5 	 335 	 1001 	 -8,1 	  
22:10 23.01.2019 	 1,96 	 1,59 	 4 	 5 	 334 	 1001 	 -8,4 	  
22:00 23.01.2019 	 2,07 	 1,58 	 4 	 6 	 336 	 1001 	 -7,8 	  
21:50 23.01.2019 	 2,18 	 1,74 	 5 	 6 	 338 	 1001 	 -7,1 	  
21:40 23.01.2019 	 2,28 	 1,92 	 5 	 6 	 341 	 1001 	 -6,7 	  
21:30 23.01.2019 	 2,37 	 1,98 	 4 	 5 	 342 	 1001 	 -6,8 	  
21:20 23.01.2019 	 2,46 	 1,97 	 4 	 5 	 346 	 1001 	 -7,1 	  
21:10 23.01.2019 	 2,54 	 2,19 	 5 	 6 	 339 	 1001 	 -7,6 	  
21:00 23.01.2019 	 2,62 	 2,2 	 5 	 6 	 335 	 1002 	 -8 	  
20:50 23.01.2019 	 2,69 	 2,24 	 5 	 6 	 333 	 1002 	 -8,7 	  
20:40 23.01.2019 	 2,74 	 2,38 	 5 	 6 	 334 	 1001 	 -9,1 	  
20:30 23.01.2019 	 2,79 	 2,37 	 4 	 5 	 333 	 1002 	 -9,3 	  
20:20 23.01.2019 	 2,84 	 2,36 	 4 	 5 	 326 	 1002 	 -9,6 	  
20:10 23.01.2019 	 2,87 	 2,44 	 4 	 5 	 331 	 1002 	 -9,6 	  
20:00 23.01.2019 	 2,89 	 2,53 	 4 	 6 	 337 	 1002 	 -9,7 	  
19:50 23.01.2019 	 2,91 	 2,52 	 5 	 6 	 336 	 1002 	 -9,9 	  
19:40 23.01.2019 	 2,91 	 2,51 	 4 	 5 	 334 	 1002 	 -10,4 	  
19:30 23.01.2019 	 2,91 	 2,52 	 5 	 5 	 331 	 1002 	 -11,1 	  
19:20 23.01.2019 	 2,89 	 2,54 	 5 	 5 	 332 	 1002 	 -11,1 	  
19:10 23.01.2019 	 2,87 	 2,48 	 5 	 6 	 330 	 1002 	 -11,3 	  
19:00 23.01.2019 	 2,84 	 2,38 	 5 	 5 	 328 	 1002 	 -10,9 	  
18:50 23.01.2019 	 2,79 	 2,34 	 5 	 6 	 329 	 1002 	 -10,8 	  
18:40 23.01.2019 	 2,74 	 2,27 	 5 	 6 	 335 	 1002 	 -10 	  
18:30 23.01.2019 	 2,68 	 2,26 	 5 	 7 	 341 	 1002 	 -8,4 	  
18:20 23.01.2019 	 2,61 	 2,27 	 5 	 7 	 335 	 1002 	 -9,5 	  
18:10 23.01.2019 	 2,53 	 2,16 	 5 	 5 	 333 	 1002 	 -9,8 	  
18:00 23.01.2019 	 2,45 	 2,02 	 5 	 5 	 333 	 1002 	 -9,8 	  
17:50 23.01.2019 	 2,36 	 2 	 5 	 6 	 332 	 1002 	 -9,7 	  
17:40 23.01.2019 	 2,27 	 1,9 	 5 	 6 	 330 	 1002 	 -9,7 	  
17:30 23.01.2019 	 2,16 	 1,81 	 5 	 6 	 323 	 1001 	 -9,7 	  
17:20 23.01.2019 	 2,05 	 1,71 	 5 	 6 	 322 	 1001 	 -9,4 	  
17:10 23.01.2019 	 1,94 	 1,6 	 5 	 6 	 323 	 1001 	 -9 	  
17:00 23.01.2019 	 1,83 	 1,47 	 5 	 5 	 323 	 1001 	 -8,8 	  
16:50 23.01.2019 	 1,71 	 1,38 	 4 	 5 	 326 	 1001 	 -8,4 	  
16:40 23.01.2019 	 1,58 	 1,24 	 5 	 5 	 344 	 1001 	 -8,1 	  
16:30 23.01.2019 	 1,46 	 1,21 	 5 	 5 	 345 	 1001 	 -7,7 	  
16:20 23.01.2019 	 1,34 	 1,04 	 5 	 5 	 345 	 1001 	 -7,5 	  
16:10 23.01.2019 	 1,22 	 0,94 	 5 	 5 	 341 	 1001 	 -7,9 	  
16:00 23.01.2019 	 1,1 	 0,75 	 4 	 5 	 333 	 1001 	 -7,3 	  
15:50 23.01.2019 	 0,98 	 0,73 	 4 	 5 	 351 	 1001 	 -5,7 	  
15:40 23.01.2019 	 0,87 	 0,7 	 4 	 5 	 347 	 1001 	 -5,9 	  
15:30 23.01.2019 	 0,76 	 0,48 	 4 	 5 	 354 	 1001 	 -5,8 	  
15:20 23.01.2019 	 0,65 	 0,42 	 4 	 5 	 358 	 1001 	 -5,6 	  
15:10 23.01.2019 	 0,55 	 0,3 	 4 	 5 	 2 	 1001 	 -5,7 	  
15:00 23.01.2019 	 0,46 	 0,28 	 3 	 5 	 5 	 1001 	 -6 	  
14:50 23.01.2019 	 0,37 	 0,27 	 4 	 5 	 3 	 1001 	 -6,2 	  
14:40 23.01.2019 	 0,29 	 0,16 	 4 	 5 	 2 	 1001 	 -6,2 	  
14:30 23.01.2019 	 0,23 	 0,09 	 3 	 5 	 5 	 1000 	 -6 	  
14:20 23.01.2019 	 0,17 	 -0,07 	 4 	 5 	 1 	 1001 	 -6,5 	  
14:10 23.01.2019 	 0,13 	 -0,1 	 5 	 5 	 350 	 1001 	 -6,8 	  
14:00 23.01.2019 	 0,08 	 0,02 	 4 	 5 	 338 	 1001 	 -7,1 	  
13:50 23.01.2019 	 0,06 	 -0,04 	 4 	 5 	 349 	 1001 	 -7,4 	  
13:40 23.01.2019 	 0,05 	 -0,04 	 4 	 4 	 346 	 1000 	 -7,4 	  
13:30 23.01.2019 	 0,04 	 -0,08 	 4 	 5 	 338 	 1000 	 -7,6 	  
13:20 23.01.2019 	 0,05 	 -0 	 5 	 5 	 335 	 1000 	 -8 	  
13:10 23.01.2019 	 0,07 	 -0,06 	 4 	 5 	 333 	 1000 	 -7,7 	  
13:00 23.01.2019 	 0,11 	 0,03 	 4 	 5 	 341 	 1000 	 -8 	  
12:50 23.01.2019 	 0,15 	 0,07 	 4 	 5 	 336 	 1000 	 -8 	  
12:40 23.01.2019 	 0,2 	 0,03 	 4 	 5 	 333 	 1000 	 -7,7 	  
12:30 23.01.2019 	 0,27 	 0,03 	 4 	 5 	 334 	 1000 	 -7,2 	  
12:20 23.01.2019 	 0,34 	 0,28 	 3 	 5 	 339 	 1000 	 -5,7 	  
12:10 23.01.2019 	 0,42 	 0,39 	 3 	 3 	 341 	 1000 	 -6,5 	  
12:00 23.01.2019 	 0,52 	 0,45 	 3 	 3 	 351 	 1000 	 -6,1 	  
11:50 23.01.2019 	 0,62 	 0,43 	 3 	 4 	 350 	 1000 	 -5,9 	  
11:40 23.01.2019 	 0,73 	 0,51 	 3 	 4 	 352 	 999 	 -6 	  
11:30 23.01.2019 	 0,84 	 0,66 	 4 	 4 	 357 	 999 	 -5,6 	  
11:20 23.01.2019 	 0,96 	 0,77 	 4 	 5 	 357 	 999 	 -6,2 	  
11:10 23.01.2019 	 1,09 	 0,92 	 4 	 5 	 355 	 999 	 -8,2 	  
11:00 23.01.2019 	 1,21 	 1,08 	 4 	 5 	 1 	 999 	 -8,4 	  
10:50 23.01.2019 	 1,34 	 1,21 	 4 	 5 	 1 	 999 	 -8,5 	  
10:40 23.01.2019 	 1,48 	 1,27 	 4 	 5 	 356 	 999 	 -8,4 	  
10:30 23.01.2019 	 1,61 	 1,39 	 4 	 5 	 355 	 999 	 -8,1 	  
10:20 23.01.2019 	 1,74 	 1,54 	 4 	 5 	 358 	 999 	 -7,8 	  
10:10 23.01.2019 	 1,87 	 1,69 	 4 	 5 	 359 	 999 	 -8,1 	  
10:00 23.01.2019 	 2 	 1,66 	 4 	 5 	 0 	 998 	 -7 	  
09:50 23.01.2019 	 2,12 	 1,81 	 4 	 5 	 360 	 999 	 -7,1 	  
09:40 23.01.2019 	 2,25 	 1,97 	 4 	 5 	 1 	 999 	 -7 	  
09:30 23.01.2019 	 2,36 	 2,19 	 4 	 5 	 4 	 998 	 -6,6 	  
09:20 23.01.2019 	 2,47 	 2,24 	 4 	 5 	 9 	 998 	 -6,6 	  
09:10 23.01.2019 	 2,58 	 2,32 	 4 	 5 	 12 	 998 	 -6,9 	  
09:00 23.01.2019 	 2,68 	 2,42 	 4 	 5 	 10 	 998 	 -6,9 	  
08:50 23.01.2019 	 2,77 	 2,44 	 4 	 5 	 9 	 998 	 -7,3 	  
08:40 23.01.2019 	 2,86 	 2,66 	 4 	 5 	 5 	 998 	 -6,9 	  
08:30 23.01.2019 	 2,93 	 2,67 	 4 	 5 	 2 	 998 	 -7 	  
08:20 23.01.2019 	 3 	 2,77 	 4 	 5 	 2 	 998 	 -8 	  
08:10 23.01.2019 	 3,06 	 2,8 	 3 	 4 	 4 	 998 	 -8,1 	  
08:00 23.01.2019 	 3,11 	 2,84 	 3 	 4 	 3 	 997 	 -7,7 	  
07:50 23.01.2019 	 3,15 	 2,89 	 3 	 4 	 5 	 997 	 -8,1 	  
07:40 23.01.2019 	 3,18 	 2,95 	 3 	 4 	 2 	 997 	 -7,4 	  
07:30 23.01.2019 	 3,2 	 2,92 	 3 	 3 	 358 	 997 	 -6,6 	  
07:20 23.01.2019 	 3,21 	 2,91 	 3 	 3 	 358 	 997 	 -6,9 	  
07:10 23.01.2019 	 3,21 	 2,96 	 3 	 4 	 1 	 997 	 -6,5 	  
07:00 23.01.2019 	 3,2 	 2,93 	 3 	 4 	 355 	 997 	 -7,4 	  
06:50 23.01.2019 	 3,18 	 2,94 	 3 	 4 	 1 	 997 	 -6,8 	  
06:40 23.01.2019 	 3,15 	 2,84 	 3 	 4 	 3 	 996 	 -5,1 	  
06:30 23.01.2019 	 3,11 	 2,84 	 3 	 3 	 358 	 996 	 -4,9 	  
06:20 23.01.2019 	 3,06 	 2,79 	 3 	 4 	 356 	 996 	 -5,5 	  
06:10 23.01.2019 	 3 	 2,78 	 3 	 4 	 0 	 996 	 -6,4 	  
06:00 23.01.2019 	 2,93 	 2,69 	 3 	 5 	 5 	 996 	 -7,9 	  
05:50 23.01.2019 	 2,86 	 2,69 	 3 	 3 	 6 	 996 	 -8,6 	  
05:40 23.01.2019 	 2,77 	 2,5 	 2 	 3 	 9 	 996 	 -8,7 	  
05:30 23.01.2019 	 2,67 	 2,39 	 2 	 2 	 10 	 996 	 -7,8 	  
05:20 23.01.2019 	 2,57 	 2,29 	 2 	 2 	 14 	 996 	 -6,9 	  
05:10 23.01.2019 	 2,46 	 2,25 	 2 	 3 	 13 	 996 	 -6,8 	  
05:00 23.01.2019 	 2,35 	 2,06 	 3 	 3 	 16 	 996 	 -8,2 	  
04:50 23.01.2019 	 2,23 	 1,96 	 3 	 3 	 16 	 996 	 -8,1 	  
04:40 23.01.2019 	 2,11 	 1,81 	 3 	 3 	 12 	 996 	 -6,7 	  
04:30 23.01.2019 	 1,97 	 1,75 	 3 	 4 	 18 	 996 	 -9 	  
04:20 23.01.2019 	 1,85 	 1,6 	 3 	 3 	 14 	 996 	 -9 	  
04:10 23.01.2019 	 1,72 	 1,45 	 2 	 3 	 8 	 996 	 -9 	  
04:00 23.01.2019 	 1,58 	 1,4 	 1 	 2 	 3 	 996 	 -8,1 	  
03:50 23.01.2019 	 1,45 	 1,1 	 1 	 2 	 4 	 996 	 -7,5 	  
03:40 23.01.2019 	 1,32 	 1,17 	 2 	 2 	 11 	 996 	 -6,7 	  
03:30 23.01.2019 	 1,19 	 1,15 	 1 	 2 	 8 	 996 	 -6,5 	  
03:20 23.01.2019 	 1,06 	 0,85 	 1 	 2 	 9 	 995 	 -5 	  
03:10 23.01.2019 	 0,94 	 0,75 	 2 	 2 	 20 	 995 	 -4,6 	  
03:00 23.01.2019 	 0,82 	 0,56 	 1 	 2 	 36 	 995 	 -5 	  
02:50 23.01.2019 	 0,71 	 0,45 	 1 	 1 	 54 	 995 	 -3,5 	  
02:40 23.01.2019 	 0,6 	 0,43 	 0 	 0 	 108 	 995 	 -3,5 	  
02:30 23.01.2019 	 0,5 	 0,31 	 0 	 0 	 199 	 996 	 -4,4 	  
02:20 23.01.2019 	 0,41 	 0,18 	 1 	 3 	 10 	 996 	 -5,1 	  
02:10 23.01.2019 	 0,33 	 0,23 	 3 	 3 	 10 	 995 	 -4,8 	  
02:00 23.01.2019 	 0,26 	 0,13 	 2 	 3 	 5 	 995 	 -3,8 	  
01:50 23.01.2019 	 0,2 	 -0,02 	 3 	 3 	 11 	 995 	 -4,4 	  
01:40 23.01.2019 	 0,15 	 -0,05 	 2 	 3 	 13 	 995 	 -5,3 	  
01:30 23.01.2019 	 0,11 	 -0,07 	 2 	 3 	 9 	 995 	 -5,3 	  
01:20 23.01.2019 	 0,08 	 -0,19 	 2 	 3 	 4 	 995 	 -5,8 	  
01:10 23.01.2019 	 0,06 	 -0,11 	 3 	 3 	 7 	 995 	 -7,1 	  
01:00 23.01.2019 	 0,06 	 -0,15 	 3 	 3 	 5 	 995 	 -5,8 	  
00:50 23.01.2019 	 0,06 	 -0,16 	 3 	 3 	 4 	 995 	 -6,1 	  
00:40 23.01.2019 	 0,08 	 -0,06 	 3 	 4 	 3 	 995 	 -6,4 	  
00:30 23.01.2019 	 0,11 	 -0,07 	 2 	 2 	 339 	 995 	 -5,8 	  
00:20 23.01.2019 	 0,15 	 -0,07 	 2 	 2 	 330 	 995 	 -4,9 	  
00:10 23.01.2019 	 0,2 	 -0,05 	 2 	 2 	 323 	 995 	 -4,1 	  
00:00 23.01.2019 	 0,27 	 -0,1 	 2 	 3 	 333 	 995 	 -8,2 	  
23:50 22.01.2019 	 0,34 	 0,06 	 2 	 3 	 344 	 995 	 -8,5 	  
23:40 22.01.2019 	 0,42 	 0,27 	 2 	 3 	 345 	 995 	 -8,7 	  
23:30 22.01.2019 	 0,51 	 0,03 	 2 	 3 	 359 	 995 	 -7,2 	  
23:20 22.01.2019 	 0,61 	 0,21 	 3 	 4 	 2 	 995 	 -6,2 	  
23:10 22.01.2019 	 0,71 	 0,36 	 2 	 3 	 344 	 995 	 -4,8 	  
23:00 22.01.2019 	 0,82 	 0,48 	 2 	 3 	 346 	 995 	 -6,8 	  
22:50 22.01.2019 	 0,94 	 0,46 	 3 	 3 	 1 	 995 	 -7,6 	  
22:40 22.01.2019 	 1,05 	 0,75 	 3 	 3 	 349 	 995 	 -7,7 	  
