 Timabil 	 Flodatafla (m)	Sjavarhaed (m)	Vindur (m/s)	Hvida (m/s)	Vindatt (deg)	Loftthrystingur (hpa)	Lofthiti (degC)	
00:00 01.02.2019 	 1,42 	 1,11 	 6 	 9 	 341 	 1010 	 -6,2 	  
23:50 31.01.2019 	 1,36 	 1,14 	 6 	 9 	 343 	 1010 	 -5,9 	  
23:40 31.01.2019 	 1,3 	 1,06 	 7 	 10 	 348 	 1010 	 -4,9 	  
23:30 31.01.2019 	 1,25 	 0,96 	 7 	 10 	 344 	 1010 	 -5,1 	  
23:20 31.01.2019 	 1,2 	 0,97 	 7 	 10 	 338 	 1010 	 -5,6 	  
23:10 31.01.2019 	 1,15 	 0,88 	 6 	 9 	 343 	 1009 	 -5,2 	  
23:00 31.01.2019 	 1,11 	 0,82 	 6 	 9 	 342 	 1009 	 -5 	  
22:50 31.01.2019 	 1,06 	 0,86 	 6 	 8 	 330 	 1009 	 -6,1 	  
22:40 31.01.2019 	 1,03 	 0,75 	 6 	 7 	 317 	 1009 	 -6,7 	  
22:30 31.01.2019 	 0,99 	 0,69 	 5 	 8 	 331 	 1009 	 -6,6 	  
22:20 31.01.2019 	 0,97 	 0,73 	 5 	 7 	 347 	 1009 	 -5,4 	  
22:10 31.01.2019 	 0,95 	 0,62 	 5 	 7 	 342 	 1009 	 -5,4 	  
22:00 31.01.2019 	 0,92 	 0,62 	 5 	 7 	 323 	 1009 	 -6,3 	  
21:50 31.01.2019 	 0,91 	 0,64 	 5 	 6 	 318 	 1009 	 -5,2 	  
21:40 31.01.2019 	 0,9 	 0,66 	 4 	 5 	 329 	 1009 	 -3,9 	  
21:30 31.01.2019 	 0,9 	 0,65 	 3 	 4 	 4 	 1009 	 -2,5 	  
21:20 31.01.2019 	 0,9 	 0,69 	 3 	 5 	 352 	 1009 	 -3,1 	  
21:10 31.01.2019 	 0,9 	 0,7 	 5 	 6 	 14 	 1009 	 -3 	  
21:00 31.01.2019 	 0,91 	 0,72 	 5 	 7 	 38 	 1009 	 -1,2 	  
20:50 31.01.2019 	 0,92 	 0,69 	 7 	 10 	 55 	 1008 	 -1 	  
20:40 31.01.2019 	 0,95 	 0,59 	 9 	 14 	 47 	 1008 	 -1 	  
20:30 31.01.2019 	 0,97 	 0,63 	 8 	 13 	 36 	 1008 	 -1,9 	  
20:20 31.01.2019 	 0,99 	 0,68 	 7 	 10 	 21 	 1008 	 -2,6 	  
20:10 31.01.2019 	 1,03 	 0,69 	 7 	 10 	 10 	 1008 	 -3,3 	  
20:00 31.01.2019 	 1,06 	 0,74 	 8 	 12 	 13 	 1008 	 -3,2 	  
19:50 31.01.2019 	 1,1 	 0,86 	 7 	 11 	 4 	 1008 	 -3,1 	  
19:40 31.01.2019 	 1,14 	 0,8 	 6 	 9 	 359 	 1008 	 -4,2 	  
19:30 31.01.2019 	 1,19 	 0,83 	 6 	 9 	 358 	 1007 	 -3,7 	  
19:20 31.01.2019 	 1,23 	 0,9 	 6 	 9 	 8 	 1007 	 -2,9 	  
19:10 31.01.2019 	 1,28 	 1,05 	 6 	 9 	 10 	 1007 	 -3 	  
19:00 31.01.2019 	 1,34 	 1,08 	 8 	 11 	 16 	 1007 	 -2,8 	  
18:50 31.01.2019 	 1,39 	 1,09 	 7 	 11 	 20 	 1007 	 -2,9 	  
18:40 31.01.2019 	 1,44 	 1,13 	 9 	 13 	 18 	 1006 	 -2,9 	  
18:30 31.01.2019 	 1,49 	 1,21 	 9 	 14 	 16 	 1006 	 -3 	  
18:20 31.01.2019 	 1,54 	 1,25 	 10 	 14 	 22 	 1006 	 -2,6 	  
18:10 31.01.2019 	 1,6 	 1,25 	 8 	 13 	 13 	 1006 	 -2,8 	  
18:00 31.01.2019 	 1,65 	 1,36 	 7 	 11 	 333 	 1006 	 -4 	  
17:50 31.01.2019 	 1,69 	 1,42 	 8 	 12 	 345 	 1006 	 -3,2 	  
17:40 31.01.2019 	 1,74 	 1,46 	 7 	 10 	 337 	 1006 	 -3,8 	  
17:30 31.01.2019 	 1,79 	 1,49 	 8 	 11 	 345 	 1006 	 -3,4 	  
17:20 31.01.2019 	 1,83 	 1,52 	 8 	 12 	 7 	 1006 	 -2,9 	  
17:10 31.01.2019 	 1,88 	 1,64 	 7 	 11 	 13 	 1006 	 -3,1 	  
17:00 31.01.2019 	 1,92 	 1,62 	 8 	 12 	 22 	 1006 	 -2,6 	  
16:50 31.01.2019 	 1,95 	 1,63 	 10 	 14 	 19 	 1005 	 -3 	  
16:40 31.01.2019 	 1,99 	 1,78 	 7 	 12 	 340 	 1005 	 -3,8 	  
16:30 31.01.2019 	 2,02 	 1,75 	 7 	 11 	 323 	 1006 	 -3,8 	  
16:20 31.01.2019 	 2,04 	 1,81 	 7 	 10 	 340 	 1006 	 -3,6 	  
16:10 31.01.2019 	 2,07 	 1,82 	 6 	 8 	 351 	 1006 	 -3,9 	  
16:00 31.01.2019 	 2,09 	 1,8 	 6 	 8 	 353 	 1006 	 -4,2 	  
15:50 31.01.2019 	 2,11 	 1,88 	 6 	 8 	 346 	 1006 	 -4,2 	  
15:40 31.01.2019 	 2,12 	 1,87 	 7 	 10 	 356 	 1006 	 -3,8 	  
15:30 31.01.2019 	 2,13 	 1,91 	 8 	 11 	 6 	 1006 	 -2,9 	  
15:20 31.01.2019 	 2,14 	 1,86 	 10 	 13 	 10 	 1005 	 -2,7 	  
15:10 31.01.2019 	 2,14 	 1,93 	 9 	 13 	 4 	 1005 	 -3,4 	  
15:00 31.01.2019 	 2,14 	 1,88 	 8 	 12 	 6 	 1005 	 -3,6 	  
14:50 31.01.2019 	 2,13 	 1,91 	 8 	 13 	 9 	 1005 	 -3 	  
14:40 31.01.2019 	 2,12 	 1,89 	 7 	 11 	 2 	 1005 	 -3,6 	  
14:30 31.01.2019 	 2,11 	 1,87 	 6 	 10 	 4 	 1005 	 -3,6 	  
14:20 31.01.2019 	 2,09 	 1,85 	 6 	 9 	 2 	 1005 	 -3,7 	  
14:10 31.01.2019 	 2,07 	 1,8 	 5 	 7 	 347 	 1005 	 -4 	  
14:00 31.01.2019 	 2,04 	 1,81 	 4 	 5 	 341 	 1005 	 -4,4 	  
13:50 31.01.2019 	 2,01 	 1,84 	 3 	 5 	 348 	 1005 	 -4,2 	  
13:40 31.01.2019 	 1,97 	 1,75 	 4 	 5 	 353 	 1005 	 -4,2 	  
13:30 31.01.2019 	 1,94 	 1,7 	 3 	 5 	 7 	 1005 	 -3,8 	  
13:20 31.01.2019 	 1,9 	 1,66 	 3 	 5 	 7 	 1005 	 -3,9 	  
13:10 31.01.2019 	 1,86 	 1,53 	 4 	 5 	 355 	 1005 	 -4,2 	  
13:00 31.01.2019 	 1,81 	 1,62 	 4 	 5 	 350 	 1005 	 -4 	  
12:50 31.01.2019 	 1,76 	 1,6 	 4 	 5 	 341 	 1005 	 -4 	  
12:40 31.01.2019 	 1,71 	 1,54 	 4 	 6 	 355 	 1005 	 -4,1 	  
12:30 31.01.2019 	 1,66 	 1,46 	 4 	 6 	 8 	 1005 	 -4,9 	  
12:20 31.01.2019 	 1,61 	 1,39 	 4 	 7 	 11 	 1005 	 -5,4 	  
12:10 31.01.2019 	 1,55 	 1,29 	 4 	 6 	 10 	 1005 	 -5,2 	  
12:00 31.01.2019 	 1,5 	 1,31 	 3 	 4 	 14 	 1005 	 -5,1 	  
11:50 31.01.2019 	 1,45 	 1,27 	 4 	 5 	 34 	 1005 	 -5,2 	  
11:40 31.01.2019 	 1,39 	 1,23 	 4 	 5 	 29 	 1005 	 -5,9 	  
11:30 31.01.2019 	 1,34 	 1,19 	 4 	 5 	 41 	 1005 	 -6,4 	  
11:20 31.01.2019 	 1,3 	 1,08 	 4 	 6 	 31 	 1004 	 -6,3 	  
11:10 31.01.2019 	 1,25 	 1,06 	 5 	 7 	 14 	 1004 	 -6,1 	  
11:00 31.01.2019 	 1,2 	 0,96 	 5 	 7 	 344 	 1004 	 -6,9 	  
10:50 31.01.2019 	 1,16 	 1,01 	 4 	 6 	 344 	 1004 	 -7,8 	  
10:40 31.01.2019 	 1,12 	 1,02 	 3 	 5 	 348 	 1004 	 -8,2 	  
10:30 31.01.2019 	 1,09 	 0,97 	 4 	 5 	 348 	 1004 	 -8,1 	  
10:20 31.01.2019 	 1,05 	 0,93 	 4 	 5 	 356 	 1004 	 -7,3 	  
10:10 31.01.2019 	 1,02 	 0,94 	 4 	 6 	 359 	 1004 	 -7,2 	  
10:00 31.01.2019 	 1 	 0,86 	 3 	 3 	 15 	 1004 	 -6,9 	  
09:50 31.01.2019 	 0,98 	 0,75 	 3 	 4 	 25 	 1004 	 -8,5 	  
09:40 31.01.2019 	 0,96 	 0,78 	 4 	 5 	 18 	 1004 	 -8,4 	  
09:30 31.01.2019 	 0,95 	 0,8 	 3 	 5 	 25 	 1004 	 -6,2 	  
09:20 31.01.2019 	 0,95 	 0,75 	 3 	 4 	 19 	 1004 	 -6 	  
09:10 31.01.2019 	 0,94 	 0,81 	 4 	 4 	 21 	 1004 	 -6,4 	  
09:00 31.01.2019 	 0,95 	 0,79 	 5 	 5 	 20 	 1003 	 -6,9 	  
08:50 31.01.2019 	 0,95 	 0,78 	 5 	 6 	 21 	 1003 	 -7,5 	  
08:40 31.01.2019 	 0,96 	 0,8 	 5 	 6 	 20 	 1003 	 -8,1 	  
08:30 31.01.2019 	 0,98 	 0,78 	 5 	 6 	 13 	 1003 	 -9,5 	  
08:20 31.01.2019 	 1 	 0,87 	 4 	 5 	 24 	 1003 	 -8,9 	  
08:10 31.01.2019 	 1,02 	 0,92 	 3 	 4 	 26 	 1003 	 -8 	  
08:00 31.01.2019 	 1,06 	 0,96 	 3 	 4 	 26 	 1003 	 -6,6 	  
07:50 31.01.2019 	 1,09 	 0,94 	 3 	 3 	 26 	 1003 	 -7,3 	  
07:40 31.01.2019 	 1,13 	 0,94 	 3 	 4 	 0 	 1003 	 -8,2 	  
07:30 31.01.2019 	 1,16 	 0,92 	 2 	 3 	 27 	 1003 	 -7,1 	  
07:20 31.01.2019 	 1,21 	 0,95 	 2 	 2 	 27 	 1003 	 -7,4 	  
07:10 31.01.2019 	 1,25 	 1,04 	 2 	 3 	 17 	 1002 	 -7,3 	  
07:00 31.01.2019 	 1,3 	 1,07 	 3 	 4 	 21 	 1002 	 -7,8 	  
06:50 31.01.2019 	 1,36 	 1,1 	 4 	 5 	 10 	 1002 	 -8 	  
06:40 31.01.2019 	 1,41 	 1,19 	 4 	 5 	 6 	 1002 	 -8,3 	  
06:30 31.01.2019 	 1,46 	 1,23 	 5 	 6 	 20 	 1002 	 -8,3 	  
06:20 31.01.2019 	 1,52 	 1,27 	 5 	 6 	 23 	 1002 	 -7,8 	  
06:10 31.01.2019 	 1,58 	 1,32 	 5 	 6 	 27 	 1002 	 -7,9 	  
06:00 31.01.2019 	 1,62 	 1,39 	 5 	 7 	 16 	 1002 	 -8,3 	  
05:50 31.01.2019 	 1,68 	 1,46 	 5 	 6 	 19 	 1002 	 -7,9 	  
05:40 31.01.2019 	 1,74 	 1,44 	 5 	 5 	 33 	 1002 	 -6,8 	  
05:30 31.01.2019 	 1,79 	 1,56 	 4 	 5 	 36 	 1002 	 -8,2 	  
05:20 31.01.2019 	 1,84 	 1,63 	 4 	 5 	 34 	 1002 	 -8,7 	  
05:10 31.01.2019 	 1,89 	 1,65 	 5 	 6 	 26 	 1002 	 -9,2 	  
05:00 31.01.2019 	 1,94 	 1,69 	 5 	 6 	 16 	 1002 	 -9,2 	  
04:50 31.01.2019 	 1,98 	 1,71 	 4 	 5 	 13 	 1002 	 -8,4 	  
04:40 31.01.2019 	 2,03 	 1,77 	 4 	 5 	 27 	 1002 	 -7,2 	  
04:30 31.01.2019 	 2,07 	 1,87 	 4 	 5 	 31 	 1002 	 -7,5 	  
04:20 31.01.2019 	 2,11 	 1,94 	 3 	 5 	 22 	 1002 	 -8,8 	  
04:10 31.01.2019 	 2,14 	 1,91 	 3 	 5 	 21 	 1001 	 -8,5 	  
04:00 31.01.2019 	 2,17 	 1,89 	 3 	 4 	 18 	 1001 	 -8,5 	  
03:50 31.01.2019 	 2,2 	 1,95 	 3 	 5 	 13 	 1001 	 -9,7 	  
03:40 31.01.2019 	 2,22 	 2 	 3 	 5 	 15 	 1001 	 -9,8 	  
03:30 31.01.2019 	 2,24 	 1,99 	 3 	 4 	 21 	 1001 	 -10,1 	  
03:20 31.01.2019 	 2,25 	 2,04 	 3 	 4 	 12 	 1001 	 -9,3 	  
03:10 31.01.2019 	 2,27 	 2 	 3 	 4 	 11 	 1001 	 -8,5 	  
03:00 31.01.2019 	 2,28 	 2 	 4 	 5 	 6 	 1001 	 -8,9 	  
02:50 31.01.2019 	 2,28 	 2,12 	 4 	 6 	 358 	 1001 	 -8,7 	  
02:40 31.01.2019 	 2,28 	 2,13 	 4 	 5 	 345 	 1001 	 -9,6 	  
02:30 31.01.2019 	 2,27 	 2,06 	 4 	 5 	 355 	 1001 	 -7,8 	  
02:20 31.01.2019 	 2,26 	 2,07 	 4 	 5 	 355 	 1001 	 -7 	  
02:10 31.01.2019 	 2,25 	 2,08 	 3 	 5 	 2 	 1001 	 -7,4 	  
02:00 31.01.2019 	 2,23 	 2,04 	 3 	 5 	 356 	 1001 	 -8,5 	  
01:50 31.01.2019 	 2,21 	 1,99 	 3 	 4 	 0 	 1001 	 -7,3 	  
01:40 31.01.2019 	 2,18 	 2,01 	 3 	 4 	 359 	 1001 	 -6,5 	  
01:30 31.01.2019 	 2,16 	 1,93 	 3 	 4 	 4 	 1001 	 -6,3 	  
01:20 31.01.2019 	 2,12 	 1,87 	 3 	 4 	 12 	 1001 	 -7 	  
01:10 31.01.2019 	 2,09 	 1,87 	 4 	 5 	 20 	 1001 	 -7 	  
01:00 31.01.2019 	 2,05 	 1,79 	 4 	 5 	 7 	 1001 	 -7,5 	  
00:50 31.01.2019 	 2 	 1,76 	 4 	 5 	 13 	 1001 	 -7,6 	  
00:40 31.01.2019 	 1,96 	 1,83 	 4 	 5 	 15 	 1001 	 -8,4 	  
00:30 31.01.2019 	 1,91 	 1,68 	 4 	 5 	 9 	 1001 	 -7,5 	  
00:20 31.01.2019 	 1,86 	 1,63 	 4 	 5 	 7 	 1001 	 -7,6 	  
00:10 31.01.2019 	 1,81 	 1,56 	 3 	 4 	 13 	 1001 	 -5,7 	  
00:00 31.01.2019 	 1,76 	 1,52 	 4 	 5 	 21 	 1001 	 -8,2 	  
23:50 30.01.2019 	 1,71 	 1,48 	 4 	 5 	 15 	 1001 	 -9,4 	  
23:40 30.01.2019 	 1,65 	 1,41 	 4 	 5 	 11 	 1001 	 -9,7 	  
23:30 30.01.2019 	 1,6 	 1,42 	 4 	 5 	 15 	 1001 	 -8,8 	  
23:20 30.01.2019 	 1,54 	 1,38 	 4 	 5 	 19 	 1001 	 -7,2 	  
23:10 30.01.2019 	 1,49 	 1,25 	 4 	 5 	 14 	 1001 	 -8,3 	  
23:00 30.01.2019 	 1,44 	 1,23 	 4 	 5 	 12 	 1001 	 -10 	  
22:50 30.01.2019 	 1,39 	 1,15 	 4 	 5 	 10 	 1001 	 -10 	  
22:40 30.01.2019 	 1,34 	 1,14 	 3 	 5 	 358 	 1001 	 -8,9 	  
22:30 30.01.2019 	 1,29 	 1,1 	 2 	 3 	 19 	 1000 	 -8,6 	  
22:20 30.01.2019 	 1,24 	 1,07 	 3 	 4 	 33 	 1000 	 -8 	  
22:10 30.01.2019 	 1,2 	 1,02 	 4 	 5 	 25 	 1000 	 -8,6 	  
22:00 30.01.2019 	 1,16 	 0,95 	 4 	 5 	 22 	 1000 	 -7,8 	  
21:50 30.01.2019 	 1,12 	 0,91 	 3 	 5 	 19 	 1000 	 -6,9 	  
21:40 30.01.2019 	 1,09 	 0,9 	 2 	 2 	 31 	 1000 	 -6,1 	  
21:30 30.01.2019 	 1,06 	 0,83 	 3 	 3 	 37 	 1000 	 -5,9 	  
21:20 30.01.2019 	 1,03 	 0,8 	 3 	 3 	 40 	 1000 	 -5,9 	  
21:10 30.01.2019 	 1,01 	 0,84 	 4 	 4 	 39 	 1000 	 -5,9 	  
21:00 30.01.2019 	 0,99 	 0,85 	 4 	 5 	 35 	 1000 	 -7,3 	  
20:50 30.01.2019 	 0,97 	 0,81 	 3 	 4 	 26 	 1000 	 -7,3 	  
20:40 30.01.2019 	 0,97 	 0,78 	 3 	 4 	 15 	 1000 	 -7,3 	  
20:30 30.01.2019 	 0,96 	 0,77 	 2 	 4 	 7 	 1000 	 -7,9 	  
20:20 30.01.2019 	 0,95 	 0,77 	 2 	 3 	 30 	 1000 	 -6,2 	  
20:10 30.01.2019 	 0,96 	 0,74 	 3 	 3 	 15 	 1000 	 -5,9 	  
20:00 30.01.2019 	 0,97 	 0,77 	 3 	 4 	 17 	 1000 	 -6,5 	  
19:50 30.01.2019 	 0,97 	 0,78 	 4 	 4 	 19 	 1000 	 -7,8 	  
19:40 30.01.2019 	 0,99 	 0,73 	 3 	 4 	 8 	 1000 	 -7,2 	  
19:30 30.01.2019 	 1,01 	 0,79 	 2 	 4 	 27 	 1000 	 -6,5 	  
19:20 30.01.2019 	 1,03 	 0,81 	 3 	 4 	 24 	 1000 	 -6,1 	  
19:10 30.01.2019 	 1,06 	 0,79 	 3 	 3 	 19 	 1000 	 -6,9 	  
19:00 30.01.2019 	 1,09 	 0,84 	 2 	 3 	 22 	 1000 	 -7,5 	  
18:50 30.01.2019 	 1,11 	 0,87 	 1 	 2 	 20 	 1000 	 -6,9 	  
18:40 30.01.2019 	 1,15 	 0,93 	 0 	 1 	 44 	 1000 	 -6,5 	  
18:30 30.01.2019 	 1,19 	 0,98 	 1 	 2 	 75 	 1000 	 -6,6 	  
18:20 30.01.2019 	 1,23 	 1,02 	 1 	 2 	 23 	 1000 	 -6,8 	  
18:10 30.01.2019 	 1,27 	 1,02 	 2 	 3 	 24 	 1000 	 -6,6 	  
18:00 30.01.2019 	 1,31 	 1,1 	 3 	 4 	 7 	 1000 	 -7,4 	  
17:50 30.01.2019 	 1,36 	 1,12 	 4 	 5 	 3 	 1000 	 -7,2 	  
17:40 30.01.2019 	 1,4 	 1,12 	 4 	 5 	 4 	 1000 	 -7 	  
17:30 30.01.2019 	 1,45 	 1,17 	 4 	 5 	 4 	 1000 	 -6,9 	  
17:20 30.01.2019 	 1,5 	 1,24 	 3 	 5 	 8 	 1000 	 -6,8 	  
17:10 30.01.2019 	 1,54 	 1,31 	 4 	 6 	 8 	 1000 	 -6,5 	  
17:00 30.01.2019 	 1,59 	 1,32 	 4 	 6 	 7 	 1000 	 -6,3 	  
16:50 30.01.2019 	 1,63 	 1,42 	 4 	 6 	 7 	 1000 	 -6,2 	  
16:40 30.01.2019 	 1,68 	 1,45 	 4 	 5 	 2 	 1000 	 -6 	  
16:30 30.01.2019 	 1,72 	 1,43 	 3 	 4 	 6 	 1000 	 -5,7 	  
16:20 30.01.2019 	 1,76 	 1,51 	 4 	 5 	 9 	 1000 	 -5,4 	  
16:10 30.01.2019 	 1,81 	 1,6 	 4 	 5 	 8 	 1000 	 -4,8 	  
16:00 30.01.2019 	 1,85 	 1,59 	 4 	 5 	 12 	 1000 	 -4,8 	  
15:50 30.01.2019 	 1,88 	 1,62 	 4 	 5 	 11 	 1000 	 -4,6 	  
15:40 30.01.2019 	 1,92 	 1,72 	 4 	 6 	 16 	 1000 	 -4,1 	  
15:30 30.01.2019 	 1,95 	 1,76 	 4 	 5 	 7 	 1000 	 -4,5 	  
15:20 30.01.2019 	 1,98 	 1,73 	 4 	 5 	 9 	 1000 	 -4,9 	  
15:10 30.01.2019 	 2,01 	 1,78 	 3 	 5 	 10 	 1000 	 -5,2 	  
15:00 30.01.2019 	 2,04 	 1,8 	 3 	 5 	 16 	 1000 	 -4,6 	  
14:50 30.01.2019 	 2,05 	 1,85 	 4 	 5 	 13 	 1000 	 -4,1 	  
14:40 30.01.2019 	 2,07 	 1,88 	 4 	 5 	 14 	 1000 	 -3,5 	  
14:30 30.01.2019 	 2,09 	 1,96 	 4 	 5 	 16 	 1000 	 -3,2 	  
14:20 30.01.2019 	 2,09 	 1,86 	 4 	 5 	 19 	 1000 	 -3,7 	  
14:10 30.01.2019 	 2,1 	 1,96 	 4 	 5 	 12 	 1000 	 -4 	  
14:00 30.01.2019 	 2,11 	 1,92 	 4 	 6 	 15 	 1000 	 -4,2 	  
13:50 30.01.2019 	 2,11 	 1,84 	 4 	 5 	 16 	 1000 	 -4 	  
13:40 30.01.2019 	 2,1 	 1,82 	 4 	 5 	 14 	 1000 	 -3,5 	  
13:30 30.01.2019 	 2,09 	 1,83 	 4 	 5 	 13 	 1000 	 -3,1 	  
13:20 30.01.2019 	 2,08 	 1,88 	 4 	 5 	 18 	 1000 	 -2,5 	  
13:10 30.01.2019 	 2,07 	 1,91 	 4 	 5 	 16 	 1000 	 -2,5 	  
13:00 30.01.2019 	 2,04 	 1,89 	 3 	 4 	 13 	 1000 	 -2,2 	  
12:50 30.01.2019 	 2,02 	 1,78 	 3 	 4 	 14 	 1000 	 -2,2 	  
12:40 30.01.2019 	 1,99 	 1,81 	 3 	 4 	 17 	 1000 	 -2,1 	  
12:30 30.01.2019 	 1,96 	 1,81 	 3 	 4 	 24 	 1000 	 -1,9 	  
12:20 30.01.2019 	 1,93 	 1,8 	 3 	 4 	 25 	 1000 	 -2,3 	  
12:10 30.01.2019 	 1,89 	 1,74 	 3 	 4 	 22 	 1000 	 -2,9 	  
12:00 30.01.2019 	 1,85 	 1,65 	 3 	 4 	 25 	 1000 	 -3,2 	  
11:50 30.01.2019 	 1,81 	 1,64 	 3 	 4 	 32 	 1000 	 -3,6 	  
11:40 30.01.2019 	 1,76 	 1,64 	 3 	 4 	 29 	 1001 	 -4,2 	  
11:30 30.01.2019 	 1,72 	 1,58 	 4 	 5 	 29 	 1001 	 -4,5 	  
11:20 30.01.2019 	 1,67 	 1,47 	 4 	 5 	 34 	 1001 	 -5,5 	  
11:10 30.01.2019 	 1,62 	 1,38 	 3 	 4 	 39 	 1001 	 -5,9 	  
11:00 30.01.2019 	 1,58 	 1,37 	 4 	 5 	 48 	 1001 	 -5,8 	  
10:50 30.01.2019 	 1,53 	 1,38 	 4 	 5 	 45 	 1000 	 -6,5 	  
10:40 30.01.2019 	 1,48 	 1,35 	 4 	 8 	 62 	 1000 	 -4,2 	  
10:30 30.01.2019 	 1,43 	 1,3 	 4 	 8 	 56 	 1000 	 -3,7 	  
10:20 30.01.2019 	 1,38 	 1,15 	 4 	 6 	 52 	 1000 	 -5,4 	  
10:10 30.01.2019 	 1,34 	 1,13 	 4 	 7 	 55 	 1000 	 -5,1 	  
10:00 30.01.2019 	 1,29 	 1,16 	 4 	 7 	 47 	 1000 	 -5,4 	  
09:50 30.01.2019 	 1,25 	 1,09 	 4 	 7 	 47 	 1000 	 -5,8 	  
09:40 30.01.2019 	 1,21 	 1,08 	 6 	 9 	 75 	 1000 	 -3,2 	  
09:30 30.01.2019 	 1,17 	 1,03 	 7 	 9 	 100 	 1000 	 0,8 	  
09:20 30.01.2019 	 1,13 	 1,12 	 7 	 9 	 103 	 1000 	 0,7 	  
09:10 30.01.2019 	 1,11 	 1,06 	 5 	 10 	 90 	 1000 	 -1 	  
09:00 30.01.2019 	 1,08 	 0,96 	 4 	 7 	 56 	 1000 	 -4,9 	  
08:50 30.01.2019 	 1,05 	 0,94 	 4 	 5 	 52 	 1000 	 -5,3 	  
08:40 30.01.2019 	 1,03 	 0,94 	 4 	 5 	 44 	 1000 	 -6 	  
08:30 30.01.2019 	 1,02 	 0,89 	 4 	 5 	 43 	 1000 	 -5,7 	  
08:20 30.01.2019 	 1 	 0,83 	 4 	 5 	 40 	 1000 	 -5,2 	  
08:10 30.01.2019 	 0,99 	 0,86 	 4 	 5 	 43 	 1000 	 -4,9 	  
08:00 30.01.2019 	 0,99 	 0,88 	 3 	 6 	 43 	 1000 	 -4,6 	  
07:50 30.01.2019 	 0,99 	 0,92 	 5 	 7 	 64 	 1000 	 -2,2 	  
07:40 30.01.2019 	 0,99 	 0,86 	 5 	 6 	 62 	 1000 	 -2,1 	  
07:30 30.01.2019 	 1 	 0,79 	 5 	 6 	 67 	 1000 	 -1,7 	  
07:20 30.01.2019 	 1,02 	 0,91 	 5 	 7 	 70 	 1000 	 -1,2 	  
07:10 30.01.2019 	 1,03 	 0,82 	 6 	 7 	 73 	 1000 	 -0,9 	  
07:00 30.01.2019 	 1,05 	 0,84 	 6 	 7 	 73 	 1000 	 -1,1 	  
06:50 30.01.2019 	 1,08 	 0,89 	 6 	 7 	 71 	 1000 	 -1,7 	  
06:40 30.01.2019 	 1,11 	 0,87 	 6 	 8 	 69 	 1000 	 -2,1 	  
06:30 30.01.2019 	 1,13 	 0,93 	 6 	 8 	 64 	 1000 	 -2,3 	  
06:20 30.01.2019 	 1,17 	 1,07 	 6 	 8 	 65 	 1000 	 -2,3 	  
06:10 30.01.2019 	 1,21 	 1,12 	 5 	 9 	 62 	 1000 	 -2,1 	  
06:00 30.01.2019 	 1,25 	 1,1 	 7 	 9 	 86 	 999 	 1,2 	  
05:50 30.01.2019 	 1,3 	 1,08 	 8 	 10 	 93 	 999 	 1,2 	  
05:40 30.01.2019 	 1,34 	 1,19 	 6 	 10 	 79 	 999 	 -0,3 	  
05:30 30.01.2019 	 1,39 	 1,25 	 6 	 10 	 77 	 999 	 -0,6 	  
05:20 30.01.2019 	 1,43 	 1,31 	 7 	 10 	 90 	 999 	 0,8 	  
05:10 30.01.2019 	 1,48 	 1,23 	 8 	 11 	 90 	 999 	 1,2 	  
05:00 30.01.2019 	 1,53 	 1,28 	 9 	 12 	 89 	 999 	 1 	  
04:50 30.01.2019 	 1,58 	 1,36 	 9 	 13 	 92 	 999 	 1 	  
04:40 30.01.2019 	 1,63 	 1,43 	 9 	 12 	 91 	 999 	 1 	  
04:30 30.01.2019 	 1,68 	 1,51 	 9 	 12 	 93 	 999 	 1,1 	  
04:20 30.01.2019 	 1,73 	 1,49 	 9 	 12 	 93 	 999 	 1 	  
04:10 30.01.2019 	 1,78 	 1,57 	 10 	 12 	 92 	 999 	 1 	  
04:00 30.01.2019 	 1,83 	 1,59 	 9 	 12 	 95 	 999 	 1 	  
03:50 30.01.2019 	 1,88 	 1,67 	 10 	 12 	 98 	 999 	 1 	  
03:40 30.01.2019 	 1,92 	 1,77 	 10 	 13 	 95 	 999 	 1 	  
03:30 30.01.2019 	 1,96 	 1,72 	 10 	 13 	 93 	 999 	 1 	  
03:20 30.01.2019 	 2 	 1,79 	 9 	 12 	 91 	 999 	 0,9 	  
03:10 30.01.2019 	 2,04 	 1,83 	 6 	 10 	 78 	 999 	 -1,2 	  
03:00 30.01.2019 	 2,07 	 1,84 	 5 	 7 	 58 	 999 	 -5,7 	  
02:50 30.01.2019 	 2,11 	 1,86 	 5 	 6 	 51 	 999 	 -6,4 	  
02:40 30.01.2019 	 2,14 	 1,92 	 4 	 5 	 47 	 999 	 -7,5 	  
02:30 30.01.2019 	 2,16 	 1,97 	 4 	 5 	 40 	 999 	 -7,3 	  
02:20 30.01.2019 	 2,18 	 1,94 	 4 	 6 	 49 	 999 	 -6,5 	  
02:10 30.01.2019 	 2,2 	 1,96 	 4 	 6 	 53 	 999 	 -5,8 	  
02:00 30.01.2019 	 2,21 	 2 	 4 	 5 	 49 	 999 	 -6,6 	  
01:50 30.01.2019 	 2,22 	 2 	 3 	 4 	 47 	 999 	 -6 	  
01:40 30.01.2019 	 2,23 	 1,84 	 3 	 4 	 45 	 999 	 -6,1 	  
01:30 30.01.2019 	 2,23 	 2,01 	 3 	 4 	 51 	 999 	 -6,2 	  
01:20 30.01.2019 	 2,23 	 2,03 	 4 	 5 	 46 	 999 	 -7,5 	  
