 Timabil 	 Flodatafla (m)	Sjavarhaed (m)	Vindur (m/s)	Hvida (m/s)	Vindatt (°)	Loftthrystingur (hpa)	Lofthiti (°C)	
18:30 24.01.2019 	 1,45 	 1,59 	 0 	 1 	 239 	 996 	 1,2 	  
18:20 24.01.2019 	 1,49 	 1,64 	 0 	 1 	 318 	 996 	 1 	  
18:10 24.01.2019 	 1,52 	 1,69 	 0 	 0 	 354 	 996 	 0,9 	  
18:00 24.01.2019 	 1,55 	 1,72 	 1 	 1 	 124 	 996 	 1,1 	  
17:50 24.01.2019 	 1,58 	 1,76 	 0 	 0 	 0 	 996 	 0,7 	  
17:40 24.01.2019 	 1,6 	 1,78 	 1 	 1 	 298 	 996 	 0,9 	  
17:30 24.01.2019 	 1,61 	 1,78 	 1 	 1 	 310 	 996 	 1 	  
17:20 24.01.2019 	 1,62 	 1,8 	 1 	 1 	 281 	 996 	 1,1 	  
17:10 24.01.2019 	 1,62 	 1,79 	 1 	 2 	 198 	 996 	 1,3 	  
17:00 24.01.2019 	 1,62 	 1,76 	 2 	 3 	 205 	 996 	 1,4 	  
16:50 24.01.2019 	 1,62 	 1,76 	 3 	 4 	 216 	 996 	 1,3 	  
16:40 24.01.2019 	 1,61 	 1,74 	 3 	 4 	 225 	 996 	 1,4 	  
16:30 24.01.2019 	 1,59 	 1,76 	 3 	 5 	 229 	 997 	 1,3 	  
16:20 24.01.2019 	 1,57 	 1,79 	 3 	 5 	 228 	 997 	 1,2 	  
16:10 24.01.2019 	 1,54 	 1,79 	 3 	 5 	 224 	 997 	 1,1 	  
16:00 24.01.2019 	 1,51 	 1,77 	 3 	 5 	 240 	 997 	 1,2 	  
15:50 24.01.2019 	 1,48 	 1,68 	 4 	 5 	 240 	 997 	 1 	  
15:40 24.01.2019 	 1,44 	 1,61 	 5 	 6 	 242 	 997 	 0,8 	  
15:30 24.01.2019 	 1,39 	 1,55 	 5 	 6 	 244 	 997 	 0,9 	  
15:20 24.01.2019 	 1,34 	 1,48 	 5 	 8 	 261 	 997 	 0,8 	  
15:10 24.01.2019 	 1,29 	 1,5 	 6 	 8 	 261 	 997 	 0,8 	  
15:00 24.01.2019 	 1,24 	 1,44 	 5 	 8 	 268 	 997 	 0,7 	  
14:50 24.01.2019 	 1,18 	 1,4 	 4 	 6 	 252 	 997 	 0,7 	  
14:40 24.01.2019 	 1,12 	 1,36 	 3 	 5 	 250 	 998 	 0,5 	  
14:30 24.01.2019 	 1,06 	 1,2 	 3 	 3 	 253 	 998 	 0,6 	  
14:20 24.01.2019 	 1 	 1,14 	 3 	 3 	 244 	 998 	 0,5 	  
14:10 24.01.2019 	 0,93 	 1,03 	 3 	 4 	 242 	 998 	 0,4 	  
14:00 24.01.2019 	 0,86 	 1,03 	 3 	 4 	 233 	 998 	 0,4 	  
13:50 24.01.2019 	 0,8 	 1,03 	 3 	 4 	 232 	 998 	 0,5 	  
13:40 24.01.2019 	 0,73 	 0,94 	 3 	 4 	 238 	 998 	 0,4 	  
13:30 24.01.2019 	 0,66 	 0,86 	 3 	 4 	 248 	 998 	 0,4 	  
13:20 24.01.2019 	 0,6 	 0,69 	 3 	 3 	 244 	 998 	 0,2 	  
13:10 24.01.2019 	 0,54 	 0,62 	 3 	 4 	 244 	 998 	 0,2 	  
13:00 24.01.2019 	 0,48 	 0,62 	 3 	 3 	 245 	 998 	 0,2 	  
12:50 24.01.2019 	 0,42 	 0,58 	 3 	 4 	 250 	 998 	 0,2 	  
12:40 24.01.2019 	 0,36 	 0,56 	 3 	 4 	 251 	 999 	 0,2 	  
12:30 24.01.2019 	 0,31 	 0,47 	 3 	 5 	 255 	 999 	 0,2 	  
12:20 24.01.2019 	 0,26 	 0,37 	 3 	 4 	 255 	 999 	 0,3 	  
12:10 24.01.2019 	 0,22 	 0,29 	 3 	 4 	 256 	 999 	 0,3 	  
12:00 24.01.2019 	 0,18 	 0,26 	 2 	 4 	 253 	 999 	 0,2 	  
11:50 24.01.2019 	 0,14 	 0,25 	 2 	 3 	 256 	 999 	 0,2 	  
11:40 24.01.2019 	 0,11 	 0,23 	 2 	 3 	 256 	 999 	 0,2 	  
11:30 24.01.2019 	 0,09 	 0,21 	 2 	 2 	 250 	 999 	 0,2 	  
11:20 24.01.2019 	 0,07 	 0,21 	 1 	 2 	 248 	 1000 	 0,2 	  
11:10 24.01.2019 	 0,06 	 0,19 	 2 	 3 	 258 	 1000 	 0,5 	  
11:00 24.01.2019 	 0,06 	 0,19 	 3 	 3 	 259 	 1000 	 0,5 	  
10:50 24.01.2019 	 0,06 	 0,19 	 3 	 4 	 259 	 1000 	 0,7 	  
10:40 24.01.2019 	 0,06 	 0,16 	 3 	 4 	 248 	 1000 	 0,7 	  
10:30 24.01.2019 	 0,08 	 0,25 	 3 	 4 	 235 	 1000 	 0,7 	  
10:20 24.01.2019 	 0,1 	 0,29 	 3 	 4 	 252 	 1000 	 0,7 	  
10:10 24.01.2019 	 0,12 	 0,28 	 4 	 4 	 258 	 1000 	 0,6 	  
10:00 24.01.2019 	 0,16 	 0,31 	 3 	 4 	 246 	 1000 	 0,6 	  
09:50 24.01.2019 	 0,2 	 0,3 	 2 	 4 	 252 	 1000 	 0,6 	  
09:40 24.01.2019 	 0,24 	 0,37 	 3 	 5 	 259 	 1000 	 0,5 	  
09:30 24.01.2019 	 0,28 	 0,44 	 4 	 5 	 265 	 1000 	 0,5 	  
09:20 24.01.2019 	 0,34 	 0,49 	 4 	 6 	 262 	 1000 	 0,5 	  
09:10 24.01.2019 	 0,4 	 0,53 	 5 	 6 	 257 	 1000 	 0,7 	  
09:00 24.01.2019 	 0,46 	 0,58 	 5 	 6 	 264 	 1000 	 0,7 	  
08:50 24.01.2019 	 0,52 	 0,66 	 4 	 5 	 270 	 1000 	 0,8 	  
08:40 24.01.2019 	 0,59 	 0,79 	 4 	 5 	 266 	 1000 	 0,8 	  
08:30 24.01.2019 	 0,66 	 0,86 	 4 	 5 	 259 	 1000 	 1 	  
08:20 24.01.2019 	 0,73 	 0,93 	 4 	 5 	 274 	 1001 	 1 	  
08:10 24.01.2019 	 0,8 	 0,93 	 4 	 6 	 280 	 1001 	 1,2 	  
08:00 24.01.2019 	 0,87 	 0,99 	 3 	 4 	 270 	 1000 	 1,4 	  
07:50 24.01.2019 	 0,95 	 1,07 	 2 	 3 	 248 	 1000 	 1,6 	  
07:40 24.01.2019 	 1,02 	 1,14 	 2 	 3 	 247 	 1000 	 1,6 	  
07:30 24.01.2019 	 1,09 	 1,25 	 3 	 3 	 258 	 1000 	 1,5 	  
07:20 24.01.2019 	 1,16 	 1,33 	 2 	 3 	 271 	 1000 	 1,2 	  
07:10 24.01.2019 	 1,23 	 1,37 	 3 	 3 	 257 	 1000 	 1,5 	  
07:00 24.01.2019 	 1,3 	 1,48 	 3 	 5 	 250 	 1000 	 1,8 	  
06:50 24.01.2019 	 1,36 	 1,5 	 3 	 5 	 242 	 1000 	 1,9 	  
06:40 24.01.2019 	 1,42 	 1,59 	 3 	 5 	 236 	 1000 	 2,1 	  
06:30 24.01.2019 	 1,48 	 1,63 	 3 	 4 	 240 	 1000 	 2 	  
06:20 24.01.2019 	 1,53 	 1,68 	 3 	 4 	 252 	 1000 	 1,8 	  
06:10 24.01.2019 	 1,58 	 1,75 	 5 	 7 	 266 	 1000 	 1,7 	  
06:00 24.01.2019 	 1,63 	 1,82 	 7 	 9 	 270 	 1001 	 1,5 	  
05:50 24.01.2019 	 1,67 	 1,89 	 6 	 8 	 264 	 1001 	 1,6 	  
05:40 24.01.2019 	 1,7 	 1,89 	 5 	 6 	 273 	 1000 	 1,4 	  
05:30 24.01.2019 	 1,73 	 1,87 	 5 	 7 	 275 	 1000 	 1,5 	  
05:20 24.01.2019 	 1,76 	 1,85 	 6 	 7 	 268 	 1000 	 1,3 	  
05:10 24.01.2019 	 1,78 	 1,87 	 6 	 7 	 261 	 1001 	 1,7 	  
05:00 24.01.2019 	 1,79 	 1,93 	 7 	 9 	 258 	 1001 	 1,5 	  
04:50 24.01.2019 	 1,8 	 1,97 	 8 	 10 	 258 	 1001 	 1,7 	  
04:40 24.01.2019 	 1,8 	 1,97 	 7 	 9 	 261 	 1001 	 1,6 	  
04:30 24.01.2019 	 1,8 	 1,9 	 8 	 10 	 257 	 1001 	 1,6 	  
04:20 24.01.2019 	 1,79 	 1,86 	 6 	 8 	 252 	 1001 	 1,8 	  
04:10 24.01.2019 	 1,78 	 1,85 	 6 	 9 	 253 	 1001 	 1,8 	  
04:00 24.01.2019 	 1,76 	 1,81 	 7 	 10 	 253 	 1001 	 1,8 	  
03:50 24.01.2019 	 1,73 	 1,85 	 8 	 10 	 251 	 1001 	 1,7 	  
03:40 24.01.2019 	 1,7 	 1,85 	 8 	 11 	 252 	 1001 	 1,8 	  
03:30 24.01.2019 	 1,66 	 1,81 	 7 	 9 	 246 	 1001 	 2 	  
03:20 24.01.2019 	 1,62 	 1,74 	 6 	 8 	 239 	 1001 	 1,8 	  
03:10 24.01.2019 	 1,58 	 1,61 	 7 	 9 	 261 	 1001 	 2 	  
03:00 24.01.2019 	 1,53 	 1,53 	 8 	 10 	 261 	 1001 	 1,4 	  
02:50 24.01.2019 	 1,47 	 1,44 	 9 	 12 	 257 	 1001 	 1,5 	  
02:40 24.01.2019 	 1,42 	 1,42 	 9 	 11 	 263 	 1001 	 1,6 	  
02:30 24.01.2019 	 1,35 	 1,4 	 9 	 13 	 258 	 1001 	 1,6 	  
02:20 24.01.2019 	 1,29 	 1,33 	 8 	 11 	 257 	 1001 	 1,7 	  
02:10 24.01.2019 	 1,22 	 1,24 	 7 	 10 	 247 	 1001 	 2,4 	  
02:00 24.01.2019 	 1,15 	 1,13 	 7 	 10 	 246 	 1001 	 2,1 	  
01:50 24.01.2019 	 1,08 	 1,03 	 8 	 10 	 258 	 1001 	 2 	  
01:40 24.01.2019 	 1 	 0,98 	 7 	 10 	 251 	 1001 	 2,2 	  
01:30 24.01.2019 	 0,93 	 0,91 	 8 	 12 	 258 	 1001 	 1,7 	  
01:20 24.01.2019 	 0,86 	 0,87 	 9 	 12 	 254 	 1001 	 2 	  
01:10 24.01.2019 	 0,78 	 0,78 	 7 	 10 	 254 	 1001 	 2,1 	  
01:00 24.01.2019 	 0,71 	 0,69 	 8 	 11 	 250 	 1001 	 2 	  
00:50 24.01.2019 	 0,64 	 0,61 	 9 	 12 	 256 	 1001 	 2 	  
00:40 24.01.2019 	 0,57 	 0,54 	 7 	 10 	 247 	 1001 	 2,2 	  
00:30 24.01.2019 	 0,5 	 0,46 	 8 	 11 	 252 	 1001 	 1,9 	  
00:20 24.01.2019 	 0,44 	 0,36 	 7 	 10 	 253 	 1001 	 2,1 	  
00:10 24.01.2019 	 0,38 	 0,27 	 8 	 12 	 247 	 1001 	 2 	  
00:00 24.01.2019 	 0,32 	 0,22 	 6 	 11 	 236 	 1001 	 2,3 	  
23:50 23.01.2019 	 0,27 	 0,2 	 7 	 10 	 239 	 1001 	 2,3 	  
23:40 23.01.2019 	 0,22 	 0,14 	 8 	 12 	 242 	 1001 	 2,3 	  
23:30 23.01.2019 	 0,18 	 0,1 	 10 	 14 	 259 	 1002 	 2,2 	  
23:20 23.01.2019 	 0,14 	 0,05 	 9 	 13 	 257 	 1001 	 2,1 	  
23:10 23.01.2019 	 0,11 	 0,04 	 11 	 15 	 254 	 1001 	 1,9 	  
23:00 23.01.2019 	 0,08 	 0,05 	 10 	 15 	 252 	 1001 	 2,1 	  
22:50 23.01.2019 	 0,06 	 0,03 	 9 	 14 	 245 	 1001 	 2,3 	  
22:40 23.01.2019 	 0,05 	 0,01 	 8 	 13 	 246 	 1001 	 2,1 	  
22:30 23.01.2019 	 0,04 	 0,01 	 8 	 13 	 240 	 1001 	 2 	  
22:20 23.01.2019 	 0,05 	 -0,01 	 7 	 13 	 251 	 1001 	 2,3 	  
22:10 23.01.2019 	 0,05 	 0,05 	 7 	 11 	 246 	 1001 	 2,3 	  
22:00 23.01.2019 	 0,07 	 0,08 	 9 	 14 	 255 	 1001 	 1,9 	  
21:50 23.01.2019 	 0,09 	 0,09 	 9 	 14 	 244 	 1001 	 2,2 	  
21:40 23.01.2019 	 0,11 	 0,11 	 9 	 15 	 246 	 1001 	 1,9 	  
21:30 23.01.2019 	 0,14 	 0,11 	 10 	 14 	 249 	 1001 	 1,9 	  
21:20 23.01.2019 	 0,18 	 0,16 	 10 	 16 	 248 	 1001 	 2,1 	  
21:10 23.01.2019 	 0,22 	 0,25 	 10 	 14 	 258 	 1001 	 1,9 	  
21:00 23.01.2019 	 0,27 	 0,32 	 10 	 13 	 258 	 1001 	 1,5 	  
20:50 23.01.2019 	 0,32 	 0,38 	 10 	 14 	 255 	 1001 	 1,6 	  
20:40 23.01.2019 	 0,38 	 0,39 	 9 	 13 	 253 	 1001 	 1,6 	  
20:30 23.01.2019 	 0,44 	 0,47 	 8 	 11 	 250 	 1001 	 1,9 	  
20:20 23.01.2019 	 0,5 	 0,51 	 10 	 14 	 252 	 1001 	 1,3 	  
20:10 23.01.2019 	 0,57 	 0,59 	 9 	 15 	 250 	 1001 	 1,7 	  
20:00 23.01.2019 	 0,64 	 0,69 	 9 	 13 	 258 	 1001 	 1,5 	  
19:50 23.01.2019 	 0,71 	 0,77 	 9 	 13 	 261 	 1001 	 1,4 	  
19:40 23.01.2019 	 0,78 	 0,87 	 10 	 15 	 264 	 1001 	 1,8 	  
19:30 23.01.2019 	 0,85 	 0,93 	 9 	 14 	 262 	 1001 	 1,6 	  
19:20 23.01.2019 	 0,92 	 0,96 	 9 	 14 	 257 	 1001 	 1,1 	  
19:10 23.01.2019 	 0,98 	 1,03 	 10 	 14 	 264 	 1001 	 1,5 	  
19:00 23.01.2019 	 1,05 	 1,06 	 10 	 15 	 256 	 1000 	 1,4 	  
18:50 23.01.2019 	 1,12 	 1,14 	 8 	 13 	 257 	 1001 	 1,4 	  
18:40 23.01.2019 	 1,18 	 1,22 	 8 	 15 	 258 	 1000 	 1,4 	  
18:30 23.01.2019 	 1,24 	 1,34 	 10 	 15 	 255 	 1000 	 1,6 	  
18:20 23.01.2019 	 1,3 	 1,48 	 10 	 17 	 255 	 1000 	 1,4 	  
18:10 23.01.2019 	 1,36 	 1,51 	 9 	 13 	 253 	 1000 	 1,4 	  
18:00 23.01.2019 	 1,41 	 1,53 	 9 	 13 	 246 	 1000 	 1,7 	  
17:50 23.01.2019 	 1,45 	 1,56 	 7 	 12 	 245 	 1000 	 1,7 	  
17:40 23.01.2019 	 1,5 	 1,58 	 7 	 12 	 256 	 1000 	 1,7 	  
17:30 23.01.2019 	 1,54 	 1,66 	 8 	 14 	 243 	 999 	 1,5 	  
17:20 23.01.2019 	 1,57 	 1,71 	 8 	 13 	 246 	 999 	 1 	  
17:10 23.01.2019 	 1,6 	 1,8 	 9 	 14 	 247 	 999 	 0,9 	  
17:00 23.01.2019 	 1,62 	 1,84 	 9 	 13 	 241 	 999 	 0,9 	  
16:50 23.01.2019 	 1,64 	 1,81 	 9 	 14 	 250 	 999 	 0,9 	  
16:40 23.01.2019 	 1,65 	 1,79 	 8 	 12 	 238 	 999 	 1,1 	  
16:30 23.01.2019 	 1,66 	 1,77 	 8 	 12 	 241 	 999 	 0,8 	  
16:20 23.01.2019 	 1,66 	 1,79 	 9 	 15 	 241 	 999 	 0,9 	  
16:10 23.01.2019 	 1,66 	 1,8 	 9 	 14 	 237 	 999 	 1,1 	  
16:00 23.01.2019 	 1,65 	 1,81 	 8 	 13 	 228 	 999 	 1 	  
15:50 23.01.2019 	 1,64 	 1,86 	 9 	 15 	 237 	 999 	 0,7 	  
15:40 23.01.2019 	 1,62 	 1,83 	 10 	 15 	 241 	 999 	 1 	  
15:30 23.01.2019 	 1,6 	 1,79 	 8 	 13 	 241 	 999 	 1,1 	  
15:20 23.01.2019 	 1,57 	 1,77 	 9 	 11 	 246 	 999 	 0,8 	  
15:10 23.01.2019 	 1,53 	 1,76 	 9 	 14 	 251 	 999 	 0,8 	  
15:00 23.01.2019 	 1,49 	 1,71 	 9 	 13 	 254 	 999 	 0,7 	  
14:50 23.01.2019 	 1,45 	 1,67 	 9 	 14 	 247 	 999 	 1,2 	  
14:40 23.01.2019 	 1,4 	 1,63 	 9 	 12 	 256 	 999 	 0,3 	  
14:30 23.01.2019 	 1,35 	 1,57 	 10 	 13 	 256 	 999 	 1 	  
14:20 23.01.2019 	 1,3 	 1,54 	 11 	 15 	 256 	 999 	 0,6 	  
14:10 23.01.2019 	 1,24 	 1,47 	 11 	 15 	 255 	 999 	 0,6 	  
14:00 23.01.2019 	 1,17 	 1,38 	 11 	 15 	 252 	 998 	 0,6 	  
13:50 23.01.2019 	 1,11 	 1,32 	 11 	 14 	 247 	 998 	 0,6 	  
13:40 23.01.2019 	 1,04 	 1,27 	 10 	 15 	 255 	 998 	 0 	  
13:30 23.01.2019 	 0,98 	 1,23 	 10 	 14 	 256 	 998 	 -0,3 	  
13:20 23.01.2019 	 0,9 	 1,17 	 9 	 13 	 246 	 998 	 0,1 	  
13:10 23.01.2019 	 0,84 	 1,04 	 8 	 12 	 239 	 998 	 -0,1 	  
13:00 23.01.2019 	 0,76 	 0,97 	 9 	 13 	 235 	 998 	 0,1 	  
12:50 23.01.2019 	 0,7 	 0,92 	 8 	 13 	 244 	 998 	 0,1 	  
12:40 23.01.2019 	 0,63 	 0,87 	 9 	 13 	 256 	 998 	 0,2 	  
12:30 23.01.2019 	 0,56 	 0,83 	 9 	 13 	 254 	 998 	 0,1 	  
12:20 23.01.2019 	 0,5 	 0,75 	 9 	 14 	 255 	 998 	 -0 	  
12:10 23.01.2019 	 0,43 	 0,66 	 9 	 14 	 253 	 998 	 -0,1 	  
12:00 23.01.2019 	 0,37 	 0,59 	 8 	 11 	 249 	 998 	 0,2 	  
11:50 23.01.2019 	 0,32 	 0,55 	 9 	 12 	 249 	 998 	 0,2 	  
11:40 23.01.2019 	 0,26 	 0,51 	 9 	 13 	 248 	 998 	 0,2 	  
11:30 23.01.2019 	 0,21 	 0,45 	 9 	 13 	 251 	 998 	 -0,3 	  
11:20 23.01.2019 	 0,17 	 0,38 	 9 	 12 	 249 	 998 	 0 	  
11:10 23.01.2019 	 0,13 	 0,34 	 9 	 13 	 255 	 998 	 -0,2 	  
11:00 23.01.2019 	 0,1 	 0,36 	 9 	 12 	 255 	 998 	 -0,1 	  
10:50 23.01.2019 	 0,07 	 0,35 	 9 	 11 	 263 	 998 	 -0,5 	  
10:40 23.01.2019 	 0,05 	 0,29 	 8 	 11 	 259 	 998 	 -0,4 	  
10:30 23.01.2019 	 0,04 	 0,28 	 9 	 11 	 264 	 998 	 -0,7 	  
10:20 23.01.2019 	 0,03 	 0,27 	 9 	 11 	 266 	 998 	 -1 	  
10:10 23.01.2019 	 0,02 	 0,3 	 9 	 11 	 263 	 998 	 -0,8 	  
10:00 23.01.2019 	 0,03 	 0,3 	 8 	 11 	 258 	 997 	 -0,6 	  
09:50 23.01.2019 	 0,04 	 0,29 	 9 	 11 	 262 	 998 	 -0,9 	  
09:40 23.01.2019 	 0,06 	 0,31 	 9 	 12 	 263 	 997 	 -1 	  
09:30 23.01.2019 	 0,08 	 0,33 	 8 	 11 	 256 	 997 	 -0,9 	  
09:20 23.01.2019 	 0,12 	 0,35 	 8 	 10 	 262 	 997 	 -1,5 	  
09:10 23.01.2019 	 0,15 	 0,39 	 9 	 11 	 262 	 997 	 -1,3 	  
09:00 23.01.2019 	 0,19 	 0,46 	 8 	 10 	 262 	 997 	 -1,4 	  
08:50 23.01.2019 	 0,24 	 0,54 	 8 	 10 	 260 	 997 	 -1,5 	  
08:40 23.01.2019 	 0,3 	 0,62 	 8 	 10 	 262 	 997 	 -1,2 	  
08:30 23.01.2019 	 0,35 	 0,67 	 7 	 10 	 261 	 997 	 -1,2 	  
08:20 23.01.2019 	 0,42 	 0,71 	 7 	 9 	 259 	 997 	 -1,2 	  
08:10 23.01.2019 	 0,48 	 0,76 	 8 	 12 	 260 	 997 	 -0,8 	  
08:00 23.01.2019 	 0,55 	 0,86 	 9 	 11 	 261 	 997 	 -0,7 	  
07:50 23.01.2019 	 0,62 	 0,95 	 9 	 11 	 262 	 996 	 -0,9 	  
07:40 23.01.2019 	 0,69 	 0,97 	 8 	 10 	 262 	 996 	 -0,9 	  
07:30 23.01.2019 	 0,77 	 1,03 	 7 	 10 	 259 	 996 	 -0,9 	  
07:20 23.01.2019 	 0,84 	 1,09 	 7 	 10 	 257 	 996 	 -0,8 	  
07:10 23.01.2019 	 0,92 	 1,18 	 7 	 9 	 260 	 996 	 -0,8 	  
07:00 23.01.2019 	 0,99 	 1,31 	 8 	 10 	 264 	 996 	 -1,1 	  
06:50 23.01.2019 	 1,07 	 1,41 	 9 	 10 	 269 	 996 	 -1,3 	  
06:40 23.01.2019 	 1,14 	 1,44 	 8 	 11 	 269 	 996 	 -1,4 	  
06:30 23.01.2019 	 1,21 	 1,48 	 8 	 10 	 271 	 996 	 -1,3 	  
06:20 23.01.2019 	 1,28 	 1,5 	 8 	 10 	 267 	 995 	 -1,3 	  
06:10 23.01.2019 	 1,35 	 1,57 	 8 	 10 	 264 	 996 	 -1,4 	  
06:00 23.01.2019 	 1,41 	 1,68 	 8 	 10 	 264 	 995 	 -1,6 	  
05:50 23.01.2019 	 1,48 	 1,8 	 8 	 10 	 262 	 995 	 -1,4 	  
05:40 23.01.2019 	 1,53 	 1,87 	 7 	 9 	 258 	 995 	 -1,7 	  
05:30 23.01.2019 	 1,58 	 1,94 	 7 	 8 	 255 	 995 	 -1,8 	  
05:20 23.01.2019 	 1,63 	 1,96 	 6 	 8 	 255 	 995 	 -1,8 	  
05:10 23.01.2019 	 1,68 	 1,95 	 7 	 9 	 250 	 995 	 -1,8 	  
05:00 23.01.2019 	 1,71 	 1,95 	 7 	 9 	 254 	 995 	 -1,7 	  
04:50 23.01.2019 	 1,75 	 2 	 7 	 10 	 260 	 995 	 -1,7 	  
04:40 23.01.2019 	 1,78 	 2,02 	 7 	 11 	 260 	 995 	 -1,9 	  
04:30 23.01.2019 	 1,8 	 2,07 	 8 	 10 	 251 	 995 	 -1,5 	  
04:20 23.01.2019 	 1,82 	 2,11 	 8 	 11 	 250 	 995 	 -1,7 	  
04:10 23.01.2019 	 1,83 	 2,15 	 7 	 8 	 254 	 995 	 -1,8 	  
04:00 23.01.2019 	 1,84 	 2,12 	 7 	 10 	 256 	 995 	 -1,7 	  
03:50 23.01.2019 	 1,84 	 2,06 	 7 	 9 	 258 	 995 	 -1,4 	  
03:40 23.01.2019 	 1,83 	 2,03 	 7 	 9 	 257 	 995 	 -1,3 	  
03:30 23.01.2019 	 1,82 	 2,03 	 7 	 9 	 262 	 995 	 -1,2 	  
03:20 23.01.2019 	 1,8 	 2,02 	 8 	 10 	 261 	 995 	 -1 	  
03:10 23.01.2019 	 1,78 	 2,03 	 8 	 10 	 262 	 994 	 -1,1 	  
03:00 23.01.2019 	 1,75 	 2,03 	 8 	 10 	 263 	 994 	 -1,1 	  
02:50 23.01.2019 	 1,72 	 1,98 	 8 	 10 	 264 	 994 	 -1,3 	  
02:40 23.01.2019 	 1,68 	 1,89 	 7 	 9 	 258 	 994 	 -1 	  
02:30 23.01.2019 	 1,63 	 1,84 	 7 	 9 	 262 	 994 	 -1,3 	  
02:20 23.01.2019 	 1,58 	 1,78 	 7 	 9 	 261 	 994 	 -1,2 	  
02:10 23.01.2019 	 1,53 	 1,71 	 7 	 9 	 261 	 994 	 -1,3 	  
02:00 23.01.2019 	 1,47 	 1,66 	 7 	 10 	 259 	 994 	 -1 	  
01:50 23.01.2019 	 1,41 	 1,61 	 7 	 10 	 256 	 994 	 -1 	  
01:40 23.01.2019 	 1,34 	 1,54 	 8 	 10 	 260 	 994 	 -1 	  
01:30 23.01.2019 	 1,27 	 1,44 	 8 	 10 	 259 	 994 	 -0,8 	  
01:20 23.01.2019 	 1,2 	 1,39 	 8 	 11 	 260 	 994 	 -0,9 	  
01:10 23.01.2019 	 1,13 	 1,28 	 9 	 11 	 260 	 994 	 -1 	  
01:00 23.01.2019 	 1,06 	 1,18 	 7 	 10 	 259 	 994 	 -0,9 	  
00:50 23.01.2019 	 0,98 	 1,12 	 7 	 9 	 260 	 994 	 -1,1 	  
00:40 23.01.2019 	 0,9 	 1 	 7 	 10 	 260 	 993 	 -1 	  
00:30 23.01.2019 	 0,83 	 0,93 	 9 	 11 	 264 	 993 	 -1,2 	  
00:20 23.01.2019 	 0,75 	 0,87 	 8 	 11 	 268 	 993 	 -1,4 	  
00:10 23.01.2019 	 0,68 	 0,83 	 9 	 11 	 266 	 993 	 -1,5 	  
00:00 23.01.2019 	 0,6 	 0,74 	 9 	 12 	 263 	 993 	 -1,6 	  
23:50 22.01.2019 	 0,54 	 0,65 	 8 	 10 	 268 	 993 	 -1,6 	  
23:40 22.01.2019 	 0,47 	 0,55 	 7 	 9 	 268 	 993 	 -2 	  
23:30 22.01.2019 	 0,4 	 0,46 	 7 	 9 	 258 	 993 	 -1,5 	  
23:20 22.01.2019 	 0,34 	 0,43 	 7 	 9 	 261 	 993 	 -1,9 	  
23:10 22.01.2019 	 0,29 	 0,39 	 7 	 9 	 266 	 993 	 -2 	  
23:00 22.01.2019 	 0,24 	 0,33 	 7 	 10 	 263 	 993 	 -1,6 	  
22:50 22.01.2019 	 0,19 	 0,31 	 7 	 9 	 268 	 993 	 -2,3 	  
22:40 22.01.2019 	 0,15 	 0,23 	 8 	 11 	 263 	 993 	 -2,2 	  
22:30 22.01.2019 	 0,11 	 0,21 	 7 	 9 	 260 	 993 	 -2,1 	  
22:20 22.01.2019 	 0,08 	 0,21 	 8 	 10 	 261 	 992 	 -2,2 	  
22:10 22.01.2019 	 0,06 	 0,16 	 8 	 10 	 265 	 992 	 -2,1 	  
22:00 22.01.2019 	 0,04 	 0,17 	 8 	 11 	 267 	 992 	 -2,1 	  
21:50 22.01.2019 	 0,04 	 0,12 	 8 	 11 	 262 	 992 	 -2 	  
21:40 22.01.2019 	 0,03 	 0,13 	 8 	 10 	 263 	 992 	 -1,8 	  
21:30 22.01.2019 	 0,04 	 0,17 	 8 	 10 	 262 	 992 	 -1,7 	  
21:20 22.01.2019 	 0,05 	 0,21 	 9 	 11 	 265 	 992 	 -1,8 	  
21:10 22.01.2019 	 0,06 	 0,23 	 9 	 13 	 265 	 992 	 -1,8 	  
21:00 22.01.2019 	 0,09 	 0,24 	 9 	 11 	 268 	 992 	 -1,9 	  
20:50 22.01.2019 	 0,12 	 0,23 	 9 	 11 	 268 	 992 	 -1,7 	  
20:40 22.01.2019 	 0,15 	 0,25 	 9 	 11 	 267 	 992 	 -1,8 	  
20:30 22.01.2019 	 0,2 	 0,32 	 8 	 10 	 267 	 992 	 -1,7 	  
20:20 22.01.2019 	 0,24 	 0,4 	 8 	 10 	 265 	 992 	 -1,6 	  
20:10 22.01.2019 	 0,29 	 0,45 	 7 	 10 	 264 	 992 	 -1,5 	  
20:00 22.01.2019 	 0,35 	 0,51 	 8 	 10 	 265 	 991 	 -1,5 	  
19:50 22.01.2019 	 0,41 	 0,56 	 8 	 10 	 264 	 991 	 -1,3 	  
19:40 22.01.2019 	 0,47 	 0,58 	 8 	 10 	 265 	 991 	 -1,1 	  
19:30 22.01.2019 	 0,54 	 0,65 	 7 	 9 	 268 	 991 	 -1,1 	  
19:20 22.01.2019 	 0,6 	 0,75 	 8 	 10 	 269 	 991 	 -1,2 	  
19:10 22.01.2019 	 0,67 	 0,86 	 7 	 9 	 268 	 991 	 -1,2 	  
19:00 22.01.2019 	 0,74 	 0,93 	 7 	 9 	 269 	 991 	 -1,3 	  
18:50 22.01.2019 	 0,81 	 0,99 	 7 	 9 	 267 	 991 	 -1,1 	  
