 Timabil 	 Flodatafla (m)	Sjavarhaed (m)	Vindur (m/s)	Hvida (m/s)	Vindatt (deg)	Loftthrystingur (hpa)	Lofthiti (degC)	
11:30 25.01.2019 	 3,23 	 3,05 	 2 	 3 	 99 	 1005 	 -1,4 	  
11:20 25.01.2019 	 3,37 	 3,19 	 2 	 3 	 101 	 1005 	 -1,6 	  
11:10 25.01.2019 	 3,51 	 3,24 	 3 	 3 	 83 	 1005 	 -1,7 	  
11:00 25.01.2019 	 3,64 	 3,39 	 2 	 3 	 60 	 1005 	 -1,4 	  
10:50 25.01.2019 	 3,75 	 3,44 	 2 	 2 	 39 	 1005 	 -1,1 	  
10:40 25.01.2019 	 3,86 	 3,56 	 2 	 2 	 33 	 1005 	 -1,2 	  
10:30 25.01.2019 	 3,96 	 3,66 	 2 	 2 	 20 	 1004 	 -0,8 	  
10:20 25.01.2019 	 4,05 	 3,71 	 2 	 3 	 17 	 1004 	 -1 	  
10:10 25.01.2019 	 4,12 	 3,77 	 3 	 4 	 16 	 1004 	 -1,3 	  
10:00 25.01.2019 	 4,18 	 3,84 	 3 	 4 	 25 	 1004 	 -1,3 	  
09:50 25.01.2019 	 4,23 	 3,85 	 3 	 5 	 31 	 1004 	 -1,3 	  
09:40 25.01.2019 	 4,27 	 3,94 	 4 	 5 	 37 	 1004 	 -1 	  
09:30 25.01.2019 	 4,3 	 3,91 	 3 	 4 	 50 	 1004 	 -0,8 	  
09:20 25.01.2019 	 4,31 	 3,87 	 3 	 4 	 55 	 1004 	 -0,8 	  
09:10 25.01.2019 	 4,3 	 3,96 	 3 	 4 	 53 	 1004 	 -0,2 	  
09:00 25.01.2019 	 4,29 	 3,9 	 3 	 4 	 47 	 1004 	 -0,9 	  
08:50 25.01.2019 	 4,26 	 3,92 	 3 	 4 	 46 	 1003 	 -0,8 	  
08:40 25.01.2019 	 4,22 	 3,84 	 3 	 4 	 54 	 1003 	 -0,8 	  
08:30 25.01.2019 	 4,16 	 3,82 	 3 	 4 	 53 	 1003 	 -1,7 	  
08:20 25.01.2019 	 4,1 	 3,75 	 3 	 4 	 52 	 1003 	 -0,6 	  
08:10 25.01.2019 	 4,02 	 3,68 	 3 	 4 	 37 	 1003 	 -0,9 	  
08:00 25.01.2019 	 3,93 	 3,57 	 3 	 4 	 38 	 1003 	 -0,5 	  
07:50 25.01.2019 	 3,83 	 3,51 	 3 	 4 	 34 	 1003 	 -0,3 	  
07:40 25.01.2019 	 3,71 	 3,42 	 3 	 4 	 33 	 1003 	 -0,4 	  
07:30 25.01.2019 	 3,59 	 3,24 	 3 	 4 	 29 	 1002 	 -0,8 	  
07:20 25.01.2019 	 3,46 	 3,18 	 3 	 4 	 26 	 1002 	 -0,9 	  
07:10 25.01.2019 	 3,32 	 2,99 	 3 	 4 	 33 	 1002 	 -0,7 	  
07:00 25.01.2019 	 3,18 	 2,88 	 3 	 3 	 36 	 1002 	 -0,6 	  
06:50 25.01.2019 	 3,02 	 2,7 	 3 	 4 	 42 	 1002 	 -0,3 	  
06:40 25.01.2019 	 2,87 	 2,57 	 3 	 4 	 48 	 1002 	 0,2 	  
06:30 25.01.2019 	 2,7 	 2,38 	 3 	 4 	 44 	 1002 	 0,2 	  
06:20 25.01.2019 	 2,54 	 2,25 	 3 	 4 	 38 	 1002 	 -0,4 	  
06:10 25.01.2019 	 2,37 	 2,07 	 3 	 4 	 39 	 1002 	 -0,3 	  
06:00 25.01.2019 	 2,2 	 1,9 	 3 	 4 	 33 	 1001 	 -0,6 	  
05:50 25.01.2019 	 2,03 	 1,76 	 3 	 4 	 21 	 1001 	 -0,5 	  
05:40 25.01.2019 	 1,86 	 1,58 	 3 	 4 	 23 	 1001 	 -0,1 	  
05:30 25.01.2019 	 1,69 	 1,45 	 3 	 4 	 33 	 1001 	 0,2 	  
05:20 25.01.2019 	 1,53 	 1,33 	 3 	 4 	 34 	 1001 	 -0,1 	  
05:10 25.01.2019 	 1,38 	 1,17 	 3 	 4 	 35 	 1001 	 0,1 	  
05:00 25.01.2019 	 1,22 	 1,03 	 3 	 5 	 37 	 1001 	 -0,2 	  
04:50 25.01.2019 	 1,08 	 0,98 	 3 	 4 	 47 	 1001 	 -0 	  
04:40 25.01.2019 	 0,95 	 0,79 	 2 	 3 	 57 	 1001 	 -0,1 	  
04:30 25.01.2019 	 0,82 	 0,68 	 1 	 1 	 77 	 1001 	 -0,2 	  
04:20 25.01.2019 	 0,71 	 0,64 	 1 	 1 	 80 	 1000 	 0,1 	  
04:10 25.01.2019 	 0,6 	 0,57 	 1 	 1 	 79 	 1000 	 0,3 	  
04:00 25.01.2019 	 0,51 	 0,42 	 2 	 3 	 43 	 1000 	 1,1 	  
03:50 25.01.2019 	 0,43 	 0,38 	 2 	 3 	 44 	 1000 	 1,1 	  
03:40 25.01.2019 	 0,37 	 0,34 	 3 	 3 	 42 	 1000 	 1 	  
03:30 25.01.2019 	 0,32 	 0,26 	 3 	 4 	 44 	 1000 	 1,2 	  
03:20 25.01.2019 	 0,28 	 0,28 	 3 	 4 	 44 	 1000 	 1,1 	  
03:10 25.01.2019 	 0,26 	 0,23 	 3 	 4 	 57 	 1000 	 1,2 	  
03:00 25.01.2019 	 0,26 	 0,25 	 4 	 7 	 346 	 1000 	 1,6 	  
02:50 25.01.2019 	 0,27 	 0,25 	 4 	 7 	 277 	 1000 	 2,6 	  
02:40 25.01.2019 	 0,29 	 0,29 	 5 	 8 	 278 	 1000 	 2,5 	  
02:30 25.01.2019 	 0,33 	 0,28 	 5 	 8 	 280 	 1000 	 2,5 	  
02:20 25.01.2019 	 0,39 	 0,34 	 6 	 8 	 293 	 999 	 2,5 	  
02:10 25.01.2019 	 0,46 	 0,4 	 6 	 8 	 302 	 999 	 2,5 	  
02:00 25.01.2019 	 0,54 	 0,45 	 6 	 8 	 302 	 999 	 2,5 	  
01:50 25.01.2019 	 0,63 	 0,54 	 6 	 9 	 304 	 999 	 2,4 	  
01:40 25.01.2019 	 0,74 	 0,69 	 7 	 9 	 310 	 999 	 2,5 	  
01:30 25.01.2019 	 0,86 	 0,72 	 6 	 8 	 308 	 999 	 2,5 	  
01:20 25.01.2019 	 0,99 	 0,88 	 7 	 9 	 309 	 999 	 2,6 	  
01:10 25.01.2019 	 1,12 	 0,99 	 6 	 9 	 311 	 999 	 2,6 	  
01:00 25.01.2019 	 1,27 	 1,16 	 6 	 9 	 313 	 999 	 2,6 	  
00:50 25.01.2019 	 1,42 	 1,27 	 5 	 8 	 313 	 999 	 2,5 	  
00:40 25.01.2019 	 1,57 	 1,44 	 3 	 6 	 337 	 999 	 1,8 	  
00:30 25.01.2019 	 1,73 	 1,57 	 3 	 5 	 344 	 998 	 1,5 	  
00:20 25.01.2019 	 1,9 	 1,77 	 5 	 6 	 343 	 998 	 1,3 	  
00:10 25.01.2019 	 2,06 	 1,87 	 5 	 6 	 337 	 998 	 1,6 	  
00:00 25.01.2019 	 2,22 	 2,02 	 5 	 6 	 332 	 998 	 1,7 	  
23:50 24.01.2019 	 2,39 	 2,16 	 5 	 8 	 328 	 998 	 1,8 	  
23:40 24.01.2019 	 2,55 	 2,38 	 5 	 7 	 342 	 998 	 2,1 	  
23:30 24.01.2019 	 2,71 	 2,45 	 5 	 7 	 342 	 998 	 1,8 	  
23:20 24.01.2019 	 2,86 	 2,64 	 6 	 8 	 330 	 998 	 1,5 	  
23:10 24.01.2019 	 3,01 	 2,77 	 6 	 8 	 332 	 998 	 1,8 	  
23:00 24.01.2019 	 3,15 	 2,84 	 6 	 8 	 339 	 997 	 2,1 	  
22:50 24.01.2019 	 3,28 	 2,99 	 7 	 9 	 337 	 997 	 2 	  
22:40 24.01.2019 	 3,41 	 3,11 	 7 	 8 	 337 	 997 	 2,1 	  
22:30 24.01.2019 	 3,52 	 3,23 	 7 	 9 	 331 	 997 	 2,2 	  
22:20 24.01.2019 	 3,63 	 3,28 	 7 	 9 	 331 	 997 	 2,4 	  
22:10 24.01.2019 	 3,72 	 3,4 	 5 	 7 	 345 	 997 	 2,5 	  
22:00 24.01.2019 	 3,81 	 3,41 	 5 	 7 	 345 	 996 	 2,1 	  
21:50 24.01.2019 	 3,88 	 3,52 	 6 	 8 	 342 	 996 	 1,8 	  
21:40 24.01.2019 	 3,94 	 3,54 	 7 	 8 	 336 	 996 	 2 	  
21:30 24.01.2019 	 3,99 	 3,59 	 6 	 8 	 347 	 996 	 2,3 	  
21:20 24.01.2019 	 4,03 	 3,6 	 4 	 7 	 3 	 996 	 2,2 	  
21:10 24.01.2019 	 4,05 	 3,65 	 2 	 3 	 1 	 995 	 2,1 	  
21:00 24.01.2019 	 4,06 	 3,65 	 2 	 2 	 354 	 995 	 2,1 	  
20:50 24.01.2019 	 4,06 	 3,62 	 2 	 3 	 360 	 995 	 1,9 	  
20:40 24.01.2019 	 4,04 	 3,64 	 2 	 3 	 350 	 995 	 1,3 	  
20:30 24.01.2019 	 4,02 	 3,64 	 1 	 2 	 28 	 994 	 0,8 	  
20:20 24.01.2019 	 3,98 	 3,57 	 2 	 3 	 68 	 994 	 0,8 	  
20:10 24.01.2019 	 3,92 	 3,56 	 2 	 3 	 76 	 994 	 0,9 	  
20:00 24.01.2019 	 3,86 	 3,48 	 2 	 3 	 73 	 994 	 0,7 	  
19:50 24.01.2019 	 3,78 	 3,41 	 3 	 4 	 76 	 994 	 1 	  
19:40 24.01.2019 	 3,69 	 3,32 	 4 	 5 	 79 	 993 	 1,3 	  
19:30 24.01.2019 	 3,59 	 3,26 	 4 	 5 	 79 	 993 	 1,4 	  
19:20 24.01.2019 	 3,48 	 3,12 	 3 	 5 	 75 	 993 	 1,2 	  
19:10 24.01.2019 	 3,36 	 3,01 	 3 	 4 	 72 	 993 	 1,4 	  
19:00 24.01.2019 	 3,23 	 2,88 	 2 	 4 	 62 	 993 	 1,6 	  
18:50 24.01.2019 	 3,1 	 2,74 	 4 	 6 	 77 	 993 	 1,7 	  
18:40 24.01.2019 	 2,95 	 2,64 	 4 	 6 	 76 	 993 	 1,8 	  
18:30 24.01.2019 	 2,8 	 2,49 	 3 	 5 	 74 	 992 	 1,6 	  
18:20 24.01.2019 	 2,65 	 2,34 	 4 	 6 	 76 	 992 	 1,9 	  
18:10 24.01.2019 	 2,49 	 2,15 	 4 	 5 	 70 	 992 	 1,7 	  
18:00 24.01.2019 	 2,32 	 2,03 	 4 	 5 	 65 	 992 	 1,9 	  
17:50 24.01.2019 	 2,16 	 1,87 	 4 	 5 	 68 	 992 	 1,6 	  
17:40 24.01.2019 	 1,99 	 1,69 	 3 	 5 	 72 	 992 	 1,4 	  
17:30 24.01.2019 	 1,83 	 1,53 	 3 	 4 	 71 	 992 	 1,3 	  
17:20 24.01.2019 	 1,66 	 1,38 	 3 	 4 	 79 	 992 	 1,4 	  
17:10 24.01.2019 	 1,5 	 1,24 	 3 	 4 	 97 	 992 	 1,4 	  
17:00 24.01.2019 	 1,34 	 1,09 	 3 	 4 	 100 	 991 	 1,4 	  
16:50 24.01.2019 	 1,19 	 1,03 	 5 	 7 	 126 	 991 	 1,5 	  
16:40 24.01.2019 	 1,04 	 0,84 	 6 	 7 	 137 	 991 	 1,3 	  
16:30 24.01.2019 	 0,9 	 0,74 	 6 	 7 	 139 	 992 	 1,5 	  
16:20 24.01.2019 	 0,77 	 0,64 	 5 	 7 	 122 	 991 	 1,7 	  
16:10 24.01.2019 	 0,65 	 0,54 	 5 	 7 	 118 	 991 	 1,6 	  
16:00 24.01.2019 	 0,54 	 0,43 	 5 	 7 	 121 	 991 	 1,4 	  
15:50 24.01.2019 	 0,44 	 0,4 	 4 	 7 	 112 	 991 	 1,3 	  
15:40 24.01.2019 	 0,36 	 0,34 	 5 	 7 	 116 	 991 	 1,2 	  
15:30 24.01.2019 	 0,28 	 0,25 	 4 	 7 	 113 	 991 	 1,1 	  
15:20 24.01.2019 	 0,23 	 0,19 	 6 	 8 	 117 	 992 	 1 	  
15:10 24.01.2019 	 0,18 	 0,22 	 6 	 10 	 118 	 992 	 1,1 	  
15:00 24.01.2019 	 0,15 	 0,08 	 5 	 8 	 119 	 992 	 1,5 	  
14:50 24.01.2019 	 0,14 	 0,18 	 4 	 8 	 112 	 992 	 1,2 	  
14:40 24.01.2019 	 0,14 	 0,1 	 5 	 8 	 121 	 992 	 1,1 	  
14:30 24.01.2019 	 0,16 	 0,15 	 7 	 11 	 122 	 992 	 1,1 	  
14:20 24.01.2019 	 0,2 	 0,2 	 4 	 6 	 103 	 992 	 1,1 	  
14:10 24.01.2019 	 0,25 	 0,23 	 4 	 8 	 98 	 992 	 0,7 	  
14:00 24.01.2019 	 0,31 	 0,3 	 6 	 10 	 95 	 992 	 1 	  
13:50 24.01.2019 	 0,39 	 0,36 	 7 	 10 	 83 	 992 	 1,4 	  
13:40 24.01.2019 	 0,49 	 0,45 	 7 	 10 	 71 	 992 	 1,1 	  
13:30 24.01.2019 	 0,59 	 0,52 	 7 	 10 	 64 	 992 	 0,9 	  
13:20 24.01.2019 	 0,71 	 0,63 	 7 	 10 	 58 	 993 	 0,8 	  
13:10 24.01.2019 	 0,85 	 0,71 	 6 	 10 	 57 	 993 	 0,8 	  
13:00 24.01.2019 	 0,99 	 0,86 	 6 	 10 	 55 	 993 	 0,7 	  
12:50 24.01.2019 	 1,14 	 1,01 	 6 	 9 	 62 	 994 	 0,7 	  
12:40 24.01.2019 	 1,3 	 1,16 	 6 	 9 	 63 	 994 	 0,5 	  
12:30 24.01.2019 	 1,47 	 1,31 	 6 	 9 	 62 	 994 	 0,4 	  
12:20 24.01.2019 	 1,64 	 1,48 	 6 	 9 	 64 	 994 	 0,4 	  
12:10 24.01.2019 	 1,82 	 1,63 	 6 	 9 	 63 	 994 	 0,4 	  
12:00 24.01.2019 	 2 	 1,76 	 6 	 9 	 65 	 994 	 0,4 	  
11:50 24.01.2019 	 2,18 	 2 	 6 	 9 	 64 	 995 	 0,2 	  
11:40 24.01.2019 	 2,37 	 2,15 	 6 	 9 	 64 	 995 	 0 	  
11:30 24.01.2019 	 2,55 	 2,31 	 6 	 10 	 64 	 995 	 0 	  
11:20 24.01.2019 	 2,73 	 2,49 	 6 	 9 	 65 	 995 	 -0,1 	  
11:10 24.01.2019 	 2,91 	 2,65 	 6 	 9 	 68 	 996 	 -0,3 	  
11:00 24.01.2019 	 3,08 	 2,79 	 7 	 10 	 68 	 996 	 -0,4 	  
10:50 24.01.2019 	 3,24 	 2,96 	 7 	 10 	 67 	 996 	 -0,4 	  
10:40 24.01.2019 	 3,4 	 3,13 	 7 	 11 	 69 	 996 	 -0,5 	  
10:30 24.01.2019 	 3,56 	 3,22 	 7 	 9 	 69 	 996 	 -0,6 	  
10:20 24.01.2019 	 3,7 	 3,38 	 7 	 10 	 68 	 996 	 -0,6 	  
10:10 24.01.2019 	 3,83 	 3,48 	 6 	 9 	 71 	 997 	 -0,8 	  
10:00 24.01.2019 	 3,96 	 3,55 	 7 	 10 	 72 	 997 	 -0,9 	  
09:50 24.01.2019 	 4,07 	 3,67 	 6 	 9 	 70 	 997 	 -1 	  
09:40 24.01.2019 	 4,17 	 3,75 	 7 	 11 	 74 	 997 	 -0,9 	  
09:30 24.01.2019 	 4,26 	 3,82 	 7 	 10 	 74 	 997 	 -1 	  
09:20 24.01.2019 	 4,33 	 3,91 	 6 	 9 	 75 	 997 	 -0,9 	  
09:10 24.01.2019 	 4,39 	 3,96 	 6 	 8 	 76 	 998 	 -0,9 	  
09:00 24.01.2019 	 4,44 	 3,99 	 5 	 7 	 75 	 998 	 -1,1 	  
08:50 24.01.2019 	 4,48 	 4,06 	 5 	 8 	 76 	 998 	 -1 	  
08:40 24.01.2019 	 4,5 	 4,06 	 5 	 7 	 78 	 998 	 -1,1 	  
08:30 24.01.2019 	 4,5 	 4,08 	 4 	 7 	 81 	 998 	 -1,2 	  
08:20 24.01.2019 	 4,5 	 4,06 	 3 	 5 	 90 	 998 	 -1,5 	  
08:10 24.01.2019 	 4,48 	 4,05 	 3 	 5 	 93 	 999 	 -1,4 	  
08:00 24.01.2019 	 4,44 	 4,03 	 3 	 5 	 94 	 999 	 -1,2 	  
07:50 24.01.2019 	 4,39 	 3,99 	 4 	 6 	 103 	 999 	 -0,9 	  
07:40 24.01.2019 	 4,33 	 3,93 	 3 	 5 	 110 	 999 	 -1 	  
07:30 24.01.2019 	 4,25 	 3,85 	 2 	 4 	 104 	 999 	 -0,7 	  
07:20 24.01.2019 	 4,16 	 3,73 	 2 	 4 	 97 	 999 	 -0,7 	  
07:10 24.01.2019 	 4,06 	 3,69 	 3 	 5 	 98 	 999 	 -0,6 	  
07:00 24.01.2019 	 3,94 	 3,56 	 3 	 5 	 102 	 999 	 -0,9 	  
06:50 24.01.2019 	 3,82 	 3,44 	 3 	 4 	 85 	 999 	 -0,8 	  
06:40 24.01.2019 	 3,68 	 3,36 	 2 	 3 	 86 	 1000 	 -1 	  
06:30 24.01.2019 	 3,54 	 3,15 	 2 	 3 	 85 	 1000 	 -1,2 	  
06:20 24.01.2019 	 3,38 	 3,04 	 2 	 3 	 89 	 1000 	 -1,4 	  
06:10 24.01.2019 	 3,22 	 2,86 	 2 	 3 	 92 	 1000 	 -1,4 	  
06:00 24.01.2019 	 3,05 	 2,74 	 2 	 3 	 94 	 1000 	 -1,6 	  
05:50 24.01.2019 	 2,87 	 2,48 	 2 	 2 	 103 	 1000 	 -1,8 	  
05:40 24.01.2019 	 2,7 	 2,37 	 2 	 2 	 117 	 1000 	 -1,5 	  
05:30 24.01.2019 	 2,51 	 2,15 	 1 	 2 	 128 	 1000 	 -1,4 	  
05:20 24.01.2019 	 2,33 	 1,98 	 1 	 2 	 137 	 1000 	 -1,5 	  
05:10 24.01.2019 	 2,14 	 1,85 	 2 	 2 	 126 	 1000 	 -1,5 	  
05:00 24.01.2019 	 1,96 	 1,65 	 2 	 3 	 128 	 1000 	 -1,7 	  
04:50 24.01.2019 	 1,78 	 1,51 	 2 	 2 	 128 	 1000 	 -1,8 	  
04:40 24.01.2019 	 1,6 	 1,33 	 2 	 2 	 118 	 1000 	 -1,6 	  
04:30 24.01.2019 	 1,43 	 1,16 	 1 	 2 	 108 	 1000 	 -1,7 	  
04:20 24.01.2019 	 1,26 	 1,04 	 1 	 2 	 98 	 1000 	 -2 	  
04:10 24.01.2019 	 1,1 	 0,91 	 2 	 2 	 108 	 1000 	 -1,8 	  
04:00 24.01.2019 	 0,94 	 0,8 	 2 	 2 	 95 	 1000 	 -1,9 	  
03:50 24.01.2019 	 0,8 	 0,67 	 2 	 3 	 76 	 1000 	 -1,8 	  
03:40 24.01.2019 	 0,67 	 0,48 	 3 	 3 	 65 	 1001 	 -2,2 	  
03:30 24.01.2019 	 0,55 	 0,53 	 2 	 3 	 62 	 1001 	 -2,1 	  
03:20 24.01.2019 	 0,44 	 0,34 	 2 	 3 	 58 	 1001 	 -2 	  
03:10 24.01.2019 	 0,35 	 0,31 	 2 	 2 	 65 	 1001 	 -1,8 	  
03:00 24.01.2019 	 0,27 	 0,18 	 1 	 2 	 101 	 1001 	 -2,1 	  
02:50 24.01.2019 	 0,21 	 0,22 	 2 	 2 	 110 	 1001 	 -2,3 	  
02:40 24.01.2019 	 0,16 	 0,14 	 1 	 2 	 138 	 1001 	 -2,4 	  
02:30 24.01.2019 	 0,13 	 0,12 	 2 	 3 	 130 	 1001 	 -2,4 	  
02:20 24.01.2019 	 0,11 	 0,12 	 2 	 3 	 121 	 1002 	 -1,7 	  
02:10 24.01.2019 	 0,12 	 0,08 	 2 	 3 	 119 	 1002 	 -1,7 	  
02:00 24.01.2019 	 0,13 	 0,14 	 2 	 3 	 121 	 1002 	 -1,6 	  
01:50 24.01.2019 	 0,17 	 0,16 	 2 	 3 	 110 	 1002 	 -1,5 	  
01:40 24.01.2019 	 0,22 	 0,11 	 2 	 3 	 104 	 1002 	 -1,6 	  
01:30 24.01.2019 	 0,28 	 0,2 	 2 	 3 	 105 	 1002 	 -1,7 	  
01:20 24.01.2019 	 0,36 	 0,36 	 2 	 3 	 109 	 1002 	 -1,6 	  
01:10 24.01.2019 	 0,46 	 0,34 	 2 	 3 	 106 	 1002 	 -1,7 	  
01:00 24.01.2019 	 0,56 	 0,47 	 2 	 3 	 109 	 1002 	 -1,9 	  
00:50 24.01.2019 	 0,68 	 0,63 	 2 	 4 	 112 	 1002 	 -2,2 	  
00:40 24.01.2019 	 0,81 	 0,67 	 2 	 3 	 119 	 1002 	 -2,1 	  
00:30 24.01.2019 	 0,96 	 0,91 	 2 	 3 	 115 	 1003 	 -1,9 	  
00:20 24.01.2019 	 1,11 	 0,99 	 2 	 3 	 102 	 1003 	 -1,6 	  
00:10 24.01.2019 	 1,26 	 1,01 	 2 	 3 	 96 	 1003 	 -1,6 	  
00:00 24.01.2019 	 1,43 	 1,36 	 2 	 3 	 103 	 1003 	 -1,4 	  
23:50 23.01.2019 	 1,6 	 1,4 	 2 	 4 	 100 	 1003 	 -1,4 	  
23:40 23.01.2019 	 1,77 	 1,63 	 3 	 4 	 113 	 1003 	 -1,4 	  
23:30 23.01.2019 	 1,94 	 1,76 	 2 	 4 	 110 	 1003 	 -1,5 	  
23:20 23.01.2019 	 2,12 	 1,91 	 3 	 3 	 76 	 1003 	 -1,7 	  
23:10 23.01.2019 	 2,29 	 2,14 	 2 	 4 	 61 	 1003 	 -1,8 	  
23:00 23.01.2019 	 2,46 	 2,24 	 2 	 3 	 59 	 1004 	 -1,7 	  
22:50 23.01.2019 	 2,63 	 2,37 	 2 	 3 	 62 	 1004 	 -2,1 	  
22:40 23.01.2019 	 2,8 	 2,54 	 2 	 4 	 69 	 1003 	 -2,6 	  
22:30 23.01.2019 	 2,95 	 2,7 	 2 	 3 	 81 	 1004 	 -2,3 	  
22:20 23.01.2019 	 3,11 	 2,87 	 2 	 2 	 77 	 1004 	 -2,4 	  
22:10 23.01.2019 	 3,25 	 2,98 	 2 	 3 	 80 	 1003 	 -2,3 	  
22:00 23.01.2019 	 3,39 	 3,14 	 2 	 3 	 95 	 1003 	 -2,9 	  
21:50 23.01.2019 	 3,52 	 3,17 	 2 	 3 	 92 	 1003 	 -2,6 	  
21:40 23.01.2019 	 3,63 	 3,34 	 2 	 3 	 79 	 1003 	 -2,8 	  
21:30 23.01.2019 	 3,74 	 3,39 	 2 	 3 	 70 	 1003 	 -2,4 	  
21:20 23.01.2019 	 3,84 	 3,52 	 2 	 3 	 68 	 1003 	 -3,2 	  
21:10 23.01.2019 	 3,92 	 3,57 	 2 	 3 	 70 	 1004 	 -2,8 	  
21:00 23.01.2019 	 3,99 	 3,57 	 2 	 3 	 85 	 1004 	 -3,1 	  
20:50 23.01.2019 	 4,05 	 3,66 	 2 	 2 	 89 	 1004 	 -3,1 	  
20:40 23.01.2019 	 4,1 	 3,73 	 2 	 2 	 86 	 1004 	 -3,1 	  
20:30 23.01.2019 	 4,13 	 3,7 	 1 	 2 	 91 	 1004 	 -3,4 	  
20:20 23.01.2019 	 4,15 	 3,76 	 1 	 2 	 115 	 1004 	 -3,2 	  
20:10 23.01.2019 	 4,16 	 3,73 	 1 	 2 	 108 	 1004 	 -3,3 	  
20:00 23.01.2019 	 4,15 	 3,72 	 2 	 2 	 118 	 1004 	 -3,2 	  
19:50 23.01.2019 	 4,13 	 3,7 	 2 	 3 	 121 	 1004 	 -3,1 	  
19:40 23.01.2019 	 4,1 	 3,72 	 2 	 2 	 102 	 1004 	 -3,2 	  
19:30 23.01.2019 	 4,05 	 3,68 	 2 	 3 	 104 	 1004 	 -3,3 	  
19:20 23.01.2019 	 3,99 	 3,57 	 2 	 3 	 103 	 1004 	 -3,2 	  
19:10 23.01.2019 	 3,92 	 3,54 	 2 	 3 	 99 	 1004 	 -3,5 	  
19:00 23.01.2019 	 3,83 	 3,41 	 2 	 2 	 97 	 1004 	 -3,6 	  
18:50 23.01.2019 	 3,73 	 3,45 	 2 	 3 	 100 	 1004 	 -3,7 	  
18:40 23.01.2019 	 3,62 	 3,23 	 2 	 3 	 101 	 1004 	 -3,6 	  
18:30 23.01.2019 	 3,5 	 3,15 	 2 	 3 	 97 	 1004 	 -3,5 	  
18:20 23.01.2019 	 3,37 	 3,02 	 2 	 4 	 89 	 1004 	 -3,4 	  
18:10 23.01.2019 	 3,24 	 2,85 	 3 	 4 	 134 	 1004 	 -3 	  
18:00 23.01.2019 	 3,09 	 2,8 	 3 	 4 	 135 	 1004 	 -3,2 	  
17:50 23.01.2019 	 2,93 	 2,61 	 3 	 4 	 146 	 1004 	 -4 	  
17:40 23.01.2019 	 2,77 	 2,44 	 2 	 4 	 126 	 1004 	 -3,1 	  
17:30 23.01.2019 	 2,61 	 2,3 	 3 	 4 	 126 	 1004 	 -3,2 	  
17:20 23.01.2019 	 2,44 	 2,08 	 3 	 4 	 129 	 1003 	 -3,1 	  
17:10 23.01.2019 	 2,26 	 2,01 	 2 	 3 	 129 	 1003 	 -2,9 	  
17:00 23.01.2019 	 2,09 	 1,74 	 3 	 3 	 146 	 1003 	 -2,2 	  
16:50 23.01.2019 	 1,91 	 1,7 	 2 	 3 	 139 	 1004 	 -2,8 	  
16:40 23.01.2019 	 1,74 	 1,47 	 2 	 3 	 140 	 1003 	 -2,4 	  
16:30 23.01.2019 	 1,57 	 1,36 	 2 	 3 	 146 	 1003 	 -2,6 	  
16:20 23.01.2019 	 1,4 	 1,21 	 2 	 3 	 148 	 1003 	 -2,7 	  
16:10 23.01.2019 	 1,24 	 1,04 	 2 	 2 	 129 	 1003 	 -2 	  
16:00 23.01.2019 	 1,08 	 0,98 	 2 	 3 	 124 	 1003 	 -1,9 	  
15:50 23.01.2019 	 0,93 	 0,73 	 2 	 3 	 123 	 1003 	 -2 	  
15:40 23.01.2019 	 0,79 	 0,68 	 2 	 2 	 128 	 1003 	 -2,1 	  
15:30 23.01.2019 	 0,65 	 0,56 	 2 	 3 	 127 	 1003 	 -2 	  
15:20 23.01.2019 	 0,53 	 0,49 	 3 	 4 	 135 	 1003 	 -1,8 	  
15:10 23.01.2019 	 0,42 	 0,37 	 3 	 5 	 136 	 1003 	 -2,3 	  
15:00 23.01.2019 	 0,33 	 0,3 	 4 	 5 	 137 	 1003 	 -2,3 	  
14:50 23.01.2019 	 0,24 	 0,27 	 4 	 5 	 138 	 1003 	 -2,3 	  
14:40 23.01.2019 	 0,18 	 0,18 	 4 	 5 	 144 	 1003 	 -2,2 	  
14:30 23.01.2019 	 0,12 	 0,16 	 5 	 6 	 146 	 1003 	 -2,1 	  
14:20 23.01.2019 	 0,09 	 0,07 	 5 	 6 	 143 	 1002 	 -2,3 	  
14:10 23.01.2019 	 0,07 	 0,02 	 4 	 6 	 144 	 1002 	 -2 	  
14:00 23.01.2019 	 0,06 	 0,14 	 4 	 5 	 148 	 1003 	 -2,4 	  
13:50 23.01.2019 	 0,07 	 0,06 	 3 	 5 	 147 	 1002 	 -2,8 	  
13:40 23.01.2019 	 0,1 	 0,2 	 4 	 5 	 144 	 1002 	 -2,6 	  
13:30 23.01.2019 	 0,15 	 0,11 	 4 	 5 	 144 	 1002 	 -2,5 	  
13:20 23.01.2019 	 0,21 	 0,23 	 4 	 5 	 143 	 1002 	 -2,6 	  
13:10 23.01.2019 	 0,29 	 0,3 	 4 	 6 	 150 	 1002 	 -2 	  
13:00 23.01.2019 	 0,38 	 0,29 	 4 	 6 	 149 	 1002 	 -1,4 	  
12:50 23.01.2019 	 0,48 	 0,46 	 4 	 5 	 146 	 1002 	 -2,1 	  
12:40 23.01.2019 	 0,6 	 0,48 	 4 	 6 	 150 	 1002 	 -2,1 	  
12:30 23.01.2019 	 0,74 	 0,73 	 3 	 6 	 140 	 1001 	 -1,9 	  
