 Timabil 	 Flodatafla (m)	Sjavarhaed (m)	Vindur (m/s)	Hvida (m/s)	Vindatt (deg)	Loftthrystingur (hpa)	Lofthiti (degC)	
00:00 01.02.2019 	 1,78 	 1,76 	 8 	 12 	 44 	 1015 	 -2,9 	  
23:50 31.01.2019 	 1,71 	 1,72 	 7 	 10 	 41 	 1015 	 -2,9 	  
23:40 31.01.2019 	 1,64 	 1,58 	 8 	 11 	 43 	 1015 	 -2,8 	  
23:30 31.01.2019 	 1,58 	 1,55 	 8 	 11 	 45 	 1015 	 -3 	  
23:20 31.01.2019 	 1,52 	 1,51 	 6 	 9 	 43 	 1014 	 -2,9 	  
23:10 31.01.2019 	 1,47 	 1,46 	 6 	 10 	 37 	 1014 	 -3,1 	  
23:00 31.01.2019 	 1,42 	 1,45 	 5 	 8 	 38 	 1014 	 -2,9 	  
22:50 31.01.2019 	 1,38 	 1,3 	 6 	 8 	 36 	 1014 	 -2,9 	  
22:40 31.01.2019 	 1,35 	 1,41 	 6 	 8 	 36 	 1014 	 -3 	  
22:30 31.01.2019 	 1,32 	 1,22 	 7 	 9 	 35 	 1014 	 -2,9 	  
22:20 31.01.2019 	 1,3 	 1,33 	 7 	 10 	 41 	 1014 	 -2,9 	  
22:10 31.01.2019 	 1,29 	 1,21 	 7 	 10 	 39 	 1014 	 -2,8 	  
22:00 31.01.2019 	 1,28 	 1,33 	 7 	 11 	 38 	 1014 	 -2,8 	  
21:50 31.01.2019 	 1,28 	 1,23 	 7 	 11 	 40 	 1014 	 -2,9 	  
21:40 31.01.2019 	 1,29 	 1,21 	 7 	 11 	 42 	 1014 	 -2,7 	  
21:30 31.01.2019 	 1,3 	 1,34 	 7 	 11 	 42 	 1014 	 -2,8 	  
21:20 31.01.2019 	 1,32 	 1,21 	 7 	 11 	 40 	 1014 	 -2,5 	  
21:10 31.01.2019 	 1,35 	 1,36 	 7 	 9 	 37 	 1014 	 -2,7 	  
21:00 31.01.2019 	 1,38 	 1,33 	 7 	 10 	 39 	 1013 	 -2,7 	  
20:50 31.01.2019 	 1,42 	 1,33 	 7 	 11 	 36 	 1013 	 -2,7 	  
20:40 31.01.2019 	 1,47 	 1,44 	 7 	 12 	 38 	 1013 	 -2,5 	  
20:30 31.01.2019 	 1,52 	 1,48 	 8 	 10 	 32 	 1013 	 -2,5 	  
20:20 31.01.2019 	 1,57 	 1,45 	 8 	 11 	 33 	 1013 	 -2,5 	  
20:10 31.01.2019 	 1,63 	 1,66 	 8 	 12 	 32 	 1013 	 -2,4 	  
20:00 31.01.2019 	 1,7 	 1,59 	 8 	 10 	 37 	 1013 	 -2,5 	  
19:50 31.01.2019 	 1,76 	 1,74 	 9 	 12 	 35 	 1013 	 -2,2 	  
19:40 31.01.2019 	 1,83 	 1,77 	 8 	 11 	 38 	 1013 	 -2,4 	  
19:30 31.01.2019 	 1,91 	 1,86 	 8 	 11 	 37 	 1013 	 -2,2 	  
19:20 31.01.2019 	 1,98 	 1,88 	 8 	 11 	 32 	 1012 	 -2,2 	  
19:10 31.01.2019 	 2,05 	 1,94 	 8 	 12 	 32 	 1012 	 -2 	  
19:00 31.01.2019 	 2,13 	 2,04 	 8 	 12 	 34 	 1012 	 -2,2 	  
18:50 31.01.2019 	 2,2 	 2,1 	 8 	 12 	 35 	 1012 	 -2 	  
18:40 31.01.2019 	 2,28 	 2,21 	 9 	 13 	 34 	 1012 	 -1,9 	  
18:30 31.01.2019 	 2,35 	 2,24 	 8 	 12 	 36 	 1012 	 -1,8 	  
18:20 31.01.2019 	 2,42 	 2,35 	 8 	 12 	 34 	 1012 	 -2 	  
18:10 31.01.2019 	 2,49 	 2,34 	 9 	 12 	 36 	 1012 	 -1,7 	  
18:00 31.01.2019 	 2,56 	 2,48 	 7 	 11 	 37 	 1011 	 -1,7 	  
17:50 31.01.2019 	 2,62 	 2,46 	 7 	 10 	 37 	 1012 	 -1,6 	  
17:40 31.01.2019 	 2,68 	 2,56 	 8 	 12 	 35 	 1011 	 -1,7 	  
17:30 31.01.2019 	 2,74 	 2,64 	 9 	 12 	 37 	 1011 	 -1,7 	  
17:20 31.01.2019 	 2,79 	 2,69 	 8 	 13 	 38 	 1011 	 -1,5 	  
17:10 31.01.2019 	 2,84 	 2,69 	 10 	 15 	 26 	 1011 	 -1,5 	  
17:00 31.01.2019 	 2,88 	 2,76 	 9 	 15 	 31 	 1011 	 -1,2 	  
16:50 31.01.2019 	 2,92 	 2,88 	 9 	 13 	 38 	 1011 	 -1,4 	  
16:40 31.01.2019 	 2,96 	 2,79 	 9 	 13 	 34 	 1011 	 -1,4 	  
16:30 31.01.2019 	 2,98 	 2,94 	 9 	 14 	 34 	 1011 	 -1,3 	  
16:20 31.01.2019 	 3,01 	 2,93 	 8 	 11 	 33 	 1011 	 -1,4 	  
16:10 31.01.2019 	 3,03 	 2,9 	 8 	 11 	 35 	 1011 	 -1,5 	  
16:00 31.01.2019 	 3,04 	 2,96 	 9 	 12 	 36 	 1011 	 -1,5 	  
15:50 31.01.2019 	 3,05 	 2,94 	 8 	 12 	 38 	 1010 	 -1,6 	  
15:40 31.01.2019 	 3,05 	 2,97 	 8 	 12 	 36 	 1010 	 -1,6 	  
15:30 31.01.2019 	 3,05 	 2,92 	 9 	 13 	 33 	 1010 	 -1,6 	  
15:20 31.01.2019 	 3,04 	 2,99 	 9 	 11 	 30 	 1010 	 -1,7 	  
15:10 31.01.2019 	 3,03 	 2,88 	 9 	 13 	 34 	 1010 	 -1,5 	  
15:00 31.01.2019 	 3,01 	 2,93 	 8 	 12 	 32 	 1010 	 -1,5 	  
14:50 31.01.2019 	 2,98 	 2,82 	 8 	 11 	 36 	 1010 	 -1,6 	  
14:40 31.01.2019 	 2,95 	 2,82 	 7 	 11 	 27 	 1010 	 -1,7 	  
14:30 31.01.2019 	 2,91 	 2,84 	 8 	 12 	 29 	 1010 	 -1,7 	  
14:20 31.01.2019 	 2,87 	 2,69 	 8 	 13 	 27 	 1010 	 -1,5 	  
14:10 31.01.2019 	 2,82 	 2,73 	 9 	 12 	 33 	 1010 	 -1,7 	  
14:00 31.01.2019 	 2,77 	 2,6 	 8 	 12 	 31 	 1010 	 -1,6 	  
13:50 31.01.2019 	 2,71 	 2,61 	 8 	 12 	 32 	 1010 	 -1,6 	  
13:40 31.01.2019 	 2,65 	 2,52 	 9 	 12 	 30 	 1010 	 -1,6 	  
13:30 31.01.2019 	 2,58 	 2,44 	 9 	 12 	 31 	 1010 	 -1,5 	  
13:20 31.01.2019 	 2,51 	 2,42 	 9 	 12 	 34 	 1010 	 -1,5 	  
13:10 31.01.2019 	 2,44 	 2,29 	 8 	 12 	 32 	 1010 	 -1,6 	  
13:00 31.01.2019 	 2,37 	 2,24 	 8 	 12 	 35 	 1010 	 -1,6 	  
12:50 31.01.2019 	 2,3 	 2,24 	 9 	 13 	 33 	 1010 	 -1,7 	  
12:40 31.01.2019 	 2,22 	 2,1 	 8 	 11 	 35 	 1010 	 -1,7 	  
12:30 31.01.2019 	 2,14 	 2,12 	 8 	 12 	 37 	 1010 	 -1,6 	  
12:20 31.01.2019 	 2,07 	 1,96 	 8 	 12 	 35 	 1009 	 -1,8 	  
12:10 31.01.2019 	 1,99 	 1,91 	 7 	 11 	 31 	 1009 	 -2 	  
12:00 31.01.2019 	 1,92 	 1,8 	 7 	 11 	 41 	 1009 	 -1,9 	  
11:50 31.01.2019 	 1,85 	 1,79 	 8 	 11 	 38 	 1009 	 -1,8 	  
11:40 31.01.2019 	 1,78 	 1,74 	 8 	 12 	 29 	 1009 	 -1,8 	  
11:30 31.01.2019 	 1,72 	 1,66 	 8 	 12 	 27 	 1009 	 -1,9 	  
11:20 31.01.2019 	 1,66 	 1,62 	 8 	 12 	 33 	 1009 	 -2 	  
11:10 31.01.2019 	 1,6 	 1,58 	 8 	 11 	 28 	 1009 	 -2 	  
11:00 31.01.2019 	 1,55 	 1,5 	 8 	 12 	 25 	 1009 	 -1,9 	  
10:50 31.01.2019 	 1,5 	 1,51 	 9 	 12 	 22 	 1009 	 -2,1 	  
10:40 31.01.2019 	 1,46 	 1,38 	 9 	 12 	 22 	 1009 	 -2,2 	  
10:30 31.01.2019 	 1,43 	 1,41 	 8 	 12 	 24 	 1009 	 -2,2 	  
10:20 31.01.2019 	 1,4 	 1,29 	 7 	 11 	 26 	 1009 	 -2,2 	  
10:10 31.01.2019 	 1,37 	 1,35 	 8 	 13 	 25 	 1009 	 -2,1 	  
10:00 31.01.2019 	 1,36 	 1,31 	 8 	 11 	 21 	 1008 	 -2,3 	  
09:50 31.01.2019 	 1,35 	 1,28 	 8 	 12 	 21 	 1008 	 -2,3 	  
09:40 31.01.2019 	 1,34 	 1,33 	 9 	 13 	 20 	 1008 	 -2,2 	  
09:30 31.01.2019 	 1,35 	 1,31 	 9 	 12 	 19 	 1008 	 -2,5 	  
09:20 31.01.2019 	 1,36 	 1,28 	 10 	 13 	 16 	 1008 	 -2,1 	  
09:10 31.01.2019 	 1,37 	 1,26 	 9 	 13 	 19 	 1008 	 -2,3 	  
09:00 31.01.2019 	 1,4 	 1,38 	 9 	 12 	 22 	 1008 	 -2,4 	  
08:50 31.01.2019 	 1,43 	 1,34 	 8 	 11 	 30 	 1008 	 -2,5 	  
08:40 31.01.2019 	 1,46 	 1,46 	 8 	 12 	 29 	 1007 	 -2,7 	  
08:30 31.01.2019 	 1,51 	 1,37 	 8 	 12 	 28 	 1007 	 -2,5 	  
08:20 31.01.2019 	 1,55 	 1,56 	 9 	 13 	 32 	 1007 	 -2,1 	  
08:10 31.01.2019 	 1,61 	 1,53 	 8 	 12 	 35 	 1007 	 -2,4 	  
08:00 31.01.2019 	 1,66 	 1,58 	 7 	 11 	 30 	 1007 	 -2,8 	  
07:50 31.01.2019 	 1,73 	 1,68 	 7 	 11 	 28 	 1007 	 -2,6 	  
07:40 31.01.2019 	 1,79 	 1,71 	 8 	 11 	 26 	 1007 	 -2,7 	  
07:30 31.01.2019 	 1,86 	 1,82 	 8 	 12 	 31 	 1007 	 -2,6 	  
07:20 31.01.2019 	 1,94 	 1,85 	 8 	 11 	 31 	 1007 	 -2,9 	  
07:10 31.01.2019 	 2,01 	 1,97 	 8 	 12 	 33 	 1007 	 -2,6 	  
07:00 31.01.2019 	 2,09 	 1,95 	 9 	 12 	 33 	 1007 	 -2,6 	  
06:50 31.01.2019 	 2,17 	 2,06 	 8 	 11 	 36 	 1007 	 -2,8 	  
06:40 31.01.2019 	 2,25 	 2,16 	 8 	 11 	 40 	 1007 	 -2,7 	  
06:30 31.01.2019 	 2,32 	 2,15 	 8 	 11 	 37 	 1007 	 -2,8 	  
06:20 31.01.2019 	 2,4 	 2,33 	 8 	 11 	 38 	 1007 	 -2,8 	  
06:10 31.01.2019 	 2,48 	 2,34 	 7 	 10 	 35 	 1007 	 -2,8 	  
06:00 31.01.2019 	 2,56 	 2,47 	 7 	 11 	 36 	 1007 	 -2,8 	  
05:50 31.01.2019 	 2,63 	 2,5 	 8 	 10 	 33 	 1006 	 -3,2 	  
05:40 31.01.2019 	 2,7 	 2,53 	 7 	 11 	 35 	 1006 	 -3,1 	  
05:30 31.01.2019 	 2,77 	 2,66 	 7 	 10 	 35 	 1006 	 -2,9 	  
05:20 31.01.2019 	 2,83 	 2,7 	 7 	 10 	 33 	 1006 	 -3,1 	  
05:10 31.01.2019 	 2,9 	 2,73 	 8 	 11 	 37 	 1006 	 -2,8 	  
05:00 31.01.2019 	 2,95 	 2,8 	 8 	 11 	 38 	 1006 	 -2,8 	  
04:50 31.01.2019 	 3,01 	 2,86 	 7 	 10 	 37 	 1006 	 -2,9 	  
04:40 31.01.2019 	 3,05 	 2,88 	 8 	 13 	 35 	 1006 	 -3,1 	  
04:30 31.01.2019 	 3,1 	 2,98 	 8 	 11 	 32 	 1006 	 -2,9 	  
04:20 31.01.2019 	 3,14 	 2,96 	 8 	 10 	 34 	 1006 	 -2,8 	  
04:10 31.01.2019 	 3,17 	 2,99 	 8 	 11 	 41 	 1006 	 -2,6 	  
04:00 31.01.2019 	 3,2 	 3,07 	 7 	 12 	 37 	 1006 	 -2,4 	  
03:50 31.01.2019 	 3,22 	 3,02 	 7 	 12 	 41 	 1006 	 -2,6 	  
03:40 31.01.2019 	 3,24 	 3,15 	 7 	 10 	 37 	 1006 	 -2,6 	  
03:30 31.01.2019 	 3,25 	 3,1 	 6 	 10 	 30 	 1006 	 -3 	  
03:20 31.01.2019 	 3,25 	 3,1 	 6 	 8 	 39 	 1006 	 -2,8 	  
03:10 31.01.2019 	 3,25 	 3,1 	 6 	 9 	 45 	 1006 	 -2,7 	  
03:00 31.01.2019 	 3,24 	 3,04 	 6 	 9 	 44 	 1006 	 -2,9 	  
02:50 31.01.2019 	 3,23 	 3,16 	 7 	 10 	 40 	 1006 	 -2,7 	  
02:40 31.01.2019 	 3,21 	 3 	 7 	 10 	 39 	 1006 	 -2,6 	  
02:30 31.01.2019 	 3,19 	 2,98 	 7 	 9 	 36 	 1006 	 -2,7 	  
02:20 31.01.2019 	 3,16 	 3,04 	 6 	 9 	 34 	 1006 	 -3,1 	  
02:10 31.01.2019 	 3,12 	 2,92 	 7 	 9 	 36 	 1005 	 -2,9 	  
02:00 31.01.2019 	 3,08 	 2,95 	 7 	 11 	 35 	 1005 	 -2,9 	  
01:50 31.01.2019 	 3,03 	 2,89 	 7 	 10 	 36 	 1005 	 -3 	  
01:40 31.01.2019 	 2,98 	 2,77 	 7 	 10 	 38 	 1005 	 -2,8 	  
01:30 31.01.2019 	 2,93 	 2,83 	 7 	 10 	 41 	 1005 	 -2,7 	  
01:20 31.01.2019 	 2,86 	 2,62 	 8 	 10 	 37 	 1006 	 -2,8 	  
01:10 31.01.2019 	 2,8 	 2,64 	 7 	 10 	 38 	 1005 	 -2,8 	  
01:00 31.01.2019 	 2,73 	 2,58 	 7 	 10 	 35 	 1005 	 -3,1 	  
00:50 31.01.2019 	 2,66 	 2,52 	 7 	 11 	 32 	 1005 	 -3,1 	  
00:40 31.01.2019 	 2,59 	 2,48 	 6 	 9 	 32 	 1005 	 -3,3 	  
00:30 31.01.2019 	 2,51 	 2,38 	 6 	 8 	 37 	 1005 	 -3,5 	  
00:20 31.01.2019 	 2,44 	 2,27 	 5 	 7 	 36 	 1005 	 -3,8 	  
00:10 31.01.2019 	 2,36 	 2,25 	 4 	 6 	 36 	 1005 	 -4 	  
00:00 31.01.2019 	 2,28 	 2,14 	 4 	 6 	 41 	 1005 	 -3,7 	  
23:50 30.01.2019 	 2,2 	 2,16 	 5 	 7 	 37 	 1005 	 -3,4 	  
23:40 30.01.2019 	 2,13 	 2,01 	 5 	 6 	 32 	 1005 	 -3,8 	  
23:30 30.01.2019 	 2,05 	 1,98 	 5 	 7 	 39 	 1005 	 -3,4 	  
23:20 30.01.2019 	 1,98 	 1,94 	 6 	 8 	 40 	 1005 	 -3,3 	  
23:10 30.01.2019 	 1,91 	 1,88 	 5 	 7 	 37 	 1005 	 -3,6 	  
23:00 30.01.2019 	 1,84 	 1,76 	 5 	 7 	 34 	 1005 	 -3,7 	  
22:50 30.01.2019 	 1,77 	 1,76 	 5 	 7 	 27 	 1005 	 -3,9 	  
22:40 30.01.2019 	 1,71 	 1,69 	 5 	 8 	 37 	 1005 	 -3,6 	  
22:30 30.01.2019 	 1,65 	 1,67 	 5 	 7 	 40 	 1005 	 -3,7 	  
22:20 30.01.2019 	 1,6 	 1,57 	 5 	 7 	 39 	 1005 	 -3,7 	  
22:10 30.01.2019 	 1,55 	 1,56 	 5 	 7 	 41 	 1005 	 -3,9 	  
22:00 30.01.2019 	 1,51 	 1,5 	 5 	 7 	 42 	 1004 	 -3,8 	  
21:50 30.01.2019 	 1,47 	 1,46 	 5 	 8 	 45 	 1004 	 -3,8 	  
21:40 30.01.2019 	 1,44 	 1,45 	 6 	 8 	 41 	 1004 	 -3,8 	  
21:30 30.01.2019 	 1,41 	 1,44 	 5 	 6 	 40 	 1004 	 -4,1 	  
21:20 30.01.2019 	 1,39 	 1,36 	 5 	 7 	 35 	 1004 	 -4,1 	  
21:10 30.01.2019 	 1,38 	 1,35 	 5 	 7 	 35 	 1004 	 -3,9 	  
21:00 30.01.2019 	 1,37 	 1,3 	 5 	 7 	 46 	 1004 	 -4,2 	  
20:50 30.01.2019 	 1,36 	 1,39 	 3 	 4 	 49 	 1004 	 -4,5 	  
20:40 30.01.2019 	 1,37 	 1,28 	 3 	 5 	 60 	 1004 	 -5,8 	  
20:30 30.01.2019 	 1,38 	 1,35 	 3 	 4 	 69 	 1004 	 -5,4 	  
20:20 30.01.2019 	 1,39 	 1,37 	 3 	 4 	 84 	 1004 	 -4,7 	  
20:10 30.01.2019 	 1,41 	 1,32 	 4 	 5 	 43 	 1004 	 -3,9 	  
20:00 30.01.2019 	 1,44 	 1,44 	 4 	 6 	 38 	 1004 	 -3,5 	  
19:50 30.01.2019 	 1,47 	 1,39 	 4 	 6 	 41 	 1004 	 -3,3 	  
19:40 30.01.2019 	 1,51 	 1,49 	 3 	 5 	 41 	 1004 	 -3,5 	  
19:30 30.01.2019 	 1,55 	 1,41 	 3 	 5 	 50 	 1004 	 -3,4 	  
19:20 30.01.2019 	 1,59 	 1,58 	 2 	 3 	 74 	 1004 	 -4 	  
19:10 30.01.2019 	 1,64 	 1,55 	 3 	 7 	 69 	 1004 	 -3,5 	  
19:00 30.01.2019 	 1,7 	 1,63 	 4 	 6 	 40 	 1004 	 -3 	  
18:50 30.01.2019 	 1,75 	 1,71 	 4 	 6 	 42 	 1004 	 -3 	  
18:40 30.01.2019 	 1,81 	 1,74 	 4 	 6 	 42 	 1004 	 -3,3 	  
18:30 30.01.2019 	 1,87 	 1,78 	 4 	 6 	 44 	 1004 	 -3,2 	  
18:20 30.01.2019 	 1,94 	 1,87 	 5 	 7 	 48 	 1004 	 -3,3 	  
18:10 30.01.2019 	 2 	 1,83 	 5 	 9 	 44 	 1004 	 -3 	  
18:00 30.01.2019 	 2,07 	 2,06 	 6 	 8 	 37 	 1003 	 -3,1 	  
17:50 30.01.2019 	 2,14 	 2,01 	 5 	 7 	 45 	 1003 	 -3,4 	  
17:40 30.01.2019 	 2,2 	 2,09 	 4 	 6 	 46 	 1003 	 -2,9 	  
17:30 30.01.2019 	 2,27 	 2,16 	 4 	 6 	 39 	 1003 	 -3,5 	  
17:20 30.01.2019 	 2,33 	 2,26 	 4 	 5 	 43 	 1003 	 -4 	  
17:10 30.01.2019 	 2,4 	 2,27 	 4 	 5 	 41 	 1003 	 -3,5 	  
17:00 30.01.2019 	 2,46 	 2,32 	 4 	 7 	 42 	 1003 	 -3,1 	  
16:50 30.01.2019 	 2,52 	 2,41 	 5 	 7 	 46 	 1003 	 -3,1 	  
16:40 30.01.2019 	 2,58 	 2,47 	 5 	 8 	 49 	 1003 	 -2,7 	  
16:30 30.01.2019 	 2,64 	 2,55 	 5 	 7 	 46 	 1003 	 -2,8 	  
16:20 30.01.2019 	 2,69 	 2,54 	 5 	 8 	 52 	 1003 	 -2,6 	  
16:10 30.01.2019 	 2,74 	 2,65 	 4 	 6 	 56 	 1003 	 -2,9 	  
16:00 30.01.2019 	 2,79 	 2,6 	 4 	 7 	 60 	 1003 	 -2,7 	  
15:50 30.01.2019 	 2,83 	 2,76 	 4 	 7 	 58 	 1003 	 -3,2 	  
15:40 30.01.2019 	 2,87 	 2,73 	 5 	 8 	 60 	 1003 	 -2,7 	  
15:30 30.01.2019 	 2,91 	 2,81 	 5 	 8 	 62 	 1003 	 -2,9 	  
15:20 30.01.2019 	 2,93 	 2,82 	 5 	 8 	 59 	 1003 	 -2,8 	  
15:10 30.01.2019 	 2,96 	 2,83 	 5 	 8 	 62 	 1003 	 -2,5 	  
15:00 30.01.2019 	 2,98 	 2,85 	 5 	 7 	 63 	 1003 	 -2,8 	  
14:50 30.01.2019 	 2,99 	 2,87 	 5 	 10 	 58 	 1004 	 -2,6 	  
14:40 30.01.2019 	 3 	 2,9 	 5 	 8 	 60 	 1004 	 -2,7 	  
14:30 30.01.2019 	 3,01 	 2,86 	 6 	 9 	 64 	 1004 	 -2,8 	  
14:20 30.01.2019 	 3,01 	 2,88 	 6 	 9 	 55 	 1004 	 -2,9 	  
14:10 30.01.2019 	 3 	 2,86 	 6 	 9 	 63 	 1004 	 -2,8 	  
14:00 30.01.2019 	 2,99 	 2,85 	 6 	 10 	 65 	 1004 	 -3,4 	  
13:50 30.01.2019 	 2,97 	 2,84 	 5 	 8 	 68 	 1004 	 -3,8 	  
13:40 30.01.2019 	 2,95 	 2,84 	 5 	 8 	 64 	 1004 	 -3,9 	  
13:30 30.01.2019 	 2,92 	 2,73 	 5 	 7 	 56 	 1004 	 -2,9 	  
13:20 30.01.2019 	 2,88 	 2,78 	 5 	 8 	 64 	 1004 	 -3,2 	  
13:10 30.01.2019 	 2,84 	 2,69 	 5 	 7 	 68 	 1004 	 -3,5 	  
13:00 30.01.2019 	 2,8 	 2,66 	 5 	 8 	 69 	 1004 	 -3,3 	  
12:50 30.01.2019 	 2,75 	 2,59 	 6 	 9 	 67 	 1004 	 -2,8 	  
12:40 30.01.2019 	 2,7 	 2,56 	 7 	 10 	 76 	 1004 	 -3,4 	  
12:30 30.01.2019 	 2,64 	 2,46 	 7 	 9 	 80 	 1004 	 -3,1 	  
12:20 30.01.2019 	 2,58 	 2,48 	 5 	 8 	 89 	 1004 	 -3,2 	  
12:10 30.01.2019 	 2,52 	 2,32 	 4 	 7 	 91 	 1004 	 -3 	  
12:00 30.01.2019 	 2,45 	 2,35 	 5 	 8 	 74 	 1003 	 -3,2 	  
11:50 30.01.2019 	 2,39 	 2,28 	 5 	 7 	 58 	 1003 	 -2,5 	  
11:40 30.01.2019 	 2,32 	 2,17 	 7 	 10 	 49 	 1003 	 -2,4 	  
11:30 30.01.2019 	 2,25 	 2,18 	 7 	 10 	 47 	 1003 	 -2,2 	  
11:20 30.01.2019 	 2,18 	 2,02 	 7 	 10 	 49 	 1003 	 -2,2 	  
11:10 30.01.2019 	 2,11 	 2,03 	 9 	 12 	 47 	 1003 	 -2,1 	  
11:00 30.01.2019 	 2,04 	 1,93 	 9 	 13 	 46 	 1003 	 -2,2 	  
10:50 30.01.2019 	 1,97 	 1,94 	 8 	 11 	 43 	 1003 	 -2,3 	  
10:40 30.01.2019 	 1,91 	 1,79 	 9 	 12 	 44 	 1003 	 -2,2 	  
10:30 30.01.2019 	 1,84 	 1,84 	 8 	 11 	 47 	 1003 	 -2,3 	  
10:20 30.01.2019 	 1,78 	 1,72 	 8 	 12 	 49 	 1003 	 -2,4 	  
10:10 30.01.2019 	 1,73 	 1,57 	 9 	 13 	 46 	 1003 	 -2,1 	  
10:00 30.01.2019 	 1,67 	 1,59 	 9 	 13 	 46 	 1003 	 -2,2 	  
09:50 30.01.2019 	 1,62 	 1,56 	 9 	 13 	 45 	 1003 	 -2,2 	  
09:40 30.01.2019 	 1,58 	 1,5 	 10 	 14 	 46 	 1003 	 -2,2 	  
09:30 30.01.2019 	 1,54 	 1,53 	 10 	 14 	 46 	 1003 	 -2,3 	  
09:20 30.01.2019 	 1,5 	 1,45 	 10 	 14 	 47 	 1003 	 -2,3 	  
09:10 30.01.2019 	 1,47 	 1,41 	 11 	 15 	 45 	 1003 	 -2,4 	  
09:00 30.01.2019 	 1,45 	 1,4 	 9 	 13 	 44 	 1003 	 -2,3 	  
08:50 30.01.2019 	 1,43 	 1,38 	 8 	 12 	 41 	 1003 	 -2,5 	  
08:40 30.01.2019 	 1,42 	 1,35 	 8 	 13 	 41 	 1003 	 -2,4 	  
08:30 30.01.2019 	 1,41 	 1,43 	 8 	 12 	 39 	 1003 	 -2,3 	  
08:20 30.01.2019 	 1,41 	 1,35 	 8 	 12 	 40 	 1003 	 -2,4 	  
08:10 30.01.2019 	 1,42 	 1,3 	 9 	 12 	 42 	 1003 	 -2,5 	  
08:00 30.01.2019 	 1,43 	 1,35 	 9 	 13 	 43 	 1003 	 -2,3 	  
07:50 30.01.2019 	 1,45 	 1,42 	 9 	 13 	 44 	 1003 	 -2,5 	  
07:40 30.01.2019 	 1,47 	 1,38 	 9 	 14 	 44 	 1003 	 -2,5 	  
07:30 30.01.2019 	 1,5 	 1,5 	 8 	 11 	 43 	 1003 	 -2,3 	  
07:20 30.01.2019 	 1,54 	 1,45 	 8 	 11 	 45 	 1003 	 -2,3 	  
07:10 30.01.2019 	 1,58 	 1,49 	 8 	 10 	 46 	 1003 	 -2,4 	  
07:00 30.01.2019 	 1,62 	 1,57 	 8 	 12 	 48 	 1003 	 -2,3 	  
06:50 30.01.2019 	 1,67 	 1,56 	 9 	 12 	 47 	 1003 	 -2,4 	  
06:40 30.01.2019 	 1,73 	 1,66 	 9 	 13 	 45 	 1003 	 -2,3 	  
06:30 30.01.2019 	 1,78 	 1,69 	 10 	 14 	 47 	 1003 	 -2,3 	  
06:20 30.01.2019 	 1,85 	 1,78 	 9 	 12 	 44 	 1003 	 -2,2 	  
06:10 30.01.2019 	 1,91 	 1,86 	 8 	 12 	 45 	 1003 	 -2,3 	  
06:00 30.01.2019 	 1,98 	 1,84 	 7 	 10 	 50 	 1003 	 -2,3 	  
05:50 30.01.2019 	 2,04 	 1,97 	 8 	 11 	 47 	 1003 	 -2,4 	  
05:40 30.01.2019 	 2,12 	 1,99 	 8 	 12 	 43 	 1003 	 -2 	  
05:30 30.01.2019 	 2,19 	 2,14 	 6 	 9 	 39 	 1003 	 -2,5 	  
05:20 30.01.2019 	 2,26 	 2,15 	 5 	 8 	 39 	 1003 	 -2,6 	  
05:10 30.01.2019 	 2,33 	 2,25 	 5 	 8 	 43 	 1003 	 -2,5 	  
05:00 30.01.2019 	 2,4 	 2,33 	 5 	 7 	 44 	 1003 	 -2,6 	  
04:50 30.01.2019 	 2,47 	 2,32 	 5 	 8 	 42 	 1003 	 -2,6 	  
04:40 30.01.2019 	 2,54 	 2,41 	 5 	 6 	 43 	 1003 	 -2,6 	  
04:30 30.01.2019 	 2,61 	 2,45 	 6 	 9 	 44 	 1003 	 -2,5 	  
04:20 30.01.2019 	 2,68 	 2,64 	 6 	 8 	 40 	 1003 	 -2,4 	  
04:10 30.01.2019 	 2,74 	 2,64 	 5 	 8 	 40 	 1003 	 -2,6 	  
04:00 30.01.2019 	 2,8 	 2,67 	 5 	 6 	 40 	 1003 	 -2,5 	  
03:50 30.01.2019 	 2,86 	 2,73 	 5 	 7 	 38 	 1003 	 -2,5 	  
03:40 30.01.2019 	 2,91 	 2,78 	 5 	 6 	 34 	 1003 	 -2,9 	  
03:30 30.01.2019 	 2,96 	 2,83 	 5 	 7 	 32 	 1003 	 -3 	  
03:20 30.01.2019 	 3,01 	 2,85 	 5 	 7 	 32 	 1003 	 -2,6 	  
03:10 30.01.2019 	 3,05 	 2,9 	 4 	 6 	 37 	 1003 	 -2,5 	  
03:00 30.01.2019 	 3,08 	 2,93 	 4 	 6 	 41 	 1003 	 -3 	  
02:50 30.01.2019 	 3,11 	 2,91 	 4 	 6 	 45 	 1003 	 -2,8 	  
02:40 30.01.2019 	 3,14 	 3,01 	 4 	 6 	 40 	 1003 	 -3,2 	  
02:30 30.01.2019 	 3,16 	 2,95 	 4 	 5 	 37 	 1003 	 -3,5 	  
02:20 30.01.2019 	 3,17 	 3,03 	 3 	 5 	 42 	 1003 	 -4 	  
02:10 30.01.2019 	 3,18 	 2,97 	 4 	 5 	 43 	 1003 	 -3,2 	  
02:00 30.01.2019 	 3,18 	 2,98 	 3 	 4 	 41 	 1003 	 -3,6 	  
01:50 30.01.2019 	 3,18 	 3,02 	 4 	 5 	 39 	 1003 	 -3,4 	  
01:40 30.01.2019 	 3,17 	 2,99 	 4 	 6 	 41 	 1003 	 -3,2 	  
