 Timabil 	 Flodatafla (m)	Sjavarhaed (m)	Vindur (m/s)	Hvida (m/s)	Vindatt (deg)	Loftthrystingur (hpa)	Lofthiti (degC)	
18:30 15.01.2019 	 0,88 	 1,16 	 4 	 7 	 18 	 1001 	 -4 	  
18:20 15.01.2019 	 0,89 	 1,14 	 5 	 8 	 33 	 1001 	 -3,7 	  
18:10 15.01.2019 	 0,9 	 1,17 	 6 	 9 	 30 	 1001 	 -3,9 	  
18:00 15.01.2019 	 0,91 	 1,17 	 6 	 8 	 26 	 1001 	 -4 	  
17:50 15.01.2019 	 0,91 	 1,17 	 6 	 8 	 22 	 1001 	 -4,2 	  
17:40 15.01.2019 	 0,91 	 1,17 	 5 	 8 	 19 	 1001 	 -4,1 	  
17:30 15.01.2019 	 0,91 	 1,17 	 6 	 9 	 23 	 1001 	 -4,2 	  
17:20 15.01.2019 	 0,91 	 1,24 	 7 	 10 	 21 	 1001 	 -4 	  
17:10 15.01.2019 	 0,91 	 1,15 	 7 	 9 	 21 	 1001 	 -4,1 	  
17:00 15.01.2019 	 0,91 	 1,2 	 6 	 9 	 22 	 1000 	 -4,1 	  
16:50 15.01.2019 	 0,9 	 1,14 	 7 	 9 	 20 	 1000 	 -4,2 	  
16:40 15.01.2019 	 0,89 	 1,16 	 6 	 10 	 16 	 1000 	 -4,2 	  
16:30 15.01.2019 	 0,89 	 1,14 	 7 	 10 	 22 	 1000 	 -4,2 	  
16:20 15.01.2019 	 0,88 	 1,1 	 7 	 10 	 17 	 1000 	 -4,2 	  
16:10 15.01.2019 	 0,86 	 1,08 	 7 	 10 	 20 	 1000 	 -4,2 	  
16:00 15.01.2019 	 0,85 	 1,07 	 8 	 11 	 25 	 1000 	 -4,1 	  
15:50 15.01.2019 	 0,84 	 1,04 	 8 	 12 	 25 	 1000 	 -4,1 	  
15:40 15.01.2019 	 0,83 	 1,03 	 8 	 11 	 26 	 1000 	 -4,1 	  
15:30 15.01.2019 	 0,81 	 1 	 8 	 11 	 29 	 1000 	 -4,2 	  
15:20 15.01.2019 	 0,8 	 1 	 8 	 11 	 27 	 999 	 -4,1 	  
15:10 15.01.2019 	 0,78 	 0,93 	 8 	 11 	 28 	 999 	 -4,1 	  
15:00 15.01.2019 	 0,76 	 0,94 	 8 	 12 	 28 	 999 	 -4 	  
14:50 15.01.2019 	 0,74 	 0,9 	 8 	 11 	 29 	 999 	 -4,1 	  
14:40 15.01.2019 	 0,72 	 0,86 	 8 	 12 	 33 	 999 	 -3,9 	  
14:30 15.01.2019 	 0,71 	 0,83 	 9 	 13 	 33 	 999 	 -3,9 	  
14:20 15.01.2019 	 0,69 	 0,83 	 9 	 14 	 31 	 999 	 -4,2 	  
14:10 15.01.2019 	 0,67 	 0,77 	 10 	 13 	 32 	 999 	 -4,1 	  
14:00 15.01.2019 	 0,65 	 0,77 	 10 	 13 	 33 	 999 	 -4 	  
13:50 15.01.2019 	 0,63 	 0,75 	 10 	 13 	 29 	 999 	 -4,2 	  
13:40 15.01.2019 	 0,61 	 0,69 	 10 	 14 	 29 	 999 	 -4,2 	  
13:30 15.01.2019 	 0,59 	 0,72 	 10 	 12 	 28 	 998 	 -4 	  
13:20 15.01.2019 	 0,58 	 0,68 	 10 	 15 	 28 	 998 	 -4,1 	  
13:10 15.01.2019 	 0,56 	 0,64 	 11 	 15 	 27 	 998 	 -4,3 	  
13:00 15.01.2019 	 0,55 	 0,65 	 10 	 14 	 25 	 998 	 -4,4 	  
12:50 15.01.2019 	 0,53 	 0,66 	 10 	 15 	 25 	 998 	 -4,4 	  
12:40 15.01.2019 	 0,52 	 0,63 	 10 	 14 	 25 	 998 	 -4,1 	  
12:30 15.01.2019 	 0,51 	 0,61 	 10 	 14 	 29 	 997 	 -4,1 	  
12:20 15.01.2019 	 0,5 	 0,57 	 11 	 15 	 28 	 997 	 -4,1 	  
12:10 15.01.2019 	 0,49 	 0,56 	 10 	 16 	 22 	 997 	 -4,2 	  
12:00 15.01.2019 	 0,48 	 0,54 	 11 	 16 	 25 	 997 	 -4,2 	  
11:50 15.01.2019 	 0,47 	 0,56 	 12 	 17 	 23 	 997 	 -4,4 	  
11:40 15.01.2019 	 0,47 	 0,52 	 10 	 16 	 20 	 997 	 -4,2 	  
11:30 15.01.2019 	 0,46 	 0,53 	 10 	 14 	 25 	 996 	 -4 	  
11:20 15.01.2019 	 0,46 	 0,52 	 11 	 16 	 29 	 996 	 -4,1 	  
11:10 15.01.2019 	 0,46 	 0,48 	 10 	 15 	 29 	 996 	 -3,8 	  
11:00 15.01.2019 	 0,46 	 0,51 	 11 	 18 	 35 	 996 	 -3,6 	  
10:50 15.01.2019 	 0,46 	 0,51 	 12 	 18 	 27 	 996 	 -3,6 	  
10:40 15.01.2019 	 0,47 	 0,52 	 11 	 16 	 30 	 996 	 -3,8 	  
10:30 15.01.2019 	 0,47 	 0,56 	 12 	 17 	 28 	 995 	 -3,8 	  
10:20 15.01.2019 	 0,48 	 0,58 	 13 	 20 	 33 	 995 	 -3,5 	  
10:10 15.01.2019 	 0,49 	 0,58 	 14 	 20 	 40 	 995 	 -3,3 	  
10:00 15.01.2019 	 0,5 	 0,56 	 14 	 22 	 38 	 994 	 -3,4 	  
09:50 15.01.2019 	 0,51 	 0,63 	 13 	 20 	 48 	 994 	 -3,1 	  
09:40 15.01.2019 	 0,53 	 0,63 	 13 	 18 	 34 	 994 	 -3,1 	  
09:30 15.01.2019 	 0,54 	 0,64 	 12 	 22 	 40 	 993 	 -2,7 	  
09:20 15.01.2019 	 0,56 	 0,67 	 11 	 17 	 45 	 993 	 -2,2 	  
09:10 15.01.2019 	 0,57 	 0,71 	 11 	 19 	 51 	 993 	 -1,8 	  
09:00 15.01.2019 	 0,59 	 0,75 	 11 	 18 	 49 	 993 	 -1,6 	  
08:50 15.01.2019 	 0,61 	 0,72 	 11 	 15 	 51 	 993 	 -1,4 	  
08:40 15.01.2019 	 0,62 	 0,83 	 9 	 16 	 58 	 992 	 -1,1 	  
08:30 15.01.2019 	 0,64 	 0,81 	 11 	 17 	 55 	 992 	 -1,1 	  
08:20 15.01.2019 	 0,66 	 0,77 	 10 	 15 	 56 	 992 	 -0,6 	  
08:10 15.01.2019 	 0,68 	 0,84 	 9 	 13 	 55 	 992 	 -0,8 	  
08:00 15.01.2019 	 0,7 	 0,88 	 7 	 11 	 49 	 992 	 -0,7 	  
07:50 15.01.2019 	 0,72 	 0,89 	 8 	 12 	 60 	 992 	 -0,9 	  
07:40 15.01.2019 	 0,74 	 0,91 	 8 	 13 	 61 	 992 	 -1 	  
07:30 15.01.2019 	 0,76 	 0,94 	 9 	 13 	 61 	 992 	 -0,7 	  
07:20 15.01.2019 	 0,78 	 0,94 	 9 	 17 	 64 	 992 	 -1 	  
07:10 15.01.2019 	 0,8 	 0,97 	 9 	 14 	 59 	 991 	 -0,7 	  
07:00 15.01.2019 	 0,81 	 1,03 	 8 	 14 	 58 	 991 	 -0,5 	  
06:50 15.01.2019 	 0,83 	 1,03 	 9 	 15 	 59 	 991 	 -0,6 	  
06:40 15.01.2019 	 0,84 	 1,04 	 8 	 11 	 59 	 991 	 -0,7 	  
06:30 15.01.2019 	 0,86 	 1,07 	 7 	 13 	 58 	 991 	 -0,7 	  
06:20 15.01.2019 	 0,87 	 1,09 	 8 	 12 	 61 	 991 	 -0,7 	  
06:10 15.01.2019 	 0,88 	 1,09 	 6 	 11 	 67 	 991 	 -1,1 	  
06:00 15.01.2019 	 0,89 	 1,07 	 4 	 11 	 63 	 991 	 -0,9 	  
05:50 15.01.2019 	 0,9 	 1,11 	 2 	 4 	 123 	 991 	 -0,7 	  
05:40 15.01.2019 	 0,9 	 1,12 	 4 	 7 	 69 	 990 	 -0,4 	  
05:30 15.01.2019 	 0,91 	 1,14 	 4 	 8 	 79 	 990 	 -0,6 	  
05:20 15.01.2019 	 0,91 	 1,11 	 2 	 8 	 297 	 990 	 -0,8 	  
05:10 15.01.2019 	 0,92 	 1,09 	 2 	 3 	 232 	 990 	 -0,9 	  
05:00 15.01.2019 	 0,92 	 1,12 	 2 	 5 	 173 	 990 	 -0,8 	  
04:50 15.01.2019 	 0,92 	 1,09 	 2 	 3 	 269 	 990 	 -1 	  
04:40 15.01.2019 	 0,91 	 1,09 	 2 	 3 	 282 	 990 	 -1 	  
04:30 15.01.2019 	 0,91 	 1,08 	 2 	 3 	 282 	 990 	 -0,9 	  
04:20 15.01.2019 	 0,9 	 1,11 	 1 	 3 	 262 	 990 	 -1 	  
04:10 15.01.2019 	 0,89 	 1,12 	 1 	 2 	 320 	 990 	 -1,1 	  
04:00 15.01.2019 	 0,88 	 1,05 	 2 	 3 	 284 	 990 	 -1,1 	  
03:50 15.01.2019 	 0,87 	 1,08 	 1 	 2 	 211 	 990 	 -1,2 	  
03:40 15.01.2019 	 0,86 	 1,05 	 2 	 3 	 300 	 990 	 -1,3 	  
03:30 15.01.2019 	 0,84 	 1,04 	 2 	 3 	 301 	 990 	 -1,4 	  
03:20 15.01.2019 	 0,83 	 1,01 	 3 	 4 	 309 	 990 	 -1,7 	  
03:10 15.01.2019 	 0,81 	 1,01 	 3 	 4 	 313 	 990 	 -1,4 	  
03:00 15.01.2019 	 0,8 	 0,99 	 2 	 3 	 317 	 990 	 -1,1 	  
02:50 15.01.2019 	 0,78 	 0,99 	 2 	 4 	 96 	 990 	 -0,6 	  
02:40 15.01.2019 	 0,76 	 0,94 	 3 	 4 	 110 	 990 	 -0,5 	  
02:30 15.01.2019 	 0,74 	 0,92 	 3 	 5 	 118 	 990 	 -0,4 	  
02:20 15.01.2019 	 0,72 	 0,92 	 3 	 7 	 115 	 989 	 -0,5 	  
02:10 15.01.2019 	 0,7 	 0,85 	 5 	 7 	 108 	 989 	 -0,6 	  
02:00 15.01.2019 	 0,68 	 0,84 	 5 	 6 	 110 	 989 	 -0,3 	  
01:50 15.01.2019 	 0,66 	 0,83 	 5 	 7 	 111 	 989 	 -0,4 	  
01:40 15.01.2019 	 0,64 	 0,81 	 5 	 8 	 108 	 989 	 -0,3 	  
01:30 15.01.2019 	 0,62 	 0,8 	 6 	 10 	 101 	 989 	 -0,4 	  
01:20 15.01.2019 	 0,59 	 0,75 	 7 	 9 	 98 	 989 	 -0,5 	  
01:10 15.01.2019 	 0,57 	 0,73 	 7 	 10 	 107 	 989 	 -0,5 	  
01:00 15.01.2019 	 0,56 	 0,71 	 7 	 10 	 105 	 989 	 -0,5 	  
00:50 15.01.2019 	 0,54 	 0,71 	 7 	 10 	 111 	 989 	 -0,5 	  
00:40 15.01.2019 	 0,52 	 0,7 	 7 	 9 	 109 	 989 	 -0,7 	  
00:30 15.01.2019 	 0,5 	 0,68 	 6 	 9 	 109 	 989 	 -0,8 	  
00:20 15.01.2019 	 0,49 	 0,67 	 6 	 10 	 111 	 989 	 -0,8 	  
00:10 15.01.2019 	 0,47 	 0,64 	 5 	 9 	 105 	 989 	 -1 	  
00:00 15.01.2019 	 0,46 	 0,63 	 6 	 9 	 107 	 989 	 -1,1 	  
23:50 14.01.2019 	 0,44 	 0,61 	 6 	 11 	 112 	 989 	 -1,1 	  
23:40 14.01.2019 	 0,43 	 0,61 	 7 	 10 	 109 	 989 	 -1,1 	  
23:30 14.01.2019 	 0,42 	 0,61 	 4 	 8 	 115 	 989 	 -1,1 	  
23:20 14.01.2019 	 0,42 	 0,58 	 3 	 6 	 151 	 989 	 -1 	  
23:10 14.01.2019 	 0,41 	 0,56 	 4 	 6 	 118 	 989 	 -0,9 	  
23:00 14.01.2019 	 0,41 	 0,56 	 5 	 9 	 114 	 989 	 -1,2 	  
22:50 14.01.2019 	 0,41 	 0,53 	 6 	 9 	 113 	 989 	 -1,2 	  
22:40 14.01.2019 	 0,41 	 0,54 	 7 	 9 	 102 	 989 	 -1 	  
22:30 14.01.2019 	 0,41 	 0,59 	 5 	 10 	 107 	 989 	 -1 	  
22:20 14.01.2019 	 0,41 	 0,58 	 2 	 8 	 45 	 989 	 -1 	  
22:10 14.01.2019 	 0,41 	 0,59 	 2 	 5 	 164 	 990 	 -1,2 	  
22:00 14.01.2019 	 0,42 	 0,57 	 2 	 6 	 284 	 990 	 -1,4 	  
21:50 14.01.2019 	 0,43 	 0,58 	 3 	 5 	 294 	 990 	 -1,7 	  
21:40 14.01.2019 	 0,44 	 0,61 	 2 	 6 	 294 	 990 	 -1,4 	  
21:30 14.01.2019 	 0,45 	 0,64 	 4 	 7 	 311 	 990 	 -1,6 	  
21:20 14.01.2019 	 0,47 	 0,66 	 2 	 5 	 322 	 990 	 -1,8 	  
21:10 14.01.2019 	 0,48 	 0,67 	 3 	 6 	 260 	 990 	 -1,9 	  
21:00 14.01.2019 	 0,5 	 0,67 	 3 	 7 	 262 	 991 	 -1,8 	  
20:50 14.01.2019 	 0,52 	 0,7 	 2 	 5 	 289 	 991 	 -2,1 	  
20:40 14.01.2019 	 0,53 	 0,71 	 3 	 5 	 270 	 991 	 -2 	  
20:30 14.01.2019 	 0,56 	 0,76 	 3 	 6 	 335 	 991 	 -2,3 	  
20:20 14.01.2019 	 0,58 	 0,82 	 3 	 5 	 304 	 991 	 -2,3 	  
20:10 14.01.2019 	 0,6 	 0,83 	 3 	 5 	 286 	 991 	 -2,5 	  
20:00 14.01.2019 	 0,62 	 0,85 	 3 	 4 	 355 	 991 	 -2,6 	  
19:50 14.01.2019 	 0,64 	 0,88 	 3 	 5 	 335 	 991 	 -2,3 	  
19:40 14.01.2019 	 0,66 	 0,92 	 4 	 6 	 273 	 992 	 -2,4 	  
19:30 14.01.2019 	 0,68 	 0,96 	 3 	 5 	 273 	 992 	 -2,8 	  
19:20 14.01.2019 	 0,71 	 0,99 	 2 	 3 	 273 	 992 	 -2,9 	  
19:10 14.01.2019 	 0,73 	 1,01 	 2 	 3 	 187 	 992 	 -2,9 	  
19:00 14.01.2019 	 0,75 	 1,02 	 3 	 4 	 254 	 992 	 -2,9 	  
18:50 14.01.2019 	 0,77 	 1,07 	 2 	 3 	 291 	 993 	 -3,1 	  
18:40 14.01.2019 	 0,79 	 1,1 	 2 	 4 	 307 	 993 	 -3,3 	  
18:30 14.01.2019 	 0,81 	 1,16 	 1 	 2 	 331 	 993 	 -3,5 	  
18:20 14.01.2019 	 0,83 	 1,21 	 1 	 2 	 21 	 993 	 -3,7 	  
18:10 14.01.2019 	 0,84 	 1,22 	 1 	 2 	 343 	 993 	 -3,6 	  
18:00 14.01.2019 	 0,86 	 1,18 	 1 	 2 	 242 	 994 	 -3,5 	  
17:50 14.01.2019 	 0,87 	 1,22 	 2 	 3 	 283 	 994 	 -3,5 	  
17:40 14.01.2019 	 0,89 	 1,26 	 2 	 3 	 299 	 994 	 -3,8 	  
17:30 14.01.2019 	 0,9 	 1,27 	 2 	 3 	 295 	 994 	 -3,9 	  
17:20 14.01.2019 	 0,91 	 1,32 	 1 	 2 	 315 	 995 	 -4,4 	  
17:10 14.01.2019 	 0,92 	 1,29 	 1 	 2 	 51 	 995 	 -4,4 	  
17:00 14.01.2019 	 0,93 	 1,28 	 1 	 2 	 74 	 995 	 -4,2 	  
16:50 14.01.2019 	 0,93 	 1,29 	 2 	 3 	 137 	 996 	 -3,9 	  
16:40 14.01.2019 	 0,94 	 1,31 	 1 	 2 	 137 	 996 	 -4,2 	  
16:30 14.01.2019 	 0,94 	 1,33 	 1 	 2 	 349 	 996 	 -4,6 	  
16:20 14.01.2019 	 0,94 	 1,32 	 2 	 2 	 29 	 996 	 -4,5 	  
16:10 14.01.2019 	 0,94 	 1,31 	 1 	 2 	 33 	 997 	 -4,6 	  
16:00 14.01.2019 	 0,94 	 1,27 	 1 	 1 	 356 	 997 	 -4,7 	  
15:50 14.01.2019 	 0,93 	 1,27 	 1 	 1 	 322 	 997 	 -4,7 	  
15:40 14.01.2019 	 0,92 	 1,27 	 1 	 2 	 202 	 997 	 -4,5 	  
15:30 14.01.2019 	 0,92 	 1,24 	 2 	 3 	 161 	 998 	 -4,5 	  
15:20 14.01.2019 	 0,91 	 1,24 	 3 	 4 	 160 	 998 	 -4,1 	  
15:10 14.01.2019 	 0,9 	 1,22 	 3 	 4 	 165 	 999 	 -3,6 	  
15:00 14.01.2019 	 0,89 	 1,22 	 3 	 3 	 166 	 999 	 -3,6 	  
14:50 14.01.2019 	 0,87 	 1,18 	 3 	 4 	 167 	 999 	 -3,6 	  
14:40 14.01.2019 	 0,86 	 1,15 	 2 	 4 	 153 	 999 	 -3,5 	  
14:30 14.01.2019 	 0,84 	 1,16 	 2 	 3 	 95 	 1000 	 -3,9 	  
14:20 14.01.2019 	 0,83 	 1,13 	 2 	 3 	 87 	 1000 	 -4 	  
14:10 14.01.2019 	 0,81 	 1,05 	 1 	 2 	 40 	 1000 	 -4,1 	  
14:00 14.01.2019 	 0,79 	 1,05 	 1 	 1 	 38 	 1001 	 -4,1 	  
13:50 14.01.2019 	 0,77 	 1,02 	 1 	 2 	 96 	 1001 	 -4,1 	  
13:40 14.01.2019 	 0,75 	 0,99 	 2 	 3 	 168 	 1001 	 -4 	  
13:30 14.01.2019 	 0,73 	 0,97 	 3 	 3 	 191 	 1001 	 -3,6 	  
13:20 14.01.2019 	 0,71 	 0,99 	 2 	 4 	 183 	 1001 	 -3,7 	  
13:10 14.01.2019 	 0,69 	 0,96 	 1 	 2 	 140 	 1002 	 -3 	  
13:00 14.01.2019 	 0,67 	 0,89 	 2 	 3 	 140 	 1002 	 -3,2 	  
12:50 14.01.2019 	 0,65 	 0,88 	 3 	 5 	 115 	 1002 	 -3,2 	  
12:40 14.01.2019 	 0,63 	 0,87 	 4 	 4 	 100 	 1002 	 -3,7 	  
12:30 14.01.2019 	 0,61 	 0,84 	 4 	 5 	 99 	 1003 	 -3,9 	  
12:20 14.01.2019 	 0,59 	 0,81 	 2 	 4 	 108 	 1003 	 -3,4 	  
12:10 14.01.2019 	 0,57 	 0,82 	 2 	 4 	 93 	 1003 	 -3,5 	  
12:00 14.01.2019 	 0,55 	 0,77 	 2 	 3 	 93 	 1003 	 -4,2 	  
11:50 14.01.2019 	 0,53 	 0,73 	 1 	 2 	 123 	 1004 	 -3,9 	  
11:40 14.01.2019 	 0,52 	 0,75 	 2 	 2 	 68 	 1004 	 -4,2 	  
11:30 14.01.2019 	 0,5 	 0,68 	 1 	 2 	 110 	 1004 	 -4,1 	  
11:20 14.01.2019 	 0,49 	 0,65 	 1 	 2 	 38 	 1004 	 -4,7 	  
11:10 14.01.2019 	 0,47 	 0,67 	 2 	 3 	 55 	 1004 	 -5 	  
11:00 14.01.2019 	 0,46 	 0,72 	 2 	 2 	 87 	 1004 	 -4,6 	  
10:50 14.01.2019 	 0,45 	 0,65 	 1 	 2 	 206 	 1004 	 -4 	  
10:40 14.01.2019 	 0,44 	 0,69 	 1 	 1 	 110 	 1004 	 -4,3 	  
10:30 14.01.2019 	 0,44 	 0,68 	 2 	 3 	 184 	 1005 	 -4,1 	  
10:20 14.01.2019 	 0,43 	 0,65 	 3 	 4 	 165 	 1005 	 -3,7 	  
10:10 14.01.2019 	 0,43 	 0,61 	 3 	 4 	 100 	 1005 	 -3,7 	  
10:00 14.01.2019 	 0,43 	 0,64 	 3 	 5 	 108 	 1005 	 -3,4 	  
09:50 14.01.2019 	 0,43 	 0,61 	 3 	 5 	 112 	 1005 	 -4 	  
09:40 14.01.2019 	 0,44 	 0,6 	 3 	 4 	 119 	 1005 	 -4 	  
09:30 14.01.2019 	 0,44 	 0,66 	 3 	 4 	 103 	 1006 	 -4 	  
09:20 14.01.2019 	 0,45 	 0,66 	 4 	 5 	 90 	 1006 	 -3,6 	  
09:10 14.01.2019 	 0,46 	 0,63 	 3 	 6 	 41 	 1006 	 -3,4 	  
09:00 14.01.2019 	 0,47 	 0,66 	 1 	 3 	 31 	 1006 	 -3,4 	  
08:50 14.01.2019 	 0,48 	 0,71 	 2 	 3 	 74 	 1006 	 -3,5 	  
08:40 14.01.2019 	 0,49 	 0,71 	 3 	 4 	 89 	 1006 	 -3,4 	  
08:30 14.01.2019 	 0,51 	 0,75 	 4 	 5 	 85 	 1006 	 -3,6 	  
08:20 14.01.2019 	 0,52 	 0,7 	 4 	 6 	 84 	 1006 	 -4 	  
08:10 14.01.2019 	 0,54 	 0,72 	 4 	 6 	 106 	 1006 	 -4,2 	  
08:00 14.01.2019 	 0,56 	 0,75 	 6 	 8 	 143 	 1006 	 -2,9 	  
07:50 14.01.2019 	 0,58 	 0,79 	 7 	 8 	 146 	 1007 	 -2,8 	  
07:40 14.01.2019 	 0,6 	 0,87 	 7 	 9 	 150 	 1007 	 -2,7 	  
07:30 14.01.2019 	 0,62 	 0,86 	 7 	 9 	 148 	 1007 	 -2,7 	  
07:20 14.01.2019 	 0,64 	 0,89 	 6 	 8 	 149 	 1007 	 -2,8 	  
07:10 14.01.2019 	 0,66 	 0,88 	 7 	 10 	 149 	 1007 	 -2,9 	  
07:00 14.01.2019 	 0,68 	 0,9 	 7 	 9 	 150 	 1007 	 -2,7 	  
06:50 14.01.2019 	 0,71 	 0,88 	 7 	 9 	 144 	 1007 	 -3,2 	  
06:40 14.01.2019 	 0,73 	 0,95 	 7 	 10 	 145 	 1007 	 -2,9 	  
06:30 14.01.2019 	 0,75 	 0,95 	 6 	 9 	 136 	 1007 	 -3,4 	  
06:20 14.01.2019 	 0,77 	 0,97 	 7 	 9 	 146 	 1008 	 -3,6 	  
06:10 14.01.2019 	 0,79 	 0,94 	 8 	 10 	 147 	 1008 	 -3,6 	  
06:00 14.01.2019 	 0,81 	 0,98 	 8 	 10 	 148 	 1008 	 -3,4 	  
05:50 14.01.2019 	 0,83 	 1,03 	 9 	 11 	 148 	 1008 	 -3,6 	  
05:40 14.01.2019 	 0,84 	 1,05 	 9 	 11 	 143 	 1008 	 -3,6 	  
05:30 14.01.2019 	 0,86 	 1,06 	 7 	 10 	 133 	 1008 	 -3,5 	  
05:20 14.01.2019 	 0,87 	 1,04 	 7 	 9 	 120 	 1008 	 -4,7 	  
05:10 14.01.2019 	 0,89 	 1,03 	 6 	 8 	 132 	 1008 	 -4,5 	  
05:00 14.01.2019 	 0,9 	 1,07 	 6 	 8 	 134 	 1009 	 -4,6 	  
04:50 14.01.2019 	 0,91 	 1,07 	 6 	 9 	 135 	 1009 	 -4,3 	  
04:40 14.01.2019 	 0,92 	 1,07 	 6 	 8 	 129 	 1009 	 -4,3 	  
04:30 14.01.2019 	 0,92 	 1,08 	 7 	 9 	 137 	 1009 	 -4,1 	  
04:20 14.01.2019 	 0,92 	 1,06 	 8 	 10 	 137 	 1009 	 -4,5 	  
04:10 14.01.2019 	 0,93 	 1,14 	 7 	 10 	 134 	 1009 	 -4,2 	  
04:00 14.01.2019 	 0,93 	 1,05 	 8 	 10 	 144 	 1009 	 -3,8 	  
03:50 14.01.2019 	 0,93 	 1,09 	 7 	 9 	 130 	 1009 	 -4 	  
03:40 14.01.2019 	 0,92 	 1,06 	 8 	 10 	 133 	 1009 	 -4,2 	  
03:30 14.01.2019 	 0,92 	 1,08 	 8 	 9 	 136 	 1010 	 -4,4 	  
03:20 14.01.2019 	 0,92 	 1,04 	 7 	 10 	 141 	 1010 	 -4,6 	  
03:10 14.01.2019 	 0,91 	 1,04 	 7 	 9 	 139 	 1010 	 -4,7 	  
03:00 14.01.2019 	 0,9 	 0,99 	 7 	 8 	 146 	 1010 	 -5,1 	  
02:50 14.01.2019 	 0,89 	 0,99 	 8 	 10 	 145 	 1010 	 -5,2 	  
02:40 14.01.2019 	 0,87 	 0,99 	 7 	 10 	 147 	 1010 	 -5,1 	  
02:30 14.01.2019 	 0,86 	 0,94 	 7 	 10 	 146 	 1010 	 -4,9 	  
02:20 14.01.2019 	 0,84 	 0,91 	 6 	 9 	 134 	 1010 	 -5 	  
02:10 14.01.2019 	 0,82 	 0,93 	 4 	 6 	 110 	 1010 	 -6,1 	  
02:00 14.01.2019 	 0,8 	 0,88 	 5 	 8 	 123 	 1010 	 -5,3 	  
01:50 14.01.2019 	 0,78 	 0,84 	 6 	 8 	 143 	 1011 	 -5,2 	  
01:40 14.01.2019 	 0,77 	 0,85 	 6 	 8 	 147 	 1011 	 -5,5 	  
01:30 14.01.2019 	 0,74 	 0,81 	 7 	 9 	 143 	 1011 	 -5,3 	  
01:20 14.01.2019 	 0,72 	 0,8 	 8 	 10 	 140 	 1011 	 -5,1 	  
01:10 14.01.2019 	 0,7 	 0,74 	 8 	 11 	 141 	 1011 	 -5,5 	  
01:00 14.01.2019 	 0,68 	 0,71 	 7 	 9 	 134 	 1011 	 -5,4 	  
00:50 14.01.2019 	 0,65 	 0,68 	 6 	 7 	 130 	 1012 	 -5,9 	  
00:40 14.01.2019 	 0,63 	 0,66 	 5 	 7 	 136 	 1012 	 -5,6 	  
00:30 14.01.2019 	 0,61 	 0,62 	 5 	 7 	 136 	 1012 	 -5,3 	  
00:20 14.01.2019 	 0,59 	 0,63 	 5 	 7 	 131 	 1012 	 -5,8 	  
00:10 14.01.2019 	 0,56 	 0,58 	 4 	 6 	 117 	 1012 	 -5,9 	  
00:00 14.01.2019 	 0,54 	 0,59 	 4 	 5 	 100 	 1013 	 -7,1 	  
23:50 13.01.2019 	 0,52 	 0,52 	 4 	 6 	 122 	 1012 	 -6,2 	  
23:40 13.01.2019 	 0,5 	 0,52 	 4 	 7 	 127 	 1012 	 -6,1 	  
23:30 13.01.2019 	 0,48 	 0,53 	 4 	 5 	 123 	 1013 	 -6,6 	  
23:20 13.01.2019 	 0,46 	 0,47 	 5 	 6 	 133 	 1013 	 -6 	  
23:10 13.01.2019 	 0,44 	 0,43 	 3 	 5 	 123 	 1013 	 -6,3 	  
23:00 13.01.2019 	 0,43 	 0,41 	 3 	 5 	 117 	 1013 	 -6,6 	  
22:50 13.01.2019 	 0,42 	 0,37 	 4 	 6 	 137 	 1013 	 -5,8 	  
22:40 13.01.2019 	 0,41 	 0,38 	 5 	 6 	 122 	 1013 	 -5,9 	  
22:30 13.01.2019 	 0,39 	 0,39 	 5 	 7 	 141 	 1013 	 -5,8 	  
22:20 13.01.2019 	 0,38 	 0,37 	 5 	 7 	 145 	 1013 	 -5,9 	  
22:10 13.01.2019 	 0,38 	 0,33 	 4 	 6 	 147 	 1013 	 -6,1 	  
22:00 13.01.2019 	 0,38 	 0,34 	 4 	 6 	 146 	 1014 	 -6,1 	  
21:50 13.01.2019 	 0,37 	 0,32 	 5 	 6 	 147 	 1014 	 -6,2 	  
21:40 13.01.2019 	 0,38 	 0,32 	 5 	 7 	 147 	 1014 	 -6,1 	  
21:30 13.01.2019 	 0,38 	 0,35 	 5 	 7 	 145 	 1014 	 -6,1 	  
21:20 13.01.2019 	 0,38 	 0,32 	 6 	 7 	 147 	 1014 	 -6 	  
21:10 13.01.2019 	 0,39 	 0,31 	 5 	 6 	 141 	 1014 	 -6 	  
21:00 13.01.2019 	 0,4 	 0,32 	 5 	 6 	 144 	 1014 	 -6,1 	  
20:50 13.01.2019 	 0,41 	 0,35 	 4 	 6 	 144 	 1014 	 -5,8 	  
20:40 13.01.2019 	 0,42 	 0,37 	 5 	 6 	 153 	 1014 	 -6,1 	  
20:30 13.01.2019 	 0,44 	 0,39 	 4 	 6 	 150 	 1014 	 -6 	  
20:20 13.01.2019 	 0,45 	 0,4 	 3 	 5 	 138 	 1014 	 -6 	  
20:10 13.01.2019 	 0,47 	 0,43 	 3 	 4 	 134 	 1014 	 -6,3 	  
20:00 13.01.2019 	 0,49 	 0,46 	 4 	 5 	 148 	 1014 	 -6 	  
19:50 13.01.2019 	 0,51 	 0,49 	 5 	 7 	 162 	 1014 	 -5,9 	  
19:40 13.01.2019 	 0,53 	 0,51 	 3 	 4 	 113 	 1014 	 -5,4 	  
