 Timabil 	 Flodatafla (m)	Sjavarhaed (m)	Vindur (m/s)	Hvida (m/s)	Vindatt (deg)	Loftthrystingur (hpa)	Lofthiti (degC)	
01:40 24.01.2019 	 1,2 	 1,34 	 1 	 3 	 115 	 1003 	 -2,2 	  
01:30 24.01.2019 	 1,22 	 1,35 	 2 	 3 	 163 	 1003 	 -2,1 	  
01:20 24.01.2019 	 1,23 	 1,36 	 2 	 4 	 166 	 1003 	 -2,2 	  
01:10 24.01.2019 	 1,24 	 1,42 	 4 	 6 	 172 	 1003 	 -2,3 	  
01:00 24.01.2019 	 1,25 	 1,41 	 6 	 7 	 171 	 1003 	 -2,4 	  
00:50 24.01.2019 	 1,25 	 1,36 	 5 	 7 	 179 	 1003 	 -2,6 	  
00:40 24.01.2019 	 1,25 	 1,37 	 4 	 4 	 177 	 1003 	 -2,9 	  
00:30 24.01.2019 	 1,24 	 1,34 	 5 	 6 	 178 	 1003 	 -2,8 	  
00:20 24.01.2019 	 1,23 	 1,32 	 5 	 6 	 182 	 1003 	 -2,9 	  
00:10 24.01.2019 	 1,22 	 1,26 	 5 	 6 	 182 	 1003 	 -2,5 	  
00:00 24.01.2019 	 1,2 	 1,24 	 1 	 5 	 202 	 1003 	 -2,1 	  
23:50 23.01.2019 	 1,18 	 1,24 	 1 	 1 	 13 	 1003 	 -2,4 	  
23:40 23.01.2019 	 1,15 	 1,19 	 1 	 1 	 24 	 1003 	 -2,5 	  
23:30 23.01.2019 	 1,12 	 1,15 	 1 	 1 	 95 	 1003 	 -2,5 	  
23:20 23.01.2019 	 1,09 	 1,13 	 1 	 1 	 66 	 1003 	 -2,5 	  
23:10 23.01.2019 	 1,05 	 1,04 	 1 	 2 	 116 	 1004 	 -2,4 	  
23:00 23.01.2019 	 1,01 	 1 	 1 	 1 	 152 	 1004 	 -2,4 	  
22:50 23.01.2019 	 0,97 	 0,95 	 1 	 1 	 135 	 1004 	 -2,5 	  
22:40 23.01.2019 	 0,93 	 0,86 	 2 	 3 	 158 	 1003 	 -2,5 	  
22:30 23.01.2019 	 0,88 	 0,79 	 1 	 3 	 139 	 1003 	 -2,7 	  
22:20 23.01.2019 	 0,83 	 0,74 	 1 	 1 	 69 	 1003 	 -2,7 	  
22:10 23.01.2019 	 0,78 	 0,75 	 1 	 1 	 70 	 1003 	 -2,6 	  
22:00 23.01.2019 	 0,73 	 0,69 	 1 	 3 	 118 	 1003 	 -2,6 	  
21:50 23.01.2019 	 0,68 	 0,63 	 3 	 3 	 164 	 1003 	 -2,8 	  
21:40 23.01.2019 	 0,63 	 0,54 	 3 	 3 	 174 	 1004 	 -2,7 	  
21:30 23.01.2019 	 0,57 	 0,47 	 2 	 3 	 180 	 1003 	 -2,8 	  
21:20 23.01.2019 	 0,52 	 0,42 	 3 	 4 	 174 	 1003 	 -3 	  
21:10 23.01.2019 	 0,47 	 0,35 	 3 	 4 	 178 	 1003 	 -3,1 	  
21:00 23.01.2019 	 0,42 	 0,32 	 3 	 5 	 208 	 1003 	 -3,1 	  
20:50 23.01.2019 	 0,37 	 0,25 	 0 	 1 	 316 	 1003 	 -2,8 	  
20:40 23.01.2019 	 0,32 	 0,25 	 0 	 1 	 65 	 1003 	 -2,9 	  
20:30 23.01.2019 	 0,28 	 0,17 	 1 	 2 	 115 	 1003 	 -2,9 	  
20:20 23.01.2019 	 0,24 	 0,09 	 3 	 4 	 159 	 1003 	 -2,9 	  
20:10 23.01.2019 	 0,2 	 0,06 	 3 	 4 	 166 	 1003 	 -3 	  
20:00 23.01.2019 	 0,16 	 0,05 	 4 	 5 	 180 	 1003 	 -3,2 	  
19:50 23.01.2019 	 0,13 	 0,01 	 4 	 5 	 189 	 1003 	 -3 	  
19:40 23.01.2019 	 0,1 	 -0,01 	 2 	 4 	 199 	 1003 	 -2,8 	  
19:30 23.01.2019 	 0,07 	 -0,08 	 1 	 1 	 339 	 1003 	 -2,6 	  
19:20 23.01.2019 	 0,05 	 -0,09 	 1 	 1 	 59 	 1003 	 -2,5 	  
19:10 23.01.2019 	 0,04 	 -0,08 	 1 	 1 	 243 	 1003 	 -2,6 	  
19:00 23.01.2019 	 0,03 	 -0,11 	 1 	 1 	 184 	 1003 	 -2,6 	  
18:50 23.01.2019 	 0,02 	 -0,11 	 1 	 2 	 176 	 1003 	 -2,5 	  
18:40 23.01.2019 	 0,02 	 -0,08 	 1 	 2 	 94 	 1003 	 -2,6 	  
18:30 23.01.2019 	 0,02 	 -0,07 	 1 	 2 	 163 	 1003 	 -2,8 	  
18:20 23.01.2019 	 0,03 	 -0,08 	 1 	 2 	 64 	 1003 	 -3 	  
18:10 23.01.2019 	 0,05 	 -0,08 	 1 	 3 	 122 	 1003 	 -2,9 	  
18:00 23.01.2019 	 0,06 	 -0,04 	 2 	 3 	 149 	 1003 	 -3 	  
17:50 23.01.2019 	 0,09 	 -0 	 4 	 7 	 148 	 1003 	 -3 	  
17:40 23.01.2019 	 0,11 	 0,04 	 5 	 6 	 164 	 1003 	 -3,2 	  
17:30 23.01.2019 	 0,14 	 0,07 	 4 	 6 	 180 	 1003 	 -3,5 	  
17:20 23.01.2019 	 0,18 	 0,1 	 4 	 5 	 186 	 1003 	 -3,6 	  
17:10 23.01.2019 	 0,22 	 0,15 	 3 	 5 	 167 	 1003 	 -3,2 	  
17:00 23.01.2019 	 0,26 	 0,23 	 4 	 5 	 164 	 1003 	 -2,9 	  
16:50 23.01.2019 	 0,31 	 0,29 	 2 	 4 	 159 	 1002 	 -3,4 	  
16:40 23.01.2019 	 0,36 	 0,35 	 1 	 1 	 131 	 1002 	 -3,5 	  
16:30 23.01.2019 	 0,41 	 0,43 	 1 	 1 	 113 	 1002 	 -3,5 	  
16:20 23.01.2019 	 0,47 	 0,49 	 1 	 1 	 75 	 1002 	 -3,6 	  
16:10 23.01.2019 	 0,52 	 0,57 	 1 	 2 	 69 	 1002 	 -3,7 	  
16:00 23.01.2019 	 0,58 	 0,64 	 1 	 3 	 156 	 1002 	 -3,3 	  
15:50 23.01.2019 	 0,63 	 0,73 	 4 	 5 	 191 	 1002 	 -3,6 	  
15:40 23.01.2019 	 0,69 	 0,81 	 4 	 5 	 184 	 1002 	 -4 	  
15:30 23.01.2019 	 0,74 	 0,86 	 5 	 6 	 184 	 1002 	 -4,3 	  
15:20 23.01.2019 	 0,8 	 0,92 	 5 	 6 	 188 	 1002 	 -4,5 	  
15:10 23.01.2019 	 0,86 	 0,99 	 5 	 6 	 190 	 1002 	 -3,9 	  
15:00 23.01.2019 	 0,91 	 1,06 	 4 	 5 	 188 	 1002 	 -3,6 	  
14:50 23.01.2019 	 0,96 	 1,1 	 3 	 5 	 189 	 1002 	 -3,1 	  
14:40 23.01.2019 	 1,01 	 1,17 	 1 	 2 	 180 	 1002 	 -2,7 	  
14:30 23.01.2019 	 1,06 	 1,22 	 1 	 3 	 176 	 1002 	 -3 	  
14:20 23.01.2019 	 1,11 	 1,28 	 3 	 5 	 185 	 1001 	 -3,2 	  
14:10 23.01.2019 	 1,15 	 1,34 	 4 	 5 	 182 	 1001 	 -4 	  
14:00 23.01.2019 	 1,19 	 1,37 	 4 	 5 	 181 	 1001 	 -4 	  
13:50 23.01.2019 	 1,22 	 1,4 	 1 	 4 	 261 	 1001 	 -3,4 	  
13:40 23.01.2019 	 1,26 	 1,45 	 1 	 2 	 97 	 1001 	 -3,7 	  
13:30 23.01.2019 	 1,28 	 1,49 	 2 	 4 	 165 	 1001 	 -3,2 	  
13:20 23.01.2019 	 1,31 	 1,51 	 2 	 5 	 234 	 1001 	 -3,8 	  
13:10 23.01.2019 	 1,33 	 1,54 	 1 	 2 	 113 	 1001 	 -3,9 	  
13:00 23.01.2019 	 1,35 	 1,58 	 2 	 2 	 64 	 1001 	 -5,1 	  
12:50 23.01.2019 	 1,36 	 1,6 	 1 	 4 	 106 	 1001 	 -4,9 	  
12:40 23.01.2019 	 1,37 	 1,6 	 1 	 1 	 138 	 1001 	 -4,5 	  
12:30 23.01.2019 	 1,38 	 1,59 	 1 	 1 	 47 	 1000 	 -5,1 	  
12:20 23.01.2019 	 1,38 	 1,58 	 2 	 2 	 63 	 1000 	 -4,8 	  
12:10 23.01.2019 	 1,37 	 1,6 	 1 	 2 	 55 	 1000 	 -4,8 	  
12:00 23.01.2019 	 1,36 	 1,6 	 1 	 2 	 127 	 1000 	 -4,5 	  
11:50 23.01.2019 	 1,35 	 1,58 	 1 	 1 	 92 	 1000 	 -4,4 	  
11:40 23.01.2019 	 1,33 	 1,56 	 1 	 2 	 127 	 1000 	 -4,1 	  
11:30 23.01.2019 	 1,31 	 1,54 	 4 	 6 	 168 	 1000 	 -3,7 	  
11:20 23.01.2019 	 1,29 	 1,52 	 2 	 3 	 153 	 1000 	 -3,9 	  
11:10 23.01.2019 	 1,26 	 1,51 	 2 	 6 	 156 	 1000 	 -4,3 	  
11:00 23.01.2019 	 1,22 	 1,48 	 4 	 6 	 178 	 1000 	 -4,5 	  
10:50 23.01.2019 	 1,19 	 1,44 	 4 	 7 	 177 	 999 	 -4,3 	  
10:40 23.01.2019 	 1,15 	 1,39 	 5 	 7 	 183 	 999 	 -4,5 	  
10:30 23.01.2019 	 1,1 	 1,35 	 5 	 5 	 183 	 999 	 -4,9 	  
10:20 23.01.2019 	 1,06 	 1,31 	 5 	 7 	 187 	 999 	 -5 	  
10:10 23.01.2019 	 1,01 	 1,28 	 5 	 7 	 186 	 999 	 -4,5 	  
10:00 23.01.2019 	 0,95 	 1,24 	 3 	 6 	 182 	 999 	 -4,1 	  
09:50 23.01.2019 	 0,9 	 1,18 	 1 	 3 	 172 	 999 	 -3,4 	  
09:40 23.01.2019 	 0,85 	 1,13 	 2 	 3 	 164 	 999 	 -3,5 	  
09:30 23.01.2019 	 0,79 	 1,06 	 1 	 2 	 169 	 999 	 -3,6 	  
09:20 23.01.2019 	 0,74 	 1,03 	 2 	 3 	 156 	 999 	 -3,5 	  
09:10 23.01.2019 	 0,68 	 0,99 	 2 	 3 	 176 	 998 	 -3,2 	  
09:00 23.01.2019 	 0,62 	 0,92 	 2 	 3 	 145 	 998 	 -3,2 	  
08:50 23.01.2019 	 0,56 	 0,86 	 3 	 5 	 104 	 998 	 -3,3 	  
08:40 23.01.2019 	 0,51 	 0,82 	 3 	 4 	 101 	 998 	 -3,5 	  
08:30 23.01.2019 	 0,45 	 0,75 	 3 	 4 	 98 	 998 	 -3,4 	  
08:20 23.01.2019 	 0,4 	 0,68 	 3 	 5 	 99 	 998 	 -3,5 	  
08:10 23.01.2019 	 0,35 	 0,64 	 4 	 6 	 100 	 998 	 -3,4 	  
08:00 23.01.2019 	 0,3 	 0,61 	 3 	 4 	 97 	 997 	 -4,1 	  
07:50 23.01.2019 	 0,26 	 0,57 	 3 	 4 	 110 	 997 	 -3,4 	  
07:40 23.01.2019 	 0,22 	 0,49 	 3 	 5 	 112 	 997 	 -2,8 	  
07:30 23.01.2019 	 0,18 	 0,42 	 3 	 4 	 120 	 997 	 -2,7 	  
07:20 23.01.2019 	 0,14 	 0,39 	 2 	 3 	 103 	 997 	 -2,8 	  
07:10 23.01.2019 	 0,11 	 0,38 	 4 	 6 	 121 	 997 	 -2,2 	  
07:00 23.01.2019 	 0,08 	 0,35 	 4 	 5 	 137 	 997 	 -2,6 	  
06:50 23.01.2019 	 0,06 	 0,32 	 5 	 6 	 143 	 996 	 -2,9 	  
06:40 23.01.2019 	 0,05 	 0,31 	 7 	 8 	 158 	 996 	 -3,3 	  
06:30 23.01.2019 	 0,03 	 0,3 	 6 	 7 	 168 	 996 	 -3,8 	  
06:20 23.01.2019 	 0,03 	 0,27 	 6 	 7 	 179 	 996 	 -4,2 	  
06:10 23.01.2019 	 0,02 	 0,27 	 5 	 7 	 184 	 996 	 -3,8 	  
06:00 23.01.2019 	 0,03 	 0,28 	 4 	 6 	 180 	 996 	 -3,4 	  
05:50 23.01.2019 	 0,04 	 0,28 	 3 	 4 	 170 	 996 	 -2,8 	  
05:40 23.01.2019 	 0,05 	 0,31 	 4 	 5 	 174 	 996 	 -3 	  
05:30 23.01.2019 	 0,07 	 0,32 	 4 	 5 	 182 	 995 	 -2,9 	  
05:20 23.01.2019 	 0,09 	 0,35 	 2 	 4 	 155 	 995 	 -2,9 	  
05:10 23.01.2019 	 0,11 	 0,37 	 2 	 3 	 133 	 995 	 -2,5 	  
05:00 23.01.2019 	 0,15 	 0,41 	 2 	 3 	 108 	 995 	 -2,4 	  
04:50 23.01.2019 	 0,18 	 0,45 	 3 	 4 	 93 	 995 	 -2,5 	  
04:40 23.01.2019 	 0,22 	 0,48 	 3 	 5 	 96 	 995 	 -2,5 	  
04:30 23.01.2019 	 0,26 	 0,53 	 4 	 6 	 91 	 995 	 -2,3 	  
04:20 23.01.2019 	 0,31 	 0,57 	 4 	 6 	 95 	 995 	 -2,1 	  
04:10 23.01.2019 	 0,35 	 0,63 	 3 	 5 	 92 	 995 	 -1,9 	  
04:00 23.01.2019 	 0,4 	 0,7 	 3 	 4 	 109 	 995 	 -1,8 	  
03:50 23.01.2019 	 0,45 	 0,76 	 4 	 6 	 139 	 995 	 -1,8 	  
03:40 23.01.2019 	 0,5 	 0,83 	 5 	 7 	 148 	 995 	 -1,7 	  
03:30 23.01.2019 	 0,56 	 0,88 	 5 	 6 	 149 	 995 	 -1,8 	  
03:20 23.01.2019 	 0,61 	 0,97 	 5 	 6 	 152 	 994 	 -1,8 	  
03:10 23.01.2019 	 0,66 	 1,01 	 4 	 6 	 137 	 995 	 -1,8 	  
03:00 23.01.2019 	 0,71 	 1,07 	 2 	 4 	 129 	 994 	 -2,1 	  
02:50 23.01.2019 	 0,76 	 1,14 	 3 	 4 	 132 	 994 	 -2,2 	  
02:40 23.01.2019 	 0,81 	 1,21 	 3 	 5 	 139 	 994 	 -2,2 	  
02:30 23.01.2019 	 0,86 	 1,25 	 4 	 5 	 144 	 994 	 -2,2 	  
02:20 23.01.2019 	 0,91 	 1,28 	 4 	 6 	 150 	 994 	 -2,3 	  
02:10 23.01.2019 	 0,95 	 1,32 	 5 	 6 	 156 	 994 	 -2,2 	  
02:00 23.01.2019 	 1 	 1,36 	 5 	 6 	 164 	 994 	 -2,2 	  
01:50 23.01.2019 	 1,04 	 1,41 	 4 	 5 	 158 	 994 	 -2 	  
01:40 23.01.2019 	 1,07 	 1,42 	 3 	 4 	 146 	 994 	 -1,6 	  
01:30 23.01.2019 	 1,1 	 1,46 	 2 	 3 	 144 	 994 	 -1,7 	  
01:20 23.01.2019 	 1,14 	 1,51 	 3 	 5 	 149 	 994 	 -1,6 	  
01:10 23.01.2019 	 1,16 	 1,53 	 5 	 6 	 144 	 994 	 -1,9 	  
01:00 23.01.2019 	 1,19 	 1,54 	 5 	 6 	 152 	 994 	 -1,8 	  
00:50 23.01.2019 	 1,21 	 1,56 	 5 	 6 	 157 	 994 	 -1,9 	  
00:40 23.01.2019 	 1,22 	 1,58 	 5 	 5 	 165 	 994 	 -1,9 	  
00:30 23.01.2019 	 1,24 	 1,59 	 5 	 5 	 168 	 994 	 -1,9 	  
00:20 23.01.2019 	 1,25 	 1,59 	 5 	 6 	 173 	 993 	 -1,9 	  
00:10 23.01.2019 	 1,25 	 1,61 	 4 	 5 	 171 	 993 	 -1,9 	  
00:00 23.01.2019 	 1,25 	 1,59 	 1 	 3 	 150 	 993 	 -1,8 	  
23:50 22.01.2019 	 1,25 	 1,54 	 0 	 1 	 137 	 993 	 -2,3 	  
23:40 22.01.2019 	 1,24 	 1,52 	 1 	 1 	 90 	 993 	 -2,4 	  
23:30 22.01.2019 	 1,22 	 1,48 	 1 	 1 	 113 	 993 	 -2,5 	  
23:20 22.01.2019 	 1,21 	 1,48 	 1 	 1 	 97 	 993 	 -2,5 	  
23:10 22.01.2019 	 1,19 	 1,45 	 1 	 1 	 96 	 993 	 -2,5 	  
23:00 22.01.2019 	 1,17 	 1,4 	 1 	 1 	 100 	 993 	 -2,4 	  
22:50 22.01.2019 	 1,14 	 1,36 	 1 	 1 	 84 	 993 	 -2,5 	  
22:40 22.01.2019 	 1,11 	 1,3 	 1 	 3 	 125 	 993 	 -2,4 	  
22:30 22.01.2019 	 1,07 	 1,26 	 3 	 4 	 151 	 993 	 -2,2 	  
22:20 22.01.2019 	 1,04 	 1,24 	 4 	 5 	 154 	 993 	 -2,3 	  
22:10 22.01.2019 	 1 	 1,18 	 4 	 5 	 165 	 993 	 -2,2 	  
22:00 22.01.2019 	 0,95 	 1,13 	 4 	 5 	 168 	 993 	 -2,5 	  
21:50 22.01.2019 	 0,91 	 1,08 	 4 	 5 	 169 	 992 	 -2,6 	  
21:40 22.01.2019 	 0,86 	 1,04 	 4 	 5 	 177 	 992 	 -2,5 	  
21:30 22.01.2019 	 0,81 	 0,99 	 4 	 5 	 180 	 992 	 -2,5 	  
21:20 22.01.2019 	 0,76 	 0,93 	 3 	 4 	 175 	 992 	 -2,3 	  
21:10 22.01.2019 	 0,71 	 0,84 	 2 	 3 	 168 	 992 	 -2,3 	  
21:00 22.01.2019 	 0,66 	 0,81 	 2 	 3 	 177 	 992 	 -2,5 	  
20:50 22.01.2019 	 0,61 	 0,74 	 1 	 2 	 207 	 992 	 -2,6 	  
20:40 22.01.2019 	 0,55 	 0,66 	 1 	 1 	 192 	 992 	 -3 	  
20:30 22.01.2019 	 0,5 	 0,62 	 0 	 1 	 84 	 992 	 -3 	  
20:20 22.01.2019 	 0,45 	 0,58 	 1 	 1 	 327 	 992 	 -3,1 	  
20:10 22.01.2019 	 0,4 	 0,55 	 1 	 1 	 67 	 992 	 -3 	  
20:00 22.01.2019 	 0,35 	 0,49 	 1 	 1 	 73 	 992 	 -3 	  
19:50 22.01.2019 	 0,31 	 0,4 	 1 	 2 	 105 	 992 	 -2,9 	  
19:40 22.01.2019 	 0,26 	 0,35 	 2 	 3 	 163 	 992 	 -2,8 	  
19:30 22.01.2019 	 0,22 	 0,32 	 2 	 3 	 165 	 992 	 -2,7 	  
19:20 22.01.2019 	 0,19 	 0,28 	 3 	 4 	 165 	 991 	 -3 	  
19:10 22.01.2019 	 0,15 	 0,24 	 3 	 4 	 173 	 991 	 -2,9 	  
19:00 22.01.2019 	 0,12 	 0,21 	 3 	 4 	 176 	 991 	 -2,8 	  
18:50 22.01.2019 	 0,09 	 0,18 	 2 	 3 	 171 	 991 	 -2,6 	  
18:40 22.01.2019 	 0,07 	 0,18 	 2 	 3 	 172 	 991 	 -2,5 	  
18:30 22.01.2019 	 0,05 	 0,15 	 2 	 3 	 181 	 991 	 -2,6 	  
18:20 22.01.2019 	 0,04 	 0,12 	 2 	 3 	 190 	 991 	 -2,8 	  
18:10 22.01.2019 	 0,03 	 0,13 	 1 	 2 	 197 	 991 	 -2,8 	  
18:00 22.01.2019 	 0,03 	 0,13 	 1 	 1 	 206 	 991 	 -2,8 	  
17:50 22.01.2019 	 0,03 	 0,11 	 1 	 2 	 250 	 991 	 -2,8 	  
17:40 22.01.2019 	 0,04 	 0,09 	 1 	 1 	 211 	 991 	 -3 	  
17:30 22.01.2019 	 0,05 	 0,07 	 1 	 1 	 214 	 991 	 -3 	  
17:20 22.01.2019 	 0,07 	 0,11 	 1 	 1 	 318 	 991 	 -3,2 	  
17:10 22.01.2019 	 0,09 	 0,17 	 1 	 1 	 34 	 991 	 -3,3 	  
17:00 22.01.2019 	 0,11 	 0,18 	 1 	 1 	 33 	 990 	 -3,4 	  
16:50 22.01.2019 	 0,14 	 0,2 	 1 	 2 	 121 	 990 	 -3,2 	  
16:40 22.01.2019 	 0,18 	 0,28 	 2 	 3 	 137 	 990 	 -3,3 	  
16:30 22.01.2019 	 0,21 	 0,36 	 2 	 3 	 158 	 990 	 -3,5 	  
16:20 22.01.2019 	 0,26 	 0,4 	 3 	 4 	 170 	 990 	 -3,7 	  
16:10 22.01.2019 	 0,3 	 0,44 	 4 	 4 	 185 	 990 	 -3,6 	  
16:00 22.01.2019 	 0,35 	 0,51 	 3 	 4 	 203 	 990 	 -2,9 	  
15:50 22.01.2019 	 0,4 	 0,55 	 2 	 3 	 204 	 990 	 -3,1 	  
15:40 22.01.2019 	 0,45 	 0,6 	 2 	 3 	 214 	 990 	 -2,8 	  
15:30 22.01.2019 	 0,5 	 0,67 	 2 	 4 	 286 	 990 	 -2,9 	  
15:20 22.01.2019 	 0,56 	 0,74 	 2 	 4 	 341 	 990 	 -2,4 	  
15:10 22.01.2019 	 0,61 	 0,81 	 2 	 3 	 7 	 990 	 -2,2 	  
15:00 22.01.2019 	 0,67 	 0,87 	 1 	 3 	 23 	 990 	 -2,2 	  
14:50 22.01.2019 	 0,72 	 0,97 	 2 	 3 	 13 	 990 	 -2,1 	  
14:40 22.01.2019 	 0,78 	 1,03 	 3 	 4 	 27 	 990 	 -1,9 	  
14:30 22.01.2019 	 0,83 	 1,1 	 1 	 2 	 5 	 990 	 -1,8 	  
14:20 22.01.2019 	 0,89 	 1,15 	 1 	 2 	 29 	 989 	 -1,9 	  
14:10 22.01.2019 	 0,94 	 1,18 	 1 	 1 	 333 	 989 	 -2,4 	  
14:00 22.01.2019 	 0,98 	 1,26 	 1 	 1 	 54 	 989 	 -2,6 	  
13:50 22.01.2019 	 1,03 	 1,32 	 1 	 2 	 45 	 989 	 -2,7 	  
13:40 22.01.2019 	 1,08 	 1,37 	 1 	 2 	 53 	 989 	 -2,7 	  
13:30 22.01.2019 	 1,12 	 1,44 	 1 	 1 	 18 	 989 	 -2,9 	  
13:20 22.01.2019 	 1,16 	 1,51 	 1 	 1 	 50 	 989 	 -3 	  
13:10 22.01.2019 	 1,2 	 1,55 	 1 	 1 	 104 	 989 	 -2,9 	  
13:00 22.01.2019 	 1,23 	 1,57 	 1 	 3 	 190 	 989 	 -2,7 	  
12:50 22.01.2019 	 1,26 	 1,63 	 1 	 2 	 192 	 989 	 -3,1 	  
12:40 22.01.2019 	 1,29 	 1,67 	 1 	 2 	 355 	 988 	 -3,7 	  
12:30 22.01.2019 	 1,31 	 1,7 	 1 	 2 	 42 	 988 	 -3,8 	  
12:20 22.01.2019 	 1,33 	 1,7 	 1 	 1 	 55 	 988 	 -3,8 	  
12:10 22.01.2019 	 1,34 	 1,73 	 1 	 1 	 65 	 988 	 -3,8 	  
12:00 22.01.2019 	 1,36 	 1,77 	 1 	 1 	 59 	 988 	 -4,3 	  
11:50 22.01.2019 	 1,36 	 1,81 	 1 	 2 	 42 	 988 	 -4,5 	  
11:40 22.01.2019 	 1,37 	 1,81 	 1 	 2 	 44 	 988 	 -4,5 	  
11:30 22.01.2019 	 1,36 	 1,8 	 1 	 1 	 77 	 988 	 -4,5 	  
11:20 22.01.2019 	 1,36 	 1,79 	 1 	 2 	 48 	 988 	 -4,6 	  
11:10 22.01.2019 	 1,35 	 1,78 	 2 	 2 	 45 	 988 	 -4,7 	  
11:00 22.01.2019 	 1,33 	 1,78 	 1 	 2 	 17 	 987 	 -4,7 	  
10:50 22.01.2019 	 1,31 	 1,73 	 1 	 1 	 207 	 987 	 -4,5 	  
10:40 22.01.2019 	 1,29 	 1,75 	 1 	 2 	 85 	 987 	 -4,8 	  
10:30 22.01.2019 	 1,26 	 1,71 	 1 	 2 	 48 	 987 	 -5 	  
10:20 22.01.2019 	 1,23 	 1,67 	 1 	 2 	 82 	 987 	 -3,8 	  
10:10 22.01.2019 	 1,2 	 1,64 	 1 	 2 	 68 	 987 	 -4,9 	  
10:00 22.01.2019 	 1,16 	 1,63 	 1 	 1 	 129 	 987 	 -4,1 	  
09:50 22.01.2019 	 1,12 	 1,58 	 1 	 2 	 132 	 987 	 -4,1 	  
09:40 22.01.2019 	 1,07 	 1,54 	 1 	 3 	 84 	 986 	 -3,9 	  
09:30 22.01.2019 	 1,03 	 1,48 	 2 	 3 	 175 	 986 	 -3,5 	  
09:20 22.01.2019 	 0,98 	 1,44 	 3 	 4 	 178 	 986 	 -3,4 	  
09:10 22.01.2019 	 0,93 	 1,4 	 1 	 3 	 319 	 986 	 -3,6 	  
09:00 22.01.2019 	 0,87 	 1,36 	 1 	 2 	 150 	 986 	 -3,3 	  
08:50 22.01.2019 	 0,82 	 1,31 	 2 	 4 	 150 	 986 	 -3 	  
08:40 22.01.2019 	 0,77 	 1,27 	 2 	 5 	 198 	 986 	 -2,9 	  
08:30 22.01.2019 	 0,71 	 1,19 	 1 	 3 	 136 	 985 	 -2,9 	  
08:20 22.01.2019 	 0,65 	 1,12 	 1 	 2 	 139 	 985 	 -3,1 	  
08:10 22.01.2019 	 0,6 	 1,07 	 1 	 2 	 111 	 985 	 -2,5 	  
08:00 22.01.2019 	 0,54 	 1,04 	 1 	 2 	 109 	 985 	 -2,9 	  
07:50 22.01.2019 	 0,49 	 0,98 	 3 	 4 	 117 	 985 	 -2,8 	  
07:40 22.01.2019 	 0,44 	 0,93 	 4 	 5 	 115 	 985 	 -2,8 	  
07:30 22.01.2019 	 0,39 	 0,88 	 3 	 6 	 116 	 985 	 -2,1 	  
07:20 22.01.2019 	 0,34 	 0,84 	 1 	 2 	 101 	 984 	 -3,1 	  
07:10 22.01.2019 	 0,29 	 0,8 	 2 	 3 	 132 	 984 	 -3 	  
07:00 22.01.2019 	 0,25 	 0,75 	 2 	 3 	 150 	 984 	 -2,3 	  
06:50 22.01.2019 	 0,21 	 0,74 	 3 	 3 	 141 	 984 	 -2,7 	  
06:40 22.01.2019 	 0,18 	 0,71 	 2 	 3 	 146 	 984 	 -2,3 	  
06:30 22.01.2019 	 0,14 	 0,67 	 1 	 2 	 146 	 983 	 -2 	  
06:20 22.01.2019 	 0,12 	 0,62 	 3 	 4 	 147 	 983 	 -2,3 	  
06:10 22.01.2019 	 0,09 	 0,57 	 4 	 5 	 105 	 983 	 -2,2 	  
06:00 22.01.2019 	 0,08 	 0,52 	 4 	 6 	 94 	 983 	 -2,8 	  
05:50 22.01.2019 	 0,06 	 0,51 	 4 	 6 	 89 	 983 	 -2,6 	  
05:40 22.01.2019 	 0,05 	 0,5 	 5 	 6 	 88 	 983 	 -2,4 	  
05:30 22.01.2019 	 0,05 	 0,5 	 5 	 7 	 95 	 983 	 -2,7 	  
05:20 22.01.2019 	 0,05 	 0,49 	 7 	 9 	 96 	 982 	 -3,1 	  
05:10 22.01.2019 	 0,05 	 0,48 	 6 	 8 	 99 	 982 	 -2,8 	  
05:00 22.01.2019 	 0,06 	 0,5 	 6 	 8 	 109 	 982 	 -2,2 	  
04:50 22.01.2019 	 0,08 	 0,52 	 6 	 8 	 121 	 982 	 -2,2 	  
04:40 22.01.2019 	 0,1 	 0,54 	 6 	 8 	 128 	 982 	 -1,2 	  
04:30 22.01.2019 	 0,12 	 0,55 	 7 	 9 	 130 	 981 	 -1,2 	  
04:20 22.01.2019 	 0,15 	 0,59 	 6 	 9 	 122 	 981 	 -1,7 	  
04:10 22.01.2019 	 0,18 	 0,63 	 6 	 7 	 98 	 981 	 -2,6 	  
04:00 22.01.2019 	 0,22 	 0,65 	 6 	 7 	 94 	 981 	 -2 	  
03:50 22.01.2019 	 0,26 	 0,68 	 5 	 7 	 109 	 981 	 -3,1 	  
03:40 22.01.2019 	 0,3 	 0,78 	 7 	 9 	 117 	 981 	 -1,3 	  
03:30 22.01.2019 	 0,34 	 0,82 	 6 	 8 	 124 	 981 	 -1,5 	  
03:20 22.01.2019 	 0,39 	 0,88 	 7 	 9 	 124 	 981 	 -1,4 	  
03:10 22.01.2019 	 0,44 	 0,96 	 6 	 8 	 120 	 980 	 -1,4 	  
03:00 22.01.2019 	 0,48 	 1,01 	 7 	 9 	 117 	 980 	 -1,1 	  
02:50 22.01.2019 	 0,53 	 1,06 	 5 	 7 	 121 	 980 	 -1,1 	  
02:40 22.01.2019 	 0,58 	 1,11 	 4 	 7 	 121 	 980 	 -0,8 	  
