 Timabil 	 Flodatafla (m)	Sjavarhaed (m)	Vindur (m/s)	Hvida (m/s)	Vindatt (deg)	Loftthrystingur (hpa)	Lofthiti (degC)	Sjavarhiti (degC)	Selta (PSU)	
21:40 24.01.2019 	 4,09 	 -3,75 	 1 	 2 	 308 	 994 	 0,2 	 -15 	 15,01 	  
21:30 24.01.2019 	 4,13 	 -3,75 	 2 	 4 	 299 	 994 	 -0 	 -15 	 15,01 	  
21:20 24.01.2019 	 4,15 	 -3,75 	 4 	 5 	 319 	 994 	 -1,4 	 -15 	 15,01 	  
21:10 24.01.2019 	 4,16 	 -3,75 	 3 	 4 	 321 	 994 	 -1,6 	 -15 	 15,01 	  
21:00 24.01.2019 	 4,16 	 -3,75 	 2 	 4 	 22 	 993 	 1,4 	 -15 	 15,01 	  
20:50 24.01.2019 	 4,14 	 -3,75 	 2 	 4 	 60 	 993 	 2,1 	 -15 	 15,01 	  
20:40 24.01.2019 	 4,12 	 -3,75 	 3 	 4 	 91 	 993 	 2,5 	 -15 	 15,01 	  
20:30 24.01.2019 	 4,08 	 -3,75 	 3 	 4 	 72 	 993 	 2,3 	 -15 	 15,01 	  
20:20 24.01.2019 	 4,02 	 -3,75 	 3 	 4 	 67 	 993 	 0,7 	 -15 	 15,01 	  
20:10 24.01.2019 	 3,96 	 -3,75 	 4 	 6 	 61 	 993 	 1 	 -15 	 15,01 	  
20:00 24.01.2019 	 3,88 	 -3,75 	 2 	 4 	 55 	 992 	 1,8 	 -15 	 15,01 	  
19:50 24.01.2019 	 3,79 	 -3,75 	 2 	 4 	 52 	 992 	 1,5 	 -15 	 15,01 	  
19:40 24.01.2019 	 3,69 	 -3,75 	 4 	 6 	 70 	 992 	 1,5 	 -15 	 15,01 	  
19:30 24.01.2019 	 3,58 	 -3,75 	 6 	 7 	 106 	 992 	 2,8 	 -15 	 15,01 	  
19:20 24.01.2019 	 3,46 	 -3,75 	 7 	 8 	 105 	 992 	 2,5 	 -15 	 15,01 	  
19:10 24.01.2019 	 3,33 	 -3,75 	 7 	 9 	 108 	 992 	 2,6 	 -15 	 15,01 	  
19:00 24.01.2019 	 3,2 	 -3,75 	 7 	 9 	 105 	 992 	 2,4 	 -15 	 15,01 	  
18:50 24.01.2019 	 3,05 	 -3,75 	 7 	 9 	 111 	 992 	 2,5 	 -15 	 15,01 	  
18:40 24.01.2019 	 2,9 	 -3,75 	 8 	 10 	 110 	 992 	 2,4 	 -15 	 15,01 	  
18:30 24.01.2019 	 2,75 	 -3,75 	 9 	 10 	 109 	 992 	 2,4 	 -15 	 15,01 	  
18:20 24.01.2019 	 2,59 	 -3,75 	 9 	 11 	 107 	 992 	 2,1 	 -15 	 15,01 	  
18:10 24.01.2019 	 2,42 	 -3,75 	 9 	 10 	 104 	 992 	 2 	 -15 	 15,01 	  
18:00 24.01.2019 	 2,26 	 -3,75 	 9 	 10 	 104 	 992 	 2 	 -15 	 15,01 	  
17:50 24.01.2019 	 2,09 	 -3,75 	 8 	 11 	 95 	 992 	 1,8 	 -15 	 15,01 	  
17:40 24.01.2019 	 1,93 	 -3,75 	 7 	 10 	 93 	 992 	 1,9 	 -15 	 15,01 	  
17:30 24.01.2019 	 1,76 	 -3,75 	 8 	 10 	 91 	 992 	 1,7 	 -15 	 15,01 	  
17:20 24.01.2019 	 1,6 	 -3,75 	 8 	 10 	 73 	 992 	 1,7 	 -15 	 15,01 	  
17:10 24.01.2019 	 1,44 	 -3,75 	 8 	 12 	 63 	 992 	 1,3 	 -15 	 15,01 	  
17:00 24.01.2019 	 1,29 	 -3,75 	 8 	 10 	 65 	 992 	 1,1 	 -15 	 15,01 	  
16:50 24.01.2019 	 1,14 	 -3,75 	 7 	 9 	 69 	 992 	 1,2 	 -15 	 15,01 	  
16:40 24.01.2019 	 1 	 -3,75 	 8 	 9 	 65 	 992 	 0,8 	 -15 	 15,01 	  
16:30 24.01.2019 	 0,87 	 -3,75 	 9 	 11 	 78 	 992 	 1,1 	 -15 	 15,01 	  
16:20 24.01.2019 	 0,75 	 -3,75 	 11 	 13 	 78 	 992 	 1,1 	 -15 	 15,01 	  
16:10 24.01.2019 	 0,64 	 -3,75 	 9 	 12 	 70 	 992 	 0,9 	 -15 	 15,01 	  
16:00 24.01.2019 	 0,54 	 -3,75 	 8 	 10 	 77 	 992 	 0,6 	 -15 	 15,01 	  
15:50 24.01.2019 	 0,46 	 -3,75 	 7 	 9 	 84 	 992 	 0,6 	 -15 	 15,01 	  
15:40 24.01.2019 	 0,38 	 -3,75 	 7 	 9 	 101 	 992 	 0,6 	 -15 	 15,01 	  
15:30 24.01.2019 	 0,33 	 -3,75 	 7 	 11 	 71 	 992 	 1,2 	 -15 	 15,01 	  
15:20 24.01.2019 	 0,28 	 -3,75 	 7 	 10 	 48 	 992 	 1,3 	 -15 	 15,01 	  
15:10 24.01.2019 	 0,25 	 -3,75 	 6 	 9 	 38 	 992 	 0,9 	 -15 	 15,01 	  
15:00 24.01.2019 	 0,24 	 -3,75 	 6 	 7 	 74 	 992 	 1,3 	 -15 	 15,01 	  
14:50 24.01.2019 	 0,24 	 -3,75 	 6 	 10 	 79 	 992 	 1,3 	 -15 	 15,01 	  
14:40 24.01.2019 	 0,26 	 -3,75 	 6 	 8 	 101 	 992 	 0,9 	 -15 	 15,01 	  
14:30 24.01.2019 	 0,3 	 -3,75 	 7 	 10 	 102 	 992 	 1 	 -15 	 15,01 	  
14:20 24.01.2019 	 0,35 	 -3,75 	 7 	 10 	 104 	 992 	 1,3 	 -15 	 15,01 	  
14:10 24.01.2019 	 0,41 	 -3,75 	 5 	 7 	 108 	 992 	 1,7 	 -15 	 15,01 	  
14:00 24.01.2019 	 0,49 	 -3,75 	 7 	 9 	 105 	 993 	 1,8 	 -15 	 15,01 	  
13:50 24.01.2019 	 0,59 	 -3,75 	 7 	 8 	 107 	 993 	 1,8 	 -15 	 15,01 	  
13:40 24.01.2019 	 0,69 	 -3,75 	 6 	 8 	 104 	 993 	 1,8 	 -15 	 15,01 	  
13:30 24.01.2019 	 0,81 	 -3,75 	 7 	 9 	 101 	 993 	 1,8 	 -15 	 15,01 	  
13:20 24.01.2019 	 0,95 	 -3,75 	 5 	 8 	 87 	 993 	 1,3 	 -15 	 15,01 	  
13:10 24.01.2019 	 1,09 	 -3,75 	 7 	 10 	 93 	 993 	 1,3 	 -15 	 15,01 	  
13:00 24.01.2019 	 1,24 	 -3,75 	 7 	 10 	 91 	 994 	 1 	 -15 	 15,01 	  
12:50 24.01.2019 	 1,4 	 -3,75 	 7 	 10 	 97 	 994 	 0,8 	 -15 	 15,01 	  
12:40 24.01.2019 	 1,57 	 -3,75 	 7 	 9 	 97 	 994 	 1,3 	 -15 	 15,01 	  
12:30 24.01.2019 	 1,74 	 -3,75 	 5 	 9 	 92 	 994 	 1,5 	 -15 	 15,01 	  
12:20 24.01.2019 	 1,92 	 -3,75 	 5 	 6 	 94 	 994 	 1,2 	 -15 	 15,01 	  
12:10 24.01.2019 	 2,1 	 -3,75 	 4 	 6 	 92 	 995 	 1,2 	 -15 	 15,01 	  
12:00 24.01.2019 	 2,28 	 -3,75 	 5 	 6 	 91 	 995 	 1 	 -15 	 15,01 	  
11:50 24.01.2019 	 2,47 	 -3,75 	 6 	 7 	 77 	 995 	 0,8 	 -15 	 15,01 	  
11:40 24.01.2019 	 2,65 	 -3,75 	 5 	 6 	 68 	 995 	 0,8 	 -15 	 15,01 	  
11:30 24.01.2019 	 2,83 	 -3,75 	 4 	 5 	 72 	 995 	 0,6 	 -15 	 15,01 	  
11:20 24.01.2019 	 3,01 	 -3,75 	 3 	 4 	 88 	 995 	 0,2 	 -15 	 15,01 	  
11:10 24.01.2019 	 3,18 	 -3,75 	 2 	 4 	 98 	 996 	 -0,1 	 -15 	 15,01 	  
11:00 24.01.2019 	 3,34 	 -3,75 	 3 	 4 	 98 	 996 	 -0,3 	 -15 	 15,01 	  
10:50 24.01.2019 	 3,5 	 -3,75 	 4 	 5 	 101 	 996 	 -0,4 	 -15 	 15,01 	  
10:40 24.01.2019 	 3,66 	 -3,75 	 4 	 6 	 101 	 996 	 -0,3 	 -15 	 15,01 	  
10:30 24.01.2019 	 3,8 	 -3,75 	 5 	 6 	 97 	 996 	 -0,2 	 -15 	 15,01 	  
10:20 24.01.2019 	 3,93 	 -3,75 	 4 	 6 	 94 	 997 	 -0,3 	 -15 	 15,01 	  
10:10 24.01.2019 	 4,06 	 -3,75 	 5 	 6 	 97 	 997 	 -0,3 	 -15 	 15,01 	  
10:00 24.01.2019 	 4,17 	 -3,75 	 5 	 6 	 97 	 997 	 -0,3 	 -15 	 15,02 	  
09:50 24.01.2019 	 4,27 	 -3,75 	 5 	 7 	 98 	 997 	 -0,3 	 -15 	 15,01 	  
09:40 24.01.2019 	 4,36 	 -3,75 	 6 	 7 	 99 	 997 	 -0,6 	 -15 	 15,02 	  
09:30 24.01.2019 	 4,43 	 -3,75 	 7 	 8 	 105 	 997 	 -0,6 	 -15 	 15,01 	  
09:20 24.01.2019 	 4,49 	 -3,75 	 7 	 8 	 105 	 997 	 -0,4 	 -15 	 15,02 	  
09:10 24.01.2019 	 4,54 	 -3,75 	 6 	 7 	 96 	 998 	 -0,6 	 -15 	 15,02 	  
09:00 24.01.2019 	 4,58 	 -3,75 	 7 	 9 	 100 	 998 	 -0,3 	 -15 	 15,02 	  
08:50 24.01.2019 	 4,6 	 -3,75 	 7 	 9 	 95 	 998 	 -0,2 	 -15 	 15,02 	  
08:40 24.01.2019 	 4,6 	 -3,75 	 7 	 8 	 102 	 998 	 0 	 -15 	 15,02 	  
08:30 24.01.2019 	 4,6 	 -3,75 	 7 	 8 	 104 	 998 	 -0,1 	 -15 	 15,02 	  
08:20 24.01.2019 	 4,58 	 -3,75 	 6 	 7 	 99 	 998 	 -0,2 	 -15 	 15,02 	  
08:10 24.01.2019 	 4,54 	 -3,75 	 7 	 9 	 109 	 998 	 -0,1 	 -15 	 15,02 	  
08:00 24.01.2019 	 4,49 	 -3,75 	 9 	 10 	 111 	 998 	 -0,1 	 -15 	 15,02 	  
07:50 24.01.2019 	 4,43 	 -3,75 	 8 	 10 	 106 	 998 	 0,1 	 -15 	 15,02 	  
07:40 24.01.2019 	 4,35 	 -3,75 	 6 	 8 	 100 	 998 	 0,6 	 -15 	 15,02 	  
07:30 24.01.2019 	 4,26 	 -3,75 	 6 	 7 	 104 	 998 	 0,9 	 -15 	 15,02 	  
07:20 24.01.2019 	 4,16 	 -3,75 	 5 	 7 	 100 	 999 	 1,1 	 -15 	 15,02 	  
07:10 24.01.2019 	 4,04 	 -3,75 	 4 	 5 	 101 	 999 	 1,2 	 -15 	 15,02 	  
07:00 24.01.2019 	 3,92 	 -3,75 	 5 	 6 	 112 	 999 	 1,1 	 -15 	 15,02 	  
06:50 24.01.2019 	 3,78 	 -3,75 	 6 	 8 	 112 	 999 	 0,8 	 -15 	 15,02 	  
06:40 24.01.2019 	 3,64 	 -3,75 	 6 	 8 	 112 	 999 	 0,9 	 -15 	 15,02 	  
06:30 24.01.2019 	 3,48 	 -3,75 	 6 	 7 	 110 	 999 	 0,7 	 -15 	 15,02 	  
06:20 24.01.2019 	 3,32 	 -3,75 	 6 	 7 	 109 	 999 	 0,5 	 -15 	 15,02 	  
06:10 24.01.2019 	 3,15 	 -3,75 	 5 	 8 	 105 	 999 	 0,7 	 -15 	 15,02 	  
06:00 24.01.2019 	 2,97 	 -3,75 	 5 	 6 	 93 	 999 	 0,5 	 -15 	 15,02 	  
05:50 24.01.2019 	 2,8 	 -3,75 	 5 	 7 	 92 	 999 	 0,6 	 -15 	 15,02 	  
05:40 24.01.2019 	 2,61 	 -3,75 	 5 	 7 	 89 	 999 	 0,3 	 -15 	 15,02 	  
05:30 24.01.2019 	 2,43 	 -3,75 	 5 	 6 	 90 	 999 	 0,1 	 -15 	 15,02 	  
05:20 24.01.2019 	 2,24 	 -3,75 	 6 	 8 	 90 	 999 	 0,1 	 -15 	 15,02 	  
05:10 24.01.2019 	 2,06 	 -3,75 	 6 	 7 	 90 	 999 	 -0 	 -15 	 15,02 	  
05:00 24.01.2019 	 1,88 	 -3,75 	 5 	 7 	 81 	 999 	 0 	 -15 	 15,02 	  
04:50 24.01.2019 	 1,7 	 -3,75 	 4 	 5 	 56 	 999 	 -0,7 	 -15 	 15,02 	  
04:40 24.01.2019 	 1,53 	 -3,75 	 5 	 7 	 55 	 999 	 -0,6 	 -15 	 15,02 	  
04:30 24.01.2019 	 1,36 	 -3,75 	 6 	 8 	 98 	 999 	 0,1 	 -15 	 15,02 	  
04:20 24.01.2019 	 1,2 	 -3,75 	 5 	 8 	 116 	 999 	 -0,3 	 -15 	 15,02 	  
04:10 24.01.2019 	 1,04 	 -3,75 	 5 	 6 	 115 	 999 	 -0,6 	 -15 	 15,02 	  
04:00 24.01.2019 	 0,9 	 -3,75 	 5 	 6 	 111 	 1000 	 -0,7 	 -15 	 15,02 	  
03:50 24.01.2019 	 0,77 	 -3,75 	 4 	 5 	 115 	 1000 	 -0,9 	 -15 	 15,02 	  
03:40 24.01.2019 	 0,65 	 -3,75 	 3 	 4 	 98 	 1000 	 -1,5 	 -15 	 15,02 	  
03:30 24.01.2019 	 0,54 	 -3,75 	 2 	 4 	 105 	 1000 	 -1,3 	 -15 	 15,02 	  
03:20 24.01.2019 	 0,45 	 -3,75 	 3 	 4 	 110 	 1000 	 -1,6 	 -15 	 15,02 	  
03:10 24.01.2019 	 0,37 	 -3,75 	 2 	 3 	 122 	 1000 	 -1,6 	 -15 	 15,02 	  
03:00 24.01.2019 	 0,31 	 -3,75 	 2 	 3 	 109 	 1000 	 -1,3 	 -15 	 15,02 	  
02:50 24.01.2019 	 0,26 	 -3,75 	 2 	 3 	 105 	 1000 	 -1,1 	 -15 	 15,02 	  
02:40 24.01.2019 	 0,23 	 -3,75 	 2 	 3 	 126 	 1000 	 -1,5 	 -15 	 15,02 	  
02:30 24.01.2019 	 0,21 	 -3,75 	 3 	 4 	 136 	 1000 	 -1,5 	 -15 	 15,02 	  
02:20 24.01.2019 	 0,22 	 -3,75 	 3 	 5 	 88 	 1000 	 -1,2 	 -15 	 15,02 	  
02:10 24.01.2019 	 0,23 	 -3,75 	 3 	 4 	 97 	 1000 	 -1,7 	 -15 	 15,02 	  
02:00 24.01.2019 	 0,27 	 -3,75 	 3 	 4 	 99 	 1001 	 -2,1 	 -15 	 15,02 	  
01:50 24.01.2019 	 0,32 	 -3,75 	 2 	 4 	 103 	 1001 	 -1,9 	 -15 	 15,02 	  
01:40 24.01.2019 	 0,38 	 -3,75 	 2 	 3 	 107 	 1001 	 -1,8 	 -15 	 15,02 	  
01:30 24.01.2019 	 0,46 	 -3,75 	 2 	 3 	 107 	 1001 	 -1,7 	 -15 	 15,02 	  
01:20 24.01.2019 	 0,56 	 -3,75 	 3 	 3 	 121 	 1001 	 -2 	 -15 	 15,02 	  
01:10 24.01.2019 	 0,66 	 -3,75 	 2 	 3 	 118 	 1001 	 -2 	 -15 	 15,01 	  
01:00 24.01.2019 	 0,78 	 -3,75 	 2 	 3 	 110 	 1001 	 -2 	 -15 	 15,01 	  
00:50 24.01.2019 	 0,91 	 -3,75 	 3 	 3 	 104 	 1001 	 -1,8 	 -15 	 15,01 	  
00:40 24.01.2019 	 1,06 	 -3,75 	 3 	 4 	 97 	 1001 	 -1,9 	 -15 	 15,01 	  
00:30 24.01.2019 	 1,21 	 -3,75 	 3 	 4 	 89 	 1002 	 -2 	 -15 	 15,01 	  
00:20 24.01.2019 	 1,36 	 -3,75 	 3 	 4 	 100 	 1002 	 -2,3 	 -15 	 15,01 	  
00:10 24.01.2019 	 1,53 	 -3,75 	 3 	 4 	 105 	 1002 	 -2,3 	 -15 	 15,01 	  
00:00 24.01.2019 	 1,7 	 -3,75 	 4 	 5 	 107 	 1002 	 -2,5 	 -15 	 15,01 	  
23:50 23.01.2019 	 1,87 	 -3,75 	 4 	 5 	 110 	 1002 	 -2,6 	 -15 	 15,01 	  
23:40 23.01.2019 	 2,04 	 -3,75 	 3 	 5 	 101 	 1002 	 -2,5 	 -15 	 15,01 	  
23:30 23.01.2019 	 2,22 	 -3,75 	 3 	 4 	 98 	 1002 	 -2,8 	 -15 	 15,01 	  
23:20 23.01.2019 	 2,39 	 -3,75 	 2 	 3 	 98 	 1002 	 -2,5 	 -15 	 15,01 	  
23:10 23.01.2019 	 2,56 	 -3,75 	 2 	 3 	 98 	 1002 	 -2,8 	 -15 	 15,01 	  
23:00 23.01.2019 	 2,73 	 -3,75 	 4 	 5 	 106 	 1003 	 -3,2 	 -15 	 15,01 	  
22:50 23.01.2019 	 2,9 	 -3,75 	 3 	 4 	 110 	 1002 	 -3,3 	 -15 	 15,01 	  
22:40 23.01.2019 	 3,05 	 -3,75 	 3 	 4 	 92 	 1002 	 -2,3 	 -15 	 15,01 	  
22:30 23.01.2019 	 3,21 	 -3,75 	 4 	 5 	 92 	 1003 	 -2,5 	 -15 	 15,01 	  
22:20 23.01.2019 	 3,35 	 -3,75 	 3 	 5 	 105 	 1003 	 -3,6 	 -15 	 15,01 	  
22:10 23.01.2019 	 3,49 	 -3,75 	 4 	 4 	 114 	 1003 	 -3,3 	 -15 	 15,01 	  
22:00 23.01.2019 	 3,62 	 -3,75 	 4 	 4 	 108 	 1003 	 -3,1 	 -15 	 15,01 	  
21:50 23.01.2019 	 3,73 	 -3,75 	 4 	 5 	 108 	 1003 	 -3,4 	 -15 	 15,01 	  
21:40 23.01.2019 	 3,84 	 -3,75 	 3 	 5 	 104 	 1003 	 -3,4 	 -15 	 15,01 	  
21:30 23.01.2019 	 3,94 	 -3,75 	 4 	 5 	 118 	 1003 	 -3,4 	 -15 	 15,01 	  
21:20 23.01.2019 	 4,02 	 -3,75 	 4 	 5 	 111 	 1003 	 -3 	 -15 	 15,01 	  
21:10 23.01.2019 	 4,09 	 -3,75 	 4 	 5 	 107 	 1003 	 -3,3 	 -15 	 15,01 	  
21:00 23.01.2019 	 4,15 	 -3,75 	 3 	 5 	 107 	 1003 	 -3,8 	 -15 	 15,01 	  
20:50 23.01.2019 	 4,2 	 -3,75 	 3 	 4 	 106 	 1003 	 -3,7 	 -15 	 15,01 	  
20:40 23.01.2019 	 4,23 	 -3,75 	 2 	 3 	 105 	 1003 	 -3,5 	 -15 	 15,01 	  
20:30 23.01.2019 	 4,25 	 -3,75 	 1 	 2 	 91 	 1003 	 -3,4 	 -15 	 15,01 	  
20:20 23.01.2019 	 4,26 	 -3,75 	 0 	 1 	 107 	 1003 	 -4,7 	 -15 	 15,01 	  
20:10 23.01.2019 	 4,25 	 -3,75 	 1 	 3 	 38 	 1003 	 -4,1 	 -15 	 15 	  
20:00 23.01.2019 	 4,23 	 -3,75 	 2 	 4 	 88 	 1003 	 -2,4 	 -15 	 15 	  
19:50 23.01.2019 	 4,2 	 -3,75 	 4 	 5 	 103 	 1003 	 -2,7 	 -15 	 15 	  
19:40 23.01.2019 	 4,15 	 -3,75 	 4 	 5 	 115 	 1003 	 -3,4 	 -15 	 15 	  
19:30 23.01.2019 	 4,09 	 -3,75 	 4 	 5 	 113 	 1003 	 -3 	 -15 	 15 	  
19:20 23.01.2019 	 4,02 	 -3,75 	 3 	 4 	 102 	 1003 	 -2,4 	 -15 	 15 	  
19:10 23.01.2019 	 3,93 	 -3,75 	 2 	 3 	 101 	 1003 	 -1,9 	 -15 	 15 	  
19:00 23.01.2019 	 3,83 	 -3,75 	 2 	 3 	 92 	 1003 	 -2,1 	 -15 	 15 	  
18:50 23.01.2019 	 3,72 	 -3,75 	 1 	 3 	 90 	 1003 	 -2,5 	 -15 	 15 	  
18:40 23.01.2019 	 3,6 	 -3,75 	 1 	 2 	 55 	 1003 	 -3,8 	 -15 	 15 	  
18:30 23.01.2019 	 3,47 	 -3,75 	 1 	 2 	 43 	 1003 	 -3,7 	 -15 	 15 	  
18:20 23.01.2019 	 3,34 	 -3,75 	 1 	 2 	 54 	 1003 	 -3,4 	 -15 	 15,01 	  
18:10 23.01.2019 	 3,19 	 -3,22 	 1 	 2 	 84 	 1003 	 -3,9 	 -14 	 15,39 	  
18:00 23.01.2019 	 3,03 	 -3,53 	 2 	 4 	 82 	 1003 	 -3,6 	 -14,6 	 15,23 	  
17:50 23.01.2019 	 2,87 	 -3,51 	 3 	 4 	 97 	 1003 	 -1,9 	 -14,6 	 15,23 	  
17:40 23.01.2019 	 2,71 	 -3,08 	 3 	 4 	 103 	 1003 	 -2 	 -13,8 	 15,5 	  
17:30 23.01.2019 	 2,54 	 -3,1 	 3 	 3 	 105 	 1003 	 -2 	 -13,7 	 15,57 	  
17:20 23.01.2019 	 2,36 	 -2,8 	 1 	 3 	 90 	 1003 	 -2,7 	 -13 	 15,82 	  
17:10 23.01.2019 	 2,19 	 -2,78 	 0 	 1 	 56 	 1003 	 -3,8 	 -13,1 	 15,74 	  
17:00 23.01.2019 	 2,01 	 -2,87 	 1 	 2 	 81 	 1003 	 -3,2 	 -13,3 	 15,73 	  
16:50 23.01.2019 	 1,84 	 -2,27 	 2 	 2 	 92 	 1003 	 -1,5 	 -12,4 	 16,05 	  
16:40 23.01.2019 	 1,67 	 -2,1 	 2 	 2 	 96 	 1002 	 -1,5 	 -12,3 	 16,13 	  
16:30 23.01.2019 	 1,5 	 1,17 	 1 	 2 	 103 	 1002 	 -1,4 	 -11,7 	 16,07 	  
16:20 23.01.2019 	 1,34 	 2,32 	 2 	 4 	 108 	 1002 	 -1,4 	 -10,7 	 16,68 	  
16:10 23.01.2019 	 1,18 	 3,47 	 3 	 4 	 108 	 1002 	 -1,4 	 -8 	 16,96 	  
16:00 23.01.2019 	 1,03 	 -3,76 	 4 	 4 	 106 	 1002 	 -1,6 	 -15 	 15,01 	  
15:50 23.01.2019 	 0,89 	 -3,76 	 4 	 4 	 105 	 1002 	 -1,4 	 -15 	 15,01 	  
15:40 23.01.2019 	 0,75 	 -3,76 	 4 	 5 	 105 	 1002 	 -1,5 	 -15 	 15,01 	  
15:30 23.01.2019 	 0,63 	 -3,75 	 3 	 4 	 107 	 1002 	 -1,4 	 -15 	 15,01 	  
15:20 23.01.2019 	 0,52 	 -3,75 	 3 	 4 	 111 	 1002 	 -1,5 	 -15 	 15,01 	  
15:10 23.01.2019 	 0,43 	 -3,75 	 3 	 4 	 110 	 1002 	 -1,5 	 -15 	 15,01 	  
15:00 23.01.2019 	 0,34 	 -3,75 	 3 	 4 	 110 	 1002 	 -1,5 	 -15 	 15,01 	  
14:50 23.01.2019 	 0,28 	 -3,75 	 3 	 4 	 112 	 1002 	 -1,4 	 -15 	 15,01 	  
14:40 23.01.2019 	 0,22 	 -3,75 	 4 	 5 	 113 	 1002 	 -1,5 	 -15 	 15,01 	  
14:30 23.01.2019 	 0,19 	 -3,75 	 4 	 5 	 111 	 1002 	 -1,5 	 -15 	 15,01 	  
14:20 23.01.2019 	 0,17 	 -3,75 	 4 	 5 	 110 	 1002 	 -1,6 	 -15 	 15,01 	  
14:10 23.01.2019 	 0,16 	 -3,75 	 4 	 5 	 109 	 1002 	 -1,6 	 -15 	 15,01 	  
14:00 23.01.2019 	 0,17 	 -3,75 	 5 	 5 	 107 	 1001 	 -1,7 	 -15 	 15,01 	  
13:50 23.01.2019 	 0,2 	 -3,75 	 4 	 5 	 110 	 1001 	 -1,3 	 -15 	 15,01 	  
13:40 23.01.2019 	 0,25 	 -3,75 	 3 	 4 	 115 	 1001 	 -1,2 	 -15 	 15,01 	  
13:30 23.01.2019 	 0,31 	 -3,75 	 4 	 5 	 114 	 1001 	 -1,4 	 -15 	 15,01 	  
13:20 23.01.2019 	 0,39 	 -3,75 	 5 	 6 	 112 	 1001 	 -1,3 	 -15 	 15,01 	  
13:10 23.01.2019 	 0,48 	 -3,75 	 6 	 7 	 110 	 1001 	 -1,6 	 -15 	 15,01 	  
13:00 23.01.2019 	 0,58 	 -3,75 	 5 	 6 	 111 	 1001 	 -1,6 	 -15 	 15,01 	  
12:50 23.01.2019 	 0,7 	 -3,75 	 5 	 6 	 111 	 1001 	 -1,7 	 -15 	 15,01 	  
12:40 23.01.2019 	 0,84 	 -3,75 	 5 	 6 	 111 	 1001 	 -1,7 	 -15 	 15 	  
12:30 23.01.2019 	 0,98 	 -3,75 	 6 	 7 	 110 	 1001 	 -1,7 	 -15 	 15 	  
12:20 23.01.2019 	 1,14 	 -3,75 	 6 	 8 	 109 	 1001 	 -1,7 	 -15 	 14,99 	  
12:10 23.01.2019 	 1,3 	 -3,75 	 6 	 7 	 108 	 1000 	 -1,9 	 -15 	 14,99 	  
12:00 23.01.2019 	 1,47 	 -3,75 	 6 	 9 	 107 	 1000 	 -1,8 	 -15 	 14,98 	  
11:50 23.01.2019 	 1,65 	 -3,75 	 8 	 9 	 108 	 1000 	 -1,8 	 -15 	 14,97 	  
11:40 23.01.2019 	 1,83 	 -3,75 	 8 	 10 	 109 	 1000 	 -1,9 	 -15 	 14,98 	  
11:30 23.01.2019 	 2,02 	 -3,75 	 8 	 9 	 110 	 1000 	 -1,9 	 -15 	 14,99 	  
11:20 23.01.2019 	 2,21 	 -3,75 	 7 	 9 	 112 	 1000 	 -1,9 	 -15 	 15 	  
11:10 23.01.2019 	 2,4 	 -3,75 	 8 	 9 	 113 	 999 	 -2 	 -15 	 15,01 	  
11:00 23.01.2019 	 2,58 	 -3,75 	 8 	 10 	 111 	 999 	 -2 	 -15 	 15,01 	  
10:50 23.01.2019 	 2,77 	 -3,75 	 8 	 10 	 110 	 999 	 -1,8 	 -15 	 15,01 	  
10:40 23.01.2019 	 2,96 	 -3,75 	 8 	 9 	 112 	 999 	 -1,6 	 -15 	 15,01 	  
10:30 23.01.2019 	 3,13 	 -3,75 	 8 	 10 	 111 	 999 	 -1,9 	 -15 	 15,01 	  
10:20 23.01.2019 	 3,31 	 -3,75 	 7 	 9 	 111 	 999 	 -1,7 	 -15 	 15,01 	  
10:10 23.01.2019 	 3,47 	 -3,75 	 7 	 10 	 110 	 999 	 -1,5 	 -15 	 15,01 	  
10:00 23.01.2019 	 3,63 	 -3,75 	 8 	 10 	 112 	 998 	 -1,6 	 -15 	 15,01 	  
09:50 23.01.2019 	 3,79 	 -3,75 	 7 	 9 	 113 	 999 	 -1,6 	 -15 	 15,01 	  
09:40 23.01.2019 	 3,93 	 -3,75 	 7 	 9 	 117 	 998 	 -1,8 	 -15 	 15,01 	  
09:30 23.01.2019 	 4,06 	 -3,75 	 7 	 9 	 114 	 998 	 -2 	 -15 	 15,01 	  
09:20 23.01.2019 	 4,18 	 -3,75 	 7 	 8 	 113 	 998 	 -2,1 	 -15 	 15 	  
09:10 23.01.2019 	 4,29 	 -3,75 	 7 	 9 	 113 	 998 	 -2,1 	 -15 	 15 	  
09:00 23.01.2019 	 4,38 	 -3,75 	 7 	 9 	 114 	 998 	 -2,1 	 -15 	 15 	  
08:50 23.01.2019 	 4,47 	 -3,75 	 7 	 9 	 119 	 998 	 -2 	 -15 	 15 	  
08:40 23.01.2019 	 4,54 	 -3,75 	 7 	 9 	 115 	 998 	 -1,8 	 -15 	 15 	  
08:30 23.01.2019 	 4,6 	 -3,75 	 6 	 8 	 113 	 998 	 -1,8 	 -15 	 15 	  
08:20 23.01.2019 	 4,64 	 -3,75 	 6 	 7 	 109 	 997 	 -1,6 	 -15 	 15 	  
08:10 23.01.2019 	 4,67 	 -3,75 	 6 	 8 	 109 	 997 	 -2 	 -15 	 15 	  
08:00 23.01.2019 	 4,69 	 -3,75 	 7 	 9 	 110 	 997 	 -2,2 	 -15 	 15 	  
07:50 23.01.2019 	 4,69 	 -3,75 	 6 	 8 	 119 	 997 	 -2,1 	 -15 	 15 	  
