 Timabil 	 Flodatafla (m)	Sjavarhaed (m)	Vindur (m/s)	Hvida (m/s)	Vindatt (deg)	Loftthrystingur (hpa)	Lofthiti (degC)	
23:30 23.01.2019 	 1,2 	 0,91 	 0 	 1 	 7 	 1003 	 -6,1 	  
23:20 23.01.2019 	 1,33 	 1 	 1 	 2 	 3 	 1002 	 -6,2 	  
23:10 23.01.2019 	 1,46 	 1,16 	 2 	 3 	 6 	 1003 	 -5,8 	  
23:00 23.01.2019 	 1,59 	 1,34 	 2 	 3 	 18 	 1002 	 -5,5 	  
22:50 23.01.2019 	 1,72 	 1,42 	 1 	 2 	 14 	 1003 	 -6,2 	  
22:40 23.01.2019 	 1,85 	 1,63 	 1 	 2 	 5 	 1003 	 -6,9 	  
22:30 23.01.2019 	 1,97 	 1,69 	 1 	 2 	 1 	 1003 	 -6,6 	  
22:20 23.01.2019 	 2,1 	 1,9 	 1 	 3 	 19 	 1002 	 -8,1 	  
22:10 23.01.2019 	 2,21 	 1,99 	 2 	 3 	 61 	 1003 	 -4 	  
22:00 23.01.2019 	 2,33 	 2,16 	 2 	 3 	 76 	 1003 	 -4,2 	  
21:50 23.01.2019 	 2,44 	 2,22 	 1 	 2 	 61 	 1003 	 -7 	  
21:40 23.01.2019 	 2,54 	 2,37 	 2 	 2 	 72 	 1003 	 -4,7 	  
21:30 23.01.2019 	 2,64 	 2,44 	 2 	 2 	 63 	 1003 	 -5 	  
21:20 23.01.2019 	 2,72 	 2,61 	 1 	 2 	 40 	 1003 	 -6 	  
21:10 23.01.2019 	 2,81 	 2,66 	 1 	 2 	 30 	 1003 	 -6,5 	  
21:00 23.01.2019 	 2,88 	 2,75 	 1 	 2 	 5 	 1003 	 -8 	  
20:50 23.01.2019 	 2,94 	 2,78 	 1 	 2 	 12 	 1003 	 -8,2 	  
20:40 23.01.2019 	 2,99 	 2,85 	 1 	 2 	 0 	 1004 	 -9,5 	  
20:30 23.01.2019 	 3,04 	 2,91 	 1 	 1 	 9 	 1003 	 -8,9 	  
20:20 23.01.2019 	 3,08 	 2,98 	 1 	 2 	 2 	 1004 	 -9,2 	  
20:10 23.01.2019 	 3,1 	 3,01 	 1 	 2 	 19 	 1004 	 -6,5 	  
20:00 23.01.2019 	 3,11 	 3,01 	 1 	 2 	 42 	 1004 	 -6 	  
19:50 23.01.2019 	 3,12 	 3,01 	 1 	 2 	 33 	 1004 	 -6,5 	  
19:40 23.01.2019 	 3,11 	 3,01 	 1 	 2 	 37 	 1004 	 -6,1 	  
19:30 23.01.2019 	 3,1 	 2,98 	 2 	 3 	 37 	 1004 	 -6,2 	  
19:20 23.01.2019 	 3,08 	 2,97 	 2 	 3 	 28 	 1003 	 -6 	  
19:10 23.01.2019 	 3,04 	 2,91 	 2 	 2 	 18 	 1003 	 -7,9 	  
19:00 23.01.2019 	 2,99 	 2,92 	 1 	 2 	 12 	 1004 	 -9,9 	  
18:50 23.01.2019 	 2,94 	 2,85 	 1 	 2 	 15 	 1004 	 -9,1 	  
18:40 23.01.2019 	 2,87 	 2,78 	 1 	 2 	 1 	 1004 	 -9,6 	  
18:30 23.01.2019 	 2,8 	 2,72 	 1 	 2 	 4 	 1004 	 -7,5 	  
18:20 23.01.2019 	 2,72 	 2,6 	 1 	 2 	 9 	 1003 	 -9 	  
18:10 23.01.2019 	 2,63 	 2,51 	 2 	 2 	 349 	 1003 	 -9,7 	  
18:00 23.01.2019 	 2,53 	 2,42 	 1 	 2 	 6 	 1004 	 -10,3 	  
17:50 23.01.2019 	 2,43 	 2,24 	 1 	 2 	 23 	 1004 	 -8,1 	  
17:40 23.01.2019 	 2,32 	 2,26 	 2 	 3 	 34 	 1003 	 -5,6 	  
17:30 23.01.2019 	 2,2 	 2,07 	 2 	 3 	 41 	 1003 	 -5,4 	  
17:20 23.01.2019 	 2,08 	 1,91 	 1 	 2 	 19 	 1003 	 -6,4 	  
17:10 23.01.2019 	 1,96 	 1,78 	 2 	 3 	 343 	 1003 	 -9 	  
17:00 23.01.2019 	 1,83 	 1,75 	 2 	 3 	 338 	 1003 	 -8,8 	  
16:50 23.01.2019 	 1,7 	 1,52 	 2 	 3 	 31 	 1003 	 -5,8 	  
16:40 23.01.2019 	 1,57 	 1,37 	 2 	 2 	 20 	 1003 	 -5,9 	  
16:30 23.01.2019 	 1,43 	 1,29 	 2 	 3 	 358 	 1003 	 -7,8 	  
16:20 23.01.2019 	 1,31 	 1,22 	 1 	 2 	 24 	 1003 	 -5,6 	  
16:10 23.01.2019 	 1,18 	 1,03 	 2 	 3 	 37 	 1003 	 -4,5 	  
16:00 23.01.2019 	 1,05 	 0,89 	 2 	 4 	 37 	 1003 	 -5 	  
15:50 23.01.2019 	 0,93 	 0,76 	 2 	 3 	 48 	 1003 	 -3,9 	  
15:40 23.01.2019 	 0,81 	 0,67 	 2 	 3 	 46 	 1002 	 -4,1 	  
15:30 23.01.2019 	 0,7 	 0,56 	 2 	 2 	 12 	 1003 	 -5,2 	  
15:20 23.01.2019 	 0,59 	 0,53 	 2 	 3 	 17 	 1002 	 -5,4 	  
15:10 23.01.2019 	 0,49 	 0,35 	 2 	 3 	 38 	 1002 	 -3,9 	  
15:00 23.01.2019 	 0,4 	 0,28 	 3 	 4 	 61 	 1002 	 -3,5 	  
14:50 23.01.2019 	 0,32 	 0,15 	 3 	 4 	 55 	 1002 	 -3 	  
14:40 23.01.2019 	 0,25 	 0,08 	 3 	 5 	 49 	 1002 	 -3,3 	  
14:30 23.01.2019 	 0,18 	 0 	 2 	 3 	 30 	 1002 	 -3,7 	  
14:20 23.01.2019 	 0,14 	 -0,05 	 1 	 2 	 15 	 1002 	 -3,9 	  
14:10 23.01.2019 	 0,09 	 -0,08 	 1 	 1 	 24 	 1002 	 -3,8 	  
14:00 23.01.2019 	 0,07 	 -0,06 	 1 	 2 	 40 	 1002 	 -3,8 	  
13:50 23.01.2019 	 0,05 	 -0,11 	 2 	 4 	 76 	 1002 	 -3,1 	  
13:40 23.01.2019 	 0,05 	 -0,07 	 3 	 4 	 66 	 1002 	 -2,9 	  
13:30 23.01.2019 	 0,05 	 -0,08 	 2 	 3 	 56 	 1002 	 -3,5 	  
13:20 23.01.2019 	 0,08 	 -0,12 	 2 	 3 	 22 	 1002 	 -3,9 	  
13:10 23.01.2019 	 0,11 	 -0,12 	 2 	 3 	 10 	 1002 	 -5 	  
13:00 23.01.2019 	 0,16 	 -0,09 	 2 	 3 	 12 	 1002 	 -4,9 	  
12:50 23.01.2019 	 0,22 	 -0,01 	 2 	 4 	 25 	 1001 	 -3,8 	  
12:40 23.01.2019 	 0,29 	 0,15 	 2 	 3 	 37 	 1001 	 -4,2 	  
12:30 23.01.2019 	 0,36 	 0,19 	 2 	 3 	 58 	 1001 	 -3,7 	  
12:20 23.01.2019 	 0,45 	 0,31 	 2 	 3 	 38 	 1001 	 -3,8 	  
12:10 23.01.2019 	 0,56 	 0,35 	 2 	 2 	 10 	 1001 	 -4,9 	  
12:00 23.01.2019 	 0,66 	 0,49 	 2 	 2 	 15 	 1001 	 -4,9 	  
11:50 23.01.2019 	 0,78 	 0,6 	 3 	 5 	 63 	 1001 	 -3 	  
11:40 23.01.2019 	 0,9 	 0,75 	 2 	 4 	 59 	 1001 	 -3 	  
11:30 23.01.2019 	 1,03 	 0,88 	 2 	 3 	 43 	 1001 	 -3,8 	  
11:20 23.01.2019 	 1,16 	 0,99 	 2 	 2 	 17 	 1001 	 -4,1 	  
11:10 23.01.2019 	 1,3 	 1,18 	 2 	 4 	 47 	 1000 	 -3,9 	  
11:00 23.01.2019 	 1,44 	 1,28 	 2 	 3 	 54 	 1000 	 -3,9 	  
10:50 23.01.2019 	 1,58 	 1,47 	 1 	 3 	 40 	 1000 	 -4,1 	  
10:40 23.01.2019 	 1,73 	 1,58 	 1 	 2 	 2 	 1000 	 -5,8 	  
10:30 23.01.2019 	 1,86 	 1,75 	 2 	 3 	 49 	 1000 	 -4 	  
10:20 23.01.2019 	 2 	 1,88 	 3 	 4 	 69 	 1000 	 -4,3 	  
10:10 23.01.2019 	 2,15 	 2,05 	 2 	 2 	 28 	 1000 	 -5 	  
10:00 23.01.2019 	 2,27 	 2,17 	 2 	 3 	 350 	 1000 	 -7,4 	  
09:50 23.01.2019 	 2,41 	 2,36 	 2 	 3 	 349 	 1000 	 -8,3 	  
09:40 23.01.2019 	 2,53 	 2,41 	 3 	 5 	 43 	 1000 	 -5,7 	  
09:30 23.01.2019 	 2,65 	 2,58 	 2 	 4 	 70 	 999 	 -3,9 	  
09:20 23.01.2019 	 2,77 	 2,73 	 2 	 2 	 22 	 999 	 -6,3 	  
09:10 23.01.2019 	 2,87 	 2,76 	 2 	 3 	 50 	 999 	 -4,1 	  
09:00 23.01.2019 	 2,97 	 2,91 	 2 	 3 	 70 	 999 	 -3,9 	  
08:50 23.01.2019 	 3,06 	 3,06 	 2 	 3 	 45 	 999 	 -4,1 	  
08:40 23.01.2019 	 3,14 	 3,18 	 2 	 2 	 15 	 999 	 -5,7 	  
08:30 23.01.2019 	 3,21 	 3,14 	 2 	 2 	 26 	 999 	 -4,7 	  
08:20 23.01.2019 	 3,28 	 3,23 	 2 	 3 	 2 	 999 	 -5,5 	  
08:10 23.01.2019 	 3,33 	 3,3 	 2 	 3 	 358 	 999 	 -6,5 	  
08:00 23.01.2019 	 3,38 	 3,37 	 2 	 3 	 9 	 999 	 -4,9 	  
07:50 23.01.2019 	 3,41 	 3,37 	 2 	 3 	 354 	 998 	 -7,8 	  
07:40 23.01.2019 	 3,43 	 3,47 	 1 	 2 	 4 	 998 	 -6,9 	  
07:30 23.01.2019 	 3,44 	 3,46 	 2 	 2 	 2 	 998 	 -9,5 	  
07:20 23.01.2019 	 3,44 	 3,53 	 2 	 3 	 3 	 998 	 -8,2 	  
07:10 23.01.2019 	 3,43 	 3,49 	 2 	 3 	 18 	 998 	 -6,6 	  
07:00 23.01.2019 	 3,41 	 3,47 	 2 	 2 	 12 	 998 	 -7,5 	  
06:50 23.01.2019 	 3,38 	 3,46 	 1 	 2 	 1 	 998 	 -9 	  
06:40 23.01.2019 	 3,33 	 3,38 	 2 	 2 	 3 	 998 	 -9,4 	  
06:30 23.01.2019 	 3,28 	 3,25 	 2 	 3 	 359 	 997 	 -9,9 	  
06:20 23.01.2019 	 3,22 	 3,15 	 2 	 3 	 14 	 997 	 -7,4 	  
06:10 23.01.2019 	 3,14 	 3,1 	 1 	 2 	 21 	 997 	 -7,3 	  
06:00 23.01.2019 	 3,06 	 3,03 	 2 	 2 	 11 	 997 	 -9,5 	  
05:50 23.01.2019 	 2,96 	 2,89 	 2 	 3 	 2 	 997 	 -10,2 	  
05:40 23.01.2019 	 2,87 	 2,86 	 2 	 4 	 29 	 997 	 -6,3 	  
05:30 23.01.2019 	 2,75 	 2,74 	 3 	 4 	 50 	 997 	 -5,1 	  
05:20 23.01.2019 	 2,64 	 2,68 	 3 	 3 	 59 	 997 	 -4,9 	  
05:10 23.01.2019 	 2,51 	 2,47 	 2 	 3 	 52 	 997 	 -5,1 	  
05:00 23.01.2019 	 2,39 	 2,35 	 2 	 3 	 56 	 997 	 -5,6 	  
04:50 23.01.2019 	 2,26 	 2,17 	 2 	 3 	 32 	 997 	 -6,2 	  
04:40 23.01.2019 	 2,12 	 2,06 	 2 	 3 	 13 	 997 	 -6,8 	  
04:30 23.01.2019 	 1,98 	 1,79 	 1 	 2 	 55 	 997 	 -6 	  
04:20 23.01.2019 	 1,84 	 1,65 	 1 	 1 	 6 	 997 	 -7,9 	  
04:10 23.01.2019 	 1,7 	 1,58 	 1 	 2 	 3 	 997 	 -8,1 	  
04:00 23.01.2019 	 1,55 	 1,43 	 1 	 3 	 40 	 997 	 -5,9 	  
03:50 23.01.2019 	 1,41 	 1,24 	 3 	 4 	 65 	 997 	 -5,2 	  
03:40 23.01.2019 	 1,28 	 1,16 	 5 	 6 	 74 	 997 	 -5 	  
03:30 23.01.2019 	 1,13 	 0,98 	 4 	 5 	 74 	 997 	 -5,4 	  
03:20 23.01.2019 	 1,01 	 0,93 	 3 	 4 	 58 	 996 	 -5,3 	  
03:10 23.01.2019 	 0,88 	 0,75 	 3 	 4 	 57 	 996 	 -5,8 	  
03:00 23.01.2019 	 0,76 	 0,55 	 2 	 3 	 52 	 996 	 -6,4 	  
02:50 23.01.2019 	 0,65 	 0,49 	 2 	 4 	 30 	 996 	 -7 	  
02:40 23.01.2019 	 0,54 	 0,38 	 3 	 5 	 48 	 996 	 -6,2 	  
02:30 23.01.2019 	 0,44 	 0,17 	 2 	 3 	 34 	 996 	 -6,7 	  
02:20 23.01.2019 	 0,35 	 0,18 	 3 	 4 	 46 	 996 	 -6,3 	  
02:10 23.01.2019 	 0,28 	 0,15 	 2 	 3 	 23 	 996 	 -6,6 	  
02:00 23.01.2019 	 0,21 	 0,05 	 2 	 4 	 24 	 996 	 -7,8 	  
01:50 23.01.2019 	 0,16 	 -0,06 	 3 	 5 	 59 	 996 	 -5,2 	  
01:40 23.01.2019 	 0,11 	 -0,14 	 3 	 4 	 78 	 996 	 -4,7 	  
01:30 23.01.2019 	 0,08 	 -0,08 	 3 	 5 	 89 	 996 	 -5 	  
01:20 23.01.2019 	 0,07 	 -0,16 	 3 	 4 	 73 	 996 	 -5,2 	  
01:10 23.01.2019 	 0,06 	 -0,17 	 3 	 4 	 63 	 996 	 -5,5 	  
01:00 23.01.2019 	 0,07 	 -0,17 	 3 	 4 	 66 	 996 	 -5,6 	  
00:50 23.01.2019 	 0,09 	 -0,19 	 2 	 3 	 38 	 996 	 -6,1 	  
00:40 23.01.2019 	 0,12 	 -0,16 	 1 	 3 	 18 	 996 	 -6,6 	  
00:30 23.01.2019 	 0,17 	 -0,09 	 3 	 4 	 28 	 996 	 -6,5 	  
00:20 23.01.2019 	 0,22 	 -0,1 	 4 	 5 	 60 	 996 	 -5 	  
00:10 23.01.2019 	 0,29 	 0,04 	 4 	 5 	 75 	 996 	 -5,7 	  
00:00 23.01.2019 	 0,37 	 -0,03 	 3 	 5 	 52 	 996 	 -6,1 	  
23:50 22.01.2019 	 0,45 	 0,21 	 2 	 3 	 5 	 996 	 -6,9 	  
23:40 22.01.2019 	 0,55 	 0,23 	 1 	 2 	 356 	 996 	 -9,4 	  
23:30 22.01.2019 	 0,65 	 0,32 	 2 	 3 	 40 	 996 	 -7,8 	  
23:20 22.01.2019 	 0,77 	 0,49 	 3 	 4 	 64 	 996 	 -5,8 	  
23:10 22.01.2019 	 0,88 	 0,45 	 3 	 4 	 58 	 996 	 -5,8 	  
23:00 22.01.2019 	 1,01 	 0,81 	 4 	 5 	 61 	 996 	 -5,9 	  
22:50 22.01.2019 	 1,13 	 0,91 	 5 	 6 	 61 	 996 	 -6,2 	  
22:40 22.01.2019 	 1,25 	 1,09 	 3 	 5 	 28 	 996 	 -6,4 	  
22:30 22.01.2019 	 1,39 	 1,18 	 2 	 4 	 50 	 996 	 -5,6 	  
22:20 22.01.2019 	 1,52 	 1,31 	 2 	 3 	 59 	 996 	 -6,5 	  
22:10 22.01.2019 	 1,65 	 1,45 	 2 	 4 	 29 	 996 	 -6,8 	  
22:00 22.01.2019 	 1,78 	 1,55 	 2 	 4 	 18 	 996 	 -7,6 	  
21:50 22.01.2019 	 1,91 	 1,74 	 3 	 4 	 39 	 995 	 -6,3 	  
21:40 22.01.2019 	 2,03 	 1,74 	 5 	 5 	 67 	 995 	 -5,6 	  
21:30 22.01.2019 	 2,15 	 1,95 	 5 	 6 	 69 	 995 	 -5,5 	  
21:20 22.01.2019 	 2,27 	 2,08 	 5 	 6 	 74 	 995 	 -5,2 	  
21:10 22.01.2019 	 2,39 	 2,22 	 5 	 6 	 76 	 995 	 -5,4 	  
21:00 22.01.2019 	 2,49 	 2,5 	 4 	 5 	 71 	 995 	 -5,8 	  
20:50 22.01.2019 	 2,59 	 2,4 	 2 	 4 	 43 	 995 	 -6 	  
20:40 22.01.2019 	 2,68 	 2,5 	 2 	 3 	 355 	 996 	 -7,7 	  
20:30 22.01.2019 	 2,76 	 2,66 	 2 	 2 	 6 	 995 	 -7,7 	  
20:20 22.01.2019 	 2,84 	 2,66 	 3 	 4 	 360 	 995 	 -7,7 	  
20:10 22.01.2019 	 2,91 	 2,7 	 3 	 5 	 30 	 995 	 -7,4 	  
20:00 22.01.2019 	 2,97 	 2,83 	 2 	 4 	 27 	 995 	 -6,5 	  
19:50 22.01.2019 	 3,02 	 2,9 	 2 	 5 	 35 	 995 	 -6 	  
19:40 22.01.2019 	 3,06 	 2,94 	 3 	 4 	 68 	 995 	 -4,5 	  
19:30 22.01.2019 	 3,09 	 3,07 	 2 	 3 	 86 	 995 	 -5,1 	  
19:20 22.01.2019 	 3,11 	 3,05 	 2 	 3 	 66 	 995 	 -5,5 	  
19:10 22.01.2019 	 3,12 	 3,03 	 1 	 2 	 36 	 995 	 -5,9 	  
19:00 22.01.2019 	 3,12 	 3,05 	 2 	 3 	 64 	 995 	 -5,2 	  
18:50 22.01.2019 	 3,11 	 2,99 	 3 	 4 	 68 	 995 	 -5,3 	  
18:40 22.01.2019 	 3,09 	 3,07 	 3 	 3 	 70 	 994 	 -5,9 	  
18:30 22.01.2019 	 3,06 	 3,02 	 3 	 5 	 53 	 994 	 -6,4 	  
18:20 22.01.2019 	 3,02 	 2,97 	 3 	 5 	 34 	 995 	 -6,6 	  
18:10 22.01.2019 	 2,97 	 2,84 	 4 	 5 	 61 	 995 	 -5,1 	  
18:00 22.01.2019 	 2,92 	 3,01 	 4 	 5 	 71 	 994 	 -5,2 	  
17:50 22.01.2019 	 2,84 	 2,78 	 5 	 5 	 67 	 994 	 -4,8 	  
17:40 22.01.2019 	 2,77 	 2,69 	 4 	 5 	 70 	 994 	 -5,1 	  
17:30 22.01.2019 	 2,69 	 2,74 	 3 	 5 	 63 	 994 	 -5,1 	  
17:20 22.01.2019 	 2,59 	 2,55 	 3 	 4 	 52 	 994 	 -5,2 	  
17:10 22.01.2019 	 2,49 	 2,53 	 3 	 4 	 39 	 994 	 -5,8 	  
17:00 22.01.2019 	 2,38 	 2,25 	 4 	 5 	 66 	 994 	 -5,1 	  
16:50 22.01.2019 	 2,27 	 2,12 	 4 	 5 	 70 	 994 	 -4,5 	  
16:40 22.01.2019 	 2,15 	 2,11 	 4 	 5 	 70 	 994 	 -5,1 	  
16:30 22.01.2019 	 2,03 	 1,89 	 5 	 6 	 73 	 994 	 -4,5 	  
16:20 22.01.2019 	 1,91 	 1,88 	 4 	 5 	 77 	 994 	 -4,4 	  
16:10 22.01.2019 	 1,77 	 1,8 	 4 	 5 	 69 	 993 	 -4,2 	  
16:00 22.01.2019 	 1,64 	 1,51 	 3 	 4 	 62 	 993 	 -4,2 	  
15:50 22.01.2019 	 1,52 	 1,38 	 3 	 4 	 69 	 993 	 -3,9 	  
15:40 22.01.2019 	 1,38 	 1,25 	 3 	 4 	 76 	 993 	 -4,5 	  
15:30 22.01.2019 	 1,25 	 1,19 	 3 	 4 	 74 	 993 	 -4,6 	  
15:20 22.01.2019 	 1,13 	 1,04 	 3 	 5 	 77 	 993 	 -4,4 	  
15:10 22.01.2019 	 1 	 0,81 	 3 	 4 	 80 	 993 	 -4 	  
15:00 22.01.2019 	 0,88 	 0,72 	 3 	 5 	 81 	 993 	 -3,7 	  
14:50 22.01.2019 	 0,77 	 0,61 	 2 	 4 	 44 	 993 	 -3,4 	  
14:40 22.01.2019 	 0,66 	 0,46 	 1 	 3 	 26 	 993 	 -4,9 	  
14:30 22.01.2019 	 0,56 	 0,36 	 1 	 2 	 41 	 993 	 -6,2 	  
14:20 22.01.2019 	 0,47 	 0,37 	 1 	 1 	 41 	 993 	 -5,1 	  
14:10 22.01.2019 	 0,38 	 0,15 	 0 	 1 	 30 	 993 	 -5,2 	  
14:00 22.01.2019 	 0,3 	 0,14 	 1 	 2 	 15 	 993 	 -5,9 	  
13:50 22.01.2019 	 0,23 	 0,23 	 2 	 3 	 4 	 992 	 -6,3 	  
13:40 22.01.2019 	 0,18 	 0,14 	 2 	 3 	 357 	 992 	 -7,3 	  
13:30 22.01.2019 	 0,14 	 0,08 	 1 	 2 	 44 	 992 	 -5,2 	  
13:20 22.01.2019 	 0,1 	 -0,01 	 1 	 1 	 44 	 992 	 -4,3 	  
13:10 22.01.2019 	 0,08 	 -0,07 	 1 	 2 	 356 	 992 	 -6,2 	  
13:00 22.01.2019 	 0,08 	 -0,09 	 2 	 2 	 4 	 992 	 -7,5 	  
12:50 22.01.2019 	 0,08 	 -0,04 	 2 	 3 	 2 	 992 	 -7,5 	  
12:40 22.01.2019 	 0,09 	 -0,17 	 1 	 2 	 20 	 992 	 -5,4 	  
12:30 22.01.2019 	 0,12 	 -0,14 	 2 	 3 	 12 	 992 	 -5,2 	  
12:20 22.01.2019 	 0,17 	 -0,09 	 1 	 2 	 10 	 992 	 -7,1 	  
12:10 22.01.2019 	 0,22 	 0,11 	 2 	 3 	 2 	 992 	 -7,8 	  
12:00 22.01.2019 	 0,28 	 0,04 	 2 	 3 	 1 	 992 	 -7,9 	  
11:50 22.01.2019 	 0,35 	 0,16 	 2 	 3 	 5 	 992 	 -6,9 	  
11:40 22.01.2019 	 0,44 	 0,32 	 2 	 3 	 11 	 991 	 -5,8 	  
11:30 22.01.2019 	 0,53 	 0,34 	 2 	 3 	 11 	 991 	 -5,6 	  
11:20 22.01.2019 	 0,64 	 0,53 	 2 	 2 	 8 	 991 	 -5,8 	  
11:10 22.01.2019 	 0,75 	 0,64 	 2 	 3 	 359 	 991 	 -6,9 	  
11:00 22.01.2019 	 0,87 	 0,77 	 2 	 3 	 352 	 991 	 -6,5 	  
10:50 22.01.2019 	 0,99 	 0,77 	 2 	 3 	 351 	 991 	 -7 	  
10:40 22.01.2019 	 1,12 	 1 	 3 	 3 	 10 	 991 	 -5,3 	  
10:30 22.01.2019 	 1,25 	 1,1 	 2 	 3 	 340 	 991 	 -6,3 	  
10:20 22.01.2019 	 1,39 	 1,3 	 2 	 3 	 345 	 991 	 -5,4 	  
10:10 22.01.2019 	 1,53 	 1,38 	 3 	 4 	 356 	 990 	 -3,8 	  
10:00 22.01.2019 	 1,67 	 1,58 	 2 	 4 	 338 	 990 	 -4,2 	  
09:50 22.01.2019 	 1,81 	 1,75 	 2 	 3 	 325 	 990 	 -5,1 	  
09:40 22.01.2019 	 1,94 	 1,77 	 3 	 4 	 339 	 990 	 -4,7 	  
09:30 22.01.2019 	 2,08 	 2,19 	 3 	 4 	 337 	 990 	 -5,8 	  
09:20 22.01.2019 	 2,21 	 2,2 	 2 	 4 	 347 	 990 	 -6,8 	  
09:10 22.01.2019 	 2,34 	 2,2 	 2 	 3 	 338 	 990 	 -9 	  
09:00 22.01.2019 	 2,46 	 2,42 	 2 	 3 	 345 	 990 	 -8,2 	  
08:50 22.01.2019 	 2,58 	 2,66 	 2 	 2 	 351 	 989 	 -6,2 	  
08:40 22.01.2019 	 2,69 	 2,75 	 1 	 2 	 346 	 989 	 -5,6 	  
08:30 22.01.2019 	 2,81 	 2,75 	 2 	 3 	 341 	 989 	 -6,3 	  
08:20 22.01.2019 	 2,9 	 2,82 	 2 	 3 	 325 	 989 	 -7,4 	  
08:10 22.01.2019 	 2,99 	 2,93 	 1 	 2 	 328 	 989 	 -6,8 	  
08:00 22.01.2019 	 3,08 	 3,15 	 2 	 2 	 357 	 989 	 -4,7 	  
07:50 22.01.2019 	 3,15 	 3,25 	 2 	 3 	 350 	 989 	 -4,2 	  
07:40 22.01.2019 	 3,22 	 3,29 	 1 	 2 	 316 	 988 	 -3,8 	  
07:30 22.01.2019 	 3,28 	 3,28 	 1 	 2 	 338 	 988 	 -4,6 	  
07:20 22.01.2019 	 3,32 	 3,32 	 1 	 2 	 293 	 988 	 -3,4 	  
07:10 22.01.2019 	 3,36 	 3,42 	 1 	 2 	 298 	 988 	 -3,8 	  
07:00 22.01.2019 	 3,39 	 3,31 	 1 	 2 	 328 	 987 	 -1,9 	  
06:50 22.01.2019 	 3,41 	 3,56 	 1 	 2 	 328 	 987 	 -1,5 	  
06:40 22.01.2019 	 3,41 	 3,52 	 2 	 3 	 322 	 987 	 -1,9 	  
06:30 22.01.2019 	 3,41 	 3,59 	 2 	 3 	 333 	 987 	 -1,9 	  
06:20 22.01.2019 	 3,39 	 3,49 	 1 	 3 	 305 	 987 	 -1,8 	  
06:10 22.01.2019 	 3,37 	 3,58 	 1 	 3 	 293 	 987 	 -1,4 	  
06:00 22.01.2019 	 3,33 	 3,43 	 1 	 7 	 257 	 987 	 -0,9 	  
05:50 22.01.2019 	 3,28 	 3,25 	 1 	 3 	 224 	 986 	 -0,6 	  
05:40 22.01.2019 	 3,23 	 3,52 	 1 	 3 	 238 	 986 	 -1 	  
05:30 22.01.2019 	 3,16 	 3,29 	 2 	 5 	 306 	 986 	 -1,1 	  
05:20 22.01.2019 	 3,08 	 3,11 	 6 	 7 	 323 	 985 	 -0,3 	  
05:10 22.01.2019 	 2,99 	 3,03 	 6 	 8 	 327 	 985 	 -0,1 	  
05:00 22.01.2019 	 2,9 	 3,15 	 6 	 8 	 312 	 985 	 -0,7 	  
04:50 22.01.2019 	 2,8 	 2,89 	 5 	 7 	 306 	 985 	 -1,1 	  
04:40 22.01.2019 	 2,69 	 2,85 	 6 	 8 	 315 	 984 	 -0,9 	  
04:30 22.01.2019 	 2,57 	 2,97 	 7 	 9 	 313 	 984 	 -0,2 	  
04:20 22.01.2019 	 2,45 	 2,61 	 6 	 8 	 308 	 984 	 -0,3 	  
04:10 22.01.2019 	 2,32 	 2,49 	 7 	 8 	 317 	 984 	 -1 	  
04:00 22.01.2019 	 2,18 	 2,13 	 6 	 8 	 317 	 984 	 -1 	  
03:50 22.01.2019 	 2,05 	 1,98 	 5 	 7 	 320 	 984 	 -1,9 	  
03:40 22.01.2019 	 1,91 	 2,08 	 4 	 6 	 337 	 983 	 -1,1 	  
03:30 22.01.2019 	 1,78 	 1,84 	 3 	 4 	 2 	 983 	 -1 	  
03:20 22.01.2019 	 1,64 	 1,55 	 2 	 4 	 24 	 983 	 -1,7 	  
03:10 22.01.2019 	 1,5 	 1,43 	 1 	 4 	 39 	 983 	 -1,9 	  
03:00 22.01.2019 	 1,36 	 1,55 	 1 	 3 	 21 	 983 	 -1,9 	  
02:50 22.01.2019 	 1,23 	 1,22 	 2 	 3 	 360 	 983 	 -2,8 	  
02:40 22.01.2019 	 1,1 	 1,16 	 1 	 2 	 71 	 983 	 -2 	  
02:30 22.01.2019 	 0,97 	 0,97 	 2 	 3 	 48 	 982 	 -1,9 	  
02:20 22.01.2019 	 0,85 	 0,64 	 3 	 4 	 58 	 982 	 -2,5 	  
02:10 22.01.2019 	 0,74 	 0,76 	 2 	 4 	 32 	 982 	 -2,7 	  
02:00 22.01.2019 	 0,63 	 0,78 	 2 	 3 	 69 	 982 	 -2,1 	  
01:50 22.01.2019 	 0,53 	 0,52 	 2 	 3 	 58 	 982 	 -2,8 	  
01:40 22.01.2019 	 0,44 	 0,34 	 3 	 4 	 64 	 981 	 -2,9 	  
01:30 22.01.2019 	 0,36 	 0,28 	 3 	 5 	 49 	 981 	 -3 	  
01:20 22.01.2019 	 0,29 	 0,25 	 3 	 4 	 28 	 981 	 -3,1 	  
01:10 22.01.2019 	 0,23 	 0,13 	 4 	 5 	 18 	 981 	 -3,7 	  
01:00 22.01.2019 	 0,19 	 0,22 	 3 	 5 	 29 	 981 	 -3 	  
00:50 22.01.2019 	 0,15 	 0,04 	 3 	 5 	 43 	 980 	 -2,6 	  
00:40 22.01.2019 	 0,13 	 -0,03 	 4 	 5 	 62 	 980 	 -2,3 	  
00:30 22.01.2019 	 0,12 	 0,23 	 4 	 5 	 78 	 980 	 -1,1 	  
