 Timabil 	 Flodatafla (m)	Sjavarhaed (m)	Vindur (m/s)	Hvida (m/s)	Vindatt (deg)	Loftthrystingur (hpa)	Lofthiti (degC)	
08:20 16.01.2019 	 1,17 	 1,03 	 7 	 11 	 8 	 1010 	 -4,6 	  
08:10 16.01.2019 	 1,16 	 0,99 	 7 	 11 	 8 	 1010 	 -4,5 	  
08:00 16.01.2019 	 1,14 	 1,05 	 6 	 8 	 8 	 1010 	 -5 	  
07:50 16.01.2019 	 1,13 	 0,96 	 5 	 7 	 4 	 1009 	 -5,7 	  
07:40 16.01.2019 	 1,13 	 0,95 	 5 	 6 	 5 	 1009 	 -5,4 	  
07:30 16.01.2019 	 1,13 	 0,95 	 5 	 6 	 11 	 1009 	 -4 	  
07:20 16.01.2019 	 1,13 	 0,92 	 4 	 5 	 1 	 1009 	 -5,2 	  
07:10 16.01.2019 	 1,14 	 0,95 	 4 	 5 	 357 	 1009 	 -5,4 	  
07:00 16.01.2019 	 1,15 	 0,96 	 3 	 5 	 0 	 1009 	 -5 	  
06:50 16.01.2019 	 1,16 	 0,93 	 4 	 5 	 349 	 1009 	 -5,8 	  
06:40 16.01.2019 	 1,19 	 0,99 	 3 	 4 	 360 	 1009 	 -5,1 	  
06:30 16.01.2019 	 1,21 	 0,9 	 3 	 5 	 3 	 1008 	 -5 	  
06:20 16.01.2019 	 1,24 	 0,92 	 4 	 6 	 358 	 1008 	 -6,1 	  
06:10 16.01.2019 	 1,27 	 0,99 	 5 	 6 	 357 	 1008 	 -6,4 	  
06:00 16.01.2019 	 1,3 	 1,1 	 5 	 6 	 343 	 1008 	 -6,3 	  
05:50 16.01.2019 	 1,34 	 1,07 	 6 	 7 	 344 	 1008 	 -6,5 	  
05:40 16.01.2019 	 1,38 	 1,13 	 5 	 7 	 351 	 1008 	 -7,4 	  
05:30 16.01.2019 	 1,42 	 1,18 	 5 	 7 	 359 	 1008 	 -6,6 	  
05:20 16.01.2019 	 1,46 	 1,21 	 4 	 8 	 25 	 1007 	 -4 	  
05:10 16.01.2019 	 1,51 	 1,28 	 4 	 5 	 5 	 1007 	 -6,3 	  
05:00 16.01.2019 	 1,55 	 1,38 	 5 	 6 	 0 	 1007 	 -6 	  
04:50 16.01.2019 	 1,6 	 1,32 	 5 	 6 	 3 	 1007 	 -5,7 	  
04:40 16.01.2019 	 1,65 	 1,34 	 5 	 7 	 18 	 1007 	 -4,7 	  
04:30 16.01.2019 	 1,7 	 1,51 	 5 	 8 	 31 	 1007 	 -3 	  
04:20 16.01.2019 	 1,75 	 1,55 	 5 	 8 	 32 	 1007 	 -3,2 	  
04:10 16.01.2019 	 1,8 	 1,55 	 6 	 8 	 35 	 1006 	 -3,1 	  
04:00 16.01.2019 	 1,85 	 1,66 	 5 	 7 	 31 	 1006 	 -3,1 	  
03:50 16.01.2019 	 1,9 	 1,69 	 5 	 8 	 36 	 1006 	 -3,7 	  
03:40 16.01.2019 	 1,94 	 1,69 	 6 	 8 	 36 	 1006 	 -3,5 	  
03:30 16.01.2019 	 1,99 	 1,87 	 5 	 8 	 37 	 1006 	 -3,5 	  
03:20 16.01.2019 	 2,03 	 1,84 	 6 	 8 	 46 	 1006 	 -3,5 	  
03:10 16.01.2019 	 2,08 	 1,89 	 8 	 11 	 54 	 1006 	 -3,1 	  
03:00 16.01.2019 	 2,12 	 1,99 	 8 	 10 	 49 	 1005 	 -2,8 	  
02:50 16.01.2019 	 2,15 	 2,03 	 7 	 10 	 48 	 1005 	 -2,9 	  
02:40 16.01.2019 	 2,19 	 1,95 	 7 	 9 	 49 	 1005 	 -2,7 	  
02:30 16.01.2019 	 2,22 	 2,07 	 9 	 13 	 48 	 1005 	 -2,6 	  
02:20 16.01.2019 	 2,25 	 2,08 	 10 	 13 	 48 	 1004 	 -2,9 	  
02:10 16.01.2019 	 2,27 	 2,15 	 10 	 13 	 53 	 1004 	 -3 	  
02:00 16.01.2019 	 2,3 	 2,13 	 10 	 13 	 54 	 1004 	 -2,8 	  
01:50 16.01.2019 	 2,31 	 2,18 	 10 	 13 	 53 	 1004 	 -2,8 	  
01:40 16.01.2019 	 2,33 	 2,26 	 10 	 13 	 50 	 1003 	 -2,9 	  
01:30 16.01.2019 	 2,33 	 2,29 	 11 	 14 	 49 	 1003 	 -2,6 	  
01:20 16.01.2019 	 2,33 	 2,19 	 11 	 15 	 52 	 1003 	 -2,7 	  
01:10 16.01.2019 	 2,33 	 2,13 	 11 	 14 	 52 	 1003 	 -2,6 	  
01:00 16.01.2019 	 2,33 	 2,11 	 11 	 13 	 56 	 1003 	 -2,3 	  
00:50 16.01.2019 	 2,32 	 2,21 	 10 	 12 	 55 	 1002 	 -2 	  
00:40 16.01.2019 	 2,31 	 2,25 	 11 	 14 	 54 	 1002 	 -2,1 	  
00:30 16.01.2019 	 2,29 	 2,23 	 10 	 14 	 49 	 1002 	 -1,8 	  
00:20 16.01.2019 	 2,27 	 2,25 	 10 	 14 	 47 	 1002 	 -2,6 	  
00:10 16.01.2019 	 2,24 	 2,15 	 10 	 13 	 47 	 1002 	 -2,4 	  
00:00 16.01.2019 	 2,21 	 2,2 	 10 	 13 	 51 	 1001 	 -2,5 	  
23:50 15.01.2019 	 2,18 	 2,15 	 11 	 14 	 52 	 1001 	 -2,1 	  
23:40 15.01.2019 	 2,15 	 2,01 	 10 	 14 	 51 	 1001 	 -2,5 	  
23:30 15.01.2019 	 2,1 	 1,96 	 10 	 14 	 48 	 1001 	 -2,6 	  
23:20 15.01.2019 	 2,06 	 1,9 	 10 	 14 	 47 	 1001 	 -2,3 	  
23:10 15.01.2019 	 2,02 	 1,91 	 10 	 13 	 46 	 1000 	 -2,2 	  
23:00 15.01.2019 	 1,97 	 1,82 	 8 	 11 	 40 	 1000 	 -1,9 	  
22:50 15.01.2019 	 1,92 	 1,77 	 8 	 12 	 47 	 1000 	 -1,8 	  
22:40 15.01.2019 	 1,87 	 1,74 	 10 	 14 	 46 	 1000 	 -1,9 	  
22:30 15.01.2019 	 1,82 	 1,75 	 10 	 13 	 49 	 1000 	 -1,8 	  
22:20 15.01.2019 	 1,76 	 1,74 	 10 	 13 	 52 	 999 	 -1,5 	  
22:10 15.01.2019 	 1,71 	 1,66 	 11 	 14 	 55 	 999 	 -1,4 	  
22:00 15.01.2019 	 1,66 	 1,53 	 13 	 15 	 56 	 999 	 -1,6 	  
21:50 15.01.2019 	 1,61 	 1,69 	 12 	 15 	 55 	 999 	 -1,5 	  
21:40 15.01.2019 	 1,55 	 1,5 	 12 	 15 	 58 	 999 	 -1,4 	  
21:30 15.01.2019 	 1,5 	 1,32 	 12 	 15 	 60 	 998 	 -1,4 	  
21:20 15.01.2019 	 1,45 	 1,42 	 11 	 13 	 52 	 998 	 -1,8 	  
21:10 15.01.2019 	 1,4 	 1,31 	 11 	 14 	 53 	 998 	 -1,8 	  
21:00 15.01.2019 	 1,36 	 1,26 	 11 	 13 	 55 	 998 	 -1,8 	  
20:50 15.01.2019 	 1,31 	 1,15 	 10 	 17 	 53 	 998 	 -1,8 	  
20:40 15.01.2019 	 1,27 	 1,23 	 12 	 17 	 54 	 997 	 -1,1 	  
20:30 15.01.2019 	 1,23 	 1,08 	 10 	 14 	 55 	 997 	 -1,3 	  
20:20 15.01.2019 	 1,19 	 1,16 	 9 	 11 	 53 	 997 	 -1,9 	  
20:10 15.01.2019 	 1,16 	 1,04 	 8 	 11 	 48 	 997 	 -1,8 	  
20:00 15.01.2019 	 1,13 	 1,07 	 7 	 10 	 41 	 997 	 -2 	  
19:50 15.01.2019 	 1,1 	 1,04 	 7 	 10 	 40 	 996 	 -1,8 	  
19:40 15.01.2019 	 1,08 	 0,93 	 11 	 17 	 55 	 996 	 -1,5 	  
19:30 15.01.2019 	 1,06 	 0,76 	 8 	 13 	 51 	 996 	 -1 	  
19:20 15.01.2019 	 1,05 	 0,88 	 6 	 10 	 43 	 996 	 -1,9 	  
19:10 15.01.2019 	 1,04 	 0,92 	 6 	 9 	 39 	 996 	 -1,8 	  
19:00 15.01.2019 	 1,04 	 0,86 	 7 	 13 	 45 	 996 	 -1,8 	  
18:50 15.01.2019 	 1,04 	 0,81 	 13 	 18 	 62 	 996 	 -1,1 	  
18:40 15.01.2019 	 1,04 	 0,9 	 11 	 14 	 57 	 996 	 -1,2 	  
18:30 15.01.2019 	 1,04 	 0,9 	 12 	 16 	 58 	 995 	 -1,2 	  
18:20 15.01.2019 	 1,06 	 0,92 	 13 	 17 	 57 	 995 	 -0,4 	  
18:10 15.01.2019 	 1,07 	 0,89 	 7 	 15 	 38 	 995 	 -1 	  
18:00 15.01.2019 	 1,1 	 0,91 	 9 	 12 	 28 	 995 	 -1,1 	  
17:50 15.01.2019 	 1,12 	 1,08 	 10 	 14 	 36 	 995 	 -1 	  
17:40 15.01.2019 	 1,15 	 0,98 	 10 	 14 	 45 	 994 	 -0,7 	  
17:30 15.01.2019 	 1,18 	 0,88 	 10 	 14 	 43 	 994 	 -0,3 	  
17:20 15.01.2019 	 1,22 	 0,97 	 9 	 13 	 41 	 994 	 -0,4 	  
17:10 15.01.2019 	 1,25 	 1,05 	 10 	 14 	 44 	 994 	 -0,2 	  
17:00 15.01.2019 	 1,29 	 1,03 	 10 	 14 	 49 	 994 	 0,1 	  
16:50 15.01.2019 	 1,34 	 1,24 	 10 	 13 	 48 	 994 	 0,2 	  
16:40 15.01.2019 	 1,38 	 1,24 	 10 	 13 	 49 	 993 	 0,2 	  
16:30 15.01.2019 	 1,43 	 1,42 	 9 	 12 	 51 	 993 	 0,5 	  
16:20 15.01.2019 	 1,47 	 1,44 	 8 	 11 	 50 	 993 	 1 	  
16:10 15.01.2019 	 1,52 	 1,6 	 7 	 10 	 47 	 993 	 0,9 	  
16:00 15.01.2019 	 1,57 	 1,51 	 6 	 9 	 43 	 993 	 0,9 	  
15:50 15.01.2019 	 1,62 	 1,44 	 6 	 8 	 44 	 993 	 0,9 	  
15:40 15.01.2019 	 1,67 	 1,7 	 6 	 8 	 36 	 993 	 0,6 	  
15:30 15.01.2019 	 1,73 	 1,72 	 5 	 9 	 37 	 993 	 0,5 	  
15:20 15.01.2019 	 1,77 	 1,72 	 6 	 8 	 38 	 993 	 0,2 	  
15:10 15.01.2019 	 1,82 	 1,87 	 5 	 9 	 42 	 993 	 0,8 	  
15:00 15.01.2019 	 1,87 	 1,73 	 5 	 6 	 54 	 992 	 0,9 	  
14:50 15.01.2019 	 1,92 	 1,87 	 5 	 7 	 62 	 992 	 0,9 	  
14:40 15.01.2019 	 1,97 	 1,98 	 6 	 7 	 54 	 992 	 0,8 	  
14:30 15.01.2019 	 2,01 	 2 	 6 	 7 	 49 	 992 	 0,5 	  
14:20 15.01.2019 	 2,05 	 2,01 	 5 	 7 	 43 	 992 	 0,3 	  
14:10 15.01.2019 	 2,09 	 2,02 	 4 	 5 	 42 	 992 	 0,6 	  
14:00 15.01.2019 	 2,12 	 2,19 	 4 	 6 	 43 	 992 	 0,7 	  
13:50 15.01.2019 	 2,15 	 2,09 	 5 	 6 	 44 	 992 	 0,8 	  
13:40 15.01.2019 	 2,18 	 2,22 	 5 	 6 	 41 	 992 	 0,4 	  
13:30 15.01.2019 	 2,21 	 2,31 	 5 	 7 	 50 	 992 	 0,6 	  
13:20 15.01.2019 	 2,23 	 2,28 	 5 	 6 	 45 	 992 	 0,5 	  
13:10 15.01.2019 	 2,25 	 2,32 	 5 	 7 	 46 	 992 	 0,7 	  
13:00 15.01.2019 	 2,27 	 2,23 	 5 	 7 	 49 	 992 	 0,9 	  
12:50 15.01.2019 	 2,27 	 2,35 	 5 	 7 	 46 	 992 	 0,8 	  
12:40 15.01.2019 	 2,28 	 2,54 	 7 	 9 	 59 	 992 	 0,9 	  
12:30 15.01.2019 	 2,28 	 2,43 	 6 	 8 	 61 	 992 	 0,9 	  
12:20 15.01.2019 	 2,28 	 2,33 	 6 	 7 	 63 	 992 	 0,7 	  
12:10 15.01.2019 	 2,27 	 2,24 	 7 	 8 	 63 	 992 	 0,8 	  
12:00 15.01.2019 	 2,27 	 2,44 	 6 	 7 	 62 	 992 	 0,8 	  
11:50 15.01.2019 	 2,25 	 2,44 	 6 	 8 	 60 	 992 	 0,3 	  
11:40 15.01.2019 	 2,24 	 2,21 	 6 	 8 	 59 	 992 	 0,6 	  
11:30 15.01.2019 	 2,21 	 2,24 	 7 	 8 	 67 	 992 	 0,8 	  
11:20 15.01.2019 	 2,19 	 2,24 	 6 	 7 	 70 	 992 	 0,8 	  
11:10 15.01.2019 	 2,16 	 2,27 	 5 	 6 	 72 	 992 	 0,9 	  
11:00 15.01.2019 	 2,13 	 2,16 	 5 	 6 	 70 	 992 	 0,9 	  
10:50 15.01.2019 	 2,1 	 2,21 	 5 	 6 	 61 	 992 	 1 	  
10:40 15.01.2019 	 2,06 	 2,28 	 5 	 6 	 58 	 992 	 1,2 	  
10:30 15.01.2019 	 2,03 	 2,14 	 5 	 7 	 52 	 992 	 0,9 	  
10:20 15.01.2019 	 1,99 	 2,01 	 5 	 6 	 52 	 992 	 1 	  
10:10 15.01.2019 	 1,94 	 1,97 	 5 	 6 	 53 	 992 	 0,9 	  
10:00 15.01.2019 	 1,9 	 2,19 	 5 	 6 	 52 	 992 	 1 	  
09:50 15.01.2019 	 1,85 	 1,76 	 5 	 5 	 57 	 991 	 1,2 	  
09:40 15.01.2019 	 1,81 	 1,72 	 3 	 5 	 77 	 991 	 1,4 	  
09:30 15.01.2019 	 1,76 	 1,69 	 3 	 4 	 81 	 991 	 1 	  
09:20 15.01.2019 	 1,72 	 1,65 	 1 	 3 	 78 	 991 	 1,2 	  
09:10 15.01.2019 	 1,67 	 1,82 	 0 	 1 	 207 	 991 	 0,9 	  
09:00 15.01.2019 	 1,62 	 1,65 	 1 	 3 	 319 	 991 	 0,8 	  
08:50 15.01.2019 	 1,58 	 1,68 	 2 	 4 	 333 	 991 	 0,9 	  
08:40 15.01.2019 	 1,53 	 1,56 	 2 	 2 	 326 	 991 	 0,9 	  
08:30 15.01.2019 	 1,49 	 1,43 	 2 	 3 	 350 	 991 	 0,9 	  
08:20 15.01.2019 	 1,45 	 1,34 	 3 	 3 	 353 	 991 	 1,1 	  
08:10 15.01.2019 	 1,4 	 1,52 	 3 	 4 	 333 	 991 	 1 	  
08:00 15.01.2019 	 1,37 	 1,39 	 3 	 4 	 294 	 991 	 1 	  
07:50 15.01.2019 	 1,33 	 1,32 	 4 	 6 	 287 	 991 	 1,4 	  
07:40 15.01.2019 	 1,3 	 1,22 	 3 	 6 	 292 	 991 	 2,2 	  
07:30 15.01.2019 	 1,27 	 1,11 	 3 	 5 	 286 	 991 	 2,7 	  
07:20 15.01.2019 	 1,24 	 1,15 	 3 	 4 	 271 	 991 	 2,8 	  
07:10 15.01.2019 	 1,22 	 1,22 	 4 	 6 	 238 	 991 	 2,5 	  
07:00 15.01.2019 	 1,19 	 1,1 	 4 	 8 	 247 	 991 	 2,5 	  
06:50 15.01.2019 	 1,18 	 1,12 	 5 	 8 	 236 	 991 	 3,1 	  
06:40 15.01.2019 	 1,16 	 1,03 	 4 	 6 	 249 	 991 	 4,3 	  
06:30 15.01.2019 	 1,16 	 0,97 	 4 	 6 	 246 	 991 	 3,8 	  
06:20 15.01.2019 	 1,15 	 1,06 	 4 	 5 	 248 	 991 	 3,8 	  
06:10 15.01.2019 	 1,15 	 1,06 	 4 	 7 	 247 	 991 	 4 	  
06:00 15.01.2019 	 1,16 	 0,99 	 4 	 6 	 237 	 991 	 3,7 	  
05:50 15.01.2019 	 1,16 	 1 	 4 	 7 	 237 	 990 	 4,3 	  
05:40 15.01.2019 	 1,17 	 0,98 	 6 	 8 	 238 	 990 	 4 	  
05:30 15.01.2019 	 1,19 	 0,93 	 6 	 9 	 239 	 990 	 4,5 	  
05:20 15.01.2019 	 1,2 	 1,18 	 5 	 9 	 237 	 990 	 4,4 	  
05:10 15.01.2019 	 1,22 	 1,19 	 4 	 6 	 252 	 990 	 3,2 	  
05:00 15.01.2019 	 1,25 	 1,18 	 5 	 7 	 256 	 990 	 3,2 	  
04:50 15.01.2019 	 1,28 	 1,03 	 5 	 8 	 259 	 990 	 3,2 	  
04:40 15.01.2019 	 1,31 	 1,09 	 6 	 8 	 260 	 990 	 3,4 	  
04:30 15.01.2019 	 1,35 	 1,13 	 6 	 9 	 254 	 990 	 3,7 	  
04:20 15.01.2019 	 1,39 	 1,23 	 6 	 10 	 256 	 990 	 3,8 	  
04:10 15.01.2019 	 1,43 	 1,22 	 6 	 10 	 259 	 991 	 3,3 	  
04:00 15.01.2019 	 1,47 	 1,29 	 8 	 12 	 253 	 991 	 4 	  
03:50 15.01.2019 	 1,52 	 1,3 	 8 	 12 	 246 	 990 	 4,5 	  
03:40 15.01.2019 	 1,56 	 1,37 	 7 	 10 	 241 	 990 	 3,8 	  
03:30 15.01.2019 	 1,61 	 1,37 	 9 	 13 	 244 	 990 	 4 	  
03:20 15.01.2019 	 1,66 	 1,56 	 9 	 13 	 250 	 991 	 3,8 	  
03:10 15.01.2019 	 1,7 	 1,51 	 9 	 13 	 249 	 990 	 3,8 	  
03:00 15.01.2019 	 1,76 	 1,59 	 9 	 14 	 250 	 990 	 3,8 	  
02:50 15.01.2019 	 1,8 	 1,76 	 9 	 14 	 247 	 990 	 3,9 	  
02:40 15.01.2019 	 1,85 	 1,75 	 9 	 13 	 250 	 990 	 3,7 	  
02:30 15.01.2019 	 1,9 	 1,75 	 9 	 14 	 250 	 990 	 3,9 	  
02:20 15.01.2019 	 1,94 	 1,83 	 10 	 15 	 252 	 990 	 3,7 	  
02:10 15.01.2019 	 1,99 	 1,84 	 11 	 15 	 248 	 990 	 3,9 	  
02:00 15.01.2019 	 2,03 	 1,9 	 9 	 15 	 252 	 990 	 4,1 	  
01:50 15.01.2019 	 2,07 	 1,9 	 10 	 15 	 249 	 990 	 4,4 	  
01:40 15.01.2019 	 2,11 	 1,9 	 11 	 16 	 249 	 990 	 4,6 	  
01:30 15.01.2019 	 2,14 	 1,88 	 9 	 14 	 252 	 990 	 4,5 	  
01:20 15.01.2019 	 2,17 	 2,06 	 10 	 16 	 253 	 990 	 4,2 	  
01:10 15.01.2019 	 2,2 	 2,04 	 9 	 15 	 255 	 990 	 4,3 	  
01:00 15.01.2019 	 2,22 	 2,22 	 8 	 13 	 257 	 990 	 3,7 	  
00:50 15.01.2019 	 2,24 	 2,2 	 6 	 9 	 263 	 990 	 2,7 	  
00:40 15.01.2019 	 2,26 	 2,16 	 7 	 11 	 272 	 990 	 2,3 	  
00:30 15.01.2019 	 2,27 	 2,19 	 9 	 15 	 272 	 990 	 2,4 	  
00:20 15.01.2019 	 2,28 	 2,21 	 11 	 18 	 248 	 990 	 4 	  
00:10 15.01.2019 	 2,29 	 2,34 	 11 	 18 	 246 	 990 	 4,5 	  
00:00 15.01.2019 	 2,29 	 2,2 	 11 	 16 	 250 	 990 	 4,6 	  
23:50 14.01.2019 	 2,29 	 2,1 	 9 	 15 	 252 	 990 	 4,4 	  
23:40 14.01.2019 	 2,28 	 2,16 	 9 	 14 	 254 	 990 	 3,8 	  
23:30 14.01.2019 	 2,27 	 2,25 	 8 	 13 	 272 	 990 	 3,1 	  
23:20 14.01.2019 	 2,25 	 2,23 	 10 	 15 	 274 	 990 	 2,7 	  
23:10 14.01.2019 	 2,23 	 2,22 	 8 	 11 	 263 	 990 	 3,4 	  
23:00 14.01.2019 	 2,21 	 2,16 	 10 	 14 	 258 	 990 	 3,8 	  
22:50 14.01.2019 	 2,18 	 2,18 	 10 	 16 	 253 	 990 	 3,8 	  
22:40 14.01.2019 	 2,15 	 2,18 	 9 	 15 	 246 	 990 	 3,3 	  
22:30 14.01.2019 	 2,11 	 2,1 	 8 	 12 	 261 	 990 	 3,2 	  
22:20 14.01.2019 	 2,07 	 2,04 	 10 	 16 	 254 	 990 	 3,1 	  
22:10 14.01.2019 	 2,03 	 2,1 	 8 	 14 	 240 	 990 	 3,4 	  
22:00 14.01.2019 	 1,99 	 2 	 8 	 16 	 253 	 990 	 2,8 	  
21:50 14.01.2019 	 1,94 	 1,92 	 6 	 9 	 257 	 990 	 2,3 	  
21:40 14.01.2019 	 1,9 	 1,97 	 8 	 13 	 266 	 990 	 1,4 	  
21:30 14.01.2019 	 1,85 	 1,88 	 9 	 21 	 247 	 990 	 1,9 	  
21:20 14.01.2019 	 1,8 	 1,9 	 9 	 14 	 242 	 989 	 3,4 	  
21:10 14.01.2019 	 1,75 	 1,8 	 10 	 16 	 242 	 989 	 3 	  
21:00 14.01.2019 	 1,7 	 1,72 	 10 	 15 	 252 	 989 	 3,6 	  
20:50 14.01.2019 	 1,64 	 1,7 	 9 	 14 	 254 	 989 	 3,3 	  
20:40 14.01.2019 	 1,59 	 1,65 	 8 	 14 	 257 	 989 	 3,4 	  
20:30 14.01.2019 	 1,54 	 1,65 	 5 	 9 	 273 	 989 	 2,7 	  
20:20 14.01.2019 	 1,49 	 1,52 	 7 	 12 	 260 	 989 	 3,2 	  
20:10 14.01.2019 	 1,43 	 1,53 	 8 	 13 	 247 	 989 	 3,3 	  
20:00 14.01.2019 	 1,39 	 1,42 	 7 	 12 	 254 	 989 	 3 	  
19:50 14.01.2019 	 1,34 	 1,34 	 8 	 12 	 254 	 989 	 2,7 	  
19:40 14.01.2019 	 1,3 	 1,34 	 8 	 14 	 257 	 989 	 2,8 	  
19:30 14.01.2019 	 1,25 	 1,32 	 8 	 15 	 250 	 989 	 2,9 	  
19:20 14.01.2019 	 1,22 	 1,26 	 6 	 11 	 242 	 989 	 3,4 	  
19:10 14.01.2019 	 1,18 	 1,23 	 4 	 8 	 248 	 989 	 3 	  
19:00 14.01.2019 	 1,14 	 1,2 	 6 	 10 	 273 	 989 	 2 	  
18:50 14.01.2019 	 1,11 	 1,13 	 8 	 12 	 273 	 989 	 1,6 	  
18:40 14.01.2019 	 1,08 	 1,08 	 9 	 15 	 257 	 989 	 2,4 	  
18:30 14.01.2019 	 1,06 	 1,11 	 4 	 16 	 255 	 989 	 2,7 	  
18:20 14.01.2019 	 1,04 	 1,08 	 5 	 8 	 259 	 989 	 2,4 	  
18:10 14.01.2019 	 1,03 	 1,13 	 6 	 9 	 260 	 989 	 2,6 	  
18:00 14.01.2019 	 1,02 	 1,09 	 8 	 12 	 265 	 989 	 2,4 	  
17:50 14.01.2019 	 1,01 	 1,03 	 9 	 15 	 260 	 989 	 2,2 	  
17:40 14.01.2019 	 1,01 	 1,05 	 6 	 10 	 252 	 989 	 3,6 	  
17:30 14.01.2019 	 1,01 	 1,06 	 6 	 10 	 252 	 989 	 3,4 	  
17:20 14.01.2019 	 1,03 	 1,01 	 7 	 10 	 256 	 989 	 2,9 	  
17:10 14.01.2019 	 1,04 	 1,08 	 12 	 18 	 251 	 989 	 2,2 	  
17:00 14.01.2019 	 1,06 	 1,15 	 8 	 21 	 245 	 989 	 3,7 	  
16:50 14.01.2019 	 1,08 	 1,14 	 7 	 12 	 245 	 988 	 4 	  
16:40 14.01.2019 	 1,1 	 1,15 	 8 	 14 	 251 	 988 	 3,6 	  
16:30 14.01.2019 	 1,13 	 1,2 	 11 	 17 	 249 	 988 	 3,6 	  
16:20 14.01.2019 	 1,17 	 1,22 	 9 	 14 	 245 	 988 	 4,1 	  
16:10 14.01.2019 	 1,21 	 1,29 	 4 	 7 	 258 	 988 	 3 	  
16:00 14.01.2019 	 1,25 	 1,29 	 4 	 7 	 260 	 988 	 2,4 	  
15:50 14.01.2019 	 1,29 	 1,3 	 4 	 9 	 286 	 988 	 1,4 	  
15:40 14.01.2019 	 1,34 	 1,43 	 3 	 10 	 252 	 988 	 2,5 	  
15:30 14.01.2019 	 1,39 	 1,5 	 7 	 19 	 131 	 988 	 2,1 	  
15:20 14.01.2019 	 1,44 	 1,55 	 8 	 11 	 72 	 988 	 0,5 	  
15:10 14.01.2019 	 1,49 	 1,64 	 10 	 12 	 73 	 989 	 0,2 	  
15:00 14.01.2019 	 1,55 	 1,76 	 11 	 14 	 71 	 989 	 0,3 	  
14:50 14.01.2019 	 1,6 	 1,8 	 11 	 15 	 73 	 989 	 0,2 	  
14:40 14.01.2019 	 1,65 	 1,81 	 12 	 14 	 69 	 989 	 0,3 	  
14:30 14.01.2019 	 1,71 	 1,87 	 14 	 17 	 70 	 990 	 0,2 	  
14:20 14.01.2019 	 1,76 	 1,96 	 13 	 16 	 71 	 990 	 0,2 	  
14:10 14.01.2019 	 1,82 	 2,05 	 14 	 16 	 71 	 990 	 0,3 	  
14:00 14.01.2019 	 1,87 	 2,06 	 13 	 16 	 71 	 991 	 0,2 	  
13:50 14.01.2019 	 1,92 	 2,07 	 13 	 15 	 72 	 991 	 0,2 	  
13:40 14.01.2019 	 1,97 	 2,14 	 14 	 18 	 74 	 992 	 0,2 	  
13:30 14.01.2019 	 2,02 	 2,21 	 13 	 16 	 72 	 992 	 0,2 	  
13:20 14.01.2019 	 2,06 	 2,26 	 13 	 16 	 72 	 993 	 0,1 	  
13:10 14.01.2019 	 2,11 	 2,26 	 13 	 15 	 70 	 993 	 0 	  
13:00 14.01.2019 	 2,15 	 2,33 	 13 	 15 	 69 	 994 	 -0,1 	  
12:50 14.01.2019 	 2,18 	 2,34 	 14 	 16 	 69 	 994 	 -0,2 	  
12:40 14.01.2019 	 2,21 	 2,39 	 14 	 17 	 70 	 995 	 -0,6 	  
12:30 14.01.2019 	 2,25 	 2,37 	 13 	 16 	 72 	 995 	 -0,3 	  
12:20 14.01.2019 	 2,27 	 2,52 	 13 	 16 	 72 	 996 	 -0,6 	  
12:10 14.01.2019 	 2,3 	 2,47 	 13 	 15 	 70 	 996 	 -0,8 	  
12:00 14.01.2019 	 2,32 	 2,47 	 13 	 16 	 69 	 997 	 -0,9 	  
11:50 14.01.2019 	 2,33 	 2,51 	 12 	 14 	 69 	 997 	 -1,1 	  
11:40 14.01.2019 	 2,34 	 2,5 	 12 	 15 	 70 	 998 	 -1,1 	  
11:30 14.01.2019 	 2,35 	 2,55 	 11 	 14 	 74 	 998 	 -1,1 	  
11:20 14.01.2019 	 2,35 	 2,47 	 11 	 14 	 74 	 999 	 -0,9 	  
11:10 14.01.2019 	 2,35 	 2,49 	 12 	 15 	 73 	 999 	 -0,9 	  
11:00 14.01.2019 	 2,34 	 2,5 	 13 	 16 	 74 	 999 	 -1 	  
10:50 14.01.2019 	 2,33 	 2,53 	 13 	 15 	 72 	 1000 	 -1,1 	  
10:40 14.01.2019 	 2,31 	 2,48 	 12 	 14 	 76 	 1000 	 -1 	  
10:30 14.01.2019 	 2,3 	 2,43 	 12 	 13 	 74 	 1001 	 -1,4 	  
10:20 14.01.2019 	 2,27 	 2,34 	 11 	 13 	 71 	 1001 	 -1,2 	  
10:10 14.01.2019 	 2,24 	 2,36 	 11 	 13 	 71 	 1002 	 -1,4 	  
10:00 14.01.2019 	 2,21 	 2,34 	 10 	 12 	 73 	 1002 	 -1,7 	  
09:50 14.01.2019 	 2,18 	 2,27 	 10 	 12 	 74 	 1002 	 -1,4 	  
09:40 14.01.2019 	 2,15 	 2,27 	 10 	 12 	 73 	 1003 	 -1,6 	  
09:30 14.01.2019 	 2,11 	 2,14 	 9 	 12 	 73 	 1003 	 -1,1 	  
09:20 14.01.2019 	 2,06 	 2,09 	 10 	 12 	 72 	 1003 	 -1,3 	  
09:10 14.01.2019 	 2,02 	 2,09 	 9 	 11 	 74 	 1003 	 -1,2 	  
09:00 14.01.2019 	 1,97 	 2,03 	 9 	 11 	 69 	 1004 	 -1,5 	  
08:50 14.01.2019 	 1,92 	 1,98 	 9 	 12 	 66 	 1004 	 -1,8 	  
08:40 14.01.2019 	 1,88 	 1,93 	 9 	 12 	 66 	 1004 	 -1,9 	  
