 Timabil 	 Flodatafla (m)	Sjavarhaed (m)	Vindur (m/s)	Hvida (m/s)	Vindatt (°)	Loftthrystingur (hpa)	Lofthiti (°C)	
21:20 23.01.2019 	 4,27 	 4,07 	 1 	 2 	 208 	 1004 	 -2,1 	  
21:10 23.01.2019 	 4,3 	 4,1 	 1 	 2 	 230 	 1004 	 -2,2 	  
21:00 23.01.2019 	 4,32 	 4,1 	 1 	 2 	 218 	 1004 	 -2,4 	  
20:50 23.01.2019 	 4,33 	 4,1 	 1 	 2 	 223 	 1004 	 -2,2 	  
20:40 23.01.2019 	 4,32 	 4,12 	 1 	 2 	 186 	 1004 	 -1,8 	  
20:30 23.01.2019 	 4,3 	 4,11 	 1 	 2 	 203 	 1004 	 -2,4 	  
20:20 23.01.2019 	 4,27 	 4,07 	 1 	 2 	 239 	 1004 	 -2,6 	  
20:10 23.01.2019 	 4,22 	 3,99 	 1 	 1 	 228 	 1004 	 -2,5 	  
20:00 23.01.2019 	 4,16 	 3,96 	 2 	 2 	 239 	 1004 	 -2,7 	  
19:50 23.01.2019 	 4,09 	 3,9 	 1 	 2 	 240 	 1004 	 -2,6 	  
19:40 23.01.2019 	 4 	 3,82 	 1 	 2 	 248 	 1004 	 -2,7 	  
19:30 23.01.2019 	 3,9 	 3,7 	 1 	 2 	 262 	 1004 	 -2,7 	  
19:20 23.01.2019 	 3,79 	 3,63 	 1 	 1 	 248 	 1004 	 -2,7 	  
19:10 23.01.2019 	 3,67 	 3,51 	 1 	 2 	 243 	 1004 	 -2,5 	  
19:00 23.01.2019 	 3,54 	 3,35 	 2 	 2 	 240 	 1004 	 -2,5 	  
18:50 23.01.2019 	 3,41 	 3,21 	 2 	 2 	 239 	 1004 	 -2,9 	  
18:40 23.01.2019 	 3,26 	 3,09 	 1 	 2 	 234 	 1004 	 -3 	  
18:30 23.01.2019 	 3,1 	 2,95 	 1 	 2 	 227 	 1004 	 -2,4 	  
18:20 23.01.2019 	 2,94 	 2,74 	 1 	 2 	 217 	 1004 	 -2,1 	  
18:10 23.01.2019 	 2,78 	 2,56 	 1 	 2 	 195 	 1004 	 -1,6 	  
18:00 23.01.2019 	 2,61 	 2,39 	 2 	 3 	 137 	 1004 	 -1,4 	  
17:50 23.01.2019 	 2,43 	 2,28 	 2 	 2 	 210 	 1004 	 -1,3 	  
17:40 23.01.2019 	 2,26 	 2,05 	 2 	 3 	 208 	 1004 	 -1,8 	  
17:30 23.01.2019 	 2,08 	 1,88 	 1 	 2 	 194 	 1004 	 -1,8 	  
17:20 23.01.2019 	 1,91 	 1,71 	 2 	 2 	 225 	 1004 	 -2,1 	  
17:10 23.01.2019 	 1,74 	 1,51 	 2 	 2 	 209 	 1004 	 -2 	  
17:00 23.01.2019 	 1,57 	 1,35 	 1 	 2 	 179 	 1003 	 -1,5 	  
16:50 23.01.2019 	 1,41 	 1,2 	 1 	 2 	 193 	 1003 	 -1,5 	  
16:40 23.01.2019 	 1,25 	 1 	 1 	 2 	 174 	 1003 	 -1,1 	  
16:30 23.01.2019 	 1,1 	 0,91 	 2 	 5 	 150 	 1003 	 -0,9 	  
16:20 23.01.2019 	 0,96 	 0,77 	 2 	 3 	 145 	 1003 	 -0,8 	  
16:10 23.01.2019 	 0,82 	 0,67 	 1 	 2 	 172 	 1003 	 -0,9 	  
16:00 23.01.2019 	 0,7 	 0,53 	 1 	 3 	 162 	 1003 	 -1 	  
15:50 23.01.2019 	 0,59 	 0,41 	 2 	 4 	 115 	 1003 	 -0,3 	  
15:40 23.01.2019 	 0,5 	 0,35 	 4 	 5 	 96 	 1003 	 0 	  
15:30 23.01.2019 	 0,41 	 0,28 	 5 	 6 	 79 	 1003 	 0,2 	  
15:20 23.01.2019 	 0,35 	 0,18 	 5 	 6 	 72 	 1003 	 0,4 	  
15:10 23.01.2019 	 0,29 	 0,14 	 4 	 7 	 62 	 1003 	 0,6 	  
15:00 23.01.2019 	 0,26 	 0,11 	 4 	 7 	 59 	 1002 	 0,7 	  
14:50 23.01.2019 	 0,24 	 0,16 	 2 	 6 	 60 	 1003 	 0,7 	  
14:40 23.01.2019 	 0,23 	 0,14 	 2 	 5 	 48 	 1002 	 0,6 	  
14:30 23.01.2019 	 0,24 	 0,14 	 4 	 6 	 18 	 1002 	 0,5 	  
14:20 23.01.2019 	 0,27 	 0,19 	 4 	 7 	 25 	 1002 	 0,1 	  
14:10 23.01.2019 	 0,32 	 0,28 	 3 	 7 	 46 	 1002 	 0,3 	  
14:00 23.01.2019 	 0,38 	 0,34 	 3 	 7 	 22 	 1002 	 0,7 	  
13:50 23.01.2019 	 0,46 	 0,39 	 3 	 4 	 13 	 1002 	 0,6 	  
13:40 23.01.2019 	 0,55 	 0,51 	 2 	 5 	 35 	 1002 	 0,5 	  
13:30 23.01.2019 	 0,65 	 0,63 	 2 	 4 	 37 	 1002 	 0,6 	  
13:20 23.01.2019 	 0,77 	 0,72 	 2 	 4 	 63 	 1002 	 0,4 	  
13:10 23.01.2019 	 0,91 	 0,84 	 2 	 5 	 44 	 1001 	 0,3 	  
13:00 23.01.2019 	 1,05 	 0,99 	 1 	 2 	 264 	 1001 	 -0,1 	  
12:50 23.01.2019 	 1,21 	 1,16 	 1 	 2 	 238 	 1001 	 -0,3 	  
12:40 23.01.2019 	 1,37 	 1,35 	 1 	 1 	 245 	 1001 	 -0,5 	  
12:30 23.01.2019 	 1,54 	 1,48 	 2 	 2 	 235 	 1001 	 -0,4 	  
12:20 23.01.2019 	 1,72 	 1,61 	 2 	 2 	 235 	 1001 	 -0,5 	  
12:10 23.01.2019 	 1,9 	 1,82 	 2 	 2 	 231 	 1001 	 -0,6 	  
12:00 23.01.2019 	 2,09 	 1,99 	 2 	 2 	 230 	 1000 	 -0,8 	  
11:50 23.01.2019 	 2,28 	 2,16 	 2 	 3 	 236 	 1001 	 -1,1 	  
11:40 23.01.2019 	 2,47 	 2,32 	 2 	 2 	 226 	 1000 	 -1,1 	  
11:30 23.01.2019 	 2,65 	 2,53 	 1 	 1 	 226 	 1000 	 -0,9 	  
11:20 23.01.2019 	 2,84 	 2,69 	 1 	 2 	 114 	 1000 	 -0,2 	  
11:10 23.01.2019 	 3,03 	 2,88 	 2 	 3 	 96 	 1000 	 -0,1 	  
11:00 23.01.2019 	 3,2 	 3,06 	 3 	 4 	 85 	 1000 	 0 	  
10:50 23.01.2019 	 3,38 	 3,24 	 1 	 3 	 265 	 999 	 0 	  
10:40 23.01.2019 	 3,54 	 3,43 	 2 	 2 	 230 	 999 	 -0,1 	  
10:30 23.01.2019 	 3,7 	 3,6 	 2 	 2 	 223 	 999 	 -0 	  
10:20 23.01.2019 	 3,86 	 3,75 	 1 	 2 	 216 	 999 	 0,1 	  
10:10 23.01.2019 	 4 	 3,89 	 1 	 2 	 221 	 999 	 -0,1 	  
10:00 23.01.2019 	 4,13 	 4,06 	 1 	 1 	 215 	 998 	 0,1 	  
09:50 23.01.2019 	 4,25 	 4,19 	 1 	 2 	 138 	 998 	 0,3 	  
09:40 23.01.2019 	 4,36 	 4,27 	 0 	 1 	 135 	 998 	 0,1 	  
09:30 23.01.2019 	 4,45 	 4,37 	 0 	 1 	 240 	 998 	 0 	  
09:20 23.01.2019 	 4,54 	 4,51 	 1 	 2 	 264 	 998 	 -0,2 	  
09:10 23.01.2019 	 4,61 	 4,58 	 1 	 2 	 232 	 998 	 -0,2 	  
09:00 23.01.2019 	 4,67 	 4,6 	 1 	 2 	 230 	 998 	 -0,4 	  
08:50 23.01.2019 	 4,71 	 4,68 	 1 	 1 	 233 	 997 	 -0,1 	  
08:40 23.01.2019 	 4,74 	 4,71 	 1 	 1 	 235 	 997 	 0,1 	  
08:30 23.01.2019 	 4,76 	 4,73 	 2 	 2 	 236 	 997 	 0,2 	  
08:20 23.01.2019 	 4,76 	 4,7 	 2 	 3 	 235 	 997 	 0,2 	  
08:10 23.01.2019 	 4,74 	 4,7 	 1 	 2 	 234 	 997 	 0,1 	  
08:00 23.01.2019 	 4,71 	 4,71 	 1 	 2 	 205 	 997 	 0,3 	  
07:50 23.01.2019 	 4,67 	 4,66 	 1 	 2 	 225 	 997 	 0,1 	  
07:40 23.01.2019 	 4,61 	 4,59 	 1 	 2 	 232 	 997 	 -0,2 	  
07:30 23.01.2019 	 4,54 	 4,53 	 2 	 2 	 220 	 996 	 -0,3 	  
07:20 23.01.2019 	 4,46 	 4,44 	 1 	 2 	 215 	 996 	 -0,6 	  
07:10 23.01.2019 	 4,36 	 4,36 	 2 	 2 	 143 	 996 	 -0,1 	  
07:00 23.01.2019 	 4,25 	 4,24 	 1 	 2 	 132 	 996 	 -0,3 	  
06:50 23.01.2019 	 4,12 	 4,12 	 1 	 2 	 171 	 996 	 -0,3 	  
06:40 23.01.2019 	 3,99 	 3,99 	 2 	 3 	 142 	 996 	 -0,2 	  
06:30 23.01.2019 	 3,84 	 3,85 	 1 	 3 	 167 	 996 	 -0,7 	  
06:20 23.01.2019 	 3,69 	 3,65 	 1 	 1 	 248 	 995 	 -1,3 	  
06:10 23.01.2019 	 3,52 	 3,47 	 1 	 1 	 242 	 995 	 -1,2 	  
06:00 23.01.2019 	 3,35 	 3,34 	 2 	 2 	 239 	 995 	 -0,7 	  
05:50 23.01.2019 	 3,18 	 3,15 	 1 	 2 	 232 	 995 	 -0,5 	  
05:40 23.01.2019 	 2,99 	 2,97 	 1 	 2 	 238 	 995 	 -0,5 	  
05:30 23.01.2019 	 2,81 	 2,74 	 1 	 1 	 237 	 995 	 -0,7 	  
05:20 23.01.2019 	 2,62 	 2,58 	 1 	 1 	 243 	 995 	 -0,6 	  
05:10 23.01.2019 	 2,43 	 2,38 	 1 	 1 	 239 	 995 	 -0,6 	  
05:00 23.01.2019 	 2,24 	 2,17 	 1 	 1 	 239 	 995 	 -0,4 	  
04:50 23.01.2019 	 2,05 	 1,99 	 1 	 2 	 238 	 994 	 -0,5 	  
04:40 23.01.2019 	 1,87 	 1,79 	 2 	 2 	 244 	 994 	 -0,4 	  
04:30 23.01.2019 	 1,68 	 1,63 	 1 	 2 	 225 	 994 	 -0,5 	  
04:20 23.01.2019 	 1,51 	 1,43 	 2 	 2 	 240 	 994 	 -0,6 	  
04:10 23.01.2019 	 1,34 	 1,28 	 1 	 2 	 238 	 994 	 -0,8 	  
04:00 23.01.2019 	 1,18 	 1,11 	 1 	 2 	 277 	 994 	 -0,5 	  
03:50 23.01.2019 	 1,03 	 1,01 	 1 	 2 	 2 	 994 	 0,4 	  
03:40 23.01.2019 	 0,89 	 0,89 	 1 	 2 	 348 	 994 	 0,3 	  
03:30 23.01.2019 	 0,76 	 0,71 	 1 	 2 	 19 	 994 	 0,4 	  
03:20 23.01.2019 	 0,64 	 0,59 	 1 	 2 	 30 	 994 	 0,4 	  
03:10 23.01.2019 	 0,54 	 0,51 	 1 	 2 	 11 	 994 	 0,4 	  
03:00 23.01.2019 	 0,45 	 0,44 	 3 	 4 	 6 	 994 	 0,4 	  
02:50 23.01.2019 	 0,38 	 0,39 	 3 	 5 	 12 	 994 	 0,5 	  
02:40 23.01.2019 	 0,32 	 0,33 	 3 	 5 	 328 	 993 	 0,6 	  
02:30 23.01.2019 	 0,28 	 0,23 	 4 	 7 	 263 	 993 	 0,2 	  
02:20 23.01.2019 	 0,26 	 0,29 	 3 	 5 	 278 	 993 	 -0,5 	  
02:10 23.01.2019 	 0,25 	 0,23 	 5 	 8 	 289 	 994 	 -0,6 	  
02:00 23.01.2019 	 0,26 	 0,22 	 6 	 10 	 285 	 994 	 -0,3 	  
01:50 23.01.2019 	 0,29 	 0,29 	 4 	 7 	 285 	 993 	 0,5 	  
01:40 23.01.2019 	 0,33 	 0,36 	 3 	 5 	 269 	 993 	 0,5 	  
01:30 23.01.2019 	 0,39 	 0,36 	 4 	 6 	 298 	 993 	 0,5 	  
01:20 23.01.2019 	 0,46 	 0,44 	 5 	 9 	 275 	 993 	 0,8 	  
01:10 23.01.2019 	 0,55 	 0,56 	 5 	 8 	 263 	 993 	 1 	  
01:00 23.01.2019 	 0,66 	 0,63 	 3 	 6 	 269 	 993 	 0,7 	  
00:50 23.01.2019 	 0,77 	 0,77 	 4 	 5 	 289 	 993 	 0,7 	  
00:40 23.01.2019 	 0,9 	 0,86 	 4 	 5 	 270 	 993 	 0,8 	  
00:30 23.01.2019 	 1,04 	 1 	 5 	 8 	 262 	 993 	 0,8 	  
00:20 23.01.2019 	 1,19 	 1,15 	 5 	 9 	 275 	 993 	 1 	  
00:10 23.01.2019 	 1,34 	 1,29 	 6 	 9 	 287 	 993 	 1 	  
00:00 23.01.2019 	 1,51 	 1,44 	 5 	 8 	 276 	 993 	 1,2 	  
23:50 22.01.2019 	 1,67 	 1,62 	 5 	 7 	 271 	 993 	 0,8 	  
23:40 22.01.2019 	 1,84 	 1,78 	 6 	 9 	 265 	 993 	 1 	  
23:30 22.01.2019 	 2,02 	 1,95 	 6 	 9 	 249 	 993 	 1 	  
23:20 22.01.2019 	 2,19 	 2,1 	 6 	 10 	 255 	 992 	 0,7 	  
23:10 22.01.2019 	 2,37 	 2,27 	 6 	 9 	 258 	 992 	 0,8 	  
23:00 22.01.2019 	 2,54 	 2,48 	 7 	 12 	 252 	 992 	 0,8 	  
22:50 22.01.2019 	 2,71 	 2,63 	 7 	 11 	 258 	 992 	 0,8 	  
22:40 22.01.2019 	 2,88 	 2,81 	 5 	 9 	 277 	 992 	 1,1 	  
22:30 22.01.2019 	 3,04 	 2,97 	 6 	 8 	 285 	 992 	 0,8 	  
22:20 22.01.2019 	 3,2 	 3,12 	 6 	 8 	 285 	 992 	 1 	  
22:10 22.01.2019 	 3,35 	 3,29 	 6 	 8 	 278 	 992 	 1 	  
22:00 22.01.2019 	 3,49 	 3,38 	 6 	 10 	 272 	 992 	 1,1 	  
21:50 22.01.2019 	 3,62 	 3,5 	 6 	 10 	 269 	 992 	 1 	  
21:40 22.01.2019 	 3,74 	 3,63 	 6 	 9 	 276 	 992 	 1 	  
21:30 22.01.2019 	 3,85 	 3,8 	 6 	 9 	 287 	 992 	 0,9 	  
21:20 22.01.2019 	 3,96 	 3,86 	 6 	 10 	 271 	 992 	 0,9 	  
21:10 22.01.2019 	 4,05 	 3,95 	 5 	 9 	 259 	 992 	 0,7 	  
21:00 22.01.2019 	 4,13 	 3,99 	 6 	 9 	 262 	 992 	 0,5 	  
20:50 22.01.2019 	 4,19 	 4,08 	 6 	 11 	 280 	 992 	 0,3 	  
20:40 22.01.2019 	 4,25 	 4,15 	 5 	 9 	 271 	 992 	 1 	  
20:30 22.01.2019 	 4,29 	 4,2 	 6 	 9 	 282 	 992 	 0,9 	  
20:20 22.01.2019 	 4,32 	 4,18 	 5 	 7 	 286 	 992 	 0,9 	  
20:10 22.01.2019 	 4,33 	 4,24 	 6 	 8 	 290 	 992 	 0,7 	  
20:00 22.01.2019 	 4,33 	 4,23 	 5 	 8 	 289 	 991 	 0,5 	  
19:50 22.01.2019 	 4,32 	 4,24 	 6 	 9 	 294 	 992 	 0,6 	  
19:40 22.01.2019 	 4,29 	 4,21 	 6 	 10 	 297 	 991 	 0,7 	  
19:30 22.01.2019 	 4,25 	 4,15 	 7 	 11 	 296 	 991 	 0,7 	  
19:20 22.01.2019 	 4,2 	 4,14 	 7 	 10 	 293 	 991 	 0,6 	  
19:10 22.01.2019 	 4,13 	 4,04 	 7 	 11 	 289 	 991 	 0,7 	  
19:00 22.01.2019 	 4,06 	 4,02 	 7 	 10 	 297 	 991 	 0,5 	  
18:50 22.01.2019 	 3,96 	 3,9 	 6 	 11 	 289 	 991 	 0,9 	  
18:40 22.01.2019 	 3,86 	 3,78 	 6 	 9 	 287 	 991 	 0,6 	  
18:30 22.01.2019 	 3,75 	 3,73 	 6 	 9 	 285 	 990 	 0,7 	  
18:20 22.01.2019 	 3,62 	 3,61 	 7 	 11 	 269 	 990 	 0,5 	  
18:10 22.01.2019 	 3,49 	 3,49 	 7 	 12 	 246 	 990 	 0,3 	  
18:00 22.01.2019 	 3,34 	 3,34 	 7 	 13 	 262 	 990 	 0,1 	  
17:50 22.01.2019 	 3,19 	 3,15 	 9 	 14 	 281 	 990 	 -0,1 	  
17:40 22.01.2019 	 3,04 	 3 	 6 	 10 	 280 	 990 	 -0,3 	  
17:30 22.01.2019 	 2,87 	 2,82 	 6 	 10 	 254 	 990 	 -0,4 	  
17:20 22.01.2019 	 2,71 	 2,61 	 7 	 15 	 259 	 990 	 -0,6 	  
17:10 22.01.2019 	 2,53 	 2,46 	 8 	 16 	 283 	 990 	 -0,6 	  
17:00 22.01.2019 	 2,36 	 2,33 	 9 	 14 	 262 	 990 	 -0,1 	  
16:50 22.01.2019 	 2,19 	 2,12 	 10 	 16 	 247 	 990 	 0,6 	  
16:40 22.01.2019 	 2,01 	 1,97 	 8 	 14 	 248 	 990 	 0,6 	  
16:30 22.01.2019 	 1,84 	 1,8 	 10 	 19 	 249 	 990 	 0,4 	  
16:20 22.01.2019 	 1,67 	 1,63 	 8 	 15 	 255 	 990 	 0,4 	  
16:10 22.01.2019 	 1,5 	 1,47 	 7 	 13 	 258 	 990 	 0,8 	  
16:00 22.01.2019 	 1,34 	 1,31 	 8 	 17 	 251 	 990 	 1 	  
15:50 22.01.2019 	 1,19 	 1,19 	 8 	 14 	 247 	 990 	 1 	  
15:40 22.01.2019 	 1,05 	 1,03 	 8 	 14 	 249 	 990 	 0,9 	  
15:30 22.01.2019 	 0,91 	 0,9 	 9 	 14 	 250 	 990 	 0,7 	  
15:20 22.01.2019 	 0,79 	 0,77 	 8 	 13 	 247 	 990 	 0,7 	  
15:10 22.01.2019 	 0,67 	 0,71 	 7 	 14 	 250 	 990 	 0,8 	  
15:00 22.01.2019 	 0,57 	 0,57 	 5 	 11 	 264 	 990 	 0,6 	  
14:50 22.01.2019 	 0,48 	 0,51 	 5 	 9 	 253 	 990 	 0,7 	  
14:40 22.01.2019 	 0,41 	 0,44 	 6 	 11 	 246 	 990 	 0,6 	  
14:30 22.01.2019 	 0,35 	 0,33 	 6 	 11 	 263 	 990 	 0,4 	  
14:20 22.01.2019 	 0,3 	 0,32 	 5 	 10 	 247 	 990 	 0,3 	  
14:10 22.01.2019 	 0,28 	 0,32 	 6 	 10 	 244 	 990 	 0,2 	  
14:00 22.01.2019 	 0,27 	 0,32 	 5 	 9 	 229 	 990 	 -0 	  
13:50 22.01.2019 	 0,27 	 0,32 	 5 	 7 	 231 	 990 	 -0,1 	  
13:40 22.01.2019 	 0,29 	 0,32 	 5 	 8 	 235 	 990 	 -0,2 	  
13:30 22.01.2019 	 0,33 	 0,37 	 5 	 7 	 254 	 990 	 -0,3 	  
13:20 22.01.2019 	 0,39 	 0,42 	 7 	 13 	 250 	 990 	 -0,7 	  
13:10 22.01.2019 	 0,46 	 0,48 	 8 	 12 	 249 	 990 	 -0,4 	  
13:00 22.01.2019 	 0,54 	 0,59 	 6 	 9 	 251 	 990 	 -0,1 	  
12:50 22.01.2019 	 0,64 	 0,67 	 7 	 10 	 252 	 990 	 -0,1 	  
12:40 22.01.2019 	 0,76 	 0,75 	 5 	 8 	 242 	 990 	 -0 	  
12:30 22.01.2019 	 0,88 	 0,87 	 2 	 6 	 222 	 990 	 -0,5 	  
12:20 22.01.2019 	 1,02 	 1,03 	 1 	 2 	 216 	 990 	 -1 	  
12:10 22.01.2019 	 1,17 	 1,16 	 2 	 3 	 245 	 990 	 -1 	  
12:00 22.01.2019 	 1,33 	 1,3 	 3 	 4 	 295 	 990 	 -1,1 	  
11:50 22.01.2019 	 1,49 	 1,46 	 3 	 5 	 266 	 990 	 -0,4 	  
11:40 22.01.2019 	 1,66 	 1,61 	 4 	 4 	 240 	 990 	 -0,6 	  
11:30 22.01.2019 	 1,84 	 1,79 	 4 	 6 	 242 	 989 	 -0,8 	  
11:20 22.01.2019 	 2,02 	 1,95 	 4 	 6 	 247 	 989 	 -0,9 	  
11:10 22.01.2019 	 2,21 	 2,14 	 4 	 6 	 246 	 989 	 -1,2 	  
11:00 22.01.2019 	 2,39 	 2,29 	 5 	 7 	 246 	 989 	 -1,4 	  
10:50 22.01.2019 	 2,58 	 2,49 	 5 	 7 	 241 	 989 	 -1,6 	  
10:40 22.01.2019 	 2,76 	 2,69 	 5 	 7 	 242 	 989 	 -1,8 	  
10:30 22.01.2019 	 2,94 	 2,85 	 4 	 5 	 245 	 989 	 -1,3 	  
10:20 22.01.2019 	 3,12 	 3,04 	 5 	 6 	 245 	 989 	 -2 	  
10:10 22.01.2019 	 3,29 	 3,22 	 5 	 6 	 243 	 989 	 -2 	  
10:00 22.01.2019 	 3,45 	 3,38 	 5 	 6 	 242 	 988 	 -1,7 	  
09:50 22.01.2019 	 3,61 	 3,56 	 4 	 5 	 248 	 988 	 -1,5 	  
09:40 22.01.2019 	 3,76 	 3,7 	 3 	 5 	 247 	 988 	 -1,8 	  
09:30 22.01.2019 	 3,91 	 3,9 	 2 	 4 	 263 	 988 	 -1,5 	  
09:20 22.01.2019 	 4,04 	 4,06 	 1 	 2 	 274 	 988 	 -1,3 	  
09:10 22.01.2019 	 4,16 	 4,17 	 2 	 4 	 263 	 988 	 -1,1 	  
09:00 22.01.2019 	 4,27 	 4,31 	 4 	 6 	 252 	 988 	 -1,1 	  
08:50 22.01.2019 	 4,37 	 4,42 	 4 	 6 	 247 	 988 	 -1,3 	  
08:40 22.01.2019 	 4,46 	 4,52 	 5 	 5 	 246 	 987 	 -1,5 	  
08:30 22.01.2019 	 4,54 	 4,63 	 4 	 6 	 256 	 987 	 -1,7 	  
08:20 22.01.2019 	 4,6 	 4,68 	 5 	 6 	 254 	 988 	 -1,9 	  
08:10 22.01.2019 	 4,65 	 4,68 	 4 	 6 	 251 	 987 	 -1,7 	  
08:00 22.01.2019 	 4,69 	 4,73 	 3 	 5 	 263 	 987 	 -1,7 	  
07:50 22.01.2019 	 4,71 	 4,75 	 3 	 5 	 262 	 987 	 -1,8 	  
07:40 22.01.2019 	 4,72 	 4,73 	 4 	 5 	 267 	 987 	 -1,7 	  
07:30 22.01.2019 	 4,71 	 4,76 	 5 	 8 	 294 	 987 	 -1,6 	  
07:20 22.01.2019 	 4,69 	 4,76 	 6 	 9 	 300 	 987 	 -1,5 	  
07:10 22.01.2019 	 4,66 	 4,68 	 4 	 7 	 302 	 987 	 -0,7 	  
07:00 22.01.2019 	 4,61 	 4,7 	 6 	 9 	 319 	 986 	 -0,9 	  
06:50 22.01.2019 	 4,54 	 4,57 	 6 	 9 	 336 	 986 	 -0,4 	  
06:40 22.01.2019 	 4,47 	 4,52 	 5 	 8 	 288 	 986 	 -0,4 	  
06:30 22.01.2019 	 4,38 	 4,46 	 5 	 9 	 246 	 986 	 -0,6 	  
06:20 22.01.2019 	 4,27 	 4,34 	 4 	 8 	 258 	 986 	 -0,7 	  
06:10 22.01.2019 	 4,16 	 4,29 	 5 	 8 	 250 	 986 	 -0,7 	  
06:00 22.01.2019 	 4,03 	 4,1 	 5 	 7 	 267 	 986 	 -0,7 	  
05:50 22.01.2019 	 3,9 	 3,99 	 5 	 8 	 275 	 986 	 -0,9 	  
05:40 22.01.2019 	 3,75 	 3,88 	 5 	 8 	 282 	 985 	 -1,1 	  
05:30 22.01.2019 	 3,59 	 3,72 	 6 	 10 	 305 	 985 	 -1,5 	  
05:20 22.01.2019 	 3,43 	 3,53 	 5 	 10 	 315 	 985 	 -1 	  
05:10 22.01.2019 	 3,26 	 3,33 	 3 	 7 	 285 	 985 	 -1,3 	  
05:00 22.01.2019 	 3,08 	 3,21 	 6 	 7 	 304 	 985 	 -1,1 	  
04:50 22.01.2019 	 2,9 	 2,99 	 6 	 8 	 346 	 985 	 -0,8 	  
04:40 22.01.2019 	 2,72 	 2,89 	 8 	 11 	 354 	 984 	 -1 	  
04:30 22.01.2019 	 2,54 	 2,62 	 7 	 12 	 296 	 984 	 -0,6 	  
04:20 22.01.2019 	 2,35 	 2,45 	 4 	 6 	 282 	 984 	 -1,2 	  
04:10 22.01.2019 	 2,17 	 2,24 	 4 	 7 	 292 	 984 	 -1,5 	  
04:00 22.01.2019 	 1,98 	 2,05 	 6 	 9 	 323 	 984 	 -1,7 	  
03:50 22.01.2019 	 1,81 	 1,89 	 7 	 11 	 341 	 984 	 -1,3 	  
03:40 22.01.2019 	 1,63 	 1,71 	 4 	 7 	 327 	 983 	 -0,7 	  
03:30 22.01.2019 	 1,46 	 1,53 	 6 	 8 	 336 	 983 	 -0,8 	  
03:20 22.01.2019 	 1,3 	 1,31 	 6 	 8 	 344 	 983 	 -0,5 	  
03:10 22.01.2019 	 1,15 	 1,18 	 5 	 7 	 340 	 983 	 -0,6 	  
03:00 22.01.2019 	 1,01 	 1,06 	 5 	 6 	 342 	 983 	 -0,8 	  
02:50 22.01.2019 	 0,88 	 0,95 	 5 	 7 	 328 	 983 	 -0,9 	  
02:40 22.01.2019 	 0,76 	 0,81 	 6 	 9 	 334 	 983 	 -0,8 	  
02:30 22.01.2019 	 0,65 	 0,7 	 6 	 10 	 331 	 983 	 -0,7 	  
02:20 22.01.2019 	 0,56 	 0,65 	 6 	 8 	 340 	 983 	 -0,8 	  
02:10 22.01.2019 	 0,48 	 0,57 	 6 	 8 	 341 	 983 	 -0,9 	  
02:00 22.01.2019 	 0,42 	 0,55 	 7 	 9 	 344 	 983 	 -0,8 	  
01:50 22.01.2019 	 0,37 	 0,46 	 6 	 10 	 325 	 982 	 -1 	  
01:40 22.01.2019 	 0,34 	 0,5 	 7 	 10 	 328 	 982 	 -0,8 	  
01:30 22.01.2019 	 0,33 	 0,43 	 7 	 9 	 335 	 982 	 -0,8 	  
01:20 22.01.2019 	 0,33 	 0,39 	 8 	 11 	 338 	 982 	 -0,6 	  
01:10 22.01.2019 	 0,35 	 0,47 	 7 	 10 	 332 	 981 	 -0,6 	  
01:00 22.01.2019 	 0,38 	 0,49 	 7 	 10 	 334 	 981 	 -0,5 	  
00:50 22.01.2019 	 0,43 	 0,45 	 7 	 10 	 333 	 981 	 -0,6 	  
00:40 22.01.2019 	 0,5 	 0,6 	 8 	 11 	 330 	 981 	 -0,6 	  
00:30 22.01.2019 	 0,58 	 0,64 	 7 	 10 	 334 	 980 	 -0,6 	  
00:20 22.01.2019 	 0,67 	 0,78 	 7 	 9 	 334 	 980 	 -0,7 	  
00:10 22.01.2019 	 0,78 	 0,8 	 7 	 9 	 330 	 980 	 -0,7 	  
00:00 22.01.2019 	 0,9 	 0,97 	 7 	 11 	 320 	 980 	 -0,6 	  
23:50 21.01.2019 	 1,03 	 1,11 	 7 	 10 	 321 	 980 	 -0,6 	  
23:40 21.01.2019 	 1,16 	 1,24 	 8 	 11 	 331 	 980 	 -0,7 	  
23:30 21.01.2019 	 1,31 	 1,37 	 7 	 11 	 331 	 979 	 -0,4 	  
23:20 21.01.2019 	 1,46 	 1,5 	 9 	 12 	 329 	 979 	 -0,4 	  
23:10 21.01.2019 	 1,62 	 1,65 	 9 	 13 	 331 	 979 	 -0,1 	  
23:00 21.01.2019 	 1,78 	 1,83 	 9 	 13 	 331 	 978 	 -0,1 	  
22:50 21.01.2019 	 1,95 	 2,01 	 8 	 12 	 330 	 978 	 0,3 	  
22:40 21.01.2019 	 2,11 	 2,11 	 8 	 12 	 329 	 978 	 0,3 	  
22:30 21.01.2019 	 2,28 	 2,25 	 8 	 11 	 331 	 978 	 0,5 	  
22:20 21.01.2019 	 2,45 	 2,43 	 8 	 11 	 334 	 977 	 0,5 	  
22:10 21.01.2019 	 2,61 	 2,58 	 8 	 12 	 334 	 977 	 0,6 	  
22:00 21.01.2019 	 2,77 	 2,78 	 8 	 12 	 334 	 977 	 0,6 	  
21:50 21.01.2019 	 2,93 	 2,89 	 8 	 11 	 338 	 977 	 0,7 	  
