 Timabil 	 Flodatafla (m)	Sjavarhaed (m)	Vindur (m/s)	Hvida (m/s)	Vindatt (°)	Loftthrystingur (hpa)	Lofthiti (°C)	
16:00 07.01.2019 	 1,65 	 1,35 	 5 	 8 	 314 	 1023 	 3 	  
15:50 07.01.2019 	 1,53 	 1,23 	 6 	 10 	 286 	 1023 	 3,4 	  
15:40 07.01.2019 	 1,43 	 1,11 	 6 	 10 	 277 	 1022 	 3,4 	  
15:30 07.01.2019 	 1,33 	 1,05 	 8 	 12 	 281 	 1022 	 3,6 	  
15:20 07.01.2019 	 1,23 	 0,95 	 8 	 12 	 282 	 1022 	 3,6 	  
15:10 07.01.2019 	 1,15 	 0,87 	 8 	 12 	 280 	 1022 	 3,4 	  
15:00 07.01.2019 	 1,07 	 0,8 	 9 	 13 	 283 	 1022 	 3,6 	  
14:50 07.01.2019 	 1,01 	 0,75 	 9 	 13 	 281 	 1022 	 3,6 	  
14:40 07.01.2019 	 0,95 	 0,7 	 9 	 13 	 284 	 1021 	 3,5 	  
14:30 07.01.2019 	 0,91 	 0,69 	 9 	 13 	 286 	 1021 	 3,5 	  
14:20 07.01.2019 	 0,88 	 0,69 	 9 	 15 	 283 	 1021 	 3,5 	  
14:10 07.01.2019 	 0,86 	 0,7 	 10 	 15 	 283 	 1021 	 3,5 	  
14:00 07.01.2019 	 0,86 	 0,69 	 10 	 16 	 289 	 1021 	 3,5 	  
13:50 07.01.2019 	 0,86 	 0,71 	 9 	 15 	 287 	 1021 	 3,5 	  
13:40 07.01.2019 	 0,88 	 0,75 	 7 	 12 	 293 	 1021 	 3,4 	  
13:30 07.01.2019 	 0,91 	 0,77 	 7 	 10 	 278 	 1021 	 3,4 	  
13:20 07.01.2019 	 0,96 	 0,83 	 7 	 12 	 276 	 1020 	 3,5 	  
13:10 07.01.2019 	 1,01 	 0,85 	 6 	 9 	 277 	 1020 	 3,2 	  
13:00 07.01.2019 	 1,08 	 0,94 	 6 	 9 	 274 	 1020 	 3,2 	  
12:50 07.01.2019 	 1,16 	 1,01 	 5 	 8 	 268 	 1020 	 3,1 	  
12:40 07.01.2019 	 1,25 	 1,12 	 6 	 10 	 274 	 1020 	 3,1 	  
12:30 07.01.2019 	 1,35 	 1,2 	 8 	 11 	 279 	 1020 	 3,2 	  
12:20 07.01.2019 	 1,46 	 1,3 	 8 	 11 	 280 	 1020 	 3 	  
12:10 07.01.2019 	 1,57 	 1,44 	 8 	 11 	 279 	 1020 	 2,9 	  
12:00 07.01.2019 	 1,69 	 1,53 	 8 	 12 	 280 	 1020 	 2,8 	  
11:50 07.01.2019 	 1,82 	 1,65 	 7 	 12 	 279 	 1020 	 2,6 	  
11:40 07.01.2019 	 1,95 	 1,78 	 9 	 13 	 282 	 1020 	 2,7 	  
11:30 07.01.2019 	 2,09 	 1,92 	 8 	 12 	 275 	 1019 	 2,5 	  
11:20 07.01.2019 	 2,23 	 2,03 	 9 	 13 	 277 	 1019 	 2,4 	  
11:10 07.01.2019 	 2,37 	 2,17 	 9 	 12 	 282 	 1019 	 2,4 	  
11:00 07.01.2019 	 2,51 	 2,32 	 9 	 12 	 280 	 1019 	 2,4 	  
10:50 07.01.2019 	 2,64 	 2,46 	 8 	 12 	 281 	 1019 	 2,5 	  
10:40 07.01.2019 	 2,78 	 2,58 	 8 	 11 	 280 	 1019 	 2,5 	  
10:30 07.01.2019 	 2,92 	 2,71 	 8 	 11 	 286 	 1018 	 2,4 	  
10:20 07.01.2019 	 3,05 	 2,84 	 8 	 11 	 281 	 1018 	 2,5 	  
10:10 07.01.2019 	 3,17 	 2,96 	 9 	 13 	 283 	 1018 	 2,6 	  
10:00 07.01.2019 	 3,3 	 3,08 	 7 	 11 	 285 	 1018 	 2,7 	  
09:50 07.01.2019 	 3,41 	 3,2 	 8 	 11 	 283 	 1017 	 2,7 	  
09:40 07.01.2019 	 3,52 	 3,35 	 8 	 12 	 279 	 1017 	 2,8 	  
09:30 07.01.2019 	 3,62 	 3,46 	 8 	 13 	 281 	 1017 	 2,8 	  
09:20 07.01.2019 	 3,72 	 3,58 	 8 	 12 	 284 	 1017 	 2,7 	  
09:10 07.01.2019 	 3,8 	 3,62 	 8 	 13 	 281 	 1017 	 2,6 	  
09:00 07.01.2019 	 3,88 	 3,74 	 8 	 12 	 280 	 1017 	 2,8 	  
08:50 07.01.2019 	 3,95 	 3,83 	 8 	 12 	 283 	 1017 	 2,8 	  
08:40 07.01.2019 	 4,01 	 3,9 	 7 	 10 	 281 	 1016 	 2,7 	  
08:30 07.01.2019 	 4,06 	 3,95 	 6 	 9 	 278 	 1016 	 2,7 	  
08:20 07.01.2019 	 4,1 	 4,01 	 7 	 10 	 283 	 1016 	 2,6 	  
08:10 07.01.2019 	 4,13 	 4,03 	 6 	 9 	 287 	 1016 	 2,3 	  
08:00 07.01.2019 	 4,15 	 4,09 	 7 	 11 	 288 	 1015 	 2,3 	  
07:50 07.01.2019 	 4,16 	 4,09 	 7 	 10 	 291 	 1015 	 2,4 	  
07:40 07.01.2019 	 4,16 	 4,1 	 7 	 10 	 284 	 1015 	 2,5 	  
07:30 07.01.2019 	 4,15 	 4,09 	 7 	 11 	 287 	 1015 	 2,3 	  
07:20 07.01.2019 	 4,13 	 4,08 	 7 	 10 	 290 	 1014 	 2,1 	  
07:10 07.01.2019 	 4,09 	 4,02 	 7 	 13 	 315 	 1014 	 2,6 	  
07:00 07.01.2019 	 4,05 	 3,99 	 7 	 11 	 319 	 1014 	 2,6 	  
06:50 07.01.2019 	 4 	 3,93 	 8 	 12 	 328 	 1014 	 1,9 	  
06:40 07.01.2019 	 3,94 	 3,88 	 7 	 11 	 333 	 1013 	 2,9 	  
06:30 07.01.2019 	 3,86 	 3,82 	 5 	 8 	 295 	 1013 	 2,7 	  
06:20 07.01.2019 	 3,78 	 3,74 	 7 	 11 	 290 	 1013 	 2,6 	  
06:10 07.01.2019 	 3,69 	 3,66 	 6 	 10 	 294 	 1013 	 2,5 	  
06:00 07.01.2019 	 3,59 	 3,58 	 5 	 8 	 297 	 1013 	 2,5 	  
05:50 07.01.2019 	 3,49 	 3,46 	 5 	 8 	 300 	 1012 	 2,7 	  
05:40 07.01.2019 	 3,37 	 3,31 	 5 	 8 	 302 	 1012 	 2,7 	  
05:30 07.01.2019 	 3,26 	 3,22 	 7 	 12 	 319 	 1012 	 3,2 	  
05:20 07.01.2019 	 3,13 	 3,1 	 8 	 12 	 315 	 1012 	 3,3 	  
05:10 07.01.2019 	 3 	 2,96 	 7 	 10 	 306 	 1011 	 3 	  
05:00 07.01.2019 	 2,87 	 2,82 	 7 	 12 	 318 	 1011 	 3,5 	  
04:50 07.01.2019 	 2,74 	 2,7 	 5 	 9 	 312 	 1011 	 3,3 	  
04:40 07.01.2019 	 2,6 	 2,54 	 4 	 6 	 288 	 1011 	 2,4 	  
04:30 07.01.2019 	 2,46 	 2,39 	 4 	 8 	 307 	 1011 	 2,2 	  
04:20 07.01.2019 	 2,32 	 2,26 	 7 	 11 	 327 	 1010 	 2,4 	  
04:10 07.01.2019 	 2,19 	 2,13 	 5 	 7 	 331 	 1010 	 3,3 	  
04:00 07.01.2019 	 2,05 	 1,98 	 6 	 7 	 338 	 1010 	 3,1 	  
03:50 07.01.2019 	 1,92 	 1,83 	 5 	 7 	 328 	 1010 	 3,1 	  
03:40 07.01.2019 	 1,79 	 1,67 	 5 	 8 	 327 	 1010 	 3,1 	  
03:30 07.01.2019 	 1,67 	 1,57 	 6 	 8 	 335 	 1009 	 3,1 	  
03:20 07.01.2019 	 1,55 	 1,46 	 6 	 9 	 335 	 1009 	 3 	  
03:10 07.01.2019 	 1,44 	 1,36 	 6 	 9 	 329 	 1009 	 3,1 	  
03:00 07.01.2019 	 1,34 	 1,22 	 7 	 9 	 327 	 1009 	 2,9 	  
02:50 07.01.2019 	 1,24 	 1,11 	 7 	 10 	 327 	 1009 	 2,6 	  
02:40 07.01.2019 	 1,16 	 1,05 	 7 	 11 	 330 	 1009 	 2 	  
02:30 07.01.2019 	 1,08 	 0,96 	 7 	 10 	 323 	 1008 	 2,5 	  
02:20 07.01.2019 	 1,02 	 0,91 	 8 	 12 	 327 	 1008 	 2,4 	  
02:10 07.01.2019 	 0,96 	 0,85 	 7 	 11 	 326 	 1008 	 2,3 	  
02:00 07.01.2019 	 0,92 	 0,81 	 7 	 9 	 332 	 1008 	 2,8 	  
01:50 07.01.2019 	 0,89 	 0,77 	 7 	 9 	 324 	 1008 	 2,9 	  
01:40 07.01.2019 	 0,87 	 0,77 	 7 	 9 	 319 	 1007 	 2,8 	  
01:30 07.01.2019 	 0,86 	 0,76 	 7 	 10 	 310 	 1007 	 2,7 	  
01:20 07.01.2019 	 0,87 	 0,79 	 7 	 10 	 312 	 1007 	 2,7 	  
01:10 07.01.2019 	 0,88 	 0,82 	 6 	 10 	 314 	 1007 	 2,4 	  
01:00 07.01.2019 	 0,91 	 0,85 	 5 	 8 	 302 	 1007 	 2,5 	  
00:50 07.01.2019 	 0,95 	 0,89 	 6 	 8 	 309 	 1006 	 2,4 	  
00:40 07.01.2019 	 1,01 	 0,96 	 6 	 9 	 322 	 1006 	 2,6 	  
00:30 07.01.2019 	 1,07 	 1,01 	 6 	 8 	 324 	 1006 	 3,2 	  
00:20 07.01.2019 	 1,14 	 1,09 	 7 	 12 	 291 	 1006 	 4,1 	  
00:10 07.01.2019 	 1,23 	 1,19 	 5 	 10 	 269 	 1005 	 5,2 	  
00:00 07.01.2019 	 1,32 	 1,27 	 5 	 8 	 256 	 1005 	 5,4 	  
23:50 06.01.2019 	 1,42 	 1,38 	 5 	 9 	 227 	 1005 	 5,6 	  
23:40 06.01.2019 	 1,52 	 1,49 	 7 	 10 	 219 	 1005 	 5,4 	  
23:30 06.01.2019 	 1,64 	 1,58 	 6 	 10 	 214 	 1005 	 5,4 	  
23:20 06.01.2019 	 1,75 	 1,71 	 7 	 9 	 213 	 1005 	 5,5 	  
23:10 06.01.2019 	 1,87 	 1,82 	 7 	 10 	 216 	 1005 	 5,6 	  
23:00 06.01.2019 	 2 	 1,92 	 7 	 9 	 215 	 1005 	 5,6 	  
22:50 06.01.2019 	 2,12 	 2,08 	 8 	 11 	 214 	 1005 	 5,6 	  
22:40 06.01.2019 	 2,25 	 2,19 	 8 	 12 	 211 	 1005 	 5,9 	  
22:30 06.01.2019 	 2,37 	 2,32 	 7 	 11 	 204 	 1005 	 5,7 	  
22:20 06.01.2019 	 2,5 	 2,46 	 7 	 11 	 202 	 1005 	 5,8 	  
22:10 06.01.2019 	 2,62 	 2,61 	 6 	 10 	 198 	 1006 	 5,9 	  
22:00 06.01.2019 	 2,74 	 2,72 	 7 	 9 	 204 	 1006 	 5,9 	  
21:50 06.01.2019 	 2,86 	 2,85 	 6 	 8 	 201 	 1006 	 5,9 	  
21:40 06.01.2019 	 2,97 	 2,97 	 5 	 8 	 195 	 1006 	 5,8 	  
21:30 06.01.2019 	 3,08 	 3,09 	 6 	 10 	 185 	 1006 	 5,7 	  
21:20 06.01.2019 	 3,18 	 3,21 	 6 	 10 	 178 	 1006 	 5,8 	  
21:10 06.01.2019 	 3,28 	 3,3 	 6 	 8 	 186 	 1006 	 6 	  
21:00 06.01.2019 	 3,37 	 3,41 	 7 	 11 	 190 	 1006 	 6 	  
20:50 06.01.2019 	 3,45 	 3,45 	 7 	 10 	 181 	 1006 	 5,8 	  
20:40 06.01.2019 	 3,52 	 3,54 	 9 	 11 	 182 	 1007 	 5,7 	  
20:30 06.01.2019 	 3,59 	 3,61 	 8 	 13 	 188 	 1007 	 5,9 	  
20:20 06.01.2019 	 3,65 	 3,64 	 10 	 14 	 190 	 1007 	 6,1 	  
20:10 06.01.2019 	 3,7 	 3,74 	 9 	 15 	 193 	 1007 	 6,2 	  
20:00 06.01.2019 	 3,74 	 3,73 	 10 	 14 	 191 	 1007 	 6 	  
19:50 06.01.2019 	 3,77 	 3,73 	 10 	 15 	 190 	 1007 	 6 	  
19:40 06.01.2019 	 3,79 	 3,79 	 8 	 14 	 196 	 1007 	 5,8 	  
19:30 06.01.2019 	 3,8 	 3,81 	 8 	 13 	 204 	 1008 	 5,8 	  
19:20 06.01.2019 	 3,8 	 3,77 	 6 	 10 	 201 	 1008 	 5,7 	  
19:10 06.01.2019 	 3,79 	 3,75 	 6 	 9 	 202 	 1008 	 5,7 	  
19:00 06.01.2019 	 3,77 	 3,76 	 7 	 11 	 198 	 1008 	 5,7 	  
18:50 06.01.2019 	 3,74 	 3,74 	 8 	 12 	 194 	 1008 	 5,6 	  
18:40 06.01.2019 	 3,7 	 3,69 	 6 	 10 	 189 	 1009 	 5,5 	  
18:30 06.01.2019 	 3,65 	 3,64 	 6 	 9 	 187 	 1009 	 5,5 	  
18:20 06.01.2019 	 3,59 	 3,53 	 7 	 9 	 185 	 1009 	 5,6 	  
18:10 06.01.2019 	 3,52 	 3,51 	 7 	 12 	 191 	 1009 	 5,7 	  
18:00 06.01.2019 	 3,45 	 3,4 	 7 	 11 	 200 	 1009 	 5,8 	  
17:50 06.01.2019 	 3,36 	 3,29 	 7 	 12 	 192 	 1010 	 5,7 	  
17:40 06.01.2019 	 3,27 	 3,15 	 9 	 13 	 204 	 1010 	 5,6 	  
17:30 06.01.2019 	 3,17 	 3,1 	 9 	 13 	 202 	 1010 	 5,5 	  
17:20 06.01.2019 	 3,06 	 2,98 	 9 	 12 	 212 	 1010 	 5,6 	  
17:10 06.01.2019 	 2,95 	 2,81 	 9 	 15 	 205 	 1010 	 5,7 	  
17:00 06.01.2019 	 2,84 	 2,71 	 8 	 12 	 188 	 1010 	 5,6 	  
16:50 06.01.2019 	 2,72 	 2,63 	 8 	 14 	 208 	 1010 	 5,8 	  
16:40 06.01.2019 	 2,59 	 2,44 	 11 	 17 	 208 	 1011 	 6 	  
16:30 06.01.2019 	 2,46 	 2,33 	 10 	 15 	 207 	 1011 	 5,7 	  
16:20 06.01.2019 	 2,34 	 2,22 	 10 	 16 	 209 	 1011 	 5,7 	  
16:10 06.01.2019 	 2,21 	 2,08 	 9 	 14 	 217 	 1011 	 6,1 	  
16:00 06.01.2019 	 2,08 	 1,92 	 8 	 14 	 216 	 1011 	 5,4 	  
15:50 06.01.2019 	 1,95 	 1,79 	 9 	 15 	 207 	 1012 	 5,3 	  
15:40 06.01.2019 	 1,83 	 1,7 	 10 	 14 	 210 	 1012 	 5,7 	  
15:30 06.01.2019 	 1,71 	 1,52 	 7 	 11 	 225 	 1012 	 5,2 	  
15:20 06.01.2019 	 1,6 	 1,42 	 9 	 13 	 233 	 1012 	 4,8 	  
15:10 06.01.2019 	 1,49 	 1,29 	 8 	 12 	 211 	 1012 	 5,3 	  
15:00 06.01.2019 	 1,38 	 1,25 	 8 	 15 	 213 	 1012 	 5,7 	  
14:50 06.01.2019 	 1,29 	 1,12 	 7 	 12 	 206 	 1013 	 5,3 	  
14:40 06.01.2019 	 1,2 	 1 	 4 	 7 	 194 	 1013 	 3,9 	  
14:30 06.01.2019 	 1,12 	 0,95 	 6 	 9 	 195 	 1013 	 4,1 	  
14:20 06.01.2019 	 1,05 	 0,91 	 7 	 11 	 192 	 1013 	 4,2 	  
14:10 06.01.2019 	 0,99 	 0,83 	 8 	 13 	 200 	 1013 	 4,2 	  
14:00 06.01.2019 	 0,95 	 0,82 	 8 	 12 	 196 	 1014 	 4 	  
13:50 06.01.2019 	 0,91 	 0,75 	 8 	 12 	 200 	 1014 	 4,1 	  
13:40 06.01.2019 	 0,89 	 0,77 	 8 	 14 	 204 	 1014 	 4,1 	  
13:30 06.01.2019 	 0,88 	 0,72 	 9 	 13 	 202 	 1014 	 4,1 	  
13:20 06.01.2019 	 0,88 	 0,69 	 8 	 13 	 203 	 1015 	 4,2 	  
13:10 06.01.2019 	 0,89 	 0,81 	 9 	 12 	 206 	 1015 	 4 	  
13:00 06.01.2019 	 0,92 	 0,84 	 8 	 12 	 207 	 1015 	 3,9 	  
12:50 06.01.2019 	 0,95 	 0,88 	 7 	 10 	 209 	 1015 	 3,9 	  
12:40 06.01.2019 	 1,01 	 0,98 	 6 	 9 	 224 	 1015 	 4,1 	  
12:30 06.01.2019 	 1,07 	 0,99 	 8 	 12 	 230 	 1016 	 4,1 	  
12:20 06.01.2019 	 1,14 	 1,1 	 8 	 15 	 231 	 1016 	 3,9 	  
12:10 06.01.2019 	 1,22 	 1,16 	 8 	 14 	 232 	 1016 	 4,2 	  
12:00 06.01.2019 	 1,32 	 1,23 	 8 	 12 	 231 	 1016 	 4,3 	  
11:50 06.01.2019 	 1,42 	 1,36 	 9 	 12 	 234 	 1016 	 4,3 	  
11:40 06.01.2019 	 1,53 	 1,4 	 10 	 14 	 233 	 1016 	 4,2 	  
11:30 06.01.2019 	 1,65 	 1,55 	 8 	 12 	 230 	 1016 	 4,1 	  
11:20 06.01.2019 	 1,77 	 1,66 	 10 	 14 	 232 	 1016 	 4,1 	  
11:10 06.01.2019 	 1,9 	 1,78 	 8 	 12 	 232 	 1016 	 4 	  
11:00 06.01.2019 	 2,03 	 1,83 	 9 	 14 	 232 	 1017 	 3,9 	  
10:50 06.01.2019 	 2,16 	 1,96 	 10 	 14 	 234 	 1017 	 3,8 	  
10:40 06.01.2019 	 2,3 	 2,21 	 8 	 14 	 230 	 1016 	 3,4 	  
10:30 06.01.2019 	 2,44 	 2,23 	 9 	 13 	 233 	 1017 	 3,4 	  
10:20 06.01.2019 	 2,57 	 2,42 	 9 	 15 	 234 	 1017 	 3,5 	  
10:10 06.01.2019 	 2,71 	 2,6 	 9 	 15 	 238 	 1017 	 3,8 	  
10:00 06.01.2019 	 2,84 	 2,75 	 10 	 15 	 233 	 1017 	 3,7 	  
09:50 06.01.2019 	 2,98 	 2,9 	 8 	 11 	 232 	 1017 	 3,4 	  
09:40 06.01.2019 	 3,1 	 3,02 	 10 	 14 	 234 	 1017 	 3,4 	  
09:30 06.01.2019 	 3,22 	 3,11 	 10 	 14 	 241 	 1017 	 3,2 	  
09:20 06.01.2019 	 3,34 	 3,2 	 11 	 16 	 255 	 1017 	 3,2 	  
09:10 06.01.2019 	 3,45 	 3,35 	 11 	 17 	 250 	 1017 	 3,4 	  
09:00 06.01.2019 	 3,56 	 3,43 	 12 	 17 	 246 	 1017 	 3,4 	  
08:50 06.01.2019 	 3,65 	 3,59 	 11 	 17 	 244 	 1017 	 3,1 	  
08:40 06.01.2019 	 3,74 	 3,71 	 11 	 17 	 245 	 1017 	 3 	  
08:30 06.01.2019 	 3,82 	 3,78 	 11 	 17 	 244 	 1017 	 2,7 	  
08:20 06.01.2019 	 3,9 	 3,79 	 11 	 15 	 231 	 1017 	 3,2 	  
08:10 06.01.2019 	 3,96 	 3,88 	 11 	 15 	 229 	 1017 	 2,6 	  
08:00 06.01.2019 	 4,01 	 4,03 	 10 	 17 	 239 	 1017 	 3,2 	  
07:50 06.01.2019 	 4,06 	 4,09 	 9 	 14 	 250 	 1016 	 3,7 	  
07:40 06.01.2019 	 4,09 	 4,01 	 10 	 18 	 251 	 1016 	 3,5 	  
07:30 06.01.2019 	 4,11 	 4,07 	 9 	 13 	 240 	 1016 	 3,2 	  
07:20 06.01.2019 	 4,13 	 4,13 	 11 	 18 	 248 	 1017 	 2,9 	  
07:10 06.01.2019 	 4,13 	 4,12 	 11 	 20 	 248 	 1017 	 2,1 	  
07:00 06.01.2019 	 4,13 	 4,15 	 10 	 18 	 246 	 1017 	 2,7 	  
06:50 06.01.2019 	 4,11 	 4,11 	 10 	 20 	 256 	 1016 	 3,8 	  
06:40 06.01.2019 	 4,08 	 4,11 	 10 	 18 	 251 	 1017 	 3,7 	  
06:30 06.01.2019 	 4,04 	 4,07 	 9 	 18 	 245 	 1017 	 3,4 	  
06:20 06.01.2019 	 4 	 4,03 	 9 	 14 	 243 	 1017 	 3,3 	  
06:10 06.01.2019 	 3,94 	 3,92 	 8 	 17 	 239 	 1017 	 3,1 	  
06:00 06.01.2019 	 3,87 	 3,82 	 8 	 12 	 230 	 1017 	 2,6 	  
05:50 06.01.2019 	 3,8 	 3,76 	 10 	 18 	 240 	 1017 	 2,8 	  
05:40 06.01.2019 	 3,71 	 3,65 	 8 	 20 	 262 	 1017 	 2,9 	  
05:30 06.01.2019 	 3,62 	 3,59 	 6 	 16 	 250 	 1016 	 3,4 	  
05:20 06.01.2019 	 3,52 	 3,46 	 9 	 19 	 251 	 1017 	 3,4 	  
05:10 06.01.2019 	 3,41 	 3,39 	 8 	 15 	 260 	 1017 	 3,7 	  
05:00 06.01.2019 	 3,3 	 3,15 	 10 	 17 	 249 	 1016 	 4 	  
04:50 06.01.2019 	 3,18 	 3,13 	 12 	 19 	 246 	 1016 	 3,9 	  
04:40 06.01.2019 	 3,05 	 3,03 	 11 	 18 	 245 	 1016 	 3,8 	  
04:30 06.01.2019 	 2,93 	 2,85 	 11 	 19 	 246 	 1016 	 3,8 	  
04:20 06.01.2019 	 2,79 	 2,75 	 12 	 21 	 247 	 1016 	 3,9 	  
04:10 06.01.2019 	 2,66 	 2,57 	 11 	 19 	 249 	 1016 	 3,8 	  
04:00 06.01.2019 	 2,53 	 2,46 	 13 	 20 	 248 	 1016 	 3,9 	  
03:50 06.01.2019 	 2,39 	 2,28 	 15 	 24 	 245 	 1016 	 3,6 	  
03:40 06.01.2019 	 2,25 	 2,13 	 12 	 21 	 243 	 1016 	 3,5 	  
03:30 06.01.2019 	 2,12 	 1,98 	 13 	 20 	 247 	 1016 	 3,5 	  
03:20 06.01.2019 	 1,99 	 1,9 	 14 	 25 	 250 	 1016 	 3,5 	  
03:10 06.01.2019 	 1,86 	 1,75 	 12 	 24 	 247 	 1016 	 3,7 	  
03:00 06.01.2019 	 1,74 	 1,59 	 14 	 24 	 247 	 1016 	 3,3 	  
02:50 06.01.2019 	 1,62 	 1,44 	 14 	 22 	 246 	 1016 	 2,9 	  
02:40 06.01.2019 	 1,51 	 1,4 	 12 	 20 	 243 	 1016 	 2,1 	  
02:30 06.01.2019 	 1,41 	 1,28 	 13 	 24 	 253 	 1016 	 2,9 	  
02:20 06.01.2019 	 1,31 	 1,21 	 11 	 21 	 250 	 1016 	 3,7 	  
02:10 06.01.2019 	 1,22 	 1,05 	 13 	 23 	 245 	 1016 	 3,5 	  
02:00 06.01.2019 	 1,14 	 1 	 12 	 23 	 246 	 1016 	 3,4 	  
01:50 06.01.2019 	 1,07 	 0,91 	 13 	 21 	 243 	 1016 	 3,5 	  
01:40 06.01.2019 	 1,02 	 0,88 	 13 	 20 	 243 	 1016 	 3,5 	  
01:30 06.01.2019 	 0,97 	 0,86 	 14 	 22 	 248 	 1016 	 3,5 	  
01:20 06.01.2019 	 0,93 	 0,76 	 11 	 20 	 242 	 1015 	 3,6 	  
01:10 06.01.2019 	 0,91 	 0,77 	 13 	 21 	 245 	 1015 	 3,4 	  
01:00 06.01.2019 	 0,9 	 0,79 	 14 	 26 	 250 	 1015 	 3,3 	  
00:50 06.01.2019 	 0,9 	 0,77 	 15 	 25 	 246 	 1016 	 3,3 	  
00:40 06.01.2019 	 0,91 	 0,83 	 13 	 23 	 250 	 1016 	 3,2 	  
00:30 06.01.2019 	 0,93 	 0,82 	 13 	 23 	 250 	 1016 	 3,1 	  
00:20 06.01.2019 	 0,97 	 0,87 	 14 	 23 	 245 	 1016 	 3,4 	  
00:10 06.01.2019 	 1,02 	 0,92 	 14 	 22 	 250 	 1016 	 3,4 	  
00:00 06.01.2019 	 1,07 	 0,94 	 14 	 20 	 250 	 1016 	 3,1 	  
23:50 05.01.2019 	 1,14 	 1,02 	 14 	 24 	 247 	 1016 	 2,9 	  
23:40 05.01.2019 	 1,21 	 1,12 	 14 	 27 	 244 	 1016 	 3,3 	  
23:30 05.01.2019 	 1,3 	 1,21 	 14 	 22 	 249 	 1016 	 3,2 	  
23:20 05.01.2019 	 1,39 	 1,24 	 12 	 22 	 253 	 1016 	 3,1 	  
23:10 05.01.2019 	 1,49 	 1,36 	 15 	 25 	 246 	 1016 	 2,9 	  
23:00 05.01.2019 	 1,6 	 1,49 	 13 	 20 	 244 	 1016 	 3,3 	  
22:50 05.01.2019 	 1,71 	 1,57 	 11 	 20 	 239 	 1015 	 3,3 	  
22:40 05.01.2019 	 1,82 	 1,68 	 10 	 18 	 238 	 1015 	 2,9 	  
22:30 05.01.2019 	 1,94 	 1,81 	 13 	 29 	 248 	 1016 	 2,2 	  
22:20 05.01.2019 	 2,06 	 1,94 	 10 	 24 	 254 	 1016 	 2,8 	  
22:10 05.01.2019 	 2,18 	 2,06 	 13 	 20 	 245 	 1015 	 2,5 	  
22:00 05.01.2019 	 2,3 	 2,16 	 13 	 21 	 240 	 1015 	 2,5 	  
21:50 05.01.2019 	 2,43 	 2,28 	 13 	 18 	 245 	 1016 	 1,7 	  
21:40 05.01.2019 	 2,55 	 2,42 	 10 	 19 	 251 	 1015 	 1,9 	  
21:30 05.01.2019 	 2,66 	 2,57 	 11 	 21 	 249 	 1016 	 2,8 	  
21:20 05.01.2019 	 2,78 	 2,69 	 10 	 18 	 240 	 1015 	 2,5 	  
21:10 05.01.2019 	 2,89 	 2,77 	 10 	 16 	 232 	 1015 	 2,2 	  
21:00 05.01.2019 	 3 	 2,89 	 9 	 16 	 239 	 1015 	 2,1 	  
20:50 05.01.2019 	 3,1 	 3,05 	 10 	 14 	 246 	 1016 	 1,6 	  
20:40 05.01.2019 	 3,2 	 3,07 	 10 	 14 	 230 	 1015 	 2,1 	  
20:30 05.01.2019 	 3,29 	 3,23 	 10 	 15 	 236 	 1015 	 2 	  
20:20 05.01.2019 	 3,37 	 3,29 	 9 	 15 	 231 	 1015 	 1 	  
20:10 05.01.2019 	 3,45 	 3,35 	 9 	 14 	 240 	 1015 	 2,9 	  
20:00 05.01.2019 	 3,51 	 3,43 	 9 	 15 	 241 	 1015 	 3 	  
19:50 05.01.2019 	 3,57 	 3,49 	 9 	 14 	 237 	 1015 	 2,8 	  
19:40 05.01.2019 	 3,63 	 3,53 	 8 	 17 	 244 	 1015 	 2,4 	  
19:30 05.01.2019 	 3,67 	 3,57 	 8 	 16 	 240 	 1015 	 2,3 	  
19:20 05.01.2019 	 3,7 	 3,56 	 9 	 13 	 232 	 1015 	 1,9 	  
19:10 05.01.2019 	 3,73 	 3,61 	 10 	 18 	 231 	 1015 	 1,8 	  
19:00 05.01.2019 	 3,74 	 3,64 	 9 	 15 	 244 	 1015 	 2,5 	  
18:50 05.01.2019 	 3,75 	 3,63 	 7 	 15 	 249 	 1015 	 2,1 	  
18:40 05.01.2019 	 3,75 	 3,61 	 7 	 12 	 234 	 1015 	 2,7 	  
18:30 05.01.2019 	 3,73 	 3,63 	 7 	 12 	 233 	 1015 	 2,5 	  
18:20 05.01.2019 	 3,71 	 3,56 	 8 	 13 	 233 	 1015 	 2,2 	  
18:10 05.01.2019 	 3,68 	 3,55 	 7 	 15 	 245 	 1015 	 3,2 	  
18:00 05.01.2019 	 3,63 	 3,53 	 6 	 10 	 245 	 1015 	 3 	  
17:50 05.01.2019 	 3,58 	 3,43 	 7 	 11 	 243 	 1015 	 2,9 	  
17:40 05.01.2019 	 3,52 	 3,4 	 8 	 15 	 247 	 1015 	 3 	  
17:30 05.01.2019 	 3,45 	 3,34 	 7 	 18 	 249 	 1015 	 3 	  
17:20 05.01.2019 	 3,38 	 3,22 	 7 	 14 	 252 	 1015 	 3 	  
17:10 05.01.2019 	 3,29 	 3,15 	 8 	 13 	 247 	 1014 	 3,1 	  
17:00 05.01.2019 	 3,2 	 3,01 	 6 	 15 	 263 	 1014 	 3,1 	  
16:50 05.01.2019 	 3,1 	 2,95 	 6 	 13 	 246 	 1014 	 3,2 	  
16:40 05.01.2019 	 3 	 2,84 	 6 	 12 	 246 	 1014 	 3,2 	  
