 Timabil 	 Flodatafla (m)	Sjavarhaed (m)	Sjavarhaed (m)	Vindur (m/s)	Hvida (m/s)	Vindatt (deg)	Loftthrystingur (hpa)	Lofthiti (degC)	
08:30 30.01.2019 	 1,14 	 -6999 	 -6999 	 10 	 13 	 33 	 1003 	 -3 	  
08:20 30.01.2019 	 1,14 	 -6999 	 -6999 	 7 	 12 	 21 	 1003 	 -3,2 	  
08:10 30.01.2019 	 1,13 	 -6999 	 -6999 	 6 	 9 	 10 	 1003 	 -4,7 	  
08:00 30.01.2019 	 1,13 	 -6999 	 -6999 	 7 	 9 	 8 	 1003 	 -4,6 	  
07:50 30.01.2019 	 1,14 	 -6999 	 -6999 	 7 	 10 	 8 	 1003 	 -4,5 	  
07:40 30.01.2019 	 1,14 	 -6999 	 -6999 	 8 	 11 	 8 	 1003 	 -4,5 	  
07:30 30.01.2019 	 1,16 	 -6999 	 -6999 	 8 	 11 	 8 	 1003 	 -4 	  
07:20 30.01.2019 	 1,18 	 -6999 	 -6999 	 9 	 13 	 5 	 1003 	 -3,6 	  
07:10 30.01.2019 	 1,2 	 -6999 	 -6999 	 9 	 13 	 6 	 1003 	 -3,8 	  
07:00 30.01.2019 	 1,23 	 -6999 	 -6999 	 9 	 12 	 6 	 1003 	 -3,2 	  
06:50 30.01.2019 	 1,26 	 -6999 	 -6999 	 9 	 14 	 10 	 1003 	 -2,9 	  
06:40 30.01.2019 	 1,3 	 -6999 	 -6999 	 8 	 12 	 10 	 1003 	 -2,7 	  
06:30 30.01.2019 	 1,34 	 -6999 	 -6999 	 7 	 9 	 2 	 1003 	 -4,2 	  
06:20 30.01.2019 	 1,38 	 -6999 	 -6999 	 7 	 10 	 5 	 1003 	 -4,3 	  
06:10 30.01.2019 	 1,42 	 -6999 	 -6999 	 7 	 9 	 6 	 1003 	 -4,2 	  
06:00 30.01.2019 	 1,48 	 -6999 	 -6999 	 6 	 8 	 10 	 1003 	 -4 	  
05:50 30.01.2019 	 1,53 	 -6999 	 -6999 	 5 	 7 	 16 	 1003 	 -4,1 	  
05:40 30.01.2019 	 1,58 	 -6999 	 -6999 	 4 	 6 	 16 	 1003 	 -4,5 	  
05:30 30.01.2019 	 1,63 	 -6999 	 -6999 	 4 	 6 	 15 	 1004 	 -5,2 	  
05:20 30.01.2019 	 1,7 	 -6999 	 -6999 	 3 	 5 	 12 	 1004 	 -5,1 	  
05:10 30.01.2019 	 1,75 	 -6999 	 -6999 	 3 	 4 	 12 	 1004 	 -5,9 	  
05:00 30.01.2019 	 1,81 	 -6999 	 -6999 	 2 	 4 	 14 	 1004 	 -5,6 	  
04:50 30.01.2019 	 1,86 	 -6999 	 -6999 	 4 	 6 	 7 	 1004 	 -4,3 	  
04:40 30.01.2019 	 1,92 	 -6999 	 -6999 	 4 	 6 	 2 	 1003 	 -3,8 	  
04:30 30.01.2019 	 1,98 	 -6999 	 -6999 	 4 	 7 	 356 	 1003 	 -3,7 	  
04:20 30.01.2019 	 2,03 	 -6999 	 -6999 	 3 	 5 	 22 	 1003 	 -4,1 	  
04:10 30.01.2019 	 2,09 	 -6999 	 -6999 	 4 	 6 	 7 	 1003 	 -3,8 	  
04:00 30.01.2019 	 2,14 	 -6999 	 -6999 	 3 	 5 	 3 	 1004 	 -4,2 	  
03:50 30.01.2019 	 2,19 	 -6999 	 -6999 	 4 	 5 	 3 	 1004 	 -5,1 	  
03:40 30.01.2019 	 2,24 	 -6999 	 -6999 	 4 	 6 	 3 	 1004 	 -5,6 	  
03:30 30.01.2019 	 2,29 	 -6999 	 -6999 	 5 	 6 	 1 	 1004 	 -5,2 	  
03:20 30.01.2019 	 2,33 	 -6999 	 -6999 	 5 	 6 	 360 	 1004 	 -5,1 	  
03:10 30.01.2019 	 2,37 	 -6999 	 -6999 	 6 	 7 	 5 	 1004 	 -4,6 	  
03:00 30.01.2019 	 2,41 	 -6999 	 -6999 	 5 	 6 	 356 	 1004 	 -5,1 	  
02:50 30.01.2019 	 2,44 	 -6999 	 -6999 	 5 	 7 	 359 	 1004 	 -5,7 	  
02:40 30.01.2019 	 2,46 	 -6999 	 -6999 	 4 	 7 	 2 	 1004 	 -5 	  
02:30 30.01.2019 	 2,49 	 -6999 	 -6999 	 5 	 7 	 6 	 1004 	 -6 	  
02:20 30.01.2019 	 2,51 	 -6999 	 -6999 	 3 	 7 	 4 	 1004 	 -5,6 	  
02:10 30.01.2019 	 2,53 	 -6999 	 -6999 	 1 	 2 	 269 	 1004 	 -6,8 	  
02:00 30.01.2019 	 2,54 	 -6999 	 -6999 	 2 	 4 	 47 	 1004 	 -5,6 	  
01:50 30.01.2019 	 2,54 	 -6999 	 -6999 	 4 	 5 	 6 	 1004 	 -5,1 	  
01:40 30.01.2019 	 2,54 	 -6999 	 -6999 	 4 	 5 	 6 	 1004 	 -5,6 	  
01:30 30.01.2019 	 2,54 	 -6999 	 -6999 	 4 	 5 	 6 	 1004 	 -6,8 	  
01:20 30.01.2019 	 2,54 	 -6999 	 -6999 	 3 	 4 	 2 	 1004 	 -6,6 	  
01:10 30.01.2019 	 2,53 	 -6999 	 -6999 	 3 	 4 	 354 	 1004 	 -6,7 	  
01:00 30.01.2019 	 2,5 	 -6999 	 -6999 	 2 	 3 	 333 	 1004 	 -7,2 	  
00:50 30.01.2019 	 2,49 	 -6999 	 -6999 	 2 	 3 	 347 	 1004 	 -6,5 	  
00:40 30.01.2019 	 2,46 	 -6999 	 -6999 	 1 	 2 	 349 	 1004 	 -6,9 	  
00:30 30.01.2019 	 2,43 	 -6999 	 -6999 	 1 	 2 	 24 	 1004 	 -6,6 	  
00:20 30.01.2019 	 2,4 	 -6999 	 -6999 	 2 	 3 	 10 	 1004 	 -6,6 	  
00:10 30.01.2019 	 2,36 	 -6999 	 -6999 	 3 	 4 	 9 	 1004 	 -6,3 	  
00:00 30.01.2019 	 2,32 	 -6999 	 -6999 	 3 	 4 	 6 	 1004 	 -5,7 	  
23:50 29.01.2019 	 2,27 	 -6999 	 -6999 	 3 	 4 	 359 	 1004 	 -5,9 	  
23:40 29.01.2019 	 2,22 	 -6999 	 -6999 	 3 	 4 	 352 	 1004 	 -6 	  
23:30 29.01.2019 	 2,18 	 -6999 	 -6999 	 4 	 5 	 8 	 1004 	 -6,4 	  
23:20 29.01.2019 	 2,12 	 -6999 	 -6999 	 2 	 4 	 4 	 1004 	 -6,3 	  
23:10 29.01.2019 	 2,06 	 -6999 	 -6999 	 3 	 4 	 358 	 1004 	 -6,5 	  
23:00 29.01.2019 	 2,01 	 -6999 	 -6999 	 2 	 3 	 5 	 1004 	 -5,9 	  
22:50 29.01.2019 	 1,95 	 -6999 	 -6999 	 2 	 3 	 23 	 1004 	 -5,3 	  
22:40 29.01.2019 	 1,89 	 -6999 	 -6999 	 3 	 4 	 16 	 1004 	 -6,8 	  
22:30 29.01.2019 	 1,83 	 -6999 	 -6999 	 3 	 5 	 0 	 1004 	 -6,4 	  
22:20 29.01.2019 	 1,77 	 -6999 	 -6999 	 2 	 3 	 11 	 1003 	 -6,7 	  
22:10 29.01.2019 	 1,71 	 -6999 	 -6999 	 3 	 4 	 10 	 1003 	 -6,3 	  
22:00 29.01.2019 	 1,65 	 -6999 	 -6999 	 3 	 4 	 33 	 1003 	 -4,6 	  
21:50 29.01.2019 	 1,59 	 -6999 	 -6999 	 3 	 5 	 32 	 1004 	 -5,8 	  
21:40 29.01.2019 	 1,54 	 -6999 	 -6999 	 4 	 6 	 10 	 1003 	 -5,9 	  
21:30 29.01.2019 	 1,48 	 -6999 	 -6999 	 2 	 4 	 16 	 1003 	 -5,7 	  
21:20 29.01.2019 	 1,43 	 -6999 	 -6999 	 3 	 4 	 20 	 1003 	 -5,8 	  
21:10 29.01.2019 	 1,38 	 -6999 	 -6999 	 2 	 4 	 13 	 1003 	 -6 	  
21:00 29.01.2019 	 1,33 	 -6999 	 -6999 	 3 	 4 	 16 	 1003 	 -5,5 	  
20:50 29.01.2019 	 1,29 	 -6999 	 -6999 	 3 	 4 	 5 	 1003 	 -5,6 	  
20:40 29.01.2019 	 1,25 	 -6999 	 -6999 	 2 	 3 	 25 	 1003 	 -6,2 	  
20:30 29.01.2019 	 1,21 	 -6999 	 -6999 	 2 	 3 	 13 	 1003 	 -5,4 	  
20:20 29.01.2019 	 1,18 	 -6999 	 -6999 	 1 	 3 	 5 	 1003 	 -6,4 	  
20:10 29.01.2019 	 1,14 	 -6999 	 -6999 	 1 	 3 	 344 	 1003 	 -6,1 	  
20:00 29.01.2019 	 1,12 	 -6999 	 -6999 	 1 	 2 	 52 	 1003 	 -4,5 	  
19:50 29.01.2019 	 1,1 	 -6999 	 -6999 	 3 	 4 	 25 	 1003 	 -4 	  
19:40 29.01.2019 	 1,09 	 -6999 	 -6999 	 4 	 5 	 339 	 1003 	 -4,4 	  
19:30 29.01.2019 	 1,07 	 -6999 	 -6999 	 3 	 5 	 356 	 1003 	 -3,3 	  
19:20 29.01.2019 	 1,06 	 -6999 	 -6999 	 2 	 4 	 346 	 1003 	 -4,3 	  
19:10 29.01.2019 	 1,06 	 -6999 	 -6999 	 1 	 2 	 357 	 1002 	 -3,5 	  
19:00 29.01.2019 	 1,07 	 -6999 	 -6999 	 3 	 7 	 47 	 1002 	 -4,1 	  
18:50 29.01.2019 	 1,08 	 -6999 	 -6999 	 5 	 7 	 347 	 1002 	 -4,5 	  
18:40 29.01.2019 	 1,09 	 -6999 	 -6999 	 4 	 7 	 356 	 1002 	 -4,2 	  
18:30 29.01.2019 	 1,1 	 -6999 	 -6999 	 5 	 7 	 346 	 1002 	 -4 	  
18:20 29.01.2019 	 1,13 	 -6999 	 -6999 	 4 	 5 	 357 	 1002 	 -5,2 	  
18:10 29.01.2019 	 1,15 	 -6999 	 -6999 	 5 	 7 	 355 	 1002 	 -4,5 	  
18:00 29.01.2019 	 1,18 	 -6999 	 -6999 	 5 	 7 	 358 	 1002 	 -4,6 	  
17:50 29.01.2019 	 1,22 	 -6999 	 -6999 	 5 	 7 	 358 	 1002 	 -4,6 	  
17:40 29.01.2019 	 1,26 	 -6999 	 -6999 	 5 	 7 	 351 	 1002 	 -5,2 	  
17:30 29.01.2019 	 1,3 	 -6999 	 -6999 	 4 	 6 	 351 	 1002 	 -4,3 	  
17:20 29.01.2019 	 1,34 	 -6999 	 -6999 	 5 	 8 	 2 	 1002 	 -3,9 	  
17:10 29.01.2019 	 1,38 	 -6999 	 -6999 	 6 	 8 	 6 	 1002 	 -4,2 	  
17:00 29.01.2019 	 1,43 	 -6999 	 -6999 	 6 	 8 	 10 	 1001 	 -5,2 	  
16:50 29.01.2019 	 1,49 	 -6999 	 -6999 	 5 	 7 	 19 	 1001 	 -4,1 	  
16:40 29.01.2019 	 1,54 	 -6999 	 -6999 	 5 	 8 	 13 	 1001 	 -3,8 	  
16:30 29.01.2019 	 1,6 	 -6999 	 -6999 	 5 	 7 	 10 	 1001 	 -4,2 	  
16:20 29.01.2019 	 1,66 	 -6999 	 -6999 	 5 	 7 	 11 	 1001 	 -3,9 	  
16:10 29.01.2019 	 1,71 	 -6999 	 -6999 	 4 	 7 	 5 	 1001 	 -3,6 	  
16:00 29.01.2019 	 1,77 	 -6999 	 -6999 	 6 	 8 	 6 	 1001 	 -3,3 	  
15:50 29.01.2019 	 1,82 	 -6999 	 -6999 	 6 	 8 	 7 	 1001 	 -3,2 	  
15:40 29.01.2019 	 1,89 	 -6999 	 -6999 	 5 	 7 	 6 	 1001 	 -3,6 	  
15:30 29.01.2019 	 1,94 	 -6999 	 -6999 	 5 	 7 	 8 	 1001 	 -4 	  
15:20 29.01.2019 	 2 	 -6999 	 -6999 	 6 	 8 	 7 	 1001 	 -3,6 	  
15:10 29.01.2019 	 2,05 	 -6999 	 -6999 	 6 	 8 	 8 	 1001 	 -3,7 	  
15:00 29.01.2019 	 2,1 	 -6999 	 -6999 	 6 	 9 	 7 	 1001 	 -3,9 	  
14:50 29.01.2019 	 2,15 	 -6999 	 -6999 	 5 	 7 	 5 	 1001 	 -4,6 	  
14:40 29.01.2019 	 2,2 	 -6999 	 -6999 	 4 	 6 	 356 	 1001 	 -4,2 	  
14:30 29.01.2019 	 2,25 	 -6999 	 -6999 	 4 	 6 	 355 	 1001 	 -4,1 	  
14:20 29.01.2019 	 2,29 	 -6999 	 -6999 	 4 	 6 	 357 	 1001 	 -4,6 	  
14:10 29.01.2019 	 2,33 	 -6999 	 -6999 	 3 	 5 	 352 	 1001 	 -5 	  
14:00 29.01.2019 	 2,36 	 -6999 	 -6999 	 2 	 5 	 317 	 1000 	 -5,8 	  
13:50 29.01.2019 	 2,39 	 -6999 	 -6999 	 1 	 2 	 280 	 1000 	 -6,2 	  
13:40 29.01.2019 	 2,42 	 -6999 	 -6999 	 1 	 2 	 260 	 1000 	 -5,9 	  
13:30 29.01.2019 	 2,44 	 -6999 	 -6999 	 1 	 2 	 343 	 1000 	 -5 	  
13:20 29.01.2019 	 2,46 	 -6999 	 -6999 	 1 	 2 	 332 	 1001 	 -5,1 	  
13:10 29.01.2019 	 2,47 	 -6999 	 -6999 	 1 	 2 	 333 	 1001 	 -4,5 	  
13:00 29.01.2019 	 2,48 	 -6999 	 -6999 	 2 	 2 	 319 	 1001 	 -5,1 	  
12:50 29.01.2019 	 2,49 	 -6999 	 -6999 	 2 	 3 	 282 	 1000 	 -7,6 	  
12:40 29.01.2019 	 2,48 	 -6999 	 -6999 	 1 	 3 	 273 	 1000 	 -6,7 	  
12:30 29.01.2019 	 2,48 	 -6999 	 -6999 	 3 	 4 	 342 	 1000 	 -5,4 	  
12:20 29.01.2019 	 2,46 	 -6999 	 -6999 	 3 	 4 	 352 	 1001 	 -6,4 	  
12:10 29.01.2019 	 2,45 	 -6999 	 -6999 	 3 	 4 	 357 	 1000 	 -6,4 	  
12:00 29.01.2019 	 2,43 	 -6999 	 -6999 	 3 	 4 	 356 	 1000 	 -6,4 	  
11:50 29.01.2019 	 2,4 	 -6999 	 -6999 	 3 	 4 	 358 	 1000 	 -6,4 	  
11:40 29.01.2019 	 2,38 	 -6999 	 -6999 	 3 	 4 	 353 	 1000 	 -7,3 	  
11:30 29.01.2019 	 2,34 	 -6999 	 -6999 	 3 	 5 	 3 	 1000 	 -7,7 	  
11:20 29.01.2019 	 2,3 	 -6999 	 -6999 	 3 	 5 	 357 	 1000 	 -7,5 	  
11:10 29.01.2019 	 2,26 	 -6999 	 -6999 	 2 	 5 	 351 	 1000 	 -7,6 	  
11:00 29.01.2019 	 2,22 	 -6999 	 -6999 	 2 	 3 	 334 	 1000 	 -8,1 	  
10:50 29.01.2019 	 2,16 	 -6999 	 -6999 	 2 	 4 	 311 	 1000 	 -8,6 	  
10:40 29.01.2019 	 2,11 	 -6999 	 -6999 	 1 	 2 	 344 	 1000 	 -7,2 	  
10:30 29.01.2019 	 2,06 	 -6999 	 -6999 	 1 	 2 	 354 	 1000 	 -7 	  
10:20 29.01.2019 	 2 	 -6999 	 -6999 	 2 	 3 	 18 	 1000 	 -6,5 	  
10:10 29.01.2019 	 1,94 	 -6999 	 -6999 	 1 	 2 	 6 	 1000 	 -7,8 	  
10:00 29.01.2019 	 1,88 	 -6999 	 -6999 	 2 	 3 	 343 	 1000 	 -7,9 	  
09:50 29.01.2019 	 1,82 	 -6999 	 -6999 	 3 	 4 	 344 	 1000 	 -7,9 	  
09:40 29.01.2019 	 1,76 	 -6999 	 -6999 	 2 	 4 	 345 	 999 	 -8 	  
09:30 29.01.2019 	 1,7 	 -6999 	 -6999 	 2 	 3 	 342 	 999 	 -7,8 	  
09:20 29.01.2019 	 1,64 	 -6999 	 -6999 	 2 	 3 	 342 	 999 	 -7,7 	  
09:10 29.01.2019 	 1,58 	 -6999 	 -6999 	 2 	 2 	 338 	 999 	 -7,8 	  
09:00 29.01.2019 	 1,52 	 -6999 	 -6999 	 2 	 3 	 341 	 999 	 -8 	  
08:50 29.01.2019 	 1,46 	 -6999 	 -6999 	 2 	 3 	 343 	 999 	 -7,6 	  
08:40 29.01.2019 	 1,42 	 -6999 	 -6999 	 1 	 2 	 5 	 999 	 -7,7 	  
08:30 29.01.2019 	 1,36 	 -6999 	 -6999 	 1 	 2 	 2 	 999 	 -7,7 	  
08:20 29.01.2019 	 1,31 	 -6999 	 -6999 	 1 	 2 	 18 	 999 	 -7,3 	  
08:10 29.01.2019 	 1,27 	 -6999 	 -6999 	 1 	 1 	 15 	 999 	 -7,2 	  
08:00 29.01.2019 	 1,23 	 -6999 	 -6999 	 1 	 1 	 7 	 999 	 -7,2 	  
07:50 29.01.2019 	 1,19 	 -6999 	 -6999 	 1 	 2 	 4 	 999 	 -6,4 	  
07:40 29.01.2019 	 1,16 	 -6999 	 -6999 	 2 	 3 	 359 	 999 	 -6,6 	  
07:30 29.01.2019 	 1,14 	 -6999 	 -6999 	 1 	 2 	 346 	 999 	 -6,8 	  
07:20 29.01.2019 	 1,11 	 -6999 	 -6999 	 1 	 2 	 353 	 999 	 -7,4 	  
07:10 29.01.2019 	 1,09 	 -6999 	 -6999 	 1 	 2 	 15 	 999 	 -6,6 	  
07:00 29.01.2019 	 1,08 	 -6999 	 -6999 	 1 	 2 	 13 	 999 	 -6,2 	  
06:50 29.01.2019 	 1,07 	 -6999 	 -6999 	 1 	 2 	 337 	 999 	 -7,6 	  
06:40 29.01.2019 	 1,06 	 -6999 	 -6999 	 1 	 2 	 359 	 999 	 -7,2 	  
06:30 29.01.2019 	 1,07 	 -6999 	 -6999 	 2 	 4 	 24 	 999 	 -5,9 	  
06:20 29.01.2019 	 1,08 	 -6999 	 -6999 	 3 	 3 	 16 	 999 	 -4,9 	  
06:10 29.01.2019 	 1,09 	 -6999 	 -6999 	 2 	 3 	 23 	 998 	 -4,9 	  
06:00 29.01.2019 	 1,1 	 -6999 	 -6999 	 2 	 4 	 42 	 998 	 -4,1 	  
05:50 29.01.2019 	 1,13 	 -6999 	 -6999 	 3 	 4 	 83 	 998 	 -4,1 	  
05:40 29.01.2019 	 1,16 	 -6999 	 -6999 	 3 	 5 	 59 	 998 	 -5,7 	  
05:30 29.01.2019 	 1,19 	 -6999 	 -6999 	 1 	 4 	 344 	 998 	 -6,4 	  
05:20 29.01.2019 	 1,22 	 -6999 	 -6999 	 1 	 2 	 349 	 998 	 -6,3 	  
05:10 29.01.2019 	 1,26 	 -6999 	 -6999 	 2 	 3 	 23 	 998 	 -6 	  
05:00 29.01.2019 	 1,31 	 -6999 	 -6999 	 3 	 5 	 27 	 998 	 -5,8 	  
04:50 29.01.2019 	 1,36 	 -6999 	 -6999 	 2 	 5 	 348 	 998 	 -7,2 	  
04:40 29.01.2019 	 1,42 	 -6999 	 -6999 	 1 	 2 	 328 	 998 	 -7,3 	  
04:30 29.01.2019 	 1,46 	 -6999 	 -6999 	 3 	 5 	 359 	 998 	 -7,3 	  
04:20 29.01.2019 	 1,53 	 -6999 	 -6999 	 4 	 5 	 36 	 998 	 -5,7 	  
04:10 29.01.2019 	 1,58 	 -6999 	 -6999 	 3 	 5 	 52 	 998 	 -3,9 	  
04:00 29.01.2019 	 1,65 	 -6999 	 -6999 	 3 	 4 	 18 	 998 	 -7,5 	  
03:50 29.01.2019 	 1,71 	 -6999 	 -6999 	 2 	 3 	 1 	 998 	 -7,8 	  
03:40 29.01.2019 	 1,78 	 -6999 	 -6999 	 1 	 2 	 7 	 998 	 -8,5 	  
03:30 29.01.2019 	 1,84 	 -6999 	 -6999 	 1 	 2 	 346 	 998 	 -8,6 	  
03:20 29.01.2019 	 1,9 	 -6999 	 -6999 	 2 	 2 	 338 	 998 	 -8,8 	  
03:10 29.01.2019 	 1,96 	 -6999 	 -6999 	 2 	 3 	 323 	 998 	 -9,1 	  
03:00 29.01.2019 	 2,02 	 -6999 	 -6999 	 1 	 2 	 334 	 998 	 -8,7 	  
02:50 29.01.2019 	 2,09 	 -6999 	 -6999 	 2 	 2 	 326 	 998 	 -9 	  
02:40 29.01.2019 	 2,14 	 -6999 	 -6999 	 1 	 2 	 321 	 998 	 -8,8 	  
02:30 29.01.2019 	 2,2 	 -6999 	 -6999 	 1 	 2 	 331 	 998 	 -7,8 	  
02:20 29.01.2019 	 2,26 	 -6999 	 -6999 	 1 	 3 	 343 	 998 	 -7,1 	  
02:10 29.01.2019 	 2,31 	 -6999 	 -6999 	 2 	 3 	 356 	 998 	 -7,5 	  
02:00 29.01.2019 	 2,35 	 -6999 	 -6999 	 3 	 4 	 350 	 998 	 -7,1 	  
01:50 29.01.2019 	 2,4 	 -6999 	 -6999 	 2 	 3 	 340 	 998 	 -6,7 	  
01:40 29.01.2019 	 2,44 	 -6999 	 -6999 	 2 	 3 	 338 	 998 	 -6,2 	  
01:30 29.01.2019 	 2,48 	 -6999 	 -6999 	 2 	 3 	 339 	 998 	 -5,7 	  
01:20 29.01.2019 	 2,51 	 -6999 	 -6999 	 2 	 3 	 29 	 998 	 -4,5 	  
01:10 29.01.2019 	 2,54 	 -6999 	 -6999 	 4 	 6 	 67 	 998 	 -3,9 	  
01:00 29.01.2019 	 2,56 	 -6999 	 -6999 	 6 	 7 	 83 	 998 	 -1,8 	  
00:50 29.01.2019 	 2,58 	 -6999 	 -6999 	 5 	 7 	 91 	 998 	 -2 	  
00:40 29.01.2019 	 2,58 	 -6999 	 -6999 	 5 	 6 	 88 	 998 	 -2,3 	  
00:30 29.01.2019 	 2,59 	 -6999 	 -6999 	 4 	 6 	 89 	 998 	 -2,2 	  
00:20 29.01.2019 	 2,6 	 -6999 	 -6999 	 4 	 5 	 70 	 997 	 -2,4 	  
00:10 29.01.2019 	 2,59 	 -6999 	 -6999 	 4 	 5 	 69 	 997 	 -2,6 	  
00:00 29.01.2019 	 2,58 	 -6999 	 -6999 	 4 	 5 	 67 	 997 	 -2,3 	  
23:50 28.01.2019 	 2,57 	 -6999 	 -6999 	 4 	 6 	 61 	 997 	 -3 	  
23:40 28.01.2019 	 2,55 	 -6999 	 -6999 	 4 	 6 	 66 	 997 	 -2,9 	  
23:30 28.01.2019 	 2,53 	 -6999 	 -6999 	 4 	 6 	 73 	 997 	 -2,6 	  
23:20 28.01.2019 	 2,5 	 -6999 	 -6999 	 4 	 6 	 60 	 997 	 -3,3 	  
23:10 28.01.2019 	 2,46 	 -6999 	 -6999 	 5 	 6 	 62 	 997 	 -2,9 	  
23:00 28.01.2019 	 2,42 	 -6999 	 -6999 	 4 	 6 	 67 	 997 	 -2,4 	  
22:50 28.01.2019 	 2,38 	 -6999 	 -6999 	 5 	 7 	 67 	 997 	 -2,3 	  
22:40 28.01.2019 	 2,34 	 -6999 	 -6999 	 5 	 7 	 79 	 997 	 -1,8 	  
22:30 28.01.2019 	 2,28 	 -6999 	 -6999 	 5 	 7 	 74 	 997 	 -1,9 	  
22:20 28.01.2019 	 2,22 	 -6999 	 -6999 	 5 	 7 	 74 	 997 	 -2,1 	  
22:10 28.01.2019 	 2,17 	 -6999 	 -6999 	 5 	 7 	 73 	 997 	 -1,8 	  
22:00 28.01.2019 	 2,11 	 -6999 	 -6999 	 5 	 8 	 72 	 997 	 -2,1 	  
21:50 28.01.2019 	 2,05 	 -6999 	 -6999 	 6 	 8 	 62 	 997 	 -1,9 	  
21:40 28.01.2019 	 1,98 	 -6999 	 -6999 	 5 	 7 	 54 	 997 	 -2,3 	  
21:30 28.01.2019 	 1,91 	 -6999 	 -6999 	 6 	 7 	 63 	 997 	 -1,9 	  
21:20 28.01.2019 	 1,85 	 -6999 	 -6999 	 6 	 9 	 74 	 997 	 -1,9 	  
21:10 28.01.2019 	 1,78 	 -6999 	 -6999 	 7 	 9 	 88 	 997 	 -1,4 	  
21:00 28.01.2019 	 1,71 	 -6999 	 -6999 	 7 	 9 	 99 	 997 	 -1,3 	  
20:50 28.01.2019 	 1,64 	 -6999 	 -6999 	 6 	 8 	 106 	 997 	 -1,6 	  
20:40 28.01.2019 	 1,58 	 -6999 	 -6999 	 6 	 8 	 106 	 997 	 -1,5 	  
20:30 28.01.2019 	 1,51 	 -6999 	 -6999 	 6 	 8 	 108 	 997 	 -1,5 	  
20:20 28.01.2019 	 1,45 	 -6999 	 -6999 	 6 	 8 	 109 	 997 	 -1,3 	  
20:10 28.01.2019 	 1,38 	 -6999 	 -6999 	 6 	 9 	 104 	 997 	 -1,5 	  
20:00 28.01.2019 	 1,33 	 -6999 	 -6999 	 6 	 9 	 102 	 997 	 -1,6 	  
19:50 28.01.2019 	 1,27 	 -6999 	 -6999 	 6 	 8 	 96 	 997 	 -1,7 	  
19:40 28.01.2019 	 1,22 	 -6999 	 -6999 	 6 	 8 	 84 	 997 	 -1,5 	  
19:30 28.01.2019 	 1,17 	 -6999 	 -6999 	 7 	 9 	 84 	 997 	 -1,6 	  
19:20 28.01.2019 	 1,12 	 -6999 	 -6999 	 6 	 8 	 86 	 997 	 -1,8 	  
19:10 28.01.2019 	 1,08 	 -6999 	 -6999 	 7 	 8 	 83 	 997 	 -2,1 	  
19:00 28.01.2019 	 1,04 	 -6999 	 -6999 	 6 	 7 	 70 	 997 	 -2,5 	  
18:50 28.01.2019 	 1,01 	 -6999 	 -6999 	 6 	 8 	 61 	 997 	 -3,1 	  
18:40 28.01.2019 	 0,98 	 -6999 	 -6999 	 6 	 8 	 65 	 997 	 -2,5 	  
18:30 28.01.2019 	 0,96 	 -6999 	 -6999 	 6 	 8 	 70 	 997 	 -2,5 	  
18:20 28.01.2019 	 0,94 	 -6999 	 -6999 	 6 	 7 	 70 	 997 	 -2,1 	  
18:10 28.01.2019 	 0,93 	 -6999 	 -6999 	 5 	 7 	 69 	 997 	 -2,2 	  
18:00 28.01.2019 	 0,93 	 -6999 	 -6999 	 5 	 7 	 70 	 997 	 -1,9 	  
17:50 28.01.2019 	 0,93 	 -6999 	 -6999 	 5 	 7 	 74 	 997 	 -1,9 	  
17:40 28.01.2019 	 0,93 	 -6999 	 -6999 	 6 	 7 	 70 	 997 	 -2 	  
17:30 28.01.2019 	 0,94 	 -6999 	 -6999 	 6 	 7 	 64 	 997 	 -2,1 	  
17:20 28.01.2019 	 0,96 	 -6999 	 -6999 	 5 	 7 	 68 	 997 	 -2,4 	  
17:10 28.01.2019 	 0,98 	 -6999 	 -6999 	 5 	 6 	 75 	 997 	 -1,9 	  
17:00 28.01.2019 	 1,01 	 -6999 	 -6999 	 4 	 6 	 78 	 997 	 -2,3 	  
16:50 28.01.2019 	 1,05 	 -6999 	 -6999 	 4 	 5 	 67 	 997 	 -2,9 	  
16:40 28.01.2019 	 1,09 	 -6999 	 -6999 	 5 	 6 	 69 	 997 	 -2,4 	  
16:30 28.01.2019 	 1,13 	 -6999 	 -6999 	 5 	 6 	 85 	 997 	 -1,9 	  
16:20 28.01.2019 	 1,18 	 -6999 	 -6999 	 5 	 6 	 94 	 997 	 -2,3 	  
16:10 28.01.2019 	 1,23 	 -6999 	 -6999 	 5 	 6 	 93 	 997 	 -1,9 	  
16:00 28.01.2019 	 1,29 	 -6999 	 -6999 	 5 	 7 	 96 	 997 	 -2,1 	  
15:50 28.01.2019 	 1,35 	 -6999 	 -6999 	 5 	 7 	 108 	 998 	 -2,4 	  
15:40 28.01.2019 	 1,42 	 -6999 	 -6999 	 5 	 7 	 109 	 998 	 -2,2 	  
15:30 28.01.2019 	 1,48 	 -6999 	 -6999 	 4 	 5 	 100 	 998 	 -2,1 	  
15:20 28.01.2019 	 1,55 	 -6999 	 -6999 	 5 	 6 	 106 	 998 	 -1,9 	  
15:10 28.01.2019 	 1,62 	 -6999 	 -6999 	 5 	 6 	 82 	 998 	 -1,2 	  
15:00 28.01.2019 	 1,7 	 -6999 	 -6999 	 5 	 7 	 80 	 998 	 -1,2 	  
14:50 28.01.2019 	 1,77 	 -6999 	 -6999 	 5 	 7 	 75 	 998 	 -1,5 	  
