 Timabil 	 Flodatafla (m)	Vindur (m/s)	Hvida (m/s)	Vindatt (deg)	
18:00 24.01.2019 	 2,16 	 11 	 13 	 68 	  
17:50 24.01.2019 	 1,99 	 11 	 14 	 66 	  
17:40 24.01.2019 	 1,83 	 11 	 13 	 66 	  
17:30 24.01.2019 	 1,66 	 11 	 13 	 66 	  
17:20 24.01.2019 	 1,5 	 12 	 15 	 66 	  
17:10 24.01.2019 	 1,34 	 12 	 15 	 70 	  
17:00 24.01.2019 	 1,19 	 12 	 15 	 68 	  
16:50 24.01.2019 	 1,04 	 11 	 15 	 67 	  
16:40 24.01.2019 	 0,9 	 11 	 13 	 70 	  
16:30 24.01.2019 	 0,77 	 12 	 15 	 69 	  
16:20 24.01.2019 	 0,65 	 11 	 14 	 70 	  
16:10 24.01.2019 	 0,54 	 11 	 15 	 69 	  
16:00 24.01.2019 	 0,44 	 9 	 12 	 82 	  
15:50 24.01.2019 	 0,36 	 8 	 11 	 83 	  
15:40 24.01.2019 	 0,28 	 9 	 12 	 87 	  
15:30 24.01.2019 	 0,23 	 8 	 12 	 90 	  
15:20 24.01.2019 	 0,18 	 10 	 13 	 84 	  
15:10 24.01.2019 	 0,15 	 12 	 14 	 80 	  
15:00 24.01.2019 	 0,14 	 12 	 15 	 81 	  
14:50 24.01.2019 	 0,14 	 11 	 15 	 89 	  
14:40 24.01.2019 	 0,16 	 13 	 18 	 85 	  
14:30 24.01.2019 	 0,2 	 13 	 17 	 87 	  
14:20 24.01.2019 	 0,25 	 14 	 19 	 84 	  
14:10 24.01.2019 	 0,31 	 15 	 18 	 81 	  
14:00 24.01.2019 	 0,39 	 15 	 19 	 77 	  
13:50 24.01.2019 	 0,49 	 15 	 18 	 73 	  
13:40 24.01.2019 	 0,59 	 15 	 18 	 74 	  
13:30 24.01.2019 	 0,71 	 14 	 18 	 77 	  
13:20 24.01.2019 	 0,85 	 14 	 17 	 80 	  
13:10 24.01.2019 	 0,99 	 14 	 17 	 79 	  
13:00 24.01.2019 	 1,14 	 14 	 17 	 76 	  
12:50 24.01.2019 	 1,3 	 13 	 16 	 77 	  
12:40 24.01.2019 	 1,47 	 14 	 17 	 76 	  
12:30 24.01.2019 	 1,64 	 13 	 16 	 76 	  
