 Timabil 	 Flodatafla (m)	Vindur (m/s)	Hvida (m/s)	Vindatt (deg)	Lofthiti (degC)	
22:10 07.01.2019 	 2,51 	 3 	 4 	 258 	 3,8 	  
22:00 07.01.2019 	 2,63 	 3 	 4 	 261 	 3,8 	  
21:50 07.01.2019 	 2,75 	 2 	 4 	 264 	 3,8 	  
21:40 07.01.2019 	 2,86 	 2 	 4 	 267 	 3,9 	  
21:30 07.01.2019 	 2,97 	 2 	 4 	 267 	 4 	  
21:20 07.01.2019 	 3,07 	 3 	 5 	 269 	 4 	  
21:10 07.01.2019 	 3,16 	 2 	 4 	 270 	 4 	  
21:00 07.01.2019 	 3,25 	 2 	 5 	 271 	 3,9 	  
20:50 07.01.2019 	 3,33 	 3 	 6 	 275 	 4 	  
20:40 07.01.2019 	 3,4 	 4 	 6 	 273 	 4 	  
20:30 07.01.2019 	 3,46 	 4 	 7 	 276 	 4 	  
20:20 07.01.2019 	 3,51 	 4 	 7 	 283 	 4,2 	  
20:10 07.01.2019 	 3,56 	 4 	 7 	 285 	 4,2 	  
20:00 07.01.2019 	 3,6 	 4 	 7 	 282 	 4,2 	  
19:50 07.01.2019 	 3,62 	 4 	 7 	 282 	 4,3 	  
19:40 07.01.2019 	 3,64 	 5 	 8 	 283 	 4,3 	  
19:30 07.01.2019 	 3,64 	 5 	 7 	 281 	 4,4 	  
19:20 07.01.2019 	 3,64 	 5 	 9 	 282 	 4,3 	  
19:10 07.01.2019 	 3,63 	 5 	 9 	 278 	 4,2 	  
19:00 07.01.2019 	 3,6 	 6 	 9 	 278 	 4,3 	  
18:50 07.01.2019 	 3,57 	 5 	 8 	 276 	 4,2 	  
18:40 07.01.2019 	 3,52 	 5 	 8 	 278 	 4,2 	  
18:30 07.01.2019 	 3,47 	 5 	 8 	 281 	 4,2 	  
18:20 07.01.2019 	 3,4 	 5 	 9 	 274 	 4,2 	  
18:10 07.01.2019 	 3,33 	 4 	 7 	 275 	 4,1 	  
18:00 07.01.2019 	 3,25 	 5 	 8 	 278 	 4,2 	  
17:50 07.01.2019 	 3,16 	 5 	 9 	 274 	 4,2 	  
17:40 07.01.2019 	 3,06 	 4 	 6 	 271 	 4,1 	  
17:30 07.01.2019 	 2,96 	 5 	 10 	 273 	 4,1 	  
17:20 07.01.2019 	 2,85 	 4 	 8 	 266 	 4,1 	  
17:10 07.01.2019 	 2,73 	 4 	 7 	 270 	 4,1 	  
17:00 07.01.2019 	 2,61 	 5 	 10 	 273 	 4,1 	  
16:50 07.01.2019 	 2,49 	 5 	 9 	 271 	 4,1 	  
16:40 07.01.2019 	 2,36 	 5 	 11 	 271 	 4,1 	  
16:30 07.01.2019 	 2,23 	 5 	 8 	 268 	 4,1 	  
16:20 07.01.2019 	 2,1 	 5 	 8 	 265 	 4,1 	  
16:10 07.01.2019 	 1,97 	 4 	 7 	 268 	 4 	  
16:00 07.01.2019 	 1,85 	 5 	 9 	 269 	 4 	  
15:50 07.01.2019 	 1,72 	 4 	 9 	 270 	 4 	  
15:40 07.01.2019 	 1,6 	 5 	 9 	 270 	 3,9 	  
15:30 07.01.2019 	 1,48 	 7 	 11 	 277 	 3,9 	  
15:20 07.01.2019 	 1,36 	 7 	 10 	 276 	 4,1 	  
15:10 07.01.2019 	 1,26 	 6 	 10 	 278 	 4 	  
15:00 07.01.2019 	 1,16 	 6 	 9 	 284 	 4 	  
14:50 07.01.2019 	 1,06 	 6 	 10 	 285 	 4 	  
14:40 07.01.2019 	 0,98 	 7 	 11 	 288 	 4 	  
14:30 07.01.2019 	 0,9 	 7 	 10 	 291 	 3,9 	  
14:20 07.01.2019 	 0,84 	 5 	 9 	 287 	 3,8 	  
14:10 07.01.2019 	 0,78 	 5 	 7 	 288 	 3,8 	  
14:00 07.01.2019 	 0,74 	 5 	 7 	 289 	 3,7 	  
13:50 07.01.2019 	 0,71 	 5 	 7 	 294 	 3,5 	  
13:40 07.01.2019 	 0,69 	 5 	 7 	 299 	 3,5 	  
13:30 07.01.2019 	 0,69 	 5 	 8 	 294 	 3,4 	  
13:20 07.01.2019 	 0,69 	 6 	 9 	 297 	 3,4 	  
13:10 07.01.2019 	 0,71 	 7 	 10 	 293 	 3,3 	  
13:00 07.01.2019 	 0,74 	 9 	 12 	 290 	 3,2 	  
12:50 07.01.2019 	 0,79 	 9 	 14 	 291 	 3,3 	  
12:40 07.01.2019 	 0,84 	 9 	 14 	 293 	 3,3 	  
12:30 07.01.2019 	 0,91 	 9 	 14 	 292 	 3,3 	  
12:20 07.01.2019 	 0,99 	 10 	 13 	 291 	 3,3 	  
12:10 07.01.2019 	 1,08 	 10 	 13 	 291 	 3,4 	  
12:00 07.01.2019 	 1,18 	 9 	 13 	 291 	 3,5 	  
11:50 07.01.2019 	 1,29 	 8 	 12 	 291 	 3,6 	  
11:40 07.01.2019 	 1,4 	 9 	 12 	 291 	 3,6 	  
11:30 07.01.2019 	 1,52 	 9 	 13 	 294 	 3,7 	  
11:20 07.01.2019 	 1,65 	 8 	 11 	 291 	 3,6 	  
11:10 07.01.2019 	 1,78 	 9 	 12 	 300 	 3,5 	  
11:00 07.01.2019 	 1,92 	 10 	 14 	 291 	 3,6 	  
10:50 07.01.2019 	 2,06 	 10 	 15 	 293 	 3,6 	  
10:40 07.01.2019 	 2,2 	 9 	 12 	 302 	 3,7 	  
10:30 07.01.2019 	 2,34 	 8 	 10 	 303 	 3,5 	  
10:20 07.01.2019 	 2,47 	 8 	 11 	 302 	 3,4 	  
10:10 07.01.2019 	 2,61 	 8 	 10 	 305 	 3,4 	  
10:00 07.01.2019 	 2,75 	 9 	 12 	 307 	 3,3 	  
09:50 07.01.2019 	 2,88 	 10 	 13 	 303 	 3,3 	  
09:40 07.01.2019 	 3 	 10 	 14 	 301 	 3,5 	  
09:30 07.01.2019 	 3,13 	 9 	 13 	 299 	 3,5 	  
09:20 07.01.2019 	 3,24 	 10 	 13 	 298 	 3,4 	  
09:10 07.01.2019 	 3,35 	 11 	 16 	 290 	 3,4 	  
09:00 07.01.2019 	 3,45 	 10 	 14 	 297 	 3,4 	  
08:50 07.01.2019 	 3,55 	 10 	 15 	 294 	 3,4 	  
08:40 07.01.2019 	 3,63 	 11 	 14 	 299 	 3,3 	  
08:30 07.01.2019 	 3,71 	 11 	 15 	 291 	 3,3 	  
08:20 07.01.2019 	 3,78 	 11 	 16 	 291 	 3,4 	  
08:10 07.01.2019 	 3,84 	 11 	 15 	 293 	 3,6 	  
08:00 07.01.2019 	 3,89 	 11 	 15 	 304 	 3,7 	  
07:50 07.01.2019 	 3,93 	 13 	 16 	 308 	 3,7 	  
07:40 07.01.2019 	 3,96 	 13 	 16 	 306 	 3,4 	  
07:30 07.01.2019 	 3,98 	 12 	 15 	 304 	 3,7 	  
07:20 07.01.2019 	 3,99 	 10 	 13 	 303 	 3,6 	  
07:10 07.01.2019 	 3,99 	 11 	 15 	 307 	 3,6 	  
07:00 07.01.2019 	 3,98 	 12 	 15 	 308 	 3,6 	  
06:50 07.01.2019 	 3,96 	 12 	 16 	 307 	 3,8 	  
06:40 07.01.2019 	 3,92 	 13 	 16 	 309 	 3,8 	  
06:30 07.01.2019 	 3,88 	 12 	 16 	 306 	 3,8 	  
06:20 07.01.2019 	 3,83 	 12 	 15 	 306 	 3,8 	  
06:10 07.01.2019 	 3,77 	 10 	 15 	 316 	 3,3 	  
06:00 07.01.2019 	 3,69 	 12 	 14 	 310 	 3,7 	  
05:50 07.01.2019 	 3,61 	 11 	 14 	 309 	 3,5 	  
05:40 07.01.2019 	 3,52 	 10 	 13 	 305 	 3,6 	  
05:30 07.01.2019 	 3,42 	 10 	 13 	 305 	 3,5 	  
05:20 07.01.2019 	 3,32 	 8 	 12 	 310 	 3,1 	  
05:10 07.01.2019 	 3,2 	 10 	 13 	 316 	 3 	  
05:00 07.01.2019 	 3,09 	 12 	 15 	 320 	 2,8 	  
04:50 07.01.2019 	 2,96 	 14 	 17 	 318 	 2,9 	  
04:40 07.01.2019 	 2,83 	 12 	 17 	 305 	 3,5 	  
04:30 07.01.2019 	 2,7 	 8 	 12 	 299 	 3,5 	  
04:20 07.01.2019 	 2,57 	 8 	 12 	 302 	 3,2 	  
04:10 07.01.2019 	 2,43 	 2 	 7 	 217 	 2,9 	  
04:00 07.01.2019 	 2,29 	 1 	 2 	 157 	 2,4 	  
03:50 07.01.2019 	 2,15 	 1 	 1 	 153 	 2,4 	  
03:40 07.01.2019 	 2,02 	 1 	 1 	 167 	 2,4 	  
03:30 07.01.2019 	 1,88 	 1 	 1 	 150 	 2,4 	  
03:20 07.01.2019 	 1,75 	 1 	 1 	 146 	 2,5 	  
03:10 07.01.2019 	 1,62 	 1 	 1 	 150 	 2,5 	  
03:00 07.01.2019 	 1,5 	 1 	 1 	 167 	 2,5 	  
02:50 07.01.2019 	 1,38 	 0 	 1 	 233 	 2,5 	  
02:40 07.01.2019 	 1,27 	 1 	 1 	 186 	 2,6 	  
02:30 07.01.2019 	 1,17 	 1 	 1 	 149 	 2,5 	  
02:20 07.01.2019 	 1,07 	 1 	 1 	 129 	 2,5 	  
02:10 07.01.2019 	 0,99 	 1 	 1 	 122 	 2,5 	  
02:00 07.01.2019 	 0,91 	 1 	 1 	 123 	 2,5 	  
01:50 07.01.2019 	 0,85 	 1 	 2 	 116 	 2,5 	  
01:40 07.01.2019 	 0,79 	 2 	 3 	 104 	 2,5 	  
01:30 07.01.2019 	 0,75 	 2 	 3 	 96 	 2,6 	  
01:20 07.01.2019 	 0,72 	 2 	 3 	 89 	 2,6 	  
01:10 07.01.2019 	 0,7 	 3 	 4 	 86 	 2,6 	  
01:00 07.01.2019 	 0,69 	 3 	 4 	 80 	 2,6 	  
00:50 07.01.2019 	 0,7 	 3 	 5 	 84 	 2,7 	  
00:40 07.01.2019 	 0,71 	 3 	 4 	 83 	 2,7 	  
00:30 07.01.2019 	 0,74 	 3 	 4 	 87 	 2,8 	  
00:20 07.01.2019 	 0,78 	 2 	 4 	 88 	 2,8 	  
00:10 07.01.2019 	 0,84 	 4 	 5 	 76 	 2,8 	  
00:00 07.01.2019 	 0,9 	 4 	 5 	 79 	 3 	  
23:50 06.01.2019 	 0,97 	 4 	 5 	 72 	 3,1 	  
23:40 06.01.2019 	 1,06 	 4 	 5 	 82 	 3,3 	  
23:30 06.01.2019 	 1,15 	 5 	 6 	 99 	 3,6 	  
23:20 06.01.2019 	 1,25 	 5 	 7 	 102 	 3,6 	  
23:10 06.01.2019 	 1,35 	 5 	 7 	 103 	 3,7 	  
23:00 06.01.2019 	 1,47 	 5 	 7 	 105 	 3,7 	  
22:50 06.01.2019 	 1,58 	 5 	 7 	 107 	 3,8 	  
22:40 06.01.2019 	 1,7 	 4 	 7 	 110 	 3,9 	  
22:30 06.01.2019 	 1,83 	 3 	 6 	 109 	 3,8 	  
22:20 06.01.2019 	 1,95 	 4 	 5 	 105 	 3,8 	  
22:10 06.01.2019 	 2,08 	 3 	 5 	 105 	 3,8 	  
22:00 06.01.2019 	 2,2 	 4 	 5 	 102 	 3,9 	  
21:50 06.01.2019 	 2,33 	 3 	 4 	 101 	 4,1 	  
21:40 06.01.2019 	 2,45 	 4 	 6 	 120 	 4,3 	  
21:30 06.01.2019 	 2,57 	 5 	 6 	 127 	 4,4 	  
21:20 06.01.2019 	 2,69 	 5 	 7 	 131 	 4,5 	  
21:10 06.01.2019 	 2,8 	 4 	 7 	 131 	 4,6 	  
21:00 06.01.2019 	 2,91 	 5 	 6 	 135 	 4,9 	  
20:50 06.01.2019 	 3,01 	 6 	 8 	 134 	 4,9 	  
20:40 06.01.2019 	 3,11 	 6 	 8 	 135 	 5,2 	  
20:30 06.01.2019 	 3,2 	 4 	 7 	 128 	 4,8 	  
20:20 06.01.2019 	 3,28 	 6 	 8 	 132 	 5 	  
20:10 06.01.2019 	 3,35 	 6 	 8 	 131 	 5,2 	  
20:00 06.01.2019 	 3,42 	 6 	 7 	 129 	 5,1 	  
19:50 06.01.2019 	 3,48 	 5 	 7 	 128 	 5,3 	  
19:40 06.01.2019 	 3,53 	 3 	 6 	 120 	 5,1 	  
19:30 06.01.2019 	 3,57 	 3 	 5 	 124 	 5,1 	  
19:20 06.01.2019 	 3,6 	 4 	 6 	 136 	 5,1 	  
19:10 06.01.2019 	 3,62 	 4 	 6 	 141 	 5,1 	  
19:00 06.01.2019 	 3,63 	 4 	 7 	 143 	 5,1 	  
18:50 06.01.2019 	 3,63 	 5 	 7 	 145 	 5,3 	  
18:40 06.01.2019 	 3,62 	 4 	 9 	 146 	 5,3 	  
18:30 06.01.2019 	 3,6 	 4 	 5 	 134 	 5 	  
18:20 06.01.2019 	 3,57 	 4 	 7 	 141 	 5,1 	  
18:10 06.01.2019 	 3,53 	 5 	 9 	 143 	 5,2 	  
18:00 06.01.2019 	 3,48 	 5 	 8 	 145 	 5,2 	  
17:50 06.01.2019 	 3,42 	 5 	 8 	 147 	 5,3 	  
17:40 06.01.2019 	 3,35 	 6 	 10 	 150 	 5,2 	  
17:30 06.01.2019 	 3,28 	 6 	 9 	 147 	 5,2 	  
17:20 06.01.2019 	 3,19 	 6 	 9 	 145 	 5 	  
17:10 06.01.2019 	 3,1 	 5 	 8 	 144 	 4,8 	  
17:00 06.01.2019 	 3 	 5 	 8 	 137 	 4,3 	  
16:50 06.01.2019 	 2,89 	 5 	 7 	 130 	 4,3 	  
16:40 06.01.2019 	 2,78 	 6 	 8 	 129 	 4,3 	  
16:30 06.01.2019 	 2,67 	 5 	 8 	 137 	 4,4 	  
16:20 06.01.2019 	 2,55 	 4 	 7 	 132 	 4,4 	  
16:10 06.01.2019 	 2,42 	 4 	 9 	 149 	 4,3 	  
16:00 06.01.2019 	 2,29 	 4 	 6 	 142 	 4,4 	  
15:50 06.01.2019 	 2,17 	 4 	 5 	 138 	 4,4 	  
15:40 06.01.2019 	 2,04 	 4 	 7 	 156 	 4,6 	  
15:30 06.01.2019 	 1,91 	 5 	 11 	 165 	 4,5 	  
15:20 06.01.2019 	 1,78 	 5 	 7 	 160 	 4,5 	  
15:10 06.01.2019 	 1,66 	 6 	 10 	 170 	 4,5 	  
15:00 06.01.2019 	 1,54 	 5 	 12 	 154 	 4,8 	  
14:50 06.01.2019 	 1,43 	 4 	 6 	 147 	 4,5 	  
14:40 06.01.2019 	 1,32 	 4 	 7 	 143 	 4,5 	  
14:30 06.01.2019 	 1,21 	 4 	 7 	 144 	 4,3 	  
14:20 06.01.2019 	 1,12 	 3 	 5 	 131 	 3,8 	  
14:10 06.01.2019 	 1,03 	 4 	 7 	 148 	 4,1 	  
14:00 06.01.2019 	 0,95 	 5 	 7 	 153 	 4,1 	  
13:50 06.01.2019 	 0,88 	 5 	 9 	 152 	 4 	  
13:40 06.01.2019 	 0,82 	 4 	 7 	 150 	 4 	  
13:30 06.01.2019 	 0,78 	 4 	 7 	 153 	 3,9 	  
13:20 06.01.2019 	 0,74 	 4 	 6 	 147 	 3,7 	  
13:10 06.01.2019 	 0,72 	 5 	 8 	 164 	 3,7 	  
13:00 06.01.2019 	 0,71 	 4 	 7 	 157 	 3,7 	  
12:50 06.01.2019 	 0,71 	 3 	 5 	 149 	 3,6 	  
12:40 06.01.2019 	 0,72 	 3 	 6 	 158 	 3,4 	  
12:30 06.01.2019 	 0,75 	 4 	 7 	 162 	 3,4 	  
12:20 06.01.2019 	 0,78 	 4 	 6 	 171 	 3,5 	  
12:10 06.01.2019 	 0,84 	 4 	 7 	 170 	 3,4 	  
12:00 06.01.2019 	 0,9 	 3 	 5 	 152 	 3,1 	  
11:50 06.01.2019 	 0,97 	 3 	 5 	 150 	 2,9 	  
11:40 06.01.2019 	 1,05 	 4 	 6 	 182 	 3 	  
11:30 06.01.2019 	 1,15 	 4 	 10 	 168 	 2,9 	  
11:20 06.01.2019 	 1,25 	 2 	 3 	 140 	 2,5 	  
11:10 06.01.2019 	 1,36 	 1 	 2 	 119 	 2,6 	  
11:00 06.01.2019 	 1,48 	 1 	 3 	 159 	 2,6 	  
10:50 06.01.2019 	 1,6 	 2 	 4 	 196 	 2,7 	  
10:40 06.01.2019 	 1,73 	 3 	 6 	 201 	 2,8 	  
10:30 06.01.2019 	 1,86 	 4 	 6 	 177 	 2,6 	  
10:20 06.01.2019 	 1,99 	 4 	 6 	 186 	 2,6 	  
10:10 06.01.2019 	 2,13 	 3 	 5 	 180 	 2,7 	  
10:00 06.01.2019 	 2,27 	 4 	 7 	 188 	 2,7 	  
09:50 06.01.2019 	 2,4 	 4 	 6 	 189 	 2,4 	  
09:40 06.01.2019 	 2,54 	 3 	 4 	 193 	 2 	  
09:30 06.01.2019 	 2,67 	 2 	 4 	 190 	 1,8 	  
09:20 06.01.2019 	 2,81 	 3 	 4 	 166 	 1,5 	  
09:10 06.01.2019 	 2,93 	 3 	 5 	 172 	 1,6 	  
09:00 06.01.2019 	 3,05 	 4 	 5 	 182 	 1,7 	  
08:50 06.01.2019 	 3,17 	 3 	 4 	 192 	 1,8 	  
08:40 06.01.2019 	 3,28 	 4 	 6 	 199 	 1,8 	  
08:30 06.01.2019 	 3,39 	 4 	 7 	 188 	 1,7 	  
08:20 06.01.2019 	 3,48 	 4 	 6 	 183 	 1,4 	  
08:10 06.01.2019 	 3,57 	 4 	 7 	 182 	 1,3 	  
08:00 06.01.2019 	 3,65 	 4 	 7 	 188 	 1,2 	  
07:50 06.01.2019 	 3,73 	 5 	 9 	 187 	 1,2 	  
07:40 06.01.2019 	 3,79 	 4 	 8 	 181 	 1,4 	  
07:30 06.01.2019 	 3,84 	 4 	 7 	 185 	 1,6 	  
07:20 06.01.2019 	 3,89 	 5 	 9 	 195 	 1,8 	  
07:10 06.01.2019 	 3,92 	 4 	 8 	 199 	 2,1 	  
07:00 06.01.2019 	 3,94 	 3 	 7 	 213 	 2,2 	  
06:50 06.01.2019 	 3,96 	 4 	 8 	 216 	 2 	  
06:40 06.01.2019 	 3,96 	 4 	 7 	 207 	 1,9 	  
06:30 06.01.2019 	 3,96 	 3 	 6 	 198 	 1,8 	  
06:20 06.01.2019 	 3,94 	 3 	 6 	 193 	 1,7 	  
06:10 06.01.2019 	 3,91 	 3 	 6 	 192 	 1,6 	  
06:00 06.01.2019 	 3,87 	 5 	 8 	 186 	 1,5 	  
05:50 06.01.2019 	 3,83 	 4 	 7 	 181 	 1,5 	  
05:40 06.01.2019 	 3,77 	 4 	 7 	 187 	 1,5 	  
05:30 06.01.2019 	 3,7 	 4 	 7 	 197 	 1,6 	  
05:20 06.01.2019 	 3,63 	 5 	 8 	 204 	 1,7 	  
05:10 06.01.2019 	 3,54 	 5 	 9 	 209 	 1,7 	  
05:00 06.01.2019 	 3,45 	 7 	 13 	 220 	 1,8 	  
04:50 06.01.2019 	 3,35 	 3 	 6 	 197 	 2 	  
04:40 06.01.2019 	 3,24 	 3 	 6 	 197 	 1,9 	  
04:30 06.01.2019 	 3,13 	 4 	 7 	 206 	 2 	  
04:20 06.01.2019 	 3,01 	 4 	 8 	 207 	 2,1 	  
04:10 06.01.2019 	 2,88 	 4 	 9 	 204 	 2,3 	  
04:00 06.01.2019 	 2,76 	 5 	 9 	 205 	 2,3 	  
03:50 06.01.2019 	 2,62 	 3 	 9 	 202 	 2,2 	  
03:40 06.01.2019 	 2,49 	 3 	 4 	 178 	 1,8 	  
03:30 06.01.2019 	 2,36 	 4 	 6 	 182 	 1,8 	  
03:20 06.01.2019 	 2,22 	 3 	 5 	 195 	 1,8 	  
03:10 06.01.2019 	 2,08 	 4 	 8 	 207 	 1,9 	  
03:00 06.01.2019 	 1,95 	 5 	 8 	 209 	 1,8 	  
02:50 06.01.2019 	 1,82 	 6 	 15 	 220 	 1,7 	  
02:40 06.01.2019 	 1,69 	 5 	 10 	 209 	 2,7 	  
02:30 06.01.2019 	 1,57 	 4 	 9 	 209 	 2,6 	  
02:20 06.01.2019 	 1,45 	 5 	 10 	 209 	 2,6 	  
02:10 06.01.2019 	 1,34 	 5 	 10 	 207 	 2,3 	  
02:00 06.01.2019 	 1,24 	 5 	 9 	 206 	 2,1 	  
01:50 06.01.2019 	 1,14 	 6 	 12 	 208 	 2 	  
01:40 06.01.2019 	 1,05 	 5 	 11 	 208 	 2,5 	  
01:30 06.01.2019 	 0,97 	 3 	 6 	 190 	 2,2 	  
01:20 06.01.2019 	 0,9 	 4 	 7 	 188 	 2,1 	  
01:10 06.01.2019 	 0,85 	 5 	 9 	 194 	 2,1 	  
01:00 06.01.2019 	 0,8 	 6 	 10 	 201 	 2,3 	  
00:50 06.01.2019 	 0,76 	 4 	 8 	 206 	 2,4 	  
00:40 06.01.2019 	 0,74 	 4 	 8 	 216 	 2,1 	  
00:30 06.01.2019 	 0,73 	 4 	 8 	 202 	 1,9 	  
00:20 06.01.2019 	 0,73 	 4 	 8 	 205 	 1,8 	  
00:10 06.01.2019 	 0,74 	 6 	 10 	 219 	 1,9 	  
00:00 06.01.2019 	 0,76 	 7 	 16 	 208 	 2 	  
23:50 05.01.2019 	 0,8 	 5 	 9 	 205 	 1,9 	  
23:40 05.01.2019 	 0,85 	 6 	 12 	 210 	 2,1 	  
23:30 05.01.2019 	 0,9 	 5 	 11 	 207 	 2,2 	  
23:20 05.01.2019 	 0,97 	 5 	 10 	 216 	 2 	  
23:10 05.01.2019 	 1,04 	 4 	 10 	 209 	 1,8 	  
23:00 05.01.2019 	 1,13 	 4 	 7 	 200 	 1,5 	  
22:50 05.01.2019 	 1,22 	 5 	 7 	 198 	 1,5 	  
22:40 05.01.2019 	 1,32 	 5 	 8 	 199 	 1,4 	  
22:30 05.01.2019 	 1,43 	 5 	 9 	 205 	 1,3 	  
22:20 05.01.2019 	 1,54 	 6 	 10 	 223 	 1,4 	  
22:10 05.01.2019 	 1,65 	 4 	 9 	 209 	 1,6 	  
22:00 05.01.2019 	 1,77 	 4 	 8 	 198 	 1,6 	  
21:50 05.01.2019 	 1,89 	 6 	 10 	 198 	 1,4 	  
21:40 05.01.2019 	 2,01 	 5 	 10 	 202 	 1,7 	  
21:30 05.01.2019 	 2,13 	 6 	 10 	 209 	 1,5 	  
21:20 05.01.2019 	 2,26 	 5 	 11 	 222 	 1,4 	  
21:10 05.01.2019 	 2,38 	 4 	 11 	 203 	 1,3 	  
21:00 05.01.2019 	 2,49 	 3 	 6 	 200 	 1,1 	  
20:50 05.01.2019 	 2,61 	 3 	 6 	 210 	 1 	  
20:40 05.01.2019 	 2,72 	 3 	 7 	 214 	 0,9 	  
20:30 05.01.2019 	 2,83 	 6 	 11 	 222 	 1 	  
20:20 05.01.2019 	 2,93 	 3 	 6 	 203 	 0,9 	  
20:10 05.01.2019 	 3,03 	 3 	 6 	 197 	 0,9 	  
20:00 05.01.2019 	 3,12 	 6 	 11 	 203 	 1 	  
19:50 05.01.2019 	 3,2 	 4 	 13 	 219 	 2,1 	  
19:40 05.01.2019 	 3,28 	 2 	 4 	 231 	 1,7 	  
19:30 05.01.2019 	 3,34 	 3 	 5 	 213 	 1,9 	  
19:20 05.01.2019 	 3,4 	 4 	 7 	 228 	 1,7 	  
19:10 05.01.2019 	 3,46 	 5 	 8 	 244 	 1,6 	  
19:00 05.01.2019 	 3,5 	 5 	 8 	 255 	 1,7 	  
18:50 05.01.2019 	 3,53 	 5 	 10 	 251 	 1,7 	  
18:40 05.01.2019 	 3,56 	 5 	 9 	 251 	 1,8 	  
18:30 05.01.2019 	 3,57 	 7 	 12 	 257 	 1,7 	  
18:20 05.01.2019 	 3,58 	 6 	 13 	 261 	 2,6 	  
18:10 05.01.2019 	 3,58 	 4 	 7 	 255 	 2,4 	  
18:00 05.01.2019 	 3,56 	 6 	 9 	 254 	 2,5 	  
17:50 05.01.2019 	 3,54 	 6 	 10 	 251 	 2,4 	  
17:40 05.01.2019 	 3,51 	 8 	 12 	 259 	 2,6 	  
17:30 05.01.2019 	 3,46 	 7 	 14 	 255 	 2,8 	  
17:20 05.01.2019 	 3,41 	 6 	 10 	 247 	 2,6 	  
17:10 05.01.2019 	 3,35 	 6 	 11 	 247 	 2,5 	  
17:00 05.01.2019 	 3,28 	 7 	 15 	 244 	 2,3 	  
16:50 05.01.2019 	 3,21 	 5 	 12 	 240 	 1,9 	  
16:40 05.01.2019 	 3,12 	 4 	 8 	 246 	 1,9 	  
16:30 05.01.2019 	 3,03 	 7 	 11 	 254 	 1,9 	  
16:20 05.01.2019 	 2,93 	 6 	 11 	 242 	 2 	  
16:10 05.01.2019 	 2,83 	 7 	 13 	 246 	 1,8 	  
16:00 05.01.2019 	 2,72 	 4 	 10 	 235 	 2,1 	  
15:50 05.01.2019 	 2,6 	 4 	 7 	 243 	 1,7 	  
15:40 05.01.2019 	 2,49 	 6 	 11 	 259 	 1,7 	  
15:30 05.01.2019 	 2,36 	 7 	 13 	 251 	 2,2 	  
15:20 05.01.2019 	 2,24 	 5 	 8 	 235 	 2,5 	  
15:10 05.01.2019 	 2,12 	 7 	 12 	 252 	 2,6 	  
15:00 05.01.2019 	 1,99 	 4 	 9 	 237 	 3,6 	  
14:50 05.01.2019 	 1,87 	 3 	 6 	 223 	 3,5 	  
14:40 05.01.2019 	 1,75 	 4 	 8 	 226 	 3,7 	  
14:30 05.01.2019 	 1,63 	 5 	 9 	 233 	 4 	  
14:20 05.01.2019 	 1,51 	 4 	 9 	 228 	 4,2 	  
14:10 05.01.2019 	 1,4 	 5 	 9 	 242 	 4,3 	  
14:00 05.01.2019 	 1,3 	 5 	 9 	 249 	 4,2 	  
13:50 05.01.2019 	 1,2 	 5 	 8 	 241 	 4,1 	  
13:40 05.01.2019 	 1,11 	 6 	 10 	 243 	 4,3 	  
13:30 05.01.2019 	 1,03 	 5 	 9 	 244 	 4,5 	  
13:20 05.01.2019 	 0,96 	 6 	 10 	 251 	 4,6 	  
13:10 05.01.2019 	 0,9 	 6 	 10 	 254 	 4,8 	  
13:00 05.01.2019 	 0,85 	 6 	 9 	 253 	 4,8 	  
12:50 05.01.2019 	 0,81 	 6 	 10 	 253 	 4,9 	  
12:40 05.01.2019 	 0,78 	 7 	 11 	 256 	 4,9 	  
12:30 05.01.2019 	 0,76 	 7 	 12 	 253 	 4,8 	  
12:20 05.01.2019 	 0,76 	 7 	 12 	 249 	 4,8 	  
12:10 05.01.2019 	 0,76 	 7 	 11 	 252 	 4,9 	  
12:00 05.01.2019 	 0,78 	 6 	 10 	 249 	 5 	  
11:50 05.01.2019 	 0,81 	 4 	 7 	 232 	 4,9 	  
11:40 05.01.2019 	 0,85 	 2 	 5 	 240 	 4,8 	  
11:30 05.01.2019 	 0,91 	 2 	 5 	 217 	 4,6 	  
11:20 05.01.2019 	 0,97 	 2 	 4 	 214 	 4,4 	  
11:10 05.01.2019 	 1,04 	 3 	 7 	 213 	 4,5 	  
11:00 05.01.2019 	 1,13 	 3 	 7 	 237 	 4,5 	  
10:50 05.01.2019 	 1,22 	 2 	 3 	 249 	 4,4 	  
10:40 05.01.2019 	 1,32 	 3 	 5 	 256 	 4,4 	  
10:30 05.01.2019 	 1,43 	 3 	 6 	 258 	 4,5 	  
10:20 05.01.2019 	 1,54 	 3 	 6 	 255 	 4,5 	  
10:10 05.01.2019 	 1,66 	 4 	 6 	 259 	 4,5 	  
10:00 05.01.2019 	 1,79 	 6 	 8 	 259 	 4,4 	  
09:50 05.01.2019 	 1,92 	 5 	 8 	 258 	 4,4 	  
09:40 05.01.2019 	 2,05 	 4 	 8 	 251 	 4,6 	  
09:30 05.01.2019 	 2,18 	 4 	 7 	 248 	 4,6 	  
09:20 05.01.2019 	 2,31 	 4 	 8 	 252 	 4,5 	  
09:10 05.01.2019 	 2,44 	 4 	 6 	 251 	 4,5 	  
09:00 05.01.2019 	 2,57 	 6 	 9 	 262 	 4,4 	  
