 Timabil 	 Flodatafla (m)	Vindur (m/s)	Hvida (m/s)	Vindatt (deg)	Lofthiti (degC)	
00:00 01.02.2019 	 1,71 	 0 	 0 	 95 	 -5,9 	  
23:50 31.01.2019 	 1,64 	 0 	 0 	 149 	 -6,1 	  
23:40 31.01.2019 	 1,58 	 0 	 0 	 137 	 -5,5 	  
23:30 31.01.2019 	 1,52 	 0 	 0 	 88 	 -5,2 	  
23:20 31.01.2019 	 1,47 	 0 	 0 	 69 	 -5,1 	  
23:10 31.01.2019 	 1,42 	 0 	 0 	 99 	 -4,6 	  
23:00 31.01.2019 	 1,38 	 0 	 4 	 111 	 -4,7 	  
22:50 31.01.2019 	 1,35 	 3 	 7 	 72 	 -3,4 	  
22:40 31.01.2019 	 1,32 	 3 	 6 	 64 	 -2,8 	  
22:30 31.01.2019 	 1,3 	 5 	 9 	 28 	 -2,4 	  
22:20 31.01.2019 	 1,29 	 5 	 8 	 34 	 -2,4 	  
22:10 31.01.2019 	 1,28 	 1 	 8 	 43 	 -2,4 	  
22:00 31.01.2019 	 1,28 	 0 	 0 	 34 	 -2,8 	  
21:50 31.01.2019 	 1,29 	 0 	 0 	 6 	 -3,6 	  
21:40 31.01.2019 	 1,3 	 0 	 0 	 77 	 -3,6 	  
21:30 31.01.2019 	 1,32 	 0 	 0 	 97 	 -4,2 	  
21:20 31.01.2019 	 1,35 	 0 	 0 	 128 	 -4,7 	  
21:10 31.01.2019 	 1,38 	 1 	 3 	 140 	 -4,4 	  
21:00 31.01.2019 	 1,42 	 3 	 6 	 77 	 -3,3 	  
20:50 31.01.2019 	 1,47 	 7 	 9 	 30 	 -2,1 	  
20:40 31.01.2019 	 1,52 	 7 	 10 	 30 	 -2,1 	  
20:30 31.01.2019 	 1,57 	 8 	 11 	 35 	 -2,1 	  
20:20 31.01.2019 	 1,63 	 7 	 10 	 39 	 -2,1 	  
20:10 31.01.2019 	 1,7 	 5 	 8 	 67 	 -2,2 	  
20:00 31.01.2019 	 1,76 	 6 	 8 	 84 	 -2,7 	  
19:50 31.01.2019 	 1,83 	 5 	 7 	 99 	 -2,8 	  
19:40 31.01.2019 	 1,91 	 4 	 8 	 50 	 -2,1 	  
19:30 31.01.2019 	 1,98 	 5 	 8 	 56 	 -2,2 	  
19:20 31.01.2019 	 2,05 	 4 	 7 	 36 	 -1,7 	  
19:10 31.01.2019 	 2,13 	 3 	 6 	 74 	 -2,2 	  
19:00 31.01.2019 	 2,2 	 4 	 7 	 64 	 -1,9 	  
18:50 31.01.2019 	 2,28 	 5 	 8 	 60 	 -1,7 	  
18:40 31.01.2019 	 2,35 	 5 	 8 	 64 	 -2 	  
18:30 31.01.2019 	 2,42 	 5 	 8 	 70 	 -1,8 	  
18:20 31.01.2019 	 2,49 	 4 	 7 	 54 	 -1,7 	  
18:10 31.01.2019 	 2,56 	 4 	 6 	 64 	 -1,8 	  
18:00 31.01.2019 	 2,62 	 4 	 8 	 69 	 -1,7 	  
17:50 31.01.2019 	 2,68 	 6 	 8 	 23 	 -1,3 	  
17:40 31.01.2019 	 2,74 	 4 	 6 	 20 	 -1,1 	  
17:30 31.01.2019 	 2,79 	 0 	 0 	 47 	 -1,8 	  
17:20 31.01.2019 	 2,84 	 0 	 0 	 224 	 -3,1 	  
17:10 31.01.2019 	 2,88 	 0 	 0 	 241 	 -3,8 	  
17:00 31.01.2019 	 2,92 	 0 	 0 	 227 	 -3,4 	  
16:50 31.01.2019 	 2,96 	 0 	 0 	 197 	 -3,3 	  
16:40 31.01.2019 	 2,98 	 0 	 0 	 200 	 -3,3 	  
16:30 31.01.2019 	 3,01 	 0 	 0 	 193 	 -3,4 	  
16:20 31.01.2019 	 3,03 	 0 	 0 	 197 	 -3,7 	  
16:10 31.01.2019 	 3,04 	 0 	 0 	 190 	 -3,6 	  
16:00 31.01.2019 	 3,05 	 0 	 0 	 166 	 -3,7 	  
15:50 31.01.2019 	 3,05 	 0 	 0 	 199 	 -3,3 	  
15:40 31.01.2019 	 3,05 	 0 	 0 	 232 	 -2,3 	  
15:30 31.01.2019 	 3,04 	 0 	 0 	 190 	 -1,5 	  
15:20 31.01.2019 	 3,03 	 0 	 0 	 219 	 -2 	  
15:10 31.01.2019 	 3,01 	 0 	 0 	 233 	 -2,2 	  
15:00 31.01.2019 	 2,98 	 0 	 0 	 202 	 -2,9 	  
14:50 31.01.2019 	 2,95 	 0 	 0 	 160 	 -3,4 	  
14:40 31.01.2019 	 2,91 	 0 	 0 	 166 	 -3,4 	  
14:30 31.01.2019 	 2,87 	 0 	 0 	 173 	 -3,1 	  
14:20 31.01.2019 	 2,82 	 0 	 0 	 174 	 -3,3 	  
14:10 31.01.2019 	 2,77 	 0 	 0 	 218 	 -2,9 	  
14:00 31.01.2019 	 2,71 	 0 	 0 	 198 	 -2,8 	  
13:50 31.01.2019 	 2,65 	 0 	 0 	 189 	 -3,3 	  
13:40 31.01.2019 	 2,58 	 0 	 0 	 170 	 -3,3 	  
13:30 31.01.2019 	 2,51 	 0 	 0 	 184 	 -3,3 	  
13:20 31.01.2019 	 2,44 	 0 	 0 	 184 	 -3,3 	  
13:10 31.01.2019 	 2,37 	 0 	 0 	 173 	 -3,7 	  
13:00 31.01.2019 	 2,3 	 0 	 0 	 212 	 -3,3 	  
12:50 31.01.2019 	 2,22 	 0 	 0 	 194 	 -2,1 	  
12:40 31.01.2019 	 2,14 	 0 	 0 	 178 	 -3,7 	  
12:30 31.01.2019 	 2,07 	 0 	 0 	 263 	 -3 	  
12:20 31.01.2019 	 1,99 	 0 	 0 	 157 	 -4,4 	  
12:10 31.01.2019 	 1,92 	 0 	 0 	 148 	 -2,1 	  
12:00 31.01.2019 	 1,85 	 0 	 0 	 339 	 -1,1 	  
11:50 31.01.2019 	 1,78 	 0 	 0 	 355 	 -1,5 	  
11:40 31.01.2019 	 1,72 	 0 	 0 	 320 	 -1,2 	  
11:30 31.01.2019 	 1,66 	 0 	 0 	 26 	 -2 	  
11:20 31.01.2019 	 1,6 	 0 	 0 	 18 	 -2,3 	  
11:10 31.01.2019 	 1,55 	 0 	 0 	 337 	 -2 	  
11:00 31.01.2019 	 1,5 	 0 	 0 	 300 	 -2,5 	  
10:50 31.01.2019 	 1,46 	 0 	 0 	 195 	 -3,4 	  
10:40 31.01.2019 	 1,43 	 0 	 0 	 288 	 -4,3 	  
10:30 31.01.2019 	 1,4 	 0 	 0 	 62 	 -2,5 	  
10:20 31.01.2019 	 1,37 	 0 	 0 	 30 	 -2 	  
10:10 31.01.2019 	 1,36 	 0 	 0 	 7 	 -2,6 	  
10:00 31.01.2019 	 1,35 	 0 	 0 	 4 	 -2 	  
09:50 31.01.2019 	 1,34 	 0 	 0 	 275 	 -3,6 	  
09:40 31.01.2019 	 1,35 	 0 	 0 	 27 	 -2 	  
09:30 31.01.2019 	 1,36 	 0 	 0 	 70 	 -2 	  
09:20 31.01.2019 	 1,37 	 0 	 0 	 98 	 -3,1 	  
09:10 31.01.2019 	 1,4 	 0 	 0 	 83 	 -3,1 	  
09:00 31.01.2019 	 1,43 	 0 	 1 	 80 	 -2,1 	  
08:50 31.01.2019 	 1,46 	 0 	 3 	 61 	 -2,2 	  
08:40 31.01.2019 	 1,51 	 2 	 7 	 72 	 -2,4 	  
08:30 31.01.2019 	 1,55 	 0 	 0 	 157 	 -6 	  
08:20 31.01.2019 	 1,61 	 0 	 0 	 250 	 -5,7 	  
08:10 31.01.2019 	 1,66 	 0 	 0 	 199 	 -5,6 	  
08:00 31.01.2019 	 1,73 	 0 	 0 	 123 	 -6,2 	  
07:50 31.01.2019 	 1,79 	 0 	 0 	 142 	 -6,5 	  
07:40 31.01.2019 	 1,86 	 0 	 0 	 164 	 -7,3 	  
07:30 31.01.2019 	 1,94 	 0 	 0 	 173 	 -6,4 	  
07:20 31.01.2019 	 2,01 	 0 	 0 	 158 	 -6,4 	  
07:10 31.01.2019 	 2,09 	 0 	 0 	 165 	 -6,4 	  
07:00 31.01.2019 	 2,17 	 0 	 0 	 150 	 -6,9 	  
06:50 31.01.2019 	 2,25 	 0 	 0 	 159 	 -6,9 	  
06:40 31.01.2019 	 2,32 	 0 	 0 	 147 	 -6,4 	  
06:30 31.01.2019 	 2,4 	 0 	 0 	 164 	 -6,7 	  
06:20 31.01.2019 	 2,48 	 0 	 0 	 157 	 -7,3 	  
06:10 31.01.2019 	 2,56 	 0 	 0 	 127 	 -7,3 	  
06:00 31.01.2019 	 2,63 	 0 	 0 	 126 	 -9 	  
05:50 31.01.2019 	 2,7 	 0 	 0 	 164 	 -9,1 	  
05:40 31.01.2019 	 2,77 	 0 	 0 	 174 	 -9,1 	  
05:30 31.01.2019 	 2,83 	 0 	 0 	 212 	 -9,3 	  
05:20 31.01.2019 	 2,9 	 0 	 0 	 193 	 -9,3 	  
05:10 31.01.2019 	 2,95 	 0 	 0 	 158 	 -9,6 	  
05:00 31.01.2019 	 3,01 	 0 	 0 	 160 	 -9,8 	  
04:50 31.01.2019 	 3,05 	 0 	 0 	 161 	 -9,6 	  
04:40 31.01.2019 	 3,1 	 0 	 0 	 168 	 -9,5 	  
04:30 31.01.2019 	 3,14 	 0 	 0 	 159 	 -9,6 	  
04:20 31.01.2019 	 3,17 	 0 	 0 	 167 	 -10 	  
04:10 31.01.2019 	 3,2 	 0 	 0 	 173 	 -9,2 	  
04:00 31.01.2019 	 3,22 	 0 	 0 	 184 	 -9,6 	  
03:50 31.01.2019 	 3,24 	 0 	 0 	 168 	 -8,8 	  
03:40 31.01.2019 	 3,25 	 0 	 0 	 158 	 -10 	  
03:30 31.01.2019 	 3,25 	 0 	 0 	 146 	 -10 	  
03:20 31.01.2019 	 3,25 	 0 	 0 	 150 	 -10 	  
03:10 31.01.2019 	 3,24 	 0 	 0 	 153 	 -10 	  
03:00 31.01.2019 	 3,23 	 0 	 0 	 152 	 -10 	  
02:50 31.01.2019 	 3,21 	 0 	 0 	 154 	 -10,2 	  
02:40 31.01.2019 	 3,19 	 0 	 0 	 162 	 -10,4 	  
02:30 31.01.2019 	 3,16 	 0 	 0 	 166 	 -10,5 	  
02:20 31.01.2019 	 3,12 	 0 	 0 	 157 	 -10,4 	  
02:10 31.01.2019 	 3,08 	 0 	 0 	 155 	 -10,8 	  
02:00 31.01.2019 	 3,03 	 0 	 0 	 156 	 -10,9 	  
01:50 31.01.2019 	 2,98 	 0 	 0 	 161 	 -11 	  
01:40 31.01.2019 	 2,93 	 0 	 0 	 165 	 -10,6 	  
01:30 31.01.2019 	 2,86 	 0 	 0 	 158 	 -10,9 	  
01:20 31.01.2019 	 2,8 	 0 	 0 	 160 	 -10,9 	  
01:10 31.01.2019 	 2,73 	 0 	 0 	 159 	 -10,4 	  
01:00 31.01.2019 	 2,66 	 0 	 0 	 160 	 -10,8 	  
00:50 31.01.2019 	 2,59 	 0 	 0 	 159 	 -10,8 	  
00:40 31.01.2019 	 2,51 	 0 	 0 	 163 	 -10,5 	  
00:30 31.01.2019 	 2,44 	 0 	 0 	 151 	 -10,2 	  
00:20 31.01.2019 	 2,36 	 0 	 0 	 156 	 -10,3 	  
00:10 31.01.2019 	 2,28 	 0 	 0 	 151 	 -10,3 	  
00:00 31.01.2019 	 2,2 	 0 	 0 	 159 	 -10,1 	  
23:50 30.01.2019 	 2,13 	 0 	 0 	 165 	 -9,8 	  
23:40 30.01.2019 	 2,05 	 0 	 0 	 163 	 -10,3 	  
23:30 30.01.2019 	 1,98 	 0 	 0 	 165 	 -10 	  
23:20 30.01.2019 	 1,91 	 0 	 0 	 163 	 -10 	  
23:10 30.01.2019 	 1,84 	 0 	 0 	 162 	 -9,8 	  
23:00 30.01.2019 	 1,77 	 0 	 0 	 165 	 -9,6 	  
22:50 30.01.2019 	 1,71 	 0 	 0 	 161 	 -9,6 	  
22:40 30.01.2019 	 1,65 	 0 	 0 	 169 	 -9,2 	  
22:30 30.01.2019 	 1,6 	 0 	 0 	 172 	 -9 	  
22:20 30.01.2019 	 1,55 	 0 	 0 	 162 	 -8,8 	  
22:10 30.01.2019 	 1,51 	 0 	 0 	 159 	 -8,1 	  
22:00 30.01.2019 	 1,47 	 0 	 0 	 140 	 -8,2 	  
21:50 30.01.2019 	 1,44 	 0 	 0 	 69 	 -5,6 	  
21:40 30.01.2019 	 1,41 	 0 	 0 	 92 	 -5,5 	  
21:30 30.01.2019 	 1,39 	 0 	 0 	 129 	 -5,5 	  
21:20 30.01.2019 	 1,38 	 0 	 0 	 95 	 -5,6 	  
21:10 30.01.2019 	 1,37 	 0 	 0 	 68 	 -4,6 	  
21:00 30.01.2019 	 1,36 	 0 	 0 	 51 	 -4,5 	  
20:50 30.01.2019 	 1,37 	 0 	 0 	 64 	 -4,4 	  
20:40 30.01.2019 	 1,38 	 0 	 0 	 63 	 -4,3 	  
20:30 30.01.2019 	 1,39 	 0 	 0 	 96 	 -5,6 	  
20:20 30.01.2019 	 1,41 	 0 	 0 	 92 	 -5,1 	  
20:10 30.01.2019 	 1,44 	 0 	 0 	 87 	 -4,5 	  
20:00 30.01.2019 	 1,47 	 0 	 0 	 96 	 -4,6 	  
19:50 30.01.2019 	 1,51 	 0 	 0 	 92 	 -4,6 	  
19:40 30.01.2019 	 1,55 	 0 	 0 	 102 	 -6 	  
19:30 30.01.2019 	 1,59 	 0 	 0 	 125 	 -6,3 	  
19:20 30.01.2019 	 1,64 	 0 	 0 	 99 	 -5,7 	  
19:10 30.01.2019 	 1,7 	 0 	 0 	 85 	 -5,6 	  
19:00 30.01.2019 	 1,75 	 0 	 0 	 94 	 -5,7 	  
18:50 30.01.2019 	 1,81 	 0 	 0 	 96 	 -5,8 	  
18:40 30.01.2019 	 1,87 	 0 	 0 	 99 	 -5,7 	  
18:30 30.01.2019 	 1,94 	 0 	 0 	 92 	 -5,7 	  
18:20 30.01.2019 	 2 	 0 	 0 	 84 	 -5,7 	  
18:10 30.01.2019 	 2,07 	 0 	 0 	 79 	 -5,2 	  
18:00 30.01.2019 	 2,14 	 0 	 0 	 76 	 -5,2 	  
17:50 30.01.2019 	 2,2 	 0 	 0 	 78 	 -5,1 	  
17:40 30.01.2019 	 2,27 	 0 	 0 	 77 	 -4,9 	  
17:30 30.01.2019 	 2,33 	 0 	 0 	 83 	 -5,1 	  
17:20 30.01.2019 	 2,4 	 0 	 0 	 97 	 -5,2 	  
17:10 30.01.2019 	 2,46 	 0 	 0 	 99 	 -5 	  
17:00 30.01.2019 	 2,52 	 2 	 7 	 98 	 -4,9 	  
16:50 30.01.2019 	 2,58 	 5 	 7 	 92 	 -4,7 	  
16:40 30.01.2019 	 2,64 	 5 	 7 	 80 	 -4,6 	  
16:30 30.01.2019 	 2,69 	 5 	 8 	 75 	 -4,4 	  
16:20 30.01.2019 	 2,74 	 6 	 8 	 81 	 -4,6 	  
16:10 30.01.2019 	 2,79 	 5 	 8 	 81 	 -4,7 	  
16:00 30.01.2019 	 2,83 	 5 	 7 	 84 	 -4,6 	  
15:50 30.01.2019 	 2,87 	 5 	 7 	 85 	 -4,5 	  
15:40 30.01.2019 	 2,91 	 5 	 7 	 84 	 -4,6 	  
15:30 30.01.2019 	 2,93 	 5 	 8 	 82 	 -4,6 	  
15:20 30.01.2019 	 2,96 	 6 	 8 	 81 	 -4,4 	  
15:10 30.01.2019 	 2,98 	 6 	 7 	 84 	 -3,9 	  
15:00 30.01.2019 	 2,99 	 7 	 9 	 86 	 -3,5 	  
14:50 30.01.2019 	 3 	 6 	 9 	 83 	 -4,2 	  
14:40 30.01.2019 	 3,01 	 6 	 8 	 75 	 -4,6 	  
14:30 30.01.2019 	 3,01 	 6 	 7 	 69 	 -4,6 	  
14:20 30.01.2019 	 3 	 7 	 9 	 72 	 -4,7 	  
14:10 30.01.2019 	 2,99 	 7 	 9 	 70 	 -4,8 	  
14:00 30.01.2019 	 2,97 	 7 	 9 	 70 	 -5,2 	  
13:50 30.01.2019 	 2,95 	 0 	 0 	 73 	 -5,2 	  
13:40 30.01.2019 	 2,92 	 0 	 0 	 70 	 -4,8 	  
13:30 30.01.2019 	 2,88 	 0 	 0 	 73 	 -4,8 	  
13:20 30.01.2019 	 2,84 	 0 	 0 	 79 	 -4,4 	  
13:10 30.01.2019 	 2,8 	 0 	 0 	 108 	 -4,3 	  
13:00 30.01.2019 	 2,75 	 0 	 0 	 106 	 -4,6 	  
12:50 30.01.2019 	 2,7 	 0 	 0 	 103 	 -5,6 	  
12:40 30.01.2019 	 2,64 	 0 	 0 	 104 	 -5,2 	  
12:30 30.01.2019 	 2,58 	 0 	 0 	 98 	 -5,2 	  
12:20 30.01.2019 	 2,52 	 0 	 0 	 109 	 -5,3 	  
12:10 30.01.2019 	 2,45 	 0 	 0 	 109 	 -5,2 	  
12:00 30.01.2019 	 2,39 	 0 	 0 	 101 	 -5,4 	  
11:50 30.01.2019 	 2,32 	 0 	 0 	 97 	 -4,7 	  
11:40 30.01.2019 	 2,25 	 0 	 0 	 95 	 -4,5 	  
11:30 30.01.2019 	 2,18 	 0 	 5 	 107 	 -4,7 	  
11:20 30.01.2019 	 2,11 	 5 	 8 	 104 	 -4,6 	  
11:10 30.01.2019 	 2,04 	 5 	 8 	 103 	 -4,7 	  
11:00 30.01.2019 	 1,97 	 4 	 9 	 102 	 -4,4 	  
10:50 30.01.2019 	 1,91 	 0 	 0 	 103 	 -4,7 	  
10:40 30.01.2019 	 1,84 	 0 	 0 	 106 	 -4,4 	  
10:30 30.01.2019 	 1,78 	 0 	 0 	 120 	 -4,4 	  
10:20 30.01.2019 	 1,73 	 0 	 0 	 127 	 -4,4 	  
10:10 30.01.2019 	 1,67 	 0 	 0 	 134 	 -5,2 	  
10:00 30.01.2019 	 1,62 	 0 	 0 	 136 	 -5,3 	  
09:50 30.01.2019 	 1,58 	 0 	 0 	 138 	 -4,9 	  
09:40 30.01.2019 	 1,54 	 0 	 0 	 146 	 -4,9 	  
09:30 30.01.2019 	 1,5 	 0 	 0 	 150 	 -4,7 	  
09:20 30.01.2019 	 1,47 	 0 	 0 	 97 	 -4,7 	  
09:10 30.01.2019 	 1,45 	 0 	 0 	 107 	 -4,5 	  
09:00 30.01.2019 	 1,43 	 0 	 0 	 152 	 -3,9 	  
08:50 30.01.2019 	 1,42 	 2 	 6 	 94 	 -4,2 	  
08:40 30.01.2019 	 1,41 	 5 	 8 	 69 	 -3,3 	  
08:30 30.01.2019 	 1,41 	 6 	 8 	 74 	 -2,9 	  
08:20 30.01.2019 	 1,42 	 6 	 9 	 74 	 -2,9 	  
08:10 30.01.2019 	 1,43 	 2 	 8 	 67 	 -2,5 	  
08:00 30.01.2019 	 1,45 	 0 	 0 	 68 	 -2,8 	  
07:50 30.01.2019 	 1,47 	 0 	 0 	 83 	 -3,8 	  
07:40 30.01.2019 	 1,5 	 0 	 0 	 87 	 -4,2 	  
07:30 30.01.2019 	 1,54 	 0 	 0 	 100 	 -5,1 	  
07:20 30.01.2019 	 1,58 	 0 	 0 	 113 	 -5,1 	  
07:10 30.01.2019 	 1,62 	 0 	 0 	 151 	 -7,6 	  
07:00 30.01.2019 	 1,67 	 0 	 0 	 123 	 -7,2 	  
06:50 30.01.2019 	 1,73 	 0 	 0 	 86 	 -5,2 	  
06:40 30.01.2019 	 1,78 	 0 	 0 	 63 	 -4,8 	  
06:30 30.01.2019 	 1,85 	 0 	 0 	 79 	 -6,7 	  
06:20 30.01.2019 	 1,91 	 0 	 0 	 88 	 -6,3 	  
06:10 30.01.2019 	 1,98 	 0 	 0 	 108 	 -7,5 	  
06:00 30.01.2019 	 2,04 	 0 	 0 	 107 	 -8,9 	  
05:50 30.01.2019 	 2,12 	 0 	 0 	 122 	 -9,9 	  
05:40 30.01.2019 	 2,19 	 0 	 0 	 153 	 -9,7 	  
05:30 30.01.2019 	 2,26 	 0 	 0 	 163 	 -10,1 	  
05:20 30.01.2019 	 2,33 	 0 	 0 	 170 	 -10 	  
05:10 30.01.2019 	 2,4 	 0 	 0 	 158 	 -10,5 	  
05:00 30.01.2019 	 2,47 	 0 	 0 	 153 	 -10,5 	  
04:50 30.01.2019 	 2,54 	 0 	 0 	 153 	 -10,2 	  
04:40 30.01.2019 	 2,61 	 0 	 0 	 156 	 -10,3 	  
04:30 30.01.2019 	 2,68 	 0 	 0 	 150 	 -9,8 	  
04:20 30.01.2019 	 2,74 	 0 	 0 	 149 	 -10,1 	  
04:10 30.01.2019 	 2,8 	 0 	 0 	 151 	 -9,7 	  
04:00 30.01.2019 	 2,86 	 0 	 0 	 158 	 -9,9 	  
03:50 30.01.2019 	 2,91 	 0 	 0 	 152 	 -10 	  
03:40 30.01.2019 	 2,96 	 0 	 0 	 152 	 -10,1 	  
03:30 30.01.2019 	 3,01 	 0 	 0 	 139 	 -10,3 	  
03:20 30.01.2019 	 3,05 	 0 	 0 	 146 	 -10,3 	  
03:10 30.01.2019 	 3,08 	 0 	 0 	 141 	 -9,9 	  
03:00 30.01.2019 	 3,11 	 0 	 0 	 173 	 -9,7 	  
02:50 30.01.2019 	 3,14 	 0 	 0 	 158 	 -10,2 	  
02:40 30.01.2019 	 3,16 	 0 	 0 	 156 	 -9,6 	  
02:30 30.01.2019 	 3,17 	 0 	 0 	 143 	 -9,6 	  
02:20 30.01.2019 	 3,18 	 0 	 0 	 150 	 -9,9 	  
02:10 30.01.2019 	 3,18 	 0 	 0 	 152 	 -9,8 	  
02:00 30.01.2019 	 3,18 	 0 	 0 	 160 	 -9,9 	  
01:50 30.01.2019 	 3,17 	 0 	 0 	 159 	 -9,8 	  
01:40 30.01.2019 	 3,16 	 0 	 0 	 166 	 -10,1 	  
01:30 30.01.2019 	 3,13 	 0 	 0 	 161 	 -9,9 	  
01:20 30.01.2019 	 3,11 	 0 	 0 	 152 	 -9,8 	  
01:10 30.01.2019 	 3,08 	 0 	 0 	 155 	 -9,3 	  
01:00 30.01.2019 	 3,04 	 0 	 0 	 162 	 -9,6 	  
00:50 30.01.2019 	 3 	 0 	 0 	 158 	 -9,6 	  
00:40 30.01.2019 	 2,95 	 0 	 0 	 156 	 -9,8 	  
00:30 30.01.2019 	 2,9 	 0 	 0 	 157 	 -9,6 	  
00:20 30.01.2019 	 2,84 	 0 	 0 	 157 	 -9,4 	  
00:10 30.01.2019 	 2,78 	 0 	 0 	 165 	 -9,2 	  
00:00 30.01.2019 	 2,72 	 0 	 0 	 153 	 -8,7 	  
23:50 29.01.2019 	 2,65 	 0 	 0 	 153 	 -8,7 	  
23:40 29.01.2019 	 2,58 	 0 	 0 	 166 	 -8,6 	  
23:30 29.01.2019 	 2,51 	 0 	 0 	 172 	 -8,1 	  
23:20 29.01.2019 	 2,44 	 0 	 0 	 162 	 -7,8 	  
23:10 29.01.2019 	 2,36 	 0 	 0 	 157 	 -8 	  
23:00 29.01.2019 	 2,29 	 0 	 0 	 149 	 -7,7 	  
22:50 29.01.2019 	 2,21 	 0 	 0 	 131 	 -7,5 	  
22:40 29.01.2019 	 2,14 	 0 	 0 	 151 	 -7,7 	  
22:30 29.01.2019 	 2,06 	 0 	 0 	 162 	 -7,6 	  
22:20 29.01.2019 	 1,99 	 0 	 0 	 158 	 -7,4 	  
22:10 29.01.2019 	 1,92 	 0 	 0 	 161 	 -7,2 	  
22:00 29.01.2019 	 1,85 	 0 	 0 	 160 	 -7,3 	  
21:50 29.01.2019 	 1,79 	 0 	 0 	 165 	 -7,4 	  
21:40 29.01.2019 	 1,72 	 0 	 0 	 170 	 -6,6 	  
21:30 29.01.2019 	 1,66 	 0 	 0 	 166 	 -7 	  
21:20 29.01.2019 	 1,61 	 0 	 0 	 169 	 -6,9 	  
21:10 29.01.2019 	 1,56 	 0 	 0 	 167 	 -6,9 	  
21:00 29.01.2019 	 1,51 	 0 	 0 	 175 	 -6,5 	  
20:50 29.01.2019 	 1,47 	 0 	 0 	 178 	 -5,6 	  
20:40 29.01.2019 	 1,43 	 0 	 0 	 176 	 -6,1 	  
20:30 29.01.2019 	 1,4 	 0 	 0 	 191 	 -5,4 	  
20:20 29.01.2019 	 1,38 	 0 	 0 	 191 	 -5,6 	  
20:10 29.01.2019 	 1,36 	 0 	 0 	 186 	 -5,3 	  
20:00 29.01.2019 	 1,34 	 0 	 0 	 181 	 -5,2 	  
19:50 29.01.2019 	 1,33 	 0 	 0 	 165 	 -5,9 	  
19:40 29.01.2019 	 1,33 	 0 	 0 	 156 	 -6 	  
19:30 29.01.2019 	 1,34 	 0 	 0 	 156 	 -6,2 	  
19:20 29.01.2019 	 1,35 	 0 	 0 	 176 	 -5,7 	  
19:10 29.01.2019 	 1,36 	 0 	 0 	 164 	 -6 	  
19:00 29.01.2019 	 1,38 	 0 	 0 	 168 	 -6,3 	  
18:50 29.01.2019 	 1,41 	 0 	 0 	 198 	 -4,9 	  
18:40 29.01.2019 	 1,44 	 0 	 0 	 181 	 -5,3 	  
18:30 29.01.2019 	 1,48 	 0 	 0 	 166 	 -5,3 	  
18:20 29.01.2019 	 1,52 	 0 	 0 	 154 	 -5,8 	  
18:10 29.01.2019 	 1,57 	 0 	 0 	 156 	 -5,8 	  
18:00 29.01.2019 	 1,62 	 0 	 0 	 171 	 -5,2 	  
17:50 29.01.2019 	 1,67 	 0 	 0 	 174 	 -4,7 	  
17:40 29.01.2019 	 1,73 	 0 	 0 	 183 	 -4,9 	  
17:30 29.01.2019 	 1,79 	 0 	 0 	 183 	 -5,1 	  
17:20 29.01.2019 	 1,86 	 0 	 0 	 179 	 -4,4 	  
17:10 29.01.2019 	 1,93 	 0 	 0 	 184 	 -3,9 	  
17:00 29.01.2019 	 2 	 0 	 0 	 173 	 -4,8 	  
16:50 29.01.2019 	 2,07 	 0 	 0 	 167 	 -5,2 	  
16:40 29.01.2019 	 2,14 	 0 	 0 	 174 	 -4,5 	  
16:30 29.01.2019 	 2,21 	 0 	 0 	 180 	 -4,9 	  
16:20 29.01.2019 	 2,28 	 0 	 0 	 179 	 -4,7 	  
16:10 29.01.2019 	 2,36 	 0 	 0 	 163 	 -5,8 	  
16:00 29.01.2019 	 2,43 	 0 	 0 	 159 	 -5,3 	  
15:50 29.01.2019 	 2,5 	 0 	 0 	 259 	 -4,9 	  
15:40 29.01.2019 	 2,56 	 0 	 0 	 242 	 -4,7 	  
15:30 29.01.2019 	 2,63 	 0 	 0 	 159 	 -4,9 	  
15:20 29.01.2019 	 2,69 	 0 	 0 	 147 	 -4,6 	  
15:10 29.01.2019 	 2,75 	 0 	 0 	 150 	 -4,7 	  
15:00 29.01.2019 	 2,81 	 0 	 0 	 153 	 -5,7 	  
14:50 29.01.2019 	 2,86 	 0 	 0 	 151 	 -5,3 	  
14:40 29.01.2019 	 2,91 	 0 	 0 	 165 	 -5,3 	  
14:30 29.01.2019 	 2,95 	 0 	 0 	 163 	 -5,7 	  
14:20 29.01.2019 	 2,99 	 0 	 0 	 162 	 -5,9 	  
14:10 29.01.2019 	 3,02 	 0 	 0 	 151 	 -5,9 	  
14:00 29.01.2019 	 3,05 	 0 	 0 	 159 	 -5,8 	  
13:50 29.01.2019 	 3,07 	 0 	 0 	 167 	 -5,8 	  
13:40 29.01.2019 	 3,09 	 0 	 0 	 105 	 -5,7 	  
13:30 29.01.2019 	 3,1 	 0 	 0 	 212 	 -4,8 	  
13:20 29.01.2019 	 3,11 	 0 	 0 	 183 	 -5,7 	  
13:10 29.01.2019 	 3,1 	 0 	 0 	 172 	 -6,3 	  
13:00 29.01.2019 	 3,1 	 0 	 0 	 145 	 -6,9 	  
12:50 29.01.2019 	 3,08 	 0 	 0 	 129 	 -6,5 	  
12:40 29.01.2019 	 3,06 	 0 	 0 	 137 	 -6,4 	  
12:30 29.01.2019 	 3,04 	 0 	 0 	 157 	 -7,4 	  
12:20 29.01.2019 	 3 	 0 	 0 	 189 	 -7 	  
