Time [yyyy/MM/dd HH:mm:ss],Grindavik_ut: water level (waterlevel) at Grindavik_ut_ FlowFM [m]
2020/01/03 18:30:00,-0.29813
2020/01/03 18:35:00,-0.29211
2020/01/03 18:40:00,-0.28487
2020/01/03 18:45:00,-0.27672
2020/01/03 18:50:00,-0.26743
2020/01/03 18:55:00,-0.25716
2020/01/03 19:00:00,-0.24575
2020/01/03 19:05:00,-0.2317
2020/01/03 19:10:00,-0.21802
2020/01/03 19:15:00,-0.20219
2020/01/03 19:20:00,-0.18636
2020/01/03 19:25:00,-0.16907
2020/01/03 19:30:00,-0.15133
2020/01/03 19:35:00,-0.13282
2020/01/03 19:40:00,-0.11313
2020/01/03 19:45:00,-0.092924
2020/01/03 19:50:00,-0.071915
2020/01/03 19:55:00,-0.050571
2020/01/03 20:00:00,-0.027985
2020/01/03 20:05:00,-0.0068801
2020/01/03 20:10:00,0.016127
2020/01/03 20:15:00,0.038245
2020/01/03 20:20:00,0.062226
2020/01/03 20:25:00,0.085611
2020/01/03 20:30:00,0.10971
2020/01/03 20:35:00,0.13438
2020/01/03 20:40:00,0.15925
2020/01/03 20:45:00,0.18421
2020/01/03 20:50:00,0.20918
2020/01/03 20:55:00,0.23467
2020/01/03 21:00:00,0.25996
2020/01/03 21:05:00,0.28879
2020/01/03 21:10:00,0.31451
2020/01/03 21:15:00,0.34349
2020/01/03 21:20:00,0.36982
2020/01/03 21:25:00,0.39734
2020/01/03 21:30:00,0.42437
2020/01/03 21:35:00,0.45119
2020/01/03 21:40:00,0.47756
2020/01/03 21:45:00,0.50359
2020/01/03 21:50:00,0.52946
2020/01/03 21:55:00,0.55503
2020/01/03 22:00:00,0.58003
2020/01/03 22:05:00,0.603
2020/01/03 22:10:00,0.62746
2020/01/03 22:15:00,0.64957
2020/01/03 22:20:00,0.67224
2020/01/03 22:25:00,0.69373
2020/01/03 22:30:00,0.71512
2020/01/03 22:35:00,0.73575
2020/01/03 22:40:00,0.75541
2020/01/03 22:45:00,0.77434
2020/01/03 22:50:00,0.79277
2020/01/03 22:55:00,0.81016
2020/01/03 23:00:00,0.82712
2020/01/03 23:05:00,0.84301
2020/01/03 23:10:00,0.85824
2020/01/03 23:15:00,0.87269
2020/01/03 23:20:00,0.88627
2020/01/03 23:25:00,0.89869
2020/01/03 23:30:00,0.90998
2020/01/03 23:35:00,0.92019
2020/01/03 23:40:00,0.92926
2020/01/03 23:45:00,0.93737
2020/01/03 23:50:00,0.94447
2020/01/03 23:55:00,0.95052
2020/01/04 00:00:00,0.95566
2020/01/04 00:05:00,0.96321
2020/01/04 00:10:00,0.96648
2020/01/04 00:15:00,0.9709
2020/01/04 00:20:00,0.97288
2020/01/04 00:25:00,0.97438
2020/01/04 00:30:00,0.97441
2020/01/04 00:35:00,0.97321
2020/01/04 00:40:00,0.97118
2020/01/04 00:45:00,0.96813
2020/01/04 00:50:00,0.96399
2020/01/04 00:55:00,0.95918
2020/01/04 01:00:00,0.95292
2020/01/04 01:05:00,0.94586
2020/01/04 01:10:00,0.93749
2020/01/04 01:15:00,0.92824
2020/01/04 01:20:00,0.91806
2020/01/04 01:25:00,0.90682
2020/01/04 01:30:00,0.89497
2020/01/04 01:35:00,0.88211
2020/01/04 01:40:00,0.86853
2020/01/04 01:45:00,0.85389
2020/01/04 01:50:00,0.83847
2020/01/04 01:55:00,0.8223
2020/01/04 02:00:00,0.80525
2020/01/04 02:05:00,0.78588
2020/01/04 02:10:00,0.76733
2020/01/04 02:15:00,0.74708
2020/01/04 02:20:00,0.72722
2020/01/04 02:25:00,0.70625
2020/01/04 02:30:00,0.68506
2020/01/04 02:35:00,0.6636
2020/01/04 02:40:00,0.64145
2020/01/04 02:45:00,0.61888
2020/01/04 02:50:00,0.59592
2020/01/04 02:55:00,0.57253
2020/01/04 03:00:00,0.54912
2020/01/04 03:05:00,0.52542
2020/01/04 03:10:00,0.50162
2020/01/04 03:15:00,0.47795
2020/01/04 03:20:00,0.45405
2020/01/04 03:25:00,0.43028
2020/01/04 03:30:00,0.40656
2020/01/04 03:35:00,0.38297
2020/01/04 03:40:00,0.35949
2020/01/04 03:45:00,0.33612
2020/01/04 03:50:00,0.31302
2020/01/04 03:55:00,0.29014
2020/01/04 04:00:00,0.26759
2020/01/04 04:05:00,0.24703
2020/01/04 04:10:00,0.22543
2020/01/04 04:15:00,0.20597
2020/01/04 04:20:00,0.18588
2020/01/04 04:25:00,0.16707
2020/01/04 04:30:00,0.14876
2020/01/04 04:35:00,0.1307
2020/01/04 04:40:00,0.11327
2020/01/04 04:45:00,0.096329
2020/01/04 04:50:00,0.080246
2020/01/04 04:55:00,0.064691
2020/01/04 05:00:00,0.049914
2020/01/04 05:05:00,0.035963
2020/01/04 05:10:00,0.022659
2020/01/04 05:15:00,0.009989
2020/01/04 05:20:00,-0.0017925
2020/01/04 05:25:00,-0.012821
2020/01/04 05:30:00,-0.022875
2020/01/04 05:35:00,-0.032127
