Time [yyyy/MM/dd HH:mm:ss],Grindavik_ut: water level (waterlevel) at Grindavik_ut_ FlowFM [m]
2020/01/01 00:00:00,0.27769
2020/01/01 00:05:00,0.28988
2020/01/01 00:10:00,0.30347
2020/01/01 00:15:00,0.29907
2020/01/01 00:20:00,0.29903
2020/01/01 00:25:00,0.28504
2020/01/01 00:30:00,0.27311
2020/01/01 00:35:00,0.25137
2020/01/01 00:40:00,0.22175
2020/01/01 00:45:00,0.18973
2020/01/01 00:50:00,0.15013
2020/01/01 00:55:00,0.1062
2020/01/01 01:00:00,0.056028
2020/01/01 01:05:00,0.016246
2020/01/01 01:10:00,-0.0040663
2020/01/01 01:15:00,-0.049232
2020/01/01 01:20:00,-0.072398
2020/01/01 01:25:00,-0.11021
2020/01/01 01:30:00,-0.13653
2020/01/01 01:35:00,-0.16804
2020/01/01 01:40:00,-0.19944
2020/01/01 01:45:00,-0.22671
2020/01/01 01:50:00,-0.25184
2020/01/01 01:55:00,-0.28443
2020/01/01 02:00:00,-0.30431
2020/01/01 02:05:00,-0.33606
2020/01/01 02:10:00,-0.35571
2020/01/01 02:15:00,-0.38295
2020/01/01 02:20:00,-0.4051
2020/01/01 02:25:00,-0.4239
2020/01/01 02:30:00,-0.44736
2020/01/01 02:35:00,-0.46393
2020/01/01 02:40:00,-0.48195
2020/01/01 02:45:00,-0.49819
2020/01/01 02:50:00,-0.51227
2020/01/01 02:55:00,-0.5263
2020/01/01 03:00:00,-0.5379
2020/01/01 03:05:00,-0.5473
2020/01/01 03:10:00,-0.55839
2020/01/01 03:15:00,-0.56367
2020/01/01 03:20:00,-0.57068
2020/01/01 03:25:00,-0.57515
2020/01/01 03:30:00,-0.57726
2020/01/01 03:35:00,-0.5796
2020/01/01 03:40:00,-0.57833
2020/01/01 03:45:00,-0.57712
2020/01/01 03:50:00,-0.57412
2020/01/01 03:55:00,-0.56827
2020/01/01 04:00:00,-0.5627
2020/01/01 04:05:00,-0.55618
2020/01/01 04:10:00,-0.54694
2020/01/01 04:15:00,-0.53784
2020/01/01 04:20:00,-0.52528
2020/01/01 04:25:00,-0.51299
2020/01/01 04:30:00,-0.49833
2020/01/01 04:35:00,-0.48192
2020/01/01 04:40:00,-0.46519
2020/01/01 04:45:00,-0.44601
2020/01/01 04:50:00,-0.42622
2020/01/01 04:55:00,-0.40493
2020/01/01 05:00:00,-0.38218
2020/01/01 05:05:00,-0.35712
2020/01/01 05:10:00,-0.33141
2020/01/01 05:15:00,-0.30398
2020/01/01 05:20:00,-0.27669
2020/01/01 05:25:00,-0.24692
2020/01/01 05:30:00,-0.21725
2020/01/01 05:35:00,-0.18614
2020/01/01 05:40:00,-0.15439
2020/01/01 05:45:00,-0.12181
2020/01/01 05:50:00,-0.087966
2020/01/01 05:55:00,-0.054363
2020/01/01 06:00:00,-0.019099
2020/01/01 06:05:00,0.01606
2020/01/01 06:10:00,0.0521
2020/01/01 06:15:00,0.088458
2020/01/01 06:20:00,0.1254
2020/01/01 06:25:00,0.16257
2020/01/01 06:30:00,0.19996
2020/01/01 06:35:00,0.23763
2020/01/01 06:40:00,0.27567
2020/01/01 06:45:00,0.31328
2020/01/01 06:50:00,0.35151
2020/01/01 06:55:00,0.38917
2020/01/01 07:00:00,0.42718
2020/01/01 07:05:00,0.46467
2020/01/01 07:10:00,0.50219
2020/01/01 07:15:00,0.5393
2020/01/01 07:20:00,0.57574
2020/01/01 07:25:00,0.61219
2020/01/01 07:30:00,0.64813
2020/01/01 07:35:00,0.68317
2020/01/01 07:40:00,0.71786
2020/01/01 07:45:00,0.75176
2020/01/01 07:50:00,0.78532
2020/01/01 07:55:00,0.81745
2020/01/01 08:00:00,0.84887
2020/01/01 08:05:00,0.88127
2020/01/01 08:10:00,0.91142
2020/01/01 08:15:00,0.94142
2020/01/01 08:20:00,0.97016
2020/01/01 08:25:00,0.99793
2020/01/01 08:30:00,1.0247
2020/01/01 08:35:00,1.0496
2020/01/01 08:40:00,1.074
2020/01/01 08:45:00,1.0967
2020/01/01 08:50:00,1.1184
2020/01/01 08:55:00,1.138
2020/01/01 09:00:00,1.1561
2020/01/01 09:05:00,1.1724
2020/01/01 09:10:00,1.1876
2020/01/01 09:15:00,1.2008
2020/01/01 09:20:00,1.2122
2020/01/01 09:25:00,1.2236
2020/01/01 09:30:00,1.232
2020/01/01 09:35:00,1.2399
2020/01/01 09:40:00,1.2456
2020/01/01 09:45:00,1.2503
2020/01/01 09:50:00,1.2535
2020/01/01 09:55:00,1.2545
2020/01/01 10:00:00,1.2549
2020/01/01 10:05:00,1.2544
2020/01/01 10:10:00,1.2519
2020/01/01 10:15:00,1.2483
2020/01/01 10:20:00,1.243
2020/01/01 10:25:00,1.236
2020/01/01 10:30:00,1.2279
2020/01/01 10:35:00,1.2181
2020/01/01 10:40:00,1.2066
2020/01/01 10:45:00,1.1941
2020/01/01 10:50:00,1.1798
2020/01/01 10:55:00,1.1645
2020/01/01 11:00:00,1.1472
2020/01/01 11:05:00,1.1294
2020/01/01 11:10:00,1.1097
2020/01/01 11:15:00,1.0891
2020/01/01 11:20:00,1.067
2020/01/01 11:25:00,1.0439
2020/01/01 11:30:00,1.0198
2020/01/01 11:35:00,0.99433
2020/01/01 11:40:00,0.96803
2020/01/01 11:45:00,0.94056
2020/01/01 11:50:00,0.91228
2020/01/01 11:55:00,0.88303
2020/01/01 12:00:00,0.85291
2020/01/01 12:05:00,0.82212
2020/01/01 12:10:00,0.79045
2020/01/01 12:15:00,0.7583
2020/01/01 12:20:00,0.72537
2020/01/01 12:25:00,0.69208
2020/01/01 12:30:00,0.65821
2020/01/01 12:35:00,0.62395
2020/01/01 12:40:00,0.58934
2020/01/01 12:45:00,0.55438
2020/01/01 12:50:00,0.51926
2020/01/01 12:55:00,0.48387
2020/01/01 13:00:00,0.4484
2020/01/01 13:05:00,0.41445
2020/01/01 13:10:00,0.37934
2020/01/01 13:15:00,0.34536
2020/01/01 13:20:00,0.31055
2020/01/01 13:25:00,0.2762
2020/01/01 13:30:00,0.24227
2020/01/01 13:35:00,0.20848
2020/01/01 13:40:00,0.17509
2020/01/01 13:45:00,0.14235
2020/01/01 13:50:00,0.10959
2020/01/01 13:55:00,0.077933
2020/01/01 14:00:00,0.046344
2020/01/01 14:05:00,0.014249
2020/01/01 14:10:00,-0.016187
2020/01/01 14:15:00,-0.046723
2020/01/01 14:20:00,-0.075491
2020/01/01 14:25:00,-0.1041
2020/01/01 14:30:00,-0.1315
2020/01/01 14:35:00,-0.15807
2020/01/01 14:40:00,-0.18326
2020/01/01 14:45:00,-0.20767
2020/01/01 14:50:00,-0.23081
2020/01/01 14:55:00,-0.25307
2020/01/01 15:00:00,-0.27396
2020/01/01 15:05:00,-0.29211
2020/01/01 15:10:00,-0.31023
2020/01/01 15:15:00,-0.32617
2020/01/01 15:20:00,-0.34187
2020/01/01 15:25:00,-0.35539
2020/01/01 15:30:00,-0.36807
2020/01/01 15:35:00,-0.3794
2020/01/01 15:40:00,-0.38949
2020/01/01 15:45:00,-0.39786
2020/01/01 15:50:00,-0.40499
2020/01/01 15:55:00,-0.41086
2020/01/01 16:00:00,-0.41497
2020/01/01 16:05:00,-0.41951
2020/01/01 16:10:00,-0.42128
2020/01/01 16:15:00,-0.4227
2020/01/01 16:20:00,-0.42163
2020/01/01 16:25:00,-0.41983
2020/01/01 16:30:00,-0.41642
2020/01/01 16:35:00,-0.41147
2020/01/01 16:40:00,-0.40517
2020/01/01 16:45:00,-0.39762
2020/01/01 16:50:00,-0.38877
2020/01/01 16:55:00,-0.37826
2020/01/01 17:00:00,-0.36688
2020/01/01 17:05:00,-0.35541
2020/01/01 17:10:00,-0.34204
2020/01/01 17:15:00,-0.3276
2020/01/01 17:20:00,-0.31168
2020/01/01 17:25:00,-0.29501
2020/01/01 17:30:00,-0.27685
2020/01/01 17:35:00,-0.25773
2020/01/01 17:40:00,-0.23727
2020/01/01 17:45:00,-0.21626
2020/01/01 17:50:00,-0.19404
2020/01/01 17:55:00,-0.17069
2020/01/01 18:00:00,-0.14693
2020/01/01 18:05:00,-0.12027
2020/01/01 18:10:00,-0.094348
2020/01/01 18:15:00,-0.066484
2020/01/01 18:20:00,-0.039029
2020/01/01 18:25:00,-0.010324
2020/01/01 18:30:00,0.018829
2020/01/01 18:35:00,0.048399
2020/01/01 18:40:00,0.078344
2020/01/01 18:45:00,0.10906
2020/01/01 18:50:00,0.13961
2020/01/01 18:55:00,0.17112
2020/01/01 19:00:00,0.20243
2020/01/01 19:05:00,0.23424
2020/01/01 19:10:00,0.26605
2020/01/01 19:15:00,0.29769
2020/01/01 19:20:00,0.32992
2020/01/01 19:25:00,0.36139
2020/01/01 19:30:00,0.39336
2020/01/01 19:35:00,0.42467
2020/01/01 19:40:00,0.45618
2020/01/01 19:45:00,0.48727
2020/01/01 19:50:00,0.51788
2020/01/01 19:55:00,0.54828
2020/01/01 20:00:00,0.57808
2020/01/01 20:05:00,0.60764
2020/01/01 20:10:00,0.63641
2020/01/01 20:15:00,0.66458
2020/01/01 20:20:00,0.69238
2020/01/01 20:25:00,0.71915
2020/01/01 20:30:00,0.74553
2020/01/01 20:35:00,0.77073
2020/01/01 20:40:00,0.79544
2020/01/01 20:45:00,0.81907
2020/01/01 20:50:00,0.84184
2020/01/01 20:55:00,0.86371
2020/01/01 21:00:00,0.88467
2020/01/01 21:05:00,0.90313
2020/01/01 21:10:00,0.92128
2020/01/01 21:15:00,0.93738
2020/01/01 21:20:00,0.95321
2020/01/01 21:25:00,0.96769
2020/01/01 21:30:00,0.98076
2020/01/01 21:35:00,0.99299
2020/01/01 21:40:00,1.0041
2020/01/01 21:45:00,1.0138
2020/01/01 21:50:00,1.0224
2020/01/01 21:55:00,1.0294
2020/01/01 22:00:00,1.0358
2020/01/01 22:05:00,1.0416
2020/01/01 22:10:00,1.0456
2020/01/01 22:15:00,1.0489
2020/01/01 22:20:00,1.0507
2020/01/01 22:25:00,1.0509
2020/01/01 22:30:00,1.0503
2020/01/01 22:35:00,1.048
2020/01/01 22:40:00,1.0445
2020/01/01 22:45:00,1.0398
2020/01/01 22:50:00,1.0336
2020/01/01 22:55:00,1.0264
2020/01/01 23:00:00,1.0176
2020/01/01 23:05:00,1.0066
2020/01/01 23:10:00,0.99503
2020/01/01 23:15:00,0.98155
2020/01/01 23:20:00,0.9674
2020/01/01 23:25:00,0.95224
2020/01/01 23:30:00,0.93556
2020/01/01 23:35:00,0.91828
2020/01/01 23:40:00,0.90003
2020/01/01 23:45:00,0.88065
2020/01/01 23:50:00,0.86057
2020/01/01 23:55:00,0.83929
2020/01/02 00:00:00,0.81754
2020/01/02 00:05:00,0.79589
2020/01/02 00:10:00,0.77294
2020/01/02 00:15:00,0.74989
2020/01/02 00:20:00,0.72563
2020/01/02 00:25:00,0.7007
2020/01/02 00:30:00,0.67544
2020/01/02 00:35:00,0.64917
2020/01/02 00:40:00,0.62253
2020/01/02 00:45:00,0.59579
2020/01/02 00:50:00,0.56831
2020/01/02 00:55:00,0.5409
2020/01/02 01:00:00,0.51276
2020/01/02 01:05:00,0.48328
2020/01/02 01:10:00,0.45431
2020/01/02 01:15:00,0.42443
2020/01/02 01:20:00,0.39532
2020/01/02 01:25:00,0.36595
2020/01/02 01:30:00,0.33661
2020/01/02 01:35:00,0.30733
2020/01/02 01:40:00,0.27833
2020/01/02 01:45:00,0.24917
2020/01/02 01:50:00,0.22082
2020/01/02 01:55:00,0.19228
2020/01/02 02:00:00,0.1646
2020/01/02 02:05:00,0.13693
2020/01/02 02:10:00,0.10994
2020/01/02 02:15:00,0.08346
2020/01/02 02:20:00,0.057495
2020/01/02 02:25:00,0.032264
2020/01/02 02:30:00,0.0075349
2020/01/02 02:35:00,-0.016316
2020/01/02 02:40:00,-0.03948
2020/01/02 02:45:00,-0.061855
2020/01/02 02:50:00,-0.083321
2020/01/02 02:55:00,-0.10397
2020/01/02 03:00:00,-0.12364
2020/01/02 03:05:00,-0.14235
2020/01/02 03:10:00,-0.16013
2020/01/02 03:15:00,-0.17674
2020/01/02 03:20:00,-0.19245
2020/01/02 03:25:00,-0.20693
2020/01/02 03:30:00,-0.22037
2020/01/02 03:35:00,-0.23263
2020/01/02 03:40:00,-0.24371
2020/01/02 03:45:00,-0.25364
2020/01/02 03:50:00,-0.26231
2020/01/02 03:55:00,-0.26976
2020/01/02 04:00:00,-0.276
2020/01/02 04:05:00,-0.2777
2020/01/02 04:10:00,-0.28035
2020/01/02 04:15:00,-0.28026
2020/01/02 04:20:00,-0.28029
2020/01/02 04:25:00,-0.27796
2020/01/02 04:30:00,-0.27455
2020/01/02 04:35:00,-0.27024
2020/01/02 04:40:00,-0.26471
2020/01/02 04:45:00,-0.25742
2020/01/02 04:50:00,-0.24903
2020/01/02 04:55:00,-0.23988
2020/01/02 05:00:00,-0.22869
2020/01/02 05:05:00,-0.22027
2020/01/02 05:10:00,-0.20755
2020/01/02 05:15:00,-0.19629
2020/01/02 05:20:00,-0.18119
2020/01/02 05:25:00,-0.16676
2020/01/02 05:30:00,-0.15065
2020/01/02 05:35:00,-0.13334
2020/01/02 05:40:00,-0.11472
2020/01/02 05:45:00,-0.095614
2020/01/02 05:50:00,-0.074994
2020/01/02 05:55:00,-0.053682
2020/01/02 06:00:00,-0.031205
2020/01/02 06:05:00,-0.0079616
2020/01/02 06:10:00,0.015856
2020/01/02 06:15:00,0.041439
2020/01/02 06:20:00,0.06644
2020/01/02 06:25:00,0.093556
2020/01/02 06:30:00,0.12023
2020/01/02 06:35:00,0.14829
2020/01/02 06:40:00,0.17659
2020/01/02 06:45:00,0.20551
2020/01/02 06:50:00,0.23498
2020/01/02 06:55:00,0.26484
2020/01/02 07:00:00,0.29501
2020/01/02 07:05:00,0.32426
2020/01/02 07:10:00,0.35435
2020/01/02 07:15:00,0.38441
2020/01/02 07:20:00,0.41477
2020/01/02 07:25:00,0.44572
2020/01/02 07:30:00,0.47609
2020/01/02 07:35:00,0.5069
2020/01/02 07:40:00,0.5375
2020/01/02 07:45:00,0.56762
2020/01/02 07:50:00,0.59856
2020/01/02 07:55:00,0.62827
2020/01/02 08:00:00,0.65863
2020/01/02 08:05:00,0.68801
2020/01/02 08:10:00,0.71738
2020/01/02 08:15:00,0.74634
2020/01/02 08:20:00,0.7745
2020/01/02 08:25:00,0.80272
2020/01/02 08:30:00,0.82975
2020/01/02 08:35:00,0.85689
2020/01/02 08:40:00,0.88256
2020/01/02 08:45:00,0.90778
2020/01/02 08:50:00,0.93247
2020/01/02 08:55:00,0.95636
2020/01/02 09:00:00,0.9793
2020/01/02 09:05:00,0.99838
2020/01/02 09:10:00,1.0191
2020/01/02 09:15:00,1.0362
2020/01/02 09:20:00,1.054
2020/01/02 09:25:00,1.0705
2020/01/02 09:30:00,1.0853
2020/01/02 09:35:00,1.1001
2020/01/02 09:40:00,1.1132
2020/01/02 09:45:00,1.1255
2020/01/02 09:50:00,1.1366
2020/01/02 09:55:00,1.1462
2020/01/02 10:00:00,1.1555
2020/01/02 10:05:00,1.1622
2020/01/02 10:10:00,1.1692
2020/01/02 10:15:00,1.1735
2020/01/02 10:20:00,1.1778
2020/01/02 10:25:00,1.1798
2020/01/02 10:30:00,1.1811
2020/01/02 10:35:00,1.1809
2020/01/02 10:40:00,1.1794
2020/01/02 10:45:00,1.1769
2020/01/02 10:50:00,1.1725
2020/01/02 10:55:00,1.1675
2020/01/02 11:00:00,1.1607
2020/01/02 11:05:00,1.1529
2020/01/02 11:10:00,1.1437
2020/01/02 11:15:00,1.1331
2020/01/02 11:20:00,1.1217
2020/01/02 11:25:00,1.1086
2020/01/02 11:30:00,1.0947
2020/01/02 11:35:00,1.0792
2020/01/02 11:40:00,1.063
2020/01/02 11:45:00,1.0454
2020/01/02 11:50:00,1.0267
2020/01/02 11:55:00,1.0071
2020/01/02 12:00:00,0.98621
2020/01/02 12:05:00,0.96614
2020/01/02 12:10:00,0.94372
2020/01/02 12:15:00,0.92173
2020/01/02 12:20:00,0.898
2020/01/02 12:25:00,0.8735
2020/01/02 12:30:00,0.84861
2020/01/02 12:35:00,0.82214
2020/01/02 12:40:00,0.79526
2020/01/02 12:45:00,0.76748
2020/01/02 12:50:00,0.73907
2020/01/02 12:55:00,0.71023
2020/01/02 13:00:00,0.68039
2020/01/02 13:05:00,0.65079
2020/01/02 13:10:00,0.61983
2020/01/02 13:15:00,0.58913
2020/01/02 13:20:00,0.55754
2020/01/02 13:25:00,0.5259
2020/01/02 13:30:00,0.49397
2020/01/02 13:35:00,0.46166
2020/01/02 13:40:00,0.42948
2020/01/02 13:45:00,0.3969
2020/01/02 13:50:00,0.36448
2020/01/02 13:55:00,0.33188
2020/01/02 14:00:00,0.29933
2020/01/02 14:05:00,0.26864
2020/01/02 14:10:00,0.23672
2020/01/02 14:15:00,0.20623
2020/01/02 14:20:00,0.17493
2020/01/02 14:25:00,0.14424
2020/01/02 14:30:00,0.11414
2020/01/02 14:35:00,0.084184
2020/01/02 14:40:00,0.054838
2020/01/02 14:45:00,0.025976
2020/01/02 14:50:00,-0.0026676
2020/01/02 14:55:00,-0.030207
2020/01/02 15:00:00,-0.057638
2020/01/02 15:05:00,-0.084028
2020/01/02 15:10:00,-0.10985
2020/01/02 15:15:00,-0.13505
2020/01/02 15:20:00,-0.15913
2020/01/02 15:25:00,-0.18282
2020/01/02 15:30:00,-0.20529
2020/01/02 15:35:00,-0.22712
2020/01/02 15:40:00,-0.24785
2020/01/02 15:45:00,-0.26763
2020/01/02 15:50:00,-0.28651
2020/01/02 15:55:00,-0.30428
2020/01/02 16:00:00,-0.32094
2020/01/02 16:05:00,-0.33826
2020/01/02 16:10:00,-0.35321
2020/01/02 16:15:00,-0.36791
2020/01/02 16:20:00,-0.38062
2020/01/02 16:25:00,-0.39283
2020/01/02 16:30:00,-0.40364
2020/01/02 16:35:00,-0.41306
2020/01/02 16:40:00,-0.42141
2020/01/02 16:45:00,-0.42872
2020/01/02 16:50:00,-0.43481
2020/01/02 16:55:00,-0.43948
2020/01/02 17:00:00,-0.44334
2020/01/02 17:05:00,-0.44407
2020/01/02 17:10:00,-0.44491
2020/01/02 17:15:00,-0.44352
2020/01/02 17:20:00,-0.44195
2020/01/02 17:25:00,-0.43856
2020/01/02 17:30:00,-0.43413
2020/01/02 17:35:00,-0.42878
2020/01/02 17:40:00,-0.4222
2020/01/02 17:45:00,-0.41441
2020/01/02 17:50:00,-0.40543
2020/01/02 17:55:00,-0.3957
2020/01/02 18:00:00,-0.38445
2020/01/02 18:05:00,-0.37254
2020/01/02 18:10:00,-0.35925
2020/01/02 18:15:00,-0.34544
2020/01/02 18:20:00,-0.33032
2020/01/02 18:25:00,-0.31435
2020/01/02 18:30:00,-0.2977
2020/01/02 18:35:00,-0.27996
2020/01/02 18:40:00,-0.26162
2020/01/02 18:45:00,-0.24231
2020/01/02 18:50:00,-0.2224
2020/01/02 18:55:00,-0.20174
2020/01/02 19:00:00,-0.18034
2020/01/02 19:05:00,-0.15683
2020/01/02 19:10:00,-0.13381
2020/01/02 19:15:00,-0.10942
2020/01/02 19:20:00,-0.085438
2020/01/02 19:25:00,-0.06023
2020/01/02 19:30:00,-0.035059
2020/01/02 19:35:00,-0.0093323
2020/01/02 19:40:00,0.016372
2020/01/02 19:45:00,0.042686
2020/01/02 19:50:00,0.068923
2020/01/02 19:55:00,0.095547
2020/01/02 20:00:00,0.12206
2020/01/02 20:05:00,0.14862
2020/01/02 20:10:00,0.17549
2020/01/02 20:15:00,0.20192
2020/01/02 20:20:00,0.22864
2020/01/02 20:25:00,0.25485
2020/01/02 20:30:00,0.28124
2020/01/02 20:35:00,0.30715
2020/01/02 20:40:00,0.33288
2020/01/02 20:45:00,0.35828
2020/01/02 20:50:00,0.38333
2020/01/02 20:55:00,0.40792
2020/01/02 21:00:00,0.43211
2020/01/02 21:05:00,0.45578
2020/01/02 21:10:00,0.47899
2020/01/02 21:15:00,0.5014
2020/01/02 21:20:00,0.52343
2020/01/02 21:25:00,0.54466
2020/01/02 21:30:00,0.56529
2020/01/02 21:35:00,0.5851
2020/01/02 21:40:00,0.60419
2020/01/02 21:45:00,0.62252
2020/01/02 21:50:00,0.63995
2020/01/02 21:55:00,0.65653
2020/01/02 22:00:00,0.67226
2020/01/02 22:05:00,0.684
2020/01/02 22:10:00,0.69694
2020/01/02 22:15:00,0.70682
2020/01/02 22:20:00,0.7173
2020/01/02 22:25:00,0.72662
2020/01/02 22:30:00,0.73432
2020/01/02 22:35:00,0.74208
2020/01/02 22:40:00,0.74835
2020/01/02 22:45:00,0.75318
2020/01/02 22:50:00,0.75738
2020/01/02 22:55:00,0.75978
2020/01/02 23:00:00,0.76219
2020/01/02 23:05:00,0.76359
2020/01/02 23:10:00,0.76431
2020/01/02 23:15:00,0.76397
2020/01/02 23:20:00,0.76237
2020/01/02 23:25:00,0.75949
2020/01/02 23:30:00,0.75568
2020/01/02 23:35:00,0.75066
2020/01/02 23:40:00,0.74426
2020/01/02 23:45:00,0.73746
2020/01/02 23:50:00,0.72905
2020/01/02 23:55:00,0.72022
2020/01/03 00:00:00,0.70987
2020/01/03 00:05:00,0.69891
2020/01/03 00:10:00,0.68674
2020/01/03 00:15:00,0.67363
2020/01/03 00:20:00,0.6597
2020/01/03 00:25:00,0.6447
2020/01/03 00:30:00,0.62908
2020/01/03 00:35:00,0.61242
2020/01/03 00:40:00,0.595
2020/01/03 00:45:00,0.57689
2020/01/03 00:50:00,0.55788
2020/01/03 00:55:00,0.53833
2020/01/03 01:00:00,0.51789
2020/01/03 01:05:00,0.49706
2020/01/03 01:10:00,0.47545
2020/01/03 01:15:00,0.45335
2020/01/03 01:20:00,0.43076
2020/01/03 01:25:00,0.4076
2020/01/03 01:30:00,0.38414
2020/01/03 01:35:00,0.36012
2020/01/03 01:40:00,0.33587
2020/01/03 01:45:00,0.31128
2020/01/03 01:50:00,0.28639
2020/01/03 01:55:00,0.26136
2020/01/03 02:00:00,0.23606
2020/01/03 02:05:00,0.21076
2020/01/03 02:10:00,0.18529
2020/01/03 02:15:00,0.15982
2020/01/03 02:20:00,0.13437
2020/01/03 02:25:00,0.10892
2020/01/03 02:30:00,0.08366
2020/01/03 02:35:00,0.058475
2020/01/03 02:40:00,0.033525
2020/01/03 02:45:00,0.0087836
2020/01/03 02:50:00,-0.015688
2020/01/03 02:55:00,-0.039793
2020/01/03 03:00:00,-0.063585
2020/01/03 03:05:00,-0.086939
2020/01/03 03:10:00,-0.10985
2020/01/03 03:15:00,-0.13228
2020/01/03 03:20:00,-0.15417
2020/01/03 03:25:00,-0.17554
2020/01/03 03:30:00,-0.19628
2020/01/03 03:35:00,-0.21638
2020/01/03 03:40:00,-0.2358
2020/01/03 03:45:00,-0.25448
2020/01/03 03:50:00,-0.27244
2020/01/03 03:55:00,-0.28959
2020/01/03 04:00:00,-0.30592
2020/01/03 04:05:00,-0.32302
2020/01/03 04:10:00,-0.33815
2020/01/03 04:15:00,-0.35308
2020/01/03 04:20:00,-0.36638
2020/01/03 04:25:00,-0.37931
2020/01/03 04:30:00,-0.39101
2020/01/03 04:35:00,-0.40162
2020/01/03 04:40:00,-0.4112
2020/01/03 04:45:00,-0.42002
2020/01/03 04:50:00,-0.42771
2020/01/03 04:55:00,-0.43417
2020/01/03 05:00:00,-0.44002
2020/01/03 05:05:00,-0.44285
2020/01/03 05:10:00,-0.44597
2020/01/03 05:15:00,-0.44699
2020/01/03 05:20:00,-0.4479
2020/01/03 05:25:00,-0.44715
2020/01/03 05:30:00,-0.44543
2020/01/03 05:35:00,-0.44286
2020/01/03 05:40:00,-0.43917
2020/01/03 05:45:00,-0.4343
2020/01/03 05:50:00,-0.42835
2020/01/03 05:55:00,-0.42166
2020/01/03 06:00:00,-0.4135
2020/01/03 06:05:00,-0.40635
2020/01/03 06:10:00,-0.39677
2020/01/03 06:15:00,-0.38728
2020/01/03 06:20:00,-0.37585
2020/01/03 06:25:00,-0.36407
2020/01/03 06:30:00,-0.35135
2020/01/03 06:35:00,-0.33741
2020/01/03 06:40:00,-0.32273
2020/01/03 06:45:00,-0.30735
2020/01/03 06:50:00,-0.2912
2020/01/03 06:55:00,-0.27402
2020/01/03 07:00:00,-0.25652
2020/01/03 07:05:00,-0.23629
2020/01/03 07:10:00,-0.21698
2020/01/03 07:15:00,-0.19561
2020/01/03 07:20:00,-0.17499
2020/01/03 07:25:00,-0.15289
2020/01/03 07:30:00,-0.13055
2020/01/03 07:35:00,-0.10778
2020/01/03 07:40:00,-0.084622
2020/01/03 07:45:00,-0.060838
2020/01/03 07:50:00,-0.036853
2020/01/03 07:55:00,-0.012436
2020/01/03 08:00:00,0.01215
2020/01/03 08:05:00,0.035477
2020/01/03 08:10:00,0.060234
2020/01/03 08:15:00,0.08384
2020/01/03 08:20:00,0.10886
2020/01/03 08:25:00,0.13288
2020/01/03 08:30:00,0.1575
2020/01/03 08:35:00,0.18157
2020/01/03 08:40:00,0.20597
2020/01/03 08:45:00,0.22981
2020/01/03 08:50:00,0.25407
2020/01/03 08:55:00,0.27743
2020/01/03 09:00:00,0.30114
2020/01/03 09:05:00,0.32403
2020/01/03 09:10:00,0.34694
2020/01/03 09:15:00,0.36936
2020/01/03 09:20:00,0.39126
2020/01/03 09:25:00,0.41276
2020/01/03 09:30:00,0.43374
2020/01/03 09:35:00,0.45426
2020/01/03 09:40:00,0.47397
2020/01/03 09:45:00,0.49315
2020/01/03 09:50:00,0.51172
2020/01/03 09:55:00,0.5295
2020/01/03 10:00:00,0.54662
2020/01/03 10:05:00,0.56448
2020/01/03 10:10:00,0.58051
2020/01/03 10:15:00,0.59671
2020/01/03 10:20:00,0.6111
2020/01/03 10:25:00,0.6249
2020/01/03 10:30:00,0.63796
2020/01/03 10:35:00,0.64972
2020/01/03 10:40:00,0.66055
2020/01/03 10:45:00,0.67083
2020/01/03 10:50:00,0.67969
2020/01/03 10:55:00,0.68795
2020/01/03 11:00:00,0.69461
2020/01/03 11:05:00,0.70087
2020/01/03 11:10:00,0.70546
2020/01/03 11:15:00,0.70939
2020/01/03 11:20:00,0.71203
2020/01/03 11:25:00,0.71368
2020/01/03 11:30:00,0.71436
2020/01/03 11:35:00,0.71367
2020/01/03 11:40:00,0.71216
2020/01/03 11:45:00,0.70941
2020/01/03 11:50:00,0.70566
2020/01/03 11:55:00,0.70079
2020/01/03 12:00:00,0.69479
2020/01/03 12:05:00,0.6864
2020/01/03 12:10:00,0.67774
2020/01/03 12:15:00,0.66726
2020/01/03 12:20:00,0.65636
2020/01/03 12:25:00,0.64452
2020/01/03 12:30:00,0.63127
2020/01/03 12:35:00,0.6176
2020/01/03 12:40:00,0.6028
2020/01/03 12:45:00,0.58672
2020/01/03 12:50:00,0.57011
2020/01/03 12:55:00,0.55217
2020/01/03 13:00:00,0.53395
2020/01/03 13:05:00,0.51586
2020/01/03 13:10:00,0.4964
2020/01/03 13:15:00,0.47689
2020/01/03 13:20:00,0.45585
2020/01/03 13:25:00,0.43439
2020/01/03 13:30:00,0.41219
2020/01/03 13:35:00,0.38943
2020/01/03 13:40:00,0.3659
2020/01/03 13:45:00,0.34226
2020/01/03 13:50:00,0.31756
2020/01/03 13:55:00,0.29287
2020/01/03 14:00:00,0.26722
2020/01/03 14:05:00,0.2416
2020/01/03 14:10:00,0.21541
2020/01/03 14:15:00,0.18901
2020/01/03 14:20:00,0.16231
2020/01/03 14:25:00,0.13532
2020/01/03 14:30:00,0.10827
2020/01/03 14:35:00,0.080969
2020/01/03 14:40:00,0.053624
2020/01/03 14:45:00,0.026248
2020/01/03 14:50:00,-0.0012363
2020/01/03 14:55:00,-0.028571
2020/01/03 15:00:00,-0.055908
2020/01/03 15:05:00,-0.083101
2020/01/03 15:10:00,-0.11009
