 Timabil 	 Flodatafla (m)	Sjavarhaed (m)	Sjavarhaed (m)	Vindur (m/s)	Hvida (m/s)	Vindatt (deg)	Loftthrystingur (hpa)	Lofthiti (degC)	
23:10 22.01.2020 	 0,73 	 1,33 	 1,35 	 11 	 22 	 228 	 1001 	 0,7 	  
23:00 22.01.2020 	 0,71 	 1,36 	 1,37 	 14 	 22 	 231 	 1001 	 -0,5 	  
22:50 22.01.2020 	 0,7 	 1,3 	 1,32 	 14 	 20 	 229 	 1001 	 1,7 	  
22:40 22.01.2020 	 0,7 	 1,31 	 1,32 	 11 	 20 	 229 	 1001 	 1,6 	  
22:30 22.01.2020 	 0,71 	 1,44 	 1,46 	 14 	 22 	 218 	 1001 	 1,4 	  
22:20 22.01.2020 	 0,73 	 1,35 	 1,37 	 12 	 18 	 226 	 1001 	 1,6 	  
22:10 22.01.2020 	 0,75 	 1,37 	 1,39 	 12 	 21 	 231 	 1001 	 0,7 	  
22:00 22.01.2020 	 0,78 	 1,47 	 1,49 	 14 	 21 	 224 	 1001 	 1,9 	  
21:50 22.01.2020 	 0,82 	 1,53 	 1,55 	 14 	 20 	 224 	 1001 	 2,1 	  
21:40 22.01.2020 	 0,86 	 1,56 	 1,57 	 13 	 20 	 225 	 1001 	 2 	  
21:30 22.01.2020 	 0,92 	 1,56 	 1,57 	 12 	 20 	 230 	 1002 	 1,6 	  
21:20 22.01.2020 	 0,98 	 1,75 	 1,76 	 11 	 19 	 239 	 1002 	 1,4 	  
21:10 22.01.2020 	 1,04 	 1,68 	 1,7 	 13 	 20 	 229 	 1002 	 2 	  
21:00 22.01.2020 	 1,11 	 1,78 	 1,8 	 12 	 18 	 227 	 1002 	 2,2 	  
20:50 22.01.2020 	 1,18 	 1,92 	 1,94 	 11 	 17 	 233 	 1002 	 1,9 	  
20:40 22.01.2020 	 1,26 	 1,9 	 1,92 	 12 	 19 	 238 	 1002 	 1,8 	  
20:30 22.01.2020 	 1,34 	 1,95 	 1,96 	 10 	 17 	 240 	 1002 	 1,8 	  
20:20 22.01.2020 	 1,42 	 2,22 	 2,24 	 12 	 19 	 236 	 1002 	 2,3 	  
20:10 22.01.2020 	 1,51 	 2,13 	 2,15 	 12 	 18 	 233 	 1002 	 2,6 	  
20:00 22.01.2020 	 1,6 	 2,24 	 2,26 	 11 	 19 	 233 	 1002 	 2,4 	  
19:50 22.01.2020 	 1,68 	 2,43 	 2,45 	 11 	 18 	 235 	 1002 	 2,2 	  
19:40 22.01.2020 	 1,77 	 2,44 	 2,46 	 10 	 20 	 228 	 1002 	 1,9 	  
19:30 22.01.2020 	 1,86 	 2,61 	 2,63 	 9 	 15 	 228 	 1002 	 1,5 	  
19:20 22.01.2020 	 1,94 	 2,61 	 2,63 	 12 	 20 	 239 	 1002 	 0,8 	  
19:10 22.01.2020 	 2,02 	 2,71 	 2,74 	 12 	 23 	 235 	 1002 	 1,9 	  
19:00 22.01.2020 	 2,1 	 2,84 	 2,86 	 11 	 18 	 232 	 1002 	 3,1 	  
18:50 22.01.2020 	 2,18 	 2,81 	 2,84 	 13 	 19 	 228 	 1002 	 3,1 	  
18:40 22.01.2020 	 2,26 	 2,89 	 2,92 	 14 	 19 	 218 	 1002 	 3 	  
18:30 22.01.2020 	 2,33 	 3,03 	 3,06 	 12 	 18 	 227 	 1002 	 3,5 	  
18:20 22.01.2020 	 2,39 	 3,03 	 3,05 	 12 	 19 	 222 	 1002 	 4 	  
18:10 22.01.2020 	 2,45 	 3,18 	 3,2 	 13 	 19 	 221 	 1002 	 3,6 	  
18:00 22.01.2020 	 2,5 	 3,13 	 3,15 	 14 	 22 	 226 	 1002 	 3,2 	  
17:50 22.01.2020 	 2,55 	 3,25 	 3,27 	 13 	 19 	 223 	 1003 	 2,6 	  
17:40 22.01.2020 	 2,6 	 3,33 	 3,35 	 11 	 15 	 217 	 1003 	 3,3 	  
17:30 22.01.2020 	 2,64 	 3,26 	 3,29 	 11 	 15 	 220 	 1003 	 2,9 	  
17:20 22.01.2020 	 2,67 	 3,33 	 3,35 	 13 	 19 	 222 	 1003 	 2,1 	  
17:10 22.01.2020 	 2,7 	 3,35 	 3,37 	 13 	 19 	 222 	 1003 	 2,9 	  
17:00 22.01.2020 	 2,71 	 3,31 	 3,33 	 10 	 23 	 229 	 1003 	 3,1 	  
16:50 22.01.2020 	 2,73 	 3,39 	 3,42 	 9 	 17 	 227 	 1003 	 3,3 	  
16:40 22.01.2020 	 2,74 	 3,34 	 3,36 	 12 	 17 	 212 	 1003 	 4,9 	  
16:30 22.01.2020 	 2,74 	 3,34 	 3,37 	 11 	 15 	 208 	 1003 	 4,8 	  
16:20 22.01.2020 	 2,73 	 3,37 	 3,4 	 9 	 14 	 218 	 1003 	 4,7 	  
16:10 22.01.2020 	 2,71 	 3,29 	 3,31 	 9 	 13 	 226 	 1003 	 4,5 	  
16:00 22.01.2020 	 2,7 	 3,27 	 3,29 	 8 	 12 	 225 	 1003 	 4,7 	  
15:50 22.01.2020 	 2,66 	 3,26 	 3,29 	 11 	 16 	 223 	 1004 	 4,7 	  
15:40 22.01.2020 	 2,63 	 3,19 	 3,22 	 10 	 14 	 224 	 1004 	 4,8 	  
15:30 22.01.2020 	 2,59 	 3,16 	 3,19 	 9 	 13 	 226 	 1004 	 4,2 	  
15:20 22.01.2020 	 2,55 	 3,14 	 3,17 	 6 	 11 	 233 	 1004 	 3,2 	  
15:10 22.01.2020 	 2,5 	 3,06 	 3,08 	 9 	 18 	 231 	 1004 	 2,8 	  
15:00 22.01.2020 	 2,44 	 3,04 	 3,06 	 8 	 13 	 227 	 1004 	 4,4 	  
14:50 22.01.2020 	 2,38 	 3 	 3,02 	 8 	 14 	 227 	 1004 	 4,1 	  
14:40 22.01.2020 	 2,31 	 2,83 	 2,85 	 9 	 14 	 227 	 1004 	 4,1 	  
14:30 22.01.2020 	 2,24 	 2,88 	 2,9 	 8 	 15 	 233 	 1004 	 3,9 	  
14:20 22.01.2020 	 2,16 	 2,7 	 2,72 	 10 	 15 	 226 	 1004 	 4,7 	  
14:10 22.01.2020 	 2,08 	 2,62 	 2,64 	 10 	 16 	 228 	 1004 	 4,7 	  
14:00 22.01.2020 	 2 	 2,58 	 2,61 	 10 	 19 	 228 	 1004 	 3,4 	  
13:50 22.01.2020 	 1,91 	 2,49 	 2,51 	 11 	 16 	 225 	 1004 	 5,3 	  
13:40 22.01.2020 	 1,83 	 2,41 	 2,43 	 11 	 17 	 223 	 1004 	 5,4 	  
13:30 22.01.2020 	 1,74 	 2,29 	 2,31 	 10 	 17 	 227 	 1004 	 4,9 	  
13:20 22.01.2020 	 1,66 	 2,27 	 2,29 	 11 	 15 	 220 	 1004 	 5,7 	  
13:10 22.01.2020 	 1,57 	 2,13 	 2,15 	 13 	 19 	 221 	 1004 	 5,4 	  
13:00 22.01.2020 	 1,48 	 2,08 	 2,1 	 12 	 18 	 222 	 1004 	 5,9 	  
12:50 22.01.2020 	 1,39 	 2,02 	 2,04 	 12 	 17 	 222 	 1004 	 5,8 	  
12:40 22.01.2020 	 1,31 	 1,92 	 1,93 	 12 	 18 	 222 	 1004 	 5,8 	  
12:30 22.01.2020 	 1,23 	 1,89 	 1,91 	 11 	 22 	 226 	 1004 	 5,2 	  
12:20 22.01.2020 	 1,16 	 1,77 	 1,78 	 12 	 19 	 224 	 1003 	 6,3 	  
12:10 22.01.2020 	 1,09 	 1,74 	 1,76 	 10 	 17 	 227 	 1003 	 6,1 	  
12:00 22.01.2020 	 1,02 	 1,71 	 1,72 	 12 	 20 	 220 	 1003 	 6,8 	  
11:50 22.01.2020 	 0,96 	 1,66 	 1,68 	 13 	 18 	 218 	 1003 	 6,9 	  
11:40 22.01.2020 	 0,91 	 1,57 	 1,59 	 13 	 19 	 219 	 1003 	 7 	  
11:30 22.01.2020 	 0,86 	 1,62 	 1,63 	 13 	 18 	 217 	 1003 	 7,1 	  
11:20 22.01.2020 	 0,82 	 1,51 	 1,52 	 14 	 21 	 221 	 1003 	 7,2 	  
11:10 22.01.2020 	 0,79 	 1,52 	 1,53 	 15 	 20 	 211 	 1003 	 7,7 	  
11:00 22.01.2020 	 0,77 	 1,57 	 1,58 	 14 	 23 	 204 	 1002 	 7,9 	  
10:50 22.01.2020 	 0,75 	 1,49 	 1,51 	 12 	 17 	 189 	 1002 	 7,7 	  
10:40 22.01.2020 	 0,74 	 1,48 	 1,5 	 12 	 18 	 190 	 1002 	 7,8 	  
10:30 22.01.2020 	 0,74 	 1,46 	 1,48 	 13 	 19 	 188 	 1002 	 7,8 	  
10:20 22.01.2020 	 0,75 	 1,49 	 1,5 	 13 	 19 	 187 	 1002 	 7,8 	  
10:10 22.01.2020 	 0,77 	 1,5 	 1,51 	 13 	 19 	 188 	 1002 	 7,8 	  
10:00 22.01.2020 	 0,78 	 1,53 	 1,55 	 13 	 18 	 187 	 1002 	 7,8 	  
09:50 22.01.2020 	 0,82 	 1,54 	 1,56 	 14 	 21 	 187 	 1003 	 8 	  
09:40 22.01.2020 	 0,86 	 1,67 	 1,68 	 15 	 20 	 185 	 1003 	 8,1 	  
09:30 22.01.2020 	 0,9 	 1,63 	 1,64 	 16 	 20 	 183 	 1003 	 8 	  
09:20 22.01.2020 	 0,95 	 1,66 	 1,68 	 15 	 18 	 181 	 1002 	 8 	  
09:10 22.01.2020 	 1,02 	 1,79 	 1,81 	 15 	 20 	 183 	 1003 	 8 	  
09:00 22.01.2020 	 1,08 	 1,76 	 1,78 	 15 	 19 	 184 	 1003 	 8 	  
08:50 22.01.2020 	 1,15 	 1,85 	 1,87 	 15 	 19 	 184 	 1003 	 7,9 	  
08:40 22.01.2020 	 1,22 	 1,97 	 1,99 	 15 	 19 	 184 	 1004 	 8 	  
08:30 22.01.2020 	 1,3 	 2,01 	 2,03 	 15 	 20 	 183 	 1004 	 8 	  
08:20 22.01.2020 	 1,39 	 2,1 	 2,12 	 15 	 19 	 182 	 1004 	 7,8 	  
08:10 22.01.2020 	 1,48 	 2,22 	 2,24 	 15 	 19 	 180 	 1004 	 7,7 	  
08:00 22.01.2020 	 1,57 	 2,27 	 2,29 	 16 	 19 	 180 	 1004 	 7,7 	  
07:50 22.01.2020 	 1,66 	 2,4 	 2,42 	 15 	 18 	 178 	 1004 	 7,9 	  
07:40 22.01.2020 	 1,75 	 2,45 	 2,47 	 15 	 19 	 176 	 1005 	 7,9 	  
07:30 22.01.2020 	 1,84 	 2,52 	 2,55 	 14 	 16 	 176 	 1005 	 7,7 	  
07:20 22.01.2020 	 1,94 	 2,63 	 2,65 	 14 	 17 	 177 	 1005 	 7,7 	  
07:10 22.01.2020 	 2,02 	 2,72 	 2,74 	 14 	 18 	 174 	 1005 	 7,7 	  
07:00 22.01.2020 	 2,11 	 2,78 	 2,8 	 14 	 18 	 174 	 1005 	 7,6 	  
06:50 22.01.2020 	 2,2 	 2,89 	 2,92 	 14 	 18 	 169 	 1005 	 7,6 	  
06:40 22.01.2020 	 2,29 	 2,96 	 2,99 	 15 	 18 	 168 	 1005 	 7,5 	  
06:30 22.01.2020 	 2,37 	 3,09 	 3,11 	 15 	 18 	 171 	 1006 	 7,6 	  
06:20 22.01.2020 	 2,45 	 3,11 	 3,14 	 14 	 18 	 171 	 1006 	 7,4 	  
06:10 22.01.2020 	 2,52 	 3,2 	 3,23 	 14 	 18 	 173 	 1006 	 7,5 	  
06:00 22.01.2020 	 2,58 	 3,28 	 3,31 	 14 	 17 	 175 	 1007 	 7,5 	  
05:50 22.01.2020 	 2,65 	 3,26 	 3,29 	 13 	 16 	 175 	 1007 	 7,6 	  
05:40 22.01.2020 	 2,7 	 3,39 	 3,41 	 12 	 15 	 171 	 1008 	 7,6 	  
05:30 22.01.2020 	 2,76 	 3,41 	 3,44 	 12 	 16 	 169 	 1008 	 7,5 	  
05:20 22.01.2020 	 2,8 	 3,45 	 3,47 	 11 	 14 	 166 	 1008 	 7,4 	  
05:10 22.01.2020 	 2,84 	 3,49 	 3,52 	 11 	 14 	 161 	 1008 	 7,3 	  
05:00 22.01.2020 	 2,87 	 3,46 	 3,49 	 11 	 14 	 158 	 1009 	 7,2 	  
04:50 22.01.2020 	 2,9 	 3,5 	 3,53 	 11 	 14 	 156 	 1009 	 7 	  
04:40 22.01.2020 	 2,92 	 3,56 	 3,59 	 12 	 14 	 151 	 1009 	 7 	  
04:30 22.01.2020 	 2,94 	 3,52 	 3,55 	 11 	 14 	 150 	 1009 	 6,9 	  
04:20 22.01.2020 	 2,94 	 3,49 	 3,51 	 11 	 13 	 150 	 1010 	 6,8 	  
04:10 22.01.2020 	 2,94 	 3,56 	 3,58 	 12 	 14 	 152 	 1010 	 6,9 	  
04:00 22.01.2020 	 2,94 	 3,5 	 3,53 	 12 	 15 	 154 	 1011 	 6,8 	  
03:50 22.01.2020 	 2,92 	 3,47 	 3,5 	 12 	 16 	 155 	 1011 	 6,9 	  
03:40 22.01.2020 	 2,9 	 3,49 	 3,52 	 12 	 15 	 152 	 1011 	 6,8 	  
03:30 22.01.2020 	 2,87 	 3,41 	 3,43 	 12 	 14 	 151 	 1011 	 6,8 	  
03:20 22.01.2020 	 2,84 	 3,37 	 3,39 	 12 	 14 	 151 	 1011 	 6,8 	  
03:10 22.01.2020 	 2,8 	 3,38 	 3,4 	 12 	 14 	 150 	 1011 	 6,8 	  
03:00 22.01.2020 	 2,76 	 3,31 	 3,33 	 12 	 15 	 152 	 1011 	 6,8 	  
02:50 22.01.2020 	 2,7 	 3,22 	 3,25 	 12 	 15 	 155 	 1011 	 6,7 	  
02:40 22.01.2020 	 2,65 	 3,11 	 3,13 	 11 	 14 	 162 	 1012 	 6,8 	  
02:30 22.01.2020 	 2,58 	 3,08 	 3,11 	 11 	 14 	 165 	 1012 	 6,8 	  
02:20 22.01.2020 	 2,52 	 3,02 	 3,05 	 12 	 15 	 170 	 1013 	 6,8 	  
02:10 22.01.2020 	 2,45 	 2,92 	 2,95 	 14 	 18 	 168 	 1013 	 6,7 	  
02:00 22.01.2020 	 2,37 	 2,82 	 2,84 	 12 	 15 	 169 	 1013 	 6,7 	  
01:50 22.01.2020 	 2,29 	 2,76 	 2,78 	 13 	 17 	 166 	 1014 	 6,7 	  
01:40 22.01.2020 	 2,21 	 2,73 	 2,75 	 12 	 15 	 159 	 1014 	 6,7 	  
01:30 22.01.2020 	 2,12 	 2,52 	 2,54 	 12 	 15 	 157 	 1014 	 6,6 	  
01:20 22.01.2020 	 2,03 	 2,52 	 2,54 	 12 	 15 	 159 	 1014 	 6,6 	  
01:10 22.01.2020 	 1,94 	 2,39 	 2,41 	 13 	 16 	 159 	 1014 	 6,8 	  
01:00 22.01.2020 	 1,86 	 2,28 	 2,3 	 10 	 15 	 148 	 1014 	 6,7 	  
00:50 22.01.2020 	 1,77 	 2,32 	 2,34 	 9 	 13 	 144 	 1014 	 6,5 	  
00:40 22.01.2020 	 1,68 	 2,08 	 2,1 	 8 	 11 	 142 	 1015 	 6,5 	  
00:30 22.01.2020 	 1,59 	 2,02 	 2,04 	 8 	 11 	 140 	 1015 	 6,6 	  
00:20 22.01.2020 	 1,5 	 2,01 	 2,03 	 8 	 11 	 139 	 1015 	 6,6 	  
00:10 22.01.2020 	 1,42 	 1,82 	 1,84 	 8 	 11 	 139 	 1015 	 6,6 	  
00:00 22.01.2020 	 1,34 	 1,79 	 1,81 	 7 	 11 	 143 	 1015 	 6,5 	  
23:50 21.01.2020 	 1,27 	 1,71 	 1,73 	 7 	 10 	 144 	 1015 	 6,5 	  
23:40 21.01.2020 	 1,2 	 1,61 	 1,62 	 7 	 11 	 139 	 1016 	 6,5 	  
23:30 21.01.2020 	 1,13 	 1,62 	 1,63 	 8 	 12 	 134 	 1016 	 6,5 	  
23:20 21.01.2020 	 1,07 	 1,48 	 1,5 	 8 	 12 	 134 	 1016 	 6,5 	  
23:10 21.01.2020 	 1,02 	 1,53 	 1,54 	 8 	 12 	 135 	 1016 	 6,5 	  
23:00 21.01.2020 	 0,97 	 1,35 	 1,36 	 7 	 11 	 136 	 1016 	 6,4 	  
22:50 21.01.2020 	 0,92 	 1,46 	 1,48 	 8 	 11 	 132 	 1017 	 6,4 	  
22:40 21.01.2020 	 0,89 	 1,33 	 1,35 	 7 	 10 	 134 	 1017 	 6,4 	  
22:30 21.01.2020 	 0,86 	 1,28 	 1,29 	 7 	 10 	 134 	 1017 	 6,4 	  
22:20 21.01.2020 	 0,83 	 1,3 	 1,31 	 8 	 11 	 132 	 1017 	 6,4 	  
22:10 21.01.2020 	 0,82 	 1,34 	 1,36 	 7 	 11 	 133 	 1017 	 6,3 	  
22:00 21.01.2020 	 0,81 	 1,21 	 1,23 	 8 	 11 	 127 	 1018 	 6,2 	  
21:50 21.01.2020 	 0,81 	 1,3 	 1,31 	 8 	 10 	 127 	 1018 	 6,1 	  
21:40 21.01.2020 	 0,82 	 1,28 	 1,3 	 8 	 11 	 129 	 1018 	 6,1 	  
21:30 21.01.2020 	 0,82 	 1,3 	 1,31 	 7 	 10 	 132 	 1018 	 6,1 	  
21:20 21.01.2020 	 0,85 	 1,31 	 1,33 	 8 	 11 	 132 	 1018 	 6,1 	  
21:10 21.01.2020 	 0,87 	 1,32 	 1,33 	 7 	 10 	 134 	 1018 	 6,1 	  
21:00 21.01.2020 	 0,9 	 1,36 	 1,37 	 7 	 11 	 137 	 1018 	 6,1 	  
20:50 21.01.2020 	 0,94 	 1,39 	 1,4 	 6 	 9 	 138 	 1018 	 6,1 	  
20:40 21.01.2020 	 0,99 	 1,5 	 1,52 	 6 	 10 	 139 	 1019 	 6 	  
20:30 21.01.2020 	 1,04 	 1,52 	 1,54 	 6 	 9 	 143 	 1019 	 6 	  
20:20 21.01.2020 	 1,1 	 1,56 	 1,58 	 6 	 9 	 140 	 1019 	 5,9 	  
20:10 21.01.2020 	 1,16 	 1,69 	 1,7 	 6 	 9 	 144 	 1019 	 5,9 	  
20:00 21.01.2020 	 1,22 	 1,66 	 1,68 	 7 	 10 	 147 	 1019 	 5,8 	  
19:50 21.01.2020 	 1,3 	 1,75 	 1,77 	 8 	 11 	 149 	 1019 	 6 	  
19:40 21.01.2020 	 1,37 	 1,9 	 1,92 	 7 	 9 	 131 	 1019 	 5,9 	  
19:30 21.01.2020 	 1,44 	 1,94 	 1,96 	 8 	 10 	 128 	 1019 	 5,9 	  
19:20 21.01.2020 	 1,51 	 1,92 	 1,94 	 7 	 9 	 129 	 1019 	 5,7 	  
19:10 21.01.2020 	 1,59 	 2,16 	 2,18 	 7 	 9 	 134 	 1019 	 5,8 	  
19:00 21.01.2020 	 1,66 	 2,14 	 2,16 	 7 	 10 	 134 	 1019 	 5,8 	  
18:50 21.01.2020 	 1,74 	 2,19 	 2,22 	 6 	 8 	 136 	 1019 	 5,7 	  
18:40 21.01.2020 	 1,82 	 2,34 	 2,36 	 6 	 8 	 137 	 1019 	 5,7 	  
18:30 21.01.2020 	 1,9 	 2,34 	 2,37 	 5 	 8 	 145 	 1019 	 5,8 	  
18:20 21.01.2020 	 1,97 	 2,45 	 2,48 	 5 	 7 	 142 	 1019 	 5,7 	  
18:10 21.01.2020 	 2,04 	 2,55 	 2,58 	 5 	 7 	 137 	 1019 	 5,6 	  
18:00 21.01.2020 	 2,11 	 2,54 	 2,56 	 6 	 8 	 132 	 1019 	 5,5 	  
17:50 21.01.2020 	 2,18 	 2,78 	 2,81 	 5 	 7 	 130 	 1019 	 5,4 	  
17:40 21.01.2020 	 2,24 	 2,72 	 2,74 	 5 	 7 	 131 	 1019 	 5,2 	  
17:30 21.01.2020 	 2,3 	 2,79 	 2,82 	 6 	 7 	 131 	 1019 	 5,2 	  
17:20 21.01.2020 	 2,36 	 2,85 	 2,88 	 5 	 7 	 136 	 1019 	 5,2 	  
17:10 21.01.2020 	 2,41 	 2,84 	 2,87 	 5 	 8 	 144 	 1020 	 5,3 	  
17:00 21.01.2020 	 2,46 	 2,96 	 2,99 	 8 	 9 	 150 	 1020 	 5,4 	  
16:50 21.01.2020 	 2,5 	 2,94 	 2,96 	 8 	 10 	 156 	 1020 	 5,4 	  
16:40 21.01.2020 	 2,54 	 2,95 	 2,98 	 8 	 10 	 152 	 1020 	 5,4 	  
16:30 21.01.2020 	 2,57 	 3,14 	 3,17 	 5 	 9 	 141 	 1020 	 5,4 	  
16:20 21.01.2020 	 2,59 	 3,06 	 3,09 	 5 	 7 	 141 	 1020 	 5,3 	  
16:10 21.01.2020 	 2,62 	 3,08 	 3,11 	 5 	 6 	 136 	 1020 	 5,2 	  
16:00 21.01.2020 	 2,62 	 3,11 	 3,14 	 5 	 7 	 131 	 1020 	 4,9 	  
15:50 21.01.2020 	 2,64 	 3,12 	 3,14 	 5 	 7 	 135 	 1020 	 4,9 	  
15:40 21.01.2020 	 2,64 	 3,15 	 3,18 	 7 	 9 	 147 	 1020 	 4,8 	  
15:30 21.01.2020 	 2,64 	 3,05 	 3,08 	 7 	 9 	 148 	 1020 	 4,8 	  
15:20 21.01.2020 	 2,63 	 3,08 	 3,11 	 8 	 10 	 156 	 1020 	 4,7 	  
15:10 21.01.2020 	 2,62 	 3,07 	 3,09 	 7 	 9 	 151 	 1020 	 4,7 	  
15:00 21.01.2020 	 2,59 	 3,01 	 3,04 	 8 	 10 	 152 	 1020 	 4,6 	  
14:50 21.01.2020 	 2,57 	 3,01 	 3,03 	 9 	 11 	 150 	 1021 	 4,5 	  
14:40 21.01.2020 	 2,54 	 2,96 	 2,99 	 7 	 10 	 152 	 1021 	 4,7 	  
14:30 21.01.2020 	 2,5 	 2,99 	 3,01 	 6 	 8 	 155 	 1021 	 4,7 	  
14:20 21.01.2020 	 2,46 	 2,89 	 2,92 	 5 	 6 	 149 	 1021 	 4,7 	  
14:10 21.01.2020 	 2,4 	 2,75 	 2,77 	 4 	 5 	 141 	 1021 	 4,5 	  
14:00 21.01.2020 	 2,35 	 2,79 	 2,82 	 3 	 5 	 132 	 1021 	 4,4 	  
13:50 21.01.2020 	 2,29 	 2,66 	 2,69 	 3 	 5 	 134 	 1021 	 4,2 	  
13:40 21.01.2020 	 2,23 	 2,68 	 2,71 	 4 	 5 	 132 	 1021 	 4,2 	  
13:30 21.01.2020 	 2,16 	 2,56 	 2,58 	 3 	 5 	 136 	 1021 	 4,2 	  
13:20 21.01.2020 	 2,09 	 2,46 	 2,49 	 3 	 4 	 137 	 1021 	 4,1 	  
13:10 21.01.2020 	 2,02 	 2,41 	 2,44 	 4 	 6 	 148 	 1021 	 4,1 	  
13:00 21.01.2020 	 1,94 	 2,37 	 2,4 	 4 	 5 	 156 	 1021 	 4,1 	  
12:50 21.01.2020 	 1,86 	 2,26 	 2,28 	 4 	 6 	 159 	 1022 	 4,1 	  
12:40 21.01.2020 	 1,79 	 2,21 	 2,23 	 5 	 7 	 159 	 1022 	 4,1 	  
12:30 21.01.2020 	 1,71 	 2,15 	 2,17 	 4 	 5 	 154 	 1022 	 4 	  
12:20 21.01.2020 	 1,63 	 2,08 	 2,1 	 5 	 6 	 149 	 1022 	 4 	  
12:10 21.01.2020 	 1,55 	 1,98 	 2 	 5 	 6 	 150 	 1021 	 3,8 	  
12:00 21.01.2020 	 1,48 	 1,88 	 1,9 	 5 	 7 	 160 	 1022 	 3,8 	  
11:50 21.01.2020 	 1,41 	 1,83 	 1,85 	 5 	 7 	 166 	 1022 	 3,9 	  
11:40 21.01.2020 	 1,34 	 1,81 	 1,83 	 5 	 6 	 162 	 1021 	 3,7 	  
11:30 21.01.2020 	 1,26 	 1,71 	 1,73 	 5 	 6 	 159 	 1021 	 3,6 	  
11:20 21.01.2020 	 1,2 	 1,65 	 1,67 	 5 	 6 	 161 	 1021 	 3,5 	  
11:10 21.01.2020 	 1,14 	 1,62 	 1,64 	 4 	 5 	 163 	 1021 	 3,5 	  
11:00 21.01.2020 	 1,09 	 1,54 	 1,56 	 4 	 5 	 162 	 1021 	 3,4 	  
10:50 21.01.2020 	 1,04 	 1,55 	 1,57 	 4 	 5 	 169 	 1021 	 3,2 	  
10:40 21.01.2020 	 0,99 	 1,45 	 1,47 	 3 	 4 	 166 	 1021 	 3,2 	  
10:30 21.01.2020 	 0,96 	 1,43 	 1,44 	 3 	 4 	 169 	 1021 	 3,2 	  
10:20 21.01.2020 	 0,93 	 1,38 	 1,4 	 3 	 5 	 159 	 1021 	 3,2 	  
10:10 21.01.2020 	 0,9 	 1,33 	 1,35 	 4 	 5 	 145 	 1021 	 3,2 	  
10:00 21.01.2020 	 0,88 	 1,39 	 1,4 	 3 	 4 	 151 	 1021 	 3,1 	  
09:50 21.01.2020 	 0,87 	 1,35 	 1,36 	 3 	 4 	 160 	 1021 	 3 	  
09:40 21.01.2020 	 0,86 	 1,37 	 1,38 	 2 	 3 	 174 	 1021 	 2,6 	  
09:30 21.01.2020 	 0,86 	 1,37 	 1,38 	 3 	 5 	 197 	 1021 	 2,6 	  
09:20 21.01.2020 	 0,87 	 1,36 	 1,38 	 3 	 4 	 173 	 1021 	 2,9 	  
09:10 21.01.2020 	 0,89 	 1,37 	 1,39 	 3 	 5 	 174 	 1021 	 3 	  
09:00 21.01.2020 	 0,91 	 1,41 	 1,42 	 3 	 5 	 180 	 1021 	 3,2 	  
08:50 21.01.2020 	 0,94 	 1,45 	 1,46 	 3 	 4 	 180 	 1021 	 3,1 	  
08:40 21.01.2020 	 0,98 	 1,46 	 1,48 	 3 	 4 	 194 	 1021 	 2,9 	  
08:30 21.01.2020 	 1,02 	 1,49 	 1,5 	 2 	 4 	 195 	 1021 	 2,9 	  
08:20 21.01.2020 	 1,07 	 1,52 	 1,54 	 3 	 4 	 192 	 1021 	 2,7 	  
08:10 21.01.2020 	 1,12 	 1,59 	 1,61 	 3 	 5 	 192 	 1021 	 2,7 	  
08:00 21.01.2020 	 1,18 	 1,67 	 1,69 	 3 	 5 	 188 	 1021 	 2,6 	  
07:50 21.01.2020 	 1,24 	 1,71 	 1,73 	 2 	 4 	 188 	 1021 	 2,4 	  
07:40 21.01.2020 	 1,31 	 1,87 	 1,89 	 3 	 5 	 199 	 1021 	 2,3 	  
07:30 21.01.2020 	 1,38 	 1,79 	 1,81 	 1 	 4 	 246 	 1021 	 1,8 	  
07:20 21.01.2020 	 1,46 	 1,98 	 2 	 1 	 2 	 257 	 1021 	 1,7 	  
07:10 21.01.2020 	 1,54 	 2,02 	 2,04 	 1 	 2 	 256 	 1021 	 1,6 	  
07:00 21.01.2020 	 1,61 	 2,04 	 2,06 	 2 	 3 	 254 	 1021 	 1,6 	  
06:50 21.01.2020 	 1,69 	 2,15 	 2,17 	 2 	 3 	 255 	 1021 	 1,7 	  
06:40 21.01.2020 	 1,77 	 2,29 	 2,31 	 3 	 4 	 251 	 1021 	 1,7 	  
06:30 21.01.2020 	 1,85 	 2,29 	 2,32 	 3 	 5 	 258 	 1021 	 1,6 	  
06:20 21.01.2020 	 1,93 	 2,37 	 2,39 	 2 	 4 	 255 	 1021 	 1,6 	  
06:10 21.01.2020 	 2,01 	 2,51 	 2,53 	 3 	 4 	 251 	 1021 	 1,6 	  
06:00 21.01.2020 	 2,09 	 2,5 	 2,52 	 3 	 5 	 260 	 1021 	 1,5 	  
05:50 21.01.2020 	 2,16 	 2,64 	 2,67 	 3 	 5 	 257 	 1021 	 1,5 	  
05:40 21.01.2020 	 2,23 	 2,73 	 2,76 	 4 	 7 	 252 	 1021 	 1,3 	  
05:30 21.01.2020 	 2,3 	 2,81 	 2,84 	 6 	 11 	 251 	 1021 	 1,3 	  
05:20 21.01.2020 	 2,38 	 2,79 	 2,81 	 8 	 13 	 243 	 1021 	 1,7 	  
05:10 21.01.2020 	 2,43 	 2,9 	 2,93 	 9 	 13 	 249 	 1021 	 2 	  
